"繁体"	"简体"	"IPA"	"注释"	"来源"		"#符號說明："	"音標後的“-”表示文讀；“=”表示讀書音，口語中不用；“*”表示讀音可能存疑，如聲母z、dz，dʐ、ʐ歸屬存疑，陽上陽去歸屬存疑等。"
"姊"	"姊"	"ʦɿ3"		"鄉音字類"			
"秭"	"秭"	"ʦɿ3"		"鄉音字類"			
"纸"	"纸"	"ʦɿ3"		"鄉音字類"			
"子"	"子"	"ʦɿ3"		"鄉音字類"			
"梓"	"梓"	"ʦɿ3"		"鄉音字類"			
"笫"	"笫"	"ʦɿ3"		"鄉音字類"			
"胏"	"胏"	"ʦɿ3"		"鄉音字類"			
"滓"	"滓"	"ʦɿ3"	"渣~"	"鄉音字類"			
"恣"	"恣"	"ʦɿ5"		"鄉音字類"			
"渍"	"渍"	"ʦɿ5"		"鄉音字類"			
"胾"	"胾"	"ʦɿ5"		"鄉音字類"			
"剚"	"剚"	"ʦɿ5"		"鄉音字類"			
"㫮"	"㫮"	"ʦɿ5"		"鄉音字類"			
"雌"	"雌"	"ʦʰɿ1"	"~雄"	"鄉音字類"			
"此"	"此"	"ʦʰɿ3"		"鄉音字類"			
"佌"	"佌"	"ʦʰɿ3"		"鄉音字類"			
"泚"	"泚"	"ʦʰɿ3"		"鄉音字類"			
"玼"	"玼"	"ʦʰɿ3"		"鄉音字類"			
"刺"	"刺"	"ʦʰɿ5"		"鄉音字類"			
"庛"	"庛"	"ʦʰɿ5"		"鄉音字類"			
"次"	"次"	"ʦʰɿ5"		"鄉音字類"			
"佽"	"佽"	"ʦʰɿ5"		"鄉音字類"			
"廁"	"廁"	"ʦʰɿ5"		"鄉音字類"			
"痣"	"痣"	"ʦʰɿ5"		"鄉音字類"			
"思"	"思"	"sɿ1"	"~想"	"鄉音字類"			
"偲"	"偲"	"sɿ1"		"鄉音字類"			
"颸"	"颸"	"sɿ1"		"鄉音字類"			
"司"	"司"	"sɿ1"	"~務"	"鄉音字類"			
"緦"	"緦"	"sɿ1"		"鄉音字類"			
"罳"	"罳"	"sɿ1"		"鄉音字類"			
"絲"	"絲"	"sɿ1"	"~線"	"鄉音字類"			
"師"	"師"	"sɿ1"	"老~"	"鄉音字類"			
"獅"	"獅"	"sɿ1"	"~子"	"鄉音字類"			
"螄"	"螄"	"sɿ1"	"螺~"	"鄉音字類"			
"篩"	"篩"	"sɿ1"		"鄉音字類"			
"斯"	"斯"	"sɿ1"		"鄉音字類"			
"廝"	"廝"	"sɿ1"		"鄉音字類"			
"凘"	"凘"	"sɿ1"		"鄉音字類"			
"榹"	"榹"	"sɿ1"		"鄉音字類"			
"私"	"私"	"sɿ1"	"~心"	"鄉音字類"			
"死"	"死"	"sɿ3"		"鄉音字類"			
"史"	"史"	"sɿ3"	"姓"	"鄉音字類"			
"使"	"使"	"sɿ3"	"差~"	"鄉音字類"			
"駛"	"駛"	"sɿ3"		"鄉音字類"			
"四"	"四"	"sɿ5"		"鄉音字類"			
"泗"	"泗"	"sɿ5"		"鄉音字類"			
"駟"	"駟"	"sɿ5"		"鄉音字類"			
"肆"	"肆"	"sɿ5"		"鄉音字類"			
"柶"	"柶"	"sɿ5"		"鄉音字類"			
"賜"	"賜"	"sɿ5"	"賞~"	"鄉音字類"			
"儩"	"儩"	"sɿ5"		"鄉音字類"			
"笥"	"笥"	"sɿ5"		"鄉音字類"			
"慈"	"慈"	"zɿ2"		"鄉音字類"			
"磁"	"磁"	"zɿ2"		"鄉音字類"			
"詞"	"詞"	"zɿ2"		"鄉音字類"			
"祠"	"祠"	"zɿ2"	"~堂"	"鄉音字類"			
"辭"	"辭"	"zɿ2"		"鄉音字類"			
"辤"	"辤"	"zɿ2"		"鄉音字類"			
"瓷"	"瓷"	"zɿ2"		"鄉音字類"			
"茨"	"茨"	"zɿ2"		"鄉音字類"			
"餈"	"餈"	"zɿ2"		"鄉音字類"			
"薋"	"薋"	"zɿ2"		"鄉音字類"			
"士"	"士"	"zɿ4"		"鄉音字類"			
"仕"	"仕"	"zɿ4"		"鄉音字類"			
"戺"	"戺"	"zɿ4"		"鄉音字類"			
"巳"	"巳"	"zɿ4"		"鄉音字類"			
"祀"	"祀"	"zɿ4"		"鄉音字類"			
"禩"	"禩"	"zɿ4"		"鄉音字類"			
"汜"	"汜"	"zɿ4"		"鄉音字類"			
"耜"	"耜"	"zɿ4"		"鄉音字類"			
"俟"	"俟"	"zɿ4"		"鄉音字類"			
"是"	"是"	"zɿ4"		"鄉音字類"			
"諟"	"諟"	"zɿ4"		"鄉音字類"			
"墅"	"墅"	"zɿ4"	"蠡~"	"鄉音字類"			
"敊"	"敊"	"zɿ4"		"鄉音字類"			
"伺"	"伺"	"zɿ6"	"~候"	"鄉音字類"			
"似"	"似"	"zɿ6"	"~乎"	"鄉音字類"			
"字"	"字"	"zɿ6"		"鄉音字類"			
"事"	"事"	"zɿ6"		"鄉音字類"			
"寺"	"寺"	"zɿ6"		"鄉音字類"			
"飼"	"飼"	"zɿ6"		"鄉音字類"			
"飤"	"飤"	"zɿ6"		"鄉音字類"			
"而"	"而"	"əl2"		"鄉音字類"			
"胹"	"胹"	"əl2"		"鄉音字類"			
"洏"	"洏"	"əl2"		"鄉音字類"			
"輀"	"輀"	"əl2"		"鄉音字類"			
"兒"	"兒"	"əl2"	"文讀：小~"	"鄉音字類"			
"爾"	"爾"	"əl4"		"鄉音字類"			
"邇"	"邇"	"əl4"		"鄉音字類"			
"耳"	"耳"	"əl4"	"文讀"	"鄉音字類"			
"駬"	"駬"	"əl4"		"鄉音字類"			
"二"	"二"	"əl6"		"鄉音字類"			
"貳"	"貳"	"əl6"		"鄉音字類"			
"樲"	"樲"	"əl6"		"鄉音字類"			
"咡"	"咡"	"əl6"		"鄉音字類"			
"刵"	"刵"	"əl6"		"鄉音字類"			
"餌"	"餌"	"əl6"		"鄉音字類"			
"佴"	"佴"	"əl6"		"鄉音字類"			
"珥"	"珥"	"əl6"		"鄉音字類"			
"居"	"居"	"ʨy1"		"鄉音字類"			
"琚"	"琚"	"ʨy1"		"鄉音字類"			
"腒"	"腒"	"ʨy1"		"鄉音字類"			
"裾"	"裾"	"ʨy1"		"鄉音字類"			
"据"	"据"	"ʨy1"		"鄉音字類"			
"椐"	"椐"	"ʨy1"		"鄉音字類"			
"車"	"車"	"ʨy1"		"鄉音字類"			
"俱"	"俱"	"ʨy1"		"鄉音字類"			
"駒"	"駒"	"ʨy1"		"鄉音字類"			
"拘"	"拘"	"ʨy1"		"鄉音字類"			
"捄"	"捄"	"ʨy1"		"鄉音字類"			
"㪺"	"㪺"	"ʨy1"		"鄉音字類"			
"筥"	"筥"	"ʨy3"		"鄉音字類"			
"莒"	"莒"	"ʨy3"		"鄉音字類"			
"舉"	"舉"	"ʨy3"		"鄉音字類"			
"柜"	"柜"	"ʨy3"		"鄉音字類"			
"櫸"	"櫸"	"ʨy3"		"鄉音字類"			
"弆"	"弆"	"ʨy3"		"鄉音字類"			
"矩"	"矩"	"ʨy3"		"鄉音字類"			
"鄅"	"鄅"	"ʨy3"		"鄉音字類"			
"榘"	"榘"	"ʨy3"		"鄉音字類"			
"枸"	"枸"	"ʨy3"		"鄉音字類"			
"寠"	"寠"	"ʨy3"		"鄉音字類"			
"倨"	"倨"	"ʨy5"		"鄉音字類"			
"踞"	"踞"	"ʨy5"		"鄉音字類"			
"鋦"	"鋦"	"ʨy5"		"鄉音字類"			
"據"	"據"	"ʨy5"		"鄉音字類"			
"遽"	"遽"	"ʨy5"		"鄉音字類"			
"句"	"句"	"ʨy5"		"鄉音字類"			
"屨"	"屨"	"ʨy5"		"鄉音字類"			
"驅"	"驅"	"ʨʰy1"		"鄉音字類"			
"軀"	"軀"	"ʨʰy1"		"鄉音字類"			
"區"	"區"	"ʨʰy1"		"鄉音字類"			
"嶇"	"嶇"	"ʨʰy1"		"鄉音字類"			
"敺"	"敺"	"ʨʰy1"		"鄉音字類"			
"祛"	"祛"	"ʨʰy1"		"鄉音字類"			
"胠"	"胠"	"ʨʰy1"		"鄉音字類"			
"祛"	"祛"	"ʨʰy1"		"鄉音字類"			
"去"	"去"	"ʨʰy3"		"鄉音字類"			
"胠"	"胠"	"ʨʰy3"		"鄉音字類"			
"朐"	"朐"	"ʥy2"		"鄉音字類"			
"劬"	"劬"	"ʥy2"		"鄉音字類"			
"絇"	"絇"	"ʥy2"		"鄉音字類"			
"瞿"	"瞿"	"ʥy2"		"鄉音字類"			
"衢"	"衢"	"ʥy2"		"鄉音字類"			
"癯"	"癯"	"ʥy2"		"鄉音字類"			
"鸜"	"鸜"	"ʥy2"		"鄉音字類"			
"戵"	"戵"	"ʥy2"		"鄉音字類"			
"臞"	"臞"	"ʥy2"		"鄉音字類"			
"渠"	"渠"	"ʥy2"		"鄉音字類"			
"磲"	"磲"	"ʥy2"		"鄉音字類"			
"蕖"	"蕖"	"ʥy2"		"鄉音字類"			
"蘧"	"蘧"	"ʥy2"		"鄉音字類"			
"醵"	"醵"	"ʥy2"		"鄉音字類"			
"籧"	"籧"	"ʥy2"		"鄉音字類"			
"璩"	"璩"	"ʥy2"		"鄉音字類"			
"痀"	"痀"	"ʥy2"		"鄉音字類"			
"虡"	"虡"	"ʥy2"		"鄉音字類"			
"簴"	"簴"	"ʥy2"		"鄉音字類"			
"巨"	"巨"	"ʥy4"		"鄉音字類"			
"距"	"距"	"ʥy4"		"鄉音字類"			
"詎"	"詎"	"ʥy4"		"鄉音字類"			
"鉅"	"鉅"	"ʥy4"		"鄉音字類"			
"拒"	"拒"	"ʥy4"		"鄉音字類"			
"粔"	"粔"	"ʥy4"		"鄉音字類"			
"秬"	"秬"	"ʥy4"		"鄉音字類"			
"苣"	"苣"	"ʥy4"		"鄉音字類"			
"虡"	"虡"	"ʥy4"		"鄉音字類"			
"簴"	"簴"	"ʥy4"		"鄉音字類"			
"岠"	"岠"	"ʥy4"		"鄉音字類"			
"具"	"具"	"ʥy4"		"鄉音字類"			
"懼"	"懼"	"ʥy4"		"鄉音字類"			
"椇"	"椇"	"ʥy4"		"鄉音字類"			
"虞"	"虞"	"ȵy2"		"鄉音字類"			
"娛"	"娛"	"ȵy2"		"鄉音字類"			
"禺"	"禺"	"ȵy2"		"鄉音字類"			
"隅"	"隅"	"ȵy2"		"鄉音字類"			
"嵎"	"嵎"	"ȵy2"		"鄉音字類"			
"愚"	"愚"	"ȵy2"		"鄉音字類"			
"喁"	"喁"	"ȵy2"		"鄉音字類"			
"麌"	"麌"	"ȵy4"		"鄉音字類"			
"俁"	"俁"	"ȵy4"		"鄉音字類"			
"噳"	"噳"	"ȵy4"		"鄉音字類"			
"圉"	"圉"	"ȵy4"		"鄉音字類"			
"圄"	"圄"	"ȵy4"		"鄉音字類"			
"敔"	"敔"	"ȵy4"		"鄉音字類"			
"齬"	"齬"	"ȵy4"		"鄉音字類"			
"語"	"語"	"ȵy4"		"鄉音字類"			
"女"	"女"	"ȵy4"		"鄉音字類"			
"遇"	"遇"	"ȵy6"		"鄉音字類"			
"寓"	"寓"	"ȵy6"		"鄉音字類"			
"馭"	"馭"	"ȵy6"		"鄉音字類"			
"御"	"御"	"ȵy6"		"鄉音字類"			
"禦"	"禦"	"ȵy6"		"鄉音字類"			
"籞"	"籞"	"ȵy6"		"鄉音字類"			
"虚"	"虚"	"ɕy1"		"鄉音字類"			
"嘘"	"嘘"	"ɕy1"		"鄉音字類"			
"歔"	"歔"	"ɕy1"		"鄉音字類"			
"墟"	"墟"	"ɕy1"		"鄉音字類"			
"吁"	"吁"	"ɕy1"		"鄉音字類"			
"盱"	"盱"	"ɕy1"		"鄉音字類"			
"冔"	"冔"	"ɕy1"		"鄉音字類"			
"訏"	"訏"	"ɕy1"		"鄉音字類"			
"呴"	"呴"	"ɕy1"		"鄉音字類"			
"姁"	"姁"	"ɕy1"		"鄉音字類"			
"喣"	"喣"	"ɕy3"		"鄉音字類"			
"煦"	"煦"	"ɕy3"		"鄉音字類"			
"栩"	"栩"	"ɕy3"		"鄉音字類"			
"詡"	"詡"	"ɕy3"		"鄉音字類"			
"許"	"許"	"ɕy3"		"鄉音字類"			
"俞"	"俞"	"ɦy2"	"姓"	"鄉音字類"			
"瑜"	"瑜"	"ɦy2"		"鄉音字類"			
"榆"	"榆"	"ɦy2"	"~樹"	"鄉音字類"			
"揄"	"揄"	"ɦy2"		"鄉音字類"			
"渝"	"渝"	"ɦy2"		"鄉音字類"			
"逾"	"逾"	"ɦy2"		"鄉音字類"			
"愉"	"愉"	"ɦy2"		"鄉音字類"			
"踰"	"踰"	"ɦy2"		"鄉音字類"			
"毹"	"毹"	"ɦy2"		"鄉音字類"			
"覦"	"覦"	"ɦy2"		"鄉音字類"			
"歈"	"歈"	"ɦy2"		"鄉音字類"			
"窬"	"窬"	"ɦy2"		"鄉音字類"			
"臾"	"臾"	"ɦy2"		"鄉音字類"			
"腴"	"腴"	"ɦy2"		"鄉音字類"			
"楰"	"楰"	"ɦy2"		"鄉音字類"			
"萸"	"萸"	"ɦy2"		"鄉音字類"			
"諛"	"諛"	"ɦy2"		"鄉音字類"			
"羭"	"羭"	"ɦy2"		"鄉音字類"			
"余"	"余"	"ɦy2"	"姓"	"鄉音字類"			
"畬"	"畬"	"ɦy2"		"鄉音字類"			
"舆"	"舆"	"ɦy2"		"鄉音字類"			
"歟"	"歟"	"ɦy2"		"鄉音字類"			
"予"	"予"	"ɦy2"		"鄉音字類"			
"旟"	"旟"	"ɦy2"		"鄉音字類"			
"璵"	"璵"	"ɦy2"		"鄉音字類"			
"舁"	"舁"	"ɦy2"		"鄉音字類"			
"譽"	"譽"	"ɦy2"		"鄉音字類"			
"譽"	"譽"	"ɦy6"		"鄉音字類"			
"𤰩"	"𤰩"	"ɦy2"		"鄉音字類"			
"魚"	"魚"	"ɦy2"		"鄉音字類"			
"漁"	"漁"	"ɦy2"		"鄉音字類"			
"於"	"於"	"ɦy2"		"鄉音字類"			
"箊"	"箊"	"ɦy2"		"鄉音字類"			
"愈"	"愈"	"ɦy4"		"鄉音字類"			
"籲"	"籲"	"ɦy6"		"鄉音字類"			
"喻"	"喻"	"ɦy6"	"譬~"	"鄉音字類"			
"諭"	"諭"	"ɦy6"	"曉~"	"鄉音字類"			
"裕"	"裕"	"ɦy6"		"鄉音字類"			
"預"	"預"	"ɦy6"	"~先"	"鄉音字類"			
"澦"	"澦"	"ɦy6"		"鄉音字類"			
"豫"	"豫"	"ɦy6"		"鄉音字類"			
"于"	"于"	"y1"	"姓"	"鄉音字類"			
"雩"	"雩"	"y1"		"鄉音字類"			
"迂"	"迂"	"y1"		"鄉音字類"			
"竽"	"竽"	"y1"		"鄉音字類"			
"盂"	"盂"	"y1"	"缽~"	"鄉音字類"			
"杅"	"杅"	"y1"		"鄉音字類"			
"玗"	"玗"	"y1"		"鄉音字類"			
"紆"	"紆"	"y1"		"鄉音字類"			
"羽"	"羽"	"y3"		"鄉音字類"			
"瑀"	"瑀"	"y3"		"鄉音字類"			
"禹"	"禹"	"y3"		"鄉音字類"			
"宇"	"宇"	"y3"		"鄉音字類"			
"雨"	"雨"	"y3"		"鄉音字類"			
"庾"	"庾"	"y3"		"鄉音字類"			
"斞"	"斞"	"y3"		"鄉音字類"			
"窳"	"窳"	"y3"		"鄉音字類"			
"瘐"	"瘐"	"y3"		"鄉音字類"			
"與"	"與"	"y3"		"鄉音字類"			
"飫"	"飫"	"y5"		"鄉音字類"			
"棜"	"棜"	"y5"		"鄉音字類"			
"芋"	"芋"	"y5"		"鄉音字類"			
"嫗"	"嫗"	"y5"		"鄉音字類"			
"卑"	"卑"	"pᴇ1"		"鄉音字類"			
"庳"	"庳"	"pᴇ1"		"鄉音字類"			
"碑"	"碑"	"pᴇ1"		"鄉音字類"			
"杯"	"杯"	"pᴇ1"		"鄉音字類"			
"盃"	"盃"	"pᴇ1"		"鄉音字類"			
"悲"	"悲"	"pᴇ1"		"鄉音字類"			
"揹"	"背"	"pᴇ1"	"~牢俚"	"蘇州同音常用字彙"			
"彼"	"彼"	"pᴇ3"		"鄉音字類"			
"俾"	"俾"	"pᴇ3"		"鄉音字類"			
"擺"	"擺"	"pᴇ3"		"鄉音字類"			
"捭"	"捭"	"pᴇ3"		"鄉音字類"			
"貝"	"貝"	"pᴇ5"	"姓"	"鄉音字類"			
"狽"	"狽"	"pᴇ5"		"鄉音字類"			
"唄"	"唄"	"pᴇ5"		"鄉音字類"			
"拜"	"拜"	"pᴇ5"		"鄉音字類"			
"輩"	"輩"	"pᴇ5"		"鄉音字類"			
"背"	"背"	"pᴇ5"	"~心"	"鄉音字類"			
"褙"	"褙"	"pᴇ5"	"裱~店"	"蘇州同音常用字彙"			
"丕"	"丕"	"pʰᴇ1"		"鄉音字類"			
"伾"	"伾"	"pʰᴇ1"		"鄉音字類"			
"邳"	"邳"	"pʰᴇ1"		"鄉音字類"			
"駓"	"駓"	"pʰᴇ1"		"鄉音字類"			
"秠"	"秠"	"pʰᴇ1"		"鄉音字類"			
"岯"	"岯"	"pʰᴇ1"		"鄉音字類"			
"胚"	"胚"	"pʰᴇ1"		"鄉音字類"			
"坯"	"坯"	"pʰᴇ1"		"鄉音字類"			
"𥹂"	"𥹂"	"pʰᴇ1"		"鄉音字類"			
"斾"	"斾"	"pʰᴇ5"		"鄉音字類"			
"沛"	"沛"	"pʰᴇ5"		"鄉音字類"			
"霈"	"霈"	"pʰᴇ5"		"鄉音字類"			
"派"	"派"	"pʰᴇ5"		"鄉音字類"			
"配"	"配"	"pʰᴇ5"		"鄉音字類"			
"湃"	"湃"	"pʰᴇ5"		"鄉音字類"			
"賠"	"賠"	"bᴇ2"		"鄉音字類"			
"培"	"培"	"bᴇ2"		"鄉音字類"			
"陪"	"陪"	"bᴇ2"		"鄉音字類"			
"徘"	"徘"	"bᴇ2"		"鄉音字類"			
"裴"	"裴"	"bᴇ2"		"鄉音字類"			
"排"	"排"	"bᴇ2"		"鄉音字類"			
"俳"	"俳"	"bᴇ2"		"鄉音字類"			
"牌"	"牌"	"bᴇ2"		"鄉音字類"			
"坏"	"坏"	"bᴇ2"		"鄉音字類"			
"醅"	"醅"	"bᴇ2"		"鄉音字類"			
"佩"	"佩"	"bᴇ6"		"鄉音字類"			
"悖"	"悖"	"bᴇ6"		"鄉音字類"			
"誖"	"誖"	"bᴇ6"		"鄉音字類"			
"焙"	"焙"	"bᴇ6"		"鄉音字類"			
"偝"	"偝"	"bᴇ6"		"鄉音字類"			
"被"	"被"	"bᴇ6"		"鄉音字類"			
"敗"	"敗"	"bᴇ6"		"鄉音字類"			
"僃"	"僃"	"bᴇ6"		"鄉音字類"			
"糒"	"糒"	"bᴇ6"		"鄉音字類"			
"憊"	"憊"	"bᴇ6"		"鄉音字類"			
"稗"	"稗"	"bᴇ6"		"鄉音字類"			
"琲"	"琲"	"bᴇ6"		"鄉音字類"			
"粺"	"粺"	"bᴇ6"		"鄉音字類"			
"倍"	"倍"	"bᴇ6"		"鄉音字類"			
"眉"	"眉"	"mᴇ2"		"鄉音字類"			
"楣"	"楣"	"mᴇ2"		"鄉音字類"			
"湄"	"湄"	"mᴇ2"		"鄉音字類"			
"嵋"	"嵋"	"mᴇ2"		"鄉音字類"			
"梅"	"梅"	"mᴇ2"		"鄉音字類"			
"莓"	"莓"	"mᴇ2"		"鄉音字類"			
"鋂"	"鋂"	"mᴇ2"		"鄉音字類"			
"脢"	"脢"	"mᴇ2"		"鄉音字類"			
"煤"	"煤"	"mᴇ2"		"鄉音字類"			
"媒"	"媒"	"mᴇ2"		"鄉音字類"			
"禖"	"禖"	"mᴇ2"		"鄉音字類"			
"楳"	"楳"	"mᴇ2"		"鄉音字類"			
"枚"	"枚"	"mᴇ2"		"鄉音字類"			
"玫"	"玫"	"mᴇ2"		"鄉音字類"			
"埋"	"埋"	"mᴇ2"		"鄉音字類"			
"霾"	"霾"	"mᴇ2"		"鄉音字類"			
"霉"	"霉"	"mᴇ2"		"鄉音字類"			
"每"	"每"	"mᴇ3"		"鄉音字類"			
"浼"	"浼"	"mᴇ3"		"鄉音字類"			
"美"	"美"	"mᴇ3"		"鄉音字類"			
"媺"	"媺"	"mᴇ3"		"鄉音字類"			
"渼"	"渼"	"mᴇ3"		"鄉音字類"			
"買"	"買"	"mᴇ3"		"鄉音字類"			
"昧"	"昧"	"mᴇ3"		"鄉音字類"			
"眛"	"眛"	"mᴇ6"		"鄉音字類"			
"妹"	"妹"	"mᴇ6"		"鄉音字類"			
"韎"	"韎"	"mᴇ6"		"鄉音字類"			
"寐"	"寐"	"mᴇ6"		"鄉音字類"			
"袂"	"袂"	"mᴇ6"		"鄉音字類"			
"勱"	"勱"	"mᴇ6"		"鄉音字類"			
"痗"	"痗"	"mᴇ6"		"鄉音字類"			
"媚"	"媚"	"mᴇ6"		"鄉音字類"			
"賣"	"賣"	"mᴇ6"		"鄉音字類"			
"沫"	"沫"	"mᴇ6"		"鄉音字類"			
"堆"	"堆"	"tᴇ1"		"鄉音字類"			
"頧"	"頧"	"tᴇ1"		"鄉音字類"			
"獃"	"獃"	"tᴇ1"		"鄉音字類"			
"戴"	"戴"	"tᴇ5"		"鄉音字類"			
"帶"	"帶"	"tᴇ5"		"鄉音字類"			
"碓"	"碓"	"tᴇ5"		"鄉音字類"			
"對"	"對"	"tᴇ5"		"鄉音字類"			
"台"	"台"	"tʰᴇ1"		"鄉音字類"			
"邰"	"邰"	"tʰᴇ1"		"鄉音字類"			
"胎"	"胎"	"tʰᴇ1"		"鄉音字類"			
"鮐"	"鮐"	"tʰᴇ1"		"鄉音字類"			
"推"	"推"	"tʰᴇ1"		"鄉音字類"			
"蓷"	"蓷"	"tʰᴇ1"		"鄉音字類"			
"駘"	"駘"	"tʰᴇ1"		"鄉音字類"			
"咍"	"咍"	"tʰᴇ1"		"鄉音字類"			
"灘"	"灘"	"tʰᴇ1"		"鄉音字類"			
"腿"	"腿"	"tʰᴇ3"		"鄉音字類"			
"骽"	"骽"	"tʰᴇ3"		"鄉音字類"			
"太"	"太"	"tʰᴇ5"		"鄉音字類"			
"汰"	"汰"	"tʰᴇ5"		"鄉音字類"			
"泰"	"泰"	"tʰᴇ5"		"鄉音字類"			
"退"	"退"	"tʰᴇ5"		"鄉音字類"			
"態"	"態"	"tʰᴇ5"		"鄉音字類"			
"臺"	"臺"	"dᴇ2"		"鄉音字類"			
"薹"	"薹"	"dᴇ2"		"鄉音字類"			
"儓"	"儓"	"dᴇ2"		"鄉音字類"			
"擡"	"擡"	"dᴇ2"		"鄉音字類"			
"苔"	"苔"	"dᴇ2"		"鄉音字類"			
"隤"	"隤"	"dᴇ2"		"鄉音字類"			
"頽"	"頽"	"dᴇ2"		"鄉音字類"			
"魋"	"魋"	"dᴇ2"		"鄉音字類"			
"㿗"	"㿗"	"dᴇ2"		"鄉音字類"			
"穨"	"穨"	"dᴇ2"		"鄉音字類"			
"尵"	"尵"	"dᴇ2"		"鄉音字類"			
"代"	"代"	"dᴇ4"		"鄉音字類"			
"黛"	"黛"	"dᴇ4"		"鄉音字類"			
"袋"	"袋"	"dᴇ4"		"鄉音字類"			
"岱"	"岱"	"dᴇ4"		"鄉音字類"			
"埭"	"埭"	"dᴇ4"		"鄉音字類"			
"瑇"	"瑇"	"dᴇ4"		"鄉音字類"			
"兑"	"兑"	"dᴇ4"		"鄉音字類"			
"逮"	"逮"	"dᴇ4"		"鄉音字類"			
"懟"	"懟"	"dᴇ4"		"鄉音字類"			
"憝"	"憝"	"dᴇ4"		"鄉音字類"			
"隊"	"隊"	"dᴇ4"		"鄉音字類"			
"怠"	"怠"	"dᴇ4"		"鄉音字類"			
"殆"	"殆"	"dᴇ4"		"鄉音字類"			
"迨"	"迨"	"dᴇ4"		"鄉音字類"			
"待"	"待"	"dᴇ4"		"鄉音字類"			
"貸"	"貸"	"dᴇ4"		"鄉音字類"			
"餒"	"餒"	"nᴇ2"		"鄉音字類"			
"餧"	"餧"	"nᴇ2"		"鄉音字類"			
"乃"	"乃"	"nᴇ2"		"鄉音字類"			
"廼"	"廼"	"nᴇ2"		"鄉音字類"			
"奈"	"奈"	"nᴇ6"		"鄉音字類"			
"柰"	"柰"	"nᴇ6"		"鄉音字類"			
"内"	"内"	"nᴇ6"		"鄉音字類"			
"耐"	"耐"	"nᴇ6"		"鄉音字類"			
"鼐"	"鼐"	"nᴇ6"		"鄉音字類"			
"罍"	"罍"	"lᴇ2"		"鄉音字類"			
"雷"	"雷"	"lᴇ2"		"鄉音字類"			
"縲"	"縲"	"lᴇ2"		"鄉音字類"			
"欙"	"欙"	"lᴇ2"		"鄉音字類"			
"纍"	"纍"	"lᴇ2"		"鄉音字類"			
"嫘"	"嫘"	"lᴇ2"		"鄉音字類"			
"騋"	"騋"	"lᴇ2"		"鄉音字類"			
"來"	"來"	"lᴇ2"		"鄉音字類"			
"萊"	"萊"	"lᴇ2"		"鄉音字類"			
"崍"	"崍"	"lᴇ2"		"鄉音字類"			
"羸"	"羸"	"lᴇ2"		"鄉音字類"			
"樏"	"樏"	"lᴇ2"		"鄉音字類"			
"耒"	"耒"	"lᴇ4"		"鄉音字類"			
"誄"	"誄"	"lᴇ4"		"鄉音字類"			
"壘"	"壘"	"lᴇ4"		"鄉音字類"			
"藟"	"藟"	"lᴇ4"		"鄉音字類"			
"櫐"	"櫐"	"lᴇ4"		"鄉音字類"			
"磊"	"磊"	"lᴇ4"		"鄉音字類"			
"礧"	"礧"	"lᴇ4"		"鄉音字類"			
"儡"	"儡"	"lᴇ4"		"鄉音字類"			
"累"	"累"	"lᴇ4"		"鄉音字類"			
"瘰"	"瘰"	"lᴇ4"		"鄉音字類"			
"酹"	"酹"	"lᴇ6"		"鄉音字類"			
"淚"	"淚"	"lᴇ6"		"鄉音字類"			
"睐"	"睐"	"lᴇ6"		"鄉音字類"			
"徕"	"徕"	"lᴇ6"		"鄉音字類"			
"賚"	"賚"	"lᴇ6"		"鄉音字類"			
"賴"	"賴"	"lᴇ6"		"鄉音字類"			
"籟"	"籟"	"lᴇ6"		"鄉音字類"			
"癩"	"癩"	"lᴇ6"		"鄉音字類"			
"瀨"	"瀨"	"lᴇ6"		"鄉音字類"			
"纇"	"纇"	"lᴇ6"		"鄉音字類"			
"類"	"類"	"lᴇ6"		"鄉音字類"			
"追"	"追"	"ʦᴇ1"		"鄉音字類"			
"齋"	"齋"	"ʦᴇ1"		"鄉音字類"			
"椎"	"椎"	"ʦᴇ1"		"鄉音字類"			
"錐"	"錐"	"ʦᴇ1"		"鄉音字類"			
"鵻"	"鵻"	"ʦᴇ1"		"鄉音字類"			
"隹"	"隹"	"ʦᴇ1"		"鄉音字類"			
"騅"	"騅"	"ʦᴇ1"		"鄉音字類"			
"灾"	"灾"	"ʦᴇ1"		"鄉音字類"			
"哉"	"哉"	"ʦᴇ1"		"鄉音字類"			
"栽"	"栽"	"ʦᴇ1"		"鄉音字類"			
"烖"	"烖"	"ʦᴇ1"		"鄉音字類"			
"災"	"災"	"ʦᴇ1"		"鄉音字類"			
"檇"	"檇"	"ʦᴇ1"		"鄉音字類"			
"再"	"再"	"ʦᴇ5"		"鄉音字類"			
"載"	"載"	"ʦᴇ5"		"鄉音字類"			
"最"	"最"	"ʦᴇ5"		"鄉音字類"			
"債"	"債"	"ʦᴇ5"		"鄉音字類"			
"綴"	"綴"	"ʦᴇ5"		"鄉音字類"			
"醉"	"醉"	"ʦᴇ5"		"鄉音字類"			
"瘵"	"瘵"	"ʦᴇ5"		"鄉音字類"			
"贅"	"贅"	"ʦᴇ5"		"鄉音字類"			
"惴"	"惴"	"ʦᴇ5"		"鄉音字類"			
"惙"	"惙"	"ʦᴇ5"		"鄉音字類"			
"吹"	"吹"	"ʦʰᴇ1"		"鄉音字類"			
"炊"	"炊"	"ʦʰᴇ1"		"鄉音字類"			
