字目	读音	注释	声母	韵母	声调	重复数	潮语拼音	罗马字拼音	(声母)	(声母序)	(韵母序)	(调序)	同音字个数	ID(暂定)	音节序(暂定)	文白区别工程
挪	=D831&E831&F831	文	n	o	44	=COUNTIF(A:A,A831)	=IF(D831=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D831=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D831=0,"〇",D831)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I831)	3664	=IF(B831=B830,P830,P830+1)	=IF(LEN(C831)-LEN(SUBSTITUTE(C831,"白",""))=1,"白",(IF(LEN(C831)-LEN(SUBSTITUTE(C831,"文",""))=1,"文",(IF(LEN(C831)-LEN(SUBSTITUTE(C831,"训",""))=1,"训","无")))))
娜	=D832&E832&F832		n	o	44	=COUNTIF(A:A,A832)	=IF(D832=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D832=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D832=0,"〇",D832)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I832)	3665	=IF(B832=B831,P831,P831+1)	=IF(LEN(C832)-LEN(SUBSTITUTE(C832,"白",""))=1,"白",(IF(LEN(C832)-LEN(SUBSTITUTE(C832,"文",""))=1,"文",(IF(LEN(C832)-LEN(SUBSTITUTE(C832,"训",""))=1,"训","无")))))
儺	=D833&E833&F833		n	o	44	=COUNTIF(A:A,A833)	=IF(D833=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D833=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D833=0,"〇",D833)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I833)	6411	=IF(B833=B832,P832,P832+1)	=IF(LEN(C833)-LEN(SUBSTITUTE(C833,"白",""))=1,"白",(IF(LEN(C833)-LEN(SUBSTITUTE(C833,"文",""))=1,"文",(IF(LEN(C833)-LEN(SUBSTITUTE(C833,"训",""))=1,"训","无")))))
兩	=D834&E834&F834		n	o	13	=COUNTIF(A:A,A834)	=IF(D834=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D834=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D834=0,"〇",D834)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I834)	3671	=IF(B834=B833,P833,P833+1)	=IF(LEN(C834)-LEN(SUBSTITUTE(C834,"白",""))=1,"白",(IF(LEN(C834)-LEN(SUBSTITUTE(C834,"文",""))=1,"文",(IF(LEN(C834)-LEN(SUBSTITUTE(C834,"训",""))=1,"训","无")))))
糯	=D835&E835&F835	文	n	o	21	=COUNTIF(A:A,A835)	=IF(D835=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D835=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D835=0,"〇",D835)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I835)	3666	=IF(B835=B834,P834,P834+1)	=IF(LEN(C835)-LEN(SUBSTITUTE(C835,"白",""))=1,"白",(IF(LEN(C835)-LEN(SUBSTITUTE(C835,"文",""))=1,"文",(IF(LEN(C835)-LEN(SUBSTITUTE(C835,"训",""))=1,"训","无")))))
懦	=D836&E836&F836	文	n	o	21	=COUNTIF(A:A,A836)	=IF(D836=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D836=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D836=0,"〇",D836)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I836)	3667	=IF(B836=B835,P835,P835+1)	=IF(LEN(C836)-LEN(SUBSTITUTE(C836,"白",""))=1,"白",(IF(LEN(C836)-LEN(SUBSTITUTE(C836,"文",""))=1,"文",(IF(LEN(C836)-LEN(SUBSTITUTE(C836,"训",""))=1,"训","无")))))
努	=D837&E837&F837		n	o	21	=COUNTIF(A:A,A837)	=IF(D837=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D837=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D837=0,"〇",D837)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I837)	3668	=IF(B837=B836,P836,P836+1)	=IF(LEN(C837)-LEN(SUBSTITUTE(C837,"白",""))=1,"白",(IF(LEN(C837)-LEN(SUBSTITUTE(C837,"文",""))=1,"文",(IF(LEN(C837)-LEN(SUBSTITUTE(C837,"训",""))=1,"训","无")))))
怒	=D838&E838&F838		n	o	21	=COUNTIF(A:A,A838)	=IF(D838=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D838=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D838=0,"〇",D838)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I838)	3669	=IF(B838=B837,P837,P837+1)	=IF(LEN(C838)-LEN(SUBSTITUTE(C838,"白",""))=1,"白",(IF(LEN(C838)-LEN(SUBSTITUTE(C838,"文",""))=1,"文",(IF(LEN(C838)-LEN(SUBSTITUTE(C838,"训",""))=1,"训","无")))))
糟	=D839&E839&F839	白，鏖o1～：脏	ts	o	22	=COUNTIF(A:A,A839)	=IF(D839=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D839=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D839=0,"〇",D839)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I839)	3593	=IF(B839=B838,P838,P838+1)	=IF(LEN(C839)-LEN(SUBSTITUTE(C839,"白",""))=1,"白",(IF(LEN(C839)-LEN(SUBSTITUTE(C839,"文",""))=1,"文",(IF(LEN(C839)-LEN(SUBSTITUTE(C839,"训",""))=1,"训","无")))))
槽	=D840&E840&F840		ts	o	44	=COUNTIF(A:A,A840)	=IF(D840=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D840=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D840=0,"〇",D840)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I840)	3588	=IF(B840=B839,P839,P839+1)	=IF(LEN(C840)-LEN(SUBSTITUTE(C840,"白",""))=1,"白",(IF(LEN(C840)-LEN(SUBSTITUTE(C840,"文",""))=1,"文",(IF(LEN(C840)-LEN(SUBSTITUTE(C840,"训",""))=1,"训","无")))))
左	=D841&E841&F841		ts	o	53	=COUNTIF(A:A,A841)	=IF(D841=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D841=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D841=0,"〇",D841)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I841)	3589	=IF(B841=B840,P840,P840+1)	=IF(LEN(C841)-LEN(SUBSTITUTE(C841,"白",""))=1,"白",(IF(LEN(C841)-LEN(SUBSTITUTE(C841,"文",""))=1,"文",(IF(LEN(C841)-LEN(SUBSTITUTE(C841,"训",""))=1,"训","无")))))
佐	=D842&E842&F842		ts	o	53	=COUNTIF(A:A,A842)	=IF(D842=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D842=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D842=0,"〇",D842)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I842)	3590	=IF(B842=B841,P841,P841+1)	=IF(LEN(C842)-LEN(SUBSTITUTE(C842,"白",""))=1,"白",(IF(LEN(C842)-LEN(SUBSTITUTE(C842,"文",""))=1,"文",(IF(LEN(C842)-LEN(SUBSTITUTE(C842,"训",""))=1,"训","无")))))
阻	=D843&E843&F843		ts	o	53	=COUNTIF(A:A,A843)	=IF(D843=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D843=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D843=0,"〇",D843)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I843)	3591	=IF(B843=B842,P842,P842+1)	=IF(LEN(C843)-LEN(SUBSTITUTE(C843,"白",""))=1,"白",(IF(LEN(C843)-LEN(SUBSTITUTE(C843,"文",""))=1,"文",(IF(LEN(C843)-LEN(SUBSTITUTE(C843,"训",""))=1,"训","无")))))
棗	=D844&E844&F844		ts	o	53	=COUNTIF(A:A,A844)	=IF(D844=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D844=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D844=0,"〇",D844)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I844)	3598	=IF(B844=B843,P843,P843+1)	=IF(LEN(C844)-LEN(SUBSTITUTE(C844,"白",""))=1,"白",(IF(LEN(C844)-LEN(SUBSTITUTE(C844,"文",""))=1,"文",(IF(LEN(C844)-LEN(SUBSTITUTE(C844,"训",""))=1,"训","无")))))
俎	=D845&E845&F845		ts	o	53	=COUNTIF(A:A,A845)	=IF(D845=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D845=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D845=0,"〇",D845)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I845)	5792	=IF(B845=B844,P844,P844+1)	=IF(LEN(C845)-LEN(SUBSTITUTE(C845,"白",""))=1,"白",(IF(LEN(C845)-LEN(SUBSTITUTE(C845,"文",""))=1,"文",(IF(LEN(C845)-LEN(SUBSTITUTE(C845,"训",""))=1,"训","无")))))
狀	=D846&E846&F846	白，～元	ts	o	13	=COUNTIF(A:A,A846)	=IF(D846=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D846=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D846=0,"〇",D846)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I846)	3595	=IF(B846=B845,P845,P845+1)	=IF(LEN(C846)-LEN(SUBSTITUTE(C846,"白",""))=1,"白",(IF(LEN(C846)-LEN(SUBSTITUTE(C846,"文",""))=1,"文",(IF(LEN(C846)-LEN(SUBSTITUTE(C846,"训",""))=1,"训","无")))))
坐	=D847&E847&F847		ts	o	13	=COUNTIF(A:A,A847)	=IF(D847=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D847=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D847=0,"〇",D847)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I847)	3595	=IF(B847=B846,P846,P846+1)	=IF(LEN(C847)-LEN(SUBSTITUTE(C847,"白",""))=1,"白",(IF(LEN(C847)-LEN(SUBSTITUTE(C847,"文",""))=1,"文",(IF(LEN(C847)-LEN(SUBSTITUTE(C847,"训",""))=1,"训","无")))))
助	=D848&E848&F848		ts	o	13	=COUNTIF(A:A,A848)	=IF(D848=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D848=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D848=0,"〇",D848)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I848)	3596	=IF(B848=B847,P847,P847+1)	=IF(LEN(C848)-LEN(SUBSTITUTE(C848,"白",""))=1,"白",(IF(LEN(C848)-LEN(SUBSTITUTE(C848,"文",""))=1,"文",(IF(LEN(C848)-LEN(SUBSTITUTE(C848,"训",""))=1,"训","无")))))
做	=D849&E849&F849		ts	o	21	=COUNTIF(A:A,A849)	=IF(D849=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D849=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D849=0,"〇",D849)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I849)	3593	=IF(B849=B848,P848,P848+1)	=IF(LEN(C849)-LEN(SUBSTITUTE(C849,"白",""))=1,"白",(IF(LEN(C849)-LEN(SUBSTITUTE(C849,"文",""))=1,"文",(IF(LEN(C849)-LEN(SUBSTITUTE(C849,"训",""))=1,"训","无")))))
怎	=D850&E850&F850	训	ts	o	21	=COUNTIF(A:A,A850)	=IF(D850=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D850=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D850=0,"〇",D850)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I850)	3594	=IF(B850=B849,P849,P849+1)	=IF(LEN(C850)-LEN(SUBSTITUTE(C850,"白",""))=1,"白",(IF(LEN(C850)-LEN(SUBSTITUTE(C850,"文",""))=1,"文",(IF(LEN(C850)-LEN(SUBSTITUTE(C850,"训",""))=1,"训","无")))))
座	=D851&E851&F851		ts	o	311	=COUNTIF(A:A,A851)	=IF(D851=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D851=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D851=0,"〇",D851)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I851)	3597	=IF(B851=B850,P850,P850+1)	=IF(LEN(C851)-LEN(SUBSTITUTE(C851,"白",""))=1,"白",(IF(LEN(C851)-LEN(SUBSTITUTE(C851,"文",""))=1,"文",(IF(LEN(C851)-LEN(SUBSTITUTE(C851,"训",""))=1,"训","无")))))
初	=D852&E852&F852		tsʰ	o	22	=COUNTIF(A:A,A852)	=IF(D852=0,VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!A:B,2,FALSE)&VLOOKUP(E:E,拼音!F:G,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D852=0,VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE),VLOOKUP(D:D,拼音!C:D,2,FALSE)&VLOOKUP(E:E,拼音!H:I,2,FALSE)&VLOOKUP(草稿!F:F,拼音!K:L,2,FALSE))	=IF(D852=0,"〇",D852)	=VLOOKUP(J:J,拼音!C:E,3,FALSE)	=VLOOKUP(E:E,拼音!H:J,3,FALSE)	=VLOOKUP(F:F,拼音!K:O,5,FALSE)	=COUNTIF(I:I,I852)	3582	=IF(B852=B851,P851,P851+1)	=IF(LEN(C852)-LEN(SUBSTITUTE(C852,"白",""))=1,"白",(IF(LEN(C852)-LEN(SUBSTITUTE(C852,"文",""))=1,"文",(IF(LEN(C852)-LEN(SUBSTITUTE(C852,"训",""))=1,"训","无")))))
