"繁体字"	"简体字"	"新晃凳寨"	"国际音标"	"说明"	
"瞑"	"瞑"	"min2"	"min11"		
"茗"	"茗"	"min2"	"min11"		
"螟"	"螟"	"min2"	"min11"		
"酩"	"酩"	"min2"	"min11"		
"銘"	"铭"	"min2"	"min11"		
"鳴"	"鸣"	"min2"	"min11"		
"憫"	"悯"	"min3"	"min21"		
"敏"	"敏"	"min3"	"min21"		
"皿"	"皿"	"min3"	"min21"		
"閩"	"闽"	"min3"	"min21"		
"命"	"命"	"min5"	"min45"		
"繆"	"缪"	"miu5"	"miəu45"		
"謬"	"谬"	"miu5"	"miəu45"		
"摸"	"摸"	"mo1"	"mo13"		
"麼"	"么"	"mo1"	"mo13"		
"摩"	"摩"	"mo2"	"mo11"		
"嫫"	"嫫"	"mo2"	"mo11"		
"摹"	"摹"	"mo2"	"mo11"		
"模"	"模"	"mo2"	"mo11"		
"糢"	"模"	"mo2"	"mo11"		
"膜"	"膜"	"mo2"	"mo11"		
"謨"	"谟"	"mo2"	"mo11"		
"末"	"末"	"mo2"	"mo11"		
"沫"	"沫"	"mo2"	"mo11"		
"磨"	"磨"	"mo2"	"mo11"		
"秣"	"秣"	"mo2"	"mo2"		
"膜"	"膜"	"mo2"	"mo11"		
"茉"	"茉"	"mo2"	"mo11"		
"莫"	"莫"	"mo2"	"mo11"		
"蘑"	"蘑"	"mo2"	"mo11"		
"饃"	"馍"	"mo2"	"mo11"		
"魔"	"魔"	"mo2"	"mo11"		
"么"	"么"	"mo3"	"mo21"		
"嬤"	"嬷"	"mo3"	"mo21"		
"寞"	"寞"	"mo5"	"mo45"		
"漠"	"漠"	"mo5"	"mo45"		
"瘼"	"瘼"	"mo5"	"mo45"		
"磨"	"磨"	"mo5"	"mo45"		
"鏌"	"镆"	"mo5"	"mo45"		
"驀"	"蓦"	"mo5"	"mo45"		
"矇"	"蒙"	"mong1"	"moŋ13"		
"蒙"	"蒙"	"mong1"	"moŋ13"		
"朦"	"朦"	"mong2"	"moŋ11"		
"檬"	"檬"	"mong2"	"moŋ11"		
"濛"	"蒙"	"mong2"	"moŋ11"		
"盟"	"盟"	"mong2"	"moŋ11"		
"萌"	"萌"	"mong2"	"moŋ11"		
"猛"	"猛"	"mong3"	"moŋ21"		
"艋"	"艋"	"mong3"	"moŋ21"		
"蜢"	"蜢"	"mong3"	"moŋ21"		
"蠓"	"蠓"	"mong3"	"moŋ21"		
"錳"	"锰"	"mong3"	"moŋ21"		
"夢"	"梦"	"mong5"	"moŋ45"		
"孟"	"孟"	"mong5"	"mong45"		
"哞"	"哞"	"mou2"	"məu11"		
"牟"	"牟"	"mou2"	"məu11"		
"眸"	"眸"	"mou2"	"məu11"		
"蛑"	"蛑"	"mou2"	"məu11"		
"謀"	"谋"	"mou2"	"məu11"		
"拇"	"拇"	"mou3"	"məu21"	"老"	
"某"	"某"	"mou3"	"məu21"		
"牡"	"牡"	"mou3"	"məu21"	"老"	
"畝"	"亩"	"mou3"	"məu21"	"老"	
"茂"	"茂"	"mou5"	"məu45"	"老"	
"貿"	"贸"	"mou5"	"məu45"	"老"	
"牧"	"牧"	"mou5"	"məu45"		
"穆"	"穆"	"mou5"	"məu45"	"庄严肃穆"	
"木"	"木"	"mu2"	"mu11"		
"牧"	"牧"	"mu2"	"mu2"		
"目"	"目"	"mu2"	"mu2"		
"睦"	"睦"	"mu2"	"mu2"		
"苜"	"苜"	"mu2"	"mu2"		
"姆"	"姆"	"mu3"	"mu21"		
"姥"	"姥"	"mu3"	"mu21"		
"母"	"母"	"mu3"	"mu21"		
"募"	"募"	"mu5"	"mu45"		
"墓"	"墓"	"mu5"	"mu45"		
"慕"	"慕"	"mu5"	"mu45"		
"暮"	"暮"	"mu5"	"mu45"		
"幕"	"幕"	"mu5"	"mu45"		
"沐"	"沐"	"mu5"	"mu45"		
"穆"	"穆"	"mu5"	"mu45"		
"瞞"	"瞒"	"muan2"	"muan11"	"老"	
"鞔"	"鞔"	"muan2"	"muan11"	"老"	
"饅"	"馒"	"muan2"	"muan11"	"老"	
"鰻"	"鳗"	"muan2"	"muan11"	"老"	
"滿"	"满"	"muan3"	"muan21"	"老"	
"幔"	"幔"	"muan5"	"muan45"	"老"	
"曼"	"曼"	"muan5"	"muan45"	"老"	
"漫"	"漫"	"muan5"	"muan45"	"老"	
"蔓"	"蔓"	"muan5"	"muan45"	"老"	
"謾"	"谩"	"muan5"	"muan45"	"老"	
"拏"	"拏"	"na2"	"na11"		
"拿"	"拿"	"na2"	"na11"		
"納"	"纳"	"na2"	"na11"		
"衲"	"衲"	"na2"	"na11"		
"訥"	"讷"	"na2"	"na11"		
"鈉"	"钠"	"na2"	"na11"		
"哪"	"哪"	"na3"	"na21"		
"呐"	"呐"	"na5"	"na45"		
"娜"	"娜"	"na5"	"na45"		
"捺"	"捺"	"na5"	"na45"		
"那"	"那"	"na5"	"na45"		
"奶"	"奶"	"nai1"	"nai13"		
"乃"	"乃"	"nai3"	"nai21"		
"氖"	"氖"	"nai3"	"nai21"		
"艿"	"艿"	"nai3"	"nai21"		
"迺"	"乃"	"nai3"	"nai21"		
"奈"	"奈"	"nai5"	"nai45"		
"柰"	"柰"	"nai5"	"nai45"		
"耐"	"耐"	"nai5"	"nai45"		
"鼐"	"鼐"	"nai5"	"nai45"		
"南"	"南"	"nan2"	"nan11"		
"喃"	"喃"	"nan2"	"nan11"		
"楠"	"楠"	"nan2"	"nan11"		
"男"	"男"	"nan2"	"nan11"		
"腩"	"腩"	"nan2"	"nan11"		
"蝻"	"蝻"	"nan2"	"nan11"		
"難"	"难"	"nan2"	"nan11"		
"赧"	"赧"	"nan3"	"nan21"		
"難"	"难"	"nan5"	"nan45"		
"囊"	"囊"	"nang2"	"nang11"		
"撓"	"挠"	"nao2"	"nau11"		
"猱"	"猱"	"nao2"	"nau11"		
"惱"	"恼"	"nao3"	"nau21"		
"瑙"	"瑙"	"nao3"	"nau21"		
"腦"	"脑"	"nao3"	"nau21"		
"淖"	"淖"	"nao5"	"nau45"		
"鬧"	"闹"	"nao5"	"nau45"		
"餒"	"馁"	"nei3"	"nəi21"		
"內"	"内"	"nei5"	"nəi45"		
"嫩"	"嫩"	"nei5"	"nəi45"		
"掄"	"抡"	"nen1"	"nən13"		
"侖"	"仑"	"nen2"	"nən11"		
"倫"	"伦"	"nen2"	"nən11"		
"圇"	"囵"	"nen2"	"nən11"		
"崙"	"仑"	"nen2"	"nən11"		
"淪"	"沦"	"nen2"	"nən11"		
"綸"	"纶"	"nen2"	"nən11"		
"論"	"论"	"nen2"	"nən11"		
"輪"	"轮"	"nen2"	"nən11"		
"能"	"能"	"nen2"	"nən11"		
"論"	"论"	"nen5"	"nən45"		
"愣"	"愣"	"nen5"	"nən45"		
"丫"	"丫"	"nga1"	"ŋa13"		
"啊"	"啊"	"nga1"	"ŋa13"		
"婀"	"婀"	"nga1"	"ŋa13"		
"鴉"	"鸦"	"nga1"	"ŋa13"		
"牙"	"牙"	"nga2"	"ŋa11"		
"鴨"	"鸭"	"nga2"	"ŋa11"	"老"	
"啞"	"哑"	"nga3"	"ŋa21"		
"雅"	"雅"	"nga3"	"ŋa21"		
"亞"	"亚"	"nga5"	"ŋa45"		
"哀"	"哀"	"ngai1"	"ŋai13"		
"唉"	"唉"	"ngai1"	"ŋai13"		
"埃"	"埃"	"ngai1"	"ŋai13"		
"挨"	"挨"	"ngai1"	"ŋai13"		
"鎄"	"锿"	"ngai1"	"ŋai13"		
"呆"	"呆"	"ngai2"	"ŋai11"		
"崖"	"崖"	"ngai2"	"ŋai11"		
"捱"	"捱"	"ngai2"	"ŋai11"		
"涯"	"涯"	"ngai2"	"ŋai11"		
"癌"	"癌"	"ngai2"	"ŋai11"		
"皚"	"皑"	"ngai2"	"ŋai11"		
"哎"	"哎"	"ngai3"	"ŋai21"		
"曖"	"暧"	"ngai3"	"ŋai21"		
"矮"	"矮"	"ngai3"	"ŋai21"		
"藹"	"蔼"	"ngai3"	"ŋai21"		
"噯"	"嗳"	"ngai5"	"ŋai45"		
"嬡"	"嫒"	"ngai5"	"ŋai45"		
"愛"	"爱"	"ngai5"	"ŋai45"		
"璦"	"瑷"	"ngai5"	"ŋai45"		
"砹"	"砹"	"ngai5"	"ŋai45"		
"礙"	"碍"	"ngai5"	"ŋai45"		
"艾"	"艾"	"ngai5"	"ŋai45"		
"隘"	"隘"	"ngai5"	"ŋai45"		
"靄"	"霭"	"ngai5"	"ŋai45"		
"垵"	"埯"	"ngan1"	"ŋan13"		
"安"	"安"	"ngan1"	"ŋan13"		
"庵"	"庵"	"ngan1"	"ŋan13"		
"氨"	"氨"	"ngan1"	"ŋan13"		
"菴"	"庵"	"ngan1"	"ŋan13"		
"諳"	"谙"	"ngan1"	"ŋan13"		
"銨"	"铵"	"ngan1"	"ŋan13"		
"鞍"	"鞍"	"ngan1"	"ŋan13"		
"鵪"	"鹌"	"ngan1"	"ŋan13"		
"俺"	"俺"	"ngan2"	"ŋan11"		
"嚴"	"严"	"ngan2"	"ŋan11"	"白"	
"眼"	"眼"	"ngan3"	"ŋan21"		
"岸"	"岸"	"ngan5"	"ŋan45"		
"按"	"按"	"ngan5"	"ŋan45"		
"暗"	"暗"	"ngan5"	"ŋan45"		
"案"	"案"	"ngan5"	"ŋan45"		
"桉"	"桉"	"ngan5"	"ŋan45"		
"雁"	"雁"	"ngan5"	"ŋan45"		
"黯"	"黯"	"ngan5"	"ŋan45"		
"肮"	"肮"	"ngang1"	"ŋaŋ13"		
"骯"	"肮"	"ngang1"	"ŋaŋ13"		
"昂"	"昂"	"ngang2"	"ŋaŋ11"		
"盎"	"盎"	"ngang5"	"ŋaŋ45"		
"凹"	"凹"	"ngao1"	"ŋau13"		
"嗷"	"嗷"	"ngao2"	"ŋau11"		
"廒"	"廒"	"ngao2"	"ŋau11"		
"敖"	"敖"	"ngao2"	"ŋau11"		
"熬"	"熬"	"ngao2"	"ŋau11"		
"獒"	"獒"	"ngao2"	"ŋau11"		
"翱"	"翱"	"ngao2"	"ŋau11"		
"聱"	"聱"	"ngao2"	"ŋau11"		
"螯"	"螯"	"ngao2"	"ŋau11"		
"襖"	"袄"	"ngao2"	"ŋau11"		
"遨"	"遨"	"ngao2"	"ŋau11"		
"鏖"	"鏖"	"ngao2"	"ŋau11"		
"驁"	"骜"	"ngao2"	"ŋau11"		
"鼇"	"鳌"	"ngao2"	"ŋau11"		
"咬"	"咬"	"ngao3"	"ŋau21"		
"媼"	"媪"	"ngao3"	"ŋau21"		
"傲"	"傲"	"ngao5"	"ŋau45"		
"噢"	"噢"	"ngao5"	"ŋau45"		
"坳"	"坳"	"ngao5"	"ŋau45"		
"奧"	"奥"	"ngao5"	"ŋau45"		
"嶴"	"岙"	"ngao5"	"ŋau45"		
"懊"	"懊"	"ngao5"	"ŋau45"		
"拗"	"拗"	"ngao5"	"ŋau45"		
"澳"	"澳"	"ngao5"	"ŋau45"		
"驁"	"骜"	"ngao5"	"ŋau45"		
"額"	"额"	"nge2"	"ŋe11"		
"餩"	"餩"	"nge5"	"ŋe45"		
"嗯"	"嗯"	"ngen1"	"ŋən13"		
"恩"	"恩"	"ngen1"	"ŋən13"		
"櫻"	"樱"	"ngen1"	"ŋən13"	"白读"	
"硬"	"硬"	"ngen55"	"ŋən45"	"软硬"	
"我"	"我"	"ngo21"	"ŋo21"		
"壅"	"壅"	"ngong1"	"ŋoŋ13"	"埋"	
"區"	"区"	"ngou1"	"ŋəu13"		
"歐"	"欧"	"ngou1"	"ŋəu13"		
"毆"	"殴"	"ngou1"	"ŋəu13"		
"漚"	"沤"	"ngou1"	"ŋəu13"		
"甌"	"瓯"	"ngou1"	"ŋəu13"		
"謳"	"讴"	"ngou1"	"ŋəu13"		
"鷗"	"鸥"	"ngou1"	"ŋəu13"		
"偶"	"偶"	"ngou3"	"ŋəu21"		
"嘔"	"呕"	"ngou3"	"ŋəu21"		
"慪"	"怄"	"ngou3"	"ŋəu21"		
"耦"	"耦"	"ngou3"	"ŋəu21"		
"藕"	"藕"	"ngou3"	"ŋəu21"		
"漚"	"沤"	"ngou5"	"ŋəu45"		
"伲"	"伲"	"ni2"	"ȵi11"		
"倪"	"倪"	"ni2"	"ȵi11"		
"儀"	"仪"	"ni2"	"ȵi11"	"老"	
"呢"	"呢"	"ni2"	"ȵi11"		
"妮"	"妮"	"ni2"	"ȵi11"		
"宜"	"宜"	"ni2"	"ȵi11"	"老"	
"尼"	"尼"	"ni2"	"ȵi11"		
"昵"	"昵"	"ni2"	"ȵi11"		
"沂"	"沂"	"ni2"	"ȵi11"		
"泥"	"泥"	"ni2"	"ȵi11"		
"猊"	"猊"	"ni2"	"ȵi11"		
"疑"	"疑"	"ni2"	"ȵi11"		
"誼"	"谊"	"ni2"	"ȵi11"	"老"	
"霓"	"霓"	"ni2"	"ȵi11"		
"鯢"	"鲵"	"ni2"	"ȵi11"		
"你"	"你"	"ni3"	"ȵi21"		
"擬"	"拟"	"ni3"	"ȵi21"		
"旎"	"旎"	"ni3"	"ȵi21"		
"匿"	"匿"	"ni5"	"ȵi45"		
"奕"	"奕"	"ni5"	"ȵi45"	"老"	
"屹"	"屹"	"ni5"	"ȵi45"	"老"	
"憶"	"忆"	"ni5"	"ȵi45"	"老"	
"溺"	"溺"	"ni5"	"ȵi45"		
"睨"	"睨"	"ni5"	"ȵi45"		
"繹"	"绎"	"ni5"	"ȵi45"	"老"	
"義"	"义"	"ni5"	"ȵi45"	"老"	
"膩"	"腻"	"ni5"	"ȵi45"		
"藝"	"艺"	"ni5"	"ȵi45"	"老"	
"詣"	"诣"	"ni5"	"ȵi45"	"老"	
"議"	"议"	"ni5"	"ȵi45"	"老"	
"逆"	"逆"	"ni5"	"ȵi45"		
"吝"	"吝"	"ni5"	"ȵi45"	"白"	
"粘"	"粘"	"nia1"	"ȵia13"	"白"	
"黏"	"黏"	"nia1"	"ȵia13"	"白"	
"拈"	"拈"	"nian1"	"ȵien13"		
"研"	"研"	"nian1"	"ȵien13"	"老"	
"嚴"	"严"	"nian2"	"ȵien11"	"文"	
"岩"	"岩"	"nian2"	"ȵien11"	"老"	
"年"	"年"	"nian2"	"ȵien11"		
"延"	"延"	"nian2"	"ȵien11"		
"炎"	"炎"	"nian2"	"ȵien11"	"老"	
"簷"	"檐"	"nian2"	"ȵien11"	"老"	
"粘"	"粘"	"nian2"	"ȵien11"	"文"	
"言"	"言"	"nian2"	"ȵien11"	"老"	
"閻"	"阎"	"nian2"	"ȵien11"	"老"	
"顏"	"颜"	"nian2"	"ȵien11"		
"鯰"	"鲶"	"nian2"	"ȵien11"		
"黏"	"黏"	"nian2"	"ȵien11"	"文"	
"捻"	"捻"	"nian3"	"ȵien21"		
"攆"	"撵"	"nian3"	"ȵien21"		
"演"	"演"	"nian3"	"ȵien21"	"老"	
"碾"	"碾"	"nian3"	"ȵien21"		
"輦"	"辇"	"nian3"	"ȵien21"		
"輾"	"辗"	"nian3"	"ȵien21"		
"唸"	"念"	"nian5"	"ȵien45"		
"宴"	"宴"	"nian5"	"ȵien45"	"老"	
"念"	"念"	"nian5"	"ȵien45"		
"戀"	"恋"	"nian5"	"ȵien45"		
"焰"	"焰"	"nian5"	"ȵien45"	"老"	
"硯"	"砚"	"nian5"	"ȵien45"	"老"	
"豔"	"艳"	"nian5"	"ȵien45"	"老"	
"驗"	"验"	"nian5"	"ȵien45"	"老"	
"酽"	"酽"	"nian5"	"ȵien45"	"浓"	
"娘"	"娘"	"niang2"	"ȵiaŋ11"		
"釀"	"酿"	"niang5"	"ȵiaŋ45"		
"搖"	"摇"	"niao2"	"ȵiau11"	"白"	
"嬝"	"袅"	"niao3"	"ȵiau21"		
"嬲"	"嬲"	"niao3"	"ȵiau21"		
"裊"	"袅"	"niao3"	"ȵiau21"		
"鳥"	"鸟"	"niao3"	"ȵiau21"		
"尿"	"尿"	"niao5"	"ȵiau45"		
"孽"	"孽"	"nie2"	"ȵie11"	"作孽"	
"捏"	"捏"	"nie2"	"ȵie11"		
"業"	"业"	"nie2"	"ȵie11"		
"涅"	"涅"	"nie2"	"ȵie11"		
"齧"	"啮"	"nie2"	"ȵie11"		
"孽"	"孽"	"nie5"	"ȵie45"	"孽障"	
"彥"	"彦"	"nie5"	"ȵie45"		
"聶"	"聂"	"nie5"	"ȵie45"		
"躡"	"蹑"	"nie5"	"ȵie45"		
"鎳"	"镍"	"nie5"	"ȵie45"		
"鑷"	"镊"	"nie5"	"ȵie45"		
"凝"	"凝"	"nin2"	"ȵin11"		
"吟"	"吟"	"nin2"	"ȵin11"		
"嚀"	"咛"	"nin2"	"ȵin11"		
"寧"	"宁"	"nin2"	"ȵin11"		
"您"	"您"	"nin2"	"ȵin11"		
"檸"	"柠"	"nin2"	"ȵin11"		
"獰"	"狞"	"nin2"	"ȵin11"		
"聹"	"聍"	"nin2"	"ȵin11"		
"迎"	"迎"	"nin2"	"ȵin11"		
"擰"	"拧"	"nin3"	"ȵin21"		
"佞"	"佞"	"nin5"	"ȵin45"		
"毅"	"毅"	"nin5"	"ȵin45"	"白讀"	
"濘"	"泞"	"nin5"	"ȵin45"		
"瘧"	"疟"	"nio2"	"ȵio11"		
"虐"	"虐"	"nio2"	"ȵio11"		
"妞"	"妞"	"niu1"	"ȵiəu13"		
"牛"	"牛"	"niu2"	"ȵiəu11"		
"忸"	"忸"	"niu3"	"ȵiəu21"		
"扭"	"扭"	"niu3"	"ȵiəu21"		
"狃"	"狃"	"niu3"	"ȵiəu21"		
"紐"	"纽"	"niu3"	"ȵiəu21"		
"鈕"	"钮"	"niu3"	"ȵiəu21"		
"扭"	"扭"	"niu5"	"ȵiəu45"		
"挪"	"挪"	"no2"	"no11"		
"懦"	"懦"	"no5"	"no45"		
"糯"	"糯"	"no5"	"no45"		
"諾"	"诺"	"no5"	"no45"		
"噥"	"哝"	"nong1"	"noŋ13"	"哝𤆵"	
"㶶"	"㶶"	"nong1"	"noŋ13"	"软和"	
"儂"	"侬"	"nong2"	"noŋ11"		
"濃"	"浓"	"nong2"	"noŋ11"		
"膿"	"脓"	"nong2"	"noŋ11"		
"農"	"农"	"nong2"	"noŋ11"		
"弄"	"弄"	"nong5"	"noŋ45"		
"噥"	"哝"	"nou2"	"nəu11"	"哝訽"	
"奴"	"奴"	"nou2"	"nəu11"		
"孥"	"孥"	"nou2"	"nəu11"		
"駑"	"驽"	"nou2"	"nəu11"		
"𫍦"	"𫍦"	"nou2"	"nəu11"	"话多"	
"努"	"努"	"nou3"	"nəu21"		
"弩"	"弩"	"nou3"	"nəu21"		
"怒"	"怒"	"nou5"	"nəu45"		
"暖"	"暖"	"nuan3"	"nuan21"		
"女"	"女"	"nyu3"	"ȵy21"		
"啪"	"啪"	"pa1"	"pʰa13"		
"葩"	"葩"	"pa1"	"pʰa13"		
"趴"	"趴"	"pa1"	"pʰa13"		
"扒"	"扒"	"pa2"	"pʰa11"		
"杷"	"杷"	"pa2"	"pʰa11"		
"爬"	"爬"	"pa2"	"pʰa11"		
"琶"	"琶"	"pa2"	"pʰa11"		
"耙"	"耙"	"pa2"	"pʰa11"		
"帕"	"帕"	"pa5"	"pʰa45"		
"怕"	"怕"	"pa5"	"pʰa45"		
"俳"	"俳"	"pai2"	"pʰai11"		
"徘"	"徘"	"pai2"	"pʰai11"		
"排"	"排"	"pai2"	"pʰai11"		
"牌"	"牌"	"pai2"	"pʰai11"		
"派"	"派"	"pai5"	"pʰai45"		
"湃"	"湃"	"pai5"	"pʰai45"		
"攀"	"攀"	"pan1"	"pʰan13"	"新"	
"潘"	"潘"	"pan1"	"pʰan13"	"新"	
"盤"	"盘"	"pan2"	"pʰan11"	"新"	
"判"	"判"	"pan5"	"pʰan45"	"新"	
"叛"	"叛"	"pan5"	"pʰan45"	"新"	
"畔"	"畔"	"pan5"	"pʰan45"	"新"	
"盼"	"盼"	"pan5"	"pʰan45"	"新"	
"絆"	"绊"	"pan5"	"pʰan45"	"新"	
"乒"	"乒"	"pang1"	"pʰaŋ13"		
"乓"	"乓"	"pang1"	"pʰaŋ13"		
"滂"	"滂"	"pang1"	"pʰaŋ13"		
"磅"	"磅"	"pang1"	"pʰaŋ13"		
"鎊"	"镑"	"pang1"	"pʰaŋ13"		
"房"	"房"	"pang2"	"pʰaŋ11"		
"旁"	"旁"	"pang2"	"pʰaŋ11"		
"膀"	"膀"	"pang2"	"pʰaŋ11"		
"螃"	"螃"	"pang2"	"pʰaŋ11"		
"逄"	"逄"	"pang2"	"pʰaŋ11"		
"龐"	"庞"	"pang2"	"pʰaŋ11"		
"掽"	"掽"	"pang3"	"pʰaŋ21"	"触碰"	
"碰"	"碰"	"pang3"	"pʰaŋ21"	"白读"	
"拋"	"抛"	"pao1"	"pʰau13"		
"脬"	"脬"	"pao1"	"pʰau13"		
"刨"	"刨"	"pao2"	"pʰau11"		
"匏"	"匏"	"pao2"	"pʰau11"		
"咆"	"咆"	"pao2"	"pʰau11"		
"庖"	"庖"	"pao2"	"pʰau11"		
"拂"	"拂"	"pao2"	"pʰau11"		
"袍"	"袍"	"pao2"	"pʰau11"		
"跑"	"跑"	"pao3"	"pʰau21"		
"泡"	"泡"	"pao5"	"pʰau45"		
"炮"	"炮"	"pao5"	"pʰau45"		
"皰"	"疱"	"pao5"	"pʰau45"		
"雹"	"雹"	"pao5"	"pʰau45"	"冰雹"	
"拍"	"拍"	"pe2"	"pʰe11"		
"珀"	"珀"	"pe2"	"pʰe11"		
"迫"	"迫"	"pe2"	"pʰe11"		
"魄"	"魄"	"pe2"	"pʰe11"		
"丕"	"丕"	"pei1"	"pʰəi13"	"老"	
"坯"	"坯"	"pei1"	"pʰəi13"		
"批"	"批"	"pei1"	"pʰəi13"	"老"	
"披"	"披"	"pei1"	"pʰəi13"	"老"	
"砒"	"砒"	"pei1"	"pʰəi13"		
"胚"	"胚"	"pei1"	"pʰəi13"		
"邳"	"邳"	"pei1"	"pʰəi13"		
"醅"	"醅"	"pei1"	"pʰəi13"		
"培"	"培"	"pei2"	"pʰəi11"		
"裴"	"裴"	"pei2"	"pʰəi11"		
"賠"	"赔"	"pei2"	"pʰəi11"		
"陪"	"陪"	"pei2"	"pʰəi11"		
"呸"	"呸"	"pei3"	"pʰəi21"		
"啡"	"啡"	"pei3"	"pʰəi21"		
"佩"	"佩"	"pei5"	"pʰəi45"		
"沛"	"沛"	"pei5"	"pʰəi45"		
"珮"	"佩"	"pei5"	"pʰəi45"		
"配"	"配"	"pei5"	"pʰəi45"		
"噴"	"喷"	"pen1"	"pʰən13"		
"坋"	"坋"	"pen1"	"pʰən13"	"灰尘"	
"彭"	"彭"	"pen2"	"pʰən11"	"新派"	
"湓"	"湓"	"pen2"	"pʰən11"		
"盆"	"盆"	"pen2"	"pʰən11"		
"噴"	"喷"	"pen5"	"pʰən45"	"喷饭"	
"丕"	"丕"	"pi1"	"pʰi13"	"新"	
"劈"	"劈"	"pi1"	"pʰi13"		
"批"	"批"	"pi1"	"pʰi13"	"新"	
"披"	"披"	"pi1"	"pʰi13"	"新"	
"邳"	"邳"	"pi1"	"pʰi13"		
"霹"	"霹"	"pi1"	"pʰi13"		
"鼙"	"鼙"	"pi1"	"pʰi13"		
"仳"	"仳"	"pi2"	"pʰi11"		
"匹"	"匹"	"pi2"	"pʰi11"		
"啤"	"啤"	"pi2"	"pʰi11"		
"埤"	"埤"	"pi2"	"pʰi11"		
"枇"	"枇"	"pi2"	"pʰi11"		
"毗"	"毗"	"pi2"	"pʰi11"		
"琵"	"琵"	"pi2"	"pʰi11"		
"疲"	"疲"	"pi2"	"pʰi11"		
"皮"	"皮"	"pi2"	"pʰi11"		
"脾"	"脾"	"pi2"	"pʰi11"		
"蚍"	"蚍"	"pi2"	"pʰi11"		
"裨"	"裨"	"pi2"	"pʰi11"		
"郫"	"郫"	"pi2"	"pʰi11"		
"陂"	"陂"	"pi2"	"pʰi11"		
"陴"	"陴"	"pi2"	"pʰi11"		
"吡"	"吡"	"pi3"	"pʰi21"		
"否"	"否"	"pi3"	"pʰi21"		
"痞"	"痞"	"pi3"	"pʰi21"		
"僻"	"僻"	"pi5"	"pʰi45"		
"屁"	"屁"	"pi5"	"pʰi45"		
"癖"	"癖"	"pi5"	"pʰi45"		
"譬"	"譬"	"pi5"	"pʰi45"		
"辟"	"辟"	"pi5"	"pʰi45"		
"闢"	"辟"	"pi5"	"pʰi45"		
"偏"	"偏"	"pian1"	"pʰien13"		
"扁"	"扁"	"pian1"	"pʰien13"		
"扁"	"扁"	"pian1"	"pʰien13"		
"篇"	"篇"	"pian1"	"pʰien13"		
"翩"	"翩"	"pian1"	"pʰien13"		
"便"	"便"	"pian2"	"pʰien11"		
"駢"	"骈"	"pian2"	"pʰien11"		
"片"	"片"	"pian3"	"pʰien21"	"竹片片"	
"片"	"片"	"pian5"	"pʰien45"		
"諞"	"谝"	"pian5"	"pʰien45"		
"遍"	"遍"	"pian5"	"pʰien45"	"白"	
"騙"	"骗"	"pian5"	"pʰien45"		
"嘌"	"嘌"	"piao1"	"pʰiau13"		
"漂"	"漂"	"piao1"	"pʰiau13"		
"飄"	"飘"	"piao1"	"pʰiau13"		
"剽"	"剽"	"piao2"	"pʰiau11"		
"嫖"	"嫖"	"piao2"	"pʰiau11"		
"瓢"	"瓢"	"piao2"	"pʰiau11"		
"殍"	"殍"	"piao3"	"pʰiau21"		
"瞟"	"瞟"	"piao3"	"pʰiau21"		
"縹"	"缥"	"piao3"	"pʰiau21"		
"漂"	"漂"	"piao5"	"pʰiau45"		
"票"	"票"	"piao5"	"pʰiau45"		
"氕"	"氕"	"pie1"	"pʰie11"		
"掰"	"掰"	"pie3"	"pʰie21"		
"撇"	"撇"	"pie3"	"pʰie21"		
"瞥"	"瞥"	"pie3"	"pʰie21"		
"姘"	"姘"	"pin1"	"pʰin13"		
"拼"	"拼"	"pin1"	"pʰin13"		
"坪"	"坪"	"pin2"	"pʰin11"		
"嬪"	"嫔"	"pin2"	"pʰin11"		
"屏"	"屏"	"pin2"	"pʰin11"		
"屛"	"屛"	"pin2"	"pʰin11"		
"平"	"平"	"pin2"	"pʰin11"		
"憑"	"凭"	"pin2"	"pʰin11"		
"瓶"	"瓶"	"pin2"	"pʰin11"		
"萍"	"萍"	"pin2"	"pʰin11"		
"蘋"	"苹"	"pin2"	"pʰin11"		
"評"	"评"	"pin2"	"pʰin11"		
"貧"	"贫"	"pin2"	"pʰin11"		
"頻"	"频"	"pin2"	"pʰin11"		
"顰"	"颦"	"pin2"	"pʰin11"		
"馮"	"冯"	"pin2"	"pʰin11"		
"品"	"品"	"pin3"	"pʰin21"		
"娉"	"娉"	"pin5"	"pʰin45"		
"聘"	"聘"	"pin5"	"pʰin45"		
"坡"	"坡"	"po1"	"pʰo13"		
"陂"	"陂"	"po1"	"pʰo13"		
"頗"	"颇"	"po1"	"pʰo13"		
"婆"	"婆"	"po2"	"pʰo11"		
"潑"	"泼"	"po2"	"pʰo11"		
"鄱"	"鄱"	"po2"	"pʰo11"		
"叵"	"叵"	"po3"	"pʰo21"		
"跛"	"跛"	"po3"	"pʰo21"		
"破"	"破"	"po5"	"pʰo45"		
"粕"	"粕"	"po5"	"pʰo45"		
"怦"	"怦"	"pong1"	"pʰoŋ13"		
"抨"	"抨"	"pong1"	"pʰoŋ13"		
"烹"	"烹"	"pong1"	"pʰoŋ13"		
"篷"	"篷"	"pong1"	"pʰoŋ13"	"白，"	
"堋"	"堋"	"pong2"	"pʰoŋ11"		
"彭"	"彭"	"pong2"	"pʰoŋ11"	"老派"	
"朋"	"朋"	"pong2"	"pʰoŋ11"		
"棚"	"棚"	"pong2"	"pʰoŋ11"		
"浮"	"浮"	"pong2"	"pʰoŋ11"	"白，侗"	
"澎"	"澎"	"pong2"	"pʰoŋ11"		
