正體	簡體	音標	調類	備註
謖	谡	soʔ	⑦	
鑠	铄	soʔ	⑦	
菽	菽	soʔ	⑦	
嗍	嗍	soʔ	⑦	
槊	槊	soʔ	⑦	
涑	涑	soʔ	⑦	
簌	簌	soʔ	⑦	
蓿	蓿	soʔ	⑦	
搠	搠	soʔ	⑦	
觫	觫	soʔ	⑦	
蔌	蔌	soʔ	⑦	
蒴	蒴	soʔ	⑦	
蹜	蹜	soʔ	⑦	
濁	浊	zoʔ	⑧	
躅	躅	zoʔ	⑧	
屬	属	zoʔ	⑧	
熟	熟	zoʔ	⑧	
族	族	zoʔ	⑧	
續	续	zoʔ	⑧	
俗	俗	zoʔ	⑧	～湯氣：俗氣
昨	昨	zoʔ	⑧	～日子
逐	逐	zoʔ	⑧	日～：每天
淑	淑	zoʔ	⑧	
蜀	蜀	zoʔ	⑧	
勺	勺	zoʔ	⑧	
孰	孰	zoʔ	⑧	
辱	辱	zoʔ	⑧	
鑿	凿	zoʔ	⑧	
贖	赎	zoʔ	⑧	～藥：買藥
鐲	镯	zoʔ	⑧	
濯	濯	zoʔ	⑧	
舳	舳	zoʔ	⑧	
褥	褥	zoʔ	⑧	
縟	缛	zoʔ	⑧	
砟	砟	zoʔ	⑧	
妯	妯	zoʔ	⑧	
怍	怍	zoʔ	⑧	
浞	浞	zoʔ	⑧	
笮	笮	zoʔ	⑧	
各	各	koʔ	⑦	
胳	胳	koʔ	⑦	
咯	咯	koʔ	⑦	
閣	阁	koʔ	⑦	
擱	搁	koʔ	⑦	放在高處
郭	郭	koʔ	⑦	
覺	觉	koʔ	⑦	(白)～著：覺得
角	角	koʔ	⑦	錫～子：硬幣
谷	谷	koʔ	⑦	
穀	谷	koʔ	⑦	
☐	☐	koʔ	⑦	～嘴：漱口
鵠	鹄	koʔ	⑦	
轂	毂	koʔ	⑦	
椁	椁	koʔ	⑦	
梏	梏	koʔ	⑦	
桷	桷	koʔ	⑦	
崞	崞	koʔ	⑦	
漷	漷	koʔ	⑦	
袼	袼	koʔ	⑦	
牿	牿	koʔ	⑦	
鉻	铬	koʔ	⑦	
馘	馘	koʔ	⑦	
虢	虢	koʔ	⑦	
恪	恪	kʰoʔ	⑦	
哭	哭	kʰoʔ	⑦	
殼	壳	kʰoʔ	⑦	香煙～子
廓	廓	kʰoʔ	⑦	
慤	悫	kʰoʔ	⑦	
喾	喾	kʰoʔ	⑦	
確	确	kʰoʔ	⑦	
榷	榷	kʰoʔ	⑦	
搉	搉	kʰoʔ	⑦	
酷	酷	kʰoʔ	⑦	
鞟	鞟	kʰoʔ	⑦	
郝	郝	hoʔ	⑦	姓
嗀	嗀	hoʔ	⑦	
劐	劐	hoʔ	⑦	
霍	霍	hoʔ	⑦	
壑	壑	hoʔ	⑦	
嚯	嚯	hoʔ	⑦	
攉	攉	hoʔ	⑦	
藿	藿	hoʔ	⑦	
臛	臛	hoʔ	⑦	
矐	矐	hoʔ	⑦	
或	或	oʔ	⑦	
斛	斛	oʔ	⑦	
惑	惑	oʔ	⑦	
涸	涸	oʔ	⑦	
貉	貉	oʔ	⑦	
槲	槲	oʔ	⑦	
學	学	oʔ	⑦	又
獲	获	oʔ	⑦	
觳	觳	oʔ	⑦	
鵠	鹄	oʔ	⑦	
穫	获	oʔ	⑦	
鑊	镬	oʔ	⑦	～子：鍋
嶨	峃	oʔ	⑦	
縠	縠	oʔ	⑦	
翯	翯	oʔ	⑦	
濩	濩	oʔ	⑦	
嚄	嚄	oʔ	⑦	
鷽	鷽	oʔ	⑦	
沃	沃	oʔ	⑦	
嶽	岳	oʔ	⑦	
岳	岳	oʔ	⑦	
鶴	鹤	oʔ	⑦	
腭	腭	oʔ	⑦	
鄂	鄂	oʔ	⑦	
屋	屋	oʔ	⑦	～里：家裏；房內
堊	垩	oʔ	⑦	
惡	恶	oʔ	⑦	～人
噁	恶	oʔ	⑦	
喔	喔	oʔ	⑦	
握	握	oʔ	⑦	
渥	渥	oʔ	⑦	
偓	偓	oʔ	⑦	
幄	幄	oʔ	⑦	
齷	龌	oʔ	⑦	
鋈	鋈	oʔ	⑦	
蠖	蠖	oʔ	⑦	
鸌	鹱	oʔ	⑦	
菊	菊	ʨioʔ	⑦	
掬	掬	ʨioʔ	⑦	
踘	踘	ʨioʔ	⑦	
覺	觉	ʨioʔ	⑦	(文)感～｜知～
珏	珏	ʨioʔ	⑦	
趜	趜	ʨioʔ	⑦	
鞫	鞫	ʨioʔ	⑦	
蠼	蠼	ʨioʔ	⑦	
钁	镢	ʨioʔ	⑦	
挶	挶	ʨioʔ	⑦	
確	确	ʨʰioʔ	⑦	
曲	曲	ʨʰioʔ	⑦	
麯	曲	ʨʰioʔ	⑦	
蛐	蛐	ʨʰioʔ	⑦	
局	局	ʥioʔ	⑧	
軸	轴	ʥioʔ	⑧	
焗	焗	ʥioʔ	⑧	
侷	局	ʥioʔ	⑧	～促烏拉：時間緊迫
跼	局	ʥioʔ	⑧	
旭	旭	ɕioʔ	⑦	
蓄	蓄	ɕioʔ	⑦	
勖	勖	ɕioʔ	⑦	
頊	顼	ɕioʔ	⑦	
畜	畜	ɕioʔ	⑦	～牧
洫	洫	ɕioʔ	⑦	
肉	肉	ȵioʔ	⑦	
玉	玉	ȵioʔ	⑦	
鈺	钰	ȵioʔ	⑦	
☐	☐	ȵioʔ	⑦	～面：和面
𢫭	𢫭	ȵioʔ	⑦	
獄	狱	ȵioʔ	⑦	
褥	褥	ȵioʔ	⑦	
衄	衄	ȵioʔ	⑦	
縟	缛	ȵioʔ	⑦	
蓐	蓐	ȵioʔ	⑦	
忸	忸	ȵioʔ	⑦	
恧	恧	ȵioʔ	⑦	
役	役	ioʔ	⑦	
育	育	ioʔ	⑦	
昱	昱	ioʔ	⑦	
煜	煜	ioʔ	⑦	
疫	疫	ioʔ	⑦	
唷	唷	ioʔ	⑦	
峪	峪	ioʔ	⑦	
浴	浴	ioʔ	⑦	
欲	欲	ioʔ	⑦	
域	域	ioʔ	⑦	
蜮	蜮	ioʔ	⑦	
毓	毓	ioʔ	⑦	
慾	欲	ioʔ	⑦	
閾	阈	ioʔ	⑦	
鵒	鹆	ioʔ	⑦	
淯	淯	ioʔ	⑦	
堉	堉	ioʔ	⑦	
罭	罭	ioʔ	⑦	
郁	郁	ioʔ	⑦	
八	八	pɑʔ	⑦	又
百	百	pɑʔ	⑦	
伯	伯	pɑʔ	⑦	阿～：稱姑母或姨母
柏	柏	pɑʔ	⑦	
扒	扒	pɑʔ	⑦	
佰	佰	pɑʔ	⑦	
捌	捌	pɑʔ	⑦	
擘	擘	pɑʔ	⑦	～開
☐	☐	pɑʔ	⑦	～熱：非常熱｜～坦：十分從容
☐	☐	pɑʔ	⑦	布～：多層布粘成，做鞋底用
檗	檗	pɑʔ	⑦	
湐	湐	pɑʔ	⑦	
朳	朳	pɑʔ	⑦	
叭	叭	pɑʔ	⑦	
迫	迫	pɑʔ	⑦	
掰	掰	pɑʔ	⑦	
拍	拍	pʰɑʔ	⑦	
帕	帕	pʰɑʔ	⑦	
泊	泊	pʰɑʔ	⑦	
迫	迫	pʰɑʔ	⑦	
魄	魄	pʰɑʔ	⑦	
啪	啪	pʰɑʔ	⑦	
珀	珀	pʰɑʔ	⑦	
粕	粕	pʰɑʔ	⑦	
舶	舶	pʰɑʔ	⑦	
趴	趴	pʰɑʔ	⑦	
☐	☐	pʰɑʔ	⑦	十分：～飽｜～滿
𤖼	𤖼	pʰɑʔ	⑦	
白	白	bɑʔ	⑧	～落落：白費力氣，一場空
☐	☐	bɑʔ	⑧	塊：一～肉
拔	拔	bɑʔ	⑧	
帛	帛	bɑʔ	⑧	
魃	魃	bɑʔ	⑧	
鮁	鲅	bɑʔ	⑧	
菝	菝	bɑʔ	⑧	
鈸	钹	bɑʔ	⑧	
鮊	鲌	bɑʔ	⑧	
麥	麦	mɑʔ	⑦	
脈	脉	mɑʔ	⑦	
襪	袜	mɑʔ	⑦	
陌	陌	mɑʔ	⑦	
嘜	唛	mɑʔ	⑦	
貘	貘	mɑʔ	⑦	
貊	貊	mɑʔ	⑦	
驀	蓦	mɑʔ	⑦	
發	发	fɑʔ	⑦	～寒熱：發燒
法	法	fɑʔ	⑦	
髮	发	fɑʔ	⑦	
琺	珐	fɑʔ	⑦	
砝	砝	fɑʔ	⑦	
灋	灋	fɑʔ	⑦	
醱	酦	fɑʔ	⑦	
伐	伐	vɑʔ	⑧	
罰	罚	vɑʔ	⑧	～盞也勿去：說什麼也不去
閥	阀	vɑʔ	⑧	
乏	乏	vɑʔ	⑧	
筏	筏	vɑʔ	⑧	
垡	垡	vɑʔ	⑧	
答	答	tɑʔ	⑦	
搭	搭	tɑʔ	⑦	粘連：～牢｜搭配：買蛋～菜
☐	☐	tɑʔ	⑦	摸取碗中食物：～快肉吃
☐	☐	tɑʔ	⑦	頭～：腦遲鈍
嗒	嗒	tɑʔ	⑦	
妲	妲	tɑʔ	⑦	
怛	怛	tɑʔ	⑦	
笪	笪	tɑʔ	⑦	
靼	靼	tɑʔ	⑦	
耷	耷	tɑʔ	⑦	
褡	褡	tɑʔ	⑦	
瘩	瘩	tɑʔ	⑦	
炟	炟	tɑʔ	⑦	
溚	溚	tɑʔ	⑦	
哒	哒	tɑʔ	⑦	
遢	遢	tɑʔ	⑦	邋～：髒
鎝	鎝	tɑʔ	⑦	
塔	塔	tʰɑʔ	⑦	
拓	拓	tʰɑʔ	⑦	
塌	塌	tʰɑʔ	⑦	
嗒	嗒	tʰɑʔ	⑦	
榻	榻	tʰɑʔ	⑦	
搨	搨	tʰɑʔ	⑦	～石碑
☐	☐	tʰɑʔ	⑦	空缺：～班｜～課
蹋	蹋	tʰɑʔ	⑦	
獺	獭	tʰɑʔ	⑦	
鰨	鳎	tʰɑʔ	⑦	
遢	遢	tʰɑʔ	⑦	
溻	溻	tʰɑʔ	⑦	
漯	漯	tʰɑʔ	⑦	
傝	傝	tʰɑʔ	⑦	
跶	跶	tʰɑʔ	⑦	
沓	沓	dɑʔ	⑧	一～紙
達	达	dɑʔ	⑧	
踏	踏	dɑʔ	⑧	
撻	挞	dɑʔ	⑧	
韃	鞑	dɑʔ	⑧	
闥	闼	dɑʔ	⑧	
薘	荙	dɑʔ	⑧	
躂	跶	dɑʔ	⑧	
闒	阘	dɑʔ	⑧	
墶	垯	dɑʔ	⑧	
埭	埭	dɑʔ	⑧	桃家～：地名
捺	捺	nɑʔ	⑦	
搦	搦	nɑʔ	⑦	
辣	辣	lɑʔ	⑦	
蠟	蜡	lɑʔ	⑦	
臘	腊	lɑʔ	⑦	
邋	邋	lɑʔ	⑦	
癩	癞	lɑʔ	⑦	
鑞	镴	lɑʔ	⑦	
拉	拉	lɑʔ	⑦	
垃	垃	lɑʔ	⑦	
剌	剌	lɑʔ	⑦	
着	着	tsɑʔ	⑦	～衣裳｜～棋
隻	只	tsɑʔ	⑦	
扎	扎	tsɑʔ	⑦	
紮	扎	tsɑʔ	⑦	
窄	窄	tsɑʔ	⑦	
眨	眨	tsɑʔ	⑦	
札	札	tsɑʔ	⑦	
軋	轧	tsɑʔ	⑦	
匝	匝	tsɑʔ	⑦	
著	着	tsɑʔ	⑦	
炙	炙	tsɑʔ	⑦	
酌	酌	tsɑʔ	⑦	
乇	乇	tsɑʔ	⑦	
妁	妁	tsɑʔ	⑦	
灼	灼	tsɑʔ	⑦	
斫	斫	tsɑʔ	⑦	
迮	迮	tsɑʔ	⑦	
劄	札	tsɑʔ	⑦	
謫	谪	tsɑʔ	⑦	
摘	摘	tsɑʔ	⑦	
插	插	tsʰɑʔ	⑦	
擦	擦	tsʰɑʔ	⑦	
拆	拆	tsʰɑʔ	⑦	～家敗：不愛惜或毀壞財物
冊	册	tsʰɑʔ	⑦	
赤	赤	tsʰɑʔ	⑦	～膊
策	策	tsʰɑʔ	⑦	
叉	叉	tsʰɑʔ	⑦	
尺	尺	tsʰɑʔ	⑦	
察	察	tsʰɑʔ	⑦	
斥	斥	tsʰɑʔ	⑦	
插	插	tsʰɑʔ	⑦	
剎	剎	tsʰɑʔ	⑦	
綽	绰	tsʰɑʔ	⑦	～號
淖	淖	tsʰɑʔ	⑦	
檫	檫	tsʰɑʔ	⑦	
鍤	锸	tsʰɑʔ	⑦	
哧	哧	tsʰɑʔ	⑦	
呎	呎	tsʰɑʔ	⑦	
嚓	嚓	tsʰɑʔ	⑦	
坼	坼	tsʰɑʔ	⑦	
刹	刹	tsʰɑʔ	⑦	
殺	杀	sɑʔ	⑦	～渴：止渴
撒	撒	sɑʔ	⑦	
薩	萨	sɑʔ	⑦	
煞	煞	sɑʔ	⑦	
剎	剎	sɑʔ	⑦	
柵	栅	sɑʔ	⑦	東～口：地名
爍	烁	sɑʔ	⑦	
卅	卅	sɑʔ	⑦	
颯	飒	sɑʔ	⑦	
霎	霎	sɑʔ	⑦	
鑠	铄	sɑʔ	⑦	
鎩	铩	sɑʔ	⑦	
趿	趿	sɑʔ	⑦	
唼	唼	sɑʔ	⑦	
歃	歃	sɑʔ	⑦	
靸	靸	sɑʔ	⑦	
脎	脎	sɑʔ	⑦	
捒	捒	sɑʔ	⑦	
雜	杂	zɑʔ	⑧	複～
着	着	zɑʔ	⑧	睏～｜做點無～落：做點無意義事
若	若	zɑʔ	⑧	
砸	砸	zɑʔ	⑧	
石	石	zɑʔ	⑧	街沿～：台階
弱	弱	zɑʔ	⑧	
宅	宅	zɑʔ	⑧	
碩	硕	zɑʔ	⑧	
翟	翟	zɑʔ	⑧	
閘	闸	zɑʔ	⑧	
鍘	铡	zɑʔ	⑧	
芍	芍	zɑʔ	⑧	
杓	杓	zɑʔ	⑧	
賾	赜	zɑʔ	⑧	
炻	炻	zɑʔ	⑧	
妁	妁	zɑʔ	⑧	
蒻	蒻	zɑʔ	⑧	
煠	煠	zɑʔ	⑧	
鼫	鼫	zɑʔ	⑧	
𧾁	𧾁	zɑʔ	⑧	
甲	甲	kɑʔ	⑦	
夾	夹	kɑʔ	⑦	
隔	隔	kɑʔ	⑦	～開
頰	颊	kɑʔ	⑦	
頡	颉	kɑʔ	⑦	
岬	岬	kɑʔ	⑦	
胛	胛	kɑʔ	⑦	
格	格	kɑʔ	⑦	
骼	骼	kɑʔ	⑦	
嘎	嘎	kɑʔ	⑦	
挾	挟	kɑʔ	⑦	～菜
戛	戛	kɑʔ	⑦	
裌	夹	kɑʔ	⑦	
餄	饸	kɑʔ	⑦	
郟	郏	kɑʔ	⑦	
骱	骱	kɑʔ	⑦	
袷	袷	kɑʔ	⑦	
客	客	kʰɑʔ	⑦	出～：打扮得漂亮｜做客人
掐	掐	kʰɑʔ	⑦	指爪～
喀	喀	kʰɑʔ	⑦	
揢	揢	kʰɑʔ	⑦	
曱	曱	kʰɑʔ	⑦	
恰	恰	kʰɑʔ	⑦	
押	押	kʰɑʔ	⑦	
袷	袷	kʰɑʔ	⑦	
咭	咭	kʰɑʔ	⑦	
劜	劜	ɡɑʔ	⑧	
夾	夹	ɡɑʔ	⑧	
軋	轧	ɡɑʔ	⑧	相好：～姘頭｜碾軋：車子～牢；～米｜擁擠：街上人～來
☐	☐	ɡɑʔ	⑧	～實：扎實，牢靠
釓	钆	ɡɑʔ	⑧	
額	额	ŋɑʔ	⑦	～角頭：額頭
嚇	吓	hɑʔ	⑦	
瞎	瞎	hɑʔ	⑦	～話三千：胡說
呷	呷	hɑʔ	⑦	
喝	喝	hɑʔ	⑦	
匣	匣	ɑʔ	⑦	
盒	盒	ɑʔ	⑦	～頭
狹	狭	ɑʔ	⑦	
硤	硖	ɑʔ	⑦	
翮	翮	ɑʔ	⑦	
舺	舺	ɑʔ	⑦	
覈	核	ɑʔ	⑦	
陿	陿	ɑʔ	⑦	
押	押	ɑʔ	⑦	
壓	压	ɑʔ	⑦	
鴨	鸭	ɑʔ	⑦	
揠	揠	ɑʔ	⑦	
阿	阿	ɑʔ	⑦	
軋	轧	ɑʔ	⑦	
搤	搤	ɑʔ	⑦	
貼	贴	tʰiɑʔ	⑦	
帖	帖	tʰiɑʔ	⑦	
萜	萜	tʰiɑʔ	⑦	
碟	碟	diɑʔ	⑧	
蝶	蝶	diɑʔ	⑧	
諜	谍	diɑʔ	⑧	
牒	牒	diɑʔ	⑧	
鰈	鲽	diɑʔ	⑧	
蹀	蹀	diɑʔ	⑧	
堞	堞	diɑʔ	⑧	
曡	叠	diɑʔ	⑧	又
略	略	liɑʔ	⑦	
掠	掠	liɑʔ	⑦	
獵	猎	liɑʔ	⑦	
甲	甲	ʨiɑʔ	⑦	
腳	脚	ʨiɑʔ	⑦	長～：長腿
鉀	钾	ʨiɑʔ	⑦	
雀	雀	ʨiɑʔ	⑦	
珏	珏	ʨiɑʔ	⑦	
頰	颊	ʨiɑʔ	⑦	
峽	峡	ʨiɑʔ	⑦	
爵	爵	ʨiɑʔ	⑦	
矍	矍	ʨiɑʔ	⑦	
攫	攫	ʨiɑʔ	⑦	
卻	却	ʨʰiɑʔ	⑦	
洽	洽	ʨʰiɑʔ	⑦	
怯	怯	ʨʰiɑʔ	⑦	
雀	雀	ʨʰiɑʔ	⑦	
榷	榷	ʨʰiɑʔ	⑦	
皵	皵	ʨʰiɑʔ	⑦	
鵲	鹊	ʨʰiɑʔ	⑦	
嚼	嚼	ʥiɑʔ	⑧	
爝	爝	ʥiɑʔ	⑧	
皭	皭	ʥiɑʔ	⑧	
醵	醵	ʥiɑʔ	⑧	
㷾	㷾	ʥiɑʔ	⑧	
削	削	ɕiɑʔ	⑦	～水片：打水漂兒｜鳥～下來：鳥斜飛而下｜鋤草
謔	谑	ɕiɑʔ	⑦	
虐	虐	ȵiɑʔ	⑦	
捏	捏	ȵiɑʔ	⑦	拿：～本書
瘧	疟	ȵiɑʔ	⑦	
箬	箬	ȵiɑʔ	⑦	～殼：粽片
叶	叶	iɑʔ	⑦	
協	协	iɑʔ	⑦	
狎	狎	iɑʔ	⑦	
俠	侠	iɑʔ	⑦	
柙	柙	iɑʔ	⑦	
洽	洽	iɑʔ	⑦	
峽	峡	iɑʔ	⑦	
挾	挟	iɑʔ	⑦	
勰	勰	iɑʔ	⑦	
樂	乐	iɑʔ	⑦	
學	学	iɑʔ	⑦	
櫟	栎	iɑʔ	⑦	
藥	药	iɑʔ	⑦	
瀹	瀹	iɑʔ	⑦	
躍	跃	iɑʔ	⑦	
鑰	钥	iɑʔ	⑦	
礿	礿	iɑʔ	⑦	
爚	爚	iɑʔ	⑦	
蘥	蘥	iɑʔ	⑦	
括	括	kuɑʔ	⑦	
刮	刮	kuɑʔ	⑦	
栝	栝	kuɑʔ	⑦	
趏	趏	kuɑʔ	⑦	
聒	聒	kuɑʔ	⑦	
摑	掴	kuɑʔ	⑦	
颳	刮	kuɑʔ	⑦	
鴰	鸹	kuɑʔ	⑦	
䂸	䂸	kuɑʔ	⑦	
☐	☐	huɑʔ	⑦	～拳：划拳
豁	豁	huɑʔ	⑦	
轄	辖	huɑʔ	⑦	
掝	掝	huɑʔ	⑦	
䀨	䀨	huɑʔ	⑦	
挖	挖	uɑʔ	⑦	
穵	穵	uɑʔ	⑦	
斡	斡	uɑʔ	⑦	
睕	睕	uɑʔ	⑦	
嗗	嗗	uɑʔ	⑦	
敌	敌	uɑʔ	⑦	
滑	滑	uɑʔ	⑦	
猾	猾	uɑʔ	⑦	
劃	划	uɑʔ	⑦	
磆	磆	uɑʔ	⑦	
嫿	婳	uɑʔ	⑦	
種	种	zoŋ	⑥	
合	合	kəʔ	⑦	
石	石	zəʔ	⑧	硖～：地名
确	确	oʔ	⑦	
