繁體	简体	=_xlfn.CONCAT(E1,F1,G1)	註釋	聲	韻	調			
庵	庵	=_xlfn.CONCAT(E359,F359,G359)		ŋ	ã	45			
諳	谙	=_xlfn.CONCAT(E360,F360,G360)	文讀音	ŋ	ã	45			
諳	谙	=_xlfn.CONCAT(E361,F361,G361)	白讀，表示推測，估計	ŋ	ã	21			
暗	暗	=_xlfn.CONCAT(E362,F362,G362)		ŋ	ã	214			
淹	淹	=_xlfn.CONCAT(E363,F363,G363)		ŋ	ã	45			
岸	岸	=_xlfn.CONCAT(E364,F364,G364)		ŋ	ã	214			
安	安	=_xlfn.CONCAT(E365,F365,G365)		ŋ	ã	45			
鞍	鞍	=_xlfn.CONCAT(E366,F366,G366)		ŋ	ã	45			
按	按	=_xlfn.CONCAT(E367,F367,G367)		ŋ	ã	214			
案	案	=_xlfn.CONCAT(E368,F368,G368)		ŋ	ã	214			
雁	雁	=_xlfn.CONCAT(E369,F369,G369)		ŋ	ã	214			
晏	晏	=_xlfn.CONCAT(E370,F370,G370)		ŋ	ã	214			
昂	昂	=_xlfn.CONCAT(E371,F371,G371)		ŋ	ã	21			
骯	肮	=_xlfn.CONCAT(E372,F372,G372)		ŋ	ã	45			
嚴	严	=_xlfn.CONCAT(E373,F373,G373)	把门关严	ŋ	ã	21			
扮	扮	=_xlfn.CONCAT(E374,F374,G374)		p	ã	214			
瓣	瓣	=_xlfn.CONCAT(E375,F375,G375)		p	ã	214			
辦	办	=_xlfn.CONCAT(E376,F376,G376)		p	ã	214			
班	班	=_xlfn.CONCAT(E377,F377,G377)		p	ã	45			
扳	扳	=_xlfn.CONCAT(E378,F378,G378)		p	ã	45			
頒	颁	=_xlfn.CONCAT(E379,F379,G379)		p	ã	45			
板	板	=_xlfn.CONCAT(E380,F380,G380)		p	ã	42			
版	版	=_xlfn.CONCAT(E381,F381,G381)		p	ã	42			
扳	扳	=_xlfn.CONCAT(E382,F382,G382)		p	ã	45			
搬	搬	=_xlfn.CONCAT(E383,F383,G383)		p	ã	45			
般	般	=_xlfn.CONCAT(E384,F384,G384)		p	ã	45			
半	半	=_xlfn.CONCAT(E385,F385,G385)		p	ã	214			
絆	绊	=_xlfn.CONCAT(E386,F386,G386)		p	ã	214			
伴	伴	=_xlfn.CONCAT(E387,F387,G387)		p	ã	214			
拌	拌	=_xlfn.CONCAT(E388,F388,G388)		p	ã	214			
叛	叛	=_xlfn.CONCAT(E389,F389,G389)		p	ã	214			
幫	帮	=_xlfn.CONCAT(E390,F390,G390)		p	ã	45			
浜	浜	=_xlfn.CONCAT(E391,F391,G391)		p	ã	45			
謗	谤	=_xlfn.CONCAT(E392,F392,G392)		p	ã	214			
傍	傍	=_xlfn.CONCAT(E393,F393,G393)		p	ã	214			
邦	邦	=_xlfn.CONCAT(E394,F394,G394)		p	ã	45			
綁	绑	=_xlfn.CONCAT(E395,F395,G395)		p	ã	42			
棒	棒	=_xlfn.CONCAT(E396,F396,G396)		p	ã	214			
蚌	蚌	=_xlfn.CONCAT(E397,F397,G397)	白讀1，如：～殼	p	ã	214			
蚌	蚌	=_xlfn.CONCAT(E398,F398,G398)		p	ã	214			
盼	盼	=_xlfn.CONCAT(E399,F399,G399)		pʰ	ã	214			
攀	攀	=_xlfn.CONCAT(E400,F400,G400)		pʰ	ã	45			
襻	襻	=_xlfn.CONCAT(E401,F401,G401)		pʰ	ã	214			
潘	潘	=_xlfn.CONCAT(E402,F402,G402)		pʰ	ã	45			
坢	坢	=_xlfn.CONCAT(E403,F403,G403)		pʰ	ã	42			
拚	拚	=_xlfn.CONCAT(E404,F404,G404)		pʰ	ã	214			
判	判	=_xlfn.CONCAT(E405,F405,G405)		pʰ	ã	214			
盤	盘	=_xlfn.CONCAT(E406,F406,G406)		pʰ	ã	21			
𢸔	𭢋	=_xlfn.CONCAT(E407,F407,G407)	動詞，表示搬運	pʰ	ã	21			
滂	滂	=_xlfn.CONCAT(E408,F408,G408)		pʰ	ã	21			
旁	旁	=_xlfn.CONCAT(E409,F409,G409)		pʰ	ã	21			
胖	胖	=_xlfn.CONCAT(E410,F410,G410)		pʰ	ã	214			
龐	庞	=_xlfn.CONCAT(E411,F411,G411)		pʰ	ã	21			
碰	碰	=_xlfn.CONCAT(E412,F412,G412)	白讀，如：这个花瓶～不得	pʰ	ã	42			
三	三	=_xlfn.CONCAT(E413,F413,G413)		s	ã	45			
杉	杉	=_xlfn.CONCAT(E414,F414,G414)		s	ã	45			
陝	陕	=_xlfn.CONCAT(E415,F415,G415)		s	ã	42			
閃	闪	=_xlfn.CONCAT(E416,F416,G416)	閃爍	s	ã	42			
贍	赡	=_xlfn.CONCAT(E417,F417,G417)		s	ã	214			
散	散	=_xlfn.CONCAT(E418,F418,G418)		s	ã	42			
傘	伞	=_xlfn.CONCAT(E419,F419,G419)		s	ã	42			
散	散	=_xlfn.CONCAT(E420,F420,G420)		s	ã	214			
山	山	=_xlfn.CONCAT(E421,F421,G421)		s	ã	45			
訕	讪	=_xlfn.CONCAT(E422,F422,G422)		s	ã	214			
疝	疝	=_xlfn.CONCAT(E423,F423,G423)		s	ã	214			
膻	膻	=_xlfn.CONCAT(E424,F424,G424)		s	ã	214			
扇	扇	=_xlfn.CONCAT(E425,F425,G425)		s	ã	214			
蟬	蝉	=_xlfn.CONCAT(E426,F426,G426)		s	ã	21			
禪	禅	=_xlfn.CONCAT(E427,F427,G427)		s	ã	21			
單	单	=_xlfn.CONCAT(E428,F428,G428)	單于	s	ã	21			
單	单	=_xlfn.CONCAT(E429,F429,G429)	作姓氏	s	ã	214			
善	善	=_xlfn.CONCAT(E430,F430,G430)		s	ã	214			
膳	膳	=_xlfn.CONCAT(E431,F431,G431)		s	ã	214			
擅	擅	=_xlfn.CONCAT(E432,F432,G432)		s	ã	214			
禪	禅	=_xlfn.CONCAT(E433,F433,G433)	禪讓	s	ã	214			
桑	桑	=_xlfn.CONCAT(E434,F434,G434)		s	ã	45			
喪	丧	=_xlfn.CONCAT(E435,F435,G435)		s	ã	45			
嗓	嗓	=_xlfn.CONCAT(E436,F436,G436)		s	ã	42			
喪	丧	=_xlfn.CONCAT(E437,F437,G437)		s	ã	214			
商	商	=_xlfn.CONCAT(E438,F438,G438)		s	ã	45			
傷	伤	=_xlfn.CONCAT(E439,F439,G439)		s	ã	45			
賞	赏	=_xlfn.CONCAT(E440,F440,G440)		s	ã	42			
餉	饷	=_xlfn.CONCAT(E441,F441,G441)		s	ã	42			
常	常	=_xlfn.CONCAT(E442,F442,G442)		s	ã	21			
嘗	尝	=_xlfn.CONCAT(E443,F443,G443)		s	ã	21			
償	偿	=_xlfn.CONCAT(E444,F444,G444)		s	ã	21			
償	偿	=_xlfn.CONCAT(E445,F445,G445)	賠償	s	ã	21			
裳	裳	=_xlfn.CONCAT(E446,F446,G446)		s	ã	21			
尚	尚	=_xlfn.CONCAT(E447,F447,G447)		s	ã	214			
上	上	=_xlfn.CONCAT(E448,F448,G448)		s	ã	214或45			
耽	耽	=_xlfn.CONCAT(E449,F449,G449)		t	ã	45			
擔	担	=_xlfn.CONCAT(E450,F450,G450)		t	ã	45			
膽	胆	=_xlfn.CONCAT(E451,F451,G451)		t	ã	42			
擔	担	=_xlfn.CONCAT(E452,F452,G452)		t	ã	214			
丹	丹	=_xlfn.CONCAT(E453,F453,G453)		t	ã	45			
單	单	=_xlfn.CONCAT(E454,F454,G454)		t	ã	45			
旦	旦	=_xlfn.CONCAT(E455,F455,G455)		t	ã	214			
誕	诞	=_xlfn.CONCAT(E456,F456,G456)		t	ã	214			
但	但	=_xlfn.CONCAT(E457,F457,G457)		t	ã	214或45			
彈	弹	=_xlfn.CONCAT(E458,F458,G458)		t	ã	214			
蛋	蛋	=_xlfn.CONCAT(E459,F459,G459)		t	ã	214或45			
憚	惮	=_xlfn.CONCAT(E460,F460,G460)		t	ã	214			
當	当	=_xlfn.CONCAT(E461,F461,G461)		t	ã	45			
黨	党	=_xlfn.CONCAT(E462,F462,G462)		t	ã	42			
擋	挡	=_xlfn.CONCAT(E463,F463,G463)		t	ã	42			
擋	挡	=_xlfn.CONCAT(E464,F464,G464)		t	ã	42			
當	当	=_xlfn.CONCAT(E465,F465,G465)		t	ã	214			
蕩	荡	=_xlfn.CONCAT(E466,F466,G466)	蕩街	t	ã	214			
瞊	瞊	=_xlfn.CONCAT(E467,F467,G467)	瞙瞊：眼部殘疾者	t	ã	214			
宕	宕	=_xlfn.CONCAT(E468,F468,G468)		t	ã	214			
貪	贪	=_xlfn.CONCAT(E469,F469,G469)		tʰ	ã	45			
探	探	=_xlfn.CONCAT(E470,F470,G470)		tʰ	ã	45			
潭	潭	=_xlfn.CONCAT(E471,F471,G471)		tʰ	ã	21			
譚	谭	=_xlfn.CONCAT(E472,F472,G472)		tʰ	ã	21			
坍	坍	=_xlfn.CONCAT(E473,F473,G473)		tʰ	ã	45			
毯	毯	=_xlfn.CONCAT(E474,F474,G474)		tʰ	ã	42			
痰	痰	=_xlfn.CONCAT(E475,F475,G475)		tʰ	ã	21			
談	谈	=_xlfn.CONCAT(E476,F476,G476)		tʰ	ã	21			
淡	淡	=_xlfn.CONCAT(E477,F477,G477)		t	ã	214或45			
灘	滩	=_xlfn.CONCAT(E478,F478,G478)		tʰ	ã	45			
攤	摊	=_xlfn.CONCAT(E479,F479,G479)		tʰ	ã	45			
坦	坦	=_xlfn.CONCAT(E480,F480,G480)		tʰ	ã	42			
嘆	叹	=_xlfn.CONCAT(E481,F481,G481)		tʰ	ã	214			
炭	炭	=_xlfn.CONCAT(E482,F482,G482)		tʰ	ã	214			
檀	檀	=_xlfn.CONCAT(E483,F483,G483)		tʰ	ã	21			
壇	坛	=_xlfn.CONCAT(E484,F484,G484)		tʰ	ã	21			
壇	坛	=_xlfn.CONCAT(E485,F485,G485)	地壇：一塊地方	tʰ	ã	21			
彈	弹	=_xlfn.CONCAT(E486,F486,G486)		tʰ	ã	21			
湯	汤	=_xlfn.CONCAT(E487,F487,G487)		tʰ	ã	45			
倘	倘	=_xlfn.CONCAT(E488,F488,G488)		tʰ	ã	42			
躺	躺	=_xlfn.CONCAT(E489,F489,G489)		tʰ	ã	42			
燙	烫	=_xlfn.CONCAT(E490,F490,G490)		tʰ	ã	214			
趟	趟	=_xlfn.CONCAT(E491,F491,G491)		tʰ	ã	214			
堂	堂	=_xlfn.CONCAT(E492,F492,G492)		tʰ	ã	21			
唐	唐	=_xlfn.CONCAT(E493,F493,G493)		tʰ	ã	21			
糖	糖	=_xlfn.CONCAT(E494,F494,G494)		tʰ	ã	21			
塘	塘	=_xlfn.CONCAT(E495,F495,G495)		tʰ	ã	21			
螳	螳	=_xlfn.CONCAT(E496,F496,G496)		tʰ	ã	21			
簪	簪	=_xlfn.CONCAT(E497,F497,G497)		ts	ã	45			
暫	暂	=_xlfn.CONCAT(E498,F498,G498)		ts	ã	214			
站	站	=_xlfn.CONCAT(E499,F499,G499)		ts	ã	214			
斬	斩	=_xlfn.CONCAT(E500,F500,G500)		ts	ã	42			
蘸	蘸	=_xlfn.CONCAT(E501,F501,G501)		ts	ã	214			
瞻	瞻	=_xlfn.CONCAT(E502,F502,G502)		ts	ã	45			
佔	占	=_xlfn.CONCAT(E503,F503,G503)		ts	ã	214			
占	占	=_xlfn.CONCAT(E504,F504,G504)		ts	ã	214			
贊	赞	=_xlfn.CONCAT(E505,F505,G505)		ts	ã	214			
綻	绽	=_xlfn.CONCAT(E506,F506,G506)		ts	ã	214			
盞	盏	=_xlfn.CONCAT(E507,F507,G507)		ts	ã	42			
棧	栈	=_xlfn.CONCAT(E508,F508,G508)		ts	ã	214			
展	展	=_xlfn.CONCAT(E509,F509,G509)		ts	ã	42			
搌	搌	=_xlfn.CONCAT(E510,F510,G510)	動詞，表示用手抬動或移動物品，同時也可作形容詞表示用力的樣子，如：～勁	ts	ã	42			
氈	毡	=_xlfn.CONCAT(E511,F511,G511)		ts	ã	45			
戰	战	=_xlfn.CONCAT(E512,F512,G512)		ts	ã	214			
顫	颤	=_xlfn.CONCAT(E513,F513,G513)		ts	ã	214			
臧	臧	=_xlfn.CONCAT(E514,F514,G514)		ts	ã	45			
贓	赃	=_xlfn.CONCAT(E515,F515,G515)		ts	ã	45			
髒	脏	=_xlfn.CONCAT(E516,F516,G516)		ts	ã	45			
葬	葬	=_xlfn.CONCAT(E517,F517,G517)		ts	ã	214			
藏	藏	=_xlfn.CONCAT(E518,F518,G518)		ts	ã	214			
臓	脏	=_xlfn.CONCAT(E519,F519,G519)		ts	ã	214			
張	张	=_xlfn.CONCAT(E520,F520,G520)		ts	ã	45			
漲	涨	=_xlfn.CONCAT(E521,F521,G521)		ts	ã	42			
長	长	=_xlfn.CONCAT(E522,F522,G522)		ts	ã	42			
帳	帐	=_xlfn.CONCAT(E523,F523,G523)		ts	ã	214			
賬	账	=_xlfn.CONCAT(E524,F524,G524)		ts	ã	214			
脹	胀	=_xlfn.CONCAT(E525,F525,G525)		ts	ã	214			
丈	丈	=_xlfn.CONCAT(E526,F526,G526)		ts	ã	214或45			
杖	杖	=_xlfn.CONCAT(E527,F527,G527)		ts	ã	214或45			
仗	仗	=_xlfn.CONCAT(E528,F528,G528)		ts	ã	214或45			
章	章	=_xlfn.CONCAT(E529,F529,G529)		ts	ã	45			
樟	樟	=_xlfn.CONCAT(E530,F530,G530)		ts	ã	45			
掌	掌	=_xlfn.CONCAT(E531,F531,G531)		ts	ã	42			
障	障	=_xlfn.CONCAT(E532,F532,G532)		ts	ã	214			
參	参	=_xlfn.CONCAT(E533,F533,G533)		tsʰ	ã	45			
慘	惨	=_xlfn.CONCAT(E534,F534,G534)		tsʰ	ã	42			
蠶	蚕	=_xlfn.CONCAT(E535,F535,G535)		tsʰ	ã	21			
慚	惭	=_xlfn.CONCAT(E536,F536,G536)		tsʰ	ã	21			
讒	谗	=_xlfn.CONCAT(E537,F537,G537)		tsʰ	ã	21			
饞	馋	=_xlfn.CONCAT(E538,F538,G538)		tsʰ	ã	21			
攙	搀	=_xlfn.CONCAT(E539,F539,G539)		tsʰ	ã	45			
懺	忏	=_xlfn.CONCAT(E540,F540,G540)		tsʰ	ã	214			
餐	餐	=_xlfn.CONCAT(E541,F541,G541)		tsʰ	ã	45			
燦	灿	=_xlfn.CONCAT(E542,F542,G542)		tsʰ	ã	214			
殘	残	=_xlfn.CONCAT(E543,F543,G543)		tsʰ	ã	21			
𢱟	𢱟	=_xlfn.CONCAT(E544,F544,G544)	動詞，表示用手猛烈擊打	tsʰ	ã	42			
潺	潺	=_xlfn.CONCAT(E545,F545,G545)		tsʰ	ã	21			
產	产	=_xlfn.CONCAT(E546,F546,G546)		tsʰ	ã	42			
纏	缠	=_xlfn.CONCAT(E547,F547,G547)		tsʰ	ã	21			
倉	仓	=_xlfn.CONCAT(E548,F548,G548)		tsʰ	ã	45			
蒼	苍	=_xlfn.CONCAT(E549,F549,G549)		tsʰ	ã	45			
藏	藏	=_xlfn.CONCAT(E550,F550,G550)		tsʰ	ã	21			
暢	畅	=_xlfn.CONCAT(E551,F551,G551)		tsʰ	ã	214			
悵	怅	=_xlfn.CONCAT(E552,F552,G552)		tsʰ	ã	214			
長	长	=_xlfn.CONCAT(E553,F553,G553)		tsʰ	ã	21			
腸	肠	=_xlfn.CONCAT(E554,F554,G554)		tsʰ	ã	21			
場	场	=_xlfn.CONCAT(E555,F555,G555)		tsʰ	ã	21			
昌	昌	=_xlfn.CONCAT(E556,F556,G556)		tsʰ	ã	45			
倡	倡	=_xlfn.CONCAT(E557,F557,G557)		tsʰ	ã	45			
廠	厂	=_xlfn.CONCAT(E558,F558,G558)		tsʰ	ã	42			
唱	唱	=_xlfn.CONCAT(E559,F559,G559)		tsʰ	ã	214			
窗	窗	=_xlfn.CONCAT(E560,F560,G560)		tsʰ	ã	45			
含	含	=_xlfn.CONCAT(E561,F561,G561)		x	ã	21			
函	函	=_xlfn.CONCAT(E562,F562,G562)		x	ã	21			
撼	撼	=_xlfn.CONCAT(E563,F563,G563)		x	ã	214			
蚶	蚶	=_xlfn.CONCAT(E564,F564,G564)		x	ã	45			
喊	喊	=_xlfn.CONCAT(E565,F565,G565)		x	ã	42			
邯	邯	=_xlfn.CONCAT(E566,F566,G566)		x	ã	21			
酣	酣	=_xlfn.CONCAT(E567,F567,G567)		x	ã	45			
鹹	咸	=_xlfn.CONCAT(E568,F568,G568)		x	ã	21			
陷	陷	=_xlfn.CONCAT(E569,F569,G569)		x	ã	214			
銜	衔	=_xlfn.CONCAT(E570,F570,G570)		x	ã	21			
鼾	鼾	=_xlfn.CONCAT(E571,F571,G571)		x	ã	45			
罕	罕	=_xlfn.CONCAT(E572,F572,G572)		x	ã	42			
漢	汉	=_xlfn.CONCAT(E573,F573,G573)		x	ã	214			
寒	寒	=_xlfn.CONCAT(E574,F574,G574)		x	ã	21			
韓	韩	=_xlfn.CONCAT(E575,F575,G575)		x	ã	21			
旱	旱	=_xlfn.CONCAT(E576,F576,G576)		x	ã	214或45			
汗	汗	=_xlfn.CONCAT(E577,F577,G577)		x	ã	214			
翰	翰	=_xlfn.CONCAT(E578,F578,G578)		x	ã	214			
閒	闲	=_xlfn.CONCAT(E579,F579,G579)	白讀，如：～場天	x	ã	21			
莧	苋	=_xlfn.CONCAT(E580,F580,G580)		x	ã	45			
杭	杭	=_xlfn.CONCAT(E581,F581,G581)		x	ã	21			
航	航	=_xlfn.CONCAT(E582,F582,G582)		x	ã	21			
行	行	=_xlfn.CONCAT(E583,F583,G583)		x	ã	21			
項	项	=_xlfn.CONCAT(E584,F584,G584)		x	ã	214			
巷	巷	=_xlfn.CONCAT(E585,F585,G585)		x	ã	214			
染	染	=_xlfn.CONCAT(E586,F586,G586)		z	ã	42			
冉	冉	=_xlfn.CONCAT(E587,F587,G587)		z	ã	42			
髥	髥	=_xlfn.CONCAT(E588,F588,G588)		z	ã	214			
然	然	=_xlfn.CONCAT(E589,F589,G589)		z	ã	21			
燃	燃	=_xlfn.CONCAT(E590,F590,G590)		z	ã	21			
瓤	瓤	=_xlfn.CONCAT(E591,F591,G591)		z	ã	21			
壤	壤	=_xlfn.CONCAT(E592,F592,G592)		z	ã	42			
攘	攘	=_xlfn.CONCAT(E593,F593,G593)		z	ã	42			
嚷	嚷	=_xlfn.CONCAT(E594,F594,G594)		z	ã	42			
嫦	嫦	=_xlfn.CONCAT(E595,F595,G595)		s	ã	21			
婵	婵	=_xlfn.CONCAT(E596,F596,G596)		s	ã	21			
讓	让	=_xlfn.CONCAT(E597,F597,G597)		z	ã	214			
端	端	=_xlfn.CONCAT(E598,F598,G598)		t	ã	45			
旃	旃	=_xlfn.CONCAT(E599,F599,G599)		t	ã	45			
個	个	=_xlfn.CONCAT(E600,F600,G600)		k	ɐɪ	42			
誰	谁	=_xlfn.CONCAT(E601,F601,G601)	罕用	s	ɐɪ	21			
該	该	=_xlfn.CONCAT(E602,F602,G602)		k	ɐɪ	45			
改	改	=_xlfn.CONCAT(E603,F603,G603)		k	ɐɪ	42			
蓋	盖	=_xlfn.CONCAT(E604,F604,G604)		k	ɐɪ	214			
丐	丐	=_xlfn.CONCAT(E605,F605,G605)		k	ɐɪ	214			
界	界	=_xlfn.CONCAT(E606,F606,G606)	罕用	k	ɐɪ	214			
介	介	=_xlfn.CONCAT(E607,F607,G607)	罕用	k	ɐɪ	214			
屆	届	=_xlfn.CONCAT(E608,F608,G608)	罕用	k	ɐɪ	214			
街	街	=_xlfn.CONCAT(E609,F609,G609)		k	ɐɪ	45			
解	解	=_xlfn.CONCAT(E610,F610,G610)		k	ɐɪ	42			
溉	溉	=_xlfn.CONCAT(E611,F611,G611)		kʰ	ɐɪ	214			
概	概	=_xlfn.CONCAT(E612,F612,G612)		kʰ	ɐɪ	214			
開	开	=_xlfn.CONCAT(E613,F613,G613)		kʰ	ɐɪ	45			
凱	凯	=_xlfn.CONCAT(E614,F614,G614)		kʰ	ɐɪ	42			
愷	恺	=_xlfn.CONCAT(E615,F615,G615)		kʰ	ɐɪ	42			
慨	慨	=_xlfn.CONCAT(E616,F616,G616)		kʰ	ɐɪ	214			
揩	揩	=_xlfn.CONCAT(E617,F617,G617)		kʰ	ɐɪ	45			
楷	楷	=_xlfn.CONCAT(E618,F618,G618)		kʰ	ɐɪ	42			
賴	赖	=_xlfn.CONCAT(E619,F619,G619)		l	ɐɪ	214			
癩	癞	=_xlfn.CONCAT(E620,F620,G620)		l	ɐɪ	214			
奶	奶	=_xlfn.CONCAT(E621,F621,G621)	叠词表示女性乳房	n	ɐɪ	45			
奶	奶	=_xlfn.CONCAT(E622,F622,G622)	奶	n	ɐɪ	42			
乃	乃	=_xlfn.CONCAT(E623,F623,G623)		n	ɐɪ	42			
耐	耐	=_xlfn.CONCAT(E624,F624,G624)		n	ɐɪ	214			
來	来	=_xlfn.CONCAT(E625,F625,G625)		l	ɐɪ	21			
崍	崃	=_xlfn.CONCAT(E626,F626,G626)		l	ɐɪ	21			
埋	埋	=_xlfn.CONCAT(E627,F627,G627)		m	ɐɪ	21			
買	买	=_xlfn.CONCAT(E628,F628,G628)		m	ɐɪ	42			
賣	卖	=_xlfn.CONCAT(E629,F629,G629)		m	ɐɪ	214或45			
邁	迈	=_xlfn.CONCAT(E630,F630,G630)		m	ɐɪ	214			
奈	奈	=_xlfn.CONCAT(E631,F631,G631)		n	ɐɪ	214			
獃	獃	=_xlfn.CONCAT(E632,F632,G632)		ŋ	ɐɪ	45			
呆	呆	=_xlfn.CONCAT(E633,F633,G633)		ŋ	ɐɪ	21			
礙	碍	=_xlfn.CONCAT(E634,F634,G634)		ŋ	ɐɪ	214			
哀	哀	=_xlfn.CONCAT(E635,F635,G635)		ŋ	ɐɪ	45			
埃	埃	=_xlfn.CONCAT(E636,F636,G636)		ŋ	ɐɪ	45			
愛	爱	=_xlfn.CONCAT(E637,F637,G637)		ŋ	ɐɪ	214			
艾	艾	=_xlfn.CONCAT(E638,F638,G638)		ŋ	ɐɪ	214			
藹	蔼	=_xlfn.CONCAT(E639,F639,G639)		ŋ	ɐɪ	42			
靄	霭	=_xlfn.CONCAT(E640,F640,G640)		ŋ	ɐɪ	42			
挨	挨	=_xlfn.CONCAT(E641,F641,G641)		ŋ	ɐɪ	45			
挨	挨	=_xlfn.CONCAT(E642,F642,G642)		ŋ	ɐɪ	21			
涯	涯	=_xlfn.CONCAT(E643,F643,G643)		ŋ	ɐɪ	21			
捱	捱	=_xlfn.CONCAT(E644,F644,G644)	動詞，表示拖延	ŋ	ɐɪ	21			
崖	崖	=_xlfn.CONCAT(E645,F645,G645)		ŋ	ɐɪ	21			
皚	皑	=_xlfn.CONCAT(E646,F646,G646)		ŋ	ɐɪ	21			
矮	矮	=_xlfn.CONCAT(E647,F647,G647)		ŋ	ɐɪ	42			
隘	隘	=_xlfn.CONCAT(E648,F648,G648)		ŋ	ɐɪ	214			
巖	岩	=_xlfn.CONCAT(E649,F649,G649)		ŋ	ɐɪ	21			
跛	跛	=_xlfn.CONCAT(E650,F650,G650)	跛子，跛腳杆	p	ɐɪ	45			
拜	拜	=_xlfn.CONCAT(E651,F651,G651)		p	ɐɪ	214			
擺	摆	=_xlfn.CONCAT(E652,F652,G652)		p	ɐɪ	42			
罷	罢	=_xlfn.CONCAT(E653,F653,G653)		p	ɐɪ	214			
稗	稗	=_xlfn.CONCAT(E654,F654,G654)		p	ɐɪ	214			
敗	败	=_xlfn.CONCAT(E655,F655,G655)		p	ɐɪ	214			
排	排	=_xlfn.CONCAT(E656,F656,G656)		pʰ	ɐɪ	21			
派	派	=_xlfn.CONCAT(E657,F657,G657)		pʰ	ɐɪ	214			
牌	牌	=_xlfn.CONCAT(E658,F658,G658)		pʰ	ɐɪ	21			
腮	腮	=_xlfn.CONCAT(E659,F659,G659)		s	ɐɪ	45			
賽	赛	=_xlfn.CONCAT(E660,F660,G660)		s	ɐɪ	214			
曬	晒	=_xlfn.CONCAT(E661,F661,G661)		s	ɐɪ	214			
大	大	=_xlfn.CONCAT(E662,F662,G662)	仅用于表语、亲属称谓中	tʰ	ɐɪ	42			
戴	戴	=_xlfn.CONCAT(E663,F663,G663)		t	ɐɪ	214			
貸	贷	=_xlfn.CONCAT(E664,F664,G664)		t	ɐɪ	214			
殆	殆	=_xlfn.CONCAT(E665,F665,G665)		t	ɐɪ	214			
待	待	=_xlfn.CONCAT(E666,F666,G666)		t	ɐɪ	214			
怠	怠	=_xlfn.CONCAT(E667,F667,G667)		t	ɐɪ	214			
代	代	=_xlfn.CONCAT(E668,F668,G668)		t	ɐɪ	214			
袋	袋	=_xlfn.CONCAT(E669,F669,G669)		t	ɐɪ	214或45			
呆	呆	=_xlfn.CONCAT(E670,F670,G670)	文讀	t	ɐɪ	45			
傣	傣	=_xlfn.CONCAT(E671,F671,G671)		t	ɐɪ	42			
帶	带	=_xlfn.CONCAT(E672,F672,G672)		t	ɐɪ	214			
胎	胎	=_xlfn.CONCAT(E673,F673,G673)		tʰ	ɐɪ	45			
態	态	=_xlfn.CONCAT(E674,F674,G674)		tʰ	ɐɪ	42			
態	态	=_xlfn.CONCAT(E675,F675,G675)		tʰ	ɐɪ	214			
臺	台	=_xlfn.CONCAT(E676,F676,G676)		tʰ	ɐɪ	21			
苔	苔	=_xlfn.CONCAT(E677,F677,G677)		tʰ	ɐɪ	21			
抬	抬	=_xlfn.CONCAT(E678,F678,G678)		tʰ	ɐɪ	21			
泰	泰	=_xlfn.CONCAT(E679,F679,G679)		tʰ	ɐɪ	214			
太	太	=_xlfn.CONCAT(E680,F680,G680)		tʰ	ɐɪ	214			
災	灾	=_xlfn.CONCAT(E681,F681,G681)		ts	ɐɪ	45			
栽	栽	=_xlfn.CONCAT(E682,F682,G682)		ts	ɐɪ	45			
宰	宰	=_xlfn.CONCAT(E683,F683,G683)		ts	ɐɪ	42			
載	载	=_xlfn.CONCAT(E684,F684,G684)		ts	ɐɪ	42			
再	再	=_xlfn.CONCAT(E685,F685,G685)		ts	ɐɪ	214			
載	载	=_xlfn.CONCAT(E686,F686,G686)		ts	ɐɪ	214			
在	在	=_xlfn.CONCAT(E687,F687,G687)		ts	ɐɪ	214			
齋	斋	=_xlfn.CONCAT(E688,F688,G688)		ts	ɐɪ	45			
債	债	=_xlfn.CONCAT(E689,F689,G689)		ts	ɐɪ	214			
寨	寨	=_xlfn.CONCAT(E690,F690,G690)		ts	ɐɪ	214			
猜	猜	=_xlfn.CONCAT(E691,F691,G691)		tsʰ	ɐɪ	45			
采	采	=_xlfn.CONCAT(E692,F692,G692)		tsʰ	ɐɪ	42			
睬	睬	=_xlfn.CONCAT(E693,F693,G693)		tsʰ	ɐɪ	42			
踩	踩	=_xlfn.CONCAT(E694,F694,G694)		tsʰ	ɐɪ	42			
彩	彩	=_xlfn.CONCAT(E695,F695,G695)		tsʰ	ɐɪ	42			
菜	菜	=_xlfn.CONCAT(E696,F696,G696)		tsʰ	ɐɪ	214			
裁	裁	=_xlfn.CONCAT(E697,F697,G697)		tsʰ	ɐɪ	21			
材	材	=_xlfn.CONCAT(E698,F698,G698)		tsʰ	ɐɪ	21			
才	才	=_xlfn.CONCAT(E699,F699,G699)		tsʰ	ɐɪ	21			
纔	纔	=_xlfn.CONCAT(E700,F700,G700)		tsʰ	ɐɪ	21			
財	财	=_xlfn.CONCAT(E701,F701,G701)		tsʰ	ɐɪ	21			
蔡	蔡	=_xlfn.CONCAT(E702,F702,G702)		tsʰ	ɐɪ	214			
豺	豺	=_xlfn.CONCAT(E703,F703,G703)		tsʰ	ɐɪ	21			
釵	钗	=_xlfn.CONCAT(E704,F704,G704)		tsʰ	ɐɪ	45			
差	差	=_xlfn.CONCAT(E705,F705,G705)		tsʰ	ɐɪ	45			
