语素	音标	注释
痛	tʰoŋ5	肚皮~：肚子疼
同	doŋ2	~学
铜	doŋ2	~钱：钱；~钱草：金钱草；~绿：铜锈
桐	doŋ2	梧~；~油
童	doŋ2	~男/~女：未生育男/女
瞳	doŋ2	~孔<读字>
桶	doŋ4	脚~：脚盆；睏~：老式婴儿床；~子桶：放零食等的容器
动	doŋ4	~气：生气；天摇地~：地震的旧称
筒	doŋ4	~子：麻将牌里的筒；电~：手电筒
洞	doŋ6	被空~：被窝；林屋~：西山地名
□	doŋ2/6	~宫=：肛门
□	noŋ1	~~：随便做做
拿	noŋ2	拿，用；把（介词）；~草：拔草
侬	noŋ2	<读字>
笼	loŋ2	蒸~；筷子~：筷笼（该环境中又读noŋ）
聋	loŋ2	~𦗭：聋子
胧	loŋ2	朦~
农	loŋ2	~民；~具家生：农具
脓	loŋ2	滚~/作~/拱~：化脓
隆	loŋ2	乾~；乌~~：黑灯瞎火
窿	loŋ2	穹~山：地名，苏州最高的山
龙	loŋ2	豁~：舞龙；划~船：划龙舟
咙	loŋ2	胡~：喉咙
砻	loŋ2	~糠爿：谷壳
垄	loŋ2	~头：田里种植作物高起来的地方；茶~
陇	loŋ2	~西
拢	loŋ4	上/紧，作补语，如：缩~/结~/闭~来/折~来
弄	loŋ6	~堂：巷子；~ soŋ22：捉弄
□	loŋ6	~大碗：最大的碗
糯	loŋ2/6	~米（又读noŋ）
棕	ʦoŋ1	~榈；~绷
鬃	ʦoŋ1	~毛
宗	ʦoŋ1	拜祖~/请祖~：拜祖先/供祖先
综	ʦoŋ1	~合
中	ʦoŋ1	~堂：三开间最中间的一间；红~：麻将里的中
忠	ʦoŋ1	赤心~良
衷	ʦoŋ1	~心；初~
钟	ʦoŋ1	
众	ʦoŋ1	~牲：畜生
盅	ʦoŋ1	酒~
终	ʦoŋ1	~于
□	ʦoŋ1	用力略大地放置
粽	ʦoŋ1ǃ	~子
众	ʦoŋ1	群~；示~22-44
总	ʦoŋ3	~归：老是；~算：终于
种	ʦoŋ3	~子；~猪；各~
肿	ʦoŋ3	~块
踪	ʦoŋ3	~迹；追~
中	ʦoŋ5	~风
纵	ʦoŋ5	往上跳；~横
种	ʦoŋ5	~菜；~秧：插秧
□	ʦoŋ9	钢~：铝
聪	ʦʰoŋ1	~明
匆	ʦʰoŋ1	~忙
葱	ʦʰoŋ1	胡~：大葱；仔~：小葱；洋~头：洋葱
囱	ʦʰoŋ1	烟~筒：烟囱；猪鼻~：猪鼻子
充	ʦʰoŋ1	
冲	ʦʰoŋ1	~坍：冲垮；~碰：冲突、相克
宠	ʦʰoŋ3h	
铳	ʦʰoŋ5	坍~：丢脸；放~：放空炮
𥅻	ʦʰoŋ5	打瞌~：打瞌睡
怂	ʦʰoŋ5	~恿
虫	ʣoŋ2	虫子；老~：老鼠；毛~：吃松树叶的毛毛虫
崇	ʣoŋ2	~明
从	ʣoŋ2	~来
重	ʣoŋ2	~阳；~庆
𪨊	ʣoŋ2	~/卵~（>zoŋ）：精液
重	ʣoŋ4	~视
仲	ʣoŋ4	范~淹；伯~
丛	ʣoŋ4	~书；树~
讼	ʣoŋ4	~师22-41，恶~师5-55-41：旧时专想坏点子，怂恿人打官司的讼师
颂	ʣoŋ4	~扬；歌~
从	ʣoŋ2	~容
松	soŋ1	轻~
嵩	soŋ1	~山
松	soŋ1	~树；~毛丝：松针
舂	soŋ1	~米
送	soŋ5	告~：告诉
宋	soŋ5	~朝
□	soŋ9	弄~：捉弄
□	soŋ9	mʊ22~子：蠓虫
诵	soŋ3	背~
公	koŋ1	阿~/~：丈夫之父；老~~：老爷子
工	koŋ1	上~/歇~：农民开始工作/结束工作；做长~：旧时的打工
弓	koŋ1	弹棉花用的弓
躬	koŋ1	事必亲~
宫	koŋ1	马城~、天妃~
恭	koŋ1	~请
攻	koŋ1	~击
功	koŋ1	~名；变成~：变成
供	koŋ1	~给；~应
巩	koŋ1	~固
供	koŋ5	~佛；~品
贡	koŋ5	~献；进~
拱	koŋ5	~起来44-33-21
□	koŋ9	洞=~：肛门
汞	koŋ1	水银，红~
空	kʰoŋ1	
恐	kʰoŋ3h	~龙
孔	kʰoŋ3h	面~：脸；屎~：肛门
控	kʰoŋ3h	~制；把~
空	kʰoŋ5	空闲
共	ɡoŋ4	一~/总~/~总：一共；~享
轰	hoŋ1	
烘	hoŋ1	烘、烤，~熟，~山薯：烤红薯
哄	hoŋ1	~骗
哄	hoŋ5	起~
翁	oŋ1	
蕹	oŋ1	~菜：空心菜
瓮	oŋ1	~中捉鳖
弘	oŋ2	~扬
宏	oŋ2	~大
红	oŋ2	早~/料~：橘子品种；~鱼：蒙古红鮊鱼；~头阿三：印度人的蔑称
虹	oŋ2	~桥
洪	oŋ2	~亮；~水
鸿	oŋ2	~鹤山：西山地名
齆	oŋ5	~鼻头：鼻塞
□	oŋ5	感到糟糕、窝囊
龚	ʨioŋ1	
穹	ʨʰioŋ1	~窿山（又读ʦʰoŋ）
琼	ʥioŋ2	
穷	ʥioŋ2	贫~
浓	ȵioŋ2	
绒	ȵioŋ2	~布；结~线：织毛衣；~线衫：毛衣
兄	ɕioŋ1	弟~：兄弟；老~：哥哥（背称）
凶	ɕioŋ1	吉~
胸	ɕioŋ1	~脯
泳	ioŋ1	游~
雍	ioŋ1	~正
庸	ioŋ1	中~
壅	ioŋ1	垩~：肥料
荣	ioŋ2	
萤	ioŋ2	~光
荥	ioŋ2	~阳
茔	ioŋ2	坟~
熊	ioŋ2	
雄	ioŋ2	公，~鸡/~牛/~猪/~猫/~狗
融	ioŋ2	~化；孔~
容	ioŋ2	~易；内~
溶	ioŋ2	~化
蓉	ioŋ2	芙~
熔	ioŋ2	~化
甬	ioŋ2	~道22-41
永	ioŋ3	~久牌
咏	ioŋ3	歌~
拥	ioŋ3	
勇	ioŋ3	
蛹	ioŋ3	<读字>
臃	ioŋ3	~肿
踊	ioŋ3	~跃（iɔ41）
涌	ioŋ3	~出来
用	ioŋ5	~心；~力；~铜钱：花钱
□	ioŋ3/5	~子凳：一种比骨牌凳略大的方凳
用	ioŋ6	~~；~弗着：不必；~场：用处
戎	ioŋ2	~马一生
茸	ioŋ2	鹿~
八	paʔ7	猪~戒
拔	baʔ8	~鸡毛
袜	maʔ8	袜子的统称，洋~：机器织的袜子
法	faʔ7	变戏~：变魔术
发	faʔ7	头~
发	faʔ7	~寒热：发烧；~三日头/~老鬼三：发疟疾
乏	vaʔ8	缺~
伐	vaʔ8	讨~
筏	vaʔ8	
阀	vaʔ8	军~
罚	vaʔ8	
□	vaʔ8	煮肉时起的泡沫
搭	taʔ7	和，并列连词、伴随介词；替，受益格标记；方位指示词后缀
答	taʔ7	回~；~应
瘩	taʔ7	疙~：挑剔
褡	taʔ7	~裢山：西山地名
□	taʔ7	沿=刮=~：鲇鱼
塔	tʰaʔ7h	白~湾、双~头：西山地名
塌	tʰaʔ7h	一~刮子：归里包堆；笃=壁~：倒立
搨	tʰaʔ7h	涂抹，~油/~粉
榻	tʰaʔ7h	藤~
遢	tʰaʔ7h	邋~：脏
蹋	tʰaʔ7h	糟~
澾	tʰaʔ7h	打滑~：打滑
□	tʰaʔ7h	拍头~团：打头顶或后脑勺部分
踏	daʔ8	踩；脚~车：自行车；骑，~脚~车
达	daʔ8	~月：临产
闼	daʔ8	~门：比门框矮两三尺的矮门；篾~
□	daʔ8	~子：用篾片编成的长席，用来围囤粮食，或铺在地上晒谷
捺	naʔ8	
呐	naʔ8	唢~
□	naʔ8	一~：拇指与食指间的距离
□	naʔ8	~hã21：怎么
癞	laʔ8	~痢头：癞痢
镴	laʔ8	锡~；银样~枪头：形容看着外表好但体质不好的，或丧失生殖功能的男人
蜡	laʔ8	~烛；~扦：烛台；贱~烛：形容很贱的、需要人敲打的人
腊	laʔ8	~月；~肉
邋	laʔ8	~遢
猎	laʔ8	
辣	laʔ8	~椒；~酱
□	laʔ8	拦，~人/~水
□	laʔ8	~i44/~里：在、正在
□	laʔ8	夹~子：腋下
扎	ʦaʔ7	~鞋底：纳鞋底；~墩：强壮
札	ʦaʔ7	
扎	ʦaʔ7	绑，~只鸡/猪
□	ʦaʔ7	~棋：下棋（或为“着”音变所致）
炸	ʦaʔ7	油~桧：油条
插	ʦʰaʔ7h	
察	ʦʰaʔ7h	勘~队；侦~
擦	ʦʰaʔ7h	摩~
霎	saʔ7	~眼睛：眨眼；逼=~眼：不停眨眼
萨	saʔ7	~达姆
杀	saʔ7	~鱼
煞	saʔ7	死（作补语），药~/沉~：毒死/淹死；程度高，如：急~：着急
□	saʔ7	塞、插，枪~勒=腰眼里：枪塞在腰间；枕=~：楔子
刹	saʔ7	
杂	zaʔ8	~货店
闸	zaʔ8	
煠	zaʔ8	水煮/清水煮（~带壳的鸡蛋）
铡	zaʔ8	~刀
□	zaʔ8	~搭：自说自话
□	zaʔ8	突然跑出
夹	kaʔ7	马~；~里：里子；~嘴舌：嚼舌根；铁~：铁牛；河泥~
隔	kaʔ7	~壁；一~四
□	kaʔ7	V~V：动词V尝试貌标记（或为“个”发生音变而来）
掐	kʰaʔ7h	促~：刁钻
□	kʰaʔ7h	节=~（子）：指甲（或为“甲kaʔ7”发生送气化音变而来）
轧	ɡaʔ8	拥挤，如：~闹猛：凑热闹；碾，~米
夹	ɡaʔ8	~子：燕尾夹
齾	ŋaʔ8	~价钱：砍价
呷	haʔ7	喝
瞎	haʔ7	~子
黑	haʔ7	<口语音>~壳蟹；~板；~头~里：黑漆漆；面孔~个：脸黑的
阿	aʔ7	亲属/人名前缀，~姐/~胡子；疑问副词，~好：好不好
鸭	aʔ7	鸭子
押	aʔ7	抵~；~金
盒	aʔ8	<训读“匣”>
狭	aʔ8	窄
匣	aʔ8	~子：盒子
□	aʔ8	也
峡	iaʔ8	三~
侠	iaʔ8	~客
刮	kuaʔ7	~猪毛，~胡子
括	kuaʔ7	~弧：括号
□	kuaʔ7	沿=~搭=：鲇鱼
□	kuaʔ7	语气词，[个啘]的合音
□	ɡuaʔ8	偶然听到，~着一声：偶然听到一声
豁	huaʔ7	~达
掝	huaʔ7	裂开/缺，碗~脱一块：碗缺了一块，~口：缺口，~嘴：兔唇
辖	huaʔ7	直~市；~区
□	huaʔ7	甩；~龙：舞龙；~筅：马桶刷；~拳：划拳；~虎跳：侧手翻
挖	uaʔ7	挖/掏，~耳朵子：耳挖
□	uaʔ7	远指/不定指语素，可单用（~小青年/~山沟沟），可置于量词前（~种人）
滑	uaʔ8	
猾	uaʔ8	狡~
划	uaʔ8	~自来火：划火柴
□	uaʔ8	捡：玻璃打烂啧要去~起来
曰	yaʔ8	
爸	pɑʔ7	阿~：父亲（面称）
百	pɑʔ7	~脚：蜈蚣；~页：豆腐皮；老~年：死的婉称
伯	pɑʔ7	老~~：伯父
柏	pɑʔ7	~树
擘	pɑʔ7	掰
珀	pɑʔ7	琥~
拍	pʰɑʔ7h	~照；~马屁
帕	pʰɑʔ7h	~斯卡定理
白	bɑʔ8	~跑；~颜色：白色；~菜；~虾；蛋~
陌	mɑʔ8	~生，~生人
麦	mɑʔ8	小~/大~/荞~/元~
脉	mɑʔ8	把~/搭~：把脉（后者医生用语）；有数~：有数
□	mɑʔ8	~~生/着~生/着~能：突然
栏	lɑʔ9	栅~
着	ʦɑʔ7	穿，~衣裳：穿衣服；~腻：勾芡
酌	ʦɑʔ7	~客酒：婚礼最后一天夜里请关系好的来吃的酒，一家只能出一人，不用出礼
窄	ʦɑʔ7	<读字>（又读ʦaʔ7，狭~）
只	ʦɑʔ7	量词，个/只，几~；量词，张，一~台子：一张桌子
摘	ʦɑʔ7	~篮；~耙；~钩（头）：钩子
绰	ʦʰɑʔ7h	~号
焯	ʦʰɑʔ7h	水煮/清水煮；~虾/~毛虾：青虾
拆	ʦʰɑʔ7h	拆；排泄，~屁/~屎/~尿；~字：测字
坼	ʦʰɑʔ7h	因开裂产生的缝，迸~：裂缝；裂开
策	ʦʰɑʔ7h	~略
册	ʦʰɑʔ7h	
赤	ʦʰɑʔ7h	~豆：红豆；~糖：红糖；~骨碌=：赤膊
尺	ʦʰɑʔ7h	
□	ʦʰɑʔ7h	两人用手抬
□	ʦʰɑʔ7h	~弗通：讲不通（道理）
着	ʣɑʔ8	~前日：大前天；~实：实在、老实、地道
掷	ʣɑʔ8	~骰子：扔色子
刷	sɑʔ7	~牙子：刷牙；板~；牙~
栅	sɑʔ7	~栏；~板/塞板：塞板，店铺临街一面作用像门的木板
□	sɑʔ7	条状的菜垄，起~头：开辟条状菜垄
芍	zɑʔ8	~药
若	zɑʔ8	唤指东村~比邻
弱	zɑʔ8	~点
泽	zɑʔ8	震~、盛~：吴江地名；~山：太湖岛屿
宅	zɑʔ8	开~脚；~基地；东~河头、金~：西山地名，后者今写为“铎”
石	zɑʔ8	~头/~子/青~/磨~；~公山：西山地名
硕	zɑʔ8	~放：无锡地名
□	zɑʔ8	~介（kɑʔ）：这样/那样，这么/那么
□	zɑʔ8	老~poʔ31：大型的青壳或黑壳青蛙
格	kɑʔ7	~式；资~；人~
隔	kɑʔ7	
客	kʰɑʔ7h	~气；~人；~堂间：小客厅；~猪：外面买的猪
额	ŋɑʔ8	~骨头：额头；面~：脸颊/腮帮子
□	ŋɑʔ8	松动、摇晃，~动：摇动
吓	hɑʔ7	吓；怕，覅~：别怕；一~：吃惊
压	ɑʔ7	
掠	liɑʔ8	翻理头发的动作；~夺
略	liɑʔ8	策~；战~；侵~
爵	ʦiɑʔ7h	~位
雀	ʦʰiɑʔ7h	寻~丝：找茬儿
鹊	ʦʰiɑʔ7h	鸦~：喜鹊
削	siɑʔ7	~草；~锄：削草的农具；~水远：打水漂
嚼	ziɑʔ8	~白舌：嚼舌根；~符：瞎说、说着玩儿
甲	ʨiɑʔ7	天干第一
脚	ʨiɑʔ7	~布；日~：日子；~~头：渣滓
□	ʨiɑʔ7	~子斑：雀斑
□	ʨiɑʔ7	麦~条：一种食物
嗄	ʨiɑʔ7	句末询问语气词
洽	ʨʰiɑʔ7h	~谈
恰	ʨʰiɑʔ7h	~好
却	ʨʰiɑʔ7h	~是
着	ʥiɑʔ8	~末（moʔ8）：末尾（又音ʣɑʔ8）
捏	ȵiɑʔ8	
箬	ȵiɑʔ8	~帽：斗笠；~叶
疟	ȵiɑʔ8	发~疾
虐	ȵiɑʔ8	~待
匿	ȵiɑʔ8	~名信
约	iɑʔ7	大~摸=（moʔ/mʊ）张=/大~摸=（moʔ/mʊ）子：大约
协	iɑʔ8	政~；协助2-41
药	iɑʔ8	吃~；山~；~煞：毒死；酒~子：酒曲；~圆：药丸
钥	iɑʔ8	~匙
跃	iɑʔ8	活~
拨	pəʔ7	给，给予动词/与格标记；被，被动标记
不	pəʔ7	无~：没有，存在否定
□	pəʔ7	呆~哥=：珠颈斑鸠
泼	pʰəʔ7h	<读字>
魄	pʰəʔ7h	魂~；气~
迫	pʰəʔ7h	~害；压~
帛	pʰəʔ7	财~；~金
泊	pʰəʔ7h	水~梁山（又读pʰɑʔ7h）
泊	pʰəʔ7h	停~
葡	bəʔ8	~萄
鼻	bəʔ8	~头：鼻子；~头管：鼻孔；~涕
别	bəʔ8	~场化/~个/~人：别处/别的/别人
孛	bəʔ8	~相：玩，~相家生/~相人：玩具/游手好闲的人；好~相/讲~相：好玩/聊天
荸	bəʔ8	~荠
勃	bəʔ8	~鸽：鸽子
□	bəʔ8	~过去：回过头去
□	bəʔ8	纠缠；~清爽：搞清楚
□	bəʔ8	~癗头：痘痘
末	məʔ8	~伏；词缀，搿=~/难=~：那么/然后、接着
沫	məʔ8	泡~
抹	məʔ8	~杀
茉	məʔ8	~莉花
没	məʔ8	淹，~脱：淹掉；遮~：遮住
物	məʔ8	~事：东西；小吃（ʧʰəʔ7h）~事：零食
墨	məʔ8	~水/~汁；~斗
默	məʔ8	~许
弗	fəʔ7	不，否定词
勿	fəʔ7	~以恶小而为之（训读“弗”）
佛	vəʔ8	
物	vəʔ8	唯~主义；~质
掇	təʔ7	端，~凳子
得	təʔ7	补语标记，搭~着：够得着；词缀，会~/记~/好~/晓~
德	təʔ7	道~
□	təʔ7	~头：点头
□	təʔ7	拿、寄，搭我~个廿块洋钱来：给我拿二十块钱来
脱	tʰəʔ7h	掉，完结体标记，多跟在消失/消极义谓词后，如：馊~/逃~/烂~
忒	tʰəʔ7h	~/~介：太
蜕	tʰəʔ7h	~变23-21
沓	dəʔ8	量词，叠，一~报纸
夺	dəʔ8	抢夺，~地
突	dəʔ8	~出
凸	dəʔ8	
特	dəʔ8	~种；~供
□	dəʔ8	~嘴：结巴
□	dəʔ8	四面~圞：四周一圈
纳	nəʔ8	出~；~税
□	nəʔ8	鸡~筋：鸡胗肝里的膜，可治积食
呢	nəʔ0	语气词
捋	ləʔ8	~桑叶
肋	ləʔ8	~棚骨：肋骨
勒	ləʔ8	希特~
□	ləʔ8	在，存在动词/进行体标记/持续体标记，~海=/~上（lɑ̃）：在
只	ʦəʔ7	~/~有：只/只有
卒	ʦəʔ7	
则	ʦəʔ7	规~
侧	ʦəʔ7	~睏：侧着睡；~刀：立刀旁
责	ʦəʔ7	~任
啧	ʦəʔ7	完整体/完成体标记，犯~错误/寻着~：犯了错误/找到了
恻	ʦəʔ7	~隐之心
撮	ʦʰəʔ7h	~一点烟；
焌	ʦʰəʔ7h	火~子：纸媒儿
黢	ʦʰəʔ7h	乌~~/黑~~：黑乎乎
出	ʦʰəʔ7h	~来/~去，也作补语
测	ʦʰəʔ7h	国~总局
□	ʦʰəʔ7h	~~软：很软
□	ʣəʔ8	溅，~出来
涩	səʔ7	
撒	səʔ7	~化肥/~盐
瑟	səʔ7	萧~
虱	səʔ7	壁~：臭虫；头~：头发里的虱子；白~：身上的虱子；跳~：跳蚤
率	səʔ7	~领
摔	səʔ7	<读字>
塞	səʔ7	~砧/~头/~子：塞子；~板
色	səʔ7	颜~，栗壳~/橘黄颜~：棕色/橙色；货~
□	səʔ7	稻~头/麦~头：稻穗/麦穗
□	səʔ7	散，鞋带~脱啧：鞋带散了
杂	zəʔ8	肚~：动物内脏；~割乱拌：乱七八糟
贼	zəʔ8	~骨头：小偷
泽	zəʔ8	毛~东；震~县（又读ʒəʔ8）
择	zəʔ8	选~
□	zəʔ8	毒虫叮咬，~着一口
褶	ʧəʔ7	~皱
执	ʧəʔ7	~照
汁	ʧəʔ7	墨~
哲	ʧəʔ7	~学
折	ʧəʔ7	折叠，~纸
折	ʧəʔ7	~头：折扣
浙	ʧəʔ7	~江
窒	ʧəʔ7	~息；实~：实心，实实~~：形容填满没有空隙的样子
拙	ʧəʔ7	~政园
质	ʧəʔ7	~量
织	ʧəʔ7	编~
职	ʧəʔ7	~业
彻	ʧʰəʔ7h	贯~；透~
澈	ʧʰəʔ7h	清~
撤	ʧʰəʔ7h	~退
出	ʧʰəʔ7h	~脱：使（容器等内的东西）空；冒出，~烟/嫩芽~出来；~会：办庙会
赤	ʧʰəʔ7h	~佬：鬼（又读ʦʰəʔ7h）；~卵：光下身；~卵弟兄：从小就在一起的朋友
斥	ʧʰəʔ7h	排~
吃	ʧʰəʔ7h	小~物事：零食；拚死~河豚
辙	ʧʰəʔ7h	南辕北~
蛰	ʤəʔ8	惊~；海~（<ʒəʔ）头：海蜇
侄	ʤəʔ8	阿~/~儿子：侄子；~囡儿：侄女
术	ʤəʔ8	~语；艺~（<ʒəʔ）；算~（<ʒəʔ）（“手~间”中>zoʔ）
术	ʤəʔ8	白~
述	ʤəʔ8	叙~；~职
直	ʤəʔ8	~接；甪~：原吴县地名
值	ʤəʔ8	~钱：喜爱/疼爱（小孩）
摄	ʃəʔ7	~影
湿	ʃəʔ7	潮~；掮~木梢：上当受骗、受人利用、被当枪使
十	ʃəʔ7	整十数中的读音，如：几~/三~/一百五~
设	ʃəʔ7	建~；摆设
刷	ʃəʔ7	泥~匠：泥水匠/瓦匠；~帚：锅刷
说	ʃəʔ7	~梦话；~符/~鬼话：说谎
失	ʃəʔ7	~业
室	ʃəʔ7	办公~
识	ʃəʔ7	~相；知~
式	ʃəʔ7	格~
饰	ʃəʔ7	装~品
适	ʃəʔ7	~意：舒服
释	ʃəʔ7	解~
□	ʃəʔ7	~糕：方糕
涉	ʒəʔ8	
十	ʒəʔ8	~二；~日天：十天
什	ʒəʔ8	~么<读字>
拾	ʒəʔ8	~金不昧
入	ʒəʔ8	收~
舌	ʒəʔ8	~头；小~头：小舌
折	ʒəʔ8	~脚：瘸子
秩	ʒəʔ8	~序
实	ʒəʔ8	老~头：老实人
日	ʒəʔ8	~本
食	ʒəʔ8	~指；零~；~毒：妒忌、见不得人好，可带宾语
蚀	ʒəʔ8	~本：亏本；拆~：吃亏
殖	ʒəʔ8	繁~（“生~器”中又读zəʔ8）
植	ʒəʔ8	~物；~里：西山地名
石	ʒəʔ8	~榴
□	ʒəʔ8	~毒：妒忌
个	kəʔ7	几~；的，结构助词
合	kəʔ7	体积单位，十~为一升
佮	kəʔ7	~淘：搭伴；~桌：拼桌；~算：合算；~一爿店：合开一家店
鸽	kəʔ7	勃~：鸽子
割	kəʔ7	阉割
葛	kəʔ7	~家坞：西山地名
嗝	kəʔ7	打~
格	kəʔ7	黑~尔；恩~斯
革	kəʔ7	~命
疙	kəʔ7	~瘩：挑剔
□	kəʔ7	鱼~鳃：鱼鳃
□	kəʔ7	季=~浪=：激浪鱼
□	kəʔ7	~蜢：蚱蜢/中华剑角蝗
磕	kʰəʔ7h	~头
瞌	kʰəʔ7h	打~𥅻：打瞌睡
渴	kʰəʔ7h	
刻	kʰəʔ7h	时~表；一~钟：十五分钟
刻	kʰəʔ7h	~图书：盖章
克	kʰəʔ7h	~勤~俭；~己
栲	kʰəʔ7h	~栳：用柳条或竹篾编成的盛物用具
咳	kʰəʔ7h	百日~
搿	ɡəʔ8	夹（在腋下）；~牢：用双手抱住
□	ɡəʔ8	近指语素，~只/~搭：这个/这里；远指语素：~辰光/~年子：那时候/前年
核	ŋəʔ8	审~；~酸
扤	ŋəʔ8	捡、拾
□	ŋəʔ8	紧抓/紧捏，如：排骨~手里，拨人~牢啧只卵：指被人拿捏、抓住把柄
喝	həʔ7	吃~嫖赌
喝	həʔ7	吆~
黑	həʔ7	~鱼；~眼地边蛇：蝮蛇
赫	həʔ7	~鲁晓夫
厄	əʔ7	~运
扼	əʔ7	<读字>
合	əʔ8	~并
阖	əʔ8	~第
瘪	pieʔ7	凹、扁、瘪；吃~：说不过/打不过；~嘴团：本地食物
鳖	pieʔ7	<读字>
憋	pieʔ7	~气
笔	pieʔ7	毛~/钢~/铅~
滗	pieʔ7	挡住渣滓或泡着的东西把液体倒出，~干
毕	pieʔ7	~业
必	pieʔ7	~须
逼	pieʔ7	~霎眼：不停眨眼
碧	pieʔ7	~螺春：本地产绿茶
壁	pieʔ7	~虎；隔~
璧	pieʔ7	和氏~
□	pieʔ7	烟~子：烟袋
□	pieʔ7	~过/~道：不过
撇	pʰieʔ7h	~躁：麻利
匹	pʰieʔ7h	一~马
辟	pʰieʔ7h	精~
僻	pʰieʔ7h	偏~
霹	pʰieʔ7h	响~雳：霹雳
劈	pʰieʔ7h	~柴；~刀；~对：正对
鼻	bieʔ8	耳~喉科
枇	bieʔ8	~杷
弼	bieʔ8	任~时
别	bieʔ8	扭，~伤：扭伤；别扭；~调：倔强
蹩	bieʔ8	~脚：差劲
堛	bieʔ8	液体或固液混合物凝结成的块，也可作量词，血~~：淤血
别	bieʔ8	~针；~支笔
灭	mieʔ8	消~
篾	mieʔ8	~席：竹席；~匠：竹匠
蔑	mieʔ8	~称
密	mieʔ8	~西西比河
蜜	mieʔ8	~蜂；~糖：蜂蜜；黄岩~橘
觅	mieʔ8	为特定目的、费心费力地寻找
□	mieʔ8	大~节=头/小~节=头：大拇指/小拇指；卵~节=头：中指的粗俗称呼
跌	tieʔ7	跌倒，~跤：摔跤
的	tieʔ7	目~
扚	tieʔ7	用两指指尖轻掐，~嫩芽
滴	tieʔ7	~水瓦
嫡	tieʔ7	~亲
帖	tʰieʔ7h	中药的量词，一~药
贴	tʰieʔ7h	~邮票/~条子/~膏药
铁	tʰieʔ7h	钢~；~锈；~牛；生~镬子：饭锅/菜锅
踢	tʰieʔ7h	~绢~：踢毽子
剔	tʰieʔ7h	
□	tʰieʔ7h	~牙子：拔牙
叠	dieʔ8	~~布：袼褙（做鞋用）
碟	dieʔ8	~子
蝶	dieʔ8	蝴~
谍	dieʔ8	间~
迭	dieʔ8	更~
笛	dieʔ8	笛子
敌	dieʔ8	~国
狄	dieʔ8	~青
荻	dieʔ8	
涤	dieʔ8	洗~；~纶
□	dieʔ8	~为：特地/故意
立	lieʔ8	站；~春/~夏/~秋/~冬
笠	lieʔ8	戴~
粒	lieʔ8	颗，量词；饭~子：饭粒；~屑/~屑坛：垃圾/垃圾桶（老派说法）
列	lieʔ8	以色~
烈	lieʔ8	热~
裂	lieʔ8	
捩	lieʔ8	拧（~一把/~人）；绞~棒：麻花；~锥：锥子
劣	lieʔ8	
栗	lieʔ8	~子：板栗
律	lieʔ8	法~
率	lieʔ8	频~
力	lieʔ8	省~：轻松；用~
历	lieʔ8	简~；~史
历	lieʔ8	~本：日历；黄~/阴~/阳~
沥	lieʔ8	过滤；沥（~水），~~干
雳	lieʔ8	响霹~：霹雳
接	ʦieʔ7	~生
节	ʦieʔ7	季~；~气；过~：祭祖；~~高：竹制挂架
疖	ʦieʔ7	热~头
即	ʦieʔ7	~目快：大概即将
鲫	ʦieʔ7	~鱼
唧	ʦieʔ7	~蛉子：金蛉
积	ʦieʔ7	囤~
迹	ʦieʔ7	脚~印：脚印；痕~
脊	ʦieʔ7	屋~；背梁~骨：脊梁
绩	ʦieʔ7	成~
际	ʦieʔ7	实~（<ʦi）寺：西山寺庙名
□	ʦieʔ7	~头（子）：手指；~掐=子
□	ʦieʔ7	~馒头：膝盖
妾	ʦʰieʔ7h	小~
缉	ʦʰieʔ7h	通~
辑	ʦʰieʔ7h	逻~
切	ʦʰieʔ7h	~菜刀：菜刀
窃	ʦʰieʔ7h	~听
七	ʦʰieʔ7h	~月半：中元节
漆	ʦʰieʔ7h	~匠
戚	ʦʰieʔ7h	~家场：西山地名
□	ʦʰieʔ7h	老~ kʰən31：身上的污垢
□	ʦʰieʔ7h	捉~子：丢沙包
薛	sieʔ7	
泄	sieʔ7	发~
屑	sieʔ7	骨~：骨髓；木~；头~
雪	sieʔ7	小~/大~；~珠：霰子；~茄
悉	sieʔ7	熟~
膝	sieʔ7	<读字>
戌	sieʔ7	地支第十一
恤	sieʔ7	抚~金（又读ɕyəʔ7）
息	sieʔ7	利~；信~
熄	sieʔ7	~火；~灭
昔	sieʔ7	~年黄土化飞尘
惜	sieʔ7	
锡	sieʔ7	无~；~箔
析	sieʔ7	分~
晰	sieʔ7	清~
啬	sieʔ7	吝~鬼
捷	zieʔ8	~径
集	zieʔ8	~体
习	zieʔ8	~惯
袭	zieʔ8	沿~；抄~
截	zieʔ8	锯，~木头
绝	zieʔ8	~对
疾	zieʔ8	发疟~；~苦
席	zieʔ8	草~/篾~：草席/竹席；枕~：盖在枕头上的席子
夕	zieʔ8	~照陈家坞沉藏
籍	zieʔ8	书~；祖~；~贯
寂	zieʔ8	~寞
□	zieʔ8	拧（~螺丝/瓶盖）；~螺：头发旋（疑为“旋zie2”的促化读音）
劫	ʨieʔ7	~持；浩~
挟	ʨieʔ7	夹（~菜）
荚	ʨieʔ7	豆~
急	ʨieʔ7	~脾气：急性子；~煞：着急
级	ʨieʔ7	阶~；班~
给	ʨieʔ7	自~自足
孑	ʨieʔ7	~孓
结	ʨieʔ7	系，~鞋带；拴，~绳；扣，~钮子；~冰；~石
洁	ʨieʔ7	简~
䥛	ʨieʔ7	镰刀
桔	ʨieʔ7	~梗
吉	ʨieʔ7	丘~尔
