使用綠色的								#客	#客	#闽南		藍色是鸡老师抄的									
id	注释	单字	番禺市桥	天河石牌	花都炭步	从化吕田	增城荔城	花都梯面	白云太和	南沙东涌		番禺市橋	天河石牌	花都文崗	從化獅象	增城荔城	白雲人和	黃埔蘿崗	南沙黃閣		issame
989	水～	缸	kɔŋ53	kɔŋ53	kɔŋ55		kɔŋ55	kɔŋ34	kɔŋ33	kəŋ33											
990	～人	各	kɔk3	kɔk3	kɔk3	kɔk3	kɔk3	kɔk32	kɔk21	kak21		kɔk33	kɔk33	kɔk33	kɔk33	kɔk33	kɔk33	kɔk33	kɔk33		番禺, 天河, 花都, 从化, 增城
991	健～	康	hɔŋ53	hɔŋ53	hɔŋ55	hɔŋ55	hɔŋ55	hɔŋ34	kʰɔŋ33	kʰaŋ33											
992	谷～	糠	hɔŋ53	hɔŋ53	hɔŋ55	hɔŋ53	hɔŋ55	hɔŋ34	hɔŋ33	kʰəŋ33											
993	反～，～战	抗	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ55	kʰɔŋ51	kʰaŋ12		kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ23		1
994	～首挺胸，气～～	昂	ɔŋ31	ŋɔŋ21	ŋɔŋ21	ŋɔŋ22	ŋɔŋ21		ŋɔŋ51	ŋɔ̃35											
995	银～	行	hɔŋ31	hɔŋ21	hɔŋ21	hɔŋ22	hɔŋ21	hɔŋ21	hɔŋ22	haŋ55											
996	善～，～霸	惡	ɔk3	ŋɔk3	ŋɔk3	ɔk5	ŋɔk3	ɔk32	ɔk21	ak21											
997	姑～	娘	lœŋ31	lɔŋ21	lœŋ21	lœŋ22	nœŋ21	liɔŋ21	ŋiɔŋ22	niɔ̃55		lœŋ31	lɔŋ21	lœŋ21	lœŋ22	nœŋ21	nœŋ21	lœŋ21	lɔŋ21		1
998	天～	凉	lœŋ31	lɔŋ21	lœŋ21	lœŋ22	lœŋ21	liɔŋ21	liɔŋ22	liaŋ55											
999	～个	兩	lœŋ13	lɔŋ34	lœŋ34	lœŋ22	lœŋ13	liɔŋ42	liɔŋ31	nɔ̃35											
1000	半斤八～	兩	lœŋ13	lɔŋ34	lœŋ34	lœŋ35	lœŋ13	liɔŋ34	liɔŋ33	liaŋ51											
1001	数～	量	lœŋ22	lɔŋ22	lœŋ32	lœŋ31	lœŋ21	liɔŋ55	liɔŋ51	liaŋ35		lœŋ22	lɔŋ22	lœŋ32	lœŋ31	lœŋ21	lœŋ21	lœŋ41	lɔŋ31		1
1002	省～	略	lœk2	lɔk2	lœk2	lœk2	lœk2	liɔk5	liɔk5	lɔʔ5											
1003	豆～，～糊	漿	tʃœŋ53	tʃɔŋ53	tʃœŋ55	tœŋ53	tʃœŋ55	tsiɔŋ55	tsiɔŋ33	tsiɔ̃33											
1004	～金，得～	獎	tʃœŋ35	tʃɔŋ25	tʃœŋ25	tœŋ35	tʃœŋ35	tsiɔŋ42	tsiɔŋ31	tsiaŋ51											
1005	沙茶～，辣椒～	醬	tʃœŋ33	tʃɔŋ33	tʃœŋ33	tʃœŋ33	tʃœŋ33	tsiɔŋ55	tsiɔŋ51	tiɔ̃12											
1006	麻～，～斑	雀	tʃœk5	tʃɔk5	tʃœk2	tœk5	tʃœk3		tsiɔk21	tsiak21											
1007	手～	槍	tʃʰœŋ55	tʃʰɔŋ55	tʃʰœŋ55	tʰœŋ55	tʃʰœŋ55	tsʰiɔŋ34	tsʰiɔŋ33	tsʰiɔ̃33											
1008	～劫	搶	tʃʰœŋ35	tʃʰɔŋ25	tʃʰœŋ25	tʰœŋ35	tʃʰœŋ35	tsʰiɔŋ42	tsʰiɔŋ31	tsʰiɔ̃51											
1009	～壁	牆	tʃʰœŋ31	tʃʰɔŋ21	tʃʰœŋ21		tʃʰœŋ21	tsʰiɔŋ21	tsʰiɔŋ22	tsʰiɔ̃55											
1010	皮～	箱	ʃœŋ55	ʃɔŋ55	ʃœŋ55	ʃœŋ35	ʃœŋ55	siɔŋ34	siɔŋ33	siɔ̃33											
1011	～法，思～	想	ʃœŋ35	ʃɔŋ25	ʃœŋ25	ʃœŋ35	ʃœŋ35	siɔŋ42	siɔŋ31	siɔ̃35											
1012	～皮，剥～	削	ʃœk3	ʃɔk3	ʃœk3	ʃɔk3	ʃœk3		siɔk21	siak21		ʃœk33	ʃɔk33	ʃœk33	ʃɔk33	ʃœk33	ʃœk33	ʃœk33	ʃɔk33		番禺, 天河, 花都, 从化, 增城
1013	～细	詳	tʃʰœŋ31	tʃʰɔŋ21	tʃʰœŋ21	tʃʰœŋ22	tʃʰœŋ21	tsʰiɔŋ21	siɔŋ22	siaŋ55											
1014	气～	象	tʃœŋ22	tʃɔŋ31	tʃœŋ32	tœŋ31	tʃœŋ31	tsʰiɔŋ55	siɔŋ51	tsiaŋ35											
1015	大～	象	tʃœŋ22	tʃɔŋ31	tʃœŋ32	tœŋ31	tʃœŋ31	siɔŋ55	siɔŋ51	tsʰiɔ̃35											
1016	好～，相～	像	tʃœŋ22	tʃɔŋ31	tʃœŋ32	tʰœŋ33	tʃœŋ31	tsʰi55	siɔŋ51	siaŋ35											
1017	紧～；姓；装东西	張	tʃœŋ53	tʃɔŋ53	tʃœŋ55	tʃœŋ53	tʃœŋ55	tʃɔŋ34	ʧɔŋ33	tsiaŋ33											
1018	生～，省～	長	tʃœŋ35	tʃɔŋ25	tʃʰœŋ21	tʃœŋ35	tʃœŋ35	tʃʰɔŋ21	tʃɔŋ31	tsiaŋ51											
1019	～肚，膨～	脹	tʃœŋ33	tʃɔŋ33	tʃœŋ33	tʃœŋ33	tʃœŋ33	tʃɔŋ55	tʃɔŋ51	tsaŋ12											
1020	～衫（穿衣服）	着	tʃœk2	tʃɔk2	tʃœk2	tʃœk3	tʃœk3	tʃɔk32	tʃɔk21	tioʔ5											
1021	～期，～短	長	tʃʰœŋ31	tʃʰɔŋ21	tʃʰœŋ21	tʃʰœŋ22	tʃʰœŋ21	tʃʰɔŋ21	tʃʰɔŋ22	tsʰiaŋ55											
1022	三丈	丈	tʃœŋ22	tʃɔŋ31	tʃœŋ32	tʃœŋ31	tʃœŋ31	tʃʰɔŋ55	tʃʰɔŋ51	tsiaŋ35											
1023	～火	着	tʃœk2	tʃɔk2	tʃœk2	tʃʰœk3	tʃœk2	tʃʰɔk5	tʃʰɔk5	tioʔ5											
1024	假～	裝	tʃɔŋ55	tʃɔŋ53	tʃɔŋ55	tʃɔŋ55	tʃɔŋ55	tsɔŋ34	tʃɔŋ33	tsiaŋ33											
1025	强～	壯	tʃɔŋ33	tʃɔŋ33	tʃɔŋ33	tʃɔŋ55	tʃɔŋ33	tsɔŋ55	tsɔŋ51	tsaŋ12											
1026	眠～	牀	tʃʰɔŋ31	tʃʰɔŋ21	tʃʰɔŋ21	tʃʰɔŋ22	tʃʰɔŋ21	tsʰɔŋ21	tsʰɔŋ22	tsʰəŋ55											
1027	告～，～元，～态	狀	tʃɔŋ22	tʃɔŋ31	tʃɔŋ32	tʃɔŋ31	tʃɔŋ31	tsɔŋ55	tsʰɔŋ51	tsəŋ33											
1028	落～，～降	霜	ʃœŋ53	ʃɔŋ53	ʃœŋ55	ʃɔŋ53	ʃœŋ55	sɔŋ34	sɔŋ33	səŋ33											
1029	～快，直～	爽	ʃɔŋ35	ʃɔŋ25	ʃɔŋ25	ʃɔŋ35	ʃɔŋ35	sɔŋ42	sɔŋ31	suaŋ51											
1030	姓；文～	章	tʃœŋ53	tʃɔŋ53	tʃœŋ55	tʃœŋ55	tʃœŋ55	tʃɔŋ34	tʃɔŋ33	tsiaŋ33											
1031	巴～，～握	掌	tʃœŋ35	tʃɔŋ25	tʃœŋ25	tʃœŋ35	tʃœŋ35	tʃɔŋ42	ʧɔŋ31	tsiɔ̃51											
1032	～长	廠	tʃʰɔŋ35	tʃʰɔŋ25	tʃʰɔŋ25	tʃʰɔŋ35	tʃʰɔŋ35	tʃʰɔŋ42	tʃʰɔŋ31	tsʰiaŋ51											
1033	～歌	唱	tʃʰœŋ33	tʃʰɔŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰɔŋ55	tʃʰɔŋ51	tsʰiaŋ12		tʃʰœŋ33	tʃʰɔŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰœŋ33	tʃʰɔŋ23		1
1034	受～	傷	ʃœŋ53	ʃɔŋ53	ʃœŋ55	ʃœŋ53	ʃœŋ55	ʃɔŋ34	ʃɔŋ33	siɔ̃33											
1035	欣～，～金	賞	ʃœŋ35	ʃɔŋ25	ʃœŋ25	ʃœŋ35	tʃœŋ35	ʃɔŋ42	ʃɔŋ31	siɔ̃51											
1036	经～，～识；姓	常	ʃœŋ31	ʃɔŋ21	ʃœŋ21	ʃœŋ22	ʃœŋ21	ʃɔŋ21	ʃɔŋ22	siɔ̃55											
1037	～山[动]	上	ʃœŋ33	ʃɔŋ22	ʃœŋ34	ʃœŋ33	ʃœŋ31		ʃɔŋ51	tsiɔ̃35											
1038	～背[方位]；～海（地名）	上	ʃœŋ22	ʃɔŋ22	ʃœŋ34	ʃœŋ31	ʃœŋ31	ʃɔŋ34	ʃɔŋ31	siaŋ35											
1039	饭～	勺	hɔk3		tʃʰœk3	hɔk5	hɔk3	ʃɔk5	ʃɔk5	si55											
1040	瓜～	瓤	lɔŋ31		pʰiu33	lɔŋ22	nɔŋ21	lɔŋ21	lɔŋ22	hiɔ33											
1041	～位	讓	jœŋ22	jɔŋ22	jœŋ32	zɔŋ31	jœŋ31	ɡiɔŋ55	iɔŋ51	niɔ̃22											
1042	～点	弱	jœk2	jɔk2	jœk2	zɔk3	jœk2	jiɔk5	ŋiɔk5	ʣiak5		jœk33	jɔk22	jœk22	zɔk33	jœk22	jœk22	jœk33	jɔk31		番禺, 天河, 花都, 从化, 增城
1043	～糖	薑	kœŋ53	kɔŋ53	kœŋ55	kɔŋ53	kœŋ55	kiɔŋ34	kiɔŋ33	kiɔ̃33											
1044	赤～	腳	kœk3	kɔk3	kœk3	kɔk5	kœk3	kiɔk32	kiɔk21	kʰa33											
1045	～大，坚～	強	kʰœŋ31	kʰɔŋ21	kʰœŋ21	kʰœŋ22	tʃʰœŋ21	kʰiɔŋ21	kʰiɔŋ22	kʰiaŋ55											
1046	退～，～步	卻	kʰœk3	kʰɔk3	kʰœk3	kʰœk3	kʰœk3	tsit32	kʰiɔk21	kʰueʔ21											
1047	～视	仰	jœŋ13	jɔŋ34	jœŋ34	ŋɔŋ33	jœŋ13		ŋiɔŋ31	iaŋ51											
1048	～味，烧～；～港（地名）	香	hœŋ53	hɔŋ53	hœŋ55	hœŋ53	hœŋ55	ʃiɔŋ34	ʃiɔŋ33	hiaŋ33		hœŋ53	hɔŋ53	hœŋ55	hœŋ53	hœŋ55	hœŋ53	hœŋ55	hɔŋ55		1
1049	音～	響	hœŋ35	hɔŋ25	hœŋ25	hœŋ35	hœŋ35	ʃiɔŋ42	ʃiɔŋ31	hiaŋ51											
1050	～东	向	hœŋ33	hɔŋ33	hœŋ33		hœŋ33	ʃiɔŋ55	ʃiɔŋ51	hiaŋ12		hœŋ33	hɔŋ33	hœŋ33	hœŋ33	hœŋ33	hœŋ33	hœŋ33	hɔŋ23		
1051	插～，～苗	秧	jœŋ53	jɔŋ53	jœŋ55	zœŋ53	jœŋ55	jiɔŋ34	iɔŋ33	iɔ̃33											
1052	大～，～会	約	jœk3	jɔk3	jœk2	zɔk3	jœk3	jiɔk32	iɔk21	iɔʔ21											
1053	羊	羊	jœŋ31	jɔŋ21	jœŋ21	zɔŋ22	jœŋ21	jiɔŋ21	iɔŋ22	iɔ̃55											
1054	培～，～猪	養	jœŋ13	jɔŋ34	jœŋ34	zɔŋ33	jœŋ13	jiɔŋ34	iɔŋ33	iaŋ51											
1055	一～	樣	jœŋ22	jɔŋ31	jœŋ32	zɔŋ33	jœŋ31	jiɔŋ55	iɔŋ51	iɔ̃22											
1056	中～，～片	藥	jœk2	jɔk2	jœk2	zɔk2	jœk2	jiɔk5	iɔk5	iɔk5											
1057	跳～，大～进	躍	jœk3	jɔk3	jœk3	zɔk3	jœk3	jɛt5	iau51	iak21											
1058	阳～，～明	光	kɔŋ53	kuɔŋ53	kɔŋ55	kɔŋ53	kɔŋ55	kɔŋ34	kuɔŋ33	kuaŋ33		kɔŋ53	kuɔŋ53	kɔŋ55	kɔŋ53	kuɔŋ55	kuɔŋ53	kuɔŋ55	kɔŋ55		增城
1059	推～；～东（地名）	廣	kɔŋ35	kuɔŋ25	kɔŋ25	kɔŋ35	kɔŋ35	kɔŋ42	kuɔŋ31												
1060	姓，～靖	郭	kɔk3	kuɔk3	kɔk3	kɔk3	kɔk3	kɔk32	kuɔk21	kueʔ21		kɔk33	kuɔk33	kɔk33	kɔk33	kuɔk33	kuɔk33	kɔk33	kɔk33		番禺, 天河, 花都, 从化, 增城
1061	～充，～大	擴	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ33	kʰɔŋ31	kʰɔŋ55	kʰɔŋ51	kʰuaŋ12											
1062	开～，～唐	荒	fɔŋ53	fɔŋ53	fɔŋ55	fɔŋ53	kɔŋ55	fɔŋ34	fuɔŋ33	huaŋ33											
1063	姓；～乱	霍	fɔk3	fɔk3	fɔk3	fɔk3	kʰɔk3	fɔk32	kʰuɔk21	kʰak21											
1064	姓；～色	黃	wɔŋ31	wɔŋ21	wɔŋ21	vɔŋ22	wɔŋ21	vɔŋ21	vɔŋ22	ŋ̍55											
1065	地～，大～	方	fɔŋ53	fɔŋ53	fɔŋ55	fɔŋ53	fɔŋ55	fɔŋ34	fɔŋ33	hŋ̍35 /huaŋ35		fɔŋ53	fɔŋ53	fɔŋ55	fɔŋ53	fɔŋ55	fɔŋ53	fɔŋ55	fɔŋ55		1
1066	解～，～心[文]	放	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ55	fɔŋ51	huaŋ12		fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ33	fɔŋ23		1
1067	～织	紡	fɔŋ35	fɔŋ25	fɔŋ25	fɔŋ35	fɔŋ35	fɔŋ42	fɔŋ31	huaŋ51											
1068	～间	房	fɔŋ31	fɔŋ21	fɔŋ21	fɔŋ35	fɔŋ35	fɔŋ21	fɔŋ22	paŋ55		fɔŋ31	fɔŋ21	fɔŋ21	fɔŋ35	fɔŋ35	fɔŋ21	fɔŋ21	fɔŋ21		1
1069	～止，国～	防	fɔŋ31	fɔŋ21	fɔŋ21	fɔŋ22	fɔŋ21	fɔŋ21	fɔŋ22	huaŋ55		fɔŋ31	fɔŋ21	fɔŋ21	fɔŋ22	fɔŋ21	fɔŋ21	fɔŋ21	fɔŋ21		1
1070	死～	亡	mɔŋ31	mɔŋ21	mɔŋ21	mɔŋ22	mɔŋ21	bɔŋ21	mɔŋ22	buaŋ55											
1071	鱼～，～络	網	mɔŋ13	mɔŋ34	mɔŋ34		mɔŋ13	bɔŋ42	mɔŋ31	maŋ35											
1072	失～	望	mɔŋ22	mɔŋ21	mɔŋ32	mɔŋ31	mɔŋ31	bɔŋ55	mɔŋ51	mɔ̃22		mɔŋ22	mɔŋ21	mɔŋ32	mɔŋ31	mɔŋ31	mɔŋ31	mɔŋ41	mɔŋ31		1
1073	发～	狂	kʰɔŋ31	kʰɔŋ21	kʰɔŋ21	kʰɔŋ22	kʰɔŋ21	kʰɔŋ21	kʰɔŋ22	kʰuaŋ55											
1074	冤～	枉	wɔŋ35	wɔŋ25	wɔŋ25	vɔŋ35	kɔŋ35	vɔŋ34	vɔŋ31	uaŋ51											
1075	姓；大～	王	wɔŋ31	wɔŋ21	wɔŋ21	vɔŋ22	wɔŋ21	vɔŋ21	vɔŋ22	heŋ55 /uaŋ55		wɔŋ31	wɔŋ21	wɔŋ21	vɔŋ22	wɔŋ21	wɔŋ21	wɔŋ21	wɔŋ21		1
1076	来～，～日	往	wɔŋ13	wɔŋ34	wɔŋ34	vɔŋ33	wɔŋ13	vɔŋ34	vɔŋ33	uaŋ51											
1077	兴～	旺	wɔŋ22	wɔŋ22	wɔŋ32	vɔŋ31	wɔŋ31	vɔŋ55	vɔŋ51	uaŋ35											
1078	捆～	綁	pɔŋ35	pɔŋ25	pɔŋ25	pɔŋ35	pɔŋ35	bɔŋ42	pɔŋ31	pak5											
1079	～削，～皮	剝	ʃœk3	mɔk5	mɔk5	mɔk3	mɔk5	bɔk5	pɔk21	puak5											
1080	书～	桌	tʃʰœk3	tʃʰɔk3	tʃʰœk3	tʃœk3	tʃʰœk3	tʰɔi21	tsɔk21	tɔʔ21		tʃʰœk33	tʃʰɔk33	tʃʰœk33	tʃœk33	tʃʰœk33	tʃʰœk33	tʃʰœk33	tʃɔk31		番禺, 天河, 花都, 从化, 增城
1081	～磨，雕～	琢	tœk3	tɔk3	tœk3	tœk3	tœk3	tiɔk5	tsiɔk21	tɔʔ21											
1082	～木鸟，鸡～米	啄	tœk3	tɔk3	tœk3	tʃœk3	tœk3	tiɔk5	tok5	tɔʔ21		tœk33	tɔk33	tœk33	tœk33	tœk33	tœk33	tœk33	tɔk33		番禺, 天河, 花都, 从化, 增城
1083	浑～	濁	tʃok2	tʃok2	tʃok2	tʃʰok5	tʃok2	tsʰok5	tsʰok5												
1084	门～，～帘	窗	tʃʰœŋ55	tʃʰɔŋ55	tʃʰœŋ55	tʰœŋ53	tʃʰœŋ55	tsʰoŋ34	tsʰoŋ33	tʰeŋ33		tʃʰœŋ53	tʃʰɔŋ53	tʃʰœŋ55	tʰœŋ53	tʃʰœŋ55	tʃʰœŋ53	tʃʰœŋ55	tʃʰœŋ55		番禺, 天河
1085	一～鞋	雙	ʃœŋ55	ʃɔŋ53	ʃœŋ55	ʃoŋ53	ʃœŋ55	siɔŋ34	soŋ33	saŋ33											
1086	长～，～湖	江	kɔŋ53	kɔŋ55	kɔŋ55	kɔŋ55	kɔŋ55	kɔŋ34	kɔŋ33	kaŋ33		kɔŋ53	kɔŋ53	kɔŋ55	kɔŋ53	kɔŋ55	kɔŋ53	kɔŋ55	kɔŋ55		天河, 从化
1087	～话	講	kɔŋ35	kɔŋ25	kɔŋ25	kɔŋ35	kɔŋ35	kɔŋ42	kɔŋ31	kaŋ51											
1088	～口；香～（地名）	港	kɔŋ35	kɔŋ25	kɔŋ25	kɔŋ35	kɔŋ35	kɔŋ42	kɔŋ31	kaŋ51											
1089	下～，～低	降	kɔŋ33	kɔŋ33	kɔŋ33	kɔŋ33	kɔŋ33	kɔŋ55	kɔŋ51	kaŋ12											
1090	牛～，～色	角	kɔk3	kɔk3	kɔk3	kɔk3	kɔk3	kɔk32	kɔk21	kak21											
1091	饺子，水～	餃	kau35	kau25	kau25	kau35	kau35	kau42	kau31	kiau51											
1092	口～	腔	hɔŋ55	hɔŋ55	hɔŋ55	hɔŋ55	heŋ55	hɔŋ34	hɔŋ33	kʰaŋ33											
1093	～定，的～	確	kʰɔk3	kʰɔk3	kʰɔk3	kʰɔk3	kʰɔk3	kʰɔk32	kʰɔk21	kʰak21											
1094	贝～	殼	hɔk3	hɔk3	hɔk3	hɔk3	hɔk3	hɔk32	hɔk21	kʰak3											
1095	音～	樂	ɔk2	ŋɔk2	lɔk2	ŋɔk2	ŋɔk2	ɡɔk5	ŋɔk5	ɡak5											
1096	巷子，两条～	巷	hɔŋ35	hɔŋ25	hɔŋ25	hɔŋ35	hɔŋ31	hɔŋ55	hɔŋ51	haŋ22											
1097	数～，～习	學	hɔk2	hɔk2	hɔk2	hɔk2	hɔk2	hɔk5	hɔk5	hak5											
1098	～手，把～	握	ak5	ŋak5	ŋak5	ak5	ŋak5	ak5	ŋak21	ok21											
1099	东南西北	北	pak5	pek5	pak5	pɐk5	pak3	pɛt32	piat21	pak21		pak55	pek55	pak55	pɐk55	pak55	pɐk55	pɐt55	pɐk55		番禺, 天河, 花都, 从化, 增城
1100	～友	朋	pʰɐŋ31	pʰɐn21	pʰaŋ21	pʰɐŋ22	pʰaŋ21	pʰɛn21	pʰian22	pʰeŋ55		pʰɐŋ31	pʰeŋ21	pʰɐŋ21	pʰɐŋ22	pʰaŋ21	pʰɐŋ21	pʰɐŋ21	pʰɐŋ21		天河, 花都
1101	～水	墨	mak2	mek2	mak2	mɐk35	mak2	mɛt5	miat5	mak5											
1102	～光	燈	tɐŋ55	teŋ55	tɐŋ55	tɐŋ53	taŋ55	tɛn34	tian33	teŋ33											
1103	～人	等	tɐŋ35	teŋ25	tɐŋ25	tɐŋ35	taŋ35	tɛn42	tian31	taŋ51		tɐŋ35	teŋ25	tɐŋ25	tɐŋ35	taŋ35	tɐŋ231	tɐŋ35	tøn25		1
1104	凳子	凳	tɐŋ33	teŋ33	tɐŋ33	tɐŋ55	taŋ33	tɛn55	tian51	taŋ51		tɐŋ33	teŋ33	tɐŋ33	tɐŋ55	taŋ33	tɐŋ33	tɐŋ33	tɐŋ23		1
1105	获～，～意	得	tɐk5	tek5	tak5	tɐk5	tak5		tiat21	tek21		tɐk55	tek55	tak55	tɐk55	tak55	tɐk55	tɐk55	tɐk55		番禺, 天河, 花都, 从化, 增城
1106	～椅	藤	tʰɐŋ31	tʰeŋ21	tʰɐŋ21	hɐŋ31	tʰɐŋ21	tʰɛn21	tʰian22	tʰaŋ55											
1107	姓，～小平	鄧	tɐŋ22	teŋ31	tɐŋ32	tɐŋ31	tɐŋ31	tʰɛn55	tʰian51	teŋ35											
1108	～别	特	tɐk2	tek2	tak2	tɐk5	tak2	tʰit5	tʰit5	tek5											
1109	才～，～够	能	lɐŋ31	leŋ21	lɐŋ21	nɐŋ31	naŋ21	lɛn21	nian22	neŋ55											
1110	姓	曾	tʃɐŋ53	tʃeŋ53	tʃɐŋ55	tʃɐŋ55	tʃaŋ55	tsɛn34	tsian33	tseŋ33											
1111	否～，规～	則	tʃɐk5	tʃɐt5	tʃak5	tʃɐk5	tʃak5	tsɛt32	tsiat21	tsek21											
1112	～次	層	tʃʰɐŋ31	tʃʰeŋ21	tʃʰɐŋ21	tʰɐŋ22	tʃʰaŋ21	tsʰin21	tsʰaŋ22	eŋ55											
1113	～送	贈	tʃɐŋ22	tʃɐn31	tʃɐŋ32	pi35	tʃɐŋ31	tsɛn34	tsian51	tseŋ35											
1114	堵～，～车	塞	ʃɐk5	ʃek5	ʃak5	tœk5	ʃak5	sɛt32	siat21	sak21											
1115	～定，中～[文]	肯	hɐŋ35	heŋ25	hɐŋ25	hɐŋ35	haŋ35	hɛn42	kʰian31	kʰeŋ51											
1116	愿意，～去[白]	肯	hɐŋ35	heŋ25	hɐŋ25	hɐŋ35	haŋ35	hɛn42	hian33	kʰeŋ51											
1117	～服，攻～	克	hak5	hak5	hak5	hɐk5	hak5	hɛt32	kʰiat21	kʰek21											
1118	～白	黑	hak5	hak5	hak5	hɐk5	hak5	hɛt32	hiat21	hek21		hak55	hak55	hak55	hɐk55	hak55	hak55	hak55	hak55		番禺, 天河, 花都, 从化, 增城
1119	结～，～箱	冰	pen53	peŋ53	peŋ55	pɐŋ55	peŋ55	pin34	pin33	piã33		pen53	peŋ53	peŋ53	pɐŋ55	pɐŋ55	pɐŋ53	pɐŋ55	peŋ55		花都, 增城
1120	大～，～量	力	let2	lek2	lek2	lɐk2	lek2	lit5	lit5	lak5											
1121	休～[文]	息	ʃet5	ʃek5	ʃek5	ʃɐk5	ʃek5	ʃit32	sit21	sek21											
1122	～接	直	tʃet2	tʃek2	tʃek2	tʃɐk5	tʃek2	tʃʰit5	tsʰit5	tiʔ5		tʃet22	tʃek22	tʃek22	tʃɐk22	tʃek22	tʃɐk22	tʃɐk22	tʃek31		番禺, 天河, 花都, 从化, 增城
1123	颜～，～彩	色	ʃet5	ʃek5	ʃek5	ʃɐk5	ʃek5	ʃit32	siat21	sek21		ʃet55	ʃek55	ʃek55	ʃɐk55	ʃek55	ʃɐk55	ʃɐk55	ʃek55		番禺, 天河, 花都, 从化, 增城
1124	清～，～发	蒸	tʃen53	tʃeŋ53	tʃeŋ55	tʃɐŋ53	tʃeŋ55	tʃin34	tʃin33	tseŋ33 /ʦʰue33		tʃen53	tʃeŋ53	tʃeŋ55	tʃɐŋ53	tʃeŋ55	tʃɐŋ53	tʃɐŋ55	tʃeŋ55		1
1125	～明	證	tʃen33	tʃeŋ33	tʃeŋ33	tʃɐŋ33	tʃeŋ33	tʃin55	tʃin51	tseŋ12											
1126	纺～，～布	織	tʃet5	tʃek5	tʃek5	tʃɐk5	tʃek5	tʃit32	tʃit21	tsiʔ21											
1127	用以称物，～砣	秤	tʃʰen33	tʃʰeŋ33	tʃʰeŋ33	tʃʰɐŋ33	tʃʰeŋ33	tʃʰin55	tʃʰin51	tsʰeŋ12											
1128	粮～；吃	食	ʃet2	ʃek2	ʃek2	ʃɐk2	ʃek2	ʃit5	ʃit5	tsiaʔ5		ʃet22	ʃek22	ʃek22	ʃɐk22	ʃek22	ʃɐk22	ʃɐk22	ʃek31		番禺, 天河, 花都, 从化, 增城
1129	～级	升	ʃen53	ʃeŋ53	ʃeŋ55	ʃɐŋ55	ʃeŋ55	ʃin34	ʃin33	seŋ33											
1130	～利，战～	勝	ʃen33	ʃeŋ33	ʃeŋ33	ʃɐŋ33	ʃeŋ33	ʃin55	ʃin51	seŋ12											
1131	相～，～字	識	ʃet5	ʃek5	ʃek5	ʃɐk5		ʃit32	ʃit21	sek21											
1132	南～	極	ket2	kek2	kek2	kɐk2	kek2	kʰit5	kʰit5	kek5											
1133	～旺；绍～（地名）	興	hen53	heŋ53	heŋ55	hɐŋ55	heŋ55	ʃin34	ʃin33	heŋ33											
1134	高～，～趣[文]	興	hen33	heŋ55	heŋ55	hɐŋ55	heŋ55	ʃin34	ʃin51	heŋ12											
1135	高兴[白]	興	hen33	heŋ55	heŋ55	hɐŋ55	heŋ55	ʃin55	ʃin51	heŋ12											
1136	乌～（苍蝇）	蠅	jen55	jeŋ21	jeŋ21	zɐŋ35	jeŋ35	jin34	in22	seŋ55											
1137	鸡～，机～	翼	jet2	jek2	jek2	zɐk5	jek2	jit5	it5	siʔ5											
1138	～家，中～	國	kɔk3	kuɔk3	kɔk3	kɔk3	kɔk3	kɔk32	kiat21	kouk21											
1139	～扬	弘	wɐŋ31	wɐn21	wɐŋ21	hoŋ22	wɔŋ21	vaŋ21	vian22	uŋ55											
1140	～者	或	wak2	wa22	wak2	vak2	wak2	vak5	fiat5	ueʔ5		wak22	wak22	wak22	vak22	wak22	wak22	wak22	wak31		番禺, 天河, 花都, 从化, 增城
1141	～姓	百	pak3	pak3	pak3	pak3	pak3	pak32	pak21	pɛʔ21		pak33	pak33	pak33	pak33	pak33	pak33	pak33	pak33		番禺, 天河, 花都, 从化, 增城
1142	～片，～球	拍	pʰak3	pʰak3	pʰak3	pʰak3	pʰak3	pʰak32	pʰak21	pʰaʔ21		pʰak33	pʰak33	pʰak33	pʰak33	pʰak33	pʰak33	pʰak33	pʰak33		番禺, 天河, 花都, 从化, 增城
1143	姓，～德怀	彭	pʰaŋ31	pʰaŋ21	pʰaŋ21	pʰaŋ22	pʰaŋ21	pʰaŋ21	pʰaŋ22	pʰeŋ55											
1144	～色	白	pak2	pak2	pak2	pʰak3	pak2	pʰak5	pʰak5	pɛʔ5		pak22	pak22	pak22	pʰak33	pak22	pak22	pak22	pak31		番禺, 天河, 花都, 从化, 增城
