	單字	合水(調類)	合水(調值)	注释
4130	擇	ʦɐk9	ʦɐk⁵²	白读tuɔk⁵²
4131	䂻			
4132	翟	ʦɐk9	ʦɐk⁵²	翟姓
4133	瞠	tʰuɔŋ2	tʰuɔŋ³²³	
4134	坼	ʦʰɐk8	ʦʰɐk³	
4135	牚			
4136	㿭	ʦʰɐk7	ʦʰɐk⁴⁵	
4137	棚	pʰɐŋ4	pʰɐŋ³¹	
4138	榜	puɔŋ2	puɔŋ³²³	
4139	膨	pʰɐŋ4	pʰɐŋ³¹	
4140	澎	pʰɐŋ4	pʰɐŋ³¹	
4141	彭	pʰɐŋ4	pʰɐŋ³¹	
4142	評	pʰɪŋ4	pʰɪŋ³¹	
4143	坪	pʰɪŋ4	pʰɪŋ³¹	
4144	病	pɪŋ6	pɪŋ⁵²	
4145	帛	pɐk9	pɐk⁵²	
4146	白	pɐk9	pɐk⁵²	
4147	舶	pɐk9	pɐk⁵²	
4148	兵	pɪŋ1	pɪŋ⁴⁵	
4149	炳	pɪŋ2	pɪŋ³²³	
4150	秉	pɪŋ2	pɪŋ³²³	
4151	丙	pɪŋ2	pɪŋ³²³	
4152	柄	pɪŋ3	pɪŋ³³	
4153	柏	pɐk7	pɐk⁴⁵	
4154	伯	pɐk7	pɐk⁴⁵	老伯
4155	百	pɐk7	pɐk⁴⁵	
4156	迫	pɪk7	pɪk⁴⁵	
4157	爭	ʦɐŋ1	ʦɐŋ⁴⁵	
4158	猙	ʦɐŋ1	ʦɐŋ⁴⁵	
4159	箏	ʦɐŋ1	ʦɐŋ⁴⁵	
4160	諍			
4161	責	ʦɐk8	ʦɐk³	
4162	丁	tɪŋ1	tɪŋ⁴⁵	
4163	摘	ʦɐk9	ʦɐk⁵²	
4164	謫			
4165	鶯	ʔɐŋ1	ʔɐŋ⁴⁵	
4166	罌	ʔɐŋ1	ʔɐŋ⁴⁵	
4167	厄	ʔɐk7	ʔɐk⁴⁵	
4168	軛	ʔɐk7	ʔɐk⁴⁵	
4169	鸚	jɪŋ1	jɪŋ⁴⁵	
4170	櫻	jɪŋ1	jɪŋ⁴⁵	
4171	硬	ŋɐŋ6	ŋɐŋ⁵²	
4172	轟	kʰɐŋ1	kʰɐŋ⁴⁵	
4173	揈			
4174	訇			
4175	畫	wɐk9	wɐk⁵²	畫圖
4176	閎	wɐŋ4	wɐŋ³¹	
4177	宏	fɐŋ4	fɐŋ³¹	
4178	莖	hɐŋ4	hɐŋ³¹	
4179	倖	hɐŋ6	hɐŋ⁵²	
4180	幸	hɐŋ6	hɐŋ⁵²	
4181	獲	wuɔk8	wuɔk³	
4182	核	hɐt9	hɐt⁵²	
4183	劃	wɐk9	wɐk⁵²	
4184	覈			
4185	鏗	hɐŋ1	hɐŋ⁴⁵	
4186	砰	pʰɪŋ4	pʰɪŋ³¹	
4187	抨	pʰɪŋ4	pʰɪŋ³¹	
4188	怦			
4189	萌	mɐŋ4	mɐŋ³¹	
4190	麥	mɐk9	mɐk⁵²	
4191	脈	mɐk9	mɐk⁵²	
4192	氓	muɔŋ4	muɔŋ³¹	
4193	耕	kɐŋ1	kɐŋ⁴⁵	
4194	耿	kɐŋ2	kɐŋ³²³	
4195	隔	kɐk7	kɐk⁴⁵	
4196	革	kɐk7	kɐk⁴⁵	
4197	摑			
4198	冊	ʦʰɐk7	ʦʰɐk⁴⁵	
4199	策	ʦʰɐk7	ʦʰɐk⁴⁵	
4200	瞪	tɐŋ4	tɐŋ³¹	
4201	橙	ʦʰɐŋ4	ʦʰɐŋ³¹	
4202	庄	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4203	拼	pʰɪŋ1	pʰɪŋ⁴⁵	
4204	繃	pɐŋ1	pɐŋ⁴⁵	繃帶
4205	迸	pɪŋ3	pɪŋ³³	
4206	浜			
4207	擘			
4208	檗			
4209	瀅	jɪŋ4	jɪŋ³¹	
4210	醒	ɬɪŋ2	ɬɪŋ³²³	
4211	腥	ɬɪŋ1	ɬɪŋ⁴⁵	
4212	惺	ɬɪŋ1	ɬɪŋ⁴⁵	
4213	星	ɬɪŋ1	ɬɪŋ⁴⁵	
4214	淅	ɬɪk7	ɬɪk⁴⁵	
4215	蜥	ɬɪk7	ɬɪk⁴⁵	
4216	錫	ɬɪk7	ɬɪk⁴⁵	
4217	析	ɬɪk7	ɬɪk⁴⁵	
4218	馨	hɪŋ1	hɪŋ⁴⁵	
4219	迥	kʰɪŋ2	kʰɪŋ³²³	
4220	炯	kʰɪŋ2	kʰɪŋ³²³	
4221	陘			
4222	滎	jɪŋ4	jɪŋ³¹	
4223	覡			
4224	檄			
4225	邢	jɪŋ4	jɪŋ³¹	
4226	熒	jɪŋ4	jɪŋ³¹	
4227	刑	jɪŋ4	jɪŋ³¹	
4228	型	jɪŋ4	jɪŋ³¹	
4229	螢	jɪŋ4	jɪŋ³¹	
4230	形	jɪŋ4	jɪŋ³¹	
4231	罄	hɪŋ3	hɪŋ³³	
4232	磬			
4233	喫	hɐt7	hɐt⁴⁵	又读hɪk⁴⁵
4234	汀	tʰɪŋ1	tʰɪŋ⁴⁵	
4235	聽	tʰɪŋ3	tʰɪŋ³³	聽力
4236	聽	tʰɪŋ3	tʰɪŋ³³	聽任
4237	訂	tɪŋ6	tɪŋ⁵²	
4238	廳	tʰɪŋ1	tʰɪŋ⁴⁵	
4239	町			町畦
4240	踢	tʰɪk7	tʰɪk⁴⁵	
4241	剔	tʰɪk7	tʰɪk⁴⁵	
4242	惕	tʰɪk7	tʰɪk⁴⁵	
4243	倜			
4244	青	ʦʰɪŋ1	ʦʰɪŋ⁴⁵	
4245	戚	ʦʰɪk7	ʦʰɪk⁴⁵	
4246	劈	pʰɪk7	pʰɪk⁴⁵	
4247	霹	pʰɪk7	pʰɪk⁴⁵	
4248	姘			
4249	癖	pʰɪk7	pʰɪk⁴⁵	
4250	溺	nɪk9	nɪk⁵²	溺死
4251	嚀	nɪŋ4	nɪŋ³¹	
4252	寧	nɪŋ4	nɪŋ³¹	
4253	濘	nɪŋ6	nɪŋ⁵²	
4254	佞			
4255	冥	mɪŋ4	mɪŋ³¹	
4256	銘	mɪŋ4	mɪŋ³¹	
4257	螟	mɪŋ4	mɪŋ³¹	
4258	覓	mɪk9	mɪk⁵²	
4259	汨			
4260	冪	mɪk9	mɪk⁵²	
4261	暝	mɪŋ4	mɪŋ³¹	
4262	瞑	mɪŋ5	mɪŋ³¹²	
4263	令			令狐
4264	聆	lɪŋ4	lɪŋ³¹	
4265	齡	lɪŋ4	lɪŋ³¹	
4266	冷	lɐŋ5	lɐŋ³¹²	
4267	羚	lɪŋ4	lɪŋ³¹	
4268	蛉	lɪŋ4	lɪŋ³¹	
4269	鈴	lɪŋ4	lɪŋ³¹	
4270	伶	lɪŋ4	lɪŋ³¹	
4271	玲	lɪŋ4	lɪŋ³¹	
4272	拎	lɪŋ1	lɪŋ⁴⁵	
4273	靈	lɪŋ4	lɪŋ³¹	
4274	瀝	lɪk7	lɪk⁴⁵	瀝乾
4275	靂	lɪk7	lɪk⁴⁵	
4276	曆	lɪk9	lɪk⁵²	
4277	礫	lɪk7	lɪk⁴⁵	
4278	歷	lɪk9	lɪk⁵²	
4279	績	ʦɪk7	ʦɪk⁴⁵	
4280	涇	kɪŋ1	kɪŋ⁴⁵	
4281	經	kɪŋ1	kɪŋ⁴⁵	
4282	逕	kɐŋ3	kɐŋ³³	
4283	徑	kɪŋ3	kɪŋ³³	
4284	擊	kɪk7	kɪk⁴⁵	
4285	仃	tɪŋ1	tɪŋ⁴⁵	
4286	釘	tɪŋ1	tɪŋ⁴⁵	
4287	叮	tɪŋ1	tɪŋ⁴⁵	
4288	鼎	tɪŋ2	tɪŋ³²³	
4289	頂	tɪŋ2	tɪŋ³²³	
4290	的	tɪk7	tɪk⁴⁵	
4291	滴	tɪk7	tɪk⁴⁵	
4292	嫡	tɪk7	tɪk⁴⁵	
4293	酊			
4294	亭	tʰɪŋ4	tʰɪŋ³¹	
4295	挺	tʰɪŋ5	tʰɪŋ³¹²	
4296	蜓	tʰɪŋ4	tʰɪŋ³¹	
4297	停	tʰɪŋ4	tʰɪŋ³¹	
4298	霆	tʰɪŋ4	tʰɪŋ³¹	
4299	廷	tʰɪŋ4	tʰɪŋ³¹	
4300	庭	tʰɪŋ4	tʰɪŋ³¹	
4301	艇	tʰɪŋ5	tʰɪŋ³¹²	
4302	定	tɪŋ6	tɪŋ⁵²	
4303	笛	tiɛk9	tiɛk⁵²	
4304	滌	tɪk9	tɪk⁵²	
4305	迪	tɪk9	tɪk⁵²	
4306	敵	tɪk9	tɪk⁵²	
4307	荻	tɪk9	tɪk⁵²	
4308	狄	tɪk9	tɪk⁵²	
4309	錠	tɪŋ6	tɪŋ⁵²	
4310	糴	tɪk9	tɪk⁵²	
4311	翟			翟羽
4312	寂	ʦɪk9	ʦɪk⁵²	又读ʦɪk⁴⁵
4313	屏	pʰɪŋ4	pʰɪŋ³¹	屏幕
4314	瓶	pʰɪŋ4	pʰɪŋ³¹	
4315	萍	pʰɪŋ4	pʰɪŋ³¹	
4316	並	pɪŋ6	pɪŋ⁵²	
4317	壁	pɪk7	pɪk⁴⁵	
4318	正	ʦɪŋ1	ʦɪŋ⁴⁵	正月
4319	正	ʦɪŋ3	ʦɪŋ³³	正午
4320	怔	ʦɪŋ1	ʦɪŋ⁴⁵	
4321	征	ʦɪŋ1	ʦɪŋ⁴⁵	
4322	整	ʦɪŋ2	ʦɪŋ³²³	
4323	政	ʦɪŋ3	ʦɪŋ³³	
4324	隻	ʦɪk8	ʦɪk³	
4325	纓	jɪŋ1	jɪŋ⁴⁵	
4326	縈	jɪŋ4	jɪŋ³¹	
4327	嬰	jɪŋ1	jɪŋ⁴⁵	
4328	益	jɪk7	jɪk⁴⁵	
4329	潁	wɪŋ6	wɪŋ⁵²	
4330	穎	wɪŋ6	wɪŋ⁵²	
4331	塋	jɪŋ4	jɪŋ³¹	
4332	弈	jɪk9	jɪk⁵²	
4333	瀛	jɪŋ4	jɪŋ³¹	
4334	易	jɪk9	jɪk⁵²	交易
4335	射			無射
4336	營	jɪŋ4	jɪŋ³¹	又读wɪŋ³¹
4337	盈	jɪŋ4	jɪŋ³¹	
4338	贏	jɪŋ4	jɪŋ³¹	
4339	亦	jɪk9	jɪk⁵²	
4340	疫	wɪk9	wɪk⁵²	
4341	液	jɪk9	jɪk⁵²	
4342	奕	jɪk9	jɪk⁵²	
4343	驛	jɪk9	jɪk⁵²	
4344	腋	jɪk9	jɪk⁵²	
4345	繹	jɪk9	jɪk⁵²	
4346	睪			伺視
4347	譯	jɪk9	jɪk⁵²	
4348	蜴	jɪk9	jɪk⁵²	
4349	役	wɪk9	wɪk⁵²	
4350	省	ɬɪŋ2	ɬɪŋ³²³	反省
4351	性	ɬɪŋ3	ɬɪŋ³³	
4352	姓	ɬɪŋ3	ɬɪŋ³³	
4353	惜	ɬɪk7	ɬɪk⁴⁵	
4354	昔	ɬɪk7	ɬɪk⁴⁵	
4355	汐	ʦɪk9	ʦɪk⁵²	
4356	夕	ʦɪk9	ʦɪk⁵²	
4357	蓆	ʦɪk9	ʦɪk⁵²	
4358	席	ʦɪk9	ʦɪk⁵²	
4359	頃	kʰɪŋ2	kʰɪŋ³²³	
4360	傾	kʰɪŋ1	kʰɪŋ⁴⁵	
4361	輕	hɪŋ1	hɪŋ⁴⁵	
4362	聲	ɬɪŋ1	ɬɪŋ⁴⁵	
4363	聖	ɬɪŋ3	ɬɪŋ³³	
4364	釋	ɬɪk7	ɬɪk⁴⁵	
4365	適	sɪk7	sɪk⁴⁵	
4366	嬛			美好
4367	瓊	kʰɪŋ4	kʰɪŋ³¹	
4368	頸	kɪŋ2	kɪŋ³²³	
4369	煢			
4370	清	ʦʰɪŋ1	ʦʰɪŋ⁴⁵	
4371	磧			
4372	聘	pʰɪŋ3	pʰɪŋ³³	
4373	僻	pʰɪk7	pʰɪk⁴⁵	
4374	癖	pʰɪk7	pʰɪk⁴⁵	
4375	名	mɪŋ4	mɪŋ³¹	
4376	嶺	lɪŋ5	lɪŋ³¹²	
4377	領	lɪŋ5	lɪŋ³¹²	
4378	精	ʦɪŋ1	ʦɪŋ⁴⁵	
4379	菁	ʦɪŋ1	ʦɪŋ⁴⁵	
4380	睛	ʦɪŋ1	ʦɪŋ⁴⁵	
4381	蜻	ʦɪŋ1	ʦɪŋ⁴⁵	
4382	晶	ʦɪŋ1	ʦɪŋ⁴⁵	
4383	井	ʦɪŋ2	ʦɪŋ³²³	
4384	跡	ʦɪk7	ʦɪk⁴⁵	
4385	蹟	ʦɪk7	ʦɪk⁴⁵	
4386	脊	ʦɪk7	ʦɪk⁴⁵	
4387	旌			
4388	勁	kɪŋ6	kɪŋ⁵²	
4389	情	ʦʰɪŋ4	ʦʰɪŋ³¹	
4390	請	ʦʰɪŋ2	ʦʰɪŋ³²³	
4391	晴	ʦʰɪŋ4	ʦʰɪŋ³¹	
4392	睜	ʦʰɐŋ3	ʦʰɐŋ³³	
4393	阱	ʦɪŋ6	ʦɪŋ⁵²	
4394	靖	ʦɪŋ6	ʦɪŋ⁵²	
4395	靜	ʦɪŋ6	ʦɪŋ⁵²	
4396	淨	ʦɪŋ6	ʦɪŋ⁵²	
4397	瘠	ʦɪk7	ʦɪk⁴⁵	
4398	籍	ʦɪk9	ʦɪk⁵²	
4399	射			放箭使中目標物
4400	誠	sɪŋ4	sɪŋ³¹	
4401	成	sɪŋ4	sɪŋ³¹	
4402	城	sɪŋ4	sɪŋ³¹	
4403	盛	sɪŋ6	sɪŋ⁵²	旺盛
4404	盛			盛湯
4405	碩	siɛk9	siɛk⁵²	又读siɛk³
4406	石	sɪk9	sɪk⁵²	
4407	尺	ʦʰɪk7	ʦʰɪk⁴⁵	
4408	赤	ʦʰɪk7	ʦʰɪk⁴⁵	
4409	闢	pʰɪk7	pʰɪk⁴⁵	
4410	屏			屏除
4411	并	pɪŋ6	pɪŋ⁵²	
4412	餅	pɪŋ2	pɪŋ³²³	
4413	併	pɪŋ3	pɪŋ³³	
4414	摒	pɪŋ2	pɪŋ³²³	
4415	璧	pɪk7	pɪk⁴⁵	
4416	楨	ʦɪŋ1	ʦɪŋ⁴⁵	
4417	貞	ʦɪŋ1	ʦɪŋ⁴⁵	
4418	禎	ʦɪŋ1	ʦɪŋ⁴⁵	
4419	程	ʦʰɪŋ4	ʦʰɪŋ³¹	
4420	呈	ʦʰɪŋ4	ʦʰɪŋ³¹	
4421	鄭	ʦɪŋ6	ʦɪŋ⁵²	
4422	擲	ʦɐk9	ʦɐk⁵²	
4423	躑			
4424	偵	ʦɪŋ1	ʦɪŋ⁴⁵	
4425	逞	ʦʰɪŋ2	ʦʰɪŋ³²³	
4426	騁	ʦʰɪŋ2	ʦʰɪŋ³²³	
4427	蟶			
4428	碧	pɪk7	pɪk⁴⁵	
4429	惡	ʔuɔk8	ʔuɔk³	惡毒
4430	汪	wuɔŋ1	wuɔŋ⁴⁵	
4431	盎	ʔuɔŋ3	ʔuɔŋ³³	
4432	堊	ʔuɔk8	ʔuɔk³	
4433	映	jɪŋ2	jɪŋ³²³	
4434	昂	ŋuɔŋ4	ŋuɔŋ³¹	
4435	噩	ʔuɔk8	ʔuɔk³	
4436	愕	ŋuɔk9	ŋuɔk⁵²	
4437	顎	ŋuɔk9	ŋuɔk⁵²	
4438	鄂	ŋuɔk9	ŋuɔk⁵²	
4439	諤	ŋuɔk9	ŋuɔk⁵²	
4440	齶	ŋuɔk9	ŋuɔk⁵²	
4441	桑	suɔŋ1	suɔŋ⁴⁵	又读ɬuɔŋ⁴⁵
4442	喪	ɬuɔŋ1	ɬuɔŋ⁴⁵	喪事
4443	喪	ɬuɔŋ3	ɬuɔŋ³³	喪失
4444	索	ɬuɔk8	ɬuɔk³	
4445	炕	kʰuɔŋ3	kʰuɔŋ³³	
4446	荒	fuɔŋ1	fuɔŋ⁴⁵	
4447	慌	fuɔŋ1	fuɔŋ⁴⁵	
4448	壑	kʰuɔk8	kʰuɔk³	
4449	霍	kʰuɔk8	kʰuɔk³	
4450	郝	kʰuɔk8	kʰuɔk³	
4451	藿	kʰuɔk8	kʰuɔk³	
4452	劐			
4453	杭	huɔŋ4	huɔŋ³¹	
4454	凰	wuɔŋ4	wuɔŋ³¹	
4455	航	huɔŋ4	huɔŋ³¹	
4456	惶	wuɔŋ4	wuɔŋ³¹	
4457	徨	wuɔŋ4	wuɔŋ³¹	
4458	簧	wuɔŋ4	wuɔŋ³¹	
4459	行	huɔŋ4	huɔŋ³¹	銀行
4460	行	huɔŋ4	huɔŋ³¹	行行
4461	抗	kʰuɔŋ3	kʰuɔŋ³³	
4462	吭	huɔŋ4	huɔŋ³¹	引吭高歌
4463	潢	wuɔŋ4	wuɔŋ³¹	
4464	皇	wuɔŋ4	wuɔŋ³¹	
4465	黃	wuɔŋ4	wuɔŋ³¹	
4466	煌	wuɔŋ4	wuɔŋ³¹	
4467	骯	ʔuɔŋ1	ʔuɔŋ⁴⁵	
4468	晃	fuɔŋ2	fuɔŋ³²³	
4469	擴	kʰuɔŋ3	kʰuɔŋ³³	
4470	穫	wuɔk9	wuɔk⁵²	
4471	涸			
4472	鶴	huɔk9	huɔk⁵²	
4473	蝗	wuɔŋ4	wuɔŋ³¹	
4474	鑊	wuɔk9	wuɔk⁵²	
4475	遑	wuɔŋ4	wuɔŋ³¹	
4476	璜	wuɔŋ4	wuɔŋ³¹	
4477	蟥	wuɔŋ4	wuɔŋ³¹	
4478	亢	kʰuɔŋ3	kʰuɔŋ³³	高亢
4479	康	huɔŋ1	huɔŋ⁴⁵	
4480	慷	kʰuɔŋ1	kʰuɔŋ⁴⁵	
4481	曠	kʰuɔŋ3	kʰuɔŋ³³	
4482	廓	kʰuɔk8	kʰuɔk³	
4483	糠	huɔŋ1	huɔŋ⁴⁵	
4484	盪	tuɔŋ6	tuɔŋ⁵²	
4485	魄	pʰɐk7	pʰɐk⁴⁵	落魄
4486	託	tʰuɔk8	tʰuɔk³	
4487	拓	tʰuɔk8	tʰuɔk³	開拓
4488	錯	ʦʰuɔ3	ʦʰuɔ³³	錯誤
4489	錯	ʦʰuɔ3	ʦʰuɔ³³	交錯
4490	滄	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
4491	蒼	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
4492	倉	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
4493	磅	puɔŋ4	pʰuɔŋ³¹	磅礴
4494	滂	pʰuɔŋ4	pʰuɔŋ³¹	
4495	粕	pʰɐk7	pʰɐk⁴⁵	
4496	膊	puɔk8	puɔk³	
4497	鎊	puɔŋ6	puɔŋ⁵²	
4498	囊	nuɔŋ4	nuɔŋ³¹	
4499	諾	nuɔk9	nuɔk⁵²	
4500	曩	nuɔŋ4	nuɔŋ³¹	
4501	膜	muɔk8	muɔk³	薄膜
4502	忙	muɔŋ4	muɔŋ³¹	
4503	茫	muɔŋ4	muɔŋ³¹	
4504	蟒	muɔŋ5	muɔŋ³¹²	
4505	莫	muɔk9	muɔk⁵²	
4506	寞	muɔk9	muɔk⁵²	
4507	漠	muɔk8	muɔk³	
4508	幕	muɔk8	muɔk³	
4509	樂	luɔk9	luɔk⁵²	快樂
4510	瑯	luɔŋ4	luɔŋ³¹	
4511	琅	luɔŋ4	luɔŋ³¹	
4512	榔	luɔŋ4	luɔŋ³¹	
4513	郎	luɔŋ4	luɔŋ³¹	
4514	浪	luɔŋ6	luɔŋ⁵²	波浪
4515	浪			滄浪
4516	廊	luɔŋ4	luɔŋ³¹	
4517	狼	luɔŋ4	luɔŋ³¹	
4518	朗	luɔŋ5	luɔŋ³¹²	
4519	酪	luɔk8	luɔk³	乳酪
4520	洛	luɔk8	luɔk³	
4521	烙	luɔk8	luɔk³	
4522	絡	luɔk8	luɔk³	
4523	落	luɔk9	luɔk⁵²	落下
4524	駱	luɔk8	luɔk³	
4525	鉻	kuɔk8	kuɔk³	
4526	贓	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4527	髒	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4528	葬	ʦuɔŋ3	ʦuɔŋ³³	
4529	臧	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4530	亢			喉嚨
4531	剛	kuɔŋ1	kuɔŋ⁴⁵	
4532	胱	kuɔŋ1	kuɔŋ⁴⁵	
4533	崗	kuɔŋ1	kuɔŋ⁴⁵	
4534	光	kuɔŋ1	kuɔŋ⁴⁵	
4535	恍	fuɔŋ2	fuɔŋ³²³	
4536	岡	kuɔŋ1	kuɔŋ⁴⁵	
4537	橫	wɐŋ4	wɐŋ³¹	
4538	綱	kuɔŋ1	kuɔŋ⁴⁵	
4539	鋼	kuɔŋ3	kuɔŋ³³	
4540	廣	kuɔŋ2	kuɔŋ³²³	
4541	格	kɐk7	kɐk⁴⁵	
4542	閣	kuɔk8	kuɔk³	
4543	胳	kuɔk8	kuɔk³	
4544	各	kuɔk8	kuɔk³	
4545	郭	kuɔk8	kuɔk³	
4546	罡	kuɔŋ1	kuɔŋ⁴⁵	
4547	當	tuɔŋ1	tuɔŋ⁴⁵	當然
4548	當	tuɔŋ3	tuɔŋ³³	適當
4549	鐺	tʰuɔŋ1	tʰuɔŋ⁴⁵	鐺鐺
4550	黨	tuɔŋ2	tuɔŋ³²³	
4551	擋			
4552	度	tuɔk9	tuɔk⁵²	量度
4553	糖	tʰuɔŋ4	tʰuɔŋ³¹	
4554	棠	tʰuɔŋ4	tʰuɔŋ³¹	
4555	塘	tʰuɔŋ4	tʰuɔŋ³¹	
4556	唐	tʰuɔŋ4	tʰuɔŋ³¹	
4557	螳	tʰuɔŋ4	tʰuɔŋ³¹	
4558	堂	tʰuɔŋ4	tʰuɔŋ³¹	
4559	蕩	tuɔŋ6	tuɔŋ⁵²	
4560	宕	tuɔŋ6	tuɔŋ⁵²	
4561	踱	tuɔk9	tuɔk⁵²	
4562	鐸	tuɔk9	tuɔk⁵²	
4563	藏	ʦʰuɔŋ4	ʦʰuɔŋ³¹	收藏
4564	藏	ʦuɔŋ6	ʦuɔŋ⁵²	寶藏
4565	奘	ʦuɔŋ6	ʦuɔŋ⁵²	
4566	昨	ʦuɔk9	ʦuɔk⁵²	
4567	膀	puɔŋ4	pʰuɔŋ³¹	膀胱
4568	旁	pʰuɔŋ4	pʰuɔŋ³¹	
4569	彷	pʰuɔŋ4	pʰuɔŋ³¹	彷徨
4570	螃	pʰuɔŋ4	pʰuɔŋ³¹	
4571	傍	puɔŋ6	puɔŋ⁵²	依山傍水
4572	傍	pʰuɔŋ4	pʰuɔŋ³¹	傍晚
4573	徬	pʰuɔŋ4	pʰuɔŋ³¹	
4574	薄	puɔk9	puɔk⁵²	
4575	泊	puɔk9	puɔk⁵²	
4576	箔	puɔk9	puɔk⁵²	
4577	礴	puɔk9	puɔk⁵²	
4578	幫	puɔŋ1	puɔŋ⁴⁵	
4579	博	puɔk8	puɔk³	
4580	謗	puɔŋ3	puɔŋ³³	
4581	妝	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4582	莊	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4583	裝	ʦuɔŋ1	ʦuɔŋ⁴⁵	
4584	壯	ʦuɔŋ3	ʦuɔŋ³³	
4585	著	ʦiɛk8	ʦiɛk³	著衫
4586	張	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4587	漲	ʦiɛŋ3	ʦiɛŋ³³	
4588	長	ʦiɛŋ2	ʦiɛŋ³²³	長大
4589	帳	ʦiɛŋ3	ʦiɛŋ³³	
4590	脹	ʦiɛŋ3	ʦiɛŋ³³	
4591	障	ʦiɛŋ3	ʦiɛŋ³³	
4592	璋	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4593	樟	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4594	章	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4595	漳	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4596	彰	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4597	掌	ʦiɛŋ2	ʦiɛŋ³²³	
4598	酌	ʦiɛk8	ʦiɛk³	又读ʦʰiɛk³
4599	灼	ʦʰiɛk8	ʦʰiɛk³	
4600	勺	siɛk8	siɛk³	
4601	瘴	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4602	焯	ʦʰiɛk8	ʦʰiɛk³	
4603	王	wuɔŋ4	wuɔŋ³¹	國王
4604	王			王天下
4605	往	wuɔŋ5	wuɔŋ³¹²	
4606	旺	wuɔŋ6	wuɔŋ⁵²	
4607	籰			
4608	枉	wuɔŋ2	wuɔŋ³²³	
4609	泱	jiɛŋ1	jiɛŋ⁴⁵	
4610	鞅	jiɛŋ1	jiɛŋ⁴⁵	
4611	鴦	jiɛŋ1	jiɛŋ⁴⁵	
4612	央	jiɛŋ1	jiɛŋ⁴⁵	
4613	殃	jiɛŋ1	jiɛŋ⁴⁵	
4614	秧	jiɛŋ1	jiɛŋ⁴⁵	
4615	詳	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4616	恙	jiɛŋ6	jiɛŋ⁵²	
4617	揚	jiɛŋ4	jiɛŋ³¹	
4618	洋	jiɛŋ4	jiɛŋ³¹	
4619	羊	jiɛŋ4	jiɛŋ³¹	
4620	陽	jiɛŋ4	jiɛŋ³¹	
4621	烊	jiɛŋ4	jiɛŋ³¹	
4622	徉	jiɛŋ4	jiɛŋ³¹	
4623	楊	jiɛŋ4	jiɛŋ³¹	
4624	瘍	jiɛŋ4	jiɛŋ³¹	
4625	癢	jiɛŋ5	jiɛŋ³¹²	
4626	養	jiɛŋ5	jiɛŋ³¹²	
4627	漾	jiɛŋ6	jiɛŋ⁵²	
4628	躍	jiɛk9	jiɛk⁵²	
4629	藥	jiɛk9	jiɛk⁵²	
4630	鑰	jiɛk9	jiɛk⁵²	
4631	仰	ȵiɛŋ5	ȵiɛŋ³¹²	
4632	瘧	ȵiɛk9	ȵiɛk⁵²	
4633	虐	ȵiɛk9	ȵiɛk⁵²	
4634	鯗			
4635	襄	ɬiɛŋ1	ɬiɛŋ⁴⁵	
4636	湘	ɬiɛŋ1	ɬiɛŋ⁴⁵	
4637	相	ɬiɛŋ1	ɬiɛŋ⁴⁵	互相
4638	相	ɬiɛŋ3	ɬiɛŋ³³	相貌
4639	廂	ɬiɛŋ1	ɬiɛŋ⁴⁵	
4640	箱	ɬiɛŋ1	ɬiɛŋ⁴⁵	
4641	想	ɬiɛŋ2	ɬiɛŋ³²³	
4642	削	ɬiɛk8	ɬiɛk³	
4643	翔	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4644	祥	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4645	庠			
4646	橡	ʦiɛŋ6	ʦiɛŋ⁵²	
4647	像	ʦiɛŋ6	ʦiɛŋ⁵²	
4648	象	ʦiɛŋ6	ʦiɛŋ⁵²	
4649	鄉	hiɛŋ1	hiɛŋ⁴⁵	
4650	香	hiɛŋ1	hiɛŋ⁴⁵	
4651	嚮	hiɛŋ3	hiɛŋ³³	
4652	響	hiɛŋ2	hiɛŋ³²³	
4653	饗	hiɛŋ2	hiɛŋ³²³	
4654	況	kʰuɔŋ3	kʰuɔŋ³³	
4655	謔	jiɛk9	jiɛk⁵²	
4656	框	huɔŋ1	huɔŋ⁴⁵	又读kʰuɔŋ⁴⁵
4657	筐	huɔŋ1	huɔŋ⁴⁵	又读kʰuɔŋ⁴⁵
4658	羌	kiɛŋ1	kiɛŋ⁴⁵	
4659	眶	kʰuɔŋ1	kʰuɔŋ⁴⁵	又读huɔŋ⁴⁵
4660	匡	huɔŋ1	huɔŋ⁴⁵	又读kʰuɔŋ⁴⁵
