字頭	聲紐	韻部	小韻	調類	字義	擬音(聲母)	擬音(韻母)	擬音(聲調)	粵拼(聲母)	粵拼(韻母)	粵拼(聲調)
表	幫	朝	表	陰上	外也標也明也又箋也下進言曰表	p	iu	35	b	iu	2
少	審	朝	少	陰上		ʃ	iu	35	sh	iu	2
小	心	朝	小	陰上	微也細也	s	iu	35	s	iu	2
篠	心	朝	小	陰上	小竹也箭屬	s	iu	35	s	iu	2
筱	心	朝	小	陰上	同上(小竹也箭屬)	s	iu	35	s	iu	2
曉	曉	朝	曉	陰上	通曉	h	iu	35	h	iu	2
擾	日	朝	擾	陽上	煩擾擾亂	ȵ	iu	23	nj	iu	5
遶	日	朝	擾	陽上	環也圍也	ȵ	iu	23	nj	iu	5
繞	日	朝	擾	陽上	纏繞旋繞	ȵ	iu	23	nj	iu	5
莩	滂	朝	莩	陽上	餓死人也	pʰ	iu	23	p	iu	5
殍	滂	朝	莩	陽上	同上(餓死人也)	pʰ	iu	23	p	iu	5
剽	滂	朝	莩	陽上	剽掠劫也	pʰ	iu	23	p	iu	5
摽	滂	朝	莩	陽上	麾也落也	pʰ	iu	23	p	iu	5
渺	明	朝	渺	陽上	渺茫大水貌	m	iu	23	m	iu	5
眇	明	朝	渺	陽上	一目小也又微也未也	m	iu	23	m	iu	5
杳	明	朝	渺	陽上	杳冥深也遠也	m	iu	23	m	iu	5
杪	明	朝	渺	陽上	木末也	m	iu	23	m	iu	5
藐	明	朝	渺	陽上	遠也又藐視輕忽也	m	iu	23	m	iu	5
淼	明	朝	渺	陽上	大水貌	m	iu	23	m	iu	5
鳥	泥	朝	鳥	陽上	飛禽	n	iu	23	n	iu	5
蔦	泥	朝	鳥	陽上	蔦蘿寄生草也	n	iu	23	n	iu	5
窵	泥	朝	鳥	陽上	遠也	n	iu	23	n	iu	5
梟	泥	朝	鳥	陽上	輭美也	n	iu	23	n	iu	5
嫋	泥	朝	鳥	陽上	長弱貌又曳貌又風動貌又餘音嫋嫋	n	iu	23	n	iu	5
了	來	朝	了	陽上	完也決也又了𥆐曉解也	l	iu	23	l	iu	5
瞭	來	朝	了	陽上	目睛明白	l	iu	23	l	iu	5
蓼	來	朝	了	陽上	辛苦之菜又音六	l	iu	23	l	iu	5
蓧	透	朝	蓧	陽上	條上聲草器	tʰ	iu	23	t	iu	5
照	照	朝	照	陰去	明也燭也	tʃ	iu	33	zh	iu	3
炤	照	朝	照	陰去	同上(明也燭也)	tʃ	iu	33	zh	iu	3
詔	照	朝	照	陰去	告也上命也又教導之也	tʃ	iu	33	zh	iu	3
笑	心	朝	笑	陰去	喜而解顔啓齒也	s	iu	33	s	iu	3
㗛	心	朝	笑	陰去	同上(喜而解顔啓齒也)	s	iu	33	s	iu	3
嘯	心	朝	笑	陰去	火氣蹙口出聲	s	iu	33	s	iu	3
歗	心	朝	笑	陰去	同上又悲恨之調(火氣蹙口出聲)	s	iu	33	s	iu	3
熽	心	朝	笑	陰去	火煬也	s	iu	33	s	iu	3
弔	端	朝	弔	陰去	弔死傷也又懸也	t	iu	33	d	iu	3
吊	端	朝	弔	陰去	懸也亦作弔	t	iu	33	d	iu	3
釣	端	朝	弔	陰去	釣魚	t	iu	33	d	iu	3
跳	透	朝	跳	陰去	跳躍	tʰ	iu	33	t	iu	3
趒	透	朝	跳	陰去	同上(跳躍)	tʰ	iu	33	t	iu	3
眺	透	朝	跳	陰去	視也望也	tʰ	iu	33	t	iu	3
頫	透	朝	跳	陰去	視也大夫衆來曰頫寬來曰瞜又音俯	tʰ	iu	33	t	iu	3
糶	透	朝	跳	陰去	賣穀米曰糶	tʰ	iu	33	t	iu	3
醮	精	朝	醮	陰去	祭名酌酒而無酧酢曰醮又醮席又建醮	ts	iu	33	z	iu	3
蘸	精	朝	醮	陰去	飲酒盡醉	ts	iu	33	z	iu	3
爝	精	朝	醮	陰去	爝炬火也莊子曰爝火不息也音爵	ts	iu	33	z	iu	3
竅	曉	朝	竅	陰去	香要切孔也穴也	h	iu	33	h	iu	3
肖	淸	朝	肖	陰去	似也像也	tsʰ	iu	33	c	iu	3
誚	淸	朝	肖	陰去	以言相譏詆曰誚	tsʰ	iu	33	c	iu	3
叫	見	朝	叫	陰去	呼喚也	k	iu	33	g	iu	3
少	審	朝	少	陰去	收照切年幼小曰少	ʃ	iu	33	sh	iu	3
票	滂	朝	票	陰去	牌票又勁疾也	pʰ	iu	33	p	iu	3
要	以	朝	要	陰去	故也又樞要握要要約望表頖要	j	iu	33	j	iu	3
召	照	朝	召	陽去	呼也	tʃ	iu	22	zh	iu	6
趙	照	朝	召	陽去	趨也久也利也又姓	tʃ	iu	22	zh	iu	6
兆	照	朝	召	陽去	億兆十億曰兆又宅兆墓域也又吉兆兆者以求吉爲主故以召言吉又京兆猶言京師也	tʃ	iu	22	zh	iu	6
旐	照	朝	召	陽去	旐旂	tʃ	iu	22	zh	iu	6
紹	審	朝	紹	陽去	繼也續也承也	ʃ	iu	22	sh	iu	6
邵	審	朝	紹	陽去	高也年高得邵又勉也	ʃ	iu	22	sh	iu	6
劭	審	朝	紹	陽去	勸勉也又自強也	ʃ	iu	22	sh	iu	6
肇	審	朝	紹	陽去	始也開也	ʃ	iu	22	sh	iu	6
廟	明	朝	廟	陽去	神廟祖廟	m	iu	22	m	iu	6
庙	明	朝	廟	陽去	同上(神廟祖廟)	m	iu	22	m	iu	6
妙	明	朝	廟	陽去	神化不測也又奇妙精妙	m	iu	22	m	iu	6
料	來	朝	料	陽去	度也計也量也理也又物料材料	l	iu	22	l	iu	6
廖	來	朝	料	陽去	姓	l	iu	22	l	iu	6
掉	端	朝	掉	陽去	搖動也	t	iu	22	d	iu	6
調	端	朝	掉	陽去	發也遣也又同調腔調	t	iu	22	d	iu	6
罀	端	朝	掉	陽去	瓦罀	t	iu	22	d	iu	6
窕	端	朝	掉	陽去	窈窕幽閑之意又美色	t	iu	22	d	iu	6
耀	以	朝	耀	陽去	炫耀又光照也	j	iu	22	j	iu	6
燿	以	朝	耀	陽去	同上(炫耀又光照也)	j	iu	22	j	iu	6
曜	以	朝	耀	陽去	光氣也	j	iu	22	j	iu	6
尿	泥	朝	尿	陽去	小便	n	iu	22	n	iu	6
孤	古	孤	孤	陰平	獨也幼而無父曰孤又寡德曰孤王侯謙稱也又三孤官名水師少傅少保也	kʷ	u	53	gw	u	1
沽	古	孤	孤	陰平	買也	kʷ	u	53	gw	u	1
酤	古	孤	孤	陰平	買酒	kʷ	u	53	gw	u	1
姑	古	孤	孤	陰平	婦稱夫之母曰姑夫之姊妹亦曰姑又姑息姑且姑負	kʷ	u	53	gw	u	1
蛄	古	孤	孤	陰平	螻蛄蟲名	kʷ	u	53	gw	u	1
鴣	古	孤	孤	陰平	鷓鴣	kʷ	u	53	gw	u	1
辜	古	孤	孤	陰平	辜負又罪也	kʷ	u	53	gw	u	1
岵	古	孤	孤	陰平	山無草木曰岵	kʷ	u	53	gw	u	1
柧	古	孤	孤	陰平	棱也木四方爲柧	kʷ	u	53	gw	u	1
觚	古	孤	孤	陰平	鄉飲之爵又方也又棱也	kʷ	u	53	gw	u	1
罛	古	孤	孤	陰平	取魚之器	kʷ	u	53	gw	u	1
菰	古	孤	孤	陰平	菰茨	kʷ	u	53	gw	u	1
怙	古	孤	孤	陰平	怙恃無父曰失怙無母曰失恃	kʷ	u	53	gw	u	1
夫	非	孤	夫	陰平	男子之稱也	f	u	53	f	u	1
砆	非	孤	夫	陰平	碔砆石之似玉者	f	u	53	f	u	1
玞	非	孤	夫	陰平	同上(碔砆石之似玉者)	f	u	53	f	u	1
鈇	非	孤	夫	陰平	斧鉞之屬也	f	u	53	f	u	1
趺	非	孤	夫	陰平	跏趺僧家屈足盤坐之謂	f	u	53	f	u	1
孚	非	孤	夫	陰平	誠信足以孚契于人	f	u	53	f	u	1
桴	非	孤	夫	陰平	編竹木爲筏皆曰桴	f	u	53	f	u	1
郛	非	孤	夫	陰平	郭也	f	u	53	f	u	1
俘	非	孤	夫	陰平	囚也對敵被擒之人孚穀殼曰俘蓋車中所獲者未也	f	u	53	f	u	1
痡	非	孤	夫	陰平	病不能行也	f	u	53	f	u	1
枹	非	孤	夫	陰平	擊鼓之杖	f	u	53	f	u	1
旉	非	孤	夫	陰平	布列也	f	u	53	f	u	1
敷	非	孤	夫	陰平	布也施也	f	u	53	f	u	1
膚	非	孤	夫	陰平	皮也即肌膚	f	u	53	f	u	1
柎	非	孤	夫	陰平	花木之萼	f	u	53	f	u	1
怤	非	孤	夫	陰平	急性也思也悅也	f	u	53	f	u	1
呼	非	孤	夫	陰平	呼喚	f	u	53	f	u	1
枯	非	孤	夫	陰平	枯槁	f	u	53	f	u	1
莩	非	孤	夫	陰平	葭也	f	u	53	f	u	1
嘑	非	孤	夫	陰平	唤也又咄啐之聲	f	u	53	f	u	1
箍	非	孤	夫	陰平	以篾束物	f	u	53	f	u	1
戲	非	孤	夫	陰平	於戲嘆詞	f	u	53	f	u	1
麱	非	孤	夫	陰平	蔴麱	f	u	53	f	u	1
蘇	心	孤	蘇	陰平	草木名又舒悅也又死而復生也又姓	s	u	53	s	u	1
酥	心	孤	蘇	陰平	酒名又油酥餅	s	u	53	s	u	1
甦	心	孤	蘇	陰平	死而復生曰甦	s	u	53	s	u	1
騷	心	孤	蘇	陰平	騷擾離騷羅騷又憂也愁也	s	ou	53	s	ou	1
慅	心	孤	蘇	陰平	心動貌	s	ou	53	s	ou	1
搔	心	孤	蘇	陰平	騷擾又搔癢也	s	ou	53	s	ou	1
繅	心	孤	蘇	陰平	繹繭爲絲曰蠶繅	s	ou	53	s	ou	1
臊	心	孤	蘇	陰平	腥臊	s	ou	53	s	ou	1
鰠	心	孤	蘇	陰平	魚名	s	ou	53	s	ou	1
颾	心	孤	蘇	陰平	風聲	s	ou	53	s	ou	1
㢝	心	孤	蘇	陰平	歷㢝	s	ou	53	s	ou	1
烏	云	孤	烏	陰平	烏鴉黑色鳥又烏合之衆	w	u	53	w	u	1
嗚	云	孤	烏	陰平	嗚呼嘆詞	w	u	53	w	u	1
污	云	孤	烏	陰平	污穢垢也濁也	w	u	53	w	u	1
杇	云	孤	烏	陰平	塗鏝音烏	w	u	53	w	u	1
汙	云	孤	烏	陰平	與污同	w	u	53	w	u	1
粗	淸	孤	粗	陰平	不精也臭惡也	tsʰ	u	53	c	u	1
麁	淸	孤	粗	陰平	同上(不精也臭惡也)	tsʰ	u	53	c	u	1
麤	淸	孤	粗	陰平	同上(不精也臭惡也)	tsʰ	u	53	c	u	1
操	淸	孤	粗	陰平	操持	tsʰ	ou	53	c	ou	1
撡	淸	孤	粗	陰平	同上(操持)	tsʰ	ou	53	c	ou	1
哺	幫	孤	哺	陰平	食在口也又反哺	p	u	53	b	u	1
褒	幫	孤	哺	陰平	褒獎揚其善也	p	u	53	b	u	1
餔	幫	孤	哺	陰平	申時食也又餔歇	p	u	53	b	u	1
晡	幫	孤	哺	陰平	申時曰日晡	p	u	53	b	u	1
酺	幫	孤	哺	陰平	飲酒作樂曰大酺	p	u	53	b	u	1
逋	幫	孤	哺	陰平	逃亡也	p	u	53	b	u	1
煲	幫	孤	哺	陰平	以火逼物曰煲	p	ou	53	b	ou	1
鋪	滂	孤	鋪	陰平	陳設也張布也	pʰ	u	53	p	u	1
埔	滂	孤	鋪	陰平	地之平坦也	pʰ	u	53	p	u	1
𨁏	滂	孤	鋪	陰平	馬蹀跡也	pʰ	u	53	p	u	1
租	精	孤	租	陰平	田賦也納谷納屋錢地稅俱曰租又聚也詩子所蓄租	ts	u	53	z	u	1
遭	精	孤	租	陰平	遭逢遭遇	ts	ou	53	z	ou	1
糟	精	孤	租	陰平	酒糟又糟粕	ts	ou	53	z	ou	1
刀	端	孤	刀	陰平	兵器	t	ou	53	d	ou	1
舠	端	孤	刀	陰平	小船也	t	ou	53	d	ou	1
都	端	孤	刀	陰平	天子所居之處曰皇都又府也邑也又皆也	t	u	53	d	u	1
闍	端	孤	刀	陰平	闉闍城上之臺也又音蛇	t	u	53	d	u	1
高	見	孤	高	陰平	崇也尚也又敬之也	k	ou	53	g	ou	1
篙	見	孤	高	陰平	竹篙撐船用	k	ou	53	g	ou	1
羔	見	孤	高	陰平	羔羊其皮可爲裘	k	ou	53	g	ou	1
餻	見	孤	高	陰平	粉糜也	k	ou	53	g	ou	1
糕	見	孤	高	陰平	同上粉餈也(粉糜也)	k	ou	53	g	ou	1
臯	見	孤	高	陰平	臯陶又九臯澤也局也	k	ou	53	g	ou	1
橰	見	孤	高	陰平	水車汲水器也	k	ou	53	g	ou	1
膏	見	孤	高	陰平	脂膏	k	ou	53	g	ou	1
櫜	見	孤	高	陰平	弓韜	k	ou	53	g	ou	1
鼛	見	孤	高	陰平	大鼓	k	ou	53	g	ou	1
滔	透	孤	滔	陰平	水大流貌又漫也慢也	tʰ	ou	53	t	ou	1
韜	透	孤	滔	陰平	韜略又劍衣	tʰ	ou	53	t	ou	1
縚	透	孤	滔	陰平	編絲之縚也	tʰ	ou	53	t	ou	1
惂	透	孤	滔	陰平	憂困貌	tʰ	ou	53	t	ou	1
叨	透	孤	滔	陰平	忝也濫也	tʰ	ou	53	t	ou	1
饕	透	孤	滔	陰平	饕餮貪財曰饕探食曰餮	tʰ	ou	53	t	ou	1
弢	透	孤	滔	陰平	弓衣	tʰ	ou	53	t	ou	1
絛	透	孤	滔	陰平	絲絛	tʰ	ou	53	t	ou	1
忉	透	孤	滔	陰平	心憂	tʰ	ou	53	t	ou	1
蒿	曉	孤	蒿	陰平	蓬蒿草名	h	ou	53	h	ou	1
薅	曉	孤	蒿	陰平	去草也	h	ou	53	h	ou	1
噑	曉	孤	蒿	陰平	熊虎狐狸聲	h	ou	53	h	ou	1
熬	亞	孤	熬	陰平	屋高切熬煎也	ʔ	ou	53		ou	1
熝	亞	孤	熬	陰平	煨而熟之也	ʔ	ou	53		ou	1
鏖	亞	孤	熬	陰平	鏊戰盡死殺人曰鏊	ʔ	ou	53		ou	1
無	明	孤	無	陽平	空也虛也有之對也	m	u	21	m	u	4
无	明	孤	無	陽平	同上(空也虛也有之對也)	m	u	21	m	u	4
蕪	明	孤	無	陽平	荒蕪又草名	m	u	21	m	u	4
模	明	孤	無	陽平	規模又模範形樣也	m	u	21	m	u	4
謨	明	孤	無	陽平	典謨謀也	m	u	21	m	u	4
摹	明	孤	無	陽平	倣也傚也	m	u	21	m	u	4
巫	明	孤	無	陽平	祈祝之人	m	u	21	m	u	4
誣	明	孤	無	陽平	惑也罔也詐也誇也	m	u	21	m	u	4
毋	明	孤	無	陽平	禁止之詞	m	u	21	m	u	4
毛	明	孤	無	陽平	毛髮又鳥獸之毛	m	ou	21	m	ou	4
髦	明	孤	無	陽平	髮也又俊髦士之首選也士中之俊如毛中之髦也又兩髦髮至眉子事父母之飾	m	ou	21	m	ou	4
旄	明	孤	無	陽平	旄牛尾注于旂竿之首又前高後下曰旄邱	m	ou	21	m	ou	4
芼	明	孤	無	陽平	草覆蔓也又菜也又芼羹又熟而荐之也	m	ou	21	m	ou	4
胡	云	孤	胡	陽平	何也又北夷曰胡	w	u	21	w	u	4
湖	云	孤	胡	陽平	江湖大坡曰湖	w	u	21	w	u	4
葫	云	孤	胡	陽平	葫蘆菜名也	w	u	21	w	u	4
糊	云	孤	胡	陽平	米糊又糊塗不明	w	u	21	w	u	4
瑚	云	孤	胡	陽平	瑚璉宗廟盛黍稷之器	w	u	21	w	u	4
醐	云	孤	胡	陽平	醒醐酥之精液即酒滓也	w	u	21	w	u	4
餬	云	孤	胡	陽平	糜也又餬口寄食於人也	w	u	21	w	u	4
鶘	云	孤	胡	陽平	鳥名	w	u	21	w	u	4
弧	云	孤	胡	陽平	木爲弓	w	u	21	w	u	4
瓠	云	孤	胡	陽平	瓢也	w	u	21	w	u	4
狐	云	孤	胡	陽平	狐狸獸名	w	u	21	w	u	4
壺	云	孤	胡	陽平	酒壺茶壺	w	u	21	w	u	4
乎	云	孤	胡	陽平	語助詞	w	u	21	w	u	4
塗	透	孤	塗	陽平	泥也又糊塗	tʰ	u	21	t	u	4
途	透	孤	塗	陽平	路途	tʰ	u	21	t	u	4
徒	透	孤	塗	陽平	但也衆也又步行也徒師之弟子也	tʰ	u	21	t	u	4
駼	透	孤	塗	陽平	馬名	tʰ	u	21	t	u	4
鵌	透	孤	塗	陽平	鳥名	tʰ	u	21	t	u	4
荼	透	孤	塗	陽平	苦菜又荼薇花又神荼	tʰ	u	21	t	u	4
梌	透	孤	塗	陽平	梌木	tʰ	u	21	t	u	4
酴	透	孤	塗	陽平	酴酥美酒名	tʰ	u	21	t	u	4
圖	透	孤	塗	陽平	謀也又盡彩也	tʰ	u	21	t	u	4
啚	透	孤	塗	陽平	啚籍板啚	tʰ	u	21	t	u	4
咷	透	孤	塗	陽平	號咷	tʰ	u	21	t	u	4
屠	透	孤	塗	陽平	殺也刳也裂也	tʰ	u	21	t	u	4
瘏	透	孤	塗	陽平	病不能行	tʰ	u	21	t	u	4
涂	透	孤	塗	陽平	旅途也又姓	tʰ	u	21	t	u	4
陶	透	孤	塗	陽平	瓦器	tʰ	ou	21	t	ou	4
淘	透	孤	塗	陽平	淘沙淘洗澄汰也	tʰ	ou	21	t	ou	4
醄	透	孤	塗	陽平	配醄醉貌	tʰ	ou	21	t	ou	4
桃	透	孤	塗	陽平	桃花	tʰ	ou	21	t	ou	4
裪	透	孤	塗	陽平	衣袖也	tʰ	ou	21	t	ou	4
綯	透	孤	塗	陽平	索也	tʰ	ou	21	t	ou	4
鞉	透	孤	塗	陽平	小鼓兩旁有耳持其柄而搖之則旁耳還自擊	tʰ	ou	21	t	ou	4
鞀	透	孤	塗	陽平	同上(小鼓兩旁有耳持其柄而搖之則旁耳還自擊)	tʰ	ou	21	t	ou	4
𩋃	透	孤	塗	陽平	臯𩋃鼓木也	tʰ	ou	21	t	ou	4
匋	透	孤	塗	陽平	與陶同	tʰ	ou	21	t	ou	4
逃	透	孤	塗	陽平	逃走逃亡避去也	tʰ	ou	21	t	ou	4
迯	透	孤	塗	陽平	同上(逃走逃亡避去也)	tʰ	ou	21	t	ou	4
濤	透	孤	塗	陽平	波濤海中大浪也亦曰潮頭	tʰ	ou	21	t	ou	4
檮	透	孤	塗	陽平	檮杌謂兇頑之人曰檮杌	tʰ	ou	21	t	ou	4
翿	透	孤	塗	陽平	舞者所持羽毛之屬	tʰ	ou	21	t	ou	4
䬞	透	孤	塗	陽平	風也	tʰ	ou	21	t	ou	4
菟	透	孤	塗	陽平	楚語虎曰於菟	tʰ	ou	21	t	ou	4
蒲	滂	孤	蒲	陽平	水草也	pʰ	u	21	p	u	4
莆	滂	孤	蒲	陽平	草名又縣名	pʰ	u	21	p	u	4
匍	滂	孤	蒲	陽平	匍匐手足並行之貌	pʰ	u	21	p	u	4
菩	滂	孤	蒲	陽平	菩薩	pʰ	u	21	p	u	4
葡	滂	孤	蒲	陽平	葡萄果名	pʰ	u	21	p	u	4
袍	滂	孤	蒲	陽平	長衣	pʰ	ou	21	p	ou	4
符	非	孤	符	陽平	合也券也又符節	f	u	21	f	u	4
苻	非	孤	符	陽平	草名又萑苻	f	u	21	f	u	4
扶	非	孤	符	陽平	扶持引也	f	u	21	f	u	4
夫	非	孤	符	陽平	發語詞	f	u	21	f	u	4
颫	非	孤	符	陽平	大風也	f	u	21	f	u	4
鳧	非	孤	符	陽平	鴨也	f	u	21	f	u	4
蚨	非	孤	符	陽平	青蚨蟲名	f	u	21	f	u	4
盧	來	孤	盧	陽平	飯器又姓	l	u	21	l	u	4
爐	來	孤	盧	陽平	火爐香爐	l	u	21	l	u	4
炉	來	孤	盧	陽平	同上(火爐香爐)	l	u	21	l	u	4
鑪	來	孤	盧	陽平	酒器亦作炉	l	u	21	l	u	4
鱸	來	孤	盧	陽平	魚名	l	u	21	l	u	4
纑	來	孤	盧	陽平	麻縷也	l	u	21	l	u	4
瓐	來	孤	盧	陽平	碧玉名	l	u	21	l	u	4
轤	來	孤	盧	陽平	轆轤井上汲水曰轉木	l	u	21	l	u	4
矑	來	孤	盧	陽平	木童子也	l	u	21	l	u	4
顱	來	孤	盧	陽平	頭顱頭上之骨	l	u	21	l	u	4
艫	來	孤	盧	陽平	舟之總名	l	u	21	l	u	4
壚	來	孤	盧	陽平	黑剛之壚	l	u	21	l	u	4
瀘	來	孤	盧	陽平	水名	l	u	21	l	u	4
鸕	來	孤	盧	陽平	鸕鷀取魚之鳥也	l	u	21	l	u	4
籚	來	孤	盧	陽平	茅戟之稱	l	u	21	l	u	4
蘆	來	孤	盧	陽平	蘆葦	l	u	21	l	u	4
勞	來	孤	盧	陽平	勞苦疲也劇病也又勤勞功勞	l	u	21	l	u	4
癆	來	孤	盧	陽平	内傷病	l	u	21	l	u	4
牢	來	孤	盧	陽平	堅牢又牢獄又獸圈又牛曰大牢	l	u	21	l	u	4
醪	來	孤	盧	陽平	醇醪美酒也	l	u	21	l	u	4
奴	泥	孤	奴	陽平	役也僕也	n	u	21	n	u	4
駑	泥	孤	奴	陽平	駘駑醜馬	n	u	21	n	u	4
孥	泥	孤	奴	陽平	子孫也	n	u	21	n	u	4
帑	泥	孤	奴	陽平	同上又音倘庫藏也(子孫也)	n	u	21	n	u	4
徂	淸	孤	徂	陽平	往也落也	tsʰ	u	21	c	u	4
殂	淸	孤	徂	陽平	死也滅也	tsʰ	u	21	c	u	4
曹	淸	孤	徂	陽平	局也衆也輩也又同事曰曹	tsʰ	ou	21	c	ou	4
嘈	淸	孤	徂	陽平	喧也又胡酒也	tsʰ	ou	21	c	ou	4
螬	淸	孤	徂	陽平	蟲名	tsʰ	ou	21	c	ou	4
艚	淸	孤	徂	陽平	船艚	tsʰ	ou	21	c	ou	4
槽	淸	孤	徂	陽平	馬槽滿槽	tsʰ	ou	21	c	ou	4
漕	淸	孤	徂	陽平	衛邑也又以水運糧曰漕運	tsʰ	ou	21	c	ou	4
豪	曉	孤	豪	陽平	豪傑大也俊也	h	ou	21	h	ou	4
毫	曉	孤	豪	陽平	毫釐	h	ou	21	h	ou	4
濠	曉	孤	豪	陽平	城下河也	h	ou	21	h	ou	4
壕	曉	孤	豪	陽平	城也	h	ou	21	h	ou	4
譹	曉	孤	豪	陽平	戲也	h	ou	21	h	ou	4
蠔	曉	孤	豪	陽平	螺屬	h	ou	21	h	ou	4
㠙	曉	孤	豪	陽平	山名	h	ou	21	h	ou	4
號	曉	孤	豪	陽平	哭號又大呼也	h	ou	21	h	ou	4
鰲	我	孤	鰲	陽平	嚴豪切大魚也	ŋ	ou	21	ng	ou	4
獒	我	孤	鰲	陽平	大犬高四尺	ŋ	ou	21	ng	ou	4
嗷	我	孤	鰲	陽平	衆口嗷嗷待餔也	ŋ	ou	21	ng	ou	4
嗸	我	孤	鰲	陽平	同上(衆口嗷嗷待餔也)	ŋ	ou	21	ng	ou	4
𦪈	我	孤	鰲	陽平	船底中間突木處也	ŋ	ou	21	ng	ou	4
翺	我	孤	鰲	陽平	翺翔舉翔飛也	ŋ	ou	21	ng	ou	4
螯	我	孤	鰲	陽平	海蛤又大足	ŋ	ou	21	ng	ou	4
璈	我	孤	鰲	陽平	樂名	ŋ	ou	21	ng	ou	4
古	古	孤	古	陰上	遠代也又久也故也老也	kʷ	u	35	gw	u	2
估	古	孤	古	陰上	計物之價值也	kʷ	u	35	gw	u	2
罟	古	孤	古	陰上	網罟	kʷ	u	35	gw	u	2
詁	古	孤	古	陰上	訓詁通今古之言而明其故也	kʷ	u	35	gw	u	2
牯	古	孤	古	陰上	牯牛	kʷ	u	35	gw	u	2
嘏	古	孤	古	陰上	福也	kʷ	u	35	gw	u	2
皷	古	孤	古	陰上	鐘鼓	kʷ	u	35	gw	u	2
鼓	古	孤	古	陰上	鐘鼓又鼓舞	kʷ	u	35	gw	u	2
瞽	古	孤	古	陰上	無目之人曰瞽	kʷ	u	35	gw	u	2
羖	古	孤	古	陰上	牡羊	kʷ	u	35	gw	u	2
股	古	孤	古	陰上	大脾曰股	kʷ	u	35	gw	u	2
賈	古	孤	古	陰上	商賈行貨曰商坐貨曰賈	kʷ	u	35	gw	u	2
蠱	古	孤	古	陰上	壞也腹中蟲也又亂也惑也又中毒曰蠱又易卦名	kʷ	u	35	gw	u	2
盬	古	孤	古	陰上	不堅固也	kʷ	u	35	gw	u	2
覩	端	孤	覩	陰上	見也	t	u	35	d	u	2
睹	端	孤	覩	陰上	同上(見也)	t	u	35	d	u	2
倒	端	孤	覩	陰上	仆也顛也	t	u	35	d	u	2
賭	端	孤	覩	陰上	賭博	t	u	35	d	u	2
堵	端	孤	覩	陰上	卑牆	t	u	35	d	u	2
禱	端	孤	覩	陰上	祈禱	t	ou	35	d	ou	2
擣	端	孤	覩	陰上	手推也築也敲也舂也	t	ou	35	d	ou	2
幬	端	孤	覩	陰上	覆幬	t	ou	35	d	ou	2
燾	端	孤	覩	陰上	薄覆熙也	t	ou	35	d	ou	2
島	端	孤	覩	陰上	海島	t	ou	35	d	ou	2
搗	端	孤	覩	陰上	搗藥	t	ou	35	d	ou	2
祖	精	孤	祖	陰上	祖宗	ts	u	35	z	u	2
組	精	孤	祖	陰上	綬也織也	ts	u	35	z	u	2
早	精	孤	祖	陰上	早晨又先也	ts	ou	35	z	ou	2
蚤	精	孤	祖	陰上	同上(早晨又先也)	ts	ou	35	z	ou	2
澡	精	孤	祖	陰上	洗滌	ts	ou	35	z	ou	2
藻	精	孤	祖	陰上	水草也	ts	ou	35	z	ou	2
璪	精	孤	祖	陰上	玉飾也	ts	ou	35	z	ou	2
棗	精	孤	祖	陰上	果名	ts	ou	35	z	ou	2
甫	非	孤	甫	陰上	大也始也我也衆也美也又男子美稱也	f	u	35	f	u	2
簠	非	孤	甫	陰上	簠簋宗廟盛黍稷之器	f	u	35	f	u	2
黼	非	孤	甫	陰上	黼敝黼黑相茨之紋	f	u	35	f	u	2
釜	非	孤	甫	陰上	鑊也又斗屬	f	u	35	f	u	2
斧	非	孤	甫	陰上	斧鉞	f	u	35	f	u	2
府	非	孤	甫	陰上	府縣官府又藏也聚也藏貨財曰府	f	u	35	f	u	2
俯	非	孤	甫	陰上	俯仰低頭也	f	u	35	f	u	2
撫	非	孤	甫	陰上	安慰也又擊也	f	u	35	f	u	2
腑	非	孤	甫	陰上	腑肺	f	u	35	f	u	2
拊	非	孤	甫	陰上	循也詩拊我畜我防其驚懼拊循也又拊而勉之又擊也拍也	f	u	35	f	u	2
頫	非	孤	甫	陰上	底頭也又音跳	f	u	35	f	u	2
俛	非	孤	甫	陰上	同上又音免(底頭也又音跳)	f	u	35	f	u	2
苦	非	孤	甫	陰上	辛苦	f	u	35	f	u	2
琥	非	孤	甫	陰上	琥珀	f	u	35	f	u	2
虎	非	孤	甫	陰上	虎狼猛首也	f	u	35	f	u	2
蒲	非	孤	甫	陰上	腊肉也	f	u	35	f	u	2
補	幫	孤	補	陰上	益也瑱也又補綴衣也數也十兆曰經十經曰垓十垓曰補	p	u	35	b	u	2
浦	幫	孤	補	陰上	水濱也又合浦地名	p	u	35	b	u	2
圃	幫	孤	補	陰上	園圃	p	u	35	b	u	2
保	幫	孤	補	陰上	抱也全之也安也托也養也依也守也又地保保甲	p	ou	35	b	ou	2
褓	幫	孤	補	陰上	襁褓約小兒于背者又小兒被爲褓即裼也	p	ou	35	b	ou	2
葆	幫	孤	補	陰上	草盛貌又稻藏也	p	ou	35	b	ou	2
寶	幫	孤	補	陰上	珍寶	p	ou	35	b	ou	2
宝	幫	孤	補	陰上	同上(珍寶)	p	ou	35	b	ou	2
堡	幫	孤	補	陰上	堤也障也堡障小城也	p	ou	35	b	ou	2
鴇	幫	孤	補	陰上	鳥名似雁而大無後趾	p	ou	35	b	ou	2
埔	幫	孤	補	陰上	塲埔	p	ou	35	b	ou	2
