字	IPA	原文	客拼	源	備注		到格拉夫覈校，2024年12月更新		
靣	mien5	mien5	mien5	客法辭典					
面	mien5	mien5	mien5	客法辭典					
麪	mien5	mien5	mien5	客法辭典					
糆	mien5	mien5	mien5	客法辭典					
麵	mien5	mien5	mien5	客法辭典					
苗	miau2	miao2	miau2	客法辭典					
描	miau2	miao2	miau2	客法辭典					
媌	miau2	miao2	miau2	客法辭典					
杪	miau3	miao3	miau3	客法辭典					
眇	miau2	miao2	miau2	客法辭典					
眇	miau3	miao3	miau3	客法辭典					
秒	tsʰau1	ts'ao1	cau1	客法辭典					
秒	miau3	miao3	miau3	客法辭典					
淼	miau3	miao3	miau3	客法辭典					
渺	miau3	miao3	miau3	客法辭典					
緲	miau3	miao3	miau3	客法辭典					
藐	miau3	miao3	miau3	客法辭典					
妙	miau3	miao3	miau3	客法辭典					
庙	miau5	miao5	miau5	客法辭典					
玅	miau3	miao3	miau3	客法辭典					
廟	miau5	miao5	miau5	客法辭典					
繆	meu2	meou2	meu2	客法辭典					
乜	ia3	ya3	ia3	客法辭典	本字應是「搲」。抓。				
咩	me1	me1	me1	客法辭典					
哶	me1	me1	me1	客法辭典					
烕	met8	met8	med8	客法辭典					
搣	met7	met7	med7	客法辭典					
滅	met8	met8	med8	客法辭典					
蔑	met7	met7	med7	客法辭典					
幭	met8	met8	med8	客法辭典					
篾	met8	met8	med8	客法辭典					
闑	ȵet7	gnet7	njed7	客法辭典					
蠛	met7	met7	med7	客法辭典					
衊	met7	met7	med7	客法辭典					
民	min2	min2	min2	客法辭典					
苠	min2	min2	min2	客法辭典					
旻	men2	men2	men2	客法辭典					
忞	min2	min2	min2	客法辭典					
珉	min2	min2	min2	客法辭典					
罠	min2	min2	min2	客法辭典					
捪	men3	men3	men3	客法辭典					
暋	men3	men3	men3	客法辭典					
緍	min2	min2	min2	客法辭典					
緡	min2	min2	min2	客法辭典					
皿	men1	men1	men1	客法辭典					
抿	men3	men3	men3	客法辭典					
呡	vut7	vout7	vud7	客法辭典					
勄	meu1	meou1	meu1	客法辭典					
敃	men3	men3	men3	客法辭典					
笢	min2	min2	min2	客法辭典					
敏	men1	men1	men1	客法辭典					
閔	men1	men1	men1	客法辭典					
黽	men3	men3	men3	客法辭典					
愍	men1	men1	men1	客法辭典					
閩	men2	men2	men2	客法辭典					
閩	min2	min2	min2	客法辭典					
憫	men1	men1	men1	客法辭典					
鰵	men1	men1	men1	客法辭典					
名	miaŋ2	meang2	miang2	客法辭典					
明	miaŋ2	meang2	miang2	客法辭典					
明	min2	min2	min2	客法辭典					
茗	miaŋ2	meang2	miang2	客法辭典					
冥	men2	men2	men2	客法辭典					
蓂	men2	men2	men2	客法辭典					
溟	men2	men2	men2	客法辭典					
嫇	men2	men2	men2	客法辭典					
暝	men2	men2	men2	客法辭典					
鳴	min2	min2	min2	客法辭典					
銘	min2	min2	min2	客法辭典					
銘	men2	men2	men2	客法辭典					
瞑	men2	men2	men2	客法辭典					
螟	men2	men2	men2	客法辭典					
佲	min2	min2	min2	客法辭典					
酩	min2	min2	min2	客法辭典					
命	miaŋ5	meang5	miang5	客法辭典					
命	min3	min3	min3	客法辭典					
詺	miaŋ5	meang5	miang5	客法辭典					
謬	meu3	meou3	meu3	客法辭典					
摸	mo1	mo1	mo1	客法辭典					
摸	mio1	mio1	mio1	客法辭典					
摸	mok7	moc7	mog7	客法辭典					
嫫	mu2	mou2	mu2	客法辭典					
摹	mu2	mou2	mu2	客法辭典					
模	mu2	mou2	mu2	客法辭典					
膜	mok8	moc8	mog8	客法辭典					
摩	mo2	mo2	mo2	客法辭典					
磨	mo1	mo1	mo1	客法辭典					
磨	mo2	mo2	mo2	客法辭典					
磨	mo5	mo5	mo5	客法辭典					
磨	no2	no2	no2	客法辭典					
磨	mo6	mo6	mo6	客法辭典					
謩	mu2	mou2	mu2	客法辭典					
謨	mu2	mou2	mu2	客法辭典					
嬤	mo2	mo2	mo2	客法辭典					
擵	mo2	mo2	mo2	客法辭典					
魔	mo2	mo2	mo2	客法辭典					
抹	mat7	mat7	mad7	客法辭典					
末	mat8	mat8	mad8	客法辭典					
圽	mut8	mout8	mud8	客法辭典					
茉	mat8	mat8	mad8	客法辭典					
歾	mut8	mout8	mud8	客法辭典					
歿	mut8	mout8	mud8	客法辭典					
歿	mut7	mout7	mud7	客法辭典					
帓	mat7	mat7	mad7	客法辭典					
沫	mat8	mat8	mad8	客法辭典					
陌	met7	met7	med7	客法辭典					
莫	mok8	moc8	mog8	客法辭典					
眿	mak7	mac7	mag7	客法辭典					
眽	mak7	mac7	mag7	客法辭典					
塻	mok7	moc7	mog7	客法辭典					
嗼	mok7	moc7	mog7	客法辭典					
貊	met7	met7	med7	客法辭典					
漠	mok7	moc7	mog7	客法辭典					
寞	mok7	moc7	mog7	客法辭典					
瞙	mok7	moc7	mog7	客法辭典					
墨	met8	met8	med8	客法辭典					
瘼	mok8	moc8	mog8	客法辭典					
默	met8	met8	med8	客法辭典					
鏌	mok8	moc8	mog8	客法辭典					
驀	met7	met7	med7	客法辭典					
纆	met8	met8	med8	客法辭典					
牟	meu2	meou2	meu2	客法辭典					
眸	meu2	meou2	meu2	客法辭典					
蛑	meu2	meou2	meu2	客法辭典					
謀	meu2	meou2	meu2	客法辭典					
麰	meu2	meou2	meu2	客法辭典					
鍪	meu3	meou3	meu3	客法辭典					
某	meu1	meou1	meu1	客法辭典					
母	mu1	mou1	mu1	客法辭典					
牡	meu3	meou3	meu3	客法辭典					
拇	mu3	mou3	mu3	客法辭典					
拇	meu3	meou3	meu3	客法辭典					
姆	me1	me1	me1	客法辭典					
牳	muk8	mouc8	mug8	客法辭典					
胟	mu3	mou3	mu3	客法辭典					
胟	meu3	meou3	meu3	客法辭典					
畆	meu1	meou1	meu1	客法辭典					
畝	meu1	meou1	meu1	客法辭典					
木	muk7	mouc7	mug7	客法辭典					
目	muk8	mouc8	mug8	客法辭典					
目	muk7	mouc7	mug7	客法辭典					
沐	muk8	mouc8	mug8	客法辭典					
苜	muk7	mouc7	mug7	客法辭典					
牧	muk8	mouc8	mug8	客法辭典					
毣	muk7	mouc7	mug7	客法辭典					
募	mu5	mou5	mu5	客法辭典					
墓	mu5	mou5	mu5	客法辭典					
幕	mok7	moc7	mog7	客法辭典					
睦	muk8	mouc8	mug8	客法辭典					
楘	muk7	mouc7	mug7	客法辭典					
慕	mu5	mou5	mu5	客法辭典					
暮	mu5	mou5	mu5	客法辭典					
霂	muk7	mouc7	mug7	客法辭典					
穆	muk8	mouc8	mug8	客法辭典					
拏	na1	na1	na1	客法辭典					
拿	na1	na1	na1	客法辭典					
哪	na2	na2	na2	客法辭典	【文】				
哪	na1	na1	na1	客法辭典	【文】				
那	mak7	mac7	mag7	客法辭典					
那	man3	man3	man3	客法辭典					
那	na3	na3	na3	客法辭典					
那	nai5	nai5	nai5	客法辭典	同「哪」。				
那	ŋai5	ngai5	ngai5	客法辭典	同「哪」。				
那	ne5	ne5	ne5	客法辭典					
那	lai5	lai5	lai5	客法辭典	同「哪」。				
吶	nut8	nout8	nud8	客法辭典					
妠	nep7	nep7	neb7	客法辭典					
衲	nap8	nap8	nab8	客法辭典					
娜	no2	no2	no2	客法辭典					
納	nap8	nap8	nab8	客法辭典					
捺	nat7	nat7	nad7	客法辭典					
捺	nak7	nac7	nag7	客法辭典					
鈉	nat7	nat7	nad7	客法辭典					
孻	lai5	lai5	lai5	客法辭典					
乃	nai1	nai1	nai1	客法辭典					
奶	nai1	nai1	nai1	客法辭典					
疓	nai3	nai3	nai3	客法辭典					
廼	nai1	nai1	nai1	客法辭典					
迺	nai1	nai1	nai1	客法辭典					
嬭	nai1	nai1	nai1	客法辭典					
奈	nai5	nai5	nai5	客法辭典					
柰	nai5	nai5	nai5	客法辭典					
耐	nai5	nai5	nai5	客法辭典					
耏	nai5	nai5	nai5	客法辭典					
耏	i2	y2	i2	客法辭典					
鼐	nai5	nai5	nai5	客法辭典					
褦	nai5	nai5	nai5	客法辭典					
囡	niap7	niap7	niab7	客法辭典					
男	nam2	nam2	nam2	客法辭典					
南	nam2	nam2	nam2	客法辭典					
侽	nam2	nam2	nam2	客法辭典					
娚	nam2	nam2	nam2	客法辭典					
喃	nam2	nam2	nam2	客法辭典					
楠	nem3	nem3	nem3	客法辭典	【替字】一種水果。當～子，又叫當泥、當蓮。				
諵	nam2	nam2	nam2	客法辭典					
難	nan2	nan2	nan2	客法辭典					
難	nan5	nan5	nan5	客法辭典					
赧	nan3	nan3	nan3	客法辭典					
腩	ȵem5	gnem5	njem5	客法辭典					
腩	nam1	nam1	nam1	客法辭典					
腩	nem2	nem2	nem2	客法辭典					
蝻	nam2	nam2	nam2	客法辭典					
戁	nan3	nan3	nan3	客法辭典					
囔	naŋ1	nang1	nang1	客法辭典					
囊	noŋ2	nong2	nong2	客法辭典					
曩	noŋ3	nong3	nong3	客法辭典					
攮	noŋ3	nong3	nong3	客法辭典					
灢	noŋ5	nong5	nong5	客法辭典					
孬	vai1	vai1	vai1	客法辭典					
呶	nau2	nao2	nau2	客法辭典					
怓	nau2	nao2	nau2	客法辭典					
硇	nau2	nao2	nau2	客法辭典					
詉	nau2	nao2	nau2	客法辭典					
撓	nau2	nao2	nau2	客法辭典					
撓	niau3	niao3	niau3	客法辭典					
鐃	niau2	niao2	niau2	客法辭典					
惱	nau1	nao1	nau1	客法辭典					
瑙	nau3	nao3	nau3	客法辭典					
腦	nau3	nao3	nau3	客法辭典					
嫐	liau5	liao5	liau5	客法辭典					
碯	nau3	nao3	nau3	客法辭典					
淖	nau5	nao5	nau5	客法辭典					
閙	nau5	nao5	nau5	客法辭典					
鬧	nau5	nao5	nau5	客法辭典					
抐	nap8	nap8	nab8	客法辭典					
訥	nut8	nout8	nud8	客法辭典					
呢	ni2	ni2	ni2	客法辭典					
腇	nui3	noui3	nui3	客法辭典					
餒	nui3	noui3	nui3	客法辭典					
鮾	nui3	noui3	nui3	客法辭典					
鯘	nui3	noui3	nui3	客法辭典					
內	nui5	noui5	nui5	客法辭典					
恁	im5	ym5	im5	客法辭典					
恁	nim5	nim5	nim5	客法辭典					
嫩	nun5	noun5	nun5	客法辭典					
能	nen2	nen2	nen2	客法辭典					
妮	ni2	ni2	ni2	客法辭典					
尼	ni2	ni2	ni2	客法辭典					
坭	nai2	nai2	nai2	客法辭典					
抳	ni3	ni3	ni3	客法辭典					
泥	nai2	nai2	nai2	客法辭典					
怩	ni2	ni2	ni2	客法辭典					
秜	ni2	ni2	ni2	客法辭典					
郳	ȵi2	gni2	nji2	客法辭典					
倪	ȵi2	gni2	nji2	客法辭典					
猊	ȵi2	gni2	nji2	客法辭典					
埿	nai2	nai2	nai2	客法辭典					
棿	ȵi2	gni2	nji2	客法辭典					
蜺	ȵi2	gni2	nji2	客法辭典					
輗	ȵi2	gni2	nji2	客法辭典					
霓	ȵi2	gni2	nji2	客法辭典					
霓	i2	y2	i2	客法辭典					
鯢	ȵi2	gni2	nji2	客法辭典					
麑	ȵi2	gni2	nji2	客法辭典					
齯	ȵi2	gni2	nji2	客法辭典					
伱	ni3	ni3	ni3	客法辭典	【文】				
你	ȵi2	gni2	nji2	客法辭典					
你	ȵe1	gne1	nje1	客法辭典	你的。				
你	ȵia1	gnia1	njia1	客法辭典	你的。				
你	nia1	nia1	nia1	客法辭典					
你	ni3	ni3	ni3	客法辭典	【文】				
你	ŋ2	ng2	ng2	客法辭典					
妳	nai1	nai1	nai1	客法辭典					
柅	ni2	ni2	ni2	客法辭典					
旎	ni3	ni3	ni3	客法辭典					
晲	fon3	fon3	fon3	客法辭典					
擬	ȵi3	gni3	nji3	客法辭典					
薿	ȵi3	gni3	nji3	客法辭典					
氼	nit8	nit8	nid8	客法辭典					
屰	niak8	niac8	niag8	客法辭典					
伲	ni3	ni3	ni3	客法辭典					
逆	niak8	niac8	niag8	客法辭典					
匿	nit8	nit8	nid8	客法辭典					
眤	nit8	nit8	nid8	客法辭典					
眤	ne1	ne1	ne1	客法辭典					
惄	nit8	nit8	nid8	客法辭典					
睨	ȵi5	gni5	nji5	客法辭典					
溺	nit8	nit8	nid8	客法辭典					
嫟	nit8	nit8	nid8	客法辭典					
暱	nit8	nit8	nid8	客法辭典					
膩	ȵi5	gni5	nji5	客法辭典					
拈	niam1	niam1	niam1	客法辭典					
蔫	ian1	yan1	ian1	客法辭典					
年	nian2	nian2	nian2	客法辭典					
鮎	niam2	niam2	niam2	客法辭典					
黏	niam2	niam2	niam2	客法辭典					
捻	niap7	niap7	niab7	客法辭典					
捻	iap7	yap7	iab7	客法辭典					
捻	pan5	pan5	ban5	客法辭典					
淰	niam5	niam5	niam5	客法辭典					
輦	lien3	lien3	lien3	客法辭典					
撚	nian3	nian3	nian3	客法辭典					
碾	nian3	nian3	nian3	客法辭典					
攆	lien3	lien3	lien3	客法辭典					
卄	nip8	nip8	nib8	客法辭典					
廿	ȵip8	gnip8	njib8	客法辭典					
念	niam5	niam5	niam5	客法辭典					
埝	tiam5	tiam5	diam5	客法辭典					
艌	niam5	niam5	niam5	客法辭典					
娘	nioŋ2	neong2	niong2	客法辭典					
釀	ioŋ5	yong5	iong5	客法辭典					
鳥	niau3	niao3	niau3	客法辭典					
鳥	niau1	niao1	niau1	客法辭典					
嫋	niau3	niao3	niau3	客法辭典					
蔦	niau3	niao3	niau3	客法辭典					
嬲	liau5	liao5	liau5	客法辭典					
尿	niau5	niao5	niau5	客法辭典					
捏	niap7	niap7	niab7	客法辭典					
揑	niap7	niap7	niab7	客法辭典					
苶	niap7	niap7	niab7	客法辭典					
圼	niap7	niap7	niab7	客法辭典					
臬	ȵet7	gnet7	njed7	客法辭典					
涅	niap7	niap7	niab7	客法辭典					
惗	niap7	niap7	niab7	客法辭典					
隉	niap7	niap7	niab7	客法辭典					
隉	ȵet7	gnet7	njed7	客法辭典					
敜	niap7	niap7	niab7	客法辭典					
湼	niap7	niap7	niab7	客法辭典					
槷	ȵet7	gnet7	njed7	客法辭典					
踗	niap7	niap7	niab7	客法辭典					
嶭	ȵet7	gnet7	njed7	客法辭典					
臲	niap7	niap7	niab7	客法辭典					
臲	ȵet7	gnet7	njed7	客法辭典					
聶	niap7	niap7	niab7	客法辭典					
嚙	ŋau1	ngao1	ngau1	客法辭典					
孽	ȵet7	gnet7	njed7	客法辭典					
孼	ȵet7	gnet7	njed7	客法辭典					
蘖	ȵet7	gnet7	njed7	客法辭典					
籋	niap7	niap7	niab7	客法辭典					
齧	ŋat7	ngat7	ngad7	客法辭典					
囁	niap7	niap7	niab7	客法辭典					
糵	ȵet7	gnet7	njed7	客法辭典					
囓	ŋat7	ngat7	ngad7	客法辭典					
躡	niap7	niap7	niab7	客法辭典					
讘	niap7	niap7	niab7	客法辭典					
鑷	niap7	niap7	niab7	客法辭典					
您	nen2	nen2	nen2	客法辭典					
您	nin2	nin2	nin2	客法辭典					
宁	tu3	tou3	du3	客法辭典					
苧	tʃʰu1	chou1	chu1	客法辭典					
寕	nen2	nen2	nen2	客法辭典					
甯	nen2	nen2	nen2	客法辭典					
寍	nen2	nen2	nen2	客法辭典					
寧	nen2	nen2	nen2	客法辭典					
儜	nen2	nen2	nen2	客法辭典					
凝	ken5	ken5	gen5	客法辭典	【替字】凝結。				
凝	kʰen2	k'en2	ken2	客法辭典	【替字】凝結。～撇，凍結了。腰骨～，腰骨僵硬。				
凝	kʰen5	k'en5	ken5	客法辭典	【替字】凝結。～撇，凍結了。落～，凝結。菜～壞，菜凍硬凍壞。				
凝	nian2	nian2	nian2	客法辭典					
嚀	len2	len2	len2	客法辭典					
嚀	nen2	nen2	nen2	客法辭典					
獰	nen2	nen2	nen2	客法辭典					
檸	nen2	nen2	nen2	客法辭典					
鬡	nen2	nen2	nen2	客法辭典					
擰	nen2	nen2	nen2	客法辭典					
佞	nin5	nin5	nin5	客法辭典					
侫	nin5	nin5	nin5	客法辭典					
濘	nen5	nen5	nen5	客法辭典					
牛	niu2	niou2	niu2	客法辭典					
牛	nieu2	nieou2	nieu2	客法辭典					
扭	neu3	neou3	neu3	客法辭典					
扭	niu2	niou2	niu2	客法辭典					
扭	niu3	niou3	niu3	客法辭典					
扭	niu5	niou5	niu5	客法辭典					
狃	niu3	niou3	niu3	客法辭典					
忸	nuk8	nouc8	nug8	客法辭典					
紐	niu3	niou3	niu3	客法辭典					
鈕	neu3	neou3	neu3	客法辭典					
靵	niu3	niou3	niu3	客法辭典					
農	nuŋ2	noung2	nung2	客法辭典					
儂	nuŋ2	noung2	nung2	客法辭典					
噥	nuŋ2	noung2	nung2	客法辭典					
濃	niuŋ2	nioung2	niung2	客法辭典					
濃	niuŋ5	nioung5	niung5	客法辭典					
憹	nuŋ2	noung2	nung2	客法辭典					
膿	nuŋ2	noung2	nung2	客法辭典					
穠	niuŋ2	nioung2	niung2	客法辭典					
襛	niuŋ2	nioung2	niung2	客法辭典					
醲	niuŋ2	nioung2	niung2	客法辭典					
弄	luŋ3	loung3	lung3	客法辭典					
弄	luŋ5	loung5	lung5	客法辭典					
齈	nuŋ2	noung2	nung2	客法辭典					
槈	neu5	neou5	neu5	客法辭典					
耨	neu5	neou5	neu5	客法辭典					
檽	neu5	neou5	neu5	客法辭典					
奴	nu2	nou2	nu2	客法辭典					
孥	nu2	nou2	nu2	客法辭典					
駑	nu2	nou2	nu2	客法辭典					
伮	nu2	nou2	nu2	客法辭典					
努	nu3	nou3	nu3	客法辭典					
弩	nu3	nou3	nu3	客法辭典					
怒	nu5	nou5	nu5	客法辭典					
渜	non3	non3	non3	客法辭典					
暖	non1	non1	non1	客法辭典					
煗	nun1	noun1	nun1	客法辭典					
餪	non3	non3	non3	客法辭典					
虐	niok7	nioc7	niog7	客法辭典					
瘧	niok7	nioc7	niog7	客法辭典					
挪	no2	no2	no2	客法辭典					
儺	no2	no2	no2	客法辭典					
喏	i5	y5	i5	客法辭典					
搦	nit8	nit8	nid8	客法辭典					
稬	no5	no5	no5	客法辭典					
諾	nok7	noc7	nog7	客法辭典					
懦	no5	no5	no5	客法辭典					
糯	no5	no5	no5	客法辭典					
女	ȵi3	gni3	nji3	客法辭典	【文】				
女	ȵiu3	gniou3	njiu3	客法辭典					
女	ŋ3	ng3	ng3	客法辭典					
衂	nuk8	nouc8	nug8	客法辭典					
恧	nuk7	nouc7	nug7	客法辭典					
衄	nuk8	nouc8	nug8	客法辭典					
噢	iuk7	youc7	iug7	客法辭典					
哦	ŋo2	ngo2	ngo2	客法辭典					
漚	eu5	eou5	eu5	客法辭典	長時間存放。～壞，放壞變質。				
甌	eu1	eou1	eu1	客法辭典					
歐	eu1	eou1	eu1	客法辭典					
毆	eu3	eou3	eu3	客法辭典					
熰	eu5	eou5	eu5	客法辭典	①持久燒。～灰。②燻。～狐狸。				
謳	eu1	eou1	eu1	客法辭典					
鷗	eu1	eou1	eu1	客法辭典					
偶	ȵeu3	gneou3	njeu3	客法辭典					
嘔	eu3	eou3	eu3	客法辭典					
耦	ȵeu3	gneou3	njeu3	客法辭典					
藕	ȵeu3	gneou3	njeu3	客法辭典					
帊	pʰa5	p'a5	pa5	客法辭典					
妑	pa1	pa1	ba1	客法辭典					
舥	pa1	pa1	ba1	客法辭典					
葩	pa1	pa1	ba1	客法辭典					
杷	pʰa2	p'a2	pa2	客法辭典					
爬	pʰa1	p'a1	pa1	客法辭典					
爬	pʰa2	p'a2	pa2	客法辭典					
跁	pʰa2	p'a2	pa2	客法辭典					
琶	pʰa2	p'a2	pa2	客法辭典					
鈀	pʰa2	p'a2	pa2	客法辭典					
筢	pʰa2	p'a2	pa2	客法辭典					
帕	pʰa5	p'a5	pa5	客法辭典					
怕	pʰa5	p'a5	pa5	客法辭典					
袙	pʰa5	p'a5	pa5	客法辭典					
拍	pʰok7	p'oc7	pog7	客法辭典					
俳	pʰai2	p'ai2	pai2	客法辭典					
排	pʰai2	p'ai2	pai2	客法辭典					
徘	pʰi2	p'i2	pi2	客法辭典					
棑	pʰai2	p'ai2	pai2	客法辭典					
牌	pʰai2	p'ai2	pai2	客法辭典					
箄	pi5	pi5	bi5	客法辭典					
派	pʰai5	p'ai5	pai5	客法辭典					
湃	pʰai5	p'ai5	pai5	客法辭典					
眅	pan1	pan1	ban1	客法辭典					
潘	pʰan2	p'an2	pan2	客法辭典					
攀	pan1	pan1	ban1	客法辭典					
爿	pʰan5	p'an5	pan5	客法辭典					
爿	tsʰioŋ2	ts'eong2	ciong2	客法辭典					
爿	sioŋ2	seong2	siong2	客法辭典					
媻	pʰan2	p'an2	pan2	客法辭典					
槃	pʰan2	p'an2	pan2	客法辭典					
搫	pʰan2	p'an2	pan2	客法辭典					
磐	pʰan2	p'an2	pan2	客法辭典					
盤	pʰan2	p'an2	pan2	客法辭典					
螌	pan1	pan1	ban1	客法辭典					
蹣	pʰan2	p'an2	pan2	客法辭典					
蟠	pʰan2	p'an2	pan2	客法辭典					
鞶	pʰan2	p'an2	pan2	客法辭典					
冸	pʰan5	p'an5	pan5	客法辭典					
判	pʰan5	p'an5	pan5	客法辭典					
沜	pʰan5	p'an5	pan5	客法辭典					
泮	pʰan5	p'an5	pan5	客法辭典					
盼	pʰan5	p'an5	pan5	客法辭典					
牉	pʰan5	p'an5	pan5	客法辭典					
叛	pan3	pan3	ban3	客法辭典					
畔	pan3	pan3	ban3	客法辭典					
乓	pak8	pac8	bag8	客法辭典					
沗	tʰiam1	t'iam1	tiam1	客法辭典					
胮	pʰoŋ1	p'ong1	pong1	客法辭典					
胮	pʰoŋ5	p'ong5	pong5	客法辭典					
胮	pʰaŋ1	p'ang1	pang1	客法辭典					
雱	pʰoŋ2	p'ong2	pong2	客法辭典					
滂	pʰoŋ2	p'ong2	pong2	客法辭典					
霶	pʰoŋ2	p'ong2	pong2	客法辭典					
彷	foŋ3	fong3	fong3	客法辭典					
旁	pʰoŋ2	p'ong2	pong2	客法辭典					
徬	pʰoŋ2	p'ong2	pong2	客法辭典					
螃	pʰoŋ2	p'ong2	pong2	客法辭典					
篣	poŋ3	pong3	bong3	客法辭典					
龐	pʰoŋ2	p'ong2	pong2	客法辭典					
龐	luŋ2	loung2	lung2	客法辭典					
胖	pʰan5	p'an5	pan5	客法辭典					
拋	pʰau1	p'ao1	pau1	客法辭典					
脬	pʰau1	p'ao1	pau1	客法辭典					
刨	pʰau2	p'ao2	pau2	客法辭典					
咆	pʰau2	p'ao2	pau2	客法辭典					
庖	pʰau2	p'ao2	pau2	客法辭典					
炰	pʰau5	p'ao5	pau5	客法辭典					
袍	pʰau2	p'ao2	pau2	客法辭典					
匏	pʰau2	p'ao2	pau2	客法辭典					
鞄	pʰau2	p'ao2	pau2	客法辭典					
麅	pʰau2	p'ao2	pau2	客法辭典					
跑	pʰau1	p'ao1	pau1	客法辭典					
奅	pʰau5	p'ao5	pau5	客法辭典					
泡	pʰau1	p'ao1	pau1	客法辭典					
泡	pʰau5	p'ao5	pau5	客法辭典					
泡	pʰo2	p'o2	po2	客法辭典					
炮	pʰau5	p'ao5	pau5	客法辭典					
砲	pʰau5	p'ao5	pau5	客法辭典					
皰	pʰiau5	p'iao5	piau5	客法辭典					
礮	pʰau5	p'ao5	pau5	客法辭典					
肧	pʰi1	p'i1	pi1	客法辭典					
胚	pʰi1	p'i1	pi1	客法辭典					
胚	pʰoi1	p'oi1	poi1	客法辭典					
衃	pʰi1	p'i1	pi1	客法辭典					
醅	pʰi2	p'i2	pi2	客法辭典					
醅	pʰui2	p'oui2	pui2	客法辭典					
陪	pʰi2	p'i2	pi2	客法辭典					
陪	pʰui2	p'oui2	pui2	客法辭典					
培	pʰi2	p'i2	pi2	客法辭典					
培	pʰui2	p'oui2	pui2	客法辭典					
賠	pʰoi2	p'oi2	poi2	客法辭典					
沛	pʰi5	p'i5	pi5	客法辭典					
沛	pʰai5	p'ai5	pai5	客法辭典					
佩	pi5	pi5	bi5	客法辭典					
斾	pʰi5	p'i5	pi5	客法辭典					
斾	pʰui5	p'oui5	pui5	客法辭典					
配	pʰi5	p'i5	pi5	客法辭典					
配	pʰui5	p'oui5	pui5	客法辭典					
旆	pʰi5	p'i5	pi5	客法辭典					
旆	pʰui5	p'oui5	pui5	客法辭典					
轡	pi5	pi5	bi5	客法辭典					
噴	pʰun1	p'oun1	pun1	客法辭典					
噴	pʰun5	p'oun5	pun5	客法辭典					
濆	fun2	foun2	fun2	客法辭典					
瓫	pʰun2	p'oun2	pun2	客法辭典					
盆	pʰun2	p'oun2	pun2	客法辭典					
湓	pʰun1	p'oun1	pun1	客法辭典					
湓	pʰun2	p'oun2	pun2	客法辭典					
湓	pʰut8	p'out8	pud8	客法辭典					
呠	pʰun5	p'oun5	pun5	客法辭典					
抨	pin3	pin3	bin3	客法辭典					
怦	pʰin2	p'in2	pin2	客法辭典					
砰	pʰin2	p'in2	pin2	客法辭典					
烹	pʰen1	p'en1	pen1	客法辭典					
漰	pʰen2	p'en2	pen2	客法辭典					
漰	paŋ2	pang2	bang2	客法辭典					
芃	pʰuŋ3	p'oung3	pung3	客法辭典					
朋	pʰen2	p'en2	pen2	客法辭典					
朋	pʰuŋ2	p'oung2	pung2	客法辭典					
倗	pʰen2	p'en2	pen2	客法辭典					
堋	pʰaŋ5	p'ang5	pang5	客法辭典					
淜	pʰen2	p'en2	pen2	客法辭典					
淜	paŋ2	pang2	bang2	客法辭典					
