漢字	聲部	韻部	調類	聲-值	韻-值	調-值	釋義
珏	見	剛入	陰入	k	ɔk	7	雙玉曰珏
璞	滂	剛入	陰入	pʰ	ɔk	7	玉未琢
矍	非	剛入	陰入	f	ɔk	7	矍鑠輕健貌
确	見	剛入	陰入	k	ɔk	7	磽确
確	溪	剛入	陰入	kʰ	ɔk	7	確實堅確的確
穫	云	剛入	陰入	w	ɔk	7	割禾曰穫
篧	溪	剛入	陰入	kʰ	ɔk	7	取魚之器
粕	滂	剛入	陰入	pʰ	ɔk	7	糟粕酒滓也
索	心	剛入	陰入	s	ɔk	7	盡也散也懼也
索	審	登入	陰入	ʃ	ɐk	7	取也需也求也
絡	來	剛入	陰入	l	ɔk	7	聯絡不斷又脹絡筋絡
縛	非	剛入	陰入	f	ɔk	7	綁縛
膊	幫	剛入	陰入	p	ɔk	7	膊肩
蒦	云	剛入	陰入	w	ɔk	7	蒦頭收系器
藿	非	剛入	陰入	f	ɔk	7	藿香草名
蘀	透	剛入	陰入	tʰ	ɔk	7	木葉落曰蘀
蠖	云	剛入	陰入	w	ɔk	7	尺蠖屈伸蟲也
覺	見	剛入	陰入	k	ɔk	7	知覺明覺發覺又覺察覺悟
角	見	剛入	陰入	k	ɔk	7	競也較也逐也又獸角又宿名
託	透	剛入	陰入	tʰ	ɔk	7	寄託委也信任也
貉	溪	剛入	陰入	kʰ	ɔk	7	獸名狐屬
貉	明	登入	陽入	m	ɐk	8	北夷也
躩	非	剛入	陰入	f	ɔk	7	盤辟貌
較	見	剛入	陰入	k	ɔk	7	獵較取禽獸也又車兩輢土出軾者謂車兩旁也
較	見	交	陰去	k	au	5	量也相角也
郝	溪	剛入	陰入	kʰ	ɔk	7	地名又姓
郭	古	剛入	陰入	kʷ	ɔk	7	外城曰郭又大也又姓
錯	清	剛入	陰入	tsʰ	ɔk	7	舛也乖也誤也亂也
錯	清	孤	陰去	tsʰ	u	5	捨置也又倉入聲礪石也
鎛	幫	剛入	陰入	p	ɔk	7	錢鎛田器
钁	非	剛入	陰入	f	ɔk	7	鋤頭
閣	見	剛入	陰入	k	ɔk	7	樓閣又拜相曰入閣
雒	來	剛入	陰入	l	ɔk	7	鳥名又黑馬白鬣曰雒
霍	非	剛入	陰入	f	ɔk	7	姓
鞟	古	剛入	陰入	kʷ	ɔk	7	同上(皮去毛曰鞹)
鞹	古	剛入	陰入	kʷ	ɔk	7	皮去毛曰鞹
飥	透	剛入	陰入	tʰ	ɔk	7	餅也
駁	幫	剛入	陰入	p	ɔk	7	雜也又申詞不准曰駁
駱	來	剛入	陰入	l	ɔk	7	白馬黑鬣曰駱又駱駝
𪃕	來	剛入	陰入	l	ɔk	7	水名
咢	我	剛入	陽入	ŋ	ɔk	8	徒擊鼓聲
噩	我	剛入	陽入	ŋ	ɔk	8	嚴肅貌
學	曉	剛入	陽入	h	ɔk	8	效也又庠序總名
寞	明	剛入	陽入	m	ɔk	8	寂寞
岳	我	剛入	陽入	ŋ	ɔk	8	大山也天子遊方岳
嶽	我	剛入	陽入	ŋ	ɔk	8	衆山之宗
幕	明	剛入	陽入	m	ɔk	8	與幙同
幙	明	剛入	陽入	m	ɔk	8	帷幙將軍之居曰幙府
度	端	剛入	陽入	t	ɔk	8	量度籌度謀也
度	端	孤	陽去	t	u	6	法度躔度又度量
怍	精	剛入	陽入	ts	ɔk	8	愧怍
愕	我	剛入	陽入	ŋ	ɔk	8	錯愕驚愕懼貌
斈	曉	剛入	陽入	h	ɔk	8	同上(效也又庠序總名)
昨	精	剛入	陽入	ts	ɔk	8	昔日也
柞	精	剛入	陽入	ts	ɔk	8	木名
樂	我	剛入	陽入	ŋ	ɔk	8	禮樂
樂	來	剛入	陽入	l	ɔk	8	歡娛也
樂	我	交	陽去	ŋ	au	6	岩效切喜好也
泊	幫	剛入	陽入	p	ɔk	8	淡泊灣泊
漠	明	剛入	陽入	m	ɔk	8	沙漠北方流沙也又廣也大也又沛漠
濯	照	剛入	陽入	tʃ	ɔk	8	浣濯又肥澤貌
濼	來	剛入	陽入	l	ɔk	8	地名
瘼	明	剛入	陽入	m	ɔk	8	病也
礴	幫	剛入	陽入	p	ɔk	8	磅礡氣化充滿也
箔	幫	剛入	陽入	p	ɔk	8	竹箔簾也又金箔
翯	曉	剛入	陽入	h	ɔk	8	潔白貌
膜	明	剛入	陽入	m	ɔk	8	内間曰膜
舶	幫	剛入	陽入	p	ɔk	8	小舟
莫	明	剛入	陽入	m	ɔk	8	無也勿也不可也
萼	我	剛入	陽入	ŋ	ɔk	8	花萼
落	來	剛入	陽入	l	ɔk	8	降也又磊落
薄	幫	剛入	陽入	p	ɔk	8	輕也微也
諤	我	剛入	陽入	ŋ	ɔk	8	謇諤直言也
諾	泥	剛入	陽入	n	ɔk	8	應詞也
讍	我	剛入	陽入	ŋ	ɔk	8	同上(謇諤直言也)
邈	明	剛入	陽入	m	ɔk	8	遠也渺也雄視也又音眇
鄂	我	剛入	陽入	ŋ	ɔk	8	鄂然
酢	精	剛入	陽入	ts	ɔk	8	酬酢
鏌	明	剛入	陽入	m	ɔk	8	鏌鋣劍名
鐸	端	剛入	陽入	t	ɔk	8	木鐸金口木舌擊以儆衆者
鑊	云	剛入	陽入	w	ɔk	8	云落切釜屬
鑿	精	剛入	陽入	ts	ɔk	8	鏨鑿又精也實也
鱷	我	剛入	陽入	ŋ	ɔk	8	大魚
鶚	我	剛入	陽入	ŋ	ɔk	8	鵰也
鶴	曉	剛入	陽入	h	ɔk	8	白鶴
鸑	我	剛入	陽入	ŋ	ɔk	8	鸑鷟鳥名
丢	端	朝	陰平	t	iu	1	棄也去而不取也
佻	透	朝	陰平	tʰ	iu	1	佻佻輕薄不禁勞苦貌
儦	幫	朝	陰平	p	iu	1	獸趨走也
凋	端	朝	陰平	t	iu	1	零落也
刁	端	朝	陰平	t	iu	1	狡惡之人
喓	以	朝	陰平	j	iu	1	草蟲鳴聲
嘌	滂	朝	陰平	pʰ	iu	1	嘌嘌搖不安貌
嘵	曉	朝	陰平	h	iu	1	嘵嘵恐懼告愬意
噍	精	朝	陰平	ts	iu	1	無噍類言絕也
囂	曉	朝	陰平	h	iu	1	喧也又囂囂無欲自得之貌
夭	以	朝	陰平	j	iu	1	夭夭少好貌
妖	以	朝	陰平	j	iu	1	巧也艷也好也媚也祥也孽也
嬌	見	朝	陰平	k	iu	1	美色
宵	心	朝	陰平	s	iu	1	夜也
幺	以	朝	陰平	j	iu	1	小也
弨	穿	朝	陰平	tʃʰ	iu	1	弛也
彫	端	朝	陰平	t	iu	1	刻畫也彫落彫琢又彫零
徼	以	朝	陰平	j	iu	1	徼幸謂非正理也又求也又祭也
恌	透	朝	陰平	tʰ	iu	1	偷薄也
招	照	朝	陰平	tʃ	iu	1	手呼也以言曰召以手曰招
挑	透	朝	陰平	tʰ	iu	1	挑撥又杖荷又取也又往來貌
昭	穿	朝	陰平	tʃʰ	iu	1	明也光也
朝	照	朝	陰平	tʃ	iu	1	旦也早也又朝鮮國名
朝	穿	朝	陽平	tʃʰ	iu	2	朝廷朝覲
枵	曉	朝	陰平	h	iu	1	枵腹空虛也又木名
梟	曉	朝	陰平	h	iu	1	勇也又斬罪以其首示衆曰梟首
梟	泥	朝	陽上	n	iu	4	輭美也
椒	精	朝	陰平	ts	iu	1	胡椒皇后稱椒房以𡍼壁取其溫柔又姓
標	幫	朝	陰平	p	iu	1	立木以爲表
消	心	朝	陰平	s	iu	1	散也减也滅也又消息
漂	滂	朝	陰平	pʰ	iu	1	浮也動也流也
潇	心	朝	陰平	s	iu	1	風雨暴疾又瀟湘二水名
澆	見	朝	陰平	k	iu	1	澆漓澆薄又沃也
瀌	幫	朝	陰平	p	iu	1	雨雪盛貌
焦	精	朝	陰平	ts	iu	1	火燒黑也又勞心曰焦
燒	審	朝	陰平	ʃ	iu	1	火燒黑也又勞心曰焦
猋	幫	朝	陰平	p	iu	1	犬走貌
琱	端	朝	陰平	t	iu	1	治玉也
硝	心	朝	陰平	s	iu	1	硭硝藥名又硝磺火藥
祧	透	朝	陰平	tʰ	iu	1	遷廟曰祧廟
箫	心	朝	陰平	s	iu	1	樂器
綃	心	朝	陰平	s	iu	1	生絲繒也又鮫綃
縹	幫	朝	陰平	p	iu	1	帛青白色又縹縹輕舉貌
翛	心	朝	陰平	s	iu	1	羽敝也又飛貌
腰	以	朝	陰平	j	iu	1	身之中也
膲	精	朝	陰平	ts	iu	1	二膲五臟之上系管爲三膲又從頭至心心至臍臍至足爲上下三膲
臕	幫	朝	陰平	p	iu	1	脂臕肥貌
葽	以	朝	陰平	j	iu	1	草名
蕉	精	朝	陰平	ts	iu	1	芭蕉花名
蕭	心	朝	陰平	s	iu	1	艾蒿也又蕭條
蠨	心	朝	陰平	s	iu	1	蠨蛸小蜘蛛也
要	以	朝	陰平	j	iu	1	要求要截招也勤也
要	以	朝	陰去	j	iu	5	故也又樞要握要要約望表頖要
貂	端	朝	陰平	t	iu	1	貂鼠
超	穿	朝	陰平	tʃʰ	iu	1	越也躍而過也
逍	心	朝	陰平	s	iu	1	逍遙翺翔自適貌
邀	以	朝	陰平	j	iu	1	求也招也請也
釗	穿	朝	陰平	tʃʰ	iu	1	遠也見也勉也又弩牙也
銷	心	朝	陰平	s	iu	1	火鑠金也
鏢	幫	朝	陰平	p	iu	1	兵器
鐎	精	朝	陰平	ts	iu	1	鐎斗即刀斗其器可受二升晝炊夜擊
鑣	幫	朝	陰平	p	iu	1	馬銜外鐵也
雕	端	朝	陰平	t	iu	1	同彫
霄	心	朝	陰平	s	iu	1	雲宵近天氣也
飄	滂	朝	陰平	pʰ	iu	1	風吹
飆	幫	朝	陰平	p	iu	1	風急貌
驕	見	朝	陰平	k	iu	1	緃肆驕傲驕矜驕奢
髟	幫	朝	陰平	p	iu	1	髮長貌
鴞	曉	朝	陰平	h	iu	1	鴟鴞惡聲之鳥
鵰	端	朝	陰平	t	iu	1	鳥名其羽可爲箭
鷦	精	朝	陰平	ts	iu	1	鷦鷯鳥名
鷮	見	朝	陰平	k	iu	1	雉也
麃	幫	朝	陰平	p	iu	1	麃麃武貌
𠛪	透	朝	陰平	tʰ	iu	1	剔也
𢑁	心	朝	陰平	s	iu	1	弓弭頭也
𤑳	心	朝	陰平	s	iu	1	𤑔也
㙩	來	朝	陽平	l	iu	2	宵田曰㙩
䕯	滂	朝	陽平	pʰ	iu	2	浮萍也
僑	溪	朝	陽平	kʰ	iu	2	旅寓而居也
僚	來	朝	陽平	l	iu	2	同上(同官曰寮平班亦曰寮)
僥	日	朝	陽平	ɲ	iu	2	焦僥氏南蠻之別名人短至三尺又音驕僞也
喬	溪	朝	陽平	kʰ	iu	2	高也大也
嘹	來	朝	陽平	l	iu	2	嘹喨鳴聲清徹也
堯	日	朝	陽平	ɲ	iu	2	陶唐氏號謚法翼善傳聖曰堯
姚	以	朝	陽平	j	iu	2	舜姓舜居姚墟因以爲姓又嫖姚官名也
嫖	滂	朝	陽平	pʰ	iu	2	嫖姚官名
嫽	來	朝	陽平	l	iu	2	相嫽戲也
嬈	日	朝	陽平	ɲ	iu	2	嬌嬈妍媚貌
寥	來	朝	陽平	l	iu	2	寂寥靜也又空也廓也
寮	來	朝	陽平	l	iu	2	同官曰寮平班亦曰寮
徭	以	朝	陽平	j	iu	2	役也使也
愮	以	朝	陽平	j	iu	2	憂無告也又悸也邪也惑也
憀	來	朝	陽平	l	iu	2	憀賴又悲恨也
憔	清	朝	陽平	tsʰ	iu	2	憔悴煎苦貌
描	明	朝	陽平	m	iu	2	寫也畫也
摇	以	朝	陽平	j	iu	2	動也
撩	來	朝	陽平	l	iu	2	招也
晁	穿	朝	陽平	tʃʰ	iu	2	同上(姓)
條	透	朝	陽平	tʰ	iu	2	條理條件又幹也
樵	清	朝	陽平	tsʰ	iu	2	采薪曰樵
橈	日	朝	陽平	ɲ	iu	2	舟中之楫也
橋	溪	朝	陽平	kʰ	iu	2	橋梁
潮	穿	朝	陽平	tʃʰ	iu	2	海水旋流每日消長朝曰潮夕曰汐
燎	來	朝	陽平	l	iu	2	明也爕也
猫	明	朝	陽平	m	iu	2	捉鼠之獸
猺	以	朝	陽平	j	iu	2	猺獞山之人也
瑶	以	朝	陽平	j	iu	2	瓊瑤美玉也
瓢	滂	朝	陽平	pʰ	iu	2	瓠也
療	來	朝	陽平	l	iu	2	治病曰療病
窰	以	朝	陽平	j	iu	2	窰竈所以燒瓦
繚	來	朝	陽平	l	iu	2	繞也纏也
翹	溪	朝	陽平	kʰ	iu	2	高也企也又翹首舉頭望也又翹楚喻人之特出也
聊	來	朝	陽平	l	iu	2	耳鳴也又且也略也賴也况昧也
膋	來	朝	陽平	l	iu	2	腸間之膏也
苕	透	朝	陽平	tʰ	iu	2	草名
苗	明	朝	陽平	m	iu	2	禾苗又草始生曰苗又有苗國名又苗裔
荍	溪	朝	陽平	kʰ	iu	2	菜名
蕘	日	朝	陽平	ɲ	iu	2	薪名
薸	滂	朝	陽平	pʰ	iu	2	同上(浮萍也)
蜩	透	朝	陽平	tʰ	iu	2	蟬也
調	透	朝	陽平	tʰ	iu	2	和合也又調停調劑又揉伏也
調	端	朝	陽去	t	iu	6	發也遣也又同調腔調
謡	以	朝	陽平	j	iu	2	徒歌曰謠又謠言
譙	清	朝	陽平	tsʰ	iu	2	地名又殺也
貓	明	朝	陽平	m	iu	2	同上(捉鼠之獸)
貓	明	交	陽平	m	au	2	捕鼠之獸又音苗
軺	以	朝	陽平	j	iu	2	小車也
迢	透	朝	陽平	tʰ	iu	2	迢遞遠也
遥	以	朝	陽平	j	iu	2	逍遙又遠也
遼	來	朝	陽平	l	iu	2	遠也又水名又東胡國號曰大遼又遼東
陶	以	朝	陽平	j	iu	2	臯陶舜臣名
陶	透	孤	陽平	tʰ	u	2	瓦器
鞗	透	朝	陽平	tʰ	iu	2	馬轡也
韶	審	朝	陽平	ʃ	iu	2	舜樂名給也又韶華韶光
颻	以	朝	陽平	j	iu	2	飄颻風動貌
饒	日	朝	陽平	ɲ	iu	2	豐也厚也餘也足也
饒	泥	交	陽平	n	au	2	裕也
驍	日	朝	陽平	ɲ	iu	2	武勇也健也又良馬
髫	透	朝	陽平	tʰ	iu	2	髫年垂髮少年也
鯈	透	朝	陽平	tʰ	iu	2	魚名
鰷	透	朝	陽平	tʰ	iu	2	魚名
鷂	以	朝	陽平	j	iu	2	鳥名其羽可爲箭
鷯	來	朝	陽平	l	iu	2	鷦鷯小鳥
鼂	穿	朝	陽平	tʃʰ	iu	2	姓
齠	透	朝	陽平	tʰ	iu	2	始毀齒也
俏	清	朝	陰上	tsʰ	iu	3	密行也又似也像也
剿	精	朝	陰上	ts	iu	3	同上(征勦截殺也又勦集)
勦	精	朝	陰上	ts	iu	3	征勦截殺也又勦集
小	心	朝	陰上	s	iu	3	微也細也
少	審	朝	陰上	ʃ	iu	3	
少	審	朝	陰去	ʃ	iu	5	收照切年幼小曰少
峭	清	朝	陰上	tsʰ	iu	3	陖也險也
嶠	見	朝	陰上	k	iu	3	蠪嶠螘也又天嶠龍貌
嶠	見	朝	陰上	k	iu	3	山屹而高
悄	清	朝	陰上	tsʰ	iu	3	憂也
撟	見	朝	陰上	k	iu	3	揉也物也
敿	見	朝	陰上	k	iu	3	連也繫也書經敽乃干
曉	曉	朝	陰上	h	iu	3	通曉
殀	以	朝	陰上	j	iu	3	短命也
沼	照	朝	陰上	tʃ	iu	3	池沼圓曰池方曰沼
皦	見	朝	陰上	k	iu	3	明也又玉石之白
矯	見	朝	陰上	k	iu	3	強貌又擅也妄託上命也又矯詐矯枉
窅	以	朝	陰上	j	iu	3	深遠也
窈	以	朝	陰上	j	iu	3	幽深也靜遠也
筱	心	朝	陰上	s	iu	3	同上(小竹也箭屬)
篠	心	朝	陰上	s	iu	3	小竹也箭屬
繳	見	朝	陰上	k	iu	3	纏也又綪尾也
表	幫	朝	陰上	p	iu	3	外也標也明也又箋也下進言曰表
鞘	清	朝	陰上	tsʰ	iu	3	刀劍殿
鞘	審	交	陰平	ʃ	au	1	鞭也又言鞘刀鞘也
鷕	以	朝	陰上	j	iu	3	雌雉聲
了	來	朝	陽上	l	iu	4	完也決也又了𥆐曉解也
剽	滂	朝	陽上	pʰ	iu	4	剽掠劫也
嫋	泥	朝	陽上	n	iu	4	長弱貌又曳貌又風動貌又餘音嫋嫋
摽	滂	朝	陽上	pʰ	iu	4	麾也落也
擾	日	朝	陽上	ɲ	iu	4	煩擾擾亂
杪	明	朝	陽上	m	iu	4	木末也
杳	明	朝	陽上	m	iu	4	杳冥深也遠也
殍	滂	朝	陽上	pʰ	iu	4	同上(餓死人也)
淼	明	朝	陽上	m	iu	4	大水貌
渺	明	朝	陽上	m	iu	4	渺茫大水貌
眇	明	朝	陽上	m	iu	4	一目小也又微也未也
瞭	來	朝	陽上	l	iu	4	目睛明白
窵	泥	朝	陽上	n	iu	4	遠也
繞	日	朝	陽上	ɲ	iu	4	纏繞旋繞
莩	滂	朝	陽上	pʰ	iu	4	餓死人也
莩	非	孤	陰平	f	u	1	葭也
蓧	透	朝	陽上	tʰ	iu	4	條上聲草器
蔦	泥	朝	陽上	n	iu	4	蔦蘿寄生草也
藐	明	朝	陽上	m	iu	4	遠也又藐視輕忽也
遶	日	朝	陽上	ɲ	iu	4	環也圍也
鳥	泥	朝	陽上	n	iu	4	飛禽
㗛	心	朝	陰去	s	iu	5	同上(喜而解顔啓齒也)
叫	見	朝	陰去	k	iu	5	呼喚也
吊	端	朝	陰去	t	iu	5	懸也亦作弔
嘯	心	朝	陰去	s	iu	5	火氣蹙口出聲
弔	端	朝	陰去	t	iu	5	弔死傷也又懸也
歗	心	朝	陰去	s	iu	5	同上又悲恨之調(火氣蹙口出聲)
炤	照	朝	陰去	tʃ	iu	5	同上(明也燭也)
照	照	朝	陰去	tʃ	iu	5	明也燭也
熽	心	朝	陰去	s	iu	5	火煬也
眺	透	朝	陰去	tʰ	iu	5	視也望也
票	滂	朝	陰去	pʰ	iu	5	牌票又勁疾也
竅	曉	朝	陰去	h	iu	5	香要切孔也穴也
笑	心	朝	陰去	s	iu	5	喜而解顔啓齒也
糶	透	朝	陰去	tʰ	iu	5	賣穀米曰糶
肖	清	朝	陰去	tsʰ	iu	5	似也像也
蘸	精	朝	陰去	ts	iu	5	飲酒盡醉
蘸	照	緘	陰去	tʃ	am	5	以物淬水中
詔	照	朝	陰去	tʃ	iu	5	告也上命也又教導之也
誚	清	朝	陰去	tsʰ	iu	5	以言相譏詆曰誚
趒	透	朝	陰去	tʰ	iu	5	同上(跳躍)
跳	透	朝	陰去	tʰ	iu	5	跳躍
醮	精	朝	陰去	ts	iu	5	祭名酌酒而無酧酢曰醮又醮席又建醮
釣	端	朝	陰去	t	iu	5	釣魚
頫	透	朝	陰去	tʰ	iu	5	視也大夫衆來曰頫寬來曰瞜又音俯
頫	非	孤	陰上	f	u	3	底頭也又音跳
兆	照	朝	陽去	tʃ	iu	6	億兆十億曰兆又宅兆墓域也又吉兆兆者以求吉爲主故以召言吉又京兆猶言京師也
劭	審	朝	陽去	ʃ	iu	6	勸勉也又自強也
召	照	朝	陽去	tʃ	iu	6	呼也
妙	明	朝	陽去	m	iu	6	神化不測也又奇妙精妙
尿	泥	朝	陽去	n	iu	6	小便
庙	明	朝	陽去	m	iu	6	同上(神廟祖廟)
廖	來	朝	陽去	l	iu	6	姓
廟	明	朝	陽去	m	iu	6	神廟祖廟
掉	端	朝	陽去	t	iu	6	搖動也
料	來	朝	陽去	l	iu	6	度也計也量也理也又物料材料
旐	照	朝	陽去	tʃ	iu	6	旐旂
曜	以	朝	陽去	j	iu	6	光氣也
燿	以	朝	陽去	j	iu	6	同上(炫耀又光照也)
窕	端	朝	陽去	t	iu	6	窈窕幽閑之意又美色
紹	審	朝	陽去	ʃ	iu	6	繼也續也承也
罀	端	朝	陽去	t	iu	6	瓦罀
耀	以	朝	陽去	j	iu	6	炫耀又光照也
肇	審	朝	陽去	ʃ	iu	6	始也開也
趙	照	朝	陽去	tʃ	iu	6	趨也久也利也又姓
邵	審	朝	陽去	ʃ	iu	6	高也年高得邵又勉也
㢝	心	孤	陰平	s	u	1	歷㢝
俘	非	孤	陰平	f	u	1	囚也對敵被擒之人孚穀殼曰俘蓋車中所獲者未也
刀	端	孤	陰平	t	u	1	兵器
叨	透	孤	陰平	tʰ	u	1	忝也濫也
呼	非	孤	陰平	f	u	1	呼喚
哺	幫	孤	陰平	p	u	1	食在口也又反哺
嗚	云	孤	陰平	w	u	1	嗚呼嘆詞
嗥	曉	孤	陰平	h	u	1	熊虎狐狸聲
嘑	非	孤	陰平	f	u	1	唤也又咄啐之聲
埔	滂	孤	陰平	pʰ	u	1	地之平坦也
埔	幫	孤	陰上	p	u	3	塲埔
夫	非	孤	陰平	f	u	1	男子之稱也
夫	非	孤	陽平	f	u	2	發語詞
姑	古	孤	陰平	kʷ	u	1	婦稱夫之母曰姑夫之姊妹亦曰姑又姑息姑且姑負
孚	非	孤	陰平	f	u	1	誠信足以孚契于人
孤	古	孤	陰平	kʷ	u	1	獨也幼而無父曰孤又寡德曰孤王侯謙稱也又三孤官名水師少傅少保也
岵	古	孤	陰平	kʷ	u	1	山無草木曰岵
弢	透	孤	陰平	tʰ	u	1	弓衣
忉	透	孤	陰平	tʰ	u	1	心憂
怙	古	孤	陰平	kʷ	u	1	怙恃無父曰失怙無母曰失恃
怤	非	孤	陰平	f	u	1	急性也思也悅也
惂	透	孤	陰平	tʰ	u	1	憂困貌
慅	心	孤	陰平	s	u	1	心動貌
搔	心	孤	陰平	s	u	1	騷擾又搔癢也
撡	清	孤	陰平	tsʰ	u	1	同上(操持)
操	清	孤	陰平	tsʰ	u	1	操持
敷	非	孤	陰平	f	u	1	布也施也
旉	非	孤	陰平	f	u	1	布列也
晡	幫	孤	陰平	p	u	1	申時曰日晡
杇	云	孤	陰平	w	u	1	塗鏝音烏
枯	非	孤	陰平	f	u	1	枯槁
枹	非	孤	陰平	f	u	1	擊鼓之杖
柎	非	孤	陰平	f	u	1	花木之萼
柧	古	孤	陰平	kʷ	u	1	棱也木四方爲柧
桴	非	孤	陰平	f	u	1	編竹木爲筏皆曰桴
槔	見	孤	陰平	k	u	1	水車汲水器也
櫜	見	孤	陰平	k	u	1	弓韜
汙	云	孤	陰平	w	u	1	與污同
汙	云	家	陰平	w	a	1	同上(污下也平也)
污	云	孤	陰平	w	u	1	污穢垢也濁也
沽	古	孤	陰平	kʷ	u	1	買也
滔	透	孤	陰平	tʰ	u	1	水大流貌又漫也慢也
烏	云	孤	陰平	w	u	1	烏鴉黑色鳥又烏合之衆
煲	幫	孤	陰平	p	u	1	以火逼物曰煲
熝	亞	孤	陰平		u	1	煨而熟之也
熬	亞	孤	陰平		u	1	屋高切熬煎也
玞	非	孤	陰平	f	u	1	同上(碔砆石之似玉者)
甦	心	孤	陰平	s	u	1	死而復生曰甦
痡	非	孤	陰平	f	u	1	病不能行也
皋	見	孤	陰平	k	u	1	臯陶又九臯澤也局也
砆	非	孤	陰平	f	u	1	碔砆石之似玉者
租	精	孤	陰平	ts	u	1	田賦也納谷納屋錢地稅俱曰租又聚也詩子所蓄租
箍	非	孤	陰平	f	u	1	以篾束物
篙	見	孤	陰平	k	u	1	竹篙撐船用
粗	清	孤	陰平	tsʰ	u	1	不精也臭惡也
糕	見	孤	陰平	k	u	1	同上粉餈也(粉糜也)
糟	精	孤	陰平	ts	u	1	酒糟又糟粕
絛	透	孤	陰平	tʰ	u	1	絲絛
縚	透	孤	陰平	tʰ	u	1	編絲之縚也
繅	心	孤	陰平	s	u	1	繹繭爲絲曰蠶繅
罛	古	孤	陰平	kʷ	u	1	取魚之器
羔	見	孤	陰平	k	u	1	羔羊其皮可爲裘
膏	見	孤	陰平	k	u	1	脂膏
膚	非	孤	陰平	f	u	1	皮也即肌膚
臊	心	孤	陰平	s	u	1	腥臊
舠	端	孤	陰平	t	u	1	小船也
菰	古	孤	陰平	kʷ	u	1	菰茨
蒿	曉	孤	陰平	h	u	1	蓬蒿草名
薅	曉	孤	陰平	h	u	1	去草也
蘇	心	孤	陰平	s	u	1	草木名又舒悅也又死而復生也又姓
蛄	古	孤	陰平	kʷ	u	1	螻蛄蟲名
褒	幫	孤	陰平	p	u	1	褒獎揚其善也
觚	古	孤	陰平	kʷ	u	1	鄉飲之爵又方也又棱也
趺	非	孤	陰平	f	u	1	跏趺僧家屈足盤坐之謂
辜	古	孤	陰平	kʷ	u	1	辜負又罪也
逋	幫	孤	陰平	p	u	1	逃亡也
遭	精	孤	陰平	ts	u	1	遭逢遭遇
郛	非	孤	陰平	f	u	1	郭也
都	端	孤	陰平	t	u	1	天子所居之處曰皇都又府也邑也又皆也
酤	古	孤	陰平	kʷ	u	1	買酒
酥	心	孤	陰平	s	u	1	酒名又油酥餅
酺	幫	孤	陰平	p	u	1	飲酒作樂曰大酺
鈇	非	孤	陰平	f	u	1	斧鉞之屬也
鋪	滂	孤	陰平	pʰ	u	1	陳設也張布也
鋪	滂	孤	陰去	pʰ	u	5	店肆
鏖	亞	孤	陰平		u	1	鏊戰盡死殺人曰鏊
闍	端	孤	陰平	t	u	1	闉闍城上之臺也又音蛇
闍	審	遮	陽平	ʃ	ɛ	2	僧家曰海闍黎又音都城上重門也
韜	透	孤	陰平	tʰ	u	1	韜略又劍衣
颾	心	孤	陰平	s	u	1	風聲
餔	幫	孤	陰平	p	u	1	申時食也又餔歇
餻	見	孤	陰平	k	u	1	粉糜也
饕	透	孤	陰平	tʰ	u	1	饕餮貪財曰饕探食曰餮
騷	心	孤	陰平	s	u	1	騷擾離騷羅騷又憂也愁也
高	見	孤	陰平	k	u	1	崇也尚也又敬之也
鰠	心	孤	陰平	s	u	1	魚名
鴣	古	孤	陰平	kʷ	u	1	鷓鴣
麁	清	孤	陰平	tsʰ	u	1	同上(不精也臭惡也)
麤	清	孤	陰平	tsʰ	u	1	同上(不精也臭惡也)
麱	非	孤	陰平	f	u	1	蔴麱
鼛	見	孤	陰平	k	u	1	大鼓
𨁏	滂	孤	陰平	pʰ	u	1	馬蹀跡也
㠙	曉	孤	陽平	h	u	2	山名
䬞	透	孤	陽平	tʰ	u	2	風也
乎	云	孤	陽平	w	u	2	語助詞
勞	來	孤	陽平	l	u	2	勞苦疲也劇病也又勤勞功勞
勞	來	孤	陽去	l	u	6	慰勞
匋	透	孤	陽平	tʰ	u	2	與陶同
匍	滂	孤	陽平	pʰ	u	2	匍匐手足並行之貌
咷	透	孤	陽平	tʰ	u	2	號咷
啚	透	孤	陽平	tʰ	u	2	啚籍板啚
嗷	我	孤	陽平	ŋ	u	2	衆口嗷嗷待餔也
嗸	我	孤	陽平	ŋ	u	2	同上(衆口嗷嗷待餔也)
嘈	清	孤	陽平	tsʰ	u	2	喧也又胡酒也
圖	透	孤	陽平	tʰ	u	2	謀也又盡彩也
塗	透	孤	陽平	tʰ	u	2	泥也又糊塗
壕	曉	孤	陽平	h	u	2	城也
壚	來	孤	陽平	l	u	2	黑剛之壚
壺	云	孤	陽平	w	u	2	酒壺茶壺
奴	泥	孤	陽平	n	u	2	役也僕也
孥	泥	孤	陽平	n	u	2	子孫也
屠	透	孤	陽平	tʰ	u	2	殺也刳也裂也
巫	明	孤	陽平	m	u	2	祈祝之人
弧	云	孤	陽平	w	u	2	木爲弓
徂	清	孤	陽平	tsʰ	u	2	往也落也
徒	透	孤	陽平	tʰ	u	2	但也衆也又步行也徒師之弟子也
扶	非	孤	陽平	f	u	2	扶持引也
摹	明	孤	陽平	m	u	2	倣也傚也
旄	明	孤	陽平	m	u	2	旄牛尾注于旂竿之首又前高後下曰旄邱
无	明	孤	陽平	m	u	2	同上(空也虛也有之對也)
