id	ini	fn	pt	middeng	middiao	midini	midkaihe	midyun	单字	ipa调值	ipa调号	注释
2226	tʰ	ɔn	33	一	上	定	合	桓	斷	tʰɔn33	tʰɔn1a	～绝[文]
2227	tʰ	ɔn	33	一	上	定	合	桓	斷	tʰɔn33	tʰɔn1a	线断了[白]
2228	tʰ	ɔn	21	一	去	定	合	桓	段	tʰɔn21	tʰɔn3	姓；阶～
2229	tʰ	ɔn	21	一	去	定	合	桓	緞	tʰɔn21	tʰɔn3	绸～
2230	p	iɛt	21	一	入	定	合	末	奪	piɛt21	piɛt3	～取
2231	n	ɔn	33	一	上	泥	合	桓	暖	nɔn33	nɔn1a	冷～
2233	l	uɔn	21	一	上	來	合	桓	卵	luɔn21	luɔn3	鸡～（鸡蛋），～生
2234	l	uɔn	21	一	去	來	合	桓	亂	luɔn21	luɔn3	混～
2235	l	ɔk	021	一	入	來	合	末	捋	lɔk21	lɔk8a	捋袖子
2236	l	ɔk	021	一	入	來	合	末	捋	lɔk21	lɔk8a	～骨头（啃骨头）
2237	ʦ	uɔn	451	一	平	精	合	桓	鑽	ʦuɔn451	ʦuɔn5	～孔，～山洞[动]
2239	ʦʰ	an	21	一	上	精	合	寒	攒	ʦʰan21	ʦʰan3	积～
2240	ʦ	uɔn	451	一	平	精	合	桓	鑽	ʦuɔn451	ʦuɔn5	电～[名]，～石
2241	ʦ	iɛt	045	一	入	清	合	末	撮	ʦiɛt45	ʦiɛt7	一～毛
2243	ɬ	uɔn	33	一	平	心	合	桓	酸	ɬuɔn33	ɬuɔn1a	～甜
2244	ɬ	ɔn	451	一	去	心	合	桓	算	ɬɔn451	ɬɔn5	计～
2245	ɬ	ɔn	451	一	去	心	合	桓	蒜	ɬɔn451	ɬɔn5	大蒜，蒜头
2246	k	ɔn	33	一	平	見	合	桓	官	kɔn33	kɔn1a	～司，当～
2247	k	ɔn	33	一	平	見	合	桓	棺	kɔn33	kɔn1a	～材
2248	k	ɔn	33	一	平	見	合	桓	觀	kɔn33	kɔn1a	参～，～音
2249	k	ɔn	451	一	平	見	合	桓	冠	kɔn451	kɔn5	衣～，鸡～花
2250	k	ɔn	21	一	上	見	合	桓	管	kɔn21	kɔn3	～理，气～
2251	k	ɔn	21	一	上	見	合	桓	館	kɔn21	kɔn3	图书～
2252	k	ɔn	451	一	去	見	合	桓	貫	kɔn451	kɔn5	一～，～彻
2253	k	ɔn	451	一	去	見	合	桓	灌	kɔn451	kɔn5	～溉
2254	k	ɔn	451	一	去	見	合	桓	罐	kɔn451	kɔn5	～头
2255	k	ɔn	33	一	平	見	合	桓	觀	kɔn33	kɔn1a	道～
2256	k	ɔn	451	一	平	見	合	桓	冠	kɔn451	kɔn5	～军
2257	kʰ	ɔk	021	一	入	見	合	末	括	kʰɔk21	kʰɔk8a	包～
2258	f	ɔn	33	一	平	溪	合	桓	寬	fɔn33	fɔn1a	～松
2259	f	ɔn	21	一	上	溪	合	桓	款	fɔn21	fɔn3	汇～，拨～
2260	f	æk	021	一	入	溪	合	末	闊	fæk21	fæk8a	开～
2261	v	an	21	一	去	疑	合	桓	玩	van21	van3	～具，游～
2262	f	ɔn	33	一	平	曉	合	桓	歡	fɔn33	fɔn1a	喜～，～喜
2263	v	ɔn	21						喚	vɔn21	vɔn3	呼～
2264	v	ɔn	21						煥	vɔn21	vɔn3	～然一新
2266	f	an	213	一	平	匣	合	桓	桓	fan213	fan2	齐～公
2267	j	an	213	一	平	匣	合	桓	完	jan213	jan2	～全[文]
2268	j	an	213	一	平	匣	合	桓	完	jan213	jan2	用～，食～[白]
2269	j	an	213	一	平	匣	合	桓	丸	jan213	jan2	肉～，药～
2270	v	ɔn	21	一	上	匣	合	桓	緩	vɔn21	vɔn3	～慢，迟～
2271	j	an	21	一	上	匣	合	桓	皖	jan21	jan3	安徽简称，～南事变
2272	v	ɔn	21						換	vɔn21	vɔn3	交～[文]
2273	v	ɔn	21						換	vɔn21	vɔn3	～水[白]
2274	v	ɔn	21						換	vɔn21	vɔn3	金不换[白]
2275	v	æk	021	一	入	匣	合	末	活	væk21	væk8a	生～
2276	v	ɔn	21	一	平	影	合	桓	豌	vɔn21	vɔn3	～豆
2277	v	ɔn	21	一	上	影	合	桓	碗	vɔn21	vɔn3	饭～
2278	v	ɔn	21	一	去	影	合	桓	腕	vɔn21	vɔn3	手～
2280	ŋ	an	213	二	平	疑	合	山	頑	ŋan213	ŋan2	～固，～皮
2281	v	an	21	二	去	匣	合	山	幻	van21	van3	科～，～想
2282	v	æk	021	二	入	匣	合	黠	滑	væk21	væk8a	地～，～稽
2283	v	æk	021	二	入	匣	合	黠	猾	væk21	væk8a	狡～
2284	v	æk	021	二	入	影	合	黠	挖	væk21	væk8a	～掘[文]
2285	v	æk	021	二	入	影	合	黠	挖	væk21	væk8a	穵[白]
2287	kʰ	ɐn	451	二	平	生	合	删	閂	kʰɐn451	kʰɐn5	～门，门～
2288	ʦʰ	uɔn	213	二	平	生	合	删	拴	ʦʰuɔn213	ʦʰuɔn2	拴住（捆绑）
2289	s	æk	045	二	入	生	合	鎋	刷	sæk45	sæk7	～牙，牙～
2290	k	uɔn	33	二	平	見	合	删	關	kuɔn33	kuɔn1a	～门，海～
2291	k	uɔn	451	二	去	見	合	删	慣	kuɔn451	kuɔn5	习～
2292	k	uæk	021	二	入	見	合	鎋	刮	kuæk21	kuæk8a	～毛，搜～
2293	v	an	213	二	平	匣	合	删	還	van213	van2	～原[文]
2294	v	an	213	二	平	匣	合	删	還	van213	van2	～钱[白]
2295	v	an	213	二	平	匣	合	删	還	van213	van2	～有[白]
2296	v	an	213	二	平	匣	合	删	環	van213	van2	～境
2297	v	an	21	二	去	匣	合	删	患	van21	van3	～病，忧～
2298	v	an	21	二	去	匣	合	删	宦	van21	van3	～官
2299	v	an	45	二	平	影	合	删	彎	van45	van1b	转～
2300	v	an	33	二	平	影	合	删	灣	van33	van1a	台～，海～
2301	l	ian	213	三	去	來	合	仙	戀	lian213	lian2	～爱
2302	l	iɛt	021	三	入	來	合	薛	劣	liɛt21	liɛt8a	～质，恶～
2303	ʦʰ	uɔn	213	三	平	從	合	仙	全	ʦʰuɔn213	ʦʰuɔn2	～部，安～
2304	ʦʰ	an	21	三	平	從	合	仙	泉	ʦʰan21	ʦʰan3	～水，喷～
2305	ʦʰ	iɛt	021						絕	ʦʰiɛt21	ʦʰiɛt8a	～对
2306	ɬ	ian	33	三	平	心	合	仙	宣	ɬian33	ɬian1a	～布，～传
2307	ɬ	ian	21	三	上	心	合	仙	選	ɬian21	ɬian3	～择，挑～
2308	ɬ	iɛt	021	三	入	心	合	薛	雪	ɬiɛt21	ɬiɛt8a	落～（下雪），～白
2309	ɬ	ian	213	三	平	邪	合	仙	旋	ɬian213	ɬian2	～转
2310	ʦʰ	ɔn	451	三	去	知	合	仙	轉	ʦʰɔn451	ʦʰɔn5	～学，～移，翻～
2311	ʦʰ	ɔn	451	三	去	知	合	仙	轉	ʦʰɔn451	ʦʰɔn5	～圈
2313	ʦʰ	ɔn	213	三	平	澄	合	仙	傳	ʦʰɔn213	ʦʰɔn2	～达，流～
2314	ʦʰ	ɔn	213	三	平	澄	合	仙	傳	ʦʰɔn213	ʦʰɔn2	～记，自～
2315	ʦʰ	ɔn	33	三	平	章	合	仙	專	ʦʰɔn33	ʦʰɔn1a	～门，大～
2316	ʦ	ɔn	33	三	平	章	合	仙	磚	ʦɔn33	ʦɔn1a	～头
2317	ʦʰ	uk	021	三	入	章	合	薛	拙	ʦʰuk21	ʦʰuk8a	勤能补～
2318	ʦʰ	ɔn	33	三	平	昌	合	仙	川	ʦʰɔn33	ʦʰɔn1a	四～
2319	ʦʰ	ɔn	33	三	平	昌	合	仙	穿	ʦʰɔn33	ʦʰɔn1a	～堂风，揭～
2320	ʦʰ	ɔn	21	三	上	昌	合	仙	喘	ʦʰɔn21	ʦʰɔn3	哮～
2321	ʦʰ	ɔn	451	三	去	昌	合	仙	串	ʦʰɔn451	ʦʰɔn5	一～，～通
2322	ʦʰ	ɔn	213	三	平	船	合	仙	船	ʦʰɔn213	ʦʰɔn2	轮～
2323	s	ɔk	021						說	sɔk21	sɔk8a	小～
2324	ȵ	ɔn	33	三	上	日	合	仙	軟	ȵɔn33	ȵɔn1a	～弱
2325	k	uan	21	三b	上	見	合	仙	捲	kuan21	kuan3	～起来[动]
2326	k	uan	451	三b	去	見	合	仙	眷	kuan451	kuan5	～属
2327	k	uan	21	三b	去	見	合	仙	卷	kuan21	kuan3	试～[名]
2328	k	uan	33	三a	去	見	合	仙	絹	kuan33	kuan1a	绢
2329	kʰ	uan	45	三b	平	溪	合	仙	圈	kʰuan45	kʰuan1b	圆～，～套
2330	kʰ	uan	213	三b	平	群	合	仙	拳	kʰuan213	kʰuan2	～头
2331	kʰ	uan	213	三b	平	群	合	仙	權	kʰuan213	kʰuan2	～利
2332	k	uan	21	三b	去	群	合	仙	倦	kuan21	kuan3	疲～
2333	j	an	213	三	平	雲	合	仙	圓	jan213	jan2	团～
2334	j	an	213	三	平	雲	合	仙	員	jan213	jan2	人～，～工
2335	j	an	21	三	去	雲	合	仙	院	jan21	jan3	医～，～长
2336	j	an	213	三	平	以	合	仙	緣	jan213	jan2	～分
2337	j	an	213	三	平	以	合	仙	沿	jan213	jan2	边～，～江路
2338	j	an	213	三	平	以	合	仙	鉛	jan213	jan2	～笔，～球
2339	k	ian	33	三	平	以	合	仙	捐	kian33	kian1a	～钱
2340	j	æk	021	三	入	以	合	薛	悦	jæk21	jæk8a	愉～
2341	j	æk	021						閱	jæk21	jæk8a	～读
2342	pʰ	an	33	三	平	非	合	元	藩	pʰan33	pʰan1a	曾国～
2343	f	an	21	三	上	非	合	元	反	fan21	fan3	～对，造～
2344	f	an	451	三	去	非	合	元	販	fan451	fan5	～毒，小～，～卖
2345	f	æk	021	三	入	非	合	月	髮	fæk21	fæk8a	头～
2346	f	æk	021	三	入	非	合	月	發	fæk21	fæk8a	～展，～财[文]
2347	f	æk	021	三	入	非	合	月	發	fæk21	fæk8a	～虫（长虫）[白]
2348	f	an	33	三	平	敷	合	元	翻	fan33	fan1a	～书[文]
2349	f	an	33	三	平	敷	合	元	翻	fan33	fan1a	翻转；呕吐[白]
2350	f	an	33	三	平	敷	合	元	番	fan33	fan1a	三～两次，～薯
2351	f	an	33	三	平	敷	合	元	番	fan33	fan1a	一～被（一床被子）
2352	pʰ	an	33	三	平	敷	合	元	番	pʰan33	pʰan1a	～禺（地名）
2353	f	an	213	三	平	奉	合	元	煩	fan213	fan2	麻～
2354	f	an	213	三	平	奉	合	元	礬	fan213	fan2	明～
2355	f	an	213	三	平	奉	合	元	繁	fan213	fan2	～华
2356	f	an	21	三	去	奉	合	元	飯	fan21	fan3	～店[文]
2357	f	an	21	三	去	奉	合	元	飯	fan21	fan3	食～（吃饭）[白]
2358	f	æk	021	三	入	奉	合	月	伐	fæk21	fæk8a	讨～，～木工人
2359	f	æk	021	三	入	奉	合	月	筏	fæk21	fæk8a	竹～（竹排）
2360	f	æk	021	三	入	奉	合	月	罰	fæk21	fæk8a	～款，惩～
2361	m	an	451	三	上	微	合	元	晚	man451	man5	～会
2362	m	an	21	三	上	微	合	元	挽	man21	man3	～留，手～手
2363	m	an	21	三	去	微	合	元	萬	man21	man3	～一
2364	m	an	21	三	去	微	合	元	蔓	man21	man3	～延，瓜～
2365	m	æk	021	三	入	微	合	月	襪	mæk21	mæk8a	鞋～
2366	m	ɔn	45	三	入	見	合	月	蕨	mɔn45	mɔn1b	植物
2367	h	ian	451	三	去	溪	合	元	勸	hian451	hian5	规～
2369	k	uk	021	三	入	群	合	月	掘	kuk21	kuk8a	挖～
2370	ȵ	an	213	三	平	疑	合	元	元	ȵan213	ȵan2	～旦[文]
2371	j	an	213	三	平	疑	合	元	元	jan213	jan2	一～钱[白]
2372	ȵ	an	213	三	平	疑	合	元	原	ȵan213	ȵan2	～来，平～
2373	j	an	213	三	平	疑	合	元	源	jan213	jan2	～头，来～
2374	j	an	21	三	上	疑	合	元	阮	jan21	jan3	姓，～玲玉
2375	ȵ	an	21	三	去	疑	合	元	願	ȵan21	ȵan3	～望
2376	j	æk	021	三	入	疑	合	月	月	jæk21	jæk8a	三～
2377	ɬ	ian	33	三	平	曉	合	元	喧	ɬian33	ɬian1a	～哗，～闹
2378	j	an	33	三	平	影	合	元	冤	jan33	jan1a	～枉
2379	j	an	451	三	去	影	合	元	怨	jan451	jan5	～人，埋～
2380	j	an	213	三	平	雲	合	元	袁	jan213	jan2	姓，～世凯
2381	j	an	213	三	平	雲	合	元	轅	jan213	jan2	轩～
2382	j	an	213	三	平	雲	合	元	園	jan213	jan2	菜～，花～
2383	v	ɔn	21	三	平	雲	合	元	援	vɔn21	vɔn3	～助，支～
2384	j	an	21	三	上	雲	合	元	遠	jan21	jan3	永～
2385	j	æk	021	三	入	雲	合	月	越	jæk21	jæk8a	～来～好
2386	ȵ	iɛt	021	三	入	雲	合	月	曰	ȵiɛt21	ȵiɛt8a	子～
2387	j	æk	021						粵	jæk21	jæk8a	～东
2388	kʰ	iɛt	021	四	入	見	合	屑	決	kʰiɛt21	kʰiɛt8a	～定
2389	kʰ	iɛt	021	四	入	見	合	屑	訣	kʰiɛt21	kʰiɛt8a	口～
2390	h	ian	21	四	上	溪	合	先	犬	hian21	hian3	狂～病
2391	kʰ	iɛt	021	四	入	溪	合	屑	缺	kʰiɛt21	kʰiɛt8a	～点
2392	s	æk	021	四	入	曉	合	屑	血	sæk21	sæk8a	流～
2393	h	ian	213	四	平	匣	合	先	玄	hian213	hian2	～妙
2394	j	ui	213	四	平	匣	合	先	懸	jui213	jui2	～挂，～崖
2395	j	an	21	四	去	匣	合	先	縣	jan21	jan3	～长
2396	h	ian	213	四	去	匣	合	先	眩	hian213	hian2	晕眩，～昏
2397	j	æk	021	四	入	匣	合	屑	穴	jæk21	jæk8a	～位
2398	j	an	33	四	平	影	合	先	淵	12055	jan1a	深～，～源
2399	tʰ	un	33	一	平	透	開	痕	吞	tʰun33	tʰun1a	～口水
2400	k	ɐn	33	一	平	見	開	痕	跟	kɐn33	kɐn1a	～从
2401	k	ɐn	33	一	平	見	開	痕	根	kɐn33	kɐn1a	～本，树～
2402	h	ɐn	21	一	上	溪	開	痕	懇	hɐn21	hɐn3	～求，诚～
2403	h	ɐn	213	一	上	溪	開	痕	墾	hɐn213	hɐn2	开～
2404	ŋ	ɐn	213	二	上	溪	開	山	齦	ŋɐn213	ŋɐn2	牙～肉（牙龈）
2405	h	ɐn	213	一	平	匣	開	痕	痕	hɐn213	hɐn2	～迹
2406	h	ɐn	21	一	上	匣	開	痕	很	hɐn21	hɐn3	～大
2407	h	ɐn	21	一	去	匣	開	痕	恨	hɐn21	hɐn3	仇～
2408	j	ɐn	33	一	平	影	開	痕	恩	jɐn33	jɐn1a	～人
2409	p	ɐn	45	三b	平	幫	開	真	彬	pɐn45	pɐn1b	文质～～；人名用字
2410	p	ɐn	33	三a	平	幫	開	真	賓	pɐn33	pɐn1a	贵～
2411	p	ɐn	33	三a	平	幫	開	真	檳	pɐn33	pɐn1a	～榔
2412	p	ɐn	33	三a	平	幫	開	真	滨	pɐn33	pɐn1a	哈尔～（地名）
2413	p	ɐn	451	三a	去	幫	開	真	殯	pɐn451	pɐn5	～仪馆，出～
2414	p	ɐn	451	三a	去	幫	開	真	鬢	pɐn451	pɐn5	～角
2415	p	ɐt	021	三b	入	幫	開	質	筆	pɐt21	pɐt8a	毛～，～记
2416	p	ɐt	021	三a	入	幫	開	質	畢	pɐt21	pɐt8a	～业
2417	p	iɛt	021	三a	入	幫	開	質	必	piɛt21	piɛt8a	～须
2418	pʰ	ɐt	045	三a	入	滂	開	質	匹	pʰɐt45	pʰɐt7	～配
2419	pʰ	ɐn	213	三b	平	並	開	真	貧	pʰɐn213	pʰɐn2	扶～
2420	pʰ	ɐn	213	三a	平	並	開	真	頻	pʰɐn213	pʰɐn2	～繁
2421	p	ɐk	021	三b	入	並	開	質	弼	pɐk21	pɐk8a	～马温；任～时
2422	m	ɐn	21	三b	平	明	開	真	閩	mɐn21	mɐn3	福建简称，～南
2423	m	ɐn	213	三a	平	明	開	真	民	mɐn213	mɐn2	人～，～族
2424	m	ɐn	451	三b	上	明	開	真	憫	mɐn451	mɐn5	怜～
2425	m	ɐn	21	三b	上	明	開	真	敏	mɐn21	mɐn3	灵～
2426	m	ɐt	021	三b	入	明	開	質	密	mɐt21	mɐt8a	秘～，～封
2427	m	ɐn	45	三b	上	明	開	真	抿	mɐn45	mɐn1b	小口喝
2428	m	ɐt	021	三a	入	明	開	質	蜜	mɐt21	mɐt8a	～蜂
2429	l	ɐn	213	三	平	來	開	真	鄰	lɐn213	lɐn2	～居
2430	l	ɐn	213	三	平	來	開	真	鱗	lɐn213	lɐn2	鱼～
2431	l	ɐn	213	三	平	來	開	真	燐	lɐn213	lɐn2	～肥
2432	m	ɐn	213	三	去	來	開	真	吝	mɐn213	mɐn2	吝啬
2433	l	ɐt	021	三	入	來	開	質	栗	lɐt21	lɐt8a	～子
2434	ʦ	ɐn	33	三	平	精	開	真	津	ʦɐn33	ʦɐn1a	天～（地名）
2435	ʦʰ	ɐn	21	三	上	精	開	真	儘	ʦʰɐn21	ʦʰɐn3	～管，～早
2436	ʦʰ	ɐn	451	三	去	精	開	真	進	ʦʰɐn451	ʦʰɐn5	～步，前～
2437	ʦʰ	ɐn	451						晉	ʦʰɐn451	ʦʰɐn5	山西简称；魏～南北朝
2438	ʦʰ	ɐn	33	三	平	清	開	真	親	ʦʰɐn33	ʦʰɐn1a	～生，父～
2439	ʦʰ	ɐn	33	三	平	清	開	真	親	ʦʰɐn33	ʦʰɐn1a	～家
2440	ʦʰ	ɐt	021	三	入	清	開	質	七	ʦʰɐt21	ʦʰɐt8a	数字
2441	ʦʰ	ɐt	021	三	入	清	開	質	漆	ʦʰɐt21	ʦʰɐt8a	油～
2442	ʦʰ	ɐn	213	三	平	從	開	真	秦	ʦʰɐn213	ʦʰɐn2	姓；～国
2443	ʦʰ	ɐn	21	三	上	從	開	真	盡	ʦʰɐn21	ʦʰɐn3	～量，～力，～头
2444	ʦʰ	ɐt	021	三	入	從	開	質	疾	ʦʰɐt21	ʦʰɐt8a	残～
2445	ɬ	ɐn	33	三	平	心	開	真	辛	ɬɐn33	ɬɐn1a	～苦
2446	ɬ	ɐn	33	三	平	心	開	真	新	ɬɐn33	ɬɐn1a	～旧
2447	ɬ	ɐn	33	三	平	心	開	真	新	ɬɐn33	ɬɐn1a	～妇（儿媳妇）
2448	ɬ	ɐn	33	三	平	心	開	真	薪	ɬɐn33	ɬɐn1a	～水
2449	ɬ	ɐn	451	三	去	心	開	真	信	ɬɐn451	ɬɐn5	相～
2450	ɬ	ɐn	451	三	去	心	開	真	訊	ɬɐn451	ɬɐn5	通～
2451	ɬ	ɐn	21	三	入	心	開	質	悉	ɬɐn21	ɬɐn3	熟～
2452	ɬ	ɐt	045	三	入	心	開	質	膝	ɬɐt45	ɬɐt7	～头（膝盖）
2453	ʦ	ɐn	33	三	平	知	開	真	珍	ʦɐn33	ʦɐn1a	～珠
2454	ʦ	ɐn	451	三	平	知	開	真	鎮	ʦɐn451	ʦɐn5	～长，～压
2455	ʦʰ	ɐn	451	三	去	徹	開	真	趁	ʦʰɐn451	ʦʰɐn5	～机
2456	ʦʰ	ɐn	213	三	平	澄	開	真	陳	ʦʰɐn213	ʦʰɐn2	姓；～列，～皮
2457	ʦʰ	ɐn	213	三	平	澄	開	真	塵	ʦʰɐn213	ʦʰɐn2	灰～，～灰
2458	ʦʰ	ɐn	21	三	去	澄	開	真	陣	ʦʰɐn21	ʦʰɐn3	～雨
2459	ʦʰ	ɐt	021						姪	ʦʰɐt21	ʦʰɐt8a	～子
2460	tʰ	iɛt	021	三	入	澄	開	質	秩	tʰiɛt21	tʰiɛt8a	～序
2461	ʦ	ɐn	33	三	平	莊	開	真	臻	ʦɐn33	ʦɐn1a	聂荣～
2462	ʦʰ	ɐn	451	三	去	初	開	真	襯	ʦʰɐn451	ʦʰɐn5	～衫
2463	ɬ	ɐt	021	三	入	生	開	質	蝨	ɬɐt21	ɬɐt8a	虱子，～嫲
2464	ʦ	ɐn	33	三	平	章	開	真	真	ʦɐn33	ʦɐn1a	认～，～假
2465	ʦʰ	ɐn	21	三	上	章	開	真	診	ʦʰɐn21	ʦʰɐn3	急～
2466	ʦʰ	ɐn	21	三	上	章	開	真	疹	ʦʰɐn21	ʦʰɐn3	麻～
2467	ʦ	ɐn	451	三	去	章	開	真	振	ʦɐn451	ʦɐn5	～动
2468	ʦ	ɐn	451	三	去	章	開	真	震	ʦɐn451	ʦɐn5	地～
2469	ʦ	ɐt	021	三	入	章	開	質	質	ʦɐt21	ʦɐt8a	～量，品～
2470	s	ɐn	213	三	平	船	開	真	神	sɐn213	sɐn2	～仙，精～
2471	s	ɐt	021	三	入	船	開	質	實	sɐt21	sɐt8a	老～，～在
2472	s	ɐn	33	三	平	書	開	真	身	sɐn33	sɐn1a	～体，上～
2473	s	ɐn	33	三	平	書	開	真	申	sɐn33	sɐn1a	～请；地支，申酉戌亥
2474	s	ɐn	33	三	平	書	開	真	伸	sɐn33	sɐn1a	～展，延～[文]
2475	ʦ	ɐn	33	三	平	書	開	真	伸	ʦɐn33	ʦɐn1a	～手[白]
2476	s	ɐn	213	三	平	書	開	真	娠	sɐn213	sɐn2	妊～反应
2477	ʦ	ɐn	21	三	入	書	開	質	失	ʦɐn21	ʦɐn3	～去，丧～
2478	s	ɐn	21	三	入	書	開	質	室	sɐn21	sɐn3	教～，～内
2479	s	ɐn	213	三	平	禪	開	真	辰	sɐn213	sɐn2	时～
2480	s	ɐn	213	三	平	禪	開	真	晨	sɐn213	sɐn2	朝～
2481	s	ɐn	213	三	平	禪	開	真	臣	sɐn213	sɐn2	大～
2482	s	ɐn	21	三	上	禪	開	真	腎	sɐn21	sɐn3	～病
2483	s	ɐn	21	三	上	禪	開	真	腎	sɐn21	sɐn3	鸡～（鸡肫）[白]
2484	s	ɐn	21	三	去	禪	開	真	慎	sɐn21	sɐn3	谨～，～重
2485	ȵ	ɐn	213	三	平	日	開	真	人	ȵɐn213	ȵɐn2	老～，～民
2486	ȵ	ɐn	213	三	平	日	開	真	仁	ȵɐn213	ȵɐn2	～义
2487	ȵ	ɐn	33	三	上	日	開	真	忍	ȵɐn33	ȵɐn1a	～耐，～受
2488	ȵ	ɐn	21	三	去	日	開	真	刃	ȵɐn21	ȵɐn3	刀～
2489	ȵ	ɐn	21	三	去	日	開	真	認	ȵɐn21	ȵɐn3	承～，～真
2491	ȵ	ɐn	451						靭	ȵɐn451	ȵɐn5	不易断[白]
2492	ȵ	ɐt	021	三	入	日	開	質	日	ȵɐt21	ȵɐt8a	十～，～期
2493	k	ɐn	33	三b	平	見	開	真	巾	kɐn33	kɐn1a	围～
2494	k	ɐn	21	三a	上	見	開	真	緊	kɐn21	kɐn3	～张
2495	k	ɐt	021	三a	入	見	開	質	吉	kɐt21	kɐt8a	～利
2496	k	ɐn	21	三b	去	群	開	真	僅	kɐn21	kɐn3	～～，不～
2497	ŋ	ɐn	213	三b	平	疑	開	真	銀	ŋɐn213	ŋɐn2	金～，～行
2498	j	ɐn	213	三b	去	曉	開	真	釁	jɐn213	jɐn2	挑～
2499	j	ɐn	33	三a	平	影	開	真	因	jɐn33	jɐn1a	原～
2500	j	ɐn	33	三a	平	影	開	真	姻	jɐn33	jɐn1a	婚～
2501	j	ɐn	451	三a	去	影	開	真	印	jɐn451	jɐn5	手～
2502	j	ɐt	021	三b	入	影	開	質	乙	jɐt21	jɐt8a	天干，甲乙丙丁
2503	j	ɐt	021	三a	入	影	開	質	一	jɐt21	jɐt8a	数字
2504	ȵ	ɐn	213	三	平	以	開	真	寅	ȵɐn213	ȵɐn2	地支，子丑寅卯
2505	j	ɐn	21	三	上	以	開	真	引	jɐn21	jɐn3	吸～
2506	j	ɐt	045	三	入	以	開	質	逸	jɐt45	jɐt7	劳～结合
2507	k	ɐn	33	三	平	見	開	欣	斤	kɐn33	kɐn1a	～两
2508	k	ɐn	33	三	平	見	開	欣	筋	kɐn33	kɐn1a	牛～丸
2509	k	ɐn	21	三	上	見	開	欣	謹	kɐn21	kɐn3	～慎，严～
2510	k	ɐn	451	三	去	見	開	欣	勁	kɐn451	kɐn5	有～，～敌
2511	ŋ	ɐt	045	三	入	見	開	迄	訖	ŋɐt45	ŋɐt7	收～
2512	h	ɐt	021	三	入	溪	開	迄	乞	hɐt21	hɐt8a	～食，～求
2513	kʰ	ɐn	213	三	平	群	開	欣	勤	kʰɐn213	kʰɐn2	～劳
2514	kʰ	ɐn	213	三	平	群	開	欣	芹	kʰɐn213	kʰɐn2	～菜
2515	kʰ	un	33	三	上	群	開	欣	近	kʰun33	kʰun1a	最～，～来[文]
2516	kʰ	un	33	三	上	群	開	欣	近	kʰun33	kʰun1a	远近[白]
2517	j	ɐn	33	三	平	曉	開	欣	欣	jɐn33	jɐn1a	～赏
2518	j	ɐn	33	二	平	影	開	欣	殷	jɐn33	jɐn1a	姓；～勤
2519	j	ɐn	21	三	上	影	開	欣	隱	jɐn21	jɐn3	～形，～身
2520	j	ɐn	21						瘾	jɐn21	jɐn3	喜欢；烟～
2521	p	ɐn	33	一	平	幫	合	魂	奔	pɐn33	pɐn1a	～跑，东～西走
2522	p	ɐn	21	一	上	幫	合	魂	本	pɐn21	pɐn3	～来，书～
2523	p	ɐt	021	一	入	幫	合	没	不	pɐt21	pɐt8a	～过
2524	pʰ	ɐn	451	一	平	滂	合	魂	噴	pʰɐn451	pʰɐn5	～水；～嚏
2525	pʰ	ɐn	213	一	平	並	合	魂	盆	pʰɐn213	pʰɐn2	面～（脸盆），～地
2526	p	ɐn	451	一	上	並	合	魂	笨	pɐn451	pɐn5	～蛋[文]
2527	p	ɐn	451	一	上	並	合	魂	笨	pɐn451	pɐn5	厚[白]
2528	pʰ	æk	033	一	入	並	合	没	勃	pʰæk33	pʰæk8b	勃，蓬～，生机～～
2529	m	ɐn	213	一	平	明	合	魂	門	mɐn213	mɐn2	关～
2530	m	ɐn	451	一	去	明	合	魂	悶	mɐn451	mɐn5	烦～，～热
2531	m	ɔ	213						沒	mɔ213	mɔ2	沉～，～有，出～
2532	t	un	45	一	平	端	合	魂	敦	tun45	tun1b	～厚；伦～（地名）
2533	t	un	21	一	平	端	合	魂	墩	tun21	tun3	桥～
2534	t	un	21	一	去	端	合	魂	頓	tun21	tun3	停～，～脚
2535	tʰ	ui	451	一	去	透	合	魂	褪	tʰui451	tʰui5	～色
2536	tʰ	un	213	一	平	定	合	魂	屯	tʰun213	tʰun2	～田
2537	tʰ	uɔn	213	一	平	定	合	魂	豚	tʰuɔn213	tʰuɔn2	海～
2538	tʰ	un	213	一	上	定	合	魂	囤	tʰun213	tʰun2	～积
2539	tʰ	un	213	一	上	定	合	魂	沌	tʰun213	tʰun2	混～
2540	tʰ	un	21	一	上	定	合	魂	盾	tʰun21	tʰun3	矛～
2541	tʰ	un	21	一	去	定	合	魂	鈍	tʰun21	tʰun3	迟～，～角
2542	tʰ	un	21	一	去	定	合	魂	遁	tʰun21	tʰun3	逃～
2543	tʰ	uk	021	一	入	定	合	没	凸	tʰuk21	tʰuk8a	～起
2544	tʰ	uk	021	一	入	定	合	没	突	tʰuk21	tʰuk8a	～然
2545	tʰ	uk	021	一	入	定	合	没	突	tʰuk21	tʰuk8a	～出
2546	n	un	21	一	去	泥	合	魂	嫩	nun21	nun3	不老
2547	l	un	21	一	去	來	合	魂	論	lun21	lun3	～语
2548	l	un	213	一	平	來	合	魂	崙	lun213	lun2	昆～
2549	l	un	21	一	去	來	合	魂	論	lun21	lun3	议～，～文
