汉字	罗马字	IPA	注释																
端	tuann1	tuã˧˧	(白)卵端																
端	tuan1	tuan˧˧	(文)																
短	te2	te˥˨																	
短	tuan2	tuan˥˨	(文)																
斷	tuinn7	tuĩ˨˨	(白)																
斷	tuan3	tuan˨˩																	
斷	tuan7	tuan˨˨																	
鍛	tuan3	tuan˨˩																	
團	tʰuinn5	tʰuĩ˩˨	(白)一团																
團	tʰuan5	tʰuan˩˨	(文)																
段	tuann7	tuã˨˨	(白)																
段	tuan7	tuan˨˨	(文)																
緞	tuan7	tuan˨˨	缎州楼																
暖	luan2	luan˥˨																	
鸞	luan5	luan˩˨																	
卵	nui7	nui˨˨																	
亂	luan7	luan˨˨																	
亂	lan7	lan˨˨	乱主来，乱使来																
纂	tshuan3	tsʰuan˨˩																	
鑽	tsuinn3	tsuĩ˨˩	(白)																
鑽	tsuan3	tsuan˨˩	(文)																
鑽	nui3	nui˨˩	(训)钻过去																
鑽	suan7	suan˨˨	(训)𥖄仔:钻石																
𥖄	suan7	suan˨˨	𥖄仔:钻石																
竄	tshuann3	tsʰuã˨˩	(白)横穿																
竄	tshuan3	tsʰuan˨˩	(文)窜尿:漏尿																
竄	tshngh4	tsʰŋh˦˨	(替)疾驰而过																
酸	suinn1	suĩ˧˧	(白)																
酸	suan1	suan˧˧	(文)																
算	suinn3	suĩ˨˩																	
算	suan3	suan˨˩																	
蒜	suan3	suan˨˩																	
官	kuann1	kuã˧˧	(白)																
官	kuan1	kuan˧˧	(文)																
觀	kuan1	kuan˧˧	观音																
觀	kuan3	kuan˨˩	道观																
冠	kuan1	kuan˧˧	皇冠																
冠	kuan3	kuan˨˩	冠军																
管	kuinn2	kuĩ˥˨	(白)																
管	kuan2	kuan˥˨	(文)																
館	kuan2	kuan˥˨																	
灌	kuan3	kuan˨˩																	
罐	kuan3	kuan˨˩																	
貫	kuinn3	kuĩ˨˩	(白)穿孔:贯耳仔																
貫	kuan3	kuan˨˩	(文)																
寬	khuann1	kʰuã˧˧	(白)																
寬	khuan1	kʰuan˧˧	(文)																
款	khuan2	kʰuan˥˨																	
玩	uan2	uan˥˨																	
歡	huann1	huã˧˧	(白)																
歡	huan1	huan˧˧	(文)																
喚	huan3	huan˨˩																	
煥	huan3	huan˨˩																	
桓	huan5	huan˩˨																	
完	uan5	uan˩˨																	
丸	uan5	uan˩˨																	
丸	inn5	ĩ˩˨	(训)圆																
紈	uan5	uan˩˨																	
緩	huainn7	huaĩ˨˨	(白)																
緩	huan7	huan˨˨	(文)																
皖	uan2	uan˥˨																	
換	uann7	uã˨˨																	
豌	uan2	uan˥˨																	
碗	uann2	uã˥˨	鸡公碗，pʰiat4仔碗																
腕	uann2	uã˥˨																	
腕	uan2	uan˥˨																	
幻	huan3	huan˨˩																	
篡	tshuan3	tsʰuan˨˩																	
撰	tsuan3	tsuan˨˩																	
閂	tshuann3	tsʰuã˨˩																	
閂	suinn1	suĩ˧˧	闩仔																
拴	suinn1	suĩ˧˧																	
拴	suinn3	suĩ˨˩	(白)紧缩																
拴	suan1	suan˧˧	(文)																
關	kuɛnn1	kuɛ̃˧˧	(白)关门																
關	kuan1	kuan˧˧	(文)关公																
慣	kuan3	kuan˨˩																	
頑	uan5	uan˩˨																	
還	heng5	heŋ˩˨																	
還	han5	han˩˨	又																
還	huan5	huan˩˨	(文)																
環	khuan5	kʰuan˩˨																	
患	huan7	huan˨˨																	
宦	huan7	huan˨˨																	
彎	uainn1	uaĩ˧˧	(白)弯猪哥tsʰua7																
彎	uan1	uan˧˧	(文)																
彎	khiu5	kʰiu˩˨	(训)弯曲收缩:吓遘kʰiu5骹																
彎	kiu1	kiu˧˧	(训)kiu1骹:伸脚																
彎	sim3	sim˨˩	(训)sim3背:驼背																
彎	khiau1	kʰiau˧˧	(训)弯曲:kʰiau1骹																
彎	ku1	ku˧˧	(训)𤸫痀un3 ku1																
彎	kiu3	kiu˨˩	(训)缩紧，kiu3带:裤头带																
彎	lun3	lun˨˩	(训)伸缩，引申为磨蹭																
灣	uan1	uan˧˧																	
戀	luan7	luan˨˨																	
痊	tsuan5	tsuan˩˨																	
全	tsuinn5	tsuĩ˩˨	(白)																
全	tsuan5	tsuan˩˨	(文)																
泉	tsuann5	tsuã˩˨	(白)泉州																
泉	tsuan5	tsuan˩˨	(文)																
宣	suan1	suan˧˧																	
栓	suinn1	suĩ˧˧	栓仔																
選	suan2	suan˥˨																	
旋	tsuinn7	tsuĩ˨˨	(白)1.吮吸，2.发旋																
旋	tsng5	tsŋ˩˨	(白)爱不释手，纠缠不清，"胡蝇旋屎疕"																
旋	suan5	suan˩˨	(文)																
轉	tuinn2	tuĩ˥˨	(白)																
轉	tun2	tun˥˨	倒转里																
轉	teng2	teŋ˥˨	转来																
轉	tsuan2	tsuan˥˨	(文)																
轉	tsun7	tsun˨˨	(替)拧转																
轉	seh8	seh˩˧	(训)1.旋转，2.闲逛																
傳	tʰuinn5	tʰuĩ˩˨	(白)传家																
傳	tʰuan5	tʰuan˩˨	(文)宣传																
傳	tuan7	tuan˨˨	(文)传记																
篆	tuan7	tuan˨˨	小篆																
專	tsuinn1	tsuĩ˧˧	(白)																
專	tsuan1	tsuan˧˧	(文)																
磚	tsuinn1	tsuĩ˧˧																	
川	tshuinn1	tsʰuĩ˧˧	(白)地名:安厚镇东川村																
川	tshuan1	tsʰuan˧˧	(文)																
圳	tsun3	tsun˨˩	水沟																
穿	tshuinn1	tsʰuĩ˧˧	(白)																
穿	tshuan1	tsʰuan˧˧	(文)																
穿	tsheng7	tsʰeŋ˨˨	(训)穿衫仔裤																
穿	long1	loŋ˧˧	(训)穿过:衫仔loŋ1落去																
喘	tshuan2	tsʰuan˥˨																	
串	tshuinn3	tsʰuĩ˨˩																	
串	tshuan3	tsʰuan˨˩																	
串	tshuann3	tsʰuã˨˩	闩门																
船	tsun5	tsun˩˨	船仔:中秋浦疍民上岸后定居的社里.根据民国资料记载，小溪船民有陈欧黄林高徐郑曾张孙庄阮卢杨等14姓，今天发现还有钟和方，总16姓																
軟	nui2	nui˥˨	(白)																
捲	kuinn2	kuĩ˥˨																	
眷	kuan3	kuan˨˩																	
卷	kuinn2	kuĩ˥˨	卷的动作																
卷	kuinn3	kuĩ˨˩	试卷																
卷	kauh4	kauʔ˦˨	(训)kauʔ4草:用草席包裹下葬，也有用作骂人"kauʔ4草仔"																
卷	pih4	piʔ˦˨	(训)卷袖子:piʔ4手䘼																
絹	kin3	kin˨˩	手绢																
圈	khuinn1	kʰuĩ˧˧	(白)圈起来																
圈	khuan1	kʰuan˧˧	(文)																
圈	khian1	kʰian˧˧	圈仔:圆环，树奶圈仔:橡皮筋，门圈仔:门环																
圈	kheng1	kʰeŋ˧˧	又																
權	khuan5	kʰuan˩˨																	
拳	kun5	kun˩˨																	
拳	keng5	keŋ˩˨																	
倦	kuan7	kuan˨˨																	
員	guan5	guan˩˨	员工																
員	uan5	uan˩˨	团员																
圓	inn5	ĩ˩˨	肉圆仔																
圓	guan5	guan˩˨																	
圓	geng5	geŋ˩˨																	
院	inn7	ĩ˨˨																	
院	heng7	heŋ˨˨	地名:小溪镇许者院村kʰou2 tsa2 heŋ7(可能此音只存有这个地名，故不计郊区乡镇音)																
縈	inn5	ĩ˩˨	瓮laŋ2萦缠ĩ5 tĩ5:不明事理胡搅蛮缠																
緣	ian5	ian˩˨																	
緣	eng5	eŋ˩˨																	
沿	ian5	ian˩˨																	
沿	eng5	eŋ˩˨																	
鉛	ian5	ian˩˨																	
鉛	eng5	eŋ˩˨																	
捐	kuan1	kuan˧˧																	
藩	phan1	pʰan˧˧																	
藩	phuann1	pʰuã˧˧																	
反	pan2	pan˥˨	(白)反册  反辗转  反倒爿 反白仁																
反	huan2	huan˥˨	(文)																
反	peng2	peŋ˥˨	腹反:拉肚子																
坂	puann2	puã˥˨	平地:坂仔镇，下坂城																
翻	huan1	huan˧˧																	
翻	pan2	pan˥˨	(训)反																
番	han1	han˧˧																	
番	huan1	huan˧˧	番薯，番仔火，番麦，番仔麦穗，番仔蜡																
販	puann3	puã˨˩	(白)卖																
販	huan3	huan˨˩	(文)贩仔																
煩	huan5	huan˩˨																	
礬	huan5	huan˩˨	矾:樟脑丸																
繁	huan5	huan˩˨																	
飯	puinn7	puĩ˨˨	饭神:传统认为食物有灵，不能乱敲碗筷，会拍走饭神																
晚	uan2	uan˥˨																	
挽	ban2	ban˥˨	(白)采摘																
挽	uan2	uan˥˨	(文)挽联																
萬	ban7	ban˨˨																	
勸	khuinn3	kʰuĩ˨˩	(白)																
勸	khuan3	kʰuan˨˩	(文)																
券	kuinn3	kuĩ˨˩																	
元	guan5	guan˩˨																	
原	guan5	guan˩˨																	
源	guan5	guan˩˨																	
阮	uinn2	uĩ˥˨	小溪船民姓氏。根据民国资料记载，小溪船民有陈欧黄林高徐郑曾张孙庄阮卢杨等14姓，今天发现还有钟和方，总16姓																
願	guan7	guan˨˨																	
喧	suan1	suan˧˧																	
楦	hun3	hun˨˩																	
楦	un3	un˨˩	楦动:伤口发炎																
冤	uan1	uan˧˧	冤家																
宛	uan2	uan˥˨																	
婉	uan2	uan˥˨																	
䘼	uinn2	uĩ˥˨	袖子:手䘼																
怨	uan3	uan˨˩																	
袁	uan5	uan˩˨																	
園	huinn5	huĩ˩˨	(白)																
園	guan5	guan˩˨	(文)																
援	uan5	uan˩˨																	
垣	huan5	huan˩˨																	
遠	huinn7	huĩ˨˨	(白)																
遠	uan2	uan˥˨	(文)永远																
涓	kuan1	kuan˧˧																	
犬	khian2	kʰian˥˨																	
犬	kheng2	kʰeŋ˥˨																	
懸	kuan5	kuan˩˨	(白)																
懸	hian5	hian˩˨	(文)																
懸	heng5	heŋ˩˨	(文)																
懸	lo3	lo˨˩	(训)长																
玄	han5	han˩˨	玄坛爷:左右甩动神明塑像，也称弄王公或显尪，神明出巡时四人一轿，前后两人下蹲承重，中间二人摆轿甩出弧度，以神明金身胡须触地为标准.最著名的为侯山宫的玄坛爷																
玄	hian5	hian˩˨																	
玄	heng5	heŋ˩˨	又																
縣	kuan7	kuan˨˨																	
眩	hin5	hin˩˨	猪母眩																
眩	heng5	heŋ˩˨																	
眩	hun5	hun˩˨																	
淵	ian1	ian˧˧																	
淵	eng1	eŋ˧˧																	
鉢	puah4	puaʔ˦˨																	
撥	puah4	puaʔ˦˨	(白)拨工																
撥	puat4	puat˦˨	(文)																
撥	pue2	pue˥˨	(训)拨开，拨(无解)清:理不清																
撥	put4	put˦˨	(训)拂																
潑	phuah4	pʰuaʔ˦˨	(白)泼水，泼雨																
潑	phuat4	pʰuat˦˨	(文)活泼																
鈸	puah8	puaʔ˩˧																	
跋	puah8	puaʔ˩˧	跋九，跋倒，跋死人坯																
末	buah8	buaʔ˩˧	(白)药末																
末	buat8	buat˩˧	(文)																
抹	buah4	buaʔ˦˨	(白)																
抹	buat4	buat˦˨	(文)																
沫	buah8	buaʔ˩˧																	
掇	tuah4	tuaʔ˦˨	气掇掇																
脫	tʰuah4	tʰuaʔ˦˨	(白)拉开:脱屉仔，度过:tʰau2脱																
脫	tʰuat4	tʰuat˦˨	(文)脱离																
脫	lut4	lut˦˨	主动脱落																
脫	tʰut8	tʰut˩˧	非主动脱落，脱肛																
奪	tuah8	tuaʔ˩˧	气夺夺																
奪	tuat8	tuat˩˧																	
捋	luah8	luaʔ˩˧	梳																
捋	luah4	luaʔ˦˨	割:刀仔捋落去																
捋	lut8	lut˩˧	捋度伊伸:捋顺																
撮	tshop4	tsʰop˦˨																	
撮	tshuat4	tsʰuat˦˨																	
括	kuah4	kuaʔ˦˨	(白)包括																
括	khuah4	kʰuaʔ˦˨	又																
括	kuat4	kuat˦˨	(文)括号																
括	khuat4	kʰuat˦˨	又																
闊	khuah4	kʰuaʔ˦˨	(白)																
闊	khuat4	kʰuat˦˨	(文)																
活	uah8	uaʔ˩˧	(白)快活																
活	huat8	huat˩˧	(文)活乐																
斡	uat4	uat˦˨	令物体扭动:斡头，斡辗转																
滑	kut8	kut˩˧																	
猾	kut8	kut˩˧																	
挖	ua1	ua˧˧																	
挖	ue1	ue˧˧	剜																
挖	ueh4	ueh˦˨	撅																
刷	sua2	sua˥˨																	
刮	kuah4	kuaʔ˦˨																	
刮	kuat4	kuat˦˨	刮壁糊																
劣	liat8	liat˩˧																	
絕	tsuat8	tsuat˩˧	(文)绝后，死绝，绝代																
雪	seh4	seh˦˨																	
輟	tuat4	tuat˦˨																	
綴	tue3	tue˨˩	跟从																
綴	tsue3	tsue˨˩																	
拙	tsuat4	tsuat˦˨																	
說	sueh4	sueh˦˨	(白)无声无说																
說	suat4	suat˦˨	(文)小说																
悅	uat8	uat˩˧																	
閱	uat8	uat˩˧																	
髮	huat4	huat˦˨																	
發	puh4	puʔ˦˨	(白)发芽，冒出头																
發	huat4	huat˦˨																	
伐	huah8	huaʔ˩˧	(白)一伐:一步																
伐	huat8	huat˩˧	(文)伐木																
筏	huat8	huat˩˧																	
罰	huat8	huat˩˧																	
襪	bueh8	bueh˩˧																	
蕨	kueh4	kueh˦˨	蕨仔kueʔ4 ia:蕨菜																
蕨	kit8	kit˩˧	(替)牛kit8:牛桩																
闕	khuat4	kʰuat˦˨																	
掘	kut8	kut˩˧	掘堘																
橛	kueh8	kueh˩˧	劌																
橛	khit8	kʰit˩˧	櫭																
月	gueh8	gueh˩˧	(白)																
月	guat8	guat˩˧	(文)																
噦	eh4	eh˦˨																	
越	uat8	uat˩˧																	
粵	uat8	uat˩˧																	
決	kuat4	kuat˦˨																	
訣	kuat4	kuat˦˨																	
缺	khih4	kʰiʔ˦˨	(白)缺喙																
缺	khueh4	kʰueh˦˨	欠缺																
缺	khuat4	kʰuat˦˨	(文)缺点																
血	hueh4	hueh˦˨																	
穴	hiap8	hiap˩˧																	
穴	hak8	hak˩˧	(训)屎hak8仔:露天厕所"屎紧则卜刺hak8"，也有写做礐																
礐	hak8	hak˩˧	大礐:公共茅厕																
吞	tʰun1	tʰun˧˧																	
根	kin1	kin˧˧																	
根	keng1	keŋ˧˧																	
跟	kin1	kin˧˧																	
跟	keng1	keŋ˧˧																	
墾	khun2	kʰun˥˨																	
懇	khun2	kʰun˥˨																	
齦	gin5	gin˩˨																	
齦	geng5	geŋ˩˨																	
痕	hun5	hun˩˨																	
痕	heng5	heŋ˩˨																	
很	hin2	hin˥˨																	
很	heng2	heŋ˥˨																	
恨	hin7	hin˨˨																	
恨	heng7	heŋ˨˨																	
恩	in1	in˧˧																	
恩	eng1	eŋ˧˧																	
彬	pin1	pin˧˧																	
彬	peng1	peŋ˧˧																	
賓	pin1	pin˧˧																	
賓	peng1	peŋ˧˧																	
檳	pin1	pin˧˧	槟榔芋pin1 nŋ5 ou7																
檳	peng1	peŋ˧˧	槟榔peŋ1 loŋ5																
殯	pin3	pin˨˩																	
殯	peng3	peŋ˨˩																	
貧	pin5	pin˩˨																	
貧	peng5	peŋ˩˨																	
頻	pin5	pin˩˨																	
頻	peng5	peŋ˩˨																	
閩	ban5	ban˩˨																	
民	bin5	bin˩˨																	
民	beng5	beŋ˩˨																	
敏	bin2	bin˥˨																	
敏	beng2	beŋ˥˨																	
憫	bin2	bin˥˨																	
憫	beng2	beŋ˥˨																	
鄰	lin5	lin˩˨																	
鄰	leng5	leŋ˩˨																	
鱗	lan5	lan˩˨	(白)																
鱗	lin5	lin˩˨	(文)																
鱗	leng5	leŋ˩˨																	
鱗	lian5	lian˩˨	又																
磷	lin1	lin˧˧																	
磷	leng1	leŋ˧˧	磷矿石																
吝	lin7	lin˨˨																	
吝	leng7	leŋ˨˨																	
吝	ngi3	ŋi˨˩	(训)ŋi3 sĩ3:吝啬																
津	tsin1	tsin˧˧																	
津	tseng1	tseŋ˧˧	津贴																
盡	tsin7	tsin˨˨																	
盡	tseng7	tseŋ˨˨																	
進	tsin3	tsin˨˩	进头香:喜新厌旧，爱出风头																
進	tseng3	tseŋ˨˩																	
晉	tsin3	tsin˨˩																	
晉	tseng3	tseŋ˨˩																	
親	tshɛnn1	tsʰɛ̃˧˧	(白)亲姆																
親	tshin1	tsʰin˧˧	(文)																
親	tsheng1	tsʰeŋ˧˧																	
親	tsim1	tsim˧˧	(训)																
秦	tsin5	tsin˩˨	秦始皇tsin5 si2 hoŋ5																
秦	tseng5	tseŋ˩˨																	
辛	sin1	sin˧˧																	
辛	seng1	seŋ˧˧																	
新	sin1	sin˧˧																	
新	seng1	seŋ˧˧																	
薪	sin1	sin˧˧	薪水sin1 sui2																
薪	seng1	seŋ˧˧	薪水seŋ1 sui2																
信	sin3	sin˨˩																	
信	seng3	seŋ˨˩																	
囟	sin3	sin˨˩																	
訊	sin3	sin˨˩																	
珍	tsin1	tsin˧˧	珍珠																
珍	tseng1	tseŋ˧˧																	
珍	tin1	tin˧˧	八珍，珍惜																
珍	teng1	teŋ˧˧																	
鎭	tin3	tin˨˩																	
鎭	teng3	teŋ˨˩																	
趁	tʰan3	tʰan˨˩	趁镭																
趁	tʰam2	tʰam˥˨	趁较早																
