序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
734	分散		詞目分類索引/人際互動 詞目分類索引/事物情狀	fun11 san31		分離散開。	例：第一擺來這䀴鬧熱，大家定著毋好分散正好。(第一次來這看熱鬧，大家一定別分散才好。)	散開　分開　分離　拆散　打散	集中	
735	分手		詞目分類索引/人際互動	fun11 shiu31		1.別離。　2.斷絕關係。　3.分頭、各自。	例：𠊎和重光畢業一分手即過十外年。(我和重光畢業一分手就過了十多年。) 例：阿妹和厥男朋友分手个時務，艱難到毋會食毋會睡。(妹妹和她的男朋友分手的時候，難過得寢食不安。) 例：這兜事你三儕分手去做。(這些事你三個人分頭去做。)	1.分開　1.離別　2.斷情　2.絕交　3.各各　3.各人		
736	分數		詞目分類索引/教育文化	fun11 su31		1.考試或比賽所得到的評分。　2.數學上用除法表示的數。	例：阿弟這擺畫圖比賽，得著真高个分數。(弟弟這次畫圖比賽，得到很高的分數。) 例：這學期个數學課，先生討教分數个算法。(這學期的數學課，老師要教分數的算法。)			
737	分析			fun11 sid24		對事情的道理進行分解剖析。	例：佢真會分析事情，毋過較毋會曉表達。(他很善於分析事情，不過比較不會表達。)			
738	分心		詞目分類索引/思維心態	fun11 sim11		1.分出一部分的精神，兼顧其他事務。　2.分散注意力、不專心。	例：阿婷做生理無閒，猶愛分心去顧一家大細，真業命哦！(阿婷忙著做生意，還要分心照顧一家大小，真是勞碌啊！) 例：駛車毋好打電話，正毋會分心。(開車不要打電話，才不會分心。)		2.專心	
739	分鐘			fun11 zhung11		計算時間的單位。六十分鐘為一小時。	例：𠊎來去便所一下，等𠊎五分鐘。(我去一下洗手間，等我五分鐘。)	分		
740	分內			fun55 nui55		本分以內。	例：做好自家分內个事，閒事毋使講恁多。(做好自己份內的工作，閒話不必多說。)	本分		
741	切菜			cied24 coi31		使用刀刃將蔬果等食材切開。	例：阿依在灶下切菜，你去拁佢𢯭手一下！(媽媽在廚房切菜，你去幫忙她一下！)			
742	切斷			cied24 ton11		切割東西，使之斷絕。	例：愛佢專心讀書，即愛切斷佢和遐兜人个關係。(要他專心讀書，就得斷絕他和那些人的關係。)	剁斷　割斷		
743	化學		詞目分類索引/教育文化	fa31 hoo55		研究物質的結構、性質及變化反應的一門科學。	例：阿弟在研究所讀化學，透日攏愛做實驗。(弟弟在研究所攻讀化學，整天都要做實驗。)			
744	化緣			fa31 rhen53　又讀fa31 rhien53		僧、尼、道士向人求乞布施。	例：有一個和尚在街路化緣，嘴直直念阿彌陀佛。(（有個和尚在街上化緣，嘴裡不停念著阿彌陀佛。）)		佈施	
745	化石		詞目分類索引/天文地理	fa31 sha55		地質學上稱保存在地層中的古生物石質遺骸、遺跡或印模。可用來鑑定地層的年代及沉積環境，並藉以了解生物的演化過程。	例：河溪个石墩內底，有時務尋會著化石。(河裡的石堆中，有時可以找到化石。)			
746	化妝		詞目分類索引/衣著裝扮	fa31 zong11		妝扮、修飾容貌。	例：你化妝化到恁靚，討去哪位食酒係無？(你妝扮得這麼漂亮，要去哪邊吃喜酒嗎？)	打扮　畫妝		
747	升學		詞目分類索引/教育文化	shin11 hoo55		較低一級的學校畢業生，進入較高一級的學校就讀。	例：佢因為升學壓力過頭大，輒輒睡毋會落眠。(他因為升學壓力過大，經常失眠。)			
748	午時水			m31 shi53 fi31		端午節當天正午十二時所取的水。民間認為，端午節的正午陽氣最旺，此時汲取的水，飲之甘醇，適合釀酒，用來沐浴、作藥，亦有醫病的功效。	例：阿媽講，五月節裝午時水來洗膴身，較毋會生痱仔。(奶奶說，端午節盛午時水來洗澡，比較不會長痱子。)			
749	及格		詞目分類索引/教育文化	kib43 ga24		達到預設的標準。	例：佢考律師連考三年，這擺總算及格啊！(他考律師連考三年，這次終於及格了！)	合格		
750	反對			fan31 doi31		不贊成。針對人或事物表達相反的意見。	例：這件案有真多人反對，毋使恁攔緊推行。(這件案子有很多人反對，不用這麼急著推行。)		贊成　答應　同意　支持　肯	
751	反應		詞目分類索引/人際互動	fan31 en31		1.由刺激所引起的回響、活動。　2.針對事物或議題，向主事者表達回饋意見。	例：佢想事情想到真入神，人直頭喊佢，佢攏無反應。(他想事情想到很入神，人家一直叫他，他都沒有反應。) 例：若係對課程有意見，會用打電話去拁學校反應。(如果對課程有意見，可以打電話去向學校反應。)			
752	反常		詞目分類索引/人物品評 詞目分類索引/事物情狀	fan31 shong53		違反常情。悖離原有的正常情況。	例：市場這普通時真鬧熱，今日嗄反常，變到恬卒卒。(市場這邊平常很熱鬧，今天卻反常，變得靜悄悄的。)	各樣　顛倒　反形	正常	
753	反種			fan31 zhung31		變種。生物由原種變生成新種。	例：𠊎種个番麥反種啊，摻著無共色个品種。(我種的玉米變種了，混雜到不同顏色的品種。)	走種　變種　雜種	正種	
754	天才		詞目分類索引/人物品評	teen11 cai53		1.具有天賦才能的人。　2.（貶）諷刺人舉止失當，出人意表。	例：佢係科學界个天才，發明了真多物件。(他是科學界的天才，發明了很多東西。) 例：遐個人實在真天才，做出恁好笑个事情攏毋知！(那人真的很天才，做出這麼滑稽的事都不知道！)		1.戇个	
755	天燈			teen11 den11		1.藉由熱空氣飄上天空的燈籠。燈籠底部以鐵絲或竹篾製框，再黏上薄紙製成。外型多為上寬下窄的倒梯形體。底部開口處安上油紙，燃燒後，藉由熱空氣原理升空，多作祈福之用。　2.舊時掛在梁上、有玻璃罩的煤油燈。	例：今年正月半，𠊎討去平溪放天燈。(今年元宵節，我要去平溪放天燈。) 例：成過𠊎屋下个天燈，愛有人客來正有點。(以前我家的天燈，要有客人來才會點著。)	1.孔明燈		
756	天分			teen11 fun55		與生俱來的才能。	例：佢真有音樂个天分，麼个樂器，一學即會。(他很有音樂天分，無論什麼樂器，一學就會。)	才情　才能　才華　才調　本等　本事		
757	天下		詞目分類索引/天文地理	teen11 ha55		普天之下，意即全世界。	例：仰子食攏毋使錢，天下哪有恁好空个事情？(再怎麼吃都不用錢，天下哪裡有這麼好的事情？)	全世界　歸世界　通世界		
758	天然			teen11 rhen53　又讀teen11 rhien53		不假人工、自然生成的。	例：普通人想講漢藥个成分較天然，食較毋會礙著。(（一般認為中藥的成分比較天然，服用比較不傷身。）)	自然生成天生	人工	
759	天橋		詞目分類索引/建築住居	teen11 kio53		為便於行人、車輛穿越鐵道或馬路，所設的高架橋梁。	例：過這十字路口，愛行天橋正安全。(過這個十字路口，要走天橋才安全。)	陸橋	地下道	
760	天理			teen11 li31		原指自然的運行之道。引申為符合倫常與公平正義的法則。	例：佢做到會死，猶得頭家罵到臭頭，真無天理喔！(他拼命工作，還被老闆罵到臭頭，真是沒有天理啊！)	道理		
761	天良		詞目分類索引/人物品評	teen11 liong53		與生俱有的良知。	例：做人愛有天良，毋好烏白講人个否事。(做人要有良心，不要隨意造謠挑撥。)	良心		
762	天色		詞目分類索引/天文地理	teen11 sed24		天空的顏色及明暗狀態。通常觀之以判斷天氣狀況或時間早晚。	例：天色猶恁光，大家會用擱加尞一下。(天色還這麼亮，大家可以多待一會兒。)			
763	天地		詞目分類索引/天文地理	teen11 ti55		1.天與地。　2.引申為天下、世界。　3.自成一格的領域或境界。	例：阿公講，天地滿哪位攏有神明，愛謙虛愛有善心。(爺爺說，天地到處都有神明，要謙虛有善心。) 例：出國行一輪，正會知天地有幾闊。(出國走一趟，才會知道世界有多大。) 例：佢教十外年个客事，開創出自家个天地，真有成績。(他教了十幾年的客家話，開創出自己的天地，成果豐碩。)			
764	天天			teen11 teen11		形容人腦袋簡單，沒有心機。	例：這個細子天天，毋會用賞个物件嘛提來賞。(（這個小孩不知天高地厚，不能玩的東西也拿來玩。）)	樂暢		hk0000007992-2-5-1
765	天庭		詞目分類索引/宗教民俗 詞目分類索引/建築住居	teen11 ten53		1.神話中天帝的宮庭。　2.相術家或醫生稱人眉間額頭的部位。一般認為，觀其狀態，可判斷人的運勢或健康情況。	例：臘月二十四灶君爺會上天庭去報告人間个善惡。(臘月二十四日灶神爺會上天庭報告人間的善惡。) 例：算命先生講佢天庭飽滿，係好面相。(算命先生說他天庭飽滿，是好的面相。)	1.天堂　2.天倉		
766	天堂		詞目分類索引/宗教民俗	teen11 tong53		1.宗教上指人死後所投生的快樂世界。　2.比喻幸福快樂的天地。	例：佢真輒講，人若係多行善，死後就會上天堂。(他常常說，一個人如果多做善事，死後就會上天堂。) 例：遐間遊樂園有真多設備好賞，正經係細子人个天堂。(那家遊樂園有很多設備好玩，真的是小孩子的天堂。)	1.極樂世界	地獄	
767	天文		詞目分類索引/天文地理	teen11 bbun53		自然界中，日月星辰及風、雲、雨、雪等一切現象。	例：佢對天文真心色，猶撥工買一臺吊鏡來䀴星。(他對天文很有興趣，還特地買一臺望遠鏡來看星星。)		地理	
768	天線			teen11 sien31		在無線電通訊過程中，位於發送機端擔任電波發射，及接收機端收取電波的裝置。	例：收音機吱喳咈、聽毋會真，天線撨一下，䀴會有較差無？(收音機雜音很重、聽不清楚，天線調整一下，看會不會好一點？)			
769	天災		詞目分類索引/天文地理	teen11 zai11		天然的災害。如水災、旱災、地震等。	例：山耬到這款形，若係有天災即穩死啊！(山開挖成這樣，如果發生天災就死定了！)	地變	人禍	
770	天穿日		詞目分類索引/宗教民俗 詞目分類索引/時間節令	teen11 chon11 ngid24		客家傳統節日之一。於農曆正月二十日。相傳是為感念女媧煉石補天的恩德而來。有些人會在這天準備祭品、甜年糕拜天，以表感謝，甜年糕有協助補天的意涵。民間認為，這天必須休息，不能以鋤頭鋤地、拿針線縫衣服，以免造成「天穿地漏」，或致終生貧困勞碌。對客家人而言，過了天穿日，才算是過完新年。	例：逐年天穿日，新竹竹東攏會辦山歌比賽。(每年天穿日，新竹竹東都會辦山歌比賽。)			
771	天公生			teen11 gung11 sang11		玉皇大帝誕辰。於農曆正月初九。按照習俗，這天不可於戶外晾晒衣物，亦不可挑肥糞，以免對天不敬。本日天候多為陰雨，民間相傳，這是上天為了遏止前述的不敬之舉所致。	例：成過个人，天公生遐日毋會用在外頭晾衫褲。(以前的人，玉皇大帝誕辰那天不可以在戶外晒衣服。)			
772	天主教			teen11 zhi31 gau31		基督宗教舊教派之一。西元四七六年西羅馬帝國滅亡後，基督教東西兩部對峙，羅馬主教成為西部教會領袖。一○五四年東西正式分裂，以羅馬教皇為首的西部教會自稱公教，即天主教。其特徵為至一、至聖、至公，崇拜天主、耶和華外，尊馬利亞為聖母。天主教會是聖統制，強調信徒必須服從教會權威。	例：在西班牙，大部分人攏信天主教。(在西班牙，大部分的人都信天主教。)			
773	太監		詞目分類索引/財經法政	tai31 gam31		職官名。宦官中等級最高的人。亦為宦官的通稱，負責侍奉皇帝及其家族。	例：明朝个太監真橫，冤枉真多忠良。(明朝的太監很霸道，誣陷很多忠良。)			
774	太空		詞目分類索引/天文地理	tai31 kung11		地球大氣外圍以及其上的空域。	例：太空內底，除了地球，猶有哪位會用蹛人無？(太空裡，除了地球，還有哪裡適合人類居住嗎？)	外太空		
775	太平		詞目分類索引/事物情狀 詞目分類索引/生活狀態	tai31 pin53		安寧、和平的狀態。	例：希望天下會用太平，莫有恁多天災和戰爭。(希望天下可以太平，不要有這麼多的天災和戰爭。)		動亂	
