	單字	ipa_調類	ipa_調值	注释
737	雀	ʦʰiɛk8	ʦʰiɛk³	
5377	搉			
3486	確	kʰuɔk8	kʰuɔk³	
483	鵲	ʦiɛk8	ʦiɛk³	
3625	裙	kʰɐn4	kʰɐn³¹	
3626	群	kʰɐn4	kʰɐn³¹	
2327	然	ȵin4	ȵin³¹	
2334	髯	ȵim5	ȵim³¹²	
2328	燃	ȵin4	ȵin³¹	
2335	冉	ȵim5	ȵim³¹²	
2336	苒	ȵim5	ȵim³¹²	
2337	染	ȵim5	ȵim³¹²	
2436	瓤	niɛŋ4	niɛŋ³¹	
2344	壤	ȵiɛŋ4	ȵiɛŋ³¹	
2345	攘	ȵiɛŋ4	ȵiɛŋ³¹	攘除
4045	攘	jiɛŋ5	jiɛŋ³¹²	擾攘
2346	嚷	ȵiɛŋ4	ȵiɛŋ³¹	
2342	讓	ȵiɛŋ6	ȵiɛŋ⁵²	
5378	橈			
3948	饒	jiu4	jiu³¹	
3957	擾	jiu2	jiu³²³	
5379	蟯			
3958	繞	jiu2	jiu³²³	又读ȵiu³¹²;jiu³¹²
4070	惹	jiɛ5	jiɛ³¹²	
2318	熱	ȵit9	ȵit⁵²	
2382	人	ȵɐn4	ȵɐn³¹	
2390	壬	ȵɐm4	ȵɐm³¹	
2383	仁	ȵɐn4	ȵɐn³¹	
2384	忍	ȵɐn2	ȵɐn³²³	
2441	稔	niɐm1	niɐm⁴⁵	
2373	刃	ȵɐn6	ȵɐn⁵²	
2374	仞	ȵɐn6	ȵɐn⁵²	
2385	任	ȵɐm6	ȵɐm⁵²	信任
2386	任	ȵɐm6	ȵɐm⁵²	任姓
2387	妊	ȵɐm6	ȵɐm⁵²	
5059	衽			
2375	紉	ȵɐn6	ȵɐn⁵²	
2376	軔	ȵɐn6	ȵɐn⁵²	
5060	紝			
5380	葚			
2388	飪	ȵɐm6	ȵɐm⁵²	
2377	韌	ȵɐn6	ȵɐn⁵²	
2378	認	ȵɐn6	ȵɐn⁵²	
2368	扔	ȵeŋ4	ȵeŋ³¹	
2369	仍	ȵeŋ4	ȵeŋ³¹	
2372	日	ȵɐt9	ȵɐt⁵²	
3901	戎	juŋ4	juŋ³¹	
3902	茸	juŋ4	juŋ³¹	
3903	容	juŋ4	juŋ³¹	
3904	絨	juŋ4	juŋ³¹	
3905	蓉	juŋ4	juŋ³¹	
3906	溶	juŋ4	juŋ³¹	
3907	榕	juŋ4	juŋ³¹	
155	榮	weŋ4	weŋ³¹	
3908	熔	juŋ4	juŋ³¹	
3909	融	juŋ4	juŋ³¹	
156	嶸	weŋ4	weŋ³¹	
3910	鎔	juŋ4	juŋ³¹	
3898	冗	juŋ5	juŋ³¹²	
5061	𣭲			
4210	柔	jɐu4	jɐu³¹	
4211	揉	jɐu4	jɐu³¹	
4212	糅	jɐu4	jɐu³¹	
4213	蹂	jɐu4	jɐu³¹	
4214	蹂	jɐu4	jɐu³¹	
4215	蹂	jɐu4	jɐu³¹	
2314	肉	ȵuk9	ȵuk⁵²	
2360	如	ȵi4	ȵi³¹	
2361	茹	ȵi4	ȵi³¹	
4101	儒	ji4	ji³¹	
4102	嚅	ji4	ji³¹	
4103	孺	ji4	ji³¹	
4104	蠕	ji4	ji³¹	
2355	汝	ȵi5	ȵi³¹²	
2316	乳	ȵui5	ȵui³¹²	
3925	辱	juk9	juk⁵²	
4240	入	jɐp9	jɐp⁵²	
3926	褥	juk9	juk⁵²	
3927	縟	juk9	juk⁵²	
2325	阮	ȵin5	ȵin³¹²	
2326	軟	ȵin5	ȵin³¹²	
2317	蕊	ȵui5	ȵui³¹²	
5062	芮			
2786	瑞	ɬui6	ɬui⁵²	
3938	睿	jui6	jui⁵²	
3939	銳	jui6	jui⁵²	
2379	閏	ȵɐn6	ȵɐn⁵²	
2380	潤	ȵɐn6	ȵɐn⁵²	
4063	若	jiɛk9	jiɛk⁵²	假若
5381	若			般若
2349	弱	ȵiɛk9	ȵiɛk⁵²	
5382	箬			
4064	篛	jiɛk9	jiɛk⁵²	
3155	撒	ɬat8	ɬat³	
1842	灑	sa2	sa³²³	又读ɬa³²³
3263	卅	ɬa6	ɬa⁵²	
3156	薩	ɬat8	ɬat³	
2845	腮	ɬuɔi1	ɬuɔi⁴⁵	
3238	塞	ɬɐk7	ɬɐk⁴⁵	塞車
4782	塞			塞外
2846	鰓	ɬuɔi1	ɬuɔi⁴⁵	
633	賽	ʦʰuɔi3	ʦʰuɔi³³	
3234	三	ɬam1	ɬam⁴⁵	
3208	傘	ɬan3	ɬan³³	
3209	散	ɬan3	ɬan³³	散步
3212	散	ɬan2	ɬan³²³	散文
1604	桑	suɔŋ1	suɔŋ⁴⁵	又读ɬuɔŋ⁴⁵
2828	喪	ɬuɔŋ3	ɬuɔŋ³³	喪失
2830	喪	ɬuɔŋ1	ɬuɔŋ⁴⁵	喪事
5383	搡			
2829	嗓	ɬuɔŋ2	ɬuɔŋ³²³	
2899	搔	ɬou1	ɬou⁴⁵	
658	臊	ʦʰou3	ʦʰou³³	
2900	騷	ɬou1	ɬou⁴⁵	
2890	掃	ɬou3	ɬou³³	
2896	嫂	ɬou2	ɬou³²³	
1735	色	sek7	sek⁴⁵	
3159	瑟	ɬɐt7	ɬɐt⁴⁵	
3047	嗇	ɬek7	ɬek⁴⁵	
3430	澀	kiɐp10	kiɐp³¹	
1828	森	sɐm1	sɐm⁴⁵	
1063	僧	ʦɐŋ1	ʦɐŋ⁴⁵	
1844	沙	sa1	sa⁴⁵	
1845	砂	sa1	sa⁴⁵	
1764	剎	sat8	sat³	
1613	莎	suɔ1	suɔ⁴⁵	莎草
1846	莎	sa1	sa⁴⁵	莎士比亞
1765	殺	sat8	sat³	殺敵
1837	殺	sai3	sai³³	殺哀
1847	紗	sa1	sa⁴⁵	
1766	煞	sat8	sat³	
1848	鯊	sa1	sa⁴⁵	
1611	傻	suɔ4	suɔ³¹	
4554	廈	ha6	ha⁵²	
1772	霎	sap8	sap³	
1841	篩	sɐi1	sɐi⁴⁵	
1838	晒	sai3	sai³³	
1839	曬	sai3	sai³³	
1809	山	san1	san⁴⁵	
882	杉	ʦʰam3	ʦʰam³³	
1810	刪	san1	san⁴⁵	
1831	衫	sam1	sam⁴⁵	
1811	姍	san1	san⁴⁵	
1812	珊	san1	san⁴⁵	
5063	釤			
1813	跚	san1	san⁴⁵	
1647	搧	sin3	sin³³	
1648	煽	sin3	sin³³	
5064	膻			
5065	羶			
1651	陝	sim2	sim³²³	
1652	閃	sim2	sim³²³	
1799	汕	san3	san³³	
1800	汕	san3	san³³	汕頭
5066	疝			
1801	訕	san3	san³³	
1649	扇	sin3	sin³³	
1639	善	sin6	sin⁵²	
1640	擅	sin6	sin⁵²	
1641	膳	sin6	sin⁵²	
1642	繕	sin6	sin⁵²	
5067	贍			
1664	商	siɛŋ1	siɛŋ⁴⁵	
1665	傷	siɛŋ1	siɛŋ⁴⁵	
4400	晌	hiɛŋ2	hiɛŋ³²³	
1663	賞	siɛŋ2	siɛŋ³²³	
1653	上	siɛŋ6	siɛŋ⁵²	
1655	上	siɛŋ5	siɛŋ³¹²	
1654	尚	siɛŋ6	siɛŋ⁵²	
1662	裳	siɛŋ4	siɛŋ³¹	
5068	捎			
1759	梢	sau1	sau⁴⁵	
1756	稍	sau2	sau³²³	
1629	燒	siu1	siu⁴⁵	
1667	勺	siɛk8	siɛk³	
5069	芍			
1626	韶	siu4	siu³¹	
1627	少	siu3	siu³³	年少
1628	少	siu2	siu³²³	多少
1621	邵	siu6	siu⁵²	
1622	劭	siu6	siu⁵²	
1751	哨	sau3	sau³³	
1623	紹	siu6	siu⁵²	
1752	潲	sau3	sau³³	
743	奢	ʦʰiɛ1	ʦʰiɛ⁴⁵	
1718	賒	sɛ1	sɛ⁴⁵	
1630	舌	sit9	sit⁵²	
1713	佘	sɛ4	sɛ³¹	
1668	蛇	sɛ4	sɛ³¹	毒蛇
4803	蛇			委蛇
1714	舍	sɛ3	sɛ³³	宿舍
1716	舍	sɛ2	sɛ³²³	舍生取義
1717	捨	sɛ2	sɛ³²³	
1712	社	sɛ5	sɛ³¹²	
1711	射	sɛ6	sɛ⁵²	發射
5384	射			僕射
5385	射			無射
5386	射			放箭使中目標物
1634	涉	sip8	sip³	
1715	赦	sɛ3	sɛ³³	
684	設	ʦʰit8	ʦʰit³	
1635	攝	sip8	sip³	
5070	麝			
1636	懾	sip8	sip³	
1803	申	sɐn1	sɐn⁴⁵	
1804	伸	sɐn1	sɐn⁴⁵	
1805	身	sɐn1	sɐn⁴⁵	
1806	呻	sɐn1	sɐn⁴⁵	白读sɐn³³
3213	莘	ɬɐn1	ɬɐn⁴⁵	
1793	娠	sɐn4	sɐn³¹	
1794	娠	sɐn4	sɐn³¹	妊娠
1829	深	sɐm1	sɐm⁴⁵	
1807	紳	sɐn1	sɐn⁴⁵	
1052	什	ʦap9	ʦap⁵²	什錦
1818	什	sɐm6	sɐm⁵²	什麼
1795	神	sɐn4	sɐn³¹	
1824	沈	sɐm2	sɐm³²³	
1825	審	sɐm2	sɐm³²³	
1826	嬸	sɐm2	sɐm³²³	
1819	甚	sɐm6	sɐm⁵²	
1783	腎	sɐn5	sɐn³¹²	
1784	蜃	sɐn5	sɐn³¹²	
5071	蜃			
1780	慎	sɐn6	sɐn⁵²	
1823	滲	sɐm3	sɐm³³	
1729	升	seŋ1	seŋ⁴⁵	
1776	生	sɐŋ1	sɐŋ⁴⁵	
1730	昇	seŋ1	seŋ⁴⁵	
1777	牲	sɐŋ1	sɐŋ⁴⁵	
1778	笙	sɐŋ1	sɐŋ⁴⁵	
1779	甥	sɐŋ1	sɐŋ⁴⁵	
3038	聲	ɬeŋ1	ɬeŋ⁴⁵	
5387	𨨌			
5388	澠			
1727	繩	seŋ4	seŋ³¹	
1775	省	sɐŋ2	sɐŋ³²³	省城
3036	省	ɬeŋ2	ɬeŋ³²³	反省
1719	盛	seŋ6	seŋ⁵²	旺盛
5389	盛			盛湯
1720	剩	seŋ6	seŋ⁵²	
1728	勝	seŋ3	seŋ³³	勝利
1731	勝	seŋ1	seŋ⁴⁵	勝任
3033	聖	ɬeŋ3	ɬeŋ³³	
1700	尸	si1	si⁴⁵	
1768	失	sɐt7	sɐt⁴⁵	
1701	施	si1	si⁴⁵	
1702	屍	si1	si⁴⁵	
3097	師	ɬei1	ɬei⁴⁵	
3098	獅	ɬei1	ɬei⁴⁵	
1703	詩	si1	si⁴⁵	
1773	溼	sɐp7	sɐp⁴⁵	
3160	蝨	ɬɐt7	ɬɐt⁴⁵	
1774	濕	sɐp7	sɐp⁴⁵	
1770	十	sɐp9	sɐp⁵²	
1732	石	sek9	sek⁵²	
1771	拾	sɐp9	sɐp⁵²	
1733	食	sek9	sek⁵²	
1685	時	si4	si³¹	
1734	蝕	sek9	sek⁵²	
1760	實	sɐt9	sɐt⁵²	
1741	識	sek7	sek⁴⁵	認識
4813	識			默而識之
5072	鰣			
1695	史	si2	si³²³	
767	矢	ʦʰi2	ʦʰi³²³	
5073	豕			
1690	使	si3	si³³	使者
1696	使	si2	si³²³	使用
768	始	ʦʰi2	ʦʰi³²³	
1697	屎	si2	si³²³	
1840	駛	sɐi2	sɐi³²³	
1670	士	si6	si⁵²	
1682	氏	si6	si⁵²	姓氏
4814	氏			月氏
1671	示	si6	si⁵²	
1835	世	sɐi3	sɐi³³	
1672	仕	si6	si⁵²	
1683	市	si5	si³¹²	
1736	式	sek7	sek⁴⁵	
794	似	ʦʰei5	ʦʰei³¹²	又读ʦʰei³³
1673	事	si6	si⁵²	
1674	侍	si6	si⁵²	
1737	拭	sek7	sek⁴⁵	
1675	柿	si6	si⁵²	
1676	是	si6	si⁵²	
1677	恃	si6	si⁵²	又读ʦʰi³¹²
1769	室	sɐt7	sɐt⁴⁵	
1832	逝	sɐi6	sɐi⁵²	
5390	舐			
1678	視	si6	si⁵²	
1836	勢	sɐi3	sɐi³³	
1738	軾	sek7	sek⁴⁵	
1691	嗜	si3	si³³	
5074	鈰			
5391	弒			
1739	飾	sek7	sek⁴⁵	
1692	試	si3	si³³	
1833	誓	sɐi6	sɐi⁵²	
1740	適	sek7	sek⁴⁵	
1834	噬	sɐi6	sɐi⁵²	
3048	釋	ɬek7	ɬek⁴⁵	
1686	匙	si4	si³¹	鑰匙
1687	匙	si4	si³¹	茶匙，湯匙，一本作「瓷」
1757	收	sɐu1	sɐu⁴⁵	
1753	手	sɐu2	sɐu³²³	
1748	守	sɐu3	sɐu³³	
1754	守	sɐu2	sɐu³²³	
1755	首	sɐu2	sɐu³²³	
1742	受	sɐu6	sɐu⁵²	
1749	狩	sɐu3	sɐu³³	
1743	授	sɐu6	sɐu⁵²	
1744	售	sɐu6	sɐu⁵²	
1745	壽	sɐu6	sɐu⁵²	
3130	瘦	ɬɐu3	ɬɐu³³	
826	獸	ʦʰɐu3	ʦʰɐu³³	又读sau³³
1704	抒	si1	si⁴⁵	
1592	叔	suk7	suk⁴⁵	
1688	殊	si4	si³¹	
1593	倏	suk7	suk⁴⁵	
1705	書	si1	si⁴⁵	
1706	紓	si1	si⁴⁵	
1614	梳	suɔ1	suɔ⁴⁵	
1585	淑	suk9	suk⁵²	
1707	舒	si1	si⁴⁵	
1620	疏	suɔ1	suɔ⁴⁵	疏通
4826	疏			註疏
1615	蔬	suɔ1	suɔ⁴⁵	
1708	樞	si1	si⁴⁵	
1709	輸	si1	si⁴⁵	
5075	秫			
1586	孰	suk9	suk⁵²	
1587	塾	suk9	suk⁵²	
1588	熟	suk9	suk⁵²	
1589	贖	suk9	suk⁵²	
1698	暑	si2	si³²³	
5392	黍			
746	署	ʦʰi5	ʦʰi³¹²	
1590	蜀	suk9	suk⁵²	
1699	鼠	si2	si³²³	
1689	薯	si4	si³¹	
1684	曙	si5	si³¹²	
5393	糬			
1591	屬	suk9	suk⁵²	屬於
4840	屬			屬文
1761	朮	sɐt9	sɐt⁵²	
1679	戍	si6	si⁵²	
589	束	ʦʰuk7	ʦʰuk⁴⁵	
1762	述	sɐt9	sɐt⁵²	
1693	恕	si3	si³³	
1763	術	sɐt9	sɐt⁵²	
1694	庶	si3	si³³	
2796	墅	ɬui5	ɬui³¹²	
1750	漱	sɐu3	sɐu³³	
1680	豎	si6	si⁵²	
2891	數	ɬou3	ɬou³³	數字
2897	數	ɬou2	ɬou³²³	～數
5394	數			數見不鮮
1681	樹	si6	si⁵²	
1767	刷	sat8	sat³	
1843	耍	sa2	sa³²³	
1602	衰	sui1	sui⁴⁵	衰老
4841	衰			齊衰
3161	摔	ɬɐt7	ɬɐt⁴⁵	
3167	甩	lɐt7	lɐt⁴⁵	
1599	帥	sui3	sui³³	
3162	蟀	ɬɐt7	ɬɐt⁴⁵	
1814	拴	san1	san⁴⁵	
1815	拴	san1	san⁴⁵	
1816	閂	san1	san⁴⁵	
1817	栓	san1	san⁴⁵	
5076	涮			
1605	霜	suɔŋ1	suɔŋ⁴⁵	
1606	雙	suɔŋ1	suɔŋ⁴⁵	
1607	孀	suɔŋ1	suɔŋ⁴⁵	
1603	爽	suɔŋ2	suɔŋ³²³	
1597	誰	sui4	sui³¹	
1601	水	sui2	sui³²³	
1600	稅	sui3	sui³³	
1595	睡	sui6	sui⁵²	
1781	順	sɐn6	sɐn⁵²	
1782	舜	sɐn6	sɐn⁵²	
1797	瞬	sɐn3	sɐn³³	
1598	說	sui3	sui³³	以言服人
1633	說	sit8	sit³	講
4842	說			同「悅」
1608	朔	suɔk8	suɔk³	
1666	碩	siɛk9	siɛk⁵²	又读siɛk⁵²
3065	爍	lek7	lek⁴⁵	
3099	司	ɬei1	ɬei⁴⁵	
3100	私	ɬei1	ɬei⁴⁵	
3101	思	ɬei1	ɬei⁴⁵	思想
3102	思	ɬei1	ɬei⁴⁵	意思
5395	思			于思
3103	斯	ɬei1	ɬei⁴⁵	
3104	絲	ɬei1	ɬei⁴⁵	
3105	撕	ɬei1	ɬei⁴⁵	
5396	嘶			
3106	廝	ɬei1	ɬei⁴⁵	
1710	鷥	si1	si⁴⁵	
3095	死	ɬei2	ɬei³²³	
983	巳	ʦei6	ʦei⁵²	
3091	四	ɬei3	ɬei³³	
984	寺	ʦei6	ʦei⁵²	
985	祀	ʦei6	ʦei⁵²	
795	姒	ʦʰei5	ʦʰei³¹²	
5397	耜			
3092	肆	ɬei3	ɬei³³	肆意
3093	肆	ɬei3	ɬei³³	四的大寫
986	嗣	ʦei6	ʦei⁵²	
987	飼	ʦei6	ʦei⁵²	
3094	駟	ɬei3	ɬei³³	
298	忪	ʦuŋ1	ʦuŋ⁴⁵	怔忪
2753	忪	ɬuŋ1	ɬuŋ⁴⁵	惺忪
561	松	ʦʰuŋ4	ʦʰuŋ³¹	
2754	嵩	ɬuŋ1	ɬuŋ⁴⁵	
2755	鬆	ɬuŋ1	ɬuŋ⁴⁵	
2750	悚	ɬuŋ2	ɬuŋ³²³	
2751	慫	ɬuŋ2	ɬuŋ³²³	
2752	聳	ɬuŋ2	ɬuŋ³²³	
2748	宋	ɬuŋ3	ɬuŋ³³	
2749	送	ɬuŋ3	ɬuŋ³³	
279	訟	ʦuŋ6	ʦuŋ⁵²	
280	頌	ʦuŋ6	ʦuŋ⁵²	
281	誦	ʦuŋ6	ʦuŋ⁵²	
3135	搜	ɬɐu2	ɬɐu³²³	
3136	蒐	ɬɐu2	ɬɐu³²³	
1758	嗖	sɐu1	sɐu⁴⁵	
3137	艘	ɬɐu2	ɬɐu³²³	
5077	餿			
3141	颼	ɬɐu1	ɬɐu⁴⁵	
3138	叟	ɬɐu2	ɬɐu³²³	
3139	擻	ɬɐu2	ɬɐu³²³	抖擻
5398	擻			擻火
3140	藪	ɬɐu2	ɬɐu³²³	
2892	嗽	ɬou3	ɬou³³	
2901	甦	ɬou1	ɬou⁴⁵	
2902	酥	ɬou1	ɬou⁴⁵	
3163	窣	ɬɐt7	ɬɐt⁴⁵	
2903	穌	ɬou1	ɬou⁴⁵	
2904	蘇	ɬou1	ɬou⁴⁵	
316	俗	ʦuk9	ʦuk⁵²	
2778	夙	ɬuk7	ɬuk⁴⁵	
2893	素	ɬou3	ɬou³³	
590	速	ʦʰuk7	ʦʰuk⁴⁵	
2779	宿	ɬuk7	ɬuk⁴⁵	住宿
5399	宿			星宿
2780	粟	ɬuk7	ɬuk⁴⁵	
2894	訴	ɬou3	ɬou³³	
5078	嗉			
1609	塑	suɔk8	suɔk³	又读ɬuɔk³
1610	溯	suɔk8	suɔk³	
2895	愫	ɬou3	ɬou³³	
2781	肅	ɬuk7	ɬuk⁴⁵	
2767	痠	ɬun1	ɬun⁴⁵	
2768	酸	ɬun1	ɬun⁴⁵	
2763	蒜	ɬun3	ɬun³³	
2764	算	ɬun3	ɬun³³	
2816	雖	ɬui1	ɬui⁴⁵	
598	隋	ʦʰui4	ʦʰui³¹	
5400	綏			
599	隨	ʦʰui4	ʦʰui³¹	
2844	髓	ɬuɔi2	ɬuɔi³²³	
1584	祟	suŋ4	suŋ³¹	
2787	遂	ɬui6	ɬui⁵²	
2814	碎	ɬui3	ɬui³³	
2815	歲	ɬui3	ɬui³³	
2788	隧	ɬui6	ɬui⁵²	
2789	燧	ɬui6	ɬui⁵²	
2790	穗	ɬui6	ɬui⁵²	
2791	邃	ɬui6	ɬui⁵²	
2769	孫	ɬun1	ɬun⁴⁵	
5401	孫			
5402	飧			
3210	筍	ɬɐn2	ɬɐn³²³	
2766	損	ɬun2	ɬun³²³	
3211	榫	ɬɐn2	ɬɐn³²³	
1616	唆	suɔ1	suɔ⁴⁵	又读ɬuɔ⁴⁵
1617	娑	suɔ1	suɔ⁴⁵	
1618	梭	suɔ1	suɔ⁴⁵	
1619	蓑	suɔ1	suɔ⁴⁵	
2861	嗦	ɬuɔ1	ɬuɔ⁴⁵	
5403	簑			
1594	縮	suk7	suk⁴⁵	又读ɬuk⁴⁵
1612	所	suɔ2	suɔ³²³	
2833	索	ɬuɔk8	ɬuɔk³	
2857	瑣	ɬuɔ2	ɬuɔ³²³	
2858	鎖	ɬuɔ2	ɬuɔ³²³	
1478	他	tʰa1	tʰa⁴⁵	
1479	它	tʰa1	tʰa⁴⁵	
1480	她	tʰa1	tʰa⁴⁵	
1481	牠	tʰa1	tʰa⁴⁵	
1482	祂	tʰa1	tʰa⁴⁵	
1421	塌	tʰap8	tʰap³	
1422	遢	tʰap8	tʰap³	
1423	塔	tʰap8	tʰap³	
5404	獺			
1331	拓	tʰuɔk8	tʰuɔk³	開拓
1332	拓	tʰuɔk8	tʰuɔk³	拓本
5079	搨			
1424	榻	tʰap8	tʰap³	
1519	踏	tap9	tap⁵²	
1420	蹋	tʰap9	tʰap⁵²	
1341	胎	tʰuɔi1	tʰuɔi⁴⁵	
5405	台			古代第一人稱
5406	台			天台。地名
1335	抬	tʰuɔi4	tʰuɔi³¹	
1336	苔	tʰuɔi4	tʰuɔi³¹	青苔
1337	苔	tʰuɔi4	tʰuɔi³¹	舌苔
1338	臺	tʰuɔi4	tʰuɔi³¹	
1339	颱	tʰuɔi4	tʰuɔi³¹	
1340	檯	tʰuɔi4	tʰuɔi³¹	
1471	太	tʰai3	tʰai³³	
1472	汰	tʰai3	tʰai³³	
1473	泰	tʰai3	tʰai³³	
1474	態	tʰai3	tʰai³³	
1445	坍	tʰan1	tʰan⁴⁵	
1458	貪	tʰam1	tʰam⁴⁵	
1446	攤	tʰan1	tʰan⁴⁵	
1447	灘	tʰan1	tʰan⁴⁵	
1448	癱	tʰan1	tʰan⁴⁵	
855	覃	ʦʰɐn4	ʦʰɐn³¹	覃姓
5080	覃			覃思
1450	痰	tʰam4	tʰam³¹	
1451	談	tʰam4	tʰam³¹	
1452	潭	tʰam4	tʰam³¹	
1435	壇	tʰan4	tʰan³¹	
1436	檀	tʰan4	tʰan³¹	
1453	罈	tʰam4	tʰam³¹	
1454	譚	tʰam4	tʰam³¹	
1456	忐	tʰam2	tʰam³²³	
1442	坦	tʰan2	tʰan³²³	
1443	袒	tʰan2	tʰan³²³	
1457	毯	tʰam2	tʰam³²³	
1438	炭	tʰan3	tʰan³³	
1455	探	tʰam3	tʰam³³	
1439	碳	tʰan3	tʰan³³	
1440	嘆	tʰan3	tʰan³³	
5407	撢			雞毛撢子
1441	歎	tʰan3	tʰan³³	
1330	湯	tʰuɔŋ1	tʰuɔŋ⁴⁵	
1315	唐	tʰuɔŋ4	tʰuɔŋ³¹	
1316	堂	tʰuɔŋ4	tʰuɔŋ³¹	
1317	棠	tʰuɔŋ4	tʰuɔŋ³¹	
1318	塘	tʰuɔŋ4	tʰuɔŋ³¹	
1319	膛	tʰuɔŋ4	tʰuɔŋ³¹	
1320	糖	tʰuɔŋ4	tʰuɔŋ³¹	
1321	螳	tʰuɔŋ4	tʰuɔŋ³¹	
1326	倘	tʰuɔŋ2	tʰuɔŋ³²³	
1327	淌	tʰuɔŋ2	tʰuɔŋ³²³	
1328	躺	tʰuɔŋ2	tʰuɔŋ³²³	
1322	趟	tʰuɔŋ3	tʰuɔŋ³³	
1323	燙	tʰuɔŋ3	tʰuɔŋ³³	
1355	掏	tʰou4	tʰou³¹	
1377	絛	tʰou1	tʰou⁴⁵	
1378	滔	tʰou1	tʰou⁴⁵	
1356	濤	tʰou4	tʰou³¹	又读tʰou⁴⁵
1357	逃	tʰou4	tʰou³¹	
1358	桃	tʰou4	tʰou³¹	
1368	陶	tʰou4	tʰou³¹	陶瓷
4827	陶			皋陶
1359	萄	tʰou4	tʰou³¹	
1360	啕	tʰou4	tʰou³¹	
1361	淘	tʰou4	tʰou³¹	
1373	討	tʰou2	tʰou³²³	
1369	套	tʰou3	tʰou³³	
1411	忑	tʰek7	tʰek⁴⁵	
5081	忒			
1557	特	tɐk9	tɐk⁵²	
5408	熥			
1296	疼	tʰuŋ3	tʰuŋ³³	疼愛
4843	疼			疼痛
1425	滕	tʰɐŋ4	tʰɐŋ³¹	
1426	謄	tʰɐŋ4	tʰɐŋ³¹	
1427	藤	tʰɐŋ4	tʰɐŋ³¹	
1428	騰	tʰɐŋ4	tʰɐŋ³¹	
1429	籐	tʰɐŋ4	tʰɐŋ³¹	
1412	剔	tʰek7	tʰek⁴⁵	
1477	梯	tʰɐi1	tʰɐi⁴⁵	
1413	踢	tʰek7	tʰek⁴⁵	
1461	提	tʰɐi4	tʰɐi³¹	
1462	啼	tʰɐi4	tʰɐi³¹	
5082	醍			
1463	蹄	tʰɐi4	tʰɐi³¹	
1464	題	tʰɐi4	tʰɐi³¹	
1476	體	tʰɐi2	tʰɐi³²³	
1465	剃	tʰɐi3	tʰɐi³³	
5083	倜			
1466	涕	tʰɐi3	tʰɐi³³	又读tɐi³¹²
1414	惕	tʰek7	tʰek⁴⁵	
1467	屜	tʰɐi3	tʰɐi³³	
1468	替	tʰɐi3	tʰɐi³³	
1469	嚏	tʰɐi3	tʰɐi³³	
1393	天	tʰin1	tʰin⁴⁵	
1397	添	tʰim1	tʰim⁴⁵	
1389	田	tʰin4	tʰin³¹	
1394	恬	tʰim4	tʰim³¹	
1395	甜	tʰim4	tʰim³¹	
1390	填	tʰin4	tʰin³¹	
1391	闐	tʰin4	tʰin³¹	
5084	忝			
1266	腆	tin2	tin³²³	
1396	舔	tʰim2	tʰim³²³	
2605	靦	min2	min³²³	靦腆
5409	靦			靦顏事仇
5085	㮇			
1384	挑	tʰiu1	tʰiu⁴⁵	挑水白读teu⁴⁵
4815	挑			挑達
1380	迢	tʰiu4	tʰiu³¹	
1381	條	tʰiu4	tʰiu³¹	
1239	窕	tiu6	tiu⁵²	
1382	眺	tʰiu3	tʰiu³³	
1383	跳	tʰiu3	tʰiu³³	
5086	糶			
1386	帖	tʰip8	tʰip³	
1387	貼	tʰip8	tʰip³	
1385	鐵	tʰit8	tʰit³	
1409	汀	tʰeŋ1	tʰeŋ⁴⁵	
1407	聽	tʰeŋ3	tʰeŋ³³	聽力
1408	聽	tʰeŋ3	tʰeŋ³³	聽任
1410	廳	tʰeŋ1	tʰeŋ⁴⁵	
1400	廷	tʰeŋ4	tʰeŋ³¹	
1401	亭	tʰeŋ4	tʰeŋ³¹	
1402	庭	tʰeŋ4	tʰeŋ³¹	
1403	停	tʰeŋ4	tʰeŋ³¹	
1404	蜓	tʰeŋ4	tʰeŋ³¹	
1405	婷	tʰeŋ4	tʰeŋ³¹	
1406	霆	tʰeŋ4	tʰeŋ³¹	
1399	挺	tʰeŋ5	tʰeŋ³¹²	
1398	艇	tʰiɛŋ5	tʰiɛŋ³¹²	
1300	通	tʰuŋ1	tʰuŋ⁴⁵	
1286	仝	tʰuŋ4	tʰuŋ³¹	
1287	同	tʰuŋ4	tʰuŋ³¹	
5087	佟			
1288	彤	tʰuŋ4	tʰuŋ³¹	
1289	茼	tʰuŋ4	tʰuŋ³¹	
1290	桐	tʰuŋ4	tʰuŋ³¹	
1291	童	tʰuŋ4	tʰuŋ³¹	
351	僮	ʦuɔŋ6	ʦuɔŋ⁵²	僮族
4831	僮			書僮
1292	銅	tʰuŋ4	tʰuŋ³¹	
1293	瞳	tʰuŋ4	tʰuŋ³¹	
1297	捅	tʰuŋ2	tʰuŋ³²³	
1298	桶	tʰuŋ2	tʰuŋ³²³	
1294	筒	tʰuŋ4	tʰuŋ³¹	
1299	統	tʰuŋ2	tʰuŋ³²³	
1295	痛	tʰuŋ3	tʰuŋ³³	
1418	偷	tʰɐu1	tʰɐu⁴⁵	
1415	投	tʰɐu4	tʰɐu³¹	
5088	骰			
1416	頭	tʰɐu4	tʰɐu³¹	
5410	敨			
1417	透	tʰɐu3	tʰɐu³³	
1516	凸	tɐt9	tɐt⁵²	
1307	禿	tʰuk7	tʰuk⁴⁵	
1517	突	tɐt9	tɐt⁵²	
5411	荼			如火如荼
5488	荼			神荼
1362	徒	tʰou4	tʰou³¹	
