漢字	IPA	IPA调类	注释
在	ʦoi⁵²	tsoi6	
罪	ʦoi⁵²	tsoi6	
觸	ʦok⁴⁵	tsok7a	又读
粥	ʦok⁴⁵	tsok7a	
竹	ʦok⁴⁵	tsok7a	
燭	ʦok⁴⁵	tsok7a	
囑	ʦok⁴⁵	tsok7a	
祝	ʦok⁴⁵	tsok7a	
築	ʦok⁴⁵	tsok7a	
足	ʦok⁴⁵	tsok7a	
俗	ʦok⁵²	tsok8	
續	ʦok⁵²	tsok8	
妯	ʦok⁵²	tsok8	
軸	ʦok⁵²	tsok8	
逐	ʦok⁵²	tsok8	
鐲	ʦok⁵²	tsok8	
族	ʦok⁵²	tsok8	
腫	ʦoŋ³⁵	tsoŋ3	
種	ʦoŋ³⁵	tsoŋ3	谷～
踵	ʦoŋ³⁵	tsoŋ3	
總	ʦoŋ³⁵	tsoŋ3	
中	ʦoŋ⁴⁴³	tsoŋ5	
種	ʦoŋ⁴⁴³	tsoŋ5	～树
眾	ʦoŋ⁴⁴³	tsoŋ5	
縱	ʦoŋ⁴⁴³	tsoŋ5	
粽	ʦoŋ⁴⁴³	tsoŋ5	
舂	ʦoŋ⁴⁵	tsoŋ1	
琮	ʦoŋ⁴⁵	tsoŋ1	一种玉，多用于人名
中	ʦoŋ⁴⁵	tsoŋ1	
忠	ʦoŋ⁴⁵	tsoŋ1	
終	ʦoŋ⁴⁵	tsoŋ1	
盅	ʦoŋ⁴⁵	tsoŋ1	
鐘	ʦoŋ⁴⁵	tsoŋ1	
宗	ʦoŋ⁴⁵	tsoŋ1	
綜	ʦoŋ⁴⁵	tsoŋ1	
棕	ʦoŋ⁴⁵	tsoŋ1	
蹤	ʦoŋ⁴⁵	tsoŋ1	
鬃	ʦoŋ⁴⁵	tsoŋ1	
訟	ʦoŋ⁵²	tsoŋ6	
誦	ʦoŋ⁵²	tsoŋ6	
頌	ʦoŋ⁵²	tsoŋ6	
仲	ʦoŋ⁵²	tsoŋ6	
重	ʦoŋ⁵²	tsoŋ6	～要
酒	ʦu³⁵	tsu3	
組	ʦu³⁵	tsu3	
俎	ʦu³⁵	tsu3	
祖	ʦu³⁵	tsu3	
做	ʦu⁴⁴³	tsu5	
州	ʦu⁴⁵	tsu1	白，～背
洲	ʦu⁴⁵	tsu1	白
租	ʦu⁴⁵	tsu1	
就	ʦu⁵²	tsu6	
袖	ʦu⁵²	tsu6	
宙	ʦu⁵²	tsu6	又读
咀	ʦy³⁵	tsy3	
沮	ʦy³⁵	tsy3	
主	ʦy³⁵	tsy3	
煮	ʦy³⁵	tsy3	
嘴	ʦy³⁵	tsy3	
注	ʦy⁴⁴³	tsy5	
駐	ʦy⁴⁴³	tsy5	
著	ʦy⁴⁴³	tsy5	
蛀	ʦy⁴⁴³	tsy5	
鑄	ʦy⁴⁴³	tsy5	
最	ʦy⁴⁴³	tsy5	
醉	ʦy⁴⁴³	tsy5	
褚	ʦy⁴⁵	tsy1	姓
朱	ʦy⁴⁵	tsy1	
侏	ʦy⁴⁵	tsy1	
誅	ʦy⁴⁵	tsy1	
茱	ʦy⁴⁵	tsy1	
珠	ʦy⁴⁵	tsy1	
株	ʦy⁴⁵	tsy1	
諸	ʦy⁴⁵	tsy1	
豬	ʦy⁴⁵	tsy1	
蛛	ʦy⁴⁵	tsy1	
追	ʦy⁴⁵	tsy1	
椎	ʦy⁴⁵	tsy1	
聚	ʦy⁵²	tsy6	
序	ʦy⁵²	tsy6	
敘	ʦy⁵²	tsy6	
住	ʦy⁵²	tsy6	入～赘坠
箸	ʦy⁵²	tsy6	筷子
轉	ʦyn³⁵	tsyn3	～移
轉	ʦyn⁴⁴³	tsyn5	～圈
鑽	ʦyn⁴⁴³	tsyn5	电～
纂	ʦyn⁴⁴³	tsyn5	
專	ʦyn⁴⁵	tsyn1	
磚	ʦyn⁴⁵	tsyn1	
尊	ʦyn⁴⁵	tsyn1	
遵	ʦyn⁴⁵	tsyn1	又读
傳	ʦyn⁵²	tsyn6	自～
傳	ʦyn⁵²	tsyn6	旋涡
啜	ʦyt⁴	tsyt7b	动词，吸食；亲，吻
噉	ʦyt⁴	tsyt7b	拟声词，老鼠的叫声
綴	ʦyt⁴	tsyt7b	
拙	ʦyt⁴	tsyt7b	
茁	ʦyt⁴	tsyt7b	
絕	ʦyt⁵²	tsyt8	
惡	u⁴⁴³	u5	可～
惡	u⁴⁴³	u5	动词，弯腰俯身
塢	u⁴⁴³	u5	
烏	u⁴⁵	u1	
汙	u⁴⁵	u1	
嗚	u⁴⁵	u1	
華	wa²¹	wa2	
樺	wa²¹	wa2	
嘩	wa³⁵	wa3	叹词，表惊讶
窪	wa⁴⁵	wa1	
蛙	wa⁴⁵	wa1	
娃	wa⁴⁵	wa1	
哇	wa⁴⁵	wa1	
畫	wa⁵²	wa6	名词
話	wa⁵²	wa6	
懷	wai²¹	wai2	
淮	wai²¹	wai2	
槐	wai²¹	wai2	
搲	wai³⁵	wai3	动词，抓紧，攀牢
崴	wai³⁵	wai3	
歪	wai⁴⁵	wai1	读书音
威	wɐi⁴⁵	wɐi1	白
揻	wɐi⁴⁵	wɐi1	动词，扔掉
壞	wai⁵²	wai6	
衛	wɐi⁵²	wɐi6	文
位	wɐi⁵²	wɐi6	文
胃	wɐi⁵²	wɐi6	文
喂	wɐi⁵²	wɐi6	文
掝	wak⁴⁵	wak7a	～～扯：跳扯痛；肌肉或头部神经抽搐带来的痛感
劃	wak⁵²	wak8	
畫	wak⁵²	wak8	～画
或	wak⁵²	wak8	
惑	wak⁵²	wak8	
還	wan²¹	wan2	
環	wan²¹	wan2	
寰	wan²¹	wan2	
鯇	wan²¹	wan2	
魂	wɐn²¹	wɐn2	
榮	wɐn²¹	wɐn2	
尹	wɐn²¹	wɐn2	
永	wɐn²¹	wɐn2	
暈	wɐn²¹	wɐn2	又读
雲	wɐn²¹	wɐn2	
勻	wɐn²¹	wɐn2	
耘	wɐn²¹	wɐn2	
筠	wɐn²¹	wɐn2	
允	wɐn²¹	wɐn2	
殞	wɐn²¹	wɐn2	
玩	wan³⁵	wan3	
挽	wan³⁵	wan3	
穩	wɐn³⁵	wɐn3	
揾	wɐn³⁵	wɐn3	动词，找
醞	wɐn³⁵	wɐn3	
圂	wɐn⁴⁴³	wɐn5	豢，把家禽家畜圈起来
彎	wan⁴⁵	wan1	
灣	wan⁴⁵	wan1	
昏	wɐn⁴⁵	wɐn1	
溫	wɐn⁴⁵	wɐn1	
瘟	wɐn⁴⁵	wɐn1	
熏	wɐn⁴⁵	wɐn1	
暈	wɐn⁴⁵	wɐn1	
氳	wɐn⁴⁵	wɐn1	
幻	wan⁵²	wan6	
宦	wan⁵²	wan6	
患	wan⁵²	wan6	
渾	wɐn⁵²	wɐn6	
混	wɐn⁵²	wɐn6	
穎	wɐn⁵²	wɐn6	
詠	wɐn⁵²	wɐn6	
泳	wɐn⁵²	wɐn6	
運	wɐn⁵²	wɐn6	
韻	wɐn⁵²	wɐn6	
橫	wɐŋ²¹	wɐŋ2	
弘	wɐŋ²¹	wɐŋ2	
宏	wɐŋ²¹	wɐŋ2	
泓	wɐŋ²¹	wɐŋ2	
橫	wɐŋ⁴⁵	wɐŋ1	事情黄了；死了
挖	wat⁴	wat7b	
挖	wat⁴	wat7b	动词，攀爬
忽	wɐt⁴⁵	wɐt7a	又读
窟	wɐt⁴⁵	wɐt7a	屎～
煀	wɐt⁴⁵	wɐt7a	俗字，动词，红烧
屈	wɐt⁴⁵	wɐt7a	
鬱	wɐt⁴⁵	wɐt7a	～金香
煴	wɐt⁴⁵	wɐt7a	动词，熏
猾	wat⁵²	wat8	
滑	wat⁵²	wat8	
核	wɐt⁵²	wɐt8	龙眼～
掝	wɐt⁵²	wɐt8	动词，晃，轻轻地甩
域	wɐt⁵²	wɐt8	地～
獲	wɔk⁴	wɔk7b	瓦，瓦特，电的功率单位，来自英语watt
獲	wɔk⁵²	wɔk8	
鑊	wɔk⁵²	wɔk8	
皇	wɔŋ²¹	wɔŋ2	
黃	wɔŋ²¹	wɔŋ2	
凰	wɔŋ²¹	wɔŋ2	
隍	wɔŋ²¹	wɔŋ2	
遑	wɔŋ²¹	wɔŋ2	
惶	wɔŋ²¹	wɔŋ2	
煌	wɔŋ²¹	wɔŋ2	
璜	wɔŋ²¹	wɔŋ2	
蝗	wɔŋ²¹	wɔŋ2	
簧	wɔŋ²¹	wɔŋ2	
蠟	wɔŋ²¹	wɔŋ2	
王	wɔŋ²¹	wɔŋ2	
往	wɔŋ²¹	wɔŋ2	
枉	wɔŋ³⁵	wɔŋ3	
汪	wɔŋ⁴⁵	wɔŋ1	
旺	wɔŋ⁵²	wɔŋ6	
□	wɛ²¹	wɛ2	车～：玩具，陀螺
□	wɛ³⁵	wɛ3	动词，嘴巴向两边张开
諱	wi²¹	wi2	
違	wi²¹	wi2	
圍	wi²¹	wi2	
桅	wi²¹	wi2	船～杆
唯	wi²¹	wi2	
惟	wi²¹	wi2	
維	wi²¹	wi2	
偉	wi²¹	wi2	
葦	wi²¹	wi2	
緯	wi²¹	wi2	
為	wi²¹	wi2	作～
遺	wi²¹	wi2	
毀	wi³⁵	wi3	
委	wi³⁵	wi3	
萎	wi³⁵	wi3	枯～
慧	wi⁴⁴³	wi5	
畏	wi⁴⁴³	wi5	
喂	wi⁴⁴³	wi5	
慰	wi⁴⁴³	wi5	
揮	wi⁴⁵	wi1	
暉	wi⁴⁵	wi1	
輝	wi⁴⁵	wi1	
威	wi⁴⁵	wi1	文
衛	wi⁵²	wi6	文
位	wi⁵²	wi6	文
胃	wi⁵²	wi6	文
□	win⁴⁵	win1	～仔：客、货两用小汽车，来自英语van
禾	wo²¹	wo2	
和	wo²¹	wo2	～气，～面
鍋	wo⁴⁵	wo1	
媧	wo⁴⁵	wo1	
撾	wo⁴⁵	wo1	又读
萵	wo⁴⁵	wo1	
倭	wo⁴⁵	wo1	
渦	wo⁴⁵	wo1	
窩	wo⁴⁵	wo1	
窩	wo⁴⁵	wo1	晾晒东西的无孔竹筛
蝸	wo⁴⁵	wo1	
和	wo⁵²	wo6	～诗
禍	wo⁵²	wo6	
徊	woi²¹	woi2	
回	woi²¹	woi2	
茴	woi²¹	woi2	
迴	woi²¹	woi2	
蛔	woi²¹	woi2	
偎	woi⁴⁵	woi1	
煨	woi⁴⁵	woi1	
猥	woi⁴⁵	woi1	
匯	woi⁵²	woi6	
會	woi⁵²	woi6	
薈	woi⁵²	woi6	
燴	woi⁵²	woi6	
緩	wɵn²¹	wɵn2	
援	wɵn²¹	wɵn2	
豌	wɵn³⁵	wɵn3	
惋	wɵn³⁵	wɵn3	
碗	wɵn³⁵	wɵn3	
腕	wɵn³⁵	wɵn3	
捥	wɵn⁴⁵	wɵn1	动词，抱，揽；量词，捆，扎，指两手张开一抱的份量
換	wɵn⁵²	wɵn6	
喚	wɵn⁵²	wɵn6	
渙	wɵn⁵²	wɵn6	
煥	wɵn⁵²	wɵn6	
瘓	wɵn⁵²	wɵn6	
嗡	woŋ⁴⁵	woŋ1	拟声词
嗡	woŋ⁵²	woŋ6	日、月等的光晕
活	wɵt⁵²	wɵt8	
狐	wu²¹	wu2	
胡	wu²¹	wu2	
壺	wu²¹	wu2	
葫	wu²¹	wu2	
猢	wu²¹	wu2	
湖	wu²¹	wu2	
瑚	wu²¹	wu2	
蝴	wu²¹	wu2	
糊	wu²¹	wu2	
滸	wu³⁵	wu3	
淤	y³⁵	y3	
瘀	y³⁵	y3	
淤	y⁴⁴³	y5	～齐：吃饱到撑不下的程度
迂	y⁴⁵	y1	
於	y⁴⁵	y1	～是
