常	開	三	陽	去	章	宕	上		s	œŋ	33	s	iɔŋ	33	s	œŋ	22	上面
書	開	三	陽	上	章	宕	賞		s	œŋ	213	s	iɔŋ	21	s	œŋ	21	
日	開	三	陽	上	日	宕	壤		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22	
							壤		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21	
見	合	三	陽	上	見	宕	逛		kʷʰ	aŋ	33	kʷʰ	aŋ	33	kʰ	aŋ	22	
							逛		kʰ	ɔŋ	51	kʷʰ	ɔŋ	51	kʰ	ɔŋ	51	文
見	開	三	陽	上	見	宕	襁		kʰ	œŋ	213	kʰ	iɔŋ	21	kʰ	œŋ	21	
見	合	三	陽	上	見	宕	獷		k	ɔŋ	213	kʷ	ɔŋ	21	k	ɔŋ	21	
疑	開	三	陽	上	見	宕	仰		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21	信仰
							仰		ŋ	ɔŋ	213	ŋ	ɔŋ	21	ŋ	ɔŋ	21	仰頭
曉	開	三	陽	上	影	宕	嚮		h	œŋ	33	h	iɔŋ	33	h	œŋ	22	
曉	開	三	陽	上	影	宕	響		h	œŋ	213	h	iɔŋ	21	h	œŋ	21	
曉	開	三	陽	上	影	宕	饗		h	œŋ	213	h	iɔŋ	21	h	œŋ	21	
影	合	三	陽	上	影	宕	枉		w	ɔŋ	213	w	ɔŋ	21	w	ɔŋ	21	
云	合	三	陽	上	影	宕	往		w	ɔŋ	213	w	ɔŋ	21	w	ɔŋ	21	
以	開	三	陽	上	以	宕	癢		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21	
以	開	三	陽	上	以	宕	養		j	ɔŋ	213	j	ɔŋ	21	j	œŋ	21	
幫	合	三	陽	上	幫	宕	放		f	ɔŋ	33	f	ɔŋ	33	f	ɔŋ	22	
明	合	三	陽	上	幫	宕	惘		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21	
明	合	三	陽	上	幫	宕	網		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21	
滂	合	三	陽	上	幫	宕	仿		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21	
滂	合	三	陽	上	幫	宕	紡		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21	
娘	開	三	陽	去	知	宕	釀		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22	
來	開	三	陽	去	來	宕	亮		l	œŋ	33	l	iɔŋ	33	l	œŋ	22	
來	開	三	陽	去	來	宕	掠		l	œk	3	l	iɔk	2	l	œk	2	
來	開	三	陽	去	來	宕	諒		l	œŋ	33	l	iɔŋ	33	l	œŋ	22	
精	開	三	陽	去	精	宕	醬		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22	
從	開	三	陽	去	精	宕	匠		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22	
知	開	三	陽	去	知	宕	帳		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22	
知	開	三	陽	去	知	宕	脹		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22	
徹	開	三	陽	去	知	宕	悵		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22	
徹	開	三	陽	去	知	宕	暢		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22	
							暢		tʰ	œŋ	33	tʰ	iɔŋ	33	tʰ	œŋ	22	白
莊	開	三	陽	去	莊	宕	壯		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22	
崇	開	三	陽	去	莊	宕	狀		ts	ɔŋ	33	ts	ɔŋ	33	ts	ɔŋ	22	
昌	開	三	陽	去	章	宕	唱		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22	
書	開	三	陽	去	章	宕	向		h	œŋ	33	h	iɔŋ	33	h	œŋ	22	
日	開	三	陽	去	日	宕	讓		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22	
曉	合	三	陽	去	影	宕	況		kʰ	ɔŋ	33	kʷʰ	ɔŋ	33	kʰ	ɔŋ	22	
							況		f	ɔŋ	33				f	ɔŋ	22	
云	合	三	陽	去	影	宕	旺		w	ɔŋ	33	w	ɔŋ	33	w	ɔŋ	22	
以	開	三	陽	去	以	宕	漾		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22	
明	合	三	陽	去	幫	宕	妄		m	ɔŋ	213	m	ɔŋ	21	m	ɔŋ	21	
明	合	三	陽	去	幫	宕	忘		m	ɔŋ	51	m	ɔŋ	51	m	ɔŋ	51	
滂	合	三	陽	去	幫	宕	訪		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21	
來	開	三	陽	入	來	宕	略		l	œk	3	l	iɔk	2	l	œk	2	
精	開	三	陽	入	精	宕	雀		ts	œk	3	ts	iɔk	2	ts	œk	5	
精	開	三	陽	入	精	宕	爵		ts	œk	3	ts	iɔk	2	ts	œk	5	
清	開	三	陽	入	精	宕	鵲		ts	œk	3	ts	iɔk	2	ts	œk	5	
從	開	三	陽	入	精	宕	嚼		ts	œk	3	ts	iɔk	2	ts	œk	5	
心	開	三	陽	入	精	宕	削		s	œk	3	s	iɔk	2	s	œk	5	
章	開	三	陽	入	章	宕	酌		ts	œk	3	ts	iɔk	2	ts	œk	5	
章	開	三	陽	入	章	宕	灼		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5	
章	開	三	陽	入	章	宕	勺		s	œk	3	s	iɔk	2	s	œk	5	
昌	開	三	陽	入	章	宕	綽		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	5	
書	開	三	陽	入	章	宕	爍		s	œk	3	s	iɔk	2	s	œk	2	
泥	開	四	青	入	端	梗	溺		n	ɪk	3	n	ɐk	2	n	ɐk	2	溺死
							溺		n	iu	33	n	iu	33	n	iu	22	便溺
日	開	三	陽	入	日	宕	箬		j	ɔk	3	j	ɔk	2	j	œk	2	
日	開	三	陽	入	日	宕	弱		j	ɔk	3	j	ɔk	2	j	œk	2	
見	開	三	陽	入	見	宕	腳		k	œk	3	k	iɔk	2	k	œk	5	
見	開	三	陽	入	見	宕	卻		kʰ	œk	3	kʰ	iɔk	2	kʰ	œk	5	
疑	開	三	陽	入	見	宕	瘧		j	ɔk	3	j	ɔk	2	j	œk	2	
疑	開	三	陽	入	見	宕	虐		j	ɔk	3	j	ɔk	2	j	œk	2	
曉	開	三	陽	入	影	宕	謔		j	ɔk	3	j	ɔk	2	j	œk	2	
以	開	三	陽	入	以	宕	躍		j	ɔk	3	j	ɔk	2	j	œk	2	
以	開	三	陽	入	以	宕	藥		j	ɔk	3	j	ɔk	2	j	œk	2	
以	開	三	陽	入	以	宕	鑰		j	ɔk	3	j	ɔk	2	j	œk	2	
娘	開	二	庚	平	知	梗	獰		n	ɪŋ	51	n	ɐŋ	51	n	ɐŋ	51	
知	開	二	庚	平	知	梗	趟		tʰ	ɔŋ	33	tʰ	ɔŋ	33	tʰ	ɔŋ	22	
徹	開	二	庚	平	知	梗	瞠		tsʰ	aŋ	55	tsʰ	aŋ	45	tsʰ	aŋ	55	
澄	開	二	庚	平	知	梗	盯		t	iaŋ	55	t	iaŋ	45	t	ɛŋ	55	白
							盯		t	ɪŋ	55	t	ɐŋ	45	t	ɐŋ	55	文
澄	開	二	庚	平	知	梗	澄		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51	
初	開	二	庚	平	莊	梗	鎗		tsʰ	œŋ	55	tsʰ	iɔŋ	45	tsʰ	œŋ	55	
崇	開	二	庚	平	莊	梗	崢		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
生	開	二	庚	平	莊	梗	牲		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55	
生	開	二	庚	平	莊	梗	笙		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55	
生	開	二	庚	平	莊	梗	猩		s	ɪŋ	55	s	ɐŋ	45	s	ɐŋ	55	
生	開	二	庚	平	莊	梗	甥		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55	
生	開	二	庚	平	莊	梗	生		s	ɐŋ	55	s	ɐŋ	45	s	ɐŋ	55	文
							生		s	aŋ	55	s	aŋ	45	s	aŋ	55	白
見	開	二	庚	平	見	梗	羹		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55	
見	開	二	庚	平	見	梗	更		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55	更改
見	開	二	庚	平	見	梗	更		k	aŋ	55	k	aŋ	45	k	aŋ	55	三更半夜
見	開	二	庚	去	見	梗	更		k	ɐŋ	33	k	ɐŋ	33	k	ɐŋ	22	更加
見	開	二	庚	平	見	梗	埂		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21	
見	開	二	庚	平	見	梗	庚		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55	
見	開	三	庚	平	見	梗	京		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55	
見	開	三	庚	平	見	梗	驚		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55	文
							驚		k	iaŋ	55	k	iaŋ	45	k	ɛŋ	55	白
見	開	三	庚	平	見	梗	荊		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55	
溪	開	二	庚	平	見	梗	坑		h	aŋ	55	h	aŋ	45	h	aŋ	55	
溪	開	三	庚	平	見	梗	卿		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55	
疑	開	三	庚	平	見	梗	迎		ŋ	ɪŋ	51	ŋ	ɐŋ	51	ŋ	ɐŋ	51	
曉	開	二	庚	平	影	梗	亨		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55	
							亨		h	aŋ	55	h	aŋ	45	h	aŋ	55	翠亨
曉	合	三	庚	平	影	梗	兄		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55	
匣	開	二	庚	平	影	梗	衡		h	ɐŋ	51	h	ɐŋ	51	h	ɐŋ	51	
影	開	三	庚	平	影	梗	瑛			ɪŋ	55		ɐŋ	45		ɐŋ	55	
影	開	三	庚	平	影	梗	英			ɪŋ	55		ɐŋ	45		ɐŋ	55	
云	合	三	庚	平	影	梗	瑩			ɪŋ	51		ɐŋ	51		ɐŋ	51	
云	合	三	庚	平	影	梗	榮			ɪŋ	51		ɐŋ	51		ɐŋ	51	
云	合	三	庚	平	影	梗	嶸			ɪŋ	51		ɐŋ	51		ɐŋ	51	
幫	開	三	庚	平	幫	梗	兵		p	ɪŋ	55	p	ɐŋ	45	p	ɐŋ	55	
並	開	二	庚	平	幫	梗	棚		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51	
並	開	二	庚	平	幫	梗	榜		p	ɔŋ	213	p	ɔŋ	21	p	ɔŋ	21	
並	開	二	庚	平	幫	梗	膨		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51	
並	開	二	庚	平	幫	梗	澎		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51	
並	開	二	庚	平	幫	梗	彭		pʰ	aŋ	51	pʰ	aŋ	51	pʰ	aŋ	51	
並	開	三	庚	平	幫	梗	評		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51	
並	開	三	庚	平	幫	梗	坪		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51	
明	開	二	庚	平	幫	梗	盲		m	aŋ	51	m	aŋ	51	m	aŋ	51	
明	開	三	庚	平	幫	梗	鳴		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51	
明	開	三	庚	平	幫	梗	盟		m	ɐŋ	51	m	ɐŋ	51	m	ɐŋ	51	
明	開	三	庚	平	幫	梗	明		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51	
群	開	三	庚	平	見	梗	擎		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51	
群	開	三	庚	平	見	梗	鯨		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51	
娘	開	二	庚	上	知	梗	檸		n	ɪŋ	51	n	ɐŋ	51	n	ɐŋ	51	
							打		t	a	213	t	a	21	t	a	21	打人
							打		t	a	55	t	a	45	t	a	55	一打
心	開	三	清A	上	精	梗	省		s	ɪŋ	213	s	ɐŋ	21	s	ɐŋ	21	反省
生	開	三	庚	上	莊	梗	省		s	aŋ	213	s	aŋ	21	s	aŋ	21	廣東省
見	開	二	庚	上	見	梗	哽		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21	
見	合	二	庚	上	見	梗	礦		kʰ	ɔŋ	33	kʷʰ	ɔŋ	33	kʰ	ɔŋ	22	
見	開	二	庚	上	見	梗	梗		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21	文
							梗		kʷʰ	aŋ	213	kʷʰ	aŋ	21	kʰ	aŋ	21	白
見	開	三	庚	上	見	梗	境		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21	
見	開	三	庚	上	見	梗	警		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21	
見	合	三	庚	上	見	梗	憬		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21	
見	開	三	庚	上	見	梗	景		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21	
匣	開	二	庚	上	影	梗	杏		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22	
影	開	三	庚	上	影	梗	影		j	aŋ	213	j	aŋ	21	j	ɛŋ	21	白
							影		j	ɪŋ	213	j	ɐŋ	21	j	ɐŋ	21	文
							影			ɪŋ	213							
云	合	三	庚	上	影	梗	永		w	ɪŋ	213	w	ɐŋ	21	w	ɐŋ	21	
幫	開	三	庚	上	幫	梗	炳		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	
幫	開	三	庚	上	幫	梗	秉		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	
幫	開	三	庚	上	幫	梗	丙		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	
明	開	二	庚	上	幫	梗	猛		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21	文
							猛		m	aŋ	213	m	aŋ	21	m	aŋ	21	白
明	開	二	庚	上	幫	梗	蜢		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21	文
							蜢		m	aŋ	213	m	aŋ	21	m	aŋ	21	白
明	開	二	庚	上	幫	梗	艋											
明	開	三	庚	上	幫	梗	皿		m	ɪŋ	213	m	ɐŋ	21	m	ɐŋ	21	
見	開	三	庚	去	見	梗	敬		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22	
見	開	三	庚	去	見	梗	鏡		k	iaŋ	33	k	iaŋ	33	k	ɛŋ	22	
見	開	三	庚	去	見	梗	竟		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21	
溪	開	三	庚	去	見	梗	慶		h	ɪŋ	33	h	ɐŋ	33	h	ɐŋ	22	
云	合	三	庚	去	影	梗	詠		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22	
云	合	三	庚	去	影	梗	泳		w	ɪŋ	33	w	ɐŋ	33	w	ɐŋ	22	
幫	開	三	庚	去	幫	梗	柄		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	文
							柄		p	iaŋ	33	p	iaŋ	33	p	ɛŋ	22	白
並	開	三	庚	去	幫	梗	病		p	ɪŋ	33	p	ɐŋ	33	p	ɐŋ	22	文
							病		p	iaŋ	33	p	iaŋ	33	p	ɛŋ	22	白
明	開	二	庚	去	幫	梗	孟		m	ɐŋ	33	m	ɐŋ	33	m	ɐŋ	22	
明	開	三	庚	去	幫	梗	命		m	ɪŋ	33	m	ɐŋ	33	m	ɐŋ	22	文
							命		m	iaŋ	33	m	iaŋ	33	m	ɛŋ	22	白
群	開	三	庚	去	見	梗	競		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22	
徹	開	二	庚	入	知	梗	坼		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5	
澄	開	二	庚	入	知	梗	宅		ts	ɐk	3	ts	ɐk	2	ts	ak	2	
澄	開	二	庚	入	知	梗	澤		ts	ɐk	3	ts	ɐk	2	ts	ak	2	
澄	開	二	庚	入	知	梗	擇		ts	ɐk	3	ts	ɐk	2	ts	ak	2	
莊	開	二	庚	入	莊	梗	嘖		ts	ak	3	ts	ak	2	ts	ak	5	
莊	開	二	庚	入	莊	梗	蚱		ts	a	33	ts	a	33	ts	a	22	
莊	開	二	庚	入	莊	梗	窄		ts	ak	3	ts	ak	2	ts	ak	5	
見	開	二	庚	入	見	梗	骼		k	ak	3	k	ak	2	k	ak	5	
溪	開	二	庚	入	見	梗	喀		h	ak	3	h	ak	2	h	ak	5	
溪	開	二	庚	入	見	梗	客					h	ɐk	2				
							客		h	ak	3	h	ak	2	h	ak	5	
溪	開	三	庚	入	見	梗	隙		kʷ	ɪk	5	kʷ	ɐk	5	k	ɐk	5	
疑	開	二	庚	入	見	梗	額		ŋ	ak	3	ŋ	ak	2	ŋ	ak	2	
疑	開	三	庚	入	見	梗	逆		ŋ	ɐk	3	ŋ	ɐk	2	ŋ	ɐk	2	
曉	開	二	庚	入	影	梗	赫		h	ak	5	h	ak	5	h	ak	5	
幫	開	二	庚	入	幫	梗	柏		p	ak	3	p	ak	2	p	ak	5	
幫	開	二	庚	入	幫	梗	伯		p	ak	3	p	ak	2	p	ak	5	
							伯											
幫	開	二	庚	入	幫	梗	百		p	ak	3	p	ak	2	p	ak	5	
幫	開	二	庚	入	幫	梗	迫		p	ɪk	5	p	ɐk	5	p	ɐk	5	訓讀逼
							迫		p	ak	5	p	ak	5	p	ak	5	
並	開	二	庚	入	幫	梗	帛		p	ak	3	p	ak	2	p	ak	2	
並	開	二	庚	入	幫	梗	白		p	ak	3	p	ak	2	p	ak	2	
明	開	二	庚	入	幫	梗	驀		m	ak	3	m	ak	2	m	ak	2	
明	開	二	庚	入	幫	梗	陌		m	ak	3	m	ak	2	m	ak	2	
明	開	二	庚	入	幫	梗	佰		p	ak	3	p	ak	2	p	ak	5	
滂	開	二	庚	入	幫	梗	珀		pʰ	ak	3	pʰ	ak	2	pʰ	ak	5	
滂	開	二	庚	入	幫	梗	拍		pʰ	ak	3	pʰ	ak	2	pʰ	ak	5	
群	開	三	庚	入	見	梗	劇		kʰ	iak	3	kʰ	iak	2	kʰ	ɛk	2	
知	開	二	耕	平	知	梗	丁		t	ɪŋ	55	t	ɐŋ	45	t	ɐŋ	55	
澄	開	二	耕	平	知	梗	瞪		t	ɐŋ	55	t	ɐŋ	45	t	ɐŋ	55	
澄	開	二	耕	平	知	梗	橙		tsʰ	aŋ	51	tsʰ	aŋ	51	tsʰ	aŋ	51	
莊	開	二	耕	平	莊	梗	爭		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
莊	開	二	耕	平	莊	梗	猙		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
莊	開	二	耕	平	莊	梗	箏		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
見	開	二	耕	平	見	梗	耕		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55	
							耕		k	aŋ	55	k	aŋ	45	k	aŋ	55	
溪	開	二	耕	平	見	梗	鏗		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55	
曉	合	二	耕	平	影	梗	轟		kʷ	ɐŋ	55	kʷ	ɐŋ	45	k	ɐŋ	55	
匣	合	二	耕	平	影	梗	閎		w	ɐŋ	51	w	ɐŋ	51	w	ɐŋ	51	
匣	合	二	耕	平	影	梗	宏		w	ɐŋ	51	w	ɐŋ	51	w	ɐŋ	51	
匣	開	二	耕	平	影	梗	莖		k	ɪŋ	33	k	ɐŋ	33	k	ɐŋ	22	
影	開	二	耕	平	影	梗	鶯			ɐŋ	55		ɐŋ	45		ɐŋ	55	
影	開	二	耕	平	影	梗	鸚			ɪŋ	55		ɐŋ	45		ɐŋ	55	
影	開	二	耕	平	影	梗	罌			aŋ	55		aŋ	45		aŋ	55	容器
							罌			ɐŋ	55		ɐŋ	45		ɐŋ	55	罌粟
影	開	二	耕	平	影	梗	櫻			ɪŋ	55		ɐŋ	45		ɐŋ	55	
幫	開	二	耕	平	幫	梗	拼		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55	
幫	開	二	耕	平	幫	梗	繃		p	ɐŋ	55	p	ɐŋ	45	p	ɐŋ	55	繃帶
							繃		m	ɐŋ	55	m	ɐŋ	45	m	ɐŋ	55	繃著臉
並	開	二	耕	平	幫	梗	庄		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55	
明	開	二	耕	平	幫	梗	萌		m	ɐŋ	51	m	ɐŋ	51	m	ɐŋ	51	
滂	開	二	耕	平	幫	梗	砰		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55	
見	開	二	耕	上	見	梗	耿		k	ɐŋ	213	k	ɐŋ	21	k	ɐŋ	21	
匣	開	二	耕	上	影	梗	倖		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22	
匣	開	二	耕	上	影	梗	幸		h	ɐŋ	33	h	ɐŋ	33	h	ɐŋ	22	
莊	開	二	耕	去	莊	梗	諍		ts	ɐŋ	33	ts	ɐŋ	33	ts	ɐŋ	22	
疑	開	二	耕	去	見	梗	硬		ŋ	aŋ	33	ŋ	aŋ	33	ŋ	aŋ	22	
幫	開	二	耕	去	幫	梗	迸		pʰ	ɪŋ	33	pʰ	ɐŋ	33	p	ɐŋ	22	
知	開	二	耕	入	知	梗	摘		ts	ak	3	ts	ak	2	ts	ak	2	
莊	開	二	耕	入	莊	梗	責		ts	ak	3	ts	ak	2	ts	ak	5	
初	開	二	耕	入	莊	梗	冊		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5	
初	開	二	耕	入	莊	梗	策		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5	
見	開	二	耕	入	見	梗	隔		k	ak	3	k	ak	2	k	ak	5	
見	開	二	耕	入	見	梗	革		k	ɐk	3	k	ɐk	2	k	ak	5	
匣	合	二	耕	入	影	梗	獲		w	ɔk	3	w	ɔk	2	w	ɔk	2	
匣	開	二	耕	入	影	梗	核		h	ɐt	3	h	ɐt	2	h	ɐt	2	
							核		w	ɐt	3	w	ɐt	2	w	ɐt	2	果核
匣	合	二	耕	入	影	梗	劃		w	ak	3	w	ak	2	w	ak	2	
影	開	二	耕	入	影	梗	厄			ɐk	5		ɐk	5		ɐk	5	
明	開	二	耕	入	幫	梗	麥		m	ak	3	m	ak	2	m	ak	2	
明	開	二	耕	入	幫	梗	脈		m	ɐk	3	m	ɐk	2	m	ak	2	
精	開	三	清A	平	精	梗	精		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	文
							精		ts	iaŋ	55	ts	iaŋ	45	ts	ɛŋ	55	白
精	開	三	清A	平	精	梗	菁		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
精	開	三	清A	平	精	梗	睛		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
精	開	三	清A	平	精	梗	蜻		tsʰ	ɪŋ	55	tsʰ	ɐŋ	45	tsʰ	ɐŋ	55	
精	開	三	清A	平	精	梗	晶		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
清	開	三	清A	平	精	梗	清		tsʰ	ɪŋ	55	tsʰ	ɐŋ	45	tsʰ	ɐŋ	55	
從	開	三	清A	平	精	梗	情		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51	
從	開	三	清A	平	精	梗	請		tsʰ	ɪŋ	213	tsʰ	ɐŋ	21	tsʰ	ɐŋ	21	文
							請		tsʰ	iaŋ	213	tsʰ	iaŋ	21	tsʰ	ɛŋ	21	白
從	開	三	清A	平	精	梗	晴		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51	
							正		ts	iaŋ	33	ts	iaŋ	33	ts	ɛŋ	22	好正
章	開	三	清A	平	章	梗	正		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	正月
章	開	三	清A	去	章	梗	正		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22	正午
章	開	三	清A	平	章	梗	怔		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
章	開	三	清A	平	章	梗	征		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	
常	開	三	清A	平	章	梗	誠		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	
常	開	三	清A	平	章	梗	成		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	成功
							成		s	iaŋ	51	s	iaŋ	51	s	ɛŋ	51	成日
常	開	三	清A	平	章	梗	城		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	文
							城		s	iaŋ	51	s	iaŋ	51	s	ɛŋ	51	白
常	開	三	清A	去	章	梗	盛		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22	旺盛
常	開	三	清A	平	章	梗	盛		s	ɪŋ	51	s	ɐŋ	51	s	ɐŋ	51	盛湯
書	開	三	清A	平	章	梗	聲		s	ɪŋ	55	s	ɐŋ	45	s	ɐŋ	55	文
							聲		s	iaŋ	55	s	iaŋ	45	s	ɛŋ	55	白
溪	合	三	清A	平	見	梗	頃		kʰ	ɪŋ	213	kʰ	ɐŋ	21	kʰ	ɐŋ	21	
溪	合	三	清A	平	見	梗	傾		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55	
溪	開	三	清A	平	見	梗	輕		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55	文
							輕		h	iaŋ	55	h	iaŋ	45	h	ɛŋ	55	白
							輕		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55	
影	合	三	清A	平	影	梗	縈			ɪŋ	51		ɐŋ	51		ɐŋ	51	
影	開	三	清A	平	影	梗	嬰			ɪŋ	55		ɐŋ	45		ɐŋ	55	
以	合	三	清A	平	以	梗	營			ɪŋ	51		ɐŋ	51		ɐŋ	51	
以	開	三	清A	平	以	梗	盈			ɪŋ	51		ɐŋ	51		ɐŋ	51	
以	開	三	清A	平	以	梗	贏		j	aŋ	51	j	aŋ	51	j	ɛŋ	51	
							贏			ɪŋ	51		ɐŋ	51		ɐŋ	51	文
並	開	四	青	平	幫	梗	屏		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51	屏幕
幫	開	三	清A	上	幫	梗	屏		p	ɪŋ	213	p	ɐŋ	21	p	ɐŋ	21	屏除
幫	開	三	清A	平	幫	梗	并		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22	合并
							并		p	ɪŋ	33	p	ɐŋ	33	p	ɐŋ	22	并且
明	開	三	清A	平	幫	梗	名		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51	文
							名		m	iaŋ	51	m	iaŋ	51	m	ɛŋ	51	白
群	合	三	清A	平	見	梗	瓊		kʰ	ɪŋ	51	kʰ	ɐŋ	51	kʰ	ɐŋ	51	
群	開	三	清A	平	見	梗	頸		k	iaŋ	213	k	iaŋ	21	k	ɛŋ	21	
來	開	三	清A	上	來	梗	嶺		l	iaŋ	213	l	iaŋ	21	l	ɛŋ	21	南嶺
							嶺		l	ɪŋ	213	l	ɐŋ	21	l	ɐŋ	21	嶺南
來	開	三	清A	上	來	梗	領		l	ɪŋ	213	l	ɐŋ	21	l	ɐŋ	21	文
							領		l	iaŋ	213	l	iaŋ	21	l	ɛŋ	21	白
