漢字	iPA	注釋
□	sɔ4	荡来荡去
□	lɔŋ6	往灶口塞枝条类柴草
□	lɔk7	上下摇晃。~骰：摇骰子
□	lɔŋ1	逛游
彳	tɛk7	
亍	tʰɔ2	
	tɛk7	
迌	tʰɔ2	
□	kak8	扔
□	sɔ4	扔
□	sɛk7	扔
□	pɔk1	埋伏
□	pɔŋ1	打耳光
□	kɔ2	扔
□	kʰɛŋ4	彩虹
□	kʰɛŋ4	被竹枝等打后留下的长条状印痕
□	kʰəŋ2	堆积
頌	tsʰɛŋ6	穿
□	pai1	次，量词
□	nɛŋ7	踹
□	niŋ3	你們
□	tʰɛŋ6	对峙
阮	ŋ3	我們
阮	ŋ2	姓
□	kʰak8	磕碰
□		
□	kuaŋ4	耍脾气
□	dzuaŋ4	將就
□	ŋiaŋ5	喜歡
□	bai6	細看
□	iak8	点火
燃	niaŋ3	点火
□	kʰiak7	~~：形容纸币很新
□	tiaŋ2	誰；~時：什麼時候
□	pʰiak8	玩水
□	hak7	块，量词
□	ŋaŋ5	抓
□	tsak8	密
脫	lak7	
□	laŋ5	间隔
□	laŋ1	稀疏
□	niɔu5	~眉：皱眉
□	taŋ5	蜜蜂蜇人
□	taŋ4	壇子
□	mak7	玩
	pak7	認識
□	pʰiak7	用力往墙上扔泥巴使其粘附
丼	tɔŋ4	物體落到水裡的聲音
□	hiak7	~石：吸铁石
□	siak7	泄漏
□	tsiak8	故意踩踏
□	niaŋ5	用拇指和食指揪起一点皮
□	niaŋ5	瓣， 量词
□	tiaŋ5	一动不动
□	aŋ4	囫囵地吃
□	tiaŋ6	老是
□	kʰaŋ1	台阶
啱	ŋaŋ1	合適
□	kɔk8	水晃荡
蟱	pɔ2	蛤~：蛤蟆
□	sak7	剎
□	sai1	灑
□	nak7	軟
沓	tʰaʔ8	
□	hiŋ5	闷
□	iɔu ̃ʔ7	猜测
□	hiŋ2	斜眼瞪
□	tsʰik8	搋
□	tim6	隔水煨热
□	hui ̃1	转圈
□	mui ̃5	“唔畏”的合音
□	hiu ̃2	毛衣
□	hãuʔ8	食物口感水分太多
□	ɔi ̃1	团成团
□	ŋɔi ̃3	碾
□	tsʰɔi ̃3	刷
□	pɔi ̃3	鸡翻土
□	iɔ̃2	苗儿
□	hiɔ3	那裡
□	tsiɔ3	這裡
遐	hia3	那麼
□	kʰiɔ ̃6	忌口
□	ŋɔ̃ʔ8	~~：痴呆
□		
□	mɔ̃ʔ7	~~：醉醺醺的
□	ni4	乳房
□	nɛ̃1	婆婆
□	nɛ̃2	晾晒
□	tɛ ̃	阻挡
□	tɛ ̃1	骹后~：脚后跟
□	mɛ ̃1	抓
□	pʰɛ ̃1	分摊
□	tsʰua ̃5	用拳头向前击人
□	tsua ̃5	长出
□	nua ̃5	小孩在地上翻滚
□	tʰua ̃3	~ 草：除草
□	tuai ̃6	黄~：黄皮
□	mau1	披上，盖上
□	pʰua ̃5	批发货物
□	pua ̃4	抽打下肢
□	kia ̃6	轻～：硬朗
	sia ̃6	竹制礼盒
□	tsʰia ̃2	修正字形
□	nia ̃5	朝向
□	tia ̃1	觸碰
摒	pʰia ̃1	扔掉
□	pʰia ̃1	片，量词
□	piã2	把一个器具中的物品腾到另一器具中
□	a ̃5	怀抱、拍打哄婴幼儿睡觉
□	nɔu	昵称儿子
□	a ̃2	霸占
揞	a ̃1	捂住
兒	ni4	孩子的愛稱
□	pɔŋ4	兒語，~~：洗澡
□	nãʔ7	大口啃
□	bã6	跨越
泛	pʰa ̃5	~肝：肺，籽实中空或不饱满
□	bua2	靠近
□	hi ̃5	抖一抖
□	kʰi ̃2	蚊虫萦绕
□	ki ̃1	碱
□	tsʰi ̃2	使劲掐别人的脖子
□	nĩʔ7	眨眼
□	nĩ1	拿
	tʰi ̃6	缝（衣服）
滇	ti ̃4	满
□	mi ̃4	“唔是”的合音
鐳	lui1	旧时的铜钱
呸	pʰui5	吐掉
□	kʰiu3	用指甲使劲抓
醃	ak7	
臢	tsak7	
□	kiu1	萎缩
□	kak7	~paŋ6：還行
□	paŋ6	kak7~：還行
□	tsʰiu5	擦
鬥	tiu5	
□	piuʔ7	长出
□	ɔu2	竹篾制圆形器具
□	hɔu1	囑咐
呼	kʰɔu1	呼叫家禽
□	iauʔ	~椅：坐具
□	siɔu2	精液
榕	sɛŋ2	白
□	tsʰiɔu1	搅拌使均匀
□	liɔu4	翻炒
□	piɔuʔ7	~䒿：提炼猪油
膋	la2	
□	kauʔ7	捲
□	sauʔ8	脆的口感
□	tsau2	均匀
□	lau3	騙
□	hɔi2	剐蹭
□	kʰɔiʔ8	量词，一~花生：一个带壳的花生
挾	kɔiʔ7	用筷子夹
□	sɔiʔ7	挤
笠	lɔiʔ8	
□	tʰɔiʔ7	鞋~：鞋垫
□	huai ̃3	~~：侉
□	huai ̃3	說話怪怪
	gau2	乖
解	ɔi4	會
慧	kɔi6	容易
□	sai6	摆放
□	tsɛŋ1	枵~：稀罕
□		
□	tai1	~囝：小米
	uai3	崴
□	kə2	顶嘴
□	dzə2	捣乱
	lə5	使劲擦
	lə2	铲
液	siɔʔ8	骹~：脚气
□	tsʰiɔ1	斗志昂扬
□	liɔ2	撇掉汤里的泡沫等
□	tiɔ6	抖动
□		婴儿月龄，一个月大为“一□”，以此类推
□	sɔ4	撞
呵	ɔ1	
咾	lɔ3	呵~：表扬
□	tsʰuɛ6	找
□	tsuɛ6	行， 量词
□	tʰuɛ2	毒疮
□	puɛ3	从土里扒出来
□	kɛʔ7	卡住
□	kʰɛ ̃2	扑克牌的 K
□	sɛʔ7	量词， 一~猪肉
□	ua2	熬日子
伐	huaʔ8	邁
世	sua5	紧接着
□	tsʰua3	歪
□	dzua6	次
□	luaʔ7	煎
□	lua	责备
□	pʰuaʔ8	披
□	puaʔ8	赌博
□	iaʔ8	蚂~：蝴蝶
□	ia5	无精打采
□	sia5	跑
□	a5	頂嘴
□	haʔ7	花~：花瓣
□	kaʔ7	~被：盖被子
□	saʔ7	接住
□	sa1	乱抓
□	tsaʔ7	携带
瘌	laʔ7	痢
□	la4	拨弄
焦	ta1	白
□	pʰa1	~鱼：用网抓鱼
□	kuʔ7	吸
□	tsʰuʔ7	照射
□	tsuʔ7	吮吸
□	luʔ7	喝
□	tʰu4	~~： 胖胖的
□	tu2	挡住
□	pʰu3	性交
□	tsʰiɔ ̃6	用手電筒照
□	pu2	匏瓜
□	kiʔ8	插
□	dziʔ7	按壓
攝	siʔ7	闪烁
□	tʰi1	~~：黏黏的
□	bi2	沙~：小睡
□	pʰiʔ	趴在地上
□	dziʔ8	按
□	la1	以为
□	saʔ7	以为
□	tsaŋ3	
□	ta5	骑在别人身上
□	tʰak7	垫
滘	ka5	
氹	taŋ4	
