字	注释	张集	大杨集	李老家	田庙	郑集	站集	店集	芒种桥	
蕊		ʐuei⁴⁴	ʐuei⁴⁴	luei⁴⁴	luei⁴⁴	ʐuei⁴⁴	ʐuei⁴⁴	ʐuei⁴⁴	ʐuei⁴⁴	
规		kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	
亏		kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	kʰuei²⁴	
跪		kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	
危		uei²⁴	uei⁴⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	
伪		uei⁴¹	uei⁴⁴	uei⁴¹	uei⁴¹/\nuei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
毁		xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	xuei⁴⁴	
萎		uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
委		uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
为	~作	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	
为	~啥	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
类		lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	
泪		lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	lei⁴¹	
醉		tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	tsuei⁴¹	
翠		tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	tsʰuei⁴¹	
虽		suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	
睢		suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	suei²⁴	
隧		suei⁵²	suei⁴¹	suei⁴¹	suei⁴¹	suei⁴¹	suei⁵²	suei⁵²	suei⁵²	
锤		tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	tʂʰuei⁵²	
摔		fei²⁴	fei²⁴	fei²⁴	fei²⁴	fei²⁴	fei²⁴	fei²⁴	fei²⁴/fɛ²⁴	
帅		ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹	ʂuɛ⁴¹/fɛ⁴¹	
锥		tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	tʂuei²⁴	
水		fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	
谁		sei⁵²	sei⁵²	sei⁵²	sei⁵²	sei⁵²	ʂei⁵²	ʂei⁵²	ʂei⁵²	
轨		kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	
愧		kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	kʰuei⁴¹	
葵		kʰuei⁵²	kʰuən⁵ ²	kʰuei⁵²	kʰuei⁵²	kʰuei⁵²	kʰuei⁵²	kʰuei⁵²	kʰuei⁵²	
位		uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
维		uei⁴⁴	vei⁴⁴	vei⁵²	vei⁵²	vei⁴⁴	vei⁴⁴	vei⁴⁴	vei⁴⁴	
唯		uei⁴⁴	vei⁴⁴	vei⁵²	vei⁵²	vei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
非		fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	
飞		fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	fi²⁴	
匪		fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	
痱		fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	
妃		fi⁴⁴	fi⁴⁴	fi⁴⁴	fi⁴⁴	fei⁴⁴	fi²⁴	fi²⁴	fei²⁴	
费		fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	fi⁴¹	
肥		fi⁵²	fi⁵²	fi⁵²	fi⁵²	fi⁵²	fi⁵²	fi⁵²	fi⁵²	
翡		fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	fei⁴⁴	
微		uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
尾		i⁴⁴	i⁴⁴	i⁴⁴	i⁴⁴	i⁴⁴	i⁴⁴	i⁴⁴	i⁴⁴	
未		uei⁴¹	uei⁴¹	vei⁴¹	vei⁴¹	uei⁴¹	vei⁴¹	vei⁴¹	vei⁴¹	
味		uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
归		kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	kuei²⁴	
鬼		kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	kuei⁴⁴	
贵		kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	kuei⁴¹	
魏		uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
挥		xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	
辉		xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	
徽		xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	xuei²⁴	
讳		xuei⁴¹	xuei⁴¹	xuei⁴⁴	xuei⁴⁴	xuei⁴¹	xuei⁴¹	xuei⁴¹	xuei⁴¹	
威		uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	uei²⁴	
慰		uei⁴¹	uən⁴¹	uei⁴¹	uei⁴¹	uən⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
围		uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	uei⁵²	
伟		uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	uei⁴⁴	
胃		uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	uei⁴¹	
保		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
宝		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
报		pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	
抱		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
暴		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
菢		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
毛		mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	
帽		mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	mɔ⁴¹	
刀		tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	
叨		tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	tɔ²⁴	
倒	~打	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	tɔ⁴⁴	
到		tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	
掏		tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	tʰɔ²⁴	
讨		tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	
套		tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	tʰɔ⁴¹	
桃		tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	
逃		tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	tʰɔ⁵²	
道		tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	tɔ⁴¹	
劳		lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	
牢		lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	lɔ⁵²	
老		lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	lɔ⁴⁴	
涝		lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	lɔ⁴¹	
遭		tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	
糟		tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ²⁴	
早		tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	
澡		tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	tsɔ⁴⁴	
操		tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	
草		tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	
糙		tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ⁴⁴	tsʰɔ²⁴	tsɔ²⁴	tsɔ²⁴	tsɔ⁴¹	
曹		tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	tsʰɔ⁵²	
皂		tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	
造		tsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	tsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	tsɔ⁴¹/\ntsʰɔ⁴¹	
骚		sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	
扫		sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	
嫂		sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	sɔ⁴⁴	
高		kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	
羔		kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	
糕		kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	kɔ²⁴	
告		kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	kɔ⁴¹	
考		kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	
烤		kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	kʰɔ⁴⁴	
靠		kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	kʰɔ⁴¹	
熬		ɣɔ⁵²	ɣɔ⁵²	ɣɔ⁵²/\nɣɔ²⁴	ɣɔ⁵²/\nɣɔ²⁴	ɣɔ⁵²	ɣɔ⁵²	ɣɔ⁵²	ɣɔ⁵²	
傲		ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	ɣɔ⁴¹	
薅		xɔ²⁴	xɔ²⁴	xɔ²⁴	xɔ²⁴	xɔ²⁴	xɔ²⁴	xɔ²⁴	xɔ²⁴	
好		xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	xɔ⁴⁴	
豪		xɔ⁵²	xɔ⁵²	xɔ⁵²	xɔ⁵²	xɔ⁵²	xɔ⁵²	xɔ⁵²	xɔ⁵²	
浩		xɔ⁴¹	xɔ⁴¹	xɔ⁴¹	xɔ⁴¹	xɔ⁴¹	xɔ⁵²	xɔ⁵²	xɔ⁴¹	
包		pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	
胞		pʰɔ⁵²	pɔ²⁴	pɔ²⁴	pɔ²⁴/\npʰɔ⁵²	pɔ²⁴	pɔ²⁴	pɔ²⁴	pɔ²⁴	
饱		pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	pɔ⁴⁴	
爆		pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	pɔ⁴¹	
泡	~一	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	
抛		pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	pʰɔ²⁴	
炮		pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	
泡	~水	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	pʰɔ⁴¹	
跑		pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	pʰɔ⁴⁴	
茅		mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	mɔ⁵²	
挠		nɔ⁵²	nɔ⁵²	nɔ⁵²	nɔ⁵²	nɔ⁵²	nɔ⁵²	nɔ⁵²	nɔ⁵²	
闹		nɔ⁴²	nɔ⁴²	nɔ⁴²	nɔ⁴²	nɔ⁴²	nɔ⁴²	nɔ⁴²	nɔ⁴²	
罩		tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tʂɔ⁴¹	tʂɔ⁴¹	tʂɔ⁴¹	
抓		tʂua²⁴	tʂua²⁴	tʂua²⁴	tʂua²⁴	tʂua²⁴	tʂua²⁴	tʂua²⁴	tʂua²⁴	
爪		tsɔ⁴⁴	tʂua⁴⁴	tʂua⁴⁴	tʂua⁴⁴	tʂua⁴⁴	tʂua⁴⁴	tʂua⁴⁴	tʂua⁴⁴	
笊		tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tsɔ⁴¹	tʂɔ⁴¹	tʂɔ⁴¹	tʂɔ⁴¹	
抄		tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tʂʰɔ²⁴	tʂʰɔ²⁴	tʂʰɔ²⁴	
钞		tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tsʰɔ²⁴	tʂʰɔ²⁴	tʂʰɔ²⁴	tʂʰɔ²⁴	
炒		tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tʂʰɔ⁴⁴	tʂʰɔ⁴⁴	tʂʰɔ⁴⁴	
吵		tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tsʰɔ⁴⁴	tʂʰɔ⁴⁴	tʂʰɔ⁴⁴	tʂʰɔ⁴⁴	
梢		sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	
捎		sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	sɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	
稍		sɔ²⁴	sɔ²⁴	sɔ²⁴/sɔ⁴⁴	sɔ²⁴/sɔ⁴\n⁴	sɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	ʂɔ²⁴	
潲		sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	ʂɔ⁴¹	ʂɔ⁴¹	ʂɔ⁴¹	
交		tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	
郊		tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	
教	~书	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	
绞		tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	
搅		tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	tɕiɔ⁴⁴	
教	~育	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	
较		tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	
酵		tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹/\nɕiɔ⁴¹	tɕiɔ⁴¹/\nɕiɔ⁴¹	tɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	
觉		ɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	tɕiɔ⁴¹	
敲		tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	tɕʰiɔ²⁴	
巧		tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	tɕʰiɔ⁴⁴	
咬		iɔ²⁴	iɔ²⁴	iɔ²⁴	iɔ²⁴	iɔ²⁴	iɔ²⁴	iɔ²⁴	iɔ²⁴	
孝		ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	
效		tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	tɕiɔ²⁴	
校		ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	ɕiɔ⁴¹	
膘		piɔ²⁴	piɔ²⁴	piɔ²⁴	piɔ²⁴	piɔ²⁴	piɔ²⁴	piɔ²⁴	piɔ²⁴	
表		piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	piɔ⁴⁴	
飘		pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	pʰiɔ²⁴	
漂		pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	
票		pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	pʰiɔ⁴¹	
瓢		pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	pʰiɔ⁵²	
苗		miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	
描		miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	miɔ⁵²	
秒		miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	miɔ⁴⁴	
庙		miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	miɔ⁴¹	
燎		liɔ⁵²	liɔ⁴⁴	liɔ⁴⁴	liɔ⁴⁴/\nliɔ⁵²	liɔ⁴⁴	liɔ²⁴	liɔ²⁴	liɔ²⁴	
疗		liɔ⁵²	liɔ⁵²	liɔ⁵²	liɔ⁵²	liɔ⁵²	liɔ⁵²	liɔ⁵²	liɔ⁵²	
椒		tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	tsiɔ²⁴	
悄		tsʰiɔ⁵²	tsʰiɔ²⁴	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ²⁴	tsʰiɔ²⁴	tsʰiɔ²⁴	tsʰiɔ²⁴	
俏		tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	tsʰiɔ⁴¹	
瞧		tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	tsʰiɔ⁵²	
消		siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	
宵		siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	siɔ²⁴	
