id	ini	fn	pt	单字	IPA	注释		小學堂	甘網處理後	issame	isui
2232	f	at	33	發	fat3/fɐt3	发财		fɐt33	fat3	False	False
2233	f	an	55	翻	fan55	翻转		fan55	fan55	1	False
2234	f	an	55	番	fan55	几番		fan55	fan55	1	False
2235	f	an	11	煩	fan21	麻烦		fan21	fan21	1	False
2236	f	an	11	礬	fan21	明矾		fan21	fan21	1	False
2237	f	an	11	繁	fan21	繁华		fan21	fan21	1	False
2238	f	an	22	飯	fan22	吃饭		fan22	fan22	1	False
2239	f	ɐt	22	伐	fɐt2	讨伐		fɐt22	fɐt2	False	False
2240	f	ɐt	22	筏	fɐt2	竹筏		fɐt22	fɐt2	False	False
2241	f	ɐt	22	罰	fɐt2	罚款		fɐt22	fɐt2	False	False
2242	w	an	33	晚	wan33/man33	晚上		man33	wan33	False	False
2243	w	an	33	挽	wan33	挽留，挽手		wuan33	wan33	False	False
2244	m	an	22	萬	man22	一万		man22	man22	1	False
2245	m	an	22	蔓	man22	瓜蔓		man22	man22	1	False
2246	m	ɐt	22	襪	mɐt2/mat2	袜子		mat22	mɐt2	False	False
2247	h	yn	33	勸	hyn33	规劝		hyn33	hyn33	1	False
2248	k	yn	33	券	kyn33	国库券，证券		kyn33	kyn33	1	False
2249	kw	at	22	掘	kwat2/kwuɐt2	挖掘		kuɐt22	kwat2	False	False
2250	∅	yn	11	元	jyn21	元旦		jyn21	jyn21	1	False
2251	∅	yn	11	原	jyn21	原来		jyn21	jyn21	1	False
2252	∅	yn	11	源	jyn21	来源		jyn21	jyn21	1	False
2253	∅	yn	33	阮	jyn33/jyn24	姓		jyn24	jyn33	False	False
2254	∅	yn	22	願	jyn22	愿望		jyn22	jyn22	1	False
2255	∅	yt	22	月	jyt2	月亮		jyt22	jyt2	False	False
2256	s	yn	55	喧	syn55/hyn55	喧闹		hyn55	syn55	False	False
2257	∅	yn	55	冤	jyn55	冤枉		jyn55	jyn55	1	False
2258	∅	yn	33	怨	jyn33	埋怨		jyn33	jyn33	1	False
2259	∅	yn	11	袁	jyn21	姓		jyn21	jyn21	1	False
2260	∅	yn	11	轅	jyn21	辕门；轩辕		jyn21	jyn21	1	False
2261	∅	yn	24	園	jyn24/jyn21	花园		jyn21	jyn24	False	False
2262	w	un	22	援	wun22	援助		wun21	wun22	False	False
2263	∅	yn	33	遠	jyn33/jyn22	远近		jyn22	jyn33	False	False
2292	p	ɐn	33	鬢	pɐn33	鬂角		pɐn33	pɐn33	1	False
2293	p	ɐt	55	筆	pɐt5	毛笔		pɐt55	pɐt5	False	False
2294	p	ɐt	55	畢	pɐt5	毕业		pɐt55	pɐt5	False	False
2295	p	it	55	必	pit5	必须		pit55	pit5	False	False
2296	pʰ	ɐt	55	匹	pʰɐt5	匹配；一匹布		pʰɐt55	pʰɐt5	False	False
2297	pʰ	əŋ	11	蘋	pʰəŋ21	苹果			pʰəŋ21	1	False
2298	pʰ	ɐn	11	頻	pʰɐn21	频繁		pʰɐn21	pʰɐn21	1	False
2299	pʰ	ɐn	11	貧	pʰɐn21	贫农		pʰɐn21	pʰɐn21	1	False
2300	p	ak	22	弼	pak2/pɐt2	弼马温，任弼时		pɐt22	pak2	False	False
2301	m	ɐn	11	閩	mɐn21/mɐn33	福建简称		mɐn33	mɐn21	False	False
2302	m	ɐn	11	民	mɐn21	人民		mɐn21	mɐn21	1	False
2303	m	ɐn	33	憫	mɐn33	怜悯		mɐn33	mɐn33	1	False
2304	m	ɐn	33	敏	mɐn33	灵敏		mɐn33	mɐn33	1	False
2305	m	ɐn	33	抿	mɐn33	小口喝酒			mɐn33	1	False
2306	m	ɐt	22	密	mɐt2	秘密		mɐt22	mɐt2	False	False
2307	m	ɐt	22	蜜	mɐt2	蜂蜜		mɐt22	mɐt2	False	False
2308	l	ɐn	11	鄰	lɐn21	邻居		lɐn21	lɐn21	1	False
2309	l	ɐn	11	鱗	lɐn21	鱼鳞		lɐn21	lɐn21	1	False
2310	l	ɐn	11	磷	lɐn21	磷肥			lɐn21	1	False
2311	l∅t		35	栗	løt35/løt22	栗子，变调		løt22	l∅t035	False	False
2312	ts	ɐn	55	津	tsɐn55	天津		tsɐn55	tsɐn55	1	False
2313	ts	ɐn	22	儘	tsɐn22	尽早			tsɐn22	1	False
2314	ts	ɐn	33	進	tsɐn33	前进		tsɐn33	tsɐn33	1	False
2315	ts	ɐn	33	晋	tsɐn33	魏晋；山西简称			tsɐn33	1	False
2316	tsʰ	ɐn	55	親	tsʰɐn55	亲戚		tsʰɐn55	tsʰɐn55	1	False
2317	tsʰ	ɐn	55	親	tsʰɐn55	亲家		tsʰɐn55	tsʰɐn55	1	False
2318	tsʰ	ɐt	55	七	tsʰɐt5	第七		tsʰɐt55	tsʰɐt5	False	False
2346	ts	ɐn	33	震	tsɐn33	地震		tsɐn33	tsɐn33	1	False
2347	ts	ɐt	55	質	tsɐt5	质量		tsɐt55	tsɐt5	False	False
2348	s	ɐn	11	神	sɐn21	精神		sɐn21	sɐn21	1	False
2349	s	ɐt	22	實	sɐt2	老实		sɐt22	sɐt2	False	False
2350	s	ɐn	55	身	sɐn55	身体		sɐn55	sɐn55	1	False
2351	s	ɐn	55	申	sɐn55	申请		sɐn55	sɐn55	1	False
2352	s	ɐn	55	伸	sɐn55	伸手		sɐn55	sɐn55	1	False
2353	s	ɐn	11	娠	sɐn21	妊娠		sɐn21	sɐn21	1	False
2354	s	ɐt	55	失	sɐt5	失去		sɐt55	sɐt5	False	False
2356	s	ɐn	11	辰	sɐn21	时辰		sɐn21	sɐn21	1	False
2357	s	ɐn	11	晨	sɐn21	早晨		sɐn21	sɐn21	1	False
2358	s	ɐn	11	臣	sɐn21	大臣		sɐn21	sɐn21	1	False
2359	s	ɐn	22	腎	sɐn22	肾脏，肾虚		sɐn22	sɐn22	1	False
2360	s	ɐn	22	慎	sɐn22	慎重		sɐn22	sɐn22	1	False
2361	∅	iɐn	11	人	jiɐn21	人民		jiɐn21	jɐn21	False	False
2362	∅	iɐn	11	仁	jiɐn21	仁义		jiɐn21	jɐn21	False	False
2363	∅	iɐn	24	忍	jiɐn24	忍住		jiɐn24	jɐn24	False	False
2364	∅	iɐn	22	刃	jiɐn22	刀刃		jiɐn22	jɐn22	False	False
2365	∅	ieŋ	22	認	jieŋ22	认得		jieŋ22	jeŋ22	False	False
2366	∅	iɐn	22	韌	jiɐn22	坚韧		jiɐn22	jɐn22	False	False
2367	∅	iɐt	22	日	jiɐt2	日期		jiɐt22	jɐt2	False	False
2368	k	ɐn	55	巾	kɐn55	毛巾		kɐn55	kɐn55	1	False
2369	k	ɐn	24	緊	kɐn24	紧张		kɐn24	kɐn24	1	False
2370	k	ɐt	55	吉	kɐt5	吉利		kɐt55	kɐt5	False	False
2371	k	ɐn	24	僅	kɐn24	不仅		kɐn24	kɐn24	1	False
2372	ŋ	ɐn	11	銀	ŋɐn21	银行		ŋɐn21	ŋɐn21	1	False
2373	∅	iɐn	22	釁	jiɐn22	挑衅		jiɐn22	jɐn22	False	False
2374	∅	iɐn	55	因	jiɐn55	原因		jiɐn55	jɐn55	False	False
2375	∅	iɐn	55	姻	jiɐn55	婚姻		jiɐn55	jɐn55	False	False
2376	∅	iɐn	33	洇	jiɐn33	液体向四周散开或渗透		jiɐn55	jɐn33	False	False
2377	∅	iɐn	33	印	jiɐn33	手印		jiɐn33	jɐn33	False	False
2378	∅	iɐt	55	一	jiɐt5	一定		jiɐt55	jɐt5	False	False
2379	∅	yt	33	乙	jyt3	天干		jyt33	jyt3	False	False
2380	∅	iɐn	11	寅	jiɐn21	地支		jiɐn21	jɐn21	False	False
2381	∅	iɐn	24	引	jiɐn24	吸引		jiɐn24	jɐn24	False	False
2382	∅	iɐt	22	逸	jiɐt2	劳逸结合		jiɐt22	jɐt2	False	False
2383	k	ɐn	55	斤	kɐn55	斤两		kɐn55	kɐn55	1	False
2384	k	ɐn	55	筋	kɐn55	筋骨		kɐn55	kɐn55	1	False
2385	k	ɐn	24	謹	kɐn24	谨慎		kɐn24	kɐn24	1	False
2386	k	eŋ	22	勁	keŋ22	劲敌		keŋ22	keŋ22	1	False
2388	h	ɐt	55	乞	hɐt5	乞讨		hɐt55	hɐt5	False	False
2389	kʰ	ɐn	11	勤	kʰɐn21	辛勤		kʰɐn21	kʰɐn21	1	False
2390	kʰ	ɐn	11	芹	kʰɐn21	芹菜		kʰɐn21	kʰɐn21	1	False
2391	k	ɐn	22	近	kɐn22	远近		kɐn22	kɐn22	1	False
2392	∅	iɐn	55	欣	jiɐn55	欣欣向荣		jiɐn55	jɐn55	False	False
2393	∅	iɐn	55	殷	jiɐn55	殷勤；姓		jiɐn55	jɐn55	False	False
2394	∅	iɐn	24	隱	jiɐn24	隐身，隐形		jiɐn24	jɐn24	False	False
2395	∅	iɐn	33	癮	jiɐn33	烟瘾			jɐn33	1	False
2396	p	ɐn	55	奔	pɐn55	东奔西走		pɐn55	pɐn55	1	False
2397	p	un	24	本	pun24	书本		pun24	pun24	1	False
2398	p	ɐn	55	逩	pɐn55	投奔，奔六十岁			pɐn55	1	False
2399	p	ɐt	55	不	pɐt5	不过，不是			pɐt5	1	False
2400	pʰ	ɐn	33	噴	pʰɐn33	喷水		pʰɐn33	pʰɐn33	1	False
2429	tsʰ	yt	33	猝	tsʰyt3	仓猝		tsʰyt33	tsʰyt3	False	False
2430	tsʰ	yn	11	存	tsʰyn21	存折		tsʰyn21	tsʰyn21	1	False
2431	s	yn	55	孫	syn55	子孙		syn55	syn55	1	False
2432	s	yn	24	損	syn24	损坏		syn24	syn24	1	False
2433	s	ɐn	33	遜	sɐn33	谦逊		sɐn33	sɐn33	1	False
2434	kwʰ	ɐn	55	昆	kʰwɐn55	昆虫		kʰuɐn55	kʰwɐn55	False	False
2435	kwʰ	ɐn	55	崑	kʰwɐn55	昆仑			kʰwɐn55	1	False
2436	kwʰ	ɐn	24	滚	kʰwɐn24	滚动			kʰwɐn24	1	False
2437	kw	ɐn	33	棍	kwɐn33	棍棒		kuɐn33	kwɐn33	False	False
2438	kw	ɐt	55	骨	kwɐt5	骨头		kuɐt55	kwɐt5	False	False
2439	kwʰ	ɐn	55	坤	kʰwɐn55	乾坤		kʰuɐn55	kʰwɐn55	False	False
2440	kwʰ	ɐn	24	綑	kʰwɐn24	捆住			kʰwɐn24	1	False
2441	kwʰ	ɐn	33	困	kʰwɐn33	困难		kʰuɐn33	kʰwɐn33	False	False
2442	kwʰ	ɐn	33	睏	kʰwɐn33	睏觉（睡觉），犯睏			kʰwɐn33	1	False
2443	w	ɐt	55	窟	wɐt5	窟窿，屎窟		wuɐt55	wɐt5	False	False
2444	w	ɐn	55	昏	wɐn55	黄昏		wuɐn55	wɐn55	False	False
2445	w	ɐn	55	婚	wɐn55	结婚		wuɐn55	wɐn55	False	False
2446	w	ɐt	55	忽	wɐt5	忽然		wuɐt55	wɐt5	False	False
2447	w	ɐn	11	魂	wɐn21	鬼魂			wɐn21	1	False
2448	w	ɐn	11	餛	wɐn21	馄饨		wuɐn21	wɐn21	False	False
2449	w	ɐn	22	渾	wɐn22	浑浊，水浑		wuɐn21	wɐn22	False	False
2450	w	ɐn	22	混	wɐn22	相混，混淆		wuɐn22	wɐn22	False	False
2451	h	ɐt	22	核	hɐt2/hak2	果核		hak22	hɐt2	False	False
2452	w	ɐn	55	温	wɐn55	温度			wɐn55	1	False
2453	w	ɐn	55	瘟	wɐn55	鸡瘟			wɐn55	1	False
2454	w	ɐn	24	穩	wɐn24	稳定		wuɐn24	wɐn24	False	False
2455	l	ɐn	11	倫	lɐn21	伦理		lɐn21	lɐn21	1	False
909	h	i	33	棄	hi33	放弃		hi33	hi33	1	False
910	∅	i	55	伊	ji55	伊犁		ji55	ji55	1	False
911	∅	i	11	夷	ji21/ji22	化险为夷		ji22	ji21	False	False
912	∅	i	55	姨	ji55/ji22	阿姨		ji22	ji55	False	False
913	∅	i	11	姨	ji21/ji22	姨丈		ji22	ji21	False	False
914	n	ei	33	你	nei33	你们			nei33	1	False
915	l	ei	11	厘	lei21	厘米			lei21	1	False
916	l	ei	11	狸	lei21	狐狸		lei21	lei21	1	False
917	l	ei	33	李	lei33	姓		lei33	lei33	1	False
918	l	ei	33	里	lei33	公里		lei33	lei33	1	False
919	l	oi	33	裏	løy33	里面		løy33	loi33	False	1
920	l	ei	33	理	lei33	道理		lei33	lei33	1	False
921	l	ei	33	鯉	lei33	鲤鱼		lei33	lei33	1	False
922	l	ei	22	吏	lei22	官吏		lei22	lei22	1	False
923	ts	y	55	兹	tsy55	公文用语			tsy55	1	False
924	ts	y	55	滋	tsy55	滋润		tsy55	tsy55	1	False
925	ts	y	24	子	tsy24	孔子；子孙		tsy24	tsy24	1	False
926	ts	y	24	梓	tsy24	桑梓		tsy24	tsy24	1	False
927	tsʰ	y	11	慈	tsʰy21	慈悲		tsʰy21	tsʰy21	1	False
928	tsʰ	y	11	磁	tsʰy21	磁铁			tsʰy21	1	False
929	ts	y	22	字	tsy22	文字		tsy22	tsy22	1	False
930	s	y	55	司	sy55	公司		sy55	sy55	1	False
931	s	y	55	絲	sy55	丝绸		sy55	sy55	1	False
932	s	y	55	思	sy55	思念		sy55	sy55	1	False
933	ts	y	22	伺	tsy22	伺机应变		tsy22	tsy22	1	False
934	s	y	55	思	sy55	意思		sy55	sy55	1	False
935	tsʰ	y	11	辭	tsʰy21	告辞		tsʰy21	tsʰy21	1	False
936	tsʰ	y	11	詞	tsʰy21	歌词		tsʰy21	tsʰy21	1	False
937	tsʰ	y	11	祠	tsʰy21	祠堂		tsʰy21	tsʰy21	1	False
2264	∅	yt	22	越	jyt2	越来越		jiøt22	jyt2	False	False
2265	∅	i∅k	33	曰	jiʔk3	子曰		jiøt22	j∅k3	False	False
2266	∅	yt	33	粵	jyt3	粤菜		jiøt22	jyt3	False	False
2267	kʰ	yt	33	决	kʰyt3	决定			kʰyt3	1	False
2268	kʰ	yt	33	訣	kʰyt3	口诀		kʰyt33	kʰyt3	False	False
2269	h	yn	24	犬	hyn24	狗		hyn24	hyn24	1	False
2270	kʰ	yt	33	缺	kʰyt3	缺钱，缺口		kʰyt33	kʰyt3	False	False
2271	h	yt	33	血	hyt3	流血		hyt33	hyt3	False	False
2272	∅	yn	11	玄	jyn21	玄妙		jyn21	jyn21	1	False
2273	∅	yn	11	懸	jyn21	悬崖		jyn21	jyn21	1	False
2274	∅	yn	24	縣	jyn24/jyn21	行政单位		jyn21;jyn24	jyn24	False	False
2275	∅	yn	11	眩	jyn21/jyn22	眩目，晕眩		jyn22	jyn21	False	False
2276	∅	yt	33	穴	jyt3/jyt2	穴位		jyt22	jyt3	False	False
2277	∅	yn	55	淵	jyn55	深渊		jyn55	jyn55	1	False
2278	tʰ	ɐn	55	吞	tʰɐn55	吞口水		tʰɐn55	tʰɐn55	1	False
2279	k	ɐn	55	跟	kɐn55	跟随		kɐn55	kɐn55	1	False
2280	k	ɐn	55	根	kɐn55	树根		kɐn55	kɐn55	1	False
2281	h	ɐn	24	懇	hɐn24	恳求		hɐn24	hɐn24	1	False
2282	h	ɐn	24	墾	hɐn24	开垦		hɐn24	hɐn24	1	False
2283	h	eŋ	24	啃	heŋ24	啃树皮			heŋ24	1	False
2284	h	ɐn	22	痕	hɐn22/hɐn21	痕迹		hɐn21	hɐn22	False	False
2285	h	ɐn	24	很	hɐn24	很多		hɐn24	hɐn24	1	False
2286	h	ɐn	22	恨	hɐn22	仇恨		hɐn22	hɐn22	1	False
2287	∅	iɐn	55	恩	jiɐn55	恩德		jiɐn55	jɐn55	False	False
2288	p	ɐn	55	彬	pɐn55	文质彬彬		pɐn55	pɐn55	1	False
2289	p	ɐn	55	賓	pɐn55	贵宾		pɐn55	pɐn55	1	False
2290	p	ɐn	55	檳	pɐn55	槟榔		pɐn55	pɐn55	1	False
2291	p	ɐn	33	殯	pɐn33	出殡		pɐn33	pɐn33	1	False
2319	tsʰ	ɐt	55	漆	tsʰɐt5	油漆		tsʰɐt55	tsʰɐt5	False	False
2320	tsʰ	ɐn	11	秦	tsʰɐn21	秦国；姓		tsʰɐn21	tsʰɐn21	1	False
2321	ts	ɐn	22	盡	tsɐn22	尽力；尽头		tsɐn22	tsɐn22	1	False
2322	ts	ɐt	22	疾	tsɐt2	疾病		tsɐt22	tsɐt2	False	False
2323	s	ɐn	55	薪	sɐn55	薪水		sɐn55	sɐn55	1	False
2324	s	ɐn	55	辛	sɐn55	辛苦		sɐn55	sɐn55	1	False
2325	s	ɐn	55	新	sɐn55	新旧		sɐn55	sɐn55	1	False
2326	s	ɐn	33	信	sɐn33	相信		sɐn33	sɐn33	1	False
2327	s	ɐn	33	訊	sɐn33	通讯		sɐn33	sɐn33	1	False
2328	s	ek	55	悉	sek5	熟悉		tsʰek33	sek5	False	False
2329	tsʰ	ɐt	55	膝	tsʰɐt5	膝盖		tsʰɐt55	tsʰɐt5	False	False
2330	ts	ɐn	55	珍	tsɐn55	珍珠		tsɐn55	tsɐn55	1	False
2331	ts	ɐn	33	鎮	tsɐn33	镇压		tsɐn33	tsɐn33	1	False
2332	tsʰ	ɐn	33	趁	tsʰɐn33	趁机		tsʰɐn33	tsʰɐn33	1	False
2333	tsʰ	ɐn	11	陳	tsʰɐn21	陈年		tsʰɐn21;tsɐn21	tsʰɐn21	False	False
2334	tsʰ	ɐn	11	塵	tsʰɐn21	灰尘		tsʰɐn21	tsʰɐn21	1	False
2335	ts	ɐn	22	陣	tsɐn22	阵雨		tsɐn21	tsɐn22	False	False
2336	ts	ɐt	22	侄	tsɐt2	侄子			tsɐt2	1	False
2337	t	it	33	秩	tit3	秩序		tit22	tit3	False	False
2339	ts	ɐn	55	臻	tsɐn55	聂荣臻		tsɐn55	tsɐn55	1	False
2340	tsʰ	ɐn	33	襯	tsʰɐn33	衬衫		tsʰɐn33	tsʰɐn33	1	False
2341	s	ɐt	55	蝨	sɐt5	虱子		sɐt55	sɐt5	False	False
2342	ts	ɐn	55	真	tsɐn55	真假		tsɐn55	tsɐn55	1	False
2343	tsʰ	ɐn	24	診	tsʰɐn24	急诊		tsʰɐn24	tsʰɐn24	1	False
2344	tsʰ	ɐn	24	疹	tsʰɐn24	麻疹		tsʰɐn24	tsʰɐn24	1	False
2345	ts	ɐn	33	振	tsɐn33	振动		tsɐn33	tsɐn33	1	False
2401	pʰ	ɐn	33	噴	pʰɐn33	喷香；喷嚏		pʰɐn33	pʰɐn33	1	False
2402	pʰ	un	11	盆	pʰun21	脸盆		pʰun21	pʰun21	1	False
2403	p	ɐn	22	笨	pɐn22	笨蛋		pɐn22	pɐn22	1	False
2404	p	ut	22	勃	put2	勃然大怒		put22	put2	False	False
2405	m	un	11	門	mun21	关门		mun21	mun21	1	False
2406	m	un	22	悶	mun22/mun33	闷热		mun33	mun22	False	False
2407	m	ut	22	没	mut2	沉没			mut2	1	False
2408	t	ɐn	55	敦	tɐn55	敦厚		tɐn55	tɐn55	1	False
2409	t	ɐn	24	墩	tɐn24	桥墩		tɐn24	tɐn24	1	False
2410	t	ɐn	22	頓	tɐn22/tɐn21	停顿		tɐn21	tɐn22	False	False
2411	tʰ	oi	33	褪	tʰoi33	褪色；褪戒指			tʰoi33	1	False
2412	tʰ	ɐn	11	屯	tʰɐn21/tʰyn21	屯田		tʰyn21	tʰɐn21	False	False
2413	tʰ	yn	11	豚	tʰyn21	海豚		tʰyn21	tʰyn21	1	False
2414	t	ɐn	11	飩	tɐn21	馄饨		tʰɐn55	tɐn21	False	False
2415	t	ɐn	22	炖	tɐn22	炖蛋，炖鸡			tɐn22	1	False
2416	tʰ	yn	11	囤	tʰyn21/tʰyn22	囤积		tʰyn22	tʰyn21	False	False
2417	tʰ	ɐn	33	盾	tʰɐn33	矛盾		tʰɐn33	tʰɐn33	1	False
2418	t	ɐn	22	鈍	tɐn22	迟钝		tɐn22	tɐn22	1	False
2419	t	yt	33	突	tyt3/tɐt2	突然		tɐt22	tyt3	False	False
2420	t	yt	33	凸	tyt3	凸起			tyt3	1	False
2421	n	yn	22	嫩	nyn22	稚嫩，菜嫩		nyn22	nyn22	1	False
2422	l	ɐn	22	論	lɐn21	论语		lɐn21	lɐn22	False	False
2423	l	ɐn	11	侖	lɐn21	昆仑			lɐn21	1	False
2424	l	ɐn	22	論	lɐn22	讨论，论文		lɐn21	lɐn22	False	False
2425	ts	yn	55	尊	tsyn55	尊敬		tsyn55	tsyn55	1	False
2426	ts∅t		55	卒	tsøt5	兵卒		tsøt55	ts∅t5	False	False
2427	tsʰ	yn	55	村	tsʰyn55	村庄		tsʰyn55	tsʰyn55	1	False
2428	tsʰ	yn	33	寸	tsʰyn33/tsʰyn24	尺寸		tsʰyn24	tsʰyn33	False	False
2456	l	ɐn	11	淪	lɐn21	沉沦		lɐn21	lɐn21	1	False
2457	l	ɐn	11	輪	lɐn21	车轮		lɐn21	lɐn21	1	False
2458	l	yt	33	律	lyt3/lyt2	纪律		løt22	lyt3	False	False
2459	s∅t		55	率	søt5	率领		søt55	s∅t5	False	False
2460	ts	ɐn	55	遵	tsɐn55	遵守		tsɐn55	tsɐn55	1	False
2461	ts	ɐn	33	俊	tsɐn33	英俊		tsɐn33	tsɐn33	1	False
2462	s	ɐn	33	詢	sɐn33	询问			sɐn33	1	False
2463	s	ɐn	24	筍	sɐn24	竹笋		sɐn24	sɐn24	1	False
2464	s	ɐn	24	榫	sɐn24	榫头			sɐn24	1	False
2465	s	ɐn	33	迅	sɐn33	迅速		sɐn33	sɐn33	1	False
2466	ts	ɐn	33	浚	tsɐn33	疏浚，浚河			tsɐn33	1	False
2467	s∅t		55	戌	søt5	戊戌变法		søt55	s∅t5	False	False
2468	s∅t		55	恤	søt5	体恤		søt55	s∅t5	False	False
2469	tsʰ	ɐn	11	旬	tsʰɐn21	上旬		tsʰɐn21	tsʰɐn21	1	False
2470	tsʰ	ɐn	11	循	tsʰɐn21	循环		tsʰɐn21	tsʰɐn21	1	False
2471	tsʰ	ɐn	11	巡	tsʰɐn21	巡逻		tsʰɐn21	tsʰɐn21	1	False
2472	s	ɐn	55	殉	sɐn55/sɐn33	殉职		sɐn33	sɐn55	False	False
2473	tsʰ	ɐn	55	椿	tsʰɐn55	椿树，香椿			tsʰɐn55	1	False
2474	s∅t		22	朮	søt2	白朮		søt22	s∅t2	False	False
2475	l∅t		35	率	løt35	效率，变调		søt55	l∅t035	False	False
2476	s∅t		55	蟀	søt5	蟋蟀		søt55	s∅t5	False	False
2477	ts	ɐn	24	準	tsɐn24	标准，准则		tsɐn24	tsɐn24	1	False
2478	ts	ɐn	24	准	tsɐn24	准确；准许		tsɐn24	tsɐn24	1	False
2479	ts	ɐn	33	圳	tsɐn33	深圳；田中小沟			tsɐn33	1	False
2480	tsʰ	ɐn	55	春	tsʰɐn55	春秋		tsʰɐn55	tsʰɐn55	1	False
2481	tsʰ	ɐn	24	蠢	tsʰɐn24	愚蠢		tsʰɐn24	tsʰɐn24	1	False
2482	tsʰ	yt	55	出	tsʰyt5	出去		tsʰyt55;tsʰɐt55	tsʰyt5	False	False
3322	k	ok	55	穀	kok5	稻谷		kok55	kok5	False	False
3323	k	ok	55	谷	kok5	山谷		kok55	kok5	False	False
3324	h	oŋ	55	空	hoŋ55	空虚		hoŋ55	hoŋ55	1	False
3325	kʰ	oŋ	24	孔	kʰoŋ24	孔子		kʰoŋ24	kʰoŋ24	1	False
3326	h	oŋ	33	控	hoŋ33	控制		hoŋ33	hoŋ33	1	False
3327	h	oŋ	55	空	hoŋ55	亏空		hoŋ55	hoŋ55	1	False
3328	h	ok	55	哭	hok5	痛哭		hok55	hok5	False	False
3329	h	oŋ	33	烘	hoŋ33	烘干		hoŋ55	hoŋ33	False	False
3330	h	oŋ	33	哄	hoŋ33	哄骗			hoŋ33	1	False
3331	h	oŋ	11	紅	hoŋ21	红色		hoŋ21	hoŋ21	1	False
3332	h	oŋ	11	洪	hoŋ21	洪水		hoŋ21	hoŋ21	1	False
3333	h	oŋ	11	鴻	hoŋ21	大展鸿图		hoŋ21	hoŋ21	1	False
3334	h	oŋ	11	虹	hoŋ21	天上的虹		hoŋ21	hoŋ21	1	False
3335	h	oŋ	55	汞	hoŋ55	红汞		hoŋ33	hoŋ55	False	False
3336	h	oŋ	55	鬨	hoŋ55	内哄，起哄			hoŋ55	1	False
3338	∅	ioŋ	55	翁	jioŋ55	老翁；姓		jioŋ55	joŋ55	False	False
3339	∅	oŋ	33	瓮	ʔoŋ33	米瓮		∅oŋ33	∅oŋ33	1	False
3340	∅	ok	55	屋	ʔok5	房屋		∅ok55	∅ok5	False	False
3341	t	oŋ	55	冬	toŋ55	冬至		toŋ55	toŋ55	1	False
3342	t	ok	55	篤	tok5	笃信		tok55	tok5	False	False
3343	t	ok	55	督	tok5	监督		tok55	tok5	False	False
3344	tʰ	oŋ	24	統	tʰoŋ24	统一		tʰoŋ24	tʰoŋ24	1	False
3345	t	ok	22	毒	tok2	毒药		tok22	tok2	False	False
3346	n	oŋ	11	農	noŋ21	农村		noŋ21	noŋ21	1	False
3347	n	oŋ	11	膿	noŋ21	化脓		noŋ21	noŋ21	1	False
3348	ts	oŋ	55	宗	tsoŋ55	祖宗		tsoŋ55	tsoŋ55	1	False
3349	ts	oŋ	55	綜	tsoŋ55	织布机上的综		tsoŋ55	tsoŋ55	1	False
3350	s	oŋ	55	鬆	soŋ55	松紧，放松		soŋ55	soŋ55	1	False
3351	s	oŋ	33	宋	soŋ33	宋朝		soŋ33	soŋ33	1	False
3352	h	ok	22	酷	hok2	残酷		hok22	hok2	False	False
3353	∅	iok	55	沃	jiok5	肥沃		jiok55	jok5	False	False
3354	f	oŋ	55	風	foŋ55	风气		foŋ55;foŋ33	foŋ55	False	False
3355	f	oŋ	55	楓	foŋ55	枫树		foŋ55	foŋ55	1	False
3356	f	oŋ	55	瘋	foŋ55	发疯			foŋ55	1	False
3357	f	oŋ	33	諷	foŋ33	讽刺		foŋ33	foŋ33	1	False
3358	f	ok	55	福	fok5	福气		fok55	fok5	False	False
3359	f	ok	55	幅	fok5	幅度		fok55	fok5	False	False
3360	f	ok	55	蝠	fok5	蝙蝠		fok55	fok5	False	False
3361	f	ok	55	複	fok5	重复，复印		fok55	fok5	False	False
3362	f	ok	55	腹	fok5	心腹		fok55	fok5	False	False
3363	f	oŋ	55	豐	foŋ55	丰衣足食		foŋ55	foŋ55	1	False
3364	f	ok	55	覆	fok5	反覆		fok55	fok5	False	False
3365	f	oŋ	11	馮	foŋ21	姓		foŋ21	foŋ21	1	False
3366	f	oŋ	22	鳳	foŋ22	凤凰		foŋ22	foŋ22	1	False
3367	f	ok	22	服	fok2	服务		fok22	fok2	False	False
3368	f	ok	22	伏	fok2	三伏		fok22	fok2	False	False
3369	f	ok	22	復	fok2	复原，恢复		fok22	fok2	False	False
3370	f	ok	22	袱	fok2	包袱			fok2	1	False
3371	m	oŋ	22	夢	moŋ22	做梦		moŋ22	moŋ22	1	False
3372	m	ok	22	目	mok2	目的		mok22	mok2	False	False
3373	m	ok	22	穆	mok2	姓		mok22	mok2	False	False
3374	m	ok	22	牧	mok2	畜牧		mok22	mok2	False	False
3375	l	oŋ	11	隆	loŋ21	兴隆		loŋ21	loŋ21	1	False
3376	l	ok	22	六	lok2	第六		lok22	lok2	False	False
3377	l	ok	22	陸	lok2	大陆		lok22	lok2	False	False
3405	k	oŋ	55	弓	koŋ55	弓箭		koŋ55	koŋ55	1	False
3406	k	oŋ	55	躬	koŋ55	鞠躬		koŋ55	koŋ55	1	False
3407	k	oŋ	55	宫	koŋ55	天宫，宫殿			koŋ55	1	False
3408	k	ok	55	菊	kok5	菊花		kok55	kok5	False	False
3410	kʰ	oŋ	11	窮	kʰoŋ21	穷人		kʰoŋ21	kʰoŋ21	1	False
