#詞語	音標	解釋
老不死的	lɔu3 pu sɿ3 ti	对老年人的不礼貌称呼。
老碴碴	lɔu3 tsʰa tsʰa	同“老不碴碴”。
老碴碴	lɔu3 tsʰa tsʰa	老母猪。
老疙瘩	lɔu3 kɤ ta	家中排行最小的孩子。
老孙胎	lɔu3 suŋ tʰεi	同“老疙瘩”。
老倯	lɔu3 suŋ	对年纪较老之人的不敬之称。
老颠董	lɔu3 tiæ̃ tuŋ2	老糊涂。
老半吊子	lɔu3 pæ̃5 tiɔu5 tsɿ	同“老倯”。
老二	lɔu3 εr	弟兄姊妹中排行第二。②男性生殖器的避讳说法。老二杆子lɔu53εr44kæ̃53tsɿ21同“老倯”。
老羊皮	lɔu3 iaŋ pʰi	大羊的毛皮。
老回回	lɔu3 xuei xuei	当地人对回族的称呼。
老婆子	lɔu3 pʰɤ tsɿ	年老的女人。②丈夫对爱人的称呼。
老老婆子	lɔu3 lɔu pʰɤ tsɿ	年龄很大的女人。
老汉汉	lɔu3 xæ̃5 xæ̃	当地回族对汉族的称呼,也说“老汉人”。老死狗lɔu53sɿ21kəu53同“老倯”。
老嫁汉	lɔu3 tɕia5 xæ̃5	对年老妇女的不敬之词。
老骚情	lɔu3 sɔu tɕʰiŋ	对年老男女不自重的称呼。
老娘	lɔu3 ȵiaŋ	泼妇的自称。
老娘婆	lɔu3 ȵiaŋ pʰɤ	接生婆。
老实疙瘩	lɔu3 ʂʅ kɤ2 ta	指非常老实之人。
老人	lɔu3 ʐəŋ	父母的通称。
老人手	lɔu3 ʐəŋ ʂəu	原来就熟悉的人或老部下:原来些~都还在,这些事就不愁咧。/他病劲大咧,除咧些~来看他,再没人来。
老人家	lɔu3 ʐəŋ tɕia	尊称年老的人。
老人家	lɔu3 ʐəŋ tɕia	当地回民尊称自己的教主。
老岗岗的	lɔu3 kaŋ2 kaŋ ti	年老的,上了年纪的,多用于老年男性。老夯夯的lɔu53xaŋ213xaŋ21ti21同“老岗岗的”。
老屁桶	lɔu3 pʰi5 tʰuŋ3	同“老倯”。
老汉	lɔu3 xæ̃	年老的男子。②丈夫:你们家~干啥工作着呢?我们~闲着呢!
老头衫	lɔu3 tʰəu sæ̃	圆领短袖针织大背心。
老戏	lɔu3 ɕi5	传统的古装戏曲:这几天交流会上唱~着呢,你没看去?
老小伙子	lɔu3 ɕiɔu2 xuɤ3 tsɿ	未婚的大龄男子。②中老年仍富有朝气的男性。
老鸹	lɔu3 va	乌鸦。
老衣	lɔu3 i	寿衣。
老字	lɔu3 tsɿ5	繁体字。
老绝户头子	lɔu3 tɕyɤ xu tʰəu tsɿ	指没有子女后代的老头儿。
老七九	lɔu3 tɕʰi tɕiəu3	指七九式步枪。
老油条	lɔu3 iəu tʰiɔu	比喻那些处世经验多而变得油滑并且很不容易改变的人。
老历	lɔu3 li	农历:小成准备~腊月十八结婚呢。
老牛肉	lɔu3 ȵiəu ʐəu5	原指牛肉不嫩,引申为某人反应迟钝、缺少激情。
老先人	lɔu3 ɕiæ̃2 ʐəŋ	老祖宗。
老家里	lɔu3 tɕia2 ȵi	男子成家后对自己父母家的指称。
老儿子	lɔu3 εr tsɿ	排行最小的儿子。
老光棍	lɔu3 kuaŋ kuŋ5	年龄较大的未婚男性。
老大	lɔu3 ta5	排行最大的。也说“大窝子”。
老碎	lɔu3 suei5	排行最小的。也说“碎窝子”。
老上姑舅	lɔu3 ʂaŋ5 ku tɕiəu	指父亲的舅舅家族。
老气	lɔu3 tɕʰi	面相超过实际年龄:这个娃娃长得比别的娃娃~。②老成持重:年纪不大,还~得很!③颜色深暗,样式陈旧:这个衣裳你穿去太~咧!
老虎钳子	lɔu2 xu3 tɕʰiæ̃ tsɿ	虎头形的钳子,有转轴来控制钳口大小,用来拧螺丝。
老爷庙	lɔu3 iε miɔu5	关帝庙。
老本	lɔu2 pəŋ3	本钱。
涝坝	lɔu5 pa	大小不一、圆形、较浅,用来蓄水的坑,水的来源主要是雨水,供牲畜饮用:△~里洗手——自由权。
糟	tsɔu	做酒、醋剩下的渣子。②东西被糟蹋了:这么好的料子做沙发套去~咧。③(孩子)夭折:好不容易养咧个儿子还~咧。
造孽	tsɔu2 ȵiε	可怜,不好的境遇:你给点吃的,他给点穿的,谁都看着这两个人~。②对当前已很好的生活条件不满足,仍然嫌弃:你这是~着呢么,连你一样的娃娃吃的还是黑面馍馍。
搔痒人	tsɔu2 ȵiɔu3 ʐəŋ	挠痒痒。
早已	tsɔu3 i5	以前或某一时间之前:~他还碎的时候,他大就没咧。也说“早先”。
早先	tsɔu3 ɕiæ̃	同“早已”。
早晚	tsɔu3 væ̃3	迟早、随时:~你去人都在呢!
找后账	tsɔu3 xəu5 tʂaŋ	账算清后又来算账:你把账看清楚咧,再不咧~。②事情已过去而又找麻烦,多指事后追究责任的事:事情过
澡堂子	tsɔu3 tʰaŋ tsɿ	洗浴的地方,现多为“洗浴中心”替代。造窝tsɔu44vɤ213禽类孵蛋。
造窝母鸡	tsɔu5 vɤ mu3 tɕi	孵蛋的母鸡。②詈词。特指脾气不好的女人。
造化	tsɔu5 xua	指人的命运、运气:看他娃的~大嘛小。
造下咧	tsɔu5 xa liε	唯心的说法,指命中注定。
罩衣	tsɔu5 i	穿在棉袄上的单衣。
笊儿	tsɔu5 εr	笊篱,用金属丝或竹篾柳条等制成的能漏水的用具,长柄,用来捞东西。
灶火	tsɔu5 xuɤ	指用砖、坯砌成,以柴草、炭末为燃料的做饭的设备。也说“锅头”。
灶糖	tsɔu5 tʰaŋ	供奉给灶神的用麦芽糖稀做成的糖。
灶火爷	tsɔu5 xuɤ iε	灶神:腊月二十三,要送~上天。
操	tsʰɔu2	用锹将物品铲起。
操菜	tsʰɔu2 tsʰεi5	用筷子夹菜。
草纸	tsʰɔu2 tsɿ3	用稻草制成的纸。表面粗糙,多为黄色,用作包装纸。
草果	tsʰɔu2 kuɤ3	多年生草本植物,佐料中特指其长圆形果实,也可入药。
草狗子	tsʰɔu2 kəu3 tsɿ	母狗。
草稿纸	tsʰɔu2 kɔu3 tsɿ3	用来打底稿或演算的纸。
褿	tsʰɔu	(衣物因水洗、光照)褪色、脏旧:这个衣裳洗~咧,再不咧穿咧。
慥	tsʰɔu5	性急,不冷静:你乜动不动就~咧,啥时候把那改一改。《广韵·号韵》:“七到切。言行急。”
炒面	tsʰɔu3 miæ̃5	煮熟的面片再加油、肉、菜、佐料炒一遍。
炒面	tsʰɔu3 miæ̃	将面粉炒熟后当干粮吃:△炒面捏娃娃——熟人。炒瓢tsʰɔu53pʰiɔu24炒菜用的锅,有手抓的把儿。
吵家穷	tsʰɔu3 tɕia tɕyŋ	夫妻之间对爱唠叨的丈夫或妻子的称呼。草帽子tsʰɔu53mɔu44tsɿ21草帽儿。
草花	tsʰɔu3 xua	扑克中的梅花。
草驴	tsʰɔu3 ly	母驴。
草药	tsʰɔu3 yɤ	中医指用植物做的药材。
草摞	tsʰɔu3 luɤ5	小麦、胡麻打搌完毕摞成的草堆。
草字头	tsʰɔu3 tsɿ tʰəu	汉字偏旁名称,如“芳、花、苦”等字的上部。
草蔻	tsʰɔu3 kʰəu5	佐料的一种,特指草豆蔻的果实,也可入药。
臊胡	sɔu2 xu	山羊群里的种羊。
臊杆子	sɔu2 kæ̃3 tsɿ	山羊。
臊甲甲	sɔu2 tɕia3 tɕia	类似于屎壳郎的一种昆虫,常发出臊臭的味道。
臊葱	sou2 tsʰuŋ	葱的一个品种,气味浓烈。也说“龙葱、红葱”。
骚情	sɔu2 tɕʰiŋ	惹弄、骚扰:人忙着呢,你再不咧~咧!②言谈举止表现轻浮:看那个女的~嘛!
捎话带信的	sɔu2 xua5 tεi5 ɕiŋ5 ti	又是书信又是口信,形容非常紧急地催促。
捎	sɔu	迅速擦过:鞭子尖尖刚~上,脸上就一道血印子。
矂	sɔu	不经意、快速地看:我~咧一眼,没看清楚。
扫毛衣	sɔu3 mɔu i	指在秋冬之交将枯枝落叶收拾回来用于烧火取暖。
扫地出门	sɔu3 ti5 tʂʰu2 məŋ	没收全部财产,赶出家门:那个男人让女人给~咧!②指承包建筑工程时负责将所有涉及建筑的活都做好:~付全款!
扫垫猴	sɔu3 tiæ̃5 xəu	对爱打小报告、喜欢戳弄是非之人的称呼。扫帚sɔu44tʂʰu21用毛竹扎制的清扫工具,通常用来扫院子或马路。
扫帚星	sɔu5 tʂʰu ɕiŋ	彗星。迷信的人认为出现这种星是不吉利的征兆。②比喻给他人带来晦气或灾难的人。
潲	sɔu5	洒(水):刚做好的水泥台子等一阵子就要往上面~些水。《广韵·效韵》:“所教切。豕食又雨溅也。”
瘙	sɔu5	指动物身上生的疥癣:你们家的狗起咧~咧。《广韵·号韵》:“苏到切。疥瘙。”
瘙头	sɔu5 tʰəu	头上长有疥癣的人。
瘙狗	sɔu5 kəu3	生了疥癣的狗,常比喻为倒霉的事:我真是踏着~头上咧。
臊毛	sɔu5 mɔu	不体面、不争气:这个还是不做咧,不够~的!②尴尬:把人~得希走不下来咧!
臊子	sɔu5 tsɿ	加调料炒熟的肉末或肉丁:把这些羊肉给咱们爁成~。
臊子面	sɔu5 tsɿ miæ̃5	一种面食,面条出锅后将炒好的臊子浇盖在上面即成。
臊搅	sɔu5 tɕiɔu	扰乱、打搅:再不咧~,让人好好看戏!
臊摊子	sɔu5 tʰæ̃2 tsɿ	搅和使正常的事情无法进行:你这是做啥着
呢	,	简直是~呢么!
臊老鸹	sɔu5 lɔu va	指说话做事不吉利,给人带来晦气的人。哨眼sɔu44ȵiæ̃21旧式房屋留在侧墙上的通风口。
着上	tʂɔu2 ʂaŋ	遭遇到不好的事:这一下你娃娃~咧!
招呼	tʂɔu2 xu	招待、照料:家里来咧亲戚总得有个人给~着么!/这老的老,小的小,多亏咧二媳妇子~得好。
招女婿	tʂɔu2 ȵy3 ɕy	让男子到女方家里结婚并落户。
招手停	tʂɔu2 ʂəu3 tʰiŋ	在城市道路上载客的小型客车,招手即停,上下方便。
招识	tʂɔu2 ʂʅ	理睬,招惹:这个娃娃人就不敢~,~咧就上头呢。招嘴tʂɔu213tsuei53搭话、打招呼:连乜没~呢乜就走咧!
招不住	tʂɔu2 pu tʂʰu5	受不了:冻得~咧你就劈上些木柴棒棒架火烤去。
招祸	tʂɔu2 xuɤ	遭遇坏事与不幸:你娃娃不听老人的话,~还在后头呢。/你这么~着呢,就没有想一下子为啥吗!
招冷祸	tʂɔu2 ləŋ3 xuɤ	遭遇无法预测的不幸:再不敢往里挖咧,再挖就~呢。/没想到这还~呢,算我倒咧血霉咧。
照	tʂɔu	光线照射在物体上。②对着镜子或其他反光的东西看自己的影子。③摄影。④照看:我走的这几天,你给咱们把门~着。⑤根据,依照:~这么发展下去,我看就没是咧。⑥执照,凭证。⑦看:不信咧你~唦,谁还哄你呢。⑧对着,向着:~头上两砖头打得血冒呢!⑨仍旧,仍然:你说你的,乜~睡乜的。
超	tʂʰɔu2	傻、愣:你看你~着吗没~着,那个也是你能动的。
超子	tʂʰɔu2 tsɿ	傻子。
超倯	tʂʰɔu2 suŋ	同“超子”。
超道	tʂʰɔu2 tɔu5	指孩子身体健康,无疾病。
朝	tʂʰɔu	(介词)向,往:耍着呢没防住~头上一石头。/~东傍个再走上100米。
潮	tʂʰɔu	恶心、发潮:早上吃得不对咧,这一阵子心里~得很!
潮虫	tʂʰɔu tʂʰuŋ	在潮湿地带生活的一种小甲虫,全身灰褐色,善爬行。
烧	ʂɔu	烫:刚煮下的红薯还~手呢,等一阵再拿。②使东西着火。③用火或发热的东西使物品受热起变化:~水。④一种烹饪方法:~茄子。⑤体温增高:发~。⑥一种烈性白酒:~酒。
烧纸	ʂɔu2 tsɿ3	给死者焚化纸钱。
烧包儿	ʂɔu2 pɔu εr	由于变得富有或得势而忘乎所以。
烧心	ʂɔu2 ɕiŋ	心情激动,不能自已。
烧酒	ʂɔu2 tɕiəu3	白酒。也说“辣酒”。
烧锅子	ʂɔu2 kuɤ tsɿ	酒坊:固原市原州区杨郎乡有历史悠久的~。
烧人沟	ʂɔu2 ʐəŋ kəu2	固原城区的一条沟,因传说曾焚烧人的尸体而得名,现已被填平。
苕	ʂɔu	不明事理,愚蠢糊涂:那个人~着呢,管你把啥说下呢。②大量的:趁下台前~给自己捞油水呢么。
饶爷爷的孙子	ʐɔu iε iε ti suŋ2 tsɿ	相当于“省油的灯”,只能用在否定或反问句中:那就不是个~么,你还指望啥呢?/难道说他是个~?
挠	ʐɔu3	本义为烦乱,引申为挥动、晃动:他给我~咧一下手就走咧。《说文·手部》:“扰也。”
挠达	ʐɔu3 ta	晃来晃去。
燿	ʐɔu	强光刺眼:中午的太阳~得人的眼睛都睁不开么。②照:你穿上衣裳站到镜子跟前~一下。③看:拿过来让我~一下。
高头	kɔu2 tʰəu3	上面。
高头头	kɔu2 tʰəu3 tʰəu	最上面。
高里	kɔu2 ȵi	高处:把钟表再往~挂一下。②上面:箱子~放下谁的个裤子。
高房子	kɔu2 faŋ tsɿ	当地的一种建筑形式,相当于二层小楼,只是一楼是多为箍的窑洞并放置杂物,二楼住人。
高照眼	kɔu2 tʂɔu5 ȵiæ̃	指眼睛从外观看始终向上看的人,引申义指目空一切、高高在上之人。
高拐子	kɔu2 kuεi3 tsɿ	高跷。民间社火表演用具。
高信子	kɔu2 ɕiŋ5 tsɿ	民间社火表演中的一种形式。指的是将表演者装扮成不同的角色,固定在非常高的架子上,然后用车载着上街表演。
高山陡洼	kɔu2 sæ̃ təu3 va5	形容山势陡峭。
羔子皮	kɔu2 tsɿ pʰi	羊羔的毛皮。
搞娃娃	kɔu3 va va	带小孩。
搞娃娃女子	kɔu3 va va ȵy3 tsɿ	带小孩的女性小保姆。
搞摸	kɔu3 mɤ	抚慰、哄劝:女人么就是要~着来呢!②通过某种手段拉近并搞好关系:拿上两条好烟~一下就能过去!
搞悄	kɔu3 tɕʰiɔu	哄小孩儿使不哭闹。
搞价	kɔu3 tɕia5	讨价还价。
告油	kɔu5 iəu	给机械运转的地方添加润滑油。
烤	kʰɔu3	物体挨近火而熟或干燥。
犒	kʰɔu5	因长时间没有吃或用某种东西而非常想做:拿我赶紧吃个纸烟,把人~零干咧。
犒劳	kʰɔu5 lɔu	用酒食等慰劳。
好少	xɔu2 ʂɔu3	许多、很多:~的人想得都得不到呢!
蒿子	xɔu2 tsɿ	蒿草。
嚎鼻子	xɔu pi tsɿ	哭。
好么端端的	xɔu3 mu tuæ̃2 tuæ̃ ti	好端端的。
好天气	xɔu3 tʰiæ̃2 tɕʰi	指老年人的寿辰:今儿个是他爷爷的~,咱们欢闹一下!
好日子	xɔu3 ʐl2 tsɿ	同“好天气”。②民间认为吉利的日子,适宜建房、结婚等活动。
号	xɔu	批阅(作业、试卷):吃完饭赶紧要把这些作业给~咧呢。②量词,种类。给那~人再不咧给啥咧。
号脉	xɔu5 mei2	诊脉。
好	xɔu5	喜爱:他就~下那个调调!
噢哟	ɔu2 iɔu	表示惊异或赞叹。
噢哟哎	ɔu2 iɔu εi3	同“噢哟”,但程度较深。
猋	piɔu2	轻捷快行:他一个趟子~咧。《说文·犬部》:“~,犬走貌。”又,走部:“,轻行也。”“猋,”,音同义通。《广韵·霄韵》:“浦遥切。”
婊子	piɔu3 tsɿ	詈语,妓女。
婊子儿	piɔu3 tsɿ εr	詈语,婊子养的。
嫖头	pʰiɔu tʰəu	宿妓嫖娼、玩弄女性的男子。
嫖客	pʰiɔu kʰei	同“嫖头”。
漂鱼子	pʰiɔu2 y tsɿ	麻将术语。常用于赌博,指事先约定输赢的倍数,待和牌后按倍数出钱或收钱。也说“跑鱼子”。
描红	miɔu xuŋ	是我国传统的习字法,指在印有红色字或空心红字的纸上摹写。
矛子	miɔu tsɿ	长矛。
庙	miɔu5	供奉神佛或历史上有名人物的地方。
妙巧	miɔu5 tɕʰiɔu	娇气,抵抗力弱:你看你咋这么~,哪一次感冒你没赶上?
刁	tiɔu2	抢、夺:夜来黑咧一个女子的包包叫贼娃子硬~着去咧。刁空子tiɔu213kʰuŋ44tsɿ21抽空儿。
刁吃抢喝	tiɔu2 tʂʰʅ tɕʰiaŋ3 xuɤ	在食物面前又争又抢,不知礼让。吊长tiɔu44tʂʰaŋ24窄而长。
吊兰	tiɔu5 læ̃	多年生草本植物。具簇生圆柱状肥大须根和短根状茎,叶线形或线头披针形,花葶细长,自叶丛中抽出,有时形成匍匐状茎,先端形成叶丛和粗短不定根。总状花序顶生,花小,白色。常见盆栽,置于室内高处,供观赏。
吊死鬼	tiɔu5 sɿ kuei	上吊死亡的人,比喻成天沉着脸的人:整天拉个驴脸,连个~一样。
吊罐子	tiɔu5 kuæ̃ tsɿ	本地回族使用的洗浴用具,盛水容量比汤瓶大。
跳团	tʰiɔu tʰuæ̃	来回折腾:△狗肉不上台板,上咧台板胡~。
调和	tʰiɔu xuɤ	佐料。也说“调和面子”。
调羹子	tʰiɔu kəŋ tsɿ	小汤匙。
条绒	tʰiɔu ʐuŋ	灯芯绒:20世纪70年代,~衣裳流行得很。
条桌子	tʰiɔu tʂuɤ tsɿ	长条形的桌子。
笤刷子	tʰiɔu ʂua tsɿ	体形较小的笤帚,常用来扫炕或面粉。
笤帚疙瘩	tʰiɔu tʂʰu kɤ2 ta	笤帚把儿:你不咧讨厌,再讨厌叫你挨一顿~。
挑咧	tʰiɔu3 liε	指猜拳喝酒时,输赢双方各拿出相等量的酒,通过猜拳让这些酒归一个人喝。也说“砸咧”。
挑担	tʰiɔu3 tæ̃	姐姐的丈夫和妹妹的丈夫之间的亲戚关系。也说“一担挑”。
跳仗子	tʰiɔu5 tʂaŋ5 tsɿ	在原地转圈,来回走动,喻指内心焦急:急得我~呢,乜还四平八稳的。
跳槽	tʰiɔu5 tsʰɔu	对现有的工作不满而重新换工作:乜对这份工作早就烦咧,准备~呢。
跳腾	tʰiɔu5 tʰəŋ	幅度不大地跳:(受伤的)腿还没好利索呢,再
跳房子	tʰiɔu5 faŋ tsɿ	在地上画出方格,单腿跳来跳去的游戏。
跳皮筋	tʰiɔu5 pʰi tɕiŋ	跳橡皮筋的游戏。
调搭	tʰiou5 ta	调整安排:你看着~给一下就能成咧。也说“调腾”。
调腾	tʰiɔu5 tʰəŋ	同“调搭”。
掉个过儿	tʰiɔu5 kɤ kuɤ5 εr	掉换位置:你连他~照出来就好看咧。
敹	liɔu2	粗略地缝。《广韵·萧韵》:“落萧切。”
撩攣	liɔu2 luæ̃	做、干:你总把那~着呢么,就定定地等我着呢!撩承liɔu213tʂʰəŋ21准备(做):刚~着走恰,你就来咧。
燎	liɔu3	挨近了火而烧焦(多用于毛发):拿些柴草点着把宰下的羊羔子身上的毛毛子~给一下。
燎疳	liɔu3 kæ̃	春节习俗,指农历正月二十三晚上,各家在院子或门口用柴草生起火来,大人小孩从火堆上跳来跳去,放鞭炮,将贴在门上的春联撕下放进火堆。等柴草烧成灰烬,用铁锹将灰烬扬撒至空中,边撒边念叨:麦子花……洋芋花等,以期有个好收成。
了然	liɔu3 ʐæ̃	放心、解脱:给你把媳妇说上,你妈也就~咧。
撂	liɔu	扔、掷:隔着墙撇石头~瓦渣地,要干啥呢?②丢失:他把100块钱~咧。③留下:我可把话~着这儿,你们看着办!
嫽	liɔu5	本义为美好,引申为喜欢卖弄、好出风头:看把你给~的,不就是件西装么,真是个~片子。《广韵·小韵》:“力小切。好貌。”
瞭哨	liɔu5 sɔu5	给正在从事秘密活动的人观察动静:你们都进去耍钱去咧,谁给你们~呢!
嫽片子	liɔu5 pʰiæ̃3 tsɿ	讲究穿戴打扮以图卖弄之人。
寥天地里	liɔu5 tʰiæ̃ ti5 ȵi	指空旷的野外或四周没有遮挡的地方,常用来比喻某人缺少家教:夜黑来在~睡咧一晚上。/这个娃娃是~长大的,性子野得很!
交裆	tɕiɔu2 taŋ2	人的两条腿之间,裆部。
胶布子	tɕiɔu2 pu5 tsɿ	胶布。
搅打	tɕiɔu2 ʐɔu3	打扰:这几天把亲戚给~得劲大咧。
焦毛炼丹	tɕiɔu2 mɔu liæ̃5 tæ̃	形容十分着急的样子(含贬义):你一下子~着要做啥呢!
搅团	tɕiɔu3 tʰuæ̃	一种具有地方风味的面食。将荞麦面慢慢撒入温水锅中,边搅边加热,直至将面粉搅成软硬适中的黏稠面团即可食用,吃时蘸蒜、醋等调味品。
搅屎棍	tɕiɔu3 sɿ3 tuŋ5	比喻干涉、破坏某事的人。
搅搭	tɕiɔu3 ta	打扰、扰乱:再不咧胡~唦,让我静静睡一阵子。
狡诈	tɕiɔu3 tsa5	不老实,心眼儿多:弟兄几个基本上都老实着呢,就老二~一点。
铰	tɕiɔu3	用剪刀剪。
铰衣裳	tɕiɔu3 i2 ʂaŋ	按照量定的尺寸裁剪布料。
铰指甲	tɕiɔu3 tsɿ tɕia	剪指甲。
铰窗花	tɕiɔu3 tʂʰuaŋ xua	剪纸。
铰头发	tɕiɔu3 tʰɔu fa	指女人剪发。
绞丝旁	tɕiɔu3 sɿ pʰaŋ	汉字偏旁名称,如“纱、级、纺”等字的左半边。
搅另	tɕiɔu3 liŋ	简单、简洁:不咧牵扯那么多的人,这个事就~得很!②利索:把手跟前挡挂的东西一拿过,人干啥去就~咧。
搅然	tɕiɔu3 ʐæ̃	日常各种开支、花销:看去挣咧些钱着呢,不够~么。
搅销	tɕiɔu3 ɕiɔu	所用的成本:除过~,还能剩些过年的钱。也说“开销”。
搅肠痧	tɕiɔu3 tʂʰaŋ tsa	肠梗阻。
叫	tɕiɔu	表示指使、容许或听任:~他去,不咧理咧!②被、让(表被动):街上的公用电话亭~人给弄日塌咧。
叫去	tɕiɔu5 tɕʰi5	算了:~,不咧管!
