#漢字	音標	解釋#('wuu_th_shj_sz_ltc', '淸末蘇州話', '淸末蘇州', '#0000FF,#4D4D4D', None, None, '版本：2.0(2022-01-03)<br>來源：樛木整理自《一百年前的蘇州話》、《蘇州同音字彙1892》、《鄉音字類》<br>說明：加*的漢字表示[ʐ][dʐ]歸屬、陽上陽去歸屬缺乏直接資料，以區分這兩者的蘇州行政區劃內的方吳語爲基準。', '44 1 1a 陰平 ꜀,223 2 1b 陽平 ꜁,51 3 2a 陰上 ꜂,31 4 2b 陽上 ꜃,523 5 3a 陰去 ꜄,312 6 3b 陽去 ꜅,4 7 4a 陰入 ꜆,23 8 4b 陽入 ꜇')
禦	ȵy6	
禧	ɕi1	
禨	tɕi1	
禩	zɿ4	
禮	li4	
禱	tæ3	祈～
禳	ʐã2	
禴	ɦiɑʔ8	
禹	y3	
禺	ȵy2	
禽	dʑiən2	
禾	ɦᵊu2	
秀	s𐞢ʏ5	
私	sɿ1	～心
秃	tʰoʔ7	～頭
秈	siɛ1	～米
秉	piɪn3	
秋	tsʰ𐞢ʏ1	
秏	hæ5	
科	kʰᵊu1	
秒	miæ4	
秔	kən1	
秕	pi1	
秘	pi5	
租	tsᵊu1	～田當自產
秠	pʰᴇ1	
秣	məʔ8	
秤	tʂʰən5	大～
秦	dziən2	
秦	ziən2	姓
秧	iã1	插～
秩	dʐəʔ8	
秫	dʐəʔ8	
秬	dʑy4	
秭	tsɿ3	
秷	tʂəʔ7	
秸	tɕiəʔ7	
移	ɦi2	遷～
稀	ɕi1	～怪
稂	lɑ̃2	
稃	fv̩1	
稅	sᴇ5	納～
稊	di2	
程	dʐən2	工～
稌	dᵊu2	
稍	sæ3	
稏	io3	
稑	loʔ8	
稔	ʂən3	
稗	bᴇ6	～子
稗	bɑ6	
稚	dʐʯ6	
稟	piən3	
稠	dʐ𐞢ʏ2	
稭	tɕiəʔ7	
種	tʂoŋ3	
種	tʂoŋ5	芒～
種	tʂʰoŋ1	姓
稯	tsoŋ1	
稰	si1	
稱	tʂʰən1	
稱	tʂʰən5	
稷	tsiəʔ7	
稹	tʂən3	
稻	dæ6	
稻	dæ4	～柴
稼	tɕiɑ5	文讀：`穡艱難
稽	tɕi1	～查
稾	kæ3	
稿	kæ3	
穀	koʔ7	～雨
穅	kʰɑ̃1	
穆	moʔ8	
穉	dʐʯ6	
穋	loʔ8	
穌	sᵊu1	
積	tsiəʔ7	
穎	iɪn3	
穗	dzᴇ6	
穗	zᴇ6	
穛	tʂoʔ7	
穟	zᴇ6	
穠	ȵioŋ2	
穡	səʔ7	
穢	uᴇ5	污～
穨	dᴇ2	
穩	uən5	
穩	uən3	安安～～
穫	ɦuoʔ8	收～
穫	ɦoʔ8	
穰	ʐã2	
穴	ɦyəʔ8	
穵	uaʔ7	同“挖”。～門路
究	tɕiʏ5	
穸	ziəʔ8	
穹	tʂʰoŋ1	～窿山
穹	tɕʰioŋ1	蒼～
空	kʰoŋ1	
穿	tʂʰø1	拆～西洋鏡
窀	tʂən1	
突	dəʔ8	衝～
窄	tsaʔ7	狹～
窄	tsɑʔ7	
窄	tsəʔ7	
窅	iæ5	
窆	piɛ1	
窈	iæ5	
窋	tʂəʔ7	
窌	tɕiæ5	
窌	l𐞢ʏ6	
窑	ɦiæ2	
窒	tʂəʔ7	
窓	tʂʰɑ̃1	
窔	iæ5	
窕	diæ6	
窕	diæ4	
窖	kæ5	地～
窗	tʂʰɑ̃1	
窘	dʑyən4	
窘	tɕʰyən3	
窞	dø4	
窟	kʰuəʔ7	巢～
窠	kʰᵊu1	
窨	iən5	
窩	ᵊu1	～窠
窪	uo1	低～个場化
窬	ɦy2	
窮	dʑioŋ2	民～財盡
窯	ɦiæ2	磚～
窰	ɦiæ2	
窳	y3	
窴	tiɛ1	
窵	tiæ5	
窺	kuᴇ1	應讀[kʰuᴇ44]，疑爲誤記
窺	kʰuᴇ1	
窽	kʰuø3	
窿	loŋ2	
竀	tʂʰən1	
竁	tsʰᴇ5	
竄	tʂʰø5	逃～
竄	tsʰø5	
竅	tɕʰiæ5	訣～
竅	ɕiæ5	
竇	d𐞢ʏ6	
竈	tsæ5	
竊	tsʰiəʔ7	
立	liəʔ8	
站	dzɛ6	
站	zɛ6	車～
竚	dʐʯ4	
竝	biɪn6	
竝	biɪn4	
竟	tɕiɪn5	
章	tʂã1	文讀：文～
章	tsɑ̃1	白讀：姓
竣	tsiɪn1	
童	doŋ2	
竦	soŋ3	
竭	dʑiəʔ8	
竮	pʰiɪn1	
端	tø1	～午
競	dʑiɪn6	～争
竹	tʂoʔ7	～筱
竺	tʂoʔ7	
竽	y1	
竾	dʐʯ2	
竿	kø1	長竹～
笄	tɕi1	
笆	po1	籬～
笈	tɕiəʔ7	
笊	tsɑ3	白讀
笊	tsɑ5	白讀
笏	huəʔ7	
笐	kɑ̃1	
笑	siæ5	
笙	sã1	白讀
笙	sən1	
笛	diəʔ8	
笞	tʂʰʯ1	
笠	liəʔ8	
笤	tʂæ5	讀音來源不明
笤	diæ2	～帚
笥	sɿ5	
符	vv̩2	護身～
笨	bən6	
笪	taʔ7	姓
笫	tsɿ3	
第	di6	
笭	liɪn2	
笮	tso5	
笮	tsəʔ7	
笰	fəʔ7	
笱	k𐞢ʏ3	
笲	vɛ2	
笳	dʑiɑ2	
笴	kʰᵊu3	
笵	vɛ4	
笻	dʑioŋ2	
筄	ɦiæ6	
筅	siɛ3	
筆	piəʔ7	
筈	kuaʔ7	
等	tən3	
筋	tɕiən1	～絡
筌	tsʰiɛ1	
筍	ʂən3	
筏	vaʔ8	
筐	kʰuɑ̃1	
筐	tɕʰiã1=	(書)
筒	doŋ2	手～
答	tɑʔ7	
答	təʔ7	問～
策	tsʰɑʔ7	白讀：計～
策	tsʰəʔ7	
筠	ɦyən2	
筢	bo2	
筤	lɑ̃2	
筥	tɕy3	
筦	kuø3	
筧	tɕiɛ3	
筩	doŋ2	
筮	ʐʯ6	
筰	zoʔ8	
筱	siæ3	
筲	sæ1	～～
筴	tsʰəʔ7	
筵	ɦiɛ2	
筷	kʰuɛ3	～兒，“兒”讀[ŋ]
箄	bɑ2	
箇	kᵊu5	
箊	ɦy2	
箍	kᵊu1	～桶匠
箏	tsən1	
箐	tsiɪn1	
箑	ziəʔ8	
箒	tʂ𐞢ʏ3	
箔	boʔ8	錫～
箕	tɕi1	糞～
箖	liɪn2	
算	sø5	～盤
箘	dʑyən4	
箘	tɕyən1	
箙	voʔ8	
箜	kʰoŋ1	
箝	dʑiɛ2	
箠	zᴇ2	
管	kuø3	姓
箬	ȵiɑʔ8	～帽
箭	tsiɛ5	弓～
箱	siã1	～子
箲	siɛ3	～帚
箴	tʂən1	
箵	siɪn3	
箷	ʐʯ2	
箷	ɦi2	
箸	dʐʯ4	
箾	ʂoʔ7	
節	tsiəʔ7	竹～
篁	ɦuɑ̃2	
範	vɛ4	模～
篆	dʐø6	
篇	pʰiɛ1	
築	tʂoʔ7	建～
篋	tɕʰiəʔ7	
篔	ɦyən2	
篙	kæ1	～子
篚	fi3	
篛	ȵiɑʔ8	
篝	k𐞢ʏ1	
篞	ȵiəʔ8	
篠	siæ3	
篡	zɛ6	
篡	tsʰø5	
篤	toʔ7	
篥	liəʔ8	
篦	bi6	
篦	bi2	
篧	tʂoʔ7	
篨	dʐʯ2	
篩	sɑ1	白讀：綳～
篩	sɿ1	
篪	dʐʯ2	
籛	tsiɛ1	
篱	li2	笊～
篲	ɦuᴇ6	
篳	piəʔ7	
篴	diəʔ8	
篷	boŋ2	扯～
篹	tsø5	
篾	miəʔ8	～片
簀	tsəʔ7	
簇	tsʰoʔ7	～新
簉	tsʰ𐞢ʏ5	
簋	kuᴇ3	
簌	soʔ7	
簍	l𐞢ʏ4	
簎	ziəʔ8	
簏	loʔ8	
簑	sᵊu1	～衣
簙	poʔ7	
簜	dɑ̃6	
簝	liæ2	
簞	tɛ1	
簟	diɛ4	
簠	fv̩3	
簡	tɕiɛ3	
簣	ɡuᴇ6	
簦	tən1	
簧	ɦuɑ̃2	彈～
簨	ʂən3	
簪	tsən1	
簪	tsø1	～子
簫	siæ1	
簬	lᵊu6	
簰	bɑ2	木～。聲調類推
簳	kø5	
簴	dʑy2	
簴	dʑy4	
簵	lᵊu6	
簷	ɦiɛ2	
簸	pu5	
簹	tɑ̃1	
簽	tsʰiɛ1	～名
簾	liɛ2	蘆～
簿	bu4	賬～
籀	dʐ𐞢ʏ6	
籃	lɛ2	
籈	tʂən1	
籊	diəʔ8	
籋	ȵiəʔ8	
籌	dʐ𐞢ʏ2	～碼
籍	dziɪʔ8	
籍	ziəʔ8	書～
籐	dən2	同“藤”
籓	vɛ2	
籔	sᵊu3	
籖	tsʰiɛ1	
籙	loʔ8	
籜	tʰoʔ7	
籝	ɦiɪn2	
籞	ȵy6	
籟	lᴇ6	
籠	loŋ2	～子
籢	liɛ2	
籤	tsʰiɛ1	
籥	ɦiɑʔ8	
籧	dʑy2	～篨，用竹或葦編的粗席
籩	piɛ1	
籪	tø5	蟹～
籪	dø6	
籮	lᵊu2	飯～
籲	ɦy6	
米	mi4	
籸	siɪn1	
籽	tsɿ3	～種。
粉	fən3	
粒	liəʔ8	
粔	dʑy4	
粕	boʔ8	
粗	tsʰᵊu1	～布
粞	si1	
粟	soʔ7	罌～
粢	tsɿ1	
粢	tsiəʔ7	
粤	ɦyəʔ8	
粥	tʂoʔ7	
粧	tʂɑ̃1	
粱	liã2	
粲	tsʰɛ5	
粳	kã1	白讀：～米
粳	kən1	
粹	zᴇ6	
粺	bᴇ6	
粺	bɑ6	
粻	tʂã1	
粼	liən2	
粽	tsoŋ5	～子
精	tsiɪn1	
糅	ʐ𐞢ʏ2	
糈	si3	
糉	tsoŋ5	
糒	bᴇ6	
糓	koʔ7	
糕	kæ1	年～
糖	dɑ̃2	
糗	ɕiʏ3	
糙	tsʰæ5	～米
糚	tʂɑ̃1	
糜	mi1	
糜	mi2	～費
糝	sɛ3	
糝	sø3	米～
糞	fən5	
糟	tsæ1	～鴨
糠	kʰɑ̃1	礱～
糢	mo2	～糊，同“模糊”
糢	moʔ8	
糧	liã2	完～
糪	pəʔ7	
糯	nᵊu4	～米
糰	dø2	湯～
糲	li6	
糴	diəʔ8	～米燒飯
糶	tʰiæ5	～脫米
糷	lɛ6	飯爛相粘著。
糺	tɕiʏ3	
系	i5	
糾	tɕiʏ1	～察隊。據《集韻》：居虬切
糾	tɕiʏ3	又音。據《廣韻》：居黝切
紀	tɕi3	～念
紂	dʐ𐞢ʏ6	
紃	ziɪn2	
約	iɑʔ7	～會
紅	ɦoŋ2	
紆	y1	
紇	ŋəʔ8	
紈	ɦuø2	
紉	ʐən2	
紊	vən6	
紋	vən2	
納	nəʔ8	出～
紐	ȵiʏ4	稱～
紒	tɕiɑ5	
紓	ʂʯ1	
純	ʐən2	
純	dʐən2	
紕	bi2	
紖	iən3	
紗	so1	～廠
紘	ɦoŋ2	
紙	tsɿ3	～頭
級	tɕiəʔ7	等～
紛	fən1	
紜	ɦyən2	
紝	ʐən2	
紞	tø3	
紟	tɕiən1	
素	sᵊu5	
紡	fɑ̃3	～紗
索	soʔ7	繩～
紥	tsɑʔ7	
紫	tsɿ3	
紬	dʐ𐞢ʏ2	
紬	ɦiʏ2	
紮	tsaʔ7	～～緊
累	lᴇ3	
累	lᴇ6	受～
細	si5	
紱	fəʔ7	
紲	siəʔ7	
紳	ʂən1	鄉～
紵	ʂʯ1	
紵	dʐʯ4	
紹	dʐæ6	～興
紺	hø5	
紼	fəʔ7	
紽	dᵊu2	
紾	tʂən3	
絀	tʂəʔ7	支～
終	tʂoŋ1	有始有～
絃	ɦiɛ2	～線
組	tsᵊu3	～織
絅	tɕioŋ1	
絆	pɛ5=	～住身體
絆	pø5	
絆	bø6	
絇	dʑy2	
絏	siəʔ7	
結	tɕiəʔ7	
絓	kuo5	
絓	kua5	
絕	dziɪʔ8	
絕	ziəʔ8	
絖	kuɑ̃1	
絚	kən5	
絛	diæ2	
絜	tɕiəʔ7	
絝	kʰᵊu5	
絞	kæ3	白讀
絞	tɕiæ3	
絡	loʔ8	筋～
給	tɕiəʔ7	
絨	ȵioŋ2	～線
絪	iɪn1	
絮	si5	棉花～
絰	diəʔ8	
統	tʰoŋ3	
絲	sɿ1	～線
絳	tɕiɑ̃5	
絶	ziəʔ8	
絹	tɕiø5	～踢
絺	tʂʰʯ1	
絻	vən6	
絿	dʑiʏ2	
綁	pɑ̃3	
綃	siæ1	
綅	tsiɪn1	
綆	kən3	
綈	di2	
綉	s𐞢ʏ5	
綌	tɕʰiəʔ7	
綍	bəʔ8	
綍	fəʔ7	
綏	sᴇ1	
綑	kʰuən3	
經	tɕiɪn1	
綖	ɦiɛ2	
綗	tɕioŋ3	
綜	tsoŋ5	
綝	zən2	
綟	li6	
綠	loʔ8	
綢	dʐ𐞢ʏ2	～緞
綣	tɕʰiø1	
綦	dʑi2	
綪	tsʰiɛ5	
綫	siɛ5	
綬	ʐ𐞢ʏ6	
維	vi2	～持
綯	dæ2	
綰	ɦuɛ4	～一个結
綱	kɑ̃1	大～
網	mɑ̃4	
網	vɑ̃4	
綳	pã1	做～子
綴	tsᴇ5	點～
綵	tsʰᴇ3	
綸	lən2	
綹	l𐞢ʏ4	剪～
綺	tɕʰi3	
綻	dzɛ6	
綻	zɛ6	蠶豆結得～得勒
綽	tʂʰɑʔ7	～～有餘
綾	liɪn2	
緄	kuən1	
緄	kʰuən1	
緄	kʰuən3	
緅	ts𐞢ʏ1	
緆	siəʔ7	
緇	tsɿ1	
緉	liã4	
緊	tɕiɪn3	～要
緋	fi1	
緌	sᴇ1	
緎	ɦyəʔ8	
緑	loʔ8	
緒	zi4	一無頭～
緗	siã1	
緘	tɕiɛ1	
線	siɛ5	
緜	miɛ2	
緝	tsʰiəʔ7	
緞	dø6	綢～
締	ti5	取～
緡	miɪn2	
緣	ɦiø2	
緤	siəʔ7	
緦	sɿ1	
編	piɛ1	
緩	uø3	
緩	ɦuø4	中州韻
緩	uø3	～一日
緪	kən5	
緬	miɛ4	～甸
緬	miɛ6	
緯	ɦuᴇ6	
緯	uᴇ3	
緰	tʰ𐞢ʏ1	
緱	ɦ𐞢ʏ2	
緲	miæ4	
練	liɛ6	
緵	tsoŋ1	
緶	biɛ4	
緹	di2	
緻	tʂʯ5	精～
縀	dø6	疑爲“緞”
縀	io1	
縈	ɦioŋ2	
縉	tsiən5	
縊	i5	
縏	bø2	
縐	ts𐞢ʏ5	百夾爛～
縑	tɕiɛ1	
縓	tsʰiɛ1	
縓	ȵiø2	
縕	yən1	
縗	tsʰᴇ1	
縚	tʰæ1	
縛	voʔ8	
縜	ɦyən2	
縝	tʂən3	
縞	kæ3	
縟	ʐoʔ8	
縢	dən2	
縣	ɦiø6	吳～
縦	tsoŋ5	
縩	tsi5	績～。疑非本字
縪	piəʔ7	
縫	voŋ2	裁～
縮	ʂoʔ7	
縰	si3	
縱	tsoŋ1	
縱	tsoŋ5	放～
縲	lᴇ2	
縳	dʐø6	
縴	tɕʰiɛ5	揹～
縵	mɛ6	
縶	tʂəʔ7	
縷	l𐞢ʏ4	
縹	pʰiæ3	
縺	liɛ2	
縻	mi2	
縻	mi6	
總	tsoŋ3	
績	tsiəʔ7	
繁	vɛ2	～盛
繂	liəʔ8	
繃	pã1	～帶
繄	i1	
繅	sæ1	～絲
繆	moʔ8	
繇	ɦiæ2	
繈	dʑiã2	
繐	ɦuᴇ6	
繒	tsən1	
織	tʂəʔ7	
繕	ʐø6	
繖	sɛ3	
繘	tɕyəʔ7	
繙	fɛ1	
繚	liæ4	
繚	liæ6	
繞	ʐæ4	
繞	ȵiæ4	～腳弗完
繞	ȵiæ6	又音
繡	s𐞢ʏ5	～花針
繢	ɡuᴇ6	
繩	ʐən2	
繪	kuᴇ5	
繫	i5	
繭	tɕiɛ3	～子
繮	tɕiã1	馬～繩
繰	tsæ3	
繳	tɕiæ3	
繶	iəʔ7	
繸	zᴇ6	
繹	ɦiəʔ8	
繻	si1	
繼	tɕi5	～續
繾	tɕʰiɛ3	
纀	boʔ8	
纁	ɕyən1	
纂	tsø5	
纆	məʔ8	
纇	lᴇ6	
纈	ɦiəʔ8	
纊	kʰuɑ̃5	
續	dzoʔ8	
續	zoʔ8	陸～
纍	lᴇ2	
纏	dʐø2	～弗清
纑	lᵊu2	
纒	dʐø2	
纓	iɪn1	
纔	dzɛ2	
纔	zɛ2	剛～
纔	zᴇ2	
纖	siɛ1	
纘	tsø1	
纘	tsø5	
纚	li2	
纛	dæ6	
纜	lɛ6	～繩
約	iɑʔ7	
紙	tsɿ3	
細	si5	
绷	pən1	
缶	v𐞢ʏ4	
缸	kɑ̃1	水～
缺	tɕʰyəʔ7	～少
缽	pəʔ7	～頭
缾	biɪn2	
罃	iən1	
罄	tɕʰiɪn5	
罅	hɑ5	～[la]裡
罅	ho5	
罇	tsən1	
罈	dø2	
罋	oŋ5	～頭。聲調採自“甕”
罌	ã1	
罍	lᴇ2	
罏	lᵊu2	
罐	kuø5	
罔	vɑ̃4	
罕	hø3	稀～
罘	v𐞢ʏ2	
罛	kᵊu1	
罝	tsi1	
罞	moŋ2	
罟	kᵊu3	
罡	kɑ̃1	
罣	kuo5	
罣	kua5	
罤	kʰuən1	
罥	tɕiø5	
罦	fv̩1	
罨	iɛ3	
罩	tsæ5	飯～
罪	dzᴇ6	
罪	zᴇ4	
罫	kuo5	
罫	kua5	
罬	tʂʰəʔ7	
罭	ɦyəʔ8	
置	tʂʯ5	安～
罰	vɑʔ8	
罰	vaʔ8	
罱	ȵiɛ4*	
署	dzi8	
罳	sɿ1	
罵	mo6	
罶	l𐞢ʏ4	
罷	bɑ6	
罷	bo4	聲調類推自《廣韻》
罹	li2	
罺	tsæ1	
罺	zæ2	
罻	ɦuᴇ6	
罽	tɕi5	
罾	tsən1	扳～
罿	tʂʰoŋ1	
羃	miəʔ8	
羅	lᵊu2	姓
羆	bi2	
羇	tɕi1	
羈	tɕi1	
羊	ɦiã2	順手牽～
羌	tɕʰiã1	
美	mᴇ3	～洲
羑	ɦiʏ4	
羔	kæ1	
羖	kᵊu3	
羚	liɪn2	
羜	dʐʯ4	
羝	ti1	
羞	s𐞢ʏ1	～耻
羡	ziɛ6	～慕
羣	dʑyən2	
群	dʑyən2	～衆
羨	ziɛ6	
義	i5	
義	ɦi6	文讀
義	ɕi1	
義	ɦi6	
羭	ɦy2	
羯	kəʔ7	
羯	tɕiəʔ7	
羵	vən2	
羶	ʂø1	
羸	lᴇ2	～弱
羹	kã1	白讀：～飯
羹	kən1	
羽	y3	
羿	ȵi6	
翀	tʂʰoŋ1	
翁	oŋ1	
翃	ɦoŋ2	
翅	tʂʰʯ5	～膀
翊	ɦiəʔ8	
翌	ɦiəʔ8	～日
翎	liɪn2	
習	dziɪʔ8	
習	ziəʔ8	～慣成自然
翔	dziã2	
翔	ziã2	南～
翕	ɕiəʔ7	
翛	siæ1	
翟	diəʔ8	
翠	tsʰᴇ5	
翡	fi5	～翠
翥	tʂʯ5	
翦	tsiɛ3	
翩	pʰiɛ1	
翫	ɦuø6	
翬	huᴇ1	
翮	kaʔ7	白讀
翮	kəʔ7	
翯	ŋoʔ8	
翰	ɦø6	
翱	ŋæ2	
翳	i5	一層～
翹	dʑiæ2	連～
翻	fɛ1	
翼	ɦiəʔ8	
翽	huᴇ5	
翾	tɕiø1	
翿	dæ2	
耀	ɦiæ6	～眼睛
老	læ4	
考	kʰæ3	
耄	mæ6	
者	tʂɑ3=	(書)
者	tʂ𐞢ʏ3	
者	tsᴇ3	
耆	dʑi2	
耈	k𐞢ʏ3	
耋	diəʔ8	
而	əl2	
耍	ʂɑ3	～貨店
耍	ʂɑ5	
耐	nᴇ6	忍～
耒	lᴇ4	
耔	tsɿ1	
耕	kã1	白讀
耕	kən1	
耗	hæ5	～費
耘	ɦyən2	～田
耙	bo2	釘～
耜	zɿ4	～頭
耜	zɿ4	
耞	tɕiɑ1	本音
耞	dʑiɑ2	連～，拍打穀物、使子粒脫落下來的工具
耤	ziəʔ8	
耦	ŋ𐞢ʏ4	
耨	n𐞢ʏ2	
耨	n𐞢ʏ6	本音。①除草的農具。②除草：深耕易～
耰	iʏ1	
耳	ȵi4	白讀：～朵
耳	əl4	文讀
耶	iɑ1	～穌
耻	tʂʰʯ3	
耽	tø1	
耿	kən3	姓（陸基註）
聃	tø1	
聆	liɪn2	
聊	liæ2	
聒	kuaʔ7	
聖	ʂən5	
聘	pʰiɪn5	～請
聘	pʰiɪn5	
聚	dzi8	
聚	zi4	
聞	vən2	百～不如一見
聧	ɡuᴇ2	
聯	liɛ2	～絡
聰	tsʰoŋ1	～明
聱	ŋæ2	
聲	ʂən1	
聳	soŋ1	
聳	soŋ3	高～～
聵	ɡuᴇ6	
聶	ȵiəʔ8	姓
職	tʂəʔ7	
聽	tʰiɪn1	
聾	loŋ2	～𦗭
聿	liəʔ8	
聿	ɦyəʔ8	
肄	ɦi6	
肅	soʔ7	
肆	sɿ5	
肇	dʐæ6	
肉	ʐ𐞢ʏ2=	(書)
肉	ʐoʔ8	
肉	ȵioʔ8	白讀
肋	ləʔ8	
肌	tɕi1	
肓	huɑ̃1	
肖	siæ5	不～
肘	tʂ𐞢ʏ3	
肚	dᵊu4	～皮
肛	kɑ̃1	～門
肜	ɦioŋ2	
肝	kø1	～油
肝	kø1	
股	kᵊu3	～東
肢	tʂʯ1	四～
肥	vi2	
肩	tɕiɛ1	
肪	fɑ̃1	
肫	tʂən1	
肯	kʰən3	
肱	koŋ1	
育	ioʔ7	
肴	ɦiæ2	
肸	ɕiəʔ7	
肺	fi5	
胃	ɦuᴇ6	～口
胄	dʐ𐞢ʏ6	
背	pᴇ5	～心
胍	kᵊu1	
胎	tʰᴇ1	
胏	tsɿ3	
胖	pʰɑ̃5	
胖	bø2	
胗	tʂən3	
胚	pʰᴇ1	
胝	ti1	
胞	pæ1	
胠	tɕʰy1	
胠	tɕʰy3	
胡	ɦᵊu2	姓
胤	yən3	
胥	si1	～門
胭	iɛ1	
胯	kʰuo5	～下
胱	kuɑ̃1	膀～
胳	kɑʔ7	白讀：～辣叉。
胷	ɕioŋ1	
胸	ɕioŋ1	
胹	əl2	
胼	biɛ4	
能	nən2	～幹
胾	tsɿ5	
脂	tʂʯ1	胭～
脅	ɕiəʔ7	～助
脆	tsʰᴇ5	～梅
脇	ɕiəʔ7	
脈	mɑʔ8	
脈	məʔ8	
脉	mɑʔ8	
脊	tsiəʔ7	背梁～骨
脖	bəʔ8	
腳	tɕiɑʔ7	
脛	tɕiɪn5	
脛	tɕiɪn3	
脝	hən1	膨～
脞	tsʰᵊu5	
脡	tʰiɪn3	
脢	mᴇ2	
脧	tsʰiɛ1	～光荸薺。疑非本字
脧	tsiɛ1	
脩	s𐞢ʏ1	束～
脬	pʰæ1	豬尿～
脯	fv̩3	
脰	d𐞢ʏ6	
脫	tʰəʔ7	奪～
脹	tʂã5	
脾	bi2	～氣
腆	tʰiɛ3	
腊	siəʔ7	
腊	laʔ8	
腋	ɦiəʔ8	
腎	ʐən4*	
腐	vv̩4	
腐	vv̩6	
腑	fv̩3	
腒	tɕy1	
腓	fi1	
腓	vi2	
腔	tɕʰiɑ̃1	南～北調
腕	uø3	手～
腠	tsʰ𐞢ʏ5	
腥	siɪn1	
腦	næ4	～子
腫	tʂoŋ3	
腮	sᴇ1	魚个～
腯	dəʔ8	
腰	iæ1	～子
腳	tɕiɑʔ7	～踏實地
腴	ɦy2	
腷	piəʔ7	
腸	dʐã2	肚～
腹	foʔ7	
膩	ȵi6	
腿	tʰᴇ3	火～
膀	bɑ̃2	
膀	pʰɑ̃1	蹄～。讀音據《集韻》：鋪郎切
膂	li4	
膈	kəʔ7	
膊	poʔ7	赤～
膋	læ2	
膏	kæ1	～藥
膚	fv̩1	皮～
膛	dɑ̃2	
膜	moʔ8	
膝	siəʔ7	
膝	siəʔ7	～褲
膠	kæ1	白讀：～水、牛皮～
膠	tɕiæ1	
膨	bã2	～脹
膩	ȵi6	聲調類推自《廣韻》
膰	vɛ2	
膳	ʐø6	
膴	fv̩3	
膺	iɪn1	
膽	tɛ3	
膾	kuᴇ5	
膿	noŋ2	～血
臀	dən2	坐～
臂	pi5	～巴（～膊）
臆	iəʔ7	
臈	lɑʔ8	
臉	liɛ4	
臊	sæ1	
臌	kᵊu3	
臍	dzi2	
臍	zi2	～帶
臘	laʔ8	～梅花
臚	lᵊu2	
臛	hoʔ7	
臞	dʑy2	
臟	dzɑ̃2	
臟	dʐã6	
臟	zɑ̃6	～湯
臠	lø6	
臣	dʐən2	
臥	ŋᵊu6	
臧	tsɑ̃1	姓
臨	liɪn2	
自	zɿ6	
臬	ȵiəʔ8	
臭	tʂʰ𐞢ʏ5	～乳腐
臭	ɕiʏ5	
臲	ȵiəʔ8	～卼，指惶惶不安
至	tʂʯ5	
致	tʂʯ5	
臶	tsiɛ5	
臺	dᴇ2	戲～
臻	tsən1	
臼	dʑiʏ6	
臼	dʑiʏ4	石～
臾	ɦy2	
舀	ɦiæ4	～一碗水
舀	kʰæ3	白讀：～水家生。
舁	ɦy2	
舂	tʂʰoŋ1	
舂	ʂoŋ1	聲調類推
舄	siəʔ7	
舅	dʑiʏ6	
舅	dʑiʏ4	娘～
與	ɦy4	～分
與	y3	
興	ɕiɪn1	～盛
興	ɕiɪn5	
舉	tɕy3	
舊	dʑiʏ6	
舊	dʑiʏ6	～收貨
舌	ʐəʔ8	
舍	ʂɑ5=	(書)
舒	ʂʯ1	～服
舔	tʰiɛ3	
舖	pʰu5	店～
舘	kuø3	旅～
舛	tʂʰø3	
舜	ʂən5	
舝	ɦiaʔ8	
舞	vv̩4	
舟	tʂ𐞢ʏ1	
舠	tæ1	
舢	sɛ1	
舥	po1	
航	ɦɑ̃2	～船
舫	fɑ̃3	
舫	fɑ̃5	
般	pɛ1	一～
般	pø1	
舲	liɪn2	
舳	dʐoʔ8	
舵	dᵊu6	
舶	pʰoʔ7	～來品
舶	boʔ8	
舷	ɦiɛ2	
舸	kʰᵊu3	
船	ʐø2	
艇	tʰiɪn3	
艎	ɦuɑ̃2	
艘	sæ1	
艙	tsʰɑ̃1	船～
艛	l𐞢ʏ2	
艟	doŋ2	
艣	lᵊu4	
艦	tɕʰiɛ3	軍～
艨	moŋ2	
艫	lᵊu2	
艭	ʂɑ̃1	
艮	kən5	
良	liã2	～民
艱	kɛ1	～難
艱	tɕiɛ	
色	səʔ7	顔～
艴	fəʔ7	
艸	kuɛ5	
艻	ləʔ8	
艾	ŋᴇ6	
艿	nɑ4	
芃	boŋ2	
芄	ɦuø2	
芈	mi4	
芊	tsʰiɛ1	
芋	y5	
芍	ʐɑʔ8	～藥
芎	tɕʰioŋ1	川～
芎	koŋ1	
芑	tɕʰi3	
芒	mɑ̃2	
芘	pi5	
芙	vv̩2	～蓉
芝	tʂʯ1	
芟	sᴇ1	
芡	tɕʰiɛ3	
芡	tɕʰiɛ5	～實
芣	v𐞢ʏ2	
芤	kʰ𐞢ʏ1	
芥	kɑ5	白讀：～菜
芥	tɕiɑ5	
芩	dʑiən2	
芫	ɦiø2	
芬	fən1	～芳
芭	po1	～蕉扇
芮	zᴇ6	
芯	siɪn1	燈～
芰	dʑi6	
花	huo1	
花	ho1	
芳	fɑ̃1	
芷	tʂʯ3	白～
芸	ɦyən2	～香
芹	dʑiən2	～菜
芻	tsʰᵊu1	
芼	mæ6	
芽	ŋɑ2	白讀
芽	iɑ1	
芾	fəʔ7	
苐	di2	同“第”或“荑”
苑	ȵiø4	
苑	ɦiø4	理論上應讀[iø51]
苒	ʐø4	
苓	liɪn2	
苔	dᴇ2	
苕	diæ2	
苗	miæ2	
苙	liəʔ8	
苛	kʰᵊu1	
