#漢字	音標	解釋
㓤	kʰiak7	【替字】生氣。~氣走，悻悻地離開。
縍	poŋ3	
縎	kuk7	【替字】結實、緊的。扭~，用勁扭結實。編~來，編織得緊密。
縎	kut7	
縐	tsiu5	
縑	kiam1	
縓	nian2	
縓	tsʰan1	
縕	vun1	
縗	soi1	
縗	tsʰui1	
縘	he5	
縚	tʰau1	
縛	pʰiok7	
縝	tʃin3	
縞	kau3	
縟	iuk8	
縡	tsai3	
縢	tʰen2	
縣	ian5	
縩	tsʰai5	
縩	tse5	
縫	fuŋ2	
縫	pʰuŋ3	
縫	pʰuŋ2	
縭	li2	
縮	suk7	
縯	ian5	
縰	sai3	
縱	tsiuŋ1	
縱	tsiuŋ3	
縲	lui2	
縲	lui5	
縳	tʃʰon5	
縵	man5	
縶	tʃɿ5	
縷	leu3	
縹	pʰiau5	
縺	lien2	
縻	mi2	
縼	sien5	
總	tsuŋ3	
績	tsiak7	
績	tsʰiak8	
績	tsit7	
繀	sui5	
繁	fan2	
繂	lut8	
繃	pen1	
繄	i1	
繅	sau1	
繆	meu2	
繇	iu2	
繇	iau2	
繈	kioŋ3	
繒	tsen1	
織	tʃit7	
繕	ʃan5	
繖	san3	
繖	ʃan3	
繘	iut8	
繘	kit7	
繙	fan1	
繚	liau2	
繜	tsun1	
繞	niau2	
繡	siu5	
繢	kʰui5	
繩	ʃun2	
繩	ʃin2	
繪	fi5	
繪	fui5	
繪	kʰui5	
繫	he5	
繭	kian3	
繮	kioŋ1	
繰	sau1	
繳	kiau3	
繴	pʰit7	
繵	tʃʰan2	
繶	it7	
繸	sui5	
繹	it8	
繻	si1	
繻	sui1	
繼	ki5	
繽	pin1	
繾	kʰian3	
繿	lam5	
纁	hiun1	
纂	tson3	
纆	met8	
纇	lui5	
纈	kiet7	
纊	kʰuoŋ3	
續	siuk8	
纎	siam2	
纏	tʃʰan2	
纑	lu2	
纒	tʃʰan2	
纓	in1	
纔	tsʰai2	
纕	sioŋ1	
纖	siam2	
纚	li5	
纛	tʰau5	
纜	lam5	
缶	feu3	
缸	koŋ1	
缺	kʰiet7	
缺	kʰet7	
缻	feu3	
缽	pat7	
缾	pʰin2	
罀	tʰiau5	
罄	kʰin5	
罅	la5	
罇	tsun1	
罈	tʰam2	
罋	vuŋ5	
罌	aŋ1	
罌	in1	
罍	lui2	
罎	tʰam2	
罐	kuon5	
罔	mioŋ3	
罔	voŋ3	
罕	hon3	
罘	feu2	
罝	tsia1	
罞	muŋ2	
罞	meu5	
罟	ku1	
罠	min2	
罡	koŋ1	
罣	kua5	
罤	tʰi2	
罥	kian1	
罦	fu2	
罧	sem1	
罨	iam3	
罩	tsau5	
罪	tsʰui5	
罫	kua5	
置	tʃɿ5	
罰	fat8	
罱	lam3	
署	ʃu3	
罳	sɿ1	
罵	ma5	
罶	liu3	
罷	pʰa5	
罹	li2	
罾	tsen1	
罿	tʃʰuŋ1	
羂	kian1	
羅	lo2	
羆	pʰi2	
羇	ki1	
羈	ki1	
羉	lan2	
羊	ioŋ2	
羌	kioŋ1	
羍	tat7	
美	mi1	
美	mui1	
羐	iu5	
羑	iu5	
羒	fun1	
羓	pa1	
羔	kau1	
羕	ioŋ5	
羚	lin2	
羜	tu3	
羝	ti1	
羞	siu1	
羣	kʰiun2	
羣	kʰiun2	
羨	sien5	
義	ȵi5	
羭	i2	
羮	kaŋ1	
羯	kiet7	
羲	hi1	
羴	ʃan1	
羴	tʃan1	
羶	ʃan1	
羶	tʃan1	
羸	lui2	
羹	kaŋ1	
羼	tsʰan3	
羽	i3	
翀	tʃʰuŋ1	
翁	vuŋ1	
翂	fun1	
翅	tʃʰɿ5	
翅	tʃʰi5	
翊	it8	
翌	it8	
翍	pʰi1	
翎	lin2	
翏	liu5	
習	sip8	
翔	sioŋ2	
翕	hip7	
翜	sep7	
翟	tʰit8	
翠	tsʰui5	
翡	fi5	
翡	fui5	
翣	tsʰiap7	
翥	tʃu5	
翦	tsien3	
翩	pʰien1	
翪	tsuŋ1	
翫	ŋan5	
翬	fi1	
翬	fui1	
翮	kak7	【替字】~心肉，瘦肉。
翰	hon5	
翱	ŋau2	
翳	i5	
翹	kʰiau2	
翹	kʰiau3	
翹	hiau5	【重定向】~起。
翻	fan1	
翻	pʰon1	
翼	it8	
翾	sien2	
翾	fan2	
耀	iau5	
老	lau3	
考	kʰau3	
耄	mau3	
者	tʃa3	
耆	kʰi2	
耇	keu3	
耋	tiet7	
而	i2	
耍	ʃa3	
耍	sa3	
耎	nion1	
耏	nai5	
耏	i2	
耐	nai5	
耑	ton1	
耒	loi3	
耕	kaŋ1	
耖	tsʰau5	
耗	hau1	
耗	ho1	
耘	iun2	
耙	pʰa2	
耜	sɿ5	
耝	tsʰɿ2	
耞	ka1	
耡	tsʰɿ2	
耤	sit8	
耦	ȵeu3	
耨	neu5	
耩	koŋ3	
耬	leu2	
耰	iu2	
耳	ȵi3	
耴	tʃap7	
耵	tin3	
耶	ia2	
耷	tʰap7	
恥	tʃʰɿ3	
恥	tʃʰi3	
耼	tam1	
耽	tam1	
耽	tam5	
耿	kuen3	
聃	tam1	
聆	lin2	
聊	liau2	
聒	kuat7	
聖	ʃin5	
聘	pʰin3	
聚	tsʰi5	
聞	vun2	
聦	tsʰuŋ1	
聧	kʰui2	
聫	lien1	
聮	lien1	
聯	lien2	
聰	tsʰuŋ1	
聱	ŋau2	
聲	ʃaŋ1	
聳	tsiuŋ3	
聶	niap7	
職	tʃit7	
聽	tʰaŋ1	
聽	tʰen1	
聽	tʰin5	
聾	luŋ1	
肂	i5	
肄	i5	
肅	suk7	
肆	si5	
肇	ʃau5	
肈	ʃau5	
肉	niuk7	
肋	let8	
肋	lit8	
肌	ki1	
肐	it7	
肓	foŋ1	
肕	niun5	
肖	siau5	
肘	tsiu3	
肚	tu3	
肛	koŋ1	
肜	iuŋ2	
肝	kon1	
股	ku3	
肢	tʃɿ1	
肥	pʰi2	
肥	pʰui2	
肦	pan1	
肧	pʰi1	
肨	pʰoŋ5	
肩	kian1	
肩	kin1	
肪	foŋ1	
肫	tʃun1	
肫	tʰun2	
肬	iu2	
肯	hen3	
肯	kʰen3	
育	iuk7	
肳	vut7	
肴	ŋau2	
肶	pʰi2	
肺	fi5	
肺	pʰui5	
胃	vi5	
胃	vui5	
胄	tsʰiu5	
胈	pʰat8	
胊	ki1	
背	pʰoi3	
背	pʰoi5	
背	pi5	
胎	tʰoi1	
胏	tsi3	
胖	pʰan5	
胘	hien1	
胙	tsʰɿ5	
胚	pʰi1	
胚	pʰoi1	
胛	kap7	
胝	tʃʰɿ2	
胝	tʃʰi2	
胞	pau1	
胟	mu3	
胟	meu3	
胡	fu2	
胤	in5	
胥	si1	
胭	ian1	
胮	pʰoŋ1	
胮	pʰoŋ5	
胮	pʰaŋ1	
胯	kʰua5	
胰	i2	
胱	kuoŋ1	
胱	kuaŋ1	
胱	kuet7	【替字】腫脹。牙痛啜角脹~~。肚~~。
胲	koi1	
胳	kok7	
胴	tʰuŋ5	
胵	tʃʰɿ1	
胵	tʃʰi1	
胸	hiuŋ1	
胹	i2	
能	nen2	
脀	tʃin1	
脁	tʰiau1	
脂	tʃɿ1	
脃	tsʰoi5	
脃	tsʰioi5	
脆	tsʰoi5	
脆	tsʰioi5	
脇	hiap8	
脈	mak7	
脉	mak7	
脊	tsit7	
脖	pʰut8	
脗	vut7	
脘	kuon3	
脚	kiok7	
脛	kin1	
脛	kʰin1	
脝	hen1	【替字】刺鼻惡臭。臭屎~，屎一樣惡臭。
脞	tsʰo5	
脡	tʰin3	
脢	moi2	
脣	ʃun2	
脧	tsun1	
脩	siu1	
脫	tʰot7	
脬	pʰau1	
脯	pʰu3	
脯	pʰu2	
脰	tʰeu5	
脹	tʃoŋ5	
脽	ʃui2	
脾	pʰi2	
脾	pi1	
腆	tien3	
腇	nui3	
腈	tsiaŋ1	
腊	sit7	
腋	it8	
腌	iap7	
腍	nem2	
腍	im3	
腎	ʃin5	
腐	fu5	
腑	fu3	
腓	fi1	
腓	fui1	
腓	pʰi2	
腓	pʰui2	
腔	kʰioŋ1	
腕	von3	
腛	io5	
腠	tsʰeu5	
腡	lo2	
腢	ȵi2	
腥	siaŋ1	
腦	nau3	
腩	ȵem5	
腩	nam1	
腩	nem2	
腫	tʃuŋ3	
腭	ŋok8	
腮	soi1	
腯	tʰun3	
腯	tʰut7	
腰	iau1	
腱	kʰian5	
腳	kiok7	
腴	i2	
腸	tʃʰoŋ2	
腹	puk7	
腿	tʰui3	
膀	poŋ3	
膁	hiam1	【替字】本字爲「薟」。強烈刺鼻難聞的味道。尿缸~，尿缸臭。鹹魚有~味 ，鹹魚有辛臭味。
膂	li3	
膇	tʃui5	
膈	kak7	
膊	pok7	
膋	lau2	
膍	pʰi2	
膏	kau1	
膏	ko1	
膘	piau1	
膚	fu1	
膛	tʰoŋ2	
膜	mok8	
膝	tsʰit7	
膟	lut8	
膠	kau1	
膢	leu2	
膥	tʃʰun1	
膨	pʰaŋ2	
膩	ȵi5	
膲	tsiau1	
膳	ʃan5	
膷	hioŋ1	
膺	in1	
膽	tam3	
膾	kʰuai5	
膿	nuŋ2	
臀	tʰun2	
臁	liam2	
臂	pi3	
臃	iuŋ1	
臈	lap8	
臉	lien1	
臊	sau1	
臌	ku3	
臍	tsʰi2	
臏	pin5	
臕	piau1	
臘	lap8	
臙	ian1	
臚	lu2	
臝	kʰo3	
臟	tsʰoŋ5	
臠	lan2	
臣	ʃin2	
臣	tʃʰin2	
臥	ŋo3	
臧	tsoŋ1	
臨	lim2	
臨	lim3	
自	tsʰɿ5	
臬	ȵet7	
臭	tʃʰu5	
臭	tʃʰiu5	
臲	niap7	
臲	ȵet7	
至	tʃɿ5	
致	tsi5	
臶	tsien5	
臺	tʰoi2	
臻	tsin1	
臼	kʰiu1	
臾	i2	
臿	tsʰap7	
舀	iau3	
舁	i2	
舂	tsʰuŋ1	
舄	sit7	
舅	kʰiu1	
與	i1	
與	i2	
與	i5	
興	hin1	
興	hin3	滿足開心。我係~，我很開心。
興	hin5	
舉	ki3	
舊	kʰiu3	
舋	hin5	
舌	ʃat8	
舍	ʃa3	
舍	ʃa5	
舐	ʃe1	
舐	se1	
舐	ʃai1	
舒	ʃu1	
舔	tʰiam3	
舖	pʰu5	
舘	kuon3	
舚	tʰam1	
舛	tʃʰon3	
舜	ʃun5	
舞	mu3	
舞	vu3	
舟	tʃu1	
舟	tʃiu1	
舠	tau1	
舡	ʃon2	
舥	pa1	
航	hoŋ2	
般	pan1	
舳	tʃʰuk8	
舴	tsak7	
舵	tʰo5	
舷	hien2	
船	ʃon2	
艄	sau1	
艇	tʰiaŋ5	
艇	tʰin3	
艌	niam5	
艎	foŋ2	
艏	ʃu3	
艏	ʃiu3	
艐	tsuŋ1	
艑	pien3	
艓	tʰiap8	
艖	tsʰa1	
艗	it7	
艘	seu1	
艙	tsʰoŋ1	
艚	tsʰau2	
艢	sioŋ2	
艤	ȵi5	
艥	tsiap7	
艦	kam5	
艨	muŋ2	
艫	lu2	
艮	ken5	
良	lioŋ2	
艱	kian1	
色	set7	
艶	iam5	
艷	iam5	
艸	tsʰau3	
艽	keu1	
艾	ȵe5	
艾	ȵiai5	
芀	tʰiau2	
芃	pʰuŋ3	
芄	ian2	
芊	tsʰien1	
芋	i5	
芍	ʃok8	
芎	kiuŋ1	
芒	mioŋ2	
芒	moŋ2	
芙	fu2	
芝	tʃɿ1	
芟	san1	
芣	pʰi1	
芥	kʰe5	
芥	kiai5	
芥	kai5	
芨	kʰip7	
芩	kʰim2	
芫	nian2	
芬	fun1	
芭	pa1	
芮	nui5	
芰	kʰi3	
花	fa1	
芳	foŋ1	
芷	tʃɿ3	
芷	tʃʰɿ3	
芷	tʃʰi3	
芸	iun2	
芹	kʰiun2	
芻	tsʰɿ1	
芼	mau3	
芽	ŋa2	
芾	fi5	
芾	fui5	
苐	tʰi5	
苑	ian3	
苒	niam3	
苓	lin2	
苔	tʰoi2	
苕	tʰiau2	
苗	miau2	
苙	lip8	
苛	ho2	
苜	muk7	
苞	pau1	
苞	pʰau1	
苟	keu3	
苠	min2	
苡	i3	
苤	pʰi1	
若	iok8	
苦	fu3	
苦	kʰu3	
苧	tʃʰu1	
英	in1	
苳	tuŋ1	
苴	tsɿ1	
苶	niap7	
苷	kam1	
苹	pʰin2	
苻	pʰu2	
苽	ku1	
苾	pit7	
茀	fut7	
茁	tʃot7	
茂	miau5	
范	fam5	
茄	kʰio2	
茅	mau2	
茅	pau3	
茆	mau3	
茇	pʰat8	
茈	tsɿ3	
茉	mat8	
茗	miaŋ2	
茜	tsʰien5	
茢	liet8	
茦	tsʰet7	
茨	tsʰɿ2	
茩	keu3	
茫	moŋ2	
茭	kau1	
茯	fuk8	
茱	tʃu1	
茲	tsɿ1	
茴	fi2	
茴	fui2	
茵	in1	
茶	tsʰa2	
茸	iuŋ2	
茹	i2	
茹	ku1	
荀	sun2	
荁	fan2	
荃	tsʰien2	
荄	koi1	
荅	tap7	
荈	tʃʰon3	
草	tsʰau3	
荊	kin1	
荍	kʰiau2	
荐	tsien5	
荑	tʰi2	
荒	foŋ1	
荓	pʰin2	
荔	li5	
荳	tʰeu5	
荷	ho2	
荷	kʰai1	【重定向】~水，挑水。
荸	pʰut8	
荻	tʰit8	
荼	tʰu2	
荽	sui1	
莀	nuŋ2	
莅	li5	
莆	pʰu2	
莉	li5	
莊	tsoŋ1	
莌	tʰot7	
莍	kʰiu2	
莎	so1	
莏	so1	
莓	moi2	
莖	kin1	
莖	kuaŋ1	
莖	kuaŋ3	
莘	sin1	
莙	kʰiun2	
莚	ian2	
莛	tʰin2	
莞	kuon3	
莠	siu5	
莢	kiap8	
莦	sau1	
莧	han5	
莨	lioŋ2	
莩	fu1	
莪	ŋo2	
莫	mok8	
莽	maŋ3	
莿	tsʰɿ5	
菁	tsiaŋ1	
菂	tit7	
菅	kian1	
菅	kuon1	
菆	tseu1	
菉	liuk8	
菊	kʰiuk7	
菌	kʰiun2	
菑	tsɿ1	
菓	kuo3	
菖	tʃʰoŋ1	
菘	siuŋ1	
菜	tsʰoi5	
菝	pʰat8	
菟	tʰu5	
菠	po1	
菢	pʰau5	
菤	kian3	
菥	sit7	
菩	pʰu2	
菪	tʰoŋ5	
菫	kiun3	
華	fa2	
菰	ku1	
菱	lin2	
菲	fi1	
菲	fui1	
菴	am1	
菸	ian1	
菹	tsɿ1	
菻	ma2	
菽	ʃuk7	
萁	ki1	
萃	tsʰui5	
萄	tʰau2	
萆	pi1	
萆	pi5	
萇	tʃʰoŋ2	
萊	loi2	
萋	tsʰi1	
萌	men2	
萍	pʰin2	
萎	vi3	
萎	vui3	
萏	tʰam3	
萩	tsʰiu1	
萬	van5	
萱	sien1	
萱	hien1	
萹	pien1	
萼	ŋok8	
落	lok8	
葆	pau3	
葈	sai3	
葉	iap8	
葍	fuk7	
葍	pʰet8	
葑	fuŋ1	
著	tʃu5	
著	tsu5	
葚	ʃim5	
葛	kot7	
葠	sem1	
葡	pʰu2	
葢	koi5	
董	tuŋ3	
葦	vi3	
葦	vui3	
葩	pa1	
葫	fu2	
葬	tsoŋ5	
葭	ka1	
葯	iok8	
葱	tsʰuŋ1	
葳	vi1	
葳	vui1	
葵	kʰui2	
葶	tʰin2	
葷	fun1	
葸	sai3	
葺	sip8	
葺	tsʰip8	
葼	tsuŋ1	
葽	iau1	
蒂	ni5	
蒂	ti5	
蒐	seu1	
蒔	ʃɿ5	
蒙	muŋ2	
蒜	son5	
蒞	li5	
蒢	tʃʰu2	
蒨	tsʰien5	
蒭	tsʰɿ1	
蒯	kʰuai5	
蒱	pʰu2	
蒲	pʰu2	
蒷	iun2	
蒸	tʃin1	
蒹	kiam1	
蒺	tsʰit8	
蒻	niok8	
蒼	tsʰoŋ1	
蒿	hau1	
蒿	kau1	
蓀	sun1	
蓁	tsin1	
蓂	men2	
蓄	hiuk7	
蓆	tsʰiak8	
蓉	iuŋ2	
蓊	vuŋ5	
蓋	koi5	
蓍	ʃɿ1	
蓏	kʰo3	
蓐	iuk8	
蓑	so1	
蓓	pʰi5	
蓓	pʰui5	
蓪	tʰuŋ1	
蓬	pʰuŋ2	
蓮	lien2	
蓰	sai3	
蓳	kiun3	
蓴	sun2	
蓺	ȵi5	
蓼	liau3	
蓽	pit7	
蓿	siuk7	
蔀	pʰiau3	
蔆	lin2	
蔇	ki5	
蔋	tʰit7	
蔌	suk7	
蔑	met7	
蔓	man5	
蔔	pʰet8	
蔕	tai5	
蔕	ni5	
蔕	ti5	
蔗	tʃa5	
蔘	sem1	
蔚	vi3	
蔚	vui3	
蔞	leu2	
蔟	tsʰuk8	
蔡	tsʰai5	
蔣	tsioŋ1	
蔤	met8	
蔥	tsʰuŋ1	
蔦	niau3	
蔫	ian1	
蔬	sɿ1	
蔭	im5	
蔭	nim5	
蔴	ma2	
蔽	pi5	
蔿	vi3	
蔿	vui3	
蕁	tʰam2	
蕃	fan2	
蕃	fan1	
蕆	tʃʰan3	
蕉	tsiau1	
蕊	lui3	
蕋	lui3	
蕎	kʰiau2	
蕒	mak7	
蕓	iun2	
蕘	niau2	
蕘	nio1	
蕝	tsʰiet8	
蕞	tsui5	
蕡	fun2	
蕢	kʰui5	
蕤	sui1	
蕨	kiet7	
蕩	tʰoŋ3	
蕪	vu2	
蕬	sɿ1	
蕭	siau1	
蕳	kian1	
蕷	i5	
蕸	ha2	
蕼	si5	
蕾	lui3	
薀	vun3	
薁	iuk7	
薄	pʰok8	
薅	kau1	
薆	oi5	
薈	ve5	
薌	hioŋ1	
薏	i5	
薑	kioŋ1	
薔	sioŋ2	
薔	sep7	
薖	kʰo1	
薘	tʰat8	
薙	tʃʰɿ3	
薙	tʃʰi3	
薛	siet7	
薜	pʰit7	
薟	liam5	
薟	hiam1	【重定向】強烈刺鼻難聞的味道。尿缸~，尿缸臭。鹹魚有~味 ，鹹魚有辛臭味。
薤	hai5	
薦	tsien5	
薨	fen2	
薨	ven2	
薨	kʰuen2	
薨	fun1	
薩	sat7	
薪	sim1	
薪	sin1	
薯	ʃu2	
薰	hiun1	
薱	tui5	
薳	vi1	
薳	vui1	
薶	mai2	
薸	pʰiau2	
薹	tʰoi2	
薿	ȵi3	
藂	tsʰuŋ2	
藇	si5	
藉	tsia5	
藊	pien3	
藋	tʰiau5	
藍	lam2	
藎	tsin5	
藏	tsʰoŋ2	
藏	tsʰoŋ5	
藐	miau3	
藕	ȵeu3	
藙	ȵi5	
藚	siuk8	
藝	ȵi5	
藟	lui3	
藠	kʰiau1	
藤	tʰen2	
藥	iok8	
藨	pʰau2	
藩	fan2	
藩	fan1	
藪	teu5	
藫	tʰam2	
藷	ʃu2	
藹	ai5	
藺	nin5	
藻	tsau3	
藼	sien1	
藼	hien1	
藾	lai5	
藿	kʰok7	
蘀	tʰok8	
蘂	lui3	
蘄	kʰi2	
蘆	lu2	
蘇	sɿ1	
蘉	moŋ2	
蘊	vun3	
蘋	pʰin2	
蘖	ȵet7	
蘗	pak7	
蘙	i5	
蘚	sien3	
蘝	liam5	
蘢	luŋ2	
蘨	iu2	
蘨	iau2	
蘭	lan2	
蘸	tsiam3	
蘹	fai2	
蘺	li2	
蘿	lo2	
虌	piet7	
虍	fu1	
虎	fu3	
虐	niok7	
虔	kʰian2	
處	tʃʰu3	
處	tʃʰu5	
處	tsʰu5	
虖	fu1	
虛	hi1	
虜	lu1	
虞	ȵi2	
虞	ŋ̍2	
號	hau1	
號	hau2	
號	hau5	
虣	pʰau5	
虥	tsʰan3	
虧	kʰui1	
虩	hit7	
虫	tʃʰuŋ2	
虬	kʰiu2	
虯	kʰiu2	
虰	ten1	
虱	set7	
虹	fuŋ2	
虺	fi3	
虺	fui3	
虺	foi3	
虺	vui3	
蚆	pa1	
蚇	tʃʰak7	
蚉	mun1	
蚊	mun1	
蚋	nui5	
蚌	pʰoŋ1	
蚌	pʰoŋ3	
蚍	pʰi2	
蚑	kʰi2	
蚓	in3	
蚖	nian2	
蚝	tsʰɿ5	
蚡	fun3	
蚢	kʰoŋ1	
蚣	kuŋ1	
蚤	tsau3	
蚧	kiai5	
蚧	kʰe3	
蚨	fu2	
蚪	teu3	
蚰	iu2	
蚱	tsak7	
蚳	tʃʰɿ2	
蚳	tʃʰi2	
蚶	ham1	可食用的貝類。瓦棱~。毛~。~田，蚶養殖場。
蚹	fu5	
蚺	niam2	
蚻	tsap7	
蚿	hien2	
蛀	tʃu5	
蛃	piaŋ3	
蛄	ku1	
蛆	tsɿ1	
蛇	ʃa2	
蛉	lin2	
蛋	tʰan5	
蛑	meu2	
蛒	ket7	
蛓	tsʰɿ5	
蛔	fi2	
蛔	fui2	
蛙	va1	
蛙	koi2	
蛚	liet8	
蛛	tʃu1	
蛜	i1	
蛟	kau1	
蛡	hi3	
蛤	kʰap7	
蛤	kap7	
蛤	kop7	
蛦	i2	
蛩	kʰiuŋ2	
蛬	kʰiuŋ2	
蛭	tʃit7	
蛸	siau1	
蛹	iuŋ3	
蛺	kiap7	
蛻	tʰui5	
蛾	ŋo2	
蜀	tʃuk7	
蜂	fuŋ1	
蜂	pʰuŋ1	
蜂	puŋ1	
蜃	ʃin3	
蜃	tʃin3	
蜄	tʃin3	
蜆	han5	
蜇	tʃat7	
蜈	ŋ̍2	
蜉	feu2	
蜍	ʃu2	
蜍	tʃʰu2	
蜎	kian1	
蜑	tʰan5	
蜓	tʰin2	
蜘	tʃɿ1	
蜚	fi1	
蜚	fui1	
蜜	met8	
蜝	kʰi2	
蜞	kʰi2	
蜟	iuk7	
蜡	tsa5	
蜢	maŋ3	
蜣	kioŋ1	
蜥	sit7	
蜦	lun2	
蜩	tʰiau2	
蜰	fi2	
蜰	fui2	
蜰	pʰi3	
蜰	pʰui3	
蜱	pi1	
蜳	tun1	
蜹	nui5	
蜺	ȵi2	
蜻	tsin1	
蜻	tsʰin1	
蝀	tuŋ5	
蝃	ti5	
蝌	kʰo1	
蝍	tsit7	
蝎	hot7	
蝎	hiet7	
蝕	ʃat8	
蝗	foŋ2	
蝘	ian3	
蝙	pien1	
蝛	vi1	
蝛	vui1	
蝟	vi5	
蝟	vui5	
蝠	fuk7	
蝠	pʰet8	
蝠	pʰit8	
蝡	nion1	
蝣	iu2	
蝤	tsʰiu2	
蝥	meu3	
蝦	ha2	
蝨	set7	
蝮	puk7	
蝱	maŋ1	
蝴	fu2	
蝶	tʰiap8	
蝶	iak8	
蝶	iap8	
蝻	nam2	
螂	loŋ2	
螃	pʰoŋ2	
螄	sɿ1	
螈	nian2	
螌	pan1	
融	iuŋ2	
螎	iuŋ2	
螓	tsʰin2	
螗	tʰoŋ2	
螙	tu5	
螞	ma1	
螟	men2	
螢	in2	
螢	iam3	
螣	tʰen2	
螫	sit7	
螬	tsʰau2	
螮	ti5	
螯	ŋau2	
螰	luk8	
螳	tʰoŋ2	
螵	pʰiau1	
螺	lo2	
螻	leu1	
螽	tʃuŋ1	
螾	in3	
螿	tsioŋ1	
蟀	sut7	
蟁	mun1	
蟅	tʃa5	
蟆	ma2	
蟇	ma2	
蟋	sit7	
蟋	tsit7	
蟒	maŋ3	
蟚	pʰaŋ2	
蟜	kiau3	
蟠	pʰan2	
蟢	ʃan5	
蟧	lau2	
蟪	fi5	
蟪	fui5	
蟬	ʃam2	
蟬	sam2	
蟯	niau2	
蟲	tʃʰuŋ2	
蟹	hai3	
蟺	ʃan5	
蟾	ʃam2	
蠁	hioŋ3	
蠃	lo2	
蠅	in2	
蠆	tsʰai5	
蠇	tsʰai5	
蠋	tʃuk7	
蠍	hiet7	
蠐	tsʰi2	
蠑	in2	
蠒	kian3	
蠓	muŋ2	
蠔	hau2	
蠔	ho2	
蠕	nion1	
蠖	vok7	
蠙	pin1	
蠚	kʰok7	
蠛	met7	
蠜	fan2	
蠟	lap8	
蠡	li3	
蠢	tʃʰun3	
蠣	li5	
蠨	siau1	
蠩	tʃu1	
蠭	fuŋ1	
蠲	kian1	
蠵	hi1	
蠶	tsʰam2	
蠹	tu5	
蠻	man2	
蠾	tʃuk7	
血	hiet7	
衁	foŋ1	
衂	nuk8	
衃	pʰi1	
衄	nuk8	
衆	tʃuŋ5	
衈	ȵi5	
衉	kʰak7	
衊	met7	
行	haŋ2	
行	hen5	足以表現品質的行爲舉止。德~。惡~。
行	hoŋ2	
衍	ian3	
衎	kʰan3	
術	ʃut8	
衕	tʰuŋ5	
街	ke1	
街	kai1	
街	kiai1	
衘	ham2	
衙	ŋa2	
衚	fu2	
衛	vi5	
衛	vui5	
衜	tʰau5	
衝	tʃʰuŋ1	
衞	vi5	
衞	vui5	
衠	tʃun1	
衡	fen2	
衢	kʰi1	
衢	hi1	
衣	i1	
衣	i5	
表	piau3	
衩	tsʰai5	
衫	sam1	
衭	fu1	
衯	fun1	
衰	soi1	
衰	sui1	
衲	nap8	
衵	ȵit8	
衷	tʃʰuŋ1	
衺	sia2	
衽	im5	
衽	nim5	
衾	kʰim1	
衿	kʰim1	
袀	kiun1	
袁	ian2	
袂	mi5	
袈	ka1	
袊	liaŋ5	
袋	tʰoi5	
袍	pʰau2	
袒	tʰan3	
袖	tsʰiu5	
袗	tʃin3	
袙	pʰa5	
袚	pʰat8	
袛	ti1	
袛	ti3	
袜	mat7	
袝	fu5	
袞	kun2	
袞	kun3	【替字】遠指代詞。
袟	tʃit7	
袡	niam2	
袤	meu5	
袥	tʰok7	
袨	hien3	
袪	kʰi1	
袪	kʰi2	
被	pʰi1	
被	pʰi5	
袱	fuk8	
袴	fu5	
袵	im5	
袵	nim5	
袷	kap7	
袷	kiap7	
袺	kiet7	
袾	tʃu1	
袿	kui1	
裀	in1	
裁	tsʰai2	
裁	tsʰoi2	
裂	liet8	
裌	kap7	
裍	kʰun3	
裎	tʃʰin2	
裏	li1	
裏	li2	
裒	pʰiau1	
裔	i5	
裕	i5	
裘	kʰiu2	
裙	kʰiun2	
補	pu3	
裝	tʃoŋ1	
裟	sa1	
裠	kʰiun2	
裡	ȵia3	【替字】近指代詞。原文:在某些地方的讀音。
裡	ia3	【替字】近指代詞。~個，這個。
裡	ie3	【替字】近指代詞。~個，這個。
裡	le2	
裡	li1	
裡	li2	
裡	li3	
裡	i3	【替字】近指代詞。~個，這個。放~tsɿ3，放這裏。~li2來，到這裏來。
裨	pi1	
裨	pʰi1	
裩	kun3	【替字】~身衫，針織窄袖衣。
裩	kʰun3	
裪	tʰau2	
裯	tʃʰu2	
裯	tʃʰiu2	
裰	tot7	
裱	piau3	
裳	ʃoŋ2	
裶	fi1	
裶	fui1	
裸	kʰo3	
裹	kuo3	
裻	tuk7	
裼	sit7	
製	tʃɿ5	
裾	ki1	
褂	kua5	
褅	ti5	
複	fuk8	
褊	pien3	
褐	hot8	
褑	ian5	
褒	pau1	
褓	pau3	
褖	tʃʰon5	
褙	pʰoi5	
褚	tʃʰu3	
褠	keu1	
褡	tap7	
褥	iuk8	
褥	niuk8	
褦	nai5	
褪	tʰun5	
褫	tʃʰɿ3	
褫	tʃʰi3	
褰	kʰian1	
褱	fai2	
褲	fu5	
褲	kʰu5	
褳	lien2	
褵	li2	
褶	tʰiap8	
褷	sɿ1	
褷	si1	
褸	leu3	
褻	siet7	
褻	siet8	
褼	sien1	
襁	kioŋ3	
襃	pau1	
襄	sioŋ1	
襆	pʰuk7	
襋	kit7	
襍	tsʰap8	
襏	pʰat7	
襖	au3	
襗	tʰok8	
襘	kʰuai5	
襛	niuŋ2	
襜	tʃam1	
襞	pʰit7	
襟	kʰim1	
襠	toŋ1	
襡	tʃuk7	
襢	tʰan3	
襦	i2	
襧	ni3	
襩	tʃuk7	
襪	mat7	
襭	kiet7	
襮	pʰok7	
襯	tsʰaŋ5	
襲	sip8	
襲	tsʰip8	
襳	siam2	
