#漢字	音標	解釋
𧾷	tsʊʔ7	çȯ̆
揉	ɻəu5	jéu
描	miau2	miâo
提	tʰi2	ʻtî
提	ti5	tí
揔	tsuŋ1	çūm
揕	tʂɨn5	chín
揖	ɪʔ7	iė̆
揖	tsɪʔ7	çiė̆
揗	ɻʉn3	jùn
揗	ʂʉn3	xùn
揗	ʂʉn5	xún
揗	syn2	siûn
揘	xuŋ2	hûm
揚	iaŋ2	iâm
換	xuɔn5	huón
揞	ŋan3	gàn
揠	iaʔ7	iă
握	ɔʔ7	ŏ
揢	kʰɛʔ7	ʻkĕ
揣	tɔ3	tò
揣	tʂʰui3	ʻchùi
揣	tʰuɔn2	ʻtuôn
揥	tʂʰɨ5	ʻchí
揩	kʰiai1	ʻkiāi
揩	kʰiai5	ʻkiái
揫	tsiəu1	çiēu
揬	tʰʊʔ7	ʻtȯ̆
揭	kʰi5	ʻkí
揭	kiɛʔ7	kiĕ
揮	xuəi1	hoēi
揱	siau1	siāo
揲	ʂɛʔ7	xĕ
揲	iɛʔ7	iĕ
揲	tiɛʔ7	tiĕ
揳	xiɛʔ7	hiĕ
援	xuɔn5	huón
援	yɛn2	iuên
援	yɛn5	iuén
揵	kʰiɛn2	ʻkiên
揵	`kiɛn3`	kièn
揷	tʂʰaʔ7	ʻchă
搄	kəŋ1	kēm
搉	kiɔʔ7	kiŏ
搉	kʰiɔʔ7	ʻkiŏ
搊	tsʰəu1	ʻçēu
搋	tʂʰɨ3	ʻchì
損	sun3	sùn
搏	pɔʔ7	pŏ
搏	pu5	pú
搒	paŋ1	pām
搒	pʰəŋ2	ʻpêm
搓	tsʰɔ1	ʻçō
搔	sau1	sāo
搖	iau2	iâo
搡	saŋ1	sām
搢	tsin5	çín
搢	tsiɛn5	çién
搣	miɛʔ7	miĕ
搤	ŋɛʔ7	gĕ
搤	iai5	iái
搥	tui1	tūi
搦	nɛʔ7	nĕ
搦	ɻɔʔ7	jŏ
搦	nɔʔ7	nŏ
搦	nɪʔ7	niė̆
搫	pʰuɔn2	ʻpuôn
搭	tʰaʔ7	ʻtă
搮	lɪʔ7	liė̆
搰	kʊʔ7	kȯ̆
搰	kʰʊʔ7	ʻkȯ̆
搴	kʰiɛn1	ʻkiēn
搴	kiɛn3	kièn
搶	tsʰiaŋ1	ʻçiām
搶	tsʰiaŋ3	ʻçiàm
搶	tʂʰuaŋ3	ʻchoàm
搶	tʂʰuaŋ3	ʻchuàm
搷	tʂɨn5	chín
摄	niɛʔ7	niĕ
摋	saʔ7	să
摏	tʂʰuŋ1	ʻchūm
摐	tʂʰuaŋ1	ʻchoām
摐	tʂʰuaŋ1	ʻchuām
摑	kuɛʔ7	kuĕ
摑	kuɛʔ7	kuȯ̆ 校註：kuȯ 轄字同 kue，音標按 kue 轉寫
摒	piŋ5	pím
摘	tsɛʔ7	çĕ
摘	tʰɪʔ7	ʻtiė̆
摙	liɛn3	lièn
摛	tʂʰɨ1	ʻchī
摝	lʊʔ7	lȯ̆
摞	lɔ5	ló
摟	ləu2	lêu
摡	kai5	kái
摥	tʰaŋ5	ʻtám
摦	xua5	hoá
摧	tsʰui2	ʻçûi
摩	mɔ2	mô
摫	kuəi1	kuēi
摭	tʂəʔ7	chė̆
摮	ŋau2	gâo
摯	tʂɨ5	chí
摲	san1	sān
摲	ʂan1	xān
摲	ʂan5	xán
摲	siɛn1	siēn
摳	kʰəu1	ʻkēu
摳	kʰy1	ʻkiụ̄
摴	tʂʰʉ1	ʻchụ̄
摵	sɛʔ7	sĕ
摵	tsʊʔ7	çȯ̆
摶	`tʂuɛn3`	chuèn
摶	tʰuɔn2	ʻtuôn
摸	mɔʔ7	mŏ
摺	tʂɛʔ7	chĕ
摻	san1	sān
摻	ʂan1	xān
摻	san3	sàn
摻	siɛn1	siēn
摽	pʰiau1	ʻpiāo
摽	pʰiau3	ʻpiào
摽	pʰiau5	ʻpiáo
撅	kuəi5	kuéi
撆	pi5	pí
撆	pʰiɛʔ7	ʻpiĕ
撇	pi5	pí
撈	lau2	lâo
撊	`xiɛn3`	hièn
撋	ɻuɛn2	juên
撎	i5	í
撏	sin2	sîn
撐	tsʰəŋ5	ʻçém
撐	tʂʰəŋ5	ʻchém
撒	saʔ7	să
撓	xau1	hāo
撓	nau2	nâo
撓	ɻau3	jào
撓	nau3	nào
撓	nau5	náo
撕	si1	sī
撙	tsun3	çùn
撚	niɛn3	nièn
撜	tʂɨŋ3	chìm
撝	xuəi1	hoēi
撞	tʂʰuaŋ2	ʻchoâm
撞	tʂuaŋ5	choám
撞	tʂʰuaŋ2	ʻchuâm
撞	tʂuaŋ5	chuám
撟	kiau5	kiáo
撠	kɪʔ7	kiė̆
撢	in2	în
撣	tan5	tán
撣	tʂʰɛn2	ʻchên
撣	ʂɛn2	xên
撣	tʂʰɛn2	ʻchiên
撣	ʂɛn2	xiên
撤	tʂʰɛʔ7	ʻchĕ
撥	pɔʔ7	pŏ
撦	tʂʰɛ3	ʻchè
撩	liau2	leâo
撩	liau3	leào
撫	mu2	mû
撫	fu3	fù
播	pɔ3	pò
播	pɔ5	pó
撮	tsɔʔ7	çŏ
撮	tsʰɔʔ7	ʻçŏ
撰	tʂuɛn5	chuén
撰	`suɔn3`	suòn
撰	`syɛn3`	siuèn
撲	pɔʔ7	pŏ
撻	tʰaʔ7	ʻtă
撼	`xan3`	hàn
撾	tʂa1	chā
撾	tʂua1	chuā
撿	kiɛn3	kièn
擁	iuŋ3	iùm
擅	tʰan2	ʻtân
擅	ʂɛn5	xén
擅	ʂɛn5	xién
擇	tsɛʔ7	çĕ
擉	tʂʰɔʔ7	ʻchŏ
擊	kɪʔ7	kiė̆
操	tsʰau1	ʻçāo
操	tsʰau5	ʻçáo
擎	kʰiŋ2	ʻkîm
擎	kiŋ5	kím
擐	xuan5	hoán
擐	kuan1	kuān
擒	kʰin2	ʻkîn
擔	tan1	tān
擕	xi2	hî
擖	xiaʔ7	hiă
擗	pɪʔ7	piė̆
擗	pʰɪʔ7	ʻpiė̆
擗	`pʰɪʔ7`	ʻpiė̆
擘	pɛʔ7	pĕ
據	ky5	kiụ́
擠	tsi1	çī
擠	tsi3	çì
擠	tsi5	çí
擡	tʰai2	ʻtâi
擢	tʂɔʔ7	chŏ
擣	tau3	tào
擪	iɛʔ7	iĕ
擬	i3	ì
擬	ni3	nì
擭	xua5	hoá
擭	xuɛʔ7	hoĕ
擭	xuɔʔ7	huŏ
擲	tʂəʔ7	chė̆
擴	kʰuɔʔ7	ʻkuŏ
擷	xiɛʔ7	hiĕ
擸	liɛʔ7	liĕ
擺	pai3	pài
擾	ɻau2	jâo
擾	ɻau3	jào
擾	kiau3	kiào
攀	pʰan1	ʻpān
攂	lui5	lúi
攃	tsʰaʔ7	ʻçă
攄	tʂʰʉ1	ʻchụ̄
攅	tsan3	çàn
攅	tsuɔn1	çuōn
攅	tsʰuɔn2	ʻçuôn
攈	kyn5	kiún
攌	uɔn3	uòn
攍	iŋ2	îm
攏	luŋ3	lùm
攑	kʰiɛn1	ʻkiēn
攓	kʰiɛn1	ʻkiēn
攔	lan2	lân
攕	ʂan1	xān
攖	iŋ1	īm
攘	ɻaŋ2	jâm
攘	ɻaŋ3	jàm
攘	ɻaŋ5	jám
攘	nəŋ2	nêm
攙	tsʰan2	ʻçân
攙	tʂʰan2	ʻchân
攙	tsʰən1	ʻçēn
攙	tʂʰɨn1	ʻchīn
攛	tsʰuɔn1	ʻçuōn
攛	tsʰuɔn5	ʻçuón
攜	xuəi2	hoêi
攝	ʂɛʔ7	xĕ
攞	lɔ2	lô
攟	kyn3	kiùn
攟	kyn5	kiún
攠	mɔ2	mô
攡	tʂʰɨ1	ʻchī
攣	lyɛn2	liuên
攤	tʰan1	ʻtān
攤	nan5	nán
攦	li5	lí
攩	taŋ5	tám
攪	kiau3	kiào
攫	kiɔʔ7	kiŏ
攫	xuɛʔ7	hoĕ
攬	lan3	làn
攭	li2	lî
攭	li5	lí
攭	lɔ3	lò
支	tʂɨ1	chī
攰	kuəi5	kuéi
收	ʂəu1	xēu
收	ʂəu1	xiēu
收	ʂəu5	xiéu
攸	iəu1	iēu
攸	iəu2	iêu
攸	iəu3	ièu
改	kai3	kài
攻	kuŋ1	kūm
攽	pin1	pīn
放	faŋ1	fām
放	faŋ5	fám
政	tʂɨŋ5	chím
敃	min3	mìn
故	ku5	kú
效	xiau5	hiáo
敉	mi3	mì
敎	kiau1	kiāo
敎	kiau5	kiáo
敏	min3	mìn
救	kiəu5	kiéu
敔	y3	iụ̀
敕	tʂʰəʔ7	ʻchė̆
敖	ŋau2	gâo
敗	pai5	pái
敘	`sy3`	siụ̀
敜	niɛʔ7	niĕ
敝	pi5	pí
敞	tʂʰaŋ3	ʻchàm
敢	kan3	kàn
散	san3	sàn
散	san5	sán
敦	tau5	táo
敦	tui1	tūi
敦	tui5	túi
敦	tun1	tūn
敦	tʂʉn3	chùn
敦	`tun3`	tùn
敦	tun5	tún
敪	tɔʔ7	tŏ
敬	kʰiŋ2	ʻkîm
敬	kiŋ5	kím
敲	kʰiau1	ʻkiāo
敲	kʰiau5	ʻkiáo
敳	ŋai2	gâi
整	tʂɨŋ3	chìm
敵	tɪʔ7	tiė̆
敶	tʂʰɨn2	ʻchîn
敷	fu1	fū
數	sɔʔ7	sŏ
數	tsʰʊʔ7	ʻçȯ̆
數	sʊʔ7	sȯ̆
數	su3	sù
敹	liau2	leâo
敽	kiau3	kiào
斁	tu5	tú
斁	ɪʔ7	iė̆
斂	liɛn3	lièn
斃	pi5	pí
斄	tʰai1	ʻtāi
斄	lai2	lâi
斆	xiau5	hiáo
文	ʋuən2	vên 校註：ven 拼寫疑誤，當作 vuen
文	ʋuən5	vén 校註：ven 拼寫疑誤，當作 vuen
斐	fi3	fì
斑	pan1	pān
斒	pan1	pān
斕	lan2	lân
斖	ʋi3	vì
斖	ʋi3	ùi 校註：ui 轄字同 vi，音標按 vi 轉寫
斗	tʂʉ3	chụ̀
斗	təu3	tèu
料	liau2	leâo
料	liau5	leáo
斛	xʊʔ7	hȯ̆
斛	xʊʔ7	huȯ̆
斜	iɛ2	iê
斜	siɛ2	siê
斝	kia3	kià
斝	kia5	kiá
斞	y3	iụ̀
斟	tʂɨn1	chīn
斠	kiɔʔ7	kiŏ
斡	uɔʔ7	uŏ
斡	kuɔn3	kuòn
斢	tʰəu3	ʻtèu
斤	kin1	kīn
斤	kin5	kín
斥	tʂʰəʔ7	ʻchė̆
斧	fu3	fù
斨	tsʰiaŋ1	ʻçiām
斫	ʂɔʔ7	xŏ
斫	kʰan3	ʻkàn
斬	tʂan3	chàn
斬	`tsiɛn3`	çièn
斮	tʂɔʔ7	chŏ
斯	su1	sū
斯	sɯ1	su̇̄
新	sin1	sīn
斲	tʂɔʔ7	chŏ
斵	tʂɔʔ7	chŏ
斷	tuɔn3	tuòn
斷	tuɔn5	tuón
斸	tʂɔʔ7	chŏ
斸	tʂʊʔ7	chȯ̆
方	faŋ1	fām
方	ʋaŋ3	vàm
於	u1	ū
於	y1	iụ̄
於	y2	iụ̂
施	ʂɨ1	xī
施	i5	í
施	tʂʰɨ5	ʻchí
施	ʂɨ5	xí
斾	puəi5	poéi
斿	iəu2	iêu
旁	pʰaŋ2	ʻpâm
旂	kʰi2	ʻkî
旃	tʂɛn1	chēn
旃	tʂɛn1	chiēn
旄	mau2	mâo
旅	ly3	liụ̀
旇	pʰi1	ʻpī
旇	pʰuəi1	ʻpoēi
旋	syɛn2	siuên
旋	syɛn5	siuén
旌	tsiŋ1	çīm
旎	ni2	nî
旎	nɔ3	nò
族	tsʊʔ7	çȯ̆
族	tsəu5	çéu
旐	`tʂau3`	chào
旒	liəu2	liêu
旓	ʂau1	xāo
旓	ʂau1	xiāo
旖	i1	ī
旗	ki1	kī
旗	kʰi2	ʻkî
旛	fan1	fān
旜	tʂɛn1	chēn
旜	tʂɛn1	chiēn
旝	kuəi5	kuéi
旞	sui5	súi
旟	y2	iụ̂
既	ki5	kí
日	ɻəʔ7	jė̆
旦	tan5	tán
早	tsau3	çào
旬	kyn1	kiūn
旬	syn2	siûn
旭	xiʊʔ7	hiȯ̆
旰	kan5	kán
旱	xan3	hàn
旱	xan5	hán
旴	xy1	hiụ̄
旺	ʋaŋ5	vám
旺	uaŋ5	uám
旻	min2	mîn
旿	u3	ù
旿	ŋu3	gù
昂	ŋaŋ2	gâm
昃	tsɛʔ7	çĕ
昄	pan3	pàn
昆	xuən2	hoên
昆	kuən1	kuēn
昆	kʰuən1	ʻkuēn
昆	kuən3	kuèn
昇	ʂɨŋ1	xīm
昈	`xu3`	hù
昉	faŋ3	fàm
昌	tʂʰaŋ1	ʻchām
昌	tʂʰaŋ5	ʻchám
明	məŋ2	mêm
明	miŋ2	mîm
昏	xuən1	hoēn
昒	ʋʊʔ7	vȯ̆
昒	ʋuəʔ7	voĕ
易	i5	í
易	ɪʔ7	iė̆
昔	tsʰɔʔ7	ʻçŏ
昔	sɪʔ7	siė̆
昕	xin1	hīn
昜	iaŋ2	iâm
昝	tsan3	çàn
星	siŋ1	sīm
映	iŋ5	ím
昢	pʰʊʔ7	ʻpȯ̆
昤	liŋ2	lîm
春	tʂʰʉn1	ʻchūn
昧	mai5	mái
昧	muəi5	múi
昧	muəi5	moéi
昨	tsɔʔ7	çŏ
昩	mɔʔ7	mŏ
昪	piɛn5	pién
昫	xy3	hiụ̀
昫	xy5	hiụ́
昭	tʂau1	chāo
昭	tʂau3	chào
是	`ʂɨ3`	xì
是	ʂɨ5	xí
昱	iʊʔ7	iȯ̆
昲	fi5	fí
昳	tiɛʔ7	tiĕ
昴	mau3	mào
昴	məu2	mêu
昶	tʂʰaŋ3	ʻchàm
昶	tʂʰaŋ5	ʻchám
時	ʂɨ2	xî
晃	ʋaŋ5	vám
晃	xuaŋ3	hoàm
晃	xuaŋ5	hoám
晃	uaŋ5	uám
晄	ʋaŋ5	vám
晄	xuaŋ5	hoám
晅	xyɛn3	hiuèn
晉	tsin5	çín
晏	iɛn5	ién
晐	kai1	kāi
晙	tsʰyn5	ʻçiún
晚	ʋan3	vàn
晛	`xiɛn3`	hièn
晛	niɛn5	nién
晛	xiɛn5	hién
晜	kuən1	kuēn
晜	kʰuən1	ʻkuēn
晝	tʂəu5	chéu
晞	xi1	hī
晟	ʂɨŋ5	xím
晡	pu1	pū
晣	tʂɛʔ7	chĕ
晣	tʂɨ5	chí
晤	u5	ú
晥	xuan3	hoàn
晦	xuəi5	hoéi
晧	`xau3`	hào
晨	ʂɨn2	xîn
晬	tsui5	çúi
晬	sui5	súi
普	pʰu3	ʻpù
景	kiŋ3	kìm
晴	tsʰiŋ2	ʻçîm
晶	tsiŋ1	çīm
智	tʂɨ5	chí
晻	xan5	hán
晻	iɛn3	ièn
暀	uaŋ3	uàm
暄	xyɛn1	hiuēn
暇	xia5	hiá
暈	yn5	iún
暉	xuəi1	hoēi
暋	xuən1	hoēn
暍	iɛʔ7	iĕ
暐	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
暐	uəi3	uèi
暑	ʂʉ3	xụ̀
暕	kiɛn3	kièn
暗	ŋan5	gán
暗	xan5	hán
暘	ʂəʔ7	xė̆
暘	iaŋ2	iâm
暝	miŋ2	mîm
暝	miŋ5	mím
暠	kau3	kào
暢	tʂʰaŋ5	ʻchám
暦	lɪʔ7	liė̆
暨	ki5	kí
暩	tsʰi5	ʻçí
暫	tsan5	çán
暮	mu5	mú
暯	mɔʔ7	mŏ
暱	nɪʔ7	niė̆
暳	xuəi5	hoéi
暴	pʊʔ7	pȯ̆
暴	pau5	páo
暵	xan1	hān
暵	xan3	hàn
暵	xan5	hán
暹	siɛn1	siēn
暾	tʰun1	ʻtūn
曀	i5	í
曃	tai5	tái
曄	iɛʔ7	iĕ
曄	niɛʔ7	niĕ
曄	ɪʔ7	iė̆
曅	ɪʔ7	iė̆
曇	tʰan2	ʻtân
曈	tʰuŋ2	ʻtûm
曈	tuŋ3	tùm
曉	xiau3	hiào
曏	xiaŋ3	hiàm
曏	xiaŋ5	hiám
曒	kiau3	kiào
曔	kiŋ5	kím
曖	ŋai5	gái
曙	ʂʉ5	xụ́
曚	muŋ2	mûm
曛	xyn1	hiūn
曠	kʰuaŋ5	ʻkuám
曣	iɛn5	ién
曦	xi1	hī
曨	luŋ2	lûm
曩	naŋ3	nàm
曬	ʂɨ5	xí
曬	ʂai5	xái
曭	tʰaŋ3	ʻtàm
曯	tʂʊʔ7	chȯ̆
曯	tʂʉ5	chụ́
曰	yɛʔ7	iuĕ
曲	kʰiʊʔ7	ʻkiȯ̆
更	kəŋ1	kēm
曵	i5	í
曵	iɛʔ7	iĕ
曷	xɔʔ7	hŏ
書	ʂʉ1	xụ̄
曹	tsʰau2	ʻçâo
曼	ʋu2	vû
曼	ʋan5	ván
曼	muɔn2	muôn
曼	muɔn5	muón
曾	tsəŋ1	çēm
曾	tsʰəŋ2	ʻçêm
替	tʰi5	ʻtí
替	tʰiɛʔ7	ʻtiĕ
最	tsui5	çúi
會	xuəi5	hoéi
會	kuəi5	kuéi
朅	kiɛʔ7	kiĕ
朅	kʰiɛʔ7	ʻkiĕ
月	yɛʔ7	iuĕ
有	iəu3	ièu
有	iəu5	iéu
朋	pʰəŋ2	ʻpêm
朋	fuŋ5	fúm
朌	pan1	pān
朌	fuən2	fuên
服	fʊʔ7	fȯ̆
朎	liŋ2	lîm
朏	fi3	fì
朏	pʰʊʔ7	ʻpȯ̆
朏	pʰuəi5	ʻpoéi
朐	kʰy2	ʻkiụ̂
朓	tʰiau1	ʻtiāo
朓	tʰiau3	ʻtiào
朔	sɔʔ7	sŏ
朕	`tʂɨn3`	chìn
朗	laŋ3	làm
朘	syɛn1	siuēn
望	ʋaŋ2	vâm
望	ʋaŋ5	vám
朝	tʂau1	chāo
朝	tʂʰau2	ʻchâo
朞	ki1	kī
期	kʰi2	ʻkî
朡	tsuŋ1	çūm
朢	ʋaŋ2	vâm
朣	tʰuŋ2	ʻtûm
朦	muŋ2	mûm
朧	luŋ2	lûm
木	mʊʔ7	mȯ̆
未	ʋi5	ví
未	ʋi5	úi 校註：ui 轄字同 vi，音標按 vi 轉寫
末	mɔʔ7	mŏ
末	mɪʔ7	miė̆
本	puən3	puèn
札	tʂaʔ7	chă
术	tʂɵʔ7	chụ̆
术	ʂɵʔ7	xụ̆
朱	tʂʉ1	chụ̄
朳	paʔ7	pă
朴	pʰɔʔ7	ʻpŏ
朶	tɔ3	tò
朸	lɛʔ7	lĕ
机	ki3	kì
朻	kiəu3	kièu
朼	pi3	pì
朽	xiəu3	hièu
朾	tsʰəŋ2	ʻçêm
朾	tʂʰəŋ2	ʻchêm
朾	tʰiŋ1	ʻtīm
杅	y2	iụ̂
杆	kan1	kān
杇	u1	ū
杇	y2	iụ̂
杈	tʂʰa1	ʻchā
杈	tʂʰai5	ʻchái
杉	san1	sān
杉	ʂan1	xān
杌	ŋʊʔ7	guŏ 校註：guo 拼寫疑誤，當作 gȯ
李	li3	lì
杏	`xiŋ3`	hìm
材	tsai1	çāi
材	tsʰai2	ʻçâi
村	tsʰun1	ʻçūn
杓	ʂɔʔ7	xŏ
杓	piau1	piāo
杕	ti5	tí
杖	`tʂaŋ3`	chàm
杖	tʂaŋ5	chám
杗	ʋaŋ2	vâm
杗	məŋ2	mêm
杙	ɪʔ7	iė̆
杜	`tu3`	tù
杝	tʂʰɨ3	ʻchì
杞	kʰi3	ʻkì
束	sʊʔ7	sȯ̆
束	ʂʊʔ7	xȯ̆
束	ʂʉ5	xụ́
杠	kaŋ1	kām
杠	kaŋ5	kám
杠	kiaŋ1	kiām
杪	miau3	miào
杫	tʂʰɨ5	ʻchí
杫	tsʰɯ5	ʻçu̇́
杮	fi5	fí
杯	puəi1	poēi
東	taŋ1	tām
東	tuŋ1	tūm
杲	kau3	kào
杳	iau3	iào
杴	xiɛn1	hiēn
杵	tʂʰʉ3	ʻchụ̀
杵	u5	ú
杶	tʂʰʉn1	ʻchūn
杷	pʰa2	ʻpâ
杸	ʂʉ2	xụ̂
杻	tʂəu3	chèu
杻	tʂʰəu3	ʻchèu
杻	niəu3	nièu
杼	`tʂʉ3`	chụ̀
杼	ʂʉ3	xụ̀
松	suŋ1	sūm
板	pan3	pàn
枅	ki1	kī
枅	kiɛn1	kiēn
枆	mau2	mâo
枇	pʰi2	ʻpî
枇	pi3	pì
枉	uaŋ3	uàm
枊	ŋaŋ2	gâm
枋	faŋ1	fām
枌	fuən2	fuên
枏	ɻɛn2	jên
析	sɯ1	su̇̄
析	sɪʔ7	siė̆
枑	xu5	hú
枒	ia2	iâ
枒	iɛ2	iê
枓	tʂʉ3	chụ̀
枓	təu3	tèu
枕	tʰan3	ʻtàn
枕	tʂɨn3	chìn
枕	tʂɨn5	chín
枖	iau1	iāo
林	lin2	lîn
枘	ɻui5	júi
枚	muəi2	mûi
枚	muəi2	moêi
果	kɔ3	kò
果	kʰɔ3	ʻkò
果	uɔ3	uò
果	kuɔ3	kuò
果	kʰuɔ3	ʻkuò
枝	tʂɨ1	chī
枝	ʂɨ5	xí
枯	kʰu1	ʻkū
枰	pʰiŋ2	ʻpîm
枰	piŋ5	pím
枲	si3	sì
枳	tʂɨ3	chì
枳	ki3	kì
枵	xiau1	hiāo
架	kia5	kiá
枷	kia1	kiā
枸	kəu3	kèu
枸	ky3	kiụ̀
枸	ky5	kiụ́
枹	fu1	fū
枹	pau1	pāo
枻	i5	í
枻	siɛʔ7	siĕ
枿	ŋɔʔ7	gŏ
枿	iaʔ7	iă
枿	niɔʔ7	niŏ
柁	`tɔ3`	tò
柄	piŋ5	pím
柅	ni3	nì
柅	nɪʔ7	niė̆
柌	tsʰɯ2	ʻçu̇̂
柌	sɯ2	su̇̂
柍	iŋ1	īm
柍	iaŋ3	iàm
柎	fu1	fū
柎	fu5	fú
柏	pɛʔ7	pĕ
某	mu3	mù
柑	kan1	kān
染	ɻɛn3	jèn
染	ɻɛn5	jén
柔	ɻəu2	jêu
柘	tʂɛ5	ché
柙	xiaʔ7	hiă
柚	tʂʊʔ7	chȯ̆
柚	iəu5	iéu
柛	ʂɨn1	xīn
柜	ky3	kiụ̀
柝	tʰɔʔ7	ʻtŏ
柞	tsɛʔ7	çĕ
柞	tsɔʔ7	çŏ
柢	ti1	tī
柢	ti3	tì
柢	ti5	tí
柣	tʂəʔ7	chė̆
柣	tʂʰəʔ7	ʻchė̆
柣	tiɛʔ7	tiĕ
柤	tʂa1	chā
柧	ku1	kū
柩	kiəu5	kiéu
柫	fʊʔ7	fȯ̆
柫	fuəʔ7	foĕ
柬	kiɛn3	kièn
柭	pɔʔ7	pŏ
柮	tʊʔ7	tȯ̆
柯	kɔ1	kō
柰	nɔ5	nó
柰	nai5	nái
柱	tʂʉ3	chụ̀
柱	`tʂʉ3`	chụ̀
柱	tʂʉ5	chụ́
柲	pi5	pí
柲	pɪʔ7	piė̆
柳	liəu3	lièu
柴	tsɯ5	çu̇́
柴	tʂʰai2	ʻchâi
柵	tsʰɛʔ7	ʻçĕ
柶	sɯ5	su̇́
柷	tʂʰʊʔ7	ʻchȯ̆
柹	`ʂɨ3`	xì
柺	kuai3	kuài
柼	iəu5	iéu
柿	`ʂɨ3`	xì
柿	ʂɨ5	xí
柿	sɯ3	su̇̀
栒	syn3	siùn
栔	kʰi5	ʻkí
栔	kʰiɛʔ7	ʻkiĕ
栖	si1	sī
栖	si5	sí
栖	sɯ5	su̇́
栗	liɛʔ7	liĕ
栗	lɪʔ7	liė̆
栘	i2	î
栝	kuɔʔ7	kuŏ
栟	piŋ1	pīm
校	kiau3	kiào
校	kiau5	kiáo
校	xiau5	hiáo
栧	i5	í
栩	sɪʔ7	siė̆
栩	xy3	hiụ̀
株	tʂʉ1	chụ̄
栫	tsiɛn5	çién
栱	kuŋ3	kùm
栲	kʰau3	ʻkào
栴	tʂɛn1	chēn
栴	tʂɛn1	chiēn
栵	li5	lí
栵	liɛʔ7	liĕ
核	xɛʔ7	hĕ
核	xʊʔ7	hȯ̆
核	xʊʔ7	huȯ̆
核	kiai1	kiāi
根	kən1	kēn
根	xən2	hên
栺	i5	í
栻	ʂəʔ7	xė̆
格	kɛʔ7	kĕ
格	xɛʔ7	hĕ
格	kɔʔ7	kŏ
栽	tsai1	çāi
栽	tsai5	çái
栿	fʊʔ7	fȯ̆
桀	kiɛʔ7	kiĕ
桁	xaŋ2	hâm
桁	xaŋ5	hám
桁	xəŋ2	hêm
桂	kuəi5	kuéi
桃	tʰau2	ʻtâo
桅	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
案	ŋan5	gán
桋	i2	î
桋	tʰi2	ʻtî
桎	tʂəʔ7	chė̆
桐	tʰuŋ1	ʻtūm
桐	tʰuŋ2	ʻtûm
桑	saŋ1	sām
桓	kəŋ1	kēm
桓	xuan2	hoân
桓	xuɔn2	huôn
桔	kiɛʔ7	kiĕ
桫	sɔ1	sō
桭	tʂɨn1	chīn
桭	tʂɨn5	chín
桮	puəi1	poēi
桱	kiŋ5	kím
桲	pʰʊʔ7	ʻpȯ̆
桴	fu1	fū
桴	fəu2	fêu
桶	tʰuŋ3	ʻtùm
桶	iuŋ3	iùm
桷	kiɔʔ7	kiŏ
桹	laŋ2	lâm
桻	fuŋ1	fūm
梁	liaŋ2	leâm
梃	tʰiŋ3	ʻtìm
梅	muəi2	mûi
梅	muəi2	moêi
梇	luŋ5	lúm
梏	kʊʔ7	kȯ̆
梏	kiɔʔ7	kiŏ
梐	`pi3`	pì
梓	tsɯ3	çu̇̀
梔	tʂɨ1	chī
梗	kəŋ3	kèm
梜	kiɛʔ7	kiĕ
條	tʰau1	ʻtāo
條	tʰiau1	ʻtiāo
條	tʰiau2	ʻtiâo
條	iəu2	iêu
梟	kiau1	kiāo
梟	xiau1	hiāo
梠	ly3	liụ̀
梡	kʰuɔn3	ʻkuòn
梢	ʂau1	xāo
梢	siau1	siāo
梢	ʂau1	xiāo
梧	u2	û
梧	ŋu2	gû
梧	ŋu5	gú
梨	li2	lî
梩	li2	lî
梩	li3	lì
梪	`ʂʉ3`	xụ̀
梫	tsʰin1	ʻçīn
梬	iŋ3	ìm
梭	sɔ1	sō
梮	kiʊʔ7	kiȯ̆
梯	tʰi1	ʻtī
梯	tʰi2	ʻtî
械	xiai5	hiái
梱	kʰuən5	ʻkuén
梲	tʰɔʔ7	ʻtŏ
梳	su1	sū
梴	tʂʰɛn1	ʻchēn
梵	fan5	fán
梵	fuŋ2	fûm
梼	tʰau2	ʻtâo
棁	ɻui5	júi
棃	li2	lî
棄	kʰi5	ʻkí
棈	tsʰiɛn5	ʻçién
棊	kʰi2	ʻkî
棋	ki1	kī
棌	tsʰai3	ʻçài
棌	tsʰai5	ʻçái
棍	xuən3	hoèn
棍	kuən5	kuén
棎	tʂʰɛn2	ʻchên
棎	ʂɛn2	xên
棐	fi3	fì
棒	`paŋ3`	pàm
棒	paŋ5	pám
棓	paŋ5	pám
棓	fəu2	fêu
棔	xuən1	hoēn
棖	tsʰəŋ2	ʻçêm
棖	tʂʰəŋ2	ʻchêm
棗	tsau3	çào
棘	kɪʔ7	kiė̆
棙	li5	lí
棚	pʰəŋ2	ʻpêm
棜	y5	iụ́
棟	tuŋ5	túm
棠	tʰaŋ2	ʻtâm
棣	ti5	tí
棧	tʂan3	chàn
棧	tʂan5	chán
棧	tsiɛn3	çièn
棫	ʏʔ7	iụ̆
棫	xuɛʔ7	hoĕ
棬	kʰyɛn1	ʻkiuēn
森	sən1	sēn
森	ʂɨn1	xīn
棱	ləŋ2	lêm
棷	tsui5	çúi
棸	tsəu1	çēu
棺	kuɔn1	kuōn
棻	fuən1	fuēn
棼	fuən1	fuēn
棼	fuən2	fuên
椅	i1	ī
