"m2"	"毋"
"ɕʉ5"	"胥彗蔧𥝩㒸遂𣔾隧𦼯澻𤎩𦂁璲檖燧穗穟䉌襚旞䡵鐆鐩𩏚𤓫𨎥絮抒序𡱣敘漵緒𥎗𨣦鱮藇嶼𡲁嘘噓尠姁呴昫+酗煦𧏺續"
"tɕʰʉ1"	"䢸苴狙砠疽雎𣻐沮坥趄伹䏣蛆𡳆蒩岨摳區䧢嶇敺軀驅鰸"
"tɕʰʉ3"	"踽竘齲"
"ʔʉ1"	"蓲䙔迂扜㝼陓虶紆䨕䣿䩽䩒#芋（又音）"
"ʔʉ2"	"齵禺娛𨜖隅堣嵎湡虞愚㷒𧍪澞鍝髃𪃍鰅𩦢鸆䴁𠌶迂䣿于邘汙玗杅盂竽𧘘䢓𦏴𦱃雩釪䩒骬謣芋鄃䩱舀㤤㻀㬰𤜹臾兪茰俞𦚤萸𥑷㳛㥚隃𤧙堬揄楰崳𢔢逾腴渝愉媮瑜榆𥔢牏㼶歈䛕𦺮𥯮窬褕蕍蝓諛羭䜽踰覦𢋅𨵦螸騟𧃠萮瘐瘉#豫䱷衙魚䰻䁩𩺰𩼪鋙齬衙#漁"
"ʔʉ3"	"歟与予𢌱與藇㦛俁噳麌噢迂傴頨聥栩宇羽雨䣁禹祤鄅萭㝢瑀楀䨞抌㤤㥚楰𦺮𢈔㼌庾𦳅斞瘐𥦠窳貐圄敔圉語鋙蘌䥏齬禦篽籞語"
"ʔʉ5"	"語馭御𡱣悇輿歟𩦡與藇忬悆預蕷𡒊澦𣝑穥礜譽鸒𪋮禺遇庽寓媀𤸒䴁蓲嫗饇吁羽雨芋䨒覦喻裕𠕦𣈯䘱諭籲+漁"
"nya1"	"+𦣛"
"tɕʰya1"	"+𩨷+𩨭"
"ɕya1"	"+𢪎+㗾"
"ya1"	"“+𦚢+𠏃"
"tɕyeʔ7"	"絕鱖撅噘𠄌孒孓氒欮厥劂𠢤𧼞蕨獗瘚橛橜𥕲蟨蟩𧽸蹶𨇮𧣸𧱝蹶䞵罬赶鱖撅亅掘𣖬䞷橛橜憠蹷𧤼𨬐𩪜鷢丨决抉芵決玦㭈䏐䀗疦𦯊蚗赽趹觖訣鈌駃鴃潏憰鴂𧝃𧤾譎鐍觼𣬎騤狊郹𠋬湨犑鶪鼳啐卒𣨛㰵䱣捽誶崒踤𦙮𦺖橘𣎛𧽻䤎𧾣繘倔屈揭"
"tɕʰyeʔ7"	"膬敠絟𥕹𦁐㵐闕缺蒛湀喹缺𨴒闋？𢔠？𥄎䠐闃焌黢屈詘𧌑倔怯"
"ɕyeʔ7"	"㨹㡜雪䨮鱈𧋍㿱踅㞽狘泧䎀䬂䟠㨝楔揳屑偰𦵱僁榍𦞚㴽糏𨆳𨇨決泬疦瞲血坹䒸𥅧䆝䦑䛎䆷穴袕䋉坹𠷾侐洫𤷇𦑍䦗𧹭𥄎㰲𪑝淢緎閾𨵨𡕥？𥆛？瞁砉狊𥍟殈𥆛瞁焱𧪞戌卹㖅恤珬欰𣸃𧊥訹𨜿賉𥚋銊䳳？欻？𦱧？𠦪？䬍？𩘐？烼？㗵？獝辥薛辪？噱"
"yeʔ7"	"𦘹扤鈅月刖抈玥枂軏𧿁跀噦𩚴𡡕黦？噦妜𧊎熭璏泧曰戉𨒋𡛟𣐋蚏𥩡䋐越粤粵鉞樾䓲說娧蛻恱悅閱𧀲抉妜焆𥈾䆕䆢𪑝域𦱂㚜淢琙棫罭蜮𦈸緎魊䮙𪂉坄役炈疫䓈𧈻垼豛鈠𩂹𪁛𩷍觱䬑抭㧒𢯮𢔥䁌汩汨𦳯𣅕𡿯㧒䫻"
"tɕyeʔ7"	"𨼎㔢蕝"
"tɕʰyɪ̃3"	"犬"
"ɕyɪ̃1"	"梋鋗𩢺駽矎㘣𧾣仙秈"
"ɕyɪ̃2"	"還㔯㘣㳬琁旋蜁漩嫙璇𤩅䁢檈䗠璿𣟳𤫀鏇圓痃𢛆𧼏"
"ɕyɪ̃5"	"㳬旋𢳄漩嫙𦛔镟縼䍻鏇𧾩絃夐駽讂㧦眴絢"
"ɕyɪ̃5"	"𤂳選𦌔䠣渲䍻𤂿繏"
"yɪ̃1"	"囦剈𠝃弲𨓯㾓淵蜎鼘䨊"
"yɪ̃5"	"䏍肙裫䬼噮"
"tɕyiŋ1"	"坰扃𣕄駉駫𪕍冋絅宭君軍莙桾皸鮶䇹均汮袀鈞汮莙麇麏麕頵呁𧥺"
"tɕyiŋ3"	"炅𠖷炯𩚱煛𧍮㯋熲+窘僒"
"tɕyiŋ5"	"俊晙焌畯儁餕寯㕙駿𤮪𪕞㼱睃俊𧱝皸捃䝍攈蔨莙菌㖥㻒䐃蜠箘郡珺"
"tɕʰyiŋ1"	"蜠箟箘𡈋𧋕囷峮輑"
"tɕʰyiŋ2"	"禽擒㸪脣滣䔚漘紃宭帬裙裠羣群𤸷尋（新）"
"tɕʰyiŋ3"	"絅褧顈苘檾烓𦄐𧼐"
"ɕyiŋ1"	"？垶？𤙡？觪？騂葷焄勛熏勲薫勳薰獯曛臐燻纁醺"
"ɕyiŋ3"	"詗"
"ɕyiŋ5"	"冋迥泂炯𦳖陖埈峻浚晙𡺲鵔鵕迅迿𢏤奞濬𧸩鐼薫薰臐爋𤑕訓"
"yiŋ1"	"奫蝹頵贇"
"yiŋ2"	"揘榮嶸蠑瑩禜筠囩縜荺員𪔅云䢵芸沄妘耘耺紜雲鄖𦓷愪𧶊蕓澐𦔐橒篔䉙溳貟勻匀昀畇"
"yiŋ3"	"永栐濙瀠䫟抎𪏚𤸫愪荺隕溳殞磒霣尹允狁玧𧉃𡴞䪳馻"
"yiŋ5"	"咏泳詠禜醟緷忶鶤員暈𧶊貟鄆運韵䲰𤸫𧡡䚋餫䩵韗韻#匂"
"tɕyɪ̃1"	"勬娟姢捐𦮌㳙𦮻涓䅌鞙䳌鵑蠲睊焆"
"tɕyɪ̃3"	"卷𨹵捲菤錈埢韏詃埍罥羂𡿨汱𤰝畎"
"tɕyɪ̃5"	"雋𦼱𤺻隽吮𥸭勬卷捲帣弮𢍏桊眷䖭絭睠𧯦飬犈觠狷鄄絹𣚓䚈㯞絭卛卷𧯦菌圈蔨圈萒蜎倦淃𣜨韏襈圈懁瓹䣺狷睊罥㢾䡓獧𦌾讂毽"
"tɕʰyɪ̃1"	"𠛮峑恮悛駩鐉佺荃硂痊筌絟輇詮𠥙銓縓拴謜譔弮圈棬㒽鬈𨟠"
"tɕʰyɪ̃2"	"㒰全泉牷䀬葲𧍭醛仝卷捲𥁠拳婘𥆗犈𤷄觠蜷踡鬈𢑆孉權䑏齤蠸䟒䠰顴𪈻狋"
"tɕʰyɪ̃3"	"裷䅚䊎綣𪐂虇"
"tɕʰyɪ̃5"	"縓𥆊諯劵絭綣虇券韏勸絭飬𥛁䠣？圈"
"ɕyɪ̃1"	"宣𡩦揎愃瑄㩊𡈣䳦𩕖𩓧頨儇嬛蠉翾𧾎譞𥌭弲讙貆吅萱喧愋暄䚙煖煊䁔蝖翧諼諠䳦䚭塤壎喛"
"ɕyɪ̃2"	"伭𠛑弦胘𢮂𦱁蚿舷婱訇䙲盷𠆺胘縣𤣥玄妶玹𧟨䮄懸眩𥌭玆"
"ɕyɪ̃3"	"選𦌔𦌻𥶷𧡩咺愃䁔諼烜暅𧾣蠉癬"
"ɕyɪ̃5"	"楦𩋢楥韗䭴繯𦇏鞙埍妶䀏泫𨹆䧎㻆琄𨊼𩉥鉉䩙𥌭贙寰縣玹䀏炫眩袨眴衒䝮𧗳𩑹贙姰迿"
"tɕyɪ̃1"	"剶鋑鐫朘"
"tɕyɪ̃3"	"臇𤎱𧕣"
"yɪ̃1"	"裷蜿宛𡟰㠾眢冤葾惌蒬𣹠䡝鴛𩝸䥉鵷䩩怨悁潫嬛𡷡蜎𡣬潫嬽"
"yɪ̃2"	"阮元邧芫沅杬原蚖䬧蒝獂源嫄榞㹉螈羱黿謜邍騵𨙅𧔞厵洹垣𡋡爰袁援猨媛𧻚園猿溒榬蝯轅鶢𩫧圜員圎湲圓貟鈆鉛𦛔+㳂+沿鳶蝝縁緣𦿂櫞䱲"
"yɪ̃3"	"朊邧𠒜𡯱䖤睕蜿箢宛倇菀婉琬晼𤗍畹䘼踠𩎺惌䛄䩩𩌑夗苑逺遠𩔃㕣抁沇兖兗萒𢯻渷𦁙𩘍馻"
"yɪ̃5"	"傆愿願𩕾䛄怨援媛褑院瑗逺遠縁緣掾𢐄䬇"
