"繁體"	"简体"	"音標"		"1：˧˧"	"2：˧˩"
"林"	"林"	"dəŋ6"			
"淋"	"淋"	"dəŋ6"			
"琳"	"琳"	"dəŋ6"			
"鄰"	"邻"	"dəŋ6"			
"臨"	"临"	"dəŋ6"			
"磷"	"磷"	"dəŋ6"			
"鱗"	"鳞"	"dəŋ6"			
"伶"	"伶"	"dəŋ6"			
"泠"	"泠"	"dəŋ6"			
"玲"	"玲"	"dəŋ6"			
"陵"	"陵"	"dəŋ6"			
"聆"	"聆"	"dəŋ6"			
"菱"	"菱"	"dəŋ6"			
"淩"	"凌"	"dəŋ6"			
"零"	"零"	"dəŋ6"			
"鈴"	"铃"	"dəŋ6"			
"齡"	"龄"	"dəŋ6"			
"靈"	"灵"	"dəŋ6"			
"令"	"令"	"dəŋ6"			
"輪"	"轮"	"dəŋ6"			
"領"	"领"	"ləŋ3"			
"嶺"	"岭"	"ləŋ3"			
"吝"	"吝"	"ləŋ6"			
"躪"	"躏"	"ləŋ6"			
"另"	"另"	"ləŋ6"			
"令"	"令"	"ləŋ6"			
"晶"	"晶"	"tsəŋ1"			
"睛"	"睛"	"tsəŋ1"			
"精"	"精"	"tsəŋ1"			
"憎"	"憎"	"tsəŋ1"			
"貞"	"贞"	"tsəŋ1"			
"偵"	"侦"	"tsəŋ1"			
"征"	"征"	"tsəŋ1"			
"蒸"	"蒸"	"tsəŋ1"			
"症"	"症"	"tsəŋ1"			
"正"	"正"	"tsəŋ1"			
"症"	"症"	"tsəŋ1"			
"征"	"征"	"tsəŋ1"			
"井"	"井"	"tsəŋ3"			
"拯"	"拯"	"tsəŋ3"			
"整"	"整"	"tsəŋ3"			
"甑"	"甑"	"tsəŋ5"			
"症"	"症"	"tsəŋ5"			
"正"	"正"	"tsəŋ5"			
"政"	"政"	"tsəŋ5"			
"症"	"症"	"tsəŋ5"			
"證"	"证"	"tsəŋ5"			
"稱"	"称"	"tsʰəŋ1"			
"蟶"	"蛏"	"tsʰəŋ1"			
"青"	"青"	"tsʰəŋ1"			
"清"	"清"	"tsʰəŋ1"			
"蜻"	"蜻"	"tsʰəŋ1"			
"逞"	"逞"	"tsʰəŋ3"			
"請"	"请"	"tsʰəŋ3"			
"稱"	"称"	"tsʰəŋ5"			
"秤"	"秤"	"tsʰəŋ5"			
"呈"	"呈"	"tsʰəŋ5"			
"呈"	"呈"	"tsʰəŋ5"			
"程"	"程"	"tsʰəŋ5"			
"澄"	"澄"	"tsʰəŋ5"			
"澄"	"澄"	"tsʰəŋ5"			
"橙"	"橙"	"tsʰəŋ5"			
"懲"	"惩"	"tsʰəŋ5"			
"剩"	"剩"	"dzəŋ6"			
"鄭"	"郑"	"dzəŋ6"			
"申"	"申"	"səŋ1"			
"升"	"升"	"səŋ1"			
"聲"	"声"	"səŋ1"			
"新"	"新"	"səŋ1"			
"星"	"星"	"səŋ1"			
"猩"	"猩"	"səŋ1"			
"腥"	"腥"	"səŋ1"			
"省"	"省"	"səŋ3"			
"醒"	"醒"	"səŋ3"			
"勝"	"胜"	"səŋ5"			
"聖"	"圣"	"səŋ5"			
"性"	"性"	"səŋ5"			
"姓"	"姓"	"səŋ5"			
"成"	"成"	"zəŋ2"			
"丞"	"丞"	"zəŋ2"			
"承"	"承"	"zəŋ2"			
"城"	"城"	"zəŋ2"			
"乘"	"乘"	"zəŋ2"			
"塍"	"塍"	"zəŋ2"			
"塍"	"塍"	"zəŋ2"			
"誠"	"诚"	"zəŋ2"			
"情"	"情"	"zəŋ2"			
"晴"	"晴"	"zəŋ2"			
"仍"	"仍"	"zəŋ2"			
"繩"	"绳"	"zəŋ2"			
"盛"	"盛"	"zəŋ2"			
"靖"	"靖"	"zəŋ3"			
"靜"	"静"	"zəŋ3"			
"阱"	"阱"	"zəŋ6"			
"淨"	"净"	"zəŋ6"			
"盛"	"盛"	"zəŋ6"			
"嵊"	"嵊"	"zəŋ6"			
"崩"	"崩"	"poŋ1"			
"迸"	"迸"	"poŋ5"			
"蹦"	"蹦"	"poŋ5"			
"乓"	"乓"	"pʰoŋ1"			
"捧"	"捧"	"pʰoŋ3"			
"碰"	"碰"	"pʰoŋ5"			
"朋"	"朋"	"boŋ2"			
"棚"	"棚"	"boŋ2"			
"蓬"	"蓬"	"boŋ2"			
"篷"	"篷"	"boŋ2"			
"鵬"	"鹏"	"boŋ2"			
"鳳"	"凤"	"boŋ6"			
"蒙"	"蒙"	"moŋ1"			
"芒"	"芒"	"moŋ2"			
"蒙"	"蒙"	"moŋ2"			
"檬"	"檬"	"moŋ2"			
"朦"	"朦"	"moŋ2"			
"蒙"	"蒙"	"moŋ2"			
"蠓"	"蠓"	"moŋ2"			
"懵"	"懵"	"moŋ3"			
"夢"	"梦"	"moŋ6"			
"冬"	"冬"	"toŋ1"			
"東"	"东"	"toŋ1"			
"董"	"董"	"toŋ1"			
"懂"	"懂"	"toŋ1"			
"凍"	"冻"	"toŋ1"			
"棟"	"栋"	"toŋ1"			
"通"	"通"	"tʰoŋ1"			
"捅"	"捅"	"tʰoŋ3"			
"統"	"统"	"tʰoŋ3"			
"痛"	"痛"	"tʰoŋ3"			
"峒"	"峒"	"tʰoŋ3"			
"同"	"同"	"tʰoŋ3"			
"彤"	"彤"	"tʰoŋ3"			
"桐"	"桐"	"tʰoŋ3"			
"童"	"童"	"tʰoŋ3"			
"銅"	"铜"	"tʰoŋ3"			
"瞳"	"瞳"	"tʰoŋ3"			
"筒"	"筒"	"tʰoŋ3"			
"筒"	"筒"	"tʰoŋ3"			
"動"	"动"	"doŋ3"			
"桶"	"桶"	"doŋ3"			
"蛹"	"蛹"	"doŋ3"			
"洞"	"洞"	"doŋ3"			
"農"	"农"	"doŋ3"			
"濃"	"浓"	"doŋ3"			
"膿"	"脓"	"doŋ3"			
"糯"	"糯"	"noŋ6"			
"隆"	"隆"	"loŋ2"			
"龍"	"龙"	"loŋ2"			
"窿"	"窿"	"loŋ2"			
"嚨"	"咙"	"loŋ2"			
"朧"	"胧"	"loŋ2"			
"礱"	"砻"	"loŋ2"			
"籠"	"笼"	"loŋ2"			
"聾"	"聋"	"loŋ2"			
"籠"	"笼"	"loŋ3"			
"隴"	"陇"	"loŋ3"			
"攏"	"拢"	"loŋ3"			
"壟"	"垄"	"loŋ3"			
"弄"	"弄"	"loŋ6"			
"宗"	"宗"	"tsoŋ1"			
"棕"	"棕"	"tsoŋ1"			
"綜"	"综"	"tsoŋ1"			
"鬃"	"鬃"	"tsoŋ1"			
"蹤"	"踪"	"tsoŋ1"			
"總"	"总"	"tsoŋ3"			
"粽"	"粽"	"tsoŋ5"			
"匆"	"匆"	"tsʰoŋ1"			
"蔥"	"葱"	"tsʰoŋ1"			
"聰"	"聪"	"tsʰoŋ1"			
"從"	"从"	"tsʰoŋ1"			
"松"	"松"	"soŋ1"			
"嵩"	"嵩"	"soŋ1"			
"松"	"松"	"soŋ1"			
"慫"	"怂"	"soŋ1"			
"聳"	"耸"	"soŋ1"			
"宋"	"宋"	"soŋ5"			
"送"	"送"	"soŋ5"			
"崇"	"崇"	"soŋ5"			
"純"	"纯"	"soŋ5"			
"蒓"	"蒓"	"soŋ5"			
"醇"	"醇"	"soŋ5"			
"鶉"	"鹑"	"soŋ5"			
"叢"	"丛"	"soŋ5"			
"戎"	"戎"	"soŋ5"			
"茸"	"茸"	"soŋ5"			
"絨"	"绒"	"soŋ5"			
"冗"	"冗"	"zoŋ3"			
"弓"	"弓"	"tɕoŋ1"			
"躬"	"躬"	"tɕoŋ1"			
"宮"	"宫"	"tɕoŋ1"			
"均"	"均"	"tɕoŋ1"			
"君"	"君"	"tɕoŋ1"			
"軍"	"军"	"tɕoŋ1"			
"鈞"	"钧"	"tɕoŋ1"			
"皸"	"皲"	"tɕoŋ1"			
"中"	"中"	"tɕoŋ1"			
"忠"	"忠"	"tɕoŋ1"			
"盅"	"盅"	"tɕoŋ1"			
"終"	"终"	"tɕoŋ1"			
"肫"	"肫"	"tɕoŋ1"			
"諄"	"谆"	"tɕoŋ1"			
"遵"	"遵"	"tɕoŋ1"			
"迥"	"迥"	"tɕoŋ3"			
"卷"	"卷"	"tɕoŋ3"			
"卷"	"卷"	"tɕoŋ3"			
"准"	"准"	"tɕoŋ3"			
"准"	"准"	"tɕoŋ3"			
"俊"	"俊"	"tɕoŋ5"			
"竣"	"竣"	"tɕoŋ5"			
"駿"	"骏"	"tɕoŋ5"			
"圳"	"圳"	"tɕoŋ5"			
"中"	"中"	"tɕoŋ5"			
"眾"	"众"	"tɕoŋ5"			
"充"	"充"	"tɕʰoŋ1"			
"沖"	"冲"	"tɕʰoŋ1"			
"沖"	"冲"	"tɕʰoŋ1"			
"穿"	"穿"	"tɕʰoŋ1"			
"春"	"春"	"tɕʰoŋ1"			
"椿"	"椿"	"tɕʰoŋ1"			
"皴"	"皴"	"tɕʰoŋ1"			
"傾"	"倾"	"tɕʰoŋ1"			
"寵"	"宠"	"tɕʰoŋ3"			
"蠢"	"蠢"	"tɕʰoŋ3"			
"頃"	"顷"	"tɕʰoŋ3"			
"沖"	"冲"	"tɕʰoŋ3"			
"銃"	"铳"	"tɕʰoŋ3"			
"串"	"串"	"tɕʰoŋ3"			
"蟲"	"虫"	"dʑoŋ2"			
"窮"	"穷"	"dʑoŋ2"			
"瓊"	"琼"	"dʑoŋ2"			
"裙"	"裙"	"dʑoŋ2"			
"群"	"群"	"dʑoŋ2"			
"盾"	"盾"	"dʑoŋ3"			
"窘"	"窘"	"dʑoŋ3"			
"菌"	"菌"	"dʑoŋ3"			
"郡"	"郡"	"dʑoŋ3"			
"仲"	"仲"	"dʑoŋ3"			
"舂"	"舂"	"ɕoŋ1"			
"兄"	"兄"	"ɕoŋ1"			
"勳"	"勋"	"ɕoŋ1"			
"熏"	"熏"	"ɕoŋ1"			
"勳"	"勋"	"ɕoŋ1"			
"薰"	"薰"	"ɕoŋ1"			
"荀"	"荀"	"ɕoŋ1"			
"詢"	"询"	"ɕoŋ1"			
"筍"	"笋"	"ɕoŋ3"			
"榫"	"榫"	"ɕoŋ3"			
"峻"	"峻"	"ɕoŋ3"			
"舜"	"舜"	"ɕoŋ3"			
"瞬"	"瞬"	"ɕoŋ3"			
"訓"	"训"	"ɕoŋ3"			
"塕"	"塕"	"ʔjyoŋ1"			
"雍"	"雍"	"ʔjyoŋ1"			
"踴"	"踊"	"ʔjyoŋ1"			
"尹"	"尹"	"ʔjyoŋ1"			
"擁"	"拥"	"ʔjyoŋ1"			
"永"	"永"	"ʔjyoŋ1"			
"泳"	"泳"	"ʔjyoŋ1"			
"允"	"允"	"ʔjyoŋ1"			
"雍"	"雍"	"ʔjyoŋ5"			
"熨"	"熨"	"ʔjyoŋ5"			
"醞"	"酝"	"ʔjyoŋ5"			
"醞"	"酝"	"ʔjyoŋ5"			
"蘊"	"蕴"	"ʔjyoŋ5"			
"蘊"	"蕴"	"ʔjyoŋ5"			
"唇"	"唇"	"joŋ2"			
"純"	"纯"	"joŋ2"			
"容"	"容"	"joŋ2"			
"蓉"	"蓉"	"joŋ2"			
"溶"	"溶"	"joŋ2"			
"榕"	"榕"	"joŋ2"			
"榮"	"荣"	"joŋ2"			
"熔"	"熔"	"joŋ2"			
"融"	"融"	"joŋ2"			
"雄"	"雄"	"joŋ2"			
"熊"	"熊"	"joŋ2"			
"旬"	"旬"	"joŋ2"			
"巡"	"巡"	"joŋ2"			
"循"	"循"	"joŋ2"			
"塋"	"茔"	"joŋ2"			
"熒"	"荧"	"joŋ2"			
"瑩"	"莹"	"joŋ2"			
"螢"	"萤"	"joŋ2"			
"營"	"营"	"joŋ2"			
"庸"	"庸"	"joŋ2"			
"傭"	"佣"	"joŋ2"			
"勻"	"匀"	"joŋ2"			
"耘"	"耘"	"joŋ2"			
"雲"	"云"	"joŋ2"			
"吮"	"吮"	"joŋ3"			
"永"	"永"	"joŋ3"			
"泳"	"泳"	"joŋ3"			
"隕"	"陨"	"joŋ3"			
"閏"	"闰"	"joŋ6"			
"潤"	"润"	"joŋ6"			
"順"	"顺"	"joŋ6"			
"殉"	"殉"	"joŋ6"			
"暈"	"晕"	"joŋ6"			
"運"	"运"	"joŋ6"			
"韻"	"韵"	"joŋ6"			
"工"	"工"	"koŋ1"			
"弓"	"弓"	"koŋ1"			
"公"	"公"	"koŋ1"			
"功"	"功"	"koŋ1"			
"攻"	"攻"	"koŋ1"			
"恭"	"恭"	"koŋ1"			
"蚣"	"蚣"	"koŋ1"			
"躬"	"躬"	"koŋ1"			
"宮"	"宫"	"koŋ1"			
"供"	"供"	"koŋ1"			
"拱"	"拱"	"koŋ3"			
"鞏"	"巩"	"koŋ3"			
"贛"	"赣"	"koŋ3"			
"汞"	"汞"	"koŋ3"			
"貢"	"贡"	"koŋ3"			
"空"	"空"	"kʰoŋ1"			
"崆"	"崆"	"kʰoŋ1"			
"孔"	"孔"	"kʰoŋ1"			
"恐"	"恐"	"kʰoŋ1"			
"空"	"空"	"kʰoŋ1"			
"控"	"控"	"kʰoŋ1"			
"封"	"封"	"hoŋ1"			
"風"	"风"	"hoŋ1"			
"峰"	"峰"	"hoŋ1"			
"楓"	"枫"	"hoŋ1"			
"蜂"	"蜂"	"hoŋ1"			
"瘋"	"疯"	"hoŋ1"			
"鋒"	"锋"	"hoŋ1"			
"豐"	"丰"	"hoŋ1"			
"烘"	"烘"	"hoŋ1"			
"轟"	"轰"	"hoŋ1"			
"俸"	"俸"	"hoŋ3"			
"哄"	"哄"	"hoŋ3"			
"諷"	"讽"	"hoŋ3"			
"俸"	"俸"	"hoŋ3"			
"蕻"	"蕻"	"hoŋ3"			
"哄"	"哄"	"hoŋ3"			
"嗅"	"嗅"	"hoŋ3"			
"逢"	"逢"	"ɦoŋ2"			
"馮"	"冯"	"ɦoŋ2"			
"縫"	"缝"	"ɦoŋ2"			
"弘"	"弘"	"ɦoŋ2"			
"宏"	"宏"	"ɦoŋ2"			
"虹"	"虹"	"ɦoŋ2"			
"洪"	"洪"	"ɦoŋ2"			
"紅"	"红"	"ɦoŋ2"			
"鴻"	"鸿"	"ɦoŋ2"			
"奉"	"奉"	"ɦoŋ3"			
"哄"	"哄"	"ɦoŋ3"			
"縫"	"缝"	"ɦoŋ3"			
"鳳"	"凤"	"ɦoŋ3"			
"翁"	"翁"	"ɦoŋ3"			
"嗡"	"嗡"	"ɦoŋ3"			
"齆"	"齆"	"ʔoŋ5"			
"哦"	"哦"	"ŋ1"			
"俄"	"俄"	"ŋ2"			
"峨"	"峨"	"ŋ2"			
"訛"	"讹"	"ŋ2"			
"蛾"	"蛾"	"ŋ2"			
"鵝"	"鹅"	"ŋ2"			
"兒"	"儿"	"ŋ2"			
"吾"	"吾"	"ŋ2"			
"吳"	"吴"	"ŋ2"			
"梧"	"梧"	"ŋ2"			
"無"	"无"	"ŋ2"			
"疑"	"疑"	"ŋ2"			
"娛"	"娱"	"ŋ2"			
"耳"	"耳"	"ŋ3"			
"母"	"母"	"ŋ3"			
"尾"	"尾"	"ŋ3"			
"我"	"我"	"ŋ3"			
"五"	"五"	"ŋ3"			
"午"	"午"	"ŋ3"			
"伍"	"伍"	"ŋ3"			
"餓"	"饿"	"ŋ6"			
"二"	"二"	"ŋ6"			
"貳"	"贰"	"ŋ6"			
"臥"	"卧"	"ŋ6"			
"悟"	"悟"	"ŋ6"			
"誤"	"误"	"ŋ6"			
"義"	"义"	"ŋ6"			
