"声母"	"韵母"	"声调"	"字"	"注释"
"k"	"əʔ"	"7"	"甲"	""
"k"	"əʔ"	"7"	"挟"	""
"k"	"əʔ"	"7"	"割"	""
"k"	"əʔ"	"7"	"葛"	""
"k"	"əʔ"	"7"	"各"	""
"k"	"əʔ"	"7"	"搁"	""
"k"	"əʔ"	"7"	"胳"	""
"k"	"əʔ"	"7"	"郭"	""
"k"	"əʔ"	"7"	"廓"	""
"k"	"əʔ"	"7"	"觉"	""
"k"	"əʔ"	"7"	"角"	""
"k"	"əʔ"	"7"	"国"	""
"k"	"əʔ"	"7"	"革"	""
"k"	"əʔ"	"7"	"毂"	""
"k"	"əʔ"	"7"	"谷"	""
"kʰ"	"əʔ"	"7"	"咳"	""
"kʰ"	"əʔ"	"7"	"恰"	""
"kʰ"	"əʔ"	"7"	"掐"	""
"kʰ"	"əʔ"	"7"	"渴"	""
"kʰ"	"əʔ"	"7"	"确"	""
"kʰ"	"əʔ"	"7"	"壳"	""
"kʰ"	"əʔ"	"7"	"刻"	""
"kʰ"	"əʔ"	"7"	"刻"	""
"kʰ"	"əʔ"	"7"	"克"	""
"kʰ"	"əʔ"	"7"	"酷"	""
"kʰ"	"əʔ"	"7"	"哭"	""
"ŋ"	"əʔ"	"8"	"鄂"	""
"ŋ"	"əʔ"	"8"	"鹤"	""
"ŋ"	"əʔ"	"8"	"岳"	""
"ŋ"	"əʔ"	"8"	"嶽"	""
"ŋ"	"əʔ"	"8"	"乐"	""
"h"	"əʔ"	"7"	"喝"	""
"p"	"ieʔ"	"7"	"别"	""
"p"	"ieʔ"	"7"	"鳖"	""
"p"	"ieʔ"	"7"	"憋"	""
"p"	"ieʔ"	"7"	"笔"	""
"p"	"ieʔ"	"7"	"毕"	""
"p"	"ieʔ"	"7"	"必"	""
"p"	"ieʔ"	"7"	"弼"	""
"p"	"ieʔ"	"7"	"逼"	""
"p"	"ieʔ"	"7"	"碧"	""
"p"	"ieʔ"	"7"	"璧"	""
"p"	"ieʔ"	"7"	"壁"	""
"pʰ"	"ieʔ"	"7"	"撇"	""
"pʰ"	"ieʔ"	"7"	"匹"	""
"pʰ"	"ieʔ"	"7"	"僻"	""
"pʰ"	"ieʔ"	"7"	"劈"	""
"m"	"ieʔ"	"7"	"密"	""
"m"	"ieʔ"	"7"	"没"	""
"m"	"ieʔ"	"8"	"灭"	""
"m"	"ieʔ"	"8"	"蔑"	""
"m"	"ieʔ"	"8"	"蔑"	""
"m"	"ieʔ"	"8"	"蜜"	""
"m"	"ieʔ"	"8"	"觅"	""
"t"	"ieʔ"	"7"	"跌"	""
"t"	"ieʔ"	"7"	"啄"	""
"t"	"ieʔ"	"7"	"的"	""
"t"	"ieʔ"	"7"	"滴"	""
"t"	"ieʔ"	"7"	"嫡"	""
"tʰ"	"ieʔ"	"7"	"铁"	""
"tʰ"	"ieʔ"	"7"	"踢"	""
"tʰ"	"ieʔ"	"7"	"剔"	""
"d"	"ieʔ"	"8"	"直"	""
"d"	"ieʔ"	"8"	"值"	""
"d"	"ieʔ"	"8"	"笛"	""
"d"	"ieʔ"	"8"	"敌"	""
"d"	"ieʔ"	"8"	"狄"	""
"l"	"ieʔ"	"7"	"裂"	""
"l"	"ieʔ"	"8"	"例"	""
"l"	"ieʔ"	"8"	"立"	""
"l"	"ieʔ"	"8"	"笠"	""
"l"	"ieʔ"	"8"	"列"	""
"l"	"ieʔ"	"8"	"烈"	""
"l"	"ieʔ"	"8"	"劣"	""
"l"	"ieʔ"	"8"	"栗"	""
"l"	"ieʔ"	"8"	"率"	""
"l"	"ieʔ"	"8"	"掠"	""
"l"	"ieʔ"	"8"	"力"	""
"l"	"ieʔ"	"8"	"歷"	""
"l"	"ieʔ"	"8"	"曆"	""
"dz"	"ieʔ"	"8"	"蛰"	""
"tɕ"	"ieʔ"	"7"	"接"	""
"tɕ"	"ieʔ"	"7"	"摺"	""
"tɕ"	"ieʔ"	"7"	"褶"	""
"tɕ"	"ieʔ"	"7"	"劫"	""
"tɕ"	"ieʔ"	"7"	"急"	""
"tɕ"	"ieʔ"	"7"	"级"	""
"tɕ"	"ieʔ"	"7"	"给"	""
"tɕ"	"ieʔ"	"7"	"哲"	""
"tɕ"	"ieʔ"	"7"	"蜇"	""
"tɕ"	"ieʔ"	"7"	"浙"	""
"tɕ"	"ieʔ"	"7"	"结"	""
"tɕ"	"ieʔ"	"7"	"洁"	""
"tɕ"	"ieʔ"	"7"	"厥"	""
"tɕ"	"ieʔ"	"7"	"决"	""
"tɕ"	"ieʔ"	"7"	"诀"	""
"tɕ"	"ieʔ"	"7"	"吉"	""
"tɕ"	"ieʔ"	"7"	"橘"	""
"tɕ"	"ieʔ"	"7"	"爵"	""
"tɕ"	"ieʔ"	"7"	"雀"	""
"tɕ"	"ieʔ"	"7"	"嚼"	""
"tɕ"	"ieʔ"	"7"	"酌"	""
"tɕ"	"ieʔ"	"7"	"芍"	""
"tɕ"	"ieʔ"	"7"	"脚"	""
"tɕ"	"ieʔ"	"7"	"卓"	""
"tɕ"	"ieʔ"	"7"	"即"	""
"tɕ"	"ieʔ"	"7"	"鲫"	""
"tɕ"	"ieʔ"	"7"	"织"	""
"tɕ"	"ieʔ"	"7"	"职"	""
"tɕ"	"ieʔ"	"7"	"戟"	""
"tɕ"	"ieʔ"	"7"	"菊"	""
"tɕ"	"ieʔ"	"7"	"掬"	""
"tɕ"	"ieʔ"	"7"	"绩"	""
"tɕ"	"ieʔ"	"7"	"脊"	""
"tɕ"	"ieʔ"	"7"	"击"	""
"tɕ"	"ieʔ"	"7"	"激"	""
"tɕʰ"	"ieʔ"	"7"	"砌"	""
"tɕʰ"	"ieʔ"	"7"	"怯"	""
"tɕʰ"	"ieʔ"	"7"	"泣"	""
"tɕʰ"	"ieʔ"	"7"	"缺"	""
"tɕʰ"	"ieʔ"	"7"	"七"	""
"tɕʰ"	"ieʔ"	"7"	"漆"	""
"tɕʰ"	"ieʔ"	"7"	"膝"	""
"tɕʰ"	"ieʔ"	"7"	"乞"	""
"tɕʰ"	"ieʔ"	"7"	"出"	""
"tɕʰ"	"ieʔ"	"7"	"屈"	""
"tɕʰ"	"ieʔ"	"7"	"倔"	""
"tɕʰ"	"ieʔ"	"7"	"鹊"	""
"tɕʰ"	"ieʔ"	"7"	"绰"	""
"tɕʰ"	"ieʔ"	"7"	"却"	""
"tɕʰ"	"ieʔ"	"7"	"曲"	""
"tɕʰ"	"ieʔ"	"7"	"麴"	""
"tɕʰ"	"ieʔ"	"7"	"戚"	""
"tɕʰ"	"ieʔ"	"7"	"畜"	""
"tɕʰ"	"ieʔ"	"7"	"赤"	""
"tɕʰ"	"ieʔ"	"7"	"斥"	""
"dʑ"	"ieʔ"	"8"	"及"	""
"dʑ"	"ieʔ"	"8"	"彻"	""
"dʑ"	"ieʔ"	"8"	"撤"	""
"dʑ"	"ieʔ"	"8"	"辙"	""
"dʑ"	"ieʔ"	"8"	"杰"	""
"dʑ"	"ieʔ"	"8"	"截"	""
"dʑ"	"ieʔ"	"8"	"侄"	""
"dʑ"	"ieʔ"	"8"	"实"	""
"dʑ"	"ieʔ"	"8"	"殖"	""
"dʑ"	"ieʔ"	"8"	"植"	""
"dʑ"	"ieʔ"	"8"	"极"	""
"dʑ"	"ieʔ"	"8"	"崛"	""
"dʑ"	"ieʔ"	"8"	"掷"	""
"dʑ"	"ieʔ"	"8"	"蜀"	""
"dʑ"	"ieʔ"	"8"	"属"	""
"dʑ"	"ieʔ"	"8"	"局"	""
"dʑ"	"ieʔ"	"8"	"锔"	""
"ȵ"	"ieʔ"	"7"	"溺"	""
"ȵ"	"ieʔ"	"8"	"沂"	""
"ȵ"	"ieʔ"	"8"	"聂"	""
"ȵ"	"ieʔ"	"8"	"镜"	""
"ȵ"	"ieʔ"	"8"	"业"	""
"ȵ"	"ieʔ"	"8"	"热"	""
"ȵ"	"ieʔ"	"8"	"孽"	""
"ȵ"	"ieʔ"	"8"	"月"	""
"ȵ"	"ieʔ"	"8"	"日"	""
"ȵ"	"ieʔ"	"8"	"虐"	""
"ȵ"	"ieʔ"	"8"	"疟"	""
"ȵ"	"ieʔ"	"8"	"匿"	""
"ȵ"	"ieʔ"	"8"	"翼"	""
"ȵ"	"ieʔ"	"8"	"逆"	""
"ȵ"	"ieʔ"	"8"	"玉"	""
"ȵ"	"ieʔ"	"8"	"狱"	""
"ȵ"	"ieʔ"	"8"	"肉"	""
"ɕ"	"ieʔ"	"7"	"拾"	""
"ɕ"	"ieʔ"	"7"	"携"	""
"ɕ"	"ieʔ"	"7"	"闪"	""
"ɕ"	"ieʔ"	"7"	"摄"	""
"ɕ"	"ieʔ"	"7"	"胁"	""
"ɕ"	"ieʔ"	"7"	"湿"	""
"ɕ"	"ieʔ"	"7"	"薛"	""
"ɕ"	"ieʔ"	"7"	"泄"	""
"ɕ"	"ieʔ"	"7"	"歇"	""
"ɕ"	"ieʔ"	"7"	"蝎"	""
"ɕ"	"ieʔ"	"7"	"雪"	""
"ɕ"	"ieʔ"	"7"	"说"	""
"ɕ"	"ieʔ"	"7"	"悉"	""
"ɕ"	"ieʔ"	"7"	"失"	""
"ɕ"	"ieʔ"	"7"	"室"	""
"ɕ"	"ieʔ"	"7"	"戌"	""
"ɕ"	"ieʔ"	"7"	"恤"	""
"ɕ"	"ieʔ"	"7"	"削"	""
"ɕ"	"ieʔ"	"7"	"息"	""
"ɕ"	"ieʔ"	"7"	"熄"	""
"ɕ"	"ieʔ"	"7"	"媳"	""
"ɕ"	"ieʔ"	"7"	"识"	""
"ɕ"	"ieʔ"	"7"	"式"	""
"ɕ"	"ieʔ"	"7"	"饰"	""
"ɕ"	"ieʔ"	"7"	"锡"	""
"ɕ"	"ieʔ"	"7"	"析"	""
"ɕ"	"ieʔ"	"7"	"惜"	""
"ɕ"	"ieʔ"	"7"	"昔"	""
"ɕ"	"ieʔ"	"7"	"夕"	""
"ʑ"	"ieʔ"	"8"	"徙"	""
"ʑ"	"ieʔ"	"8"	"续"	""
"ʑ"	"ieʔ"	"8"	"涉"	""
"ʑ"	"ieʔ"	"8"	"舌"	""
"ʑ"	"ieʔ"	"8"	"折"	""
"ʑ"	"ieʔ"	"8"	"绝"	""
"ʑ"	"ieʔ"	"8"	"术"	""
"ʑ"	"ieʔ"	"8"	"晰"	""
"ʑ"	"ieʔ"	"8"	"述"	""
"ʑ"	"ieʔ"	"8"	"若"	""
"ʑ"	"ieʔ"	"8"	"弱"	""
"ʑ"	"ieʔ"	"8"	"食"	""
"ʑ"	"ieʔ"	"8"	"文"	""
"ʑ"	"ieʔ"	"8"	"席"	""
"ʑ"	"ieʔ"	"8"	"俗"	""
"ʑ"	"ieʔ"	"8"	"续"	""
"ɦ"	"ieʔ"	"8"	"叶"	""
"ɦ"	"ieʔ"	"8"	"页"	""
"ɦ"	"ieʔ"	"8"	"协"	""
"ɦ"	"ieʔ"	"8"	"侠"	""
"ɦ"	"ieʔ"	"8"	"悦"	""
"ɦ"	"ieʔ"	"8"	"阅"	""
"ɦ"	"ieʔ"	"8"	"越"	""
"ɦ"	"ieʔ"	"8"	"粤"	""
"ɦ"	"ieʔ"	"8"	"穴"	""
"ɦ"	"ieʔ"	"8"	"逸"	""
"ɦ"	"ieʔ"	"8"	"药"	""
"ɦ"	"ieʔ"	"8"	"跃"	""
"ɦ"	"ieʔ"	"8"	"域"	""
"ɦ"	"ieʔ"	"8"	"欲"	""
"ɦ"	"ieʔ"	"8"	"悠"	""
"ɦ"	"ieʔ"	"8"	"浴"	""
"ɦ"	"ieʔ"	"8"	"疫"	""
"ɦ"	"ieʔ"	"8"	"役"	""
"ɦ"	"ieʔ"	"8"	"亦"	""
"ɦ"	"ieʔ"	"8"	"译"	""
"ɦ"	"ieʔ"	"8"	"易"	""
"ɦ"	"ieʔ"	"8"	"液"	""
"ɦ"	"ieʔ"	"8"	"腋"	""
"零"	"ieʔ"	"7"	"乙"	""
"零"	"ieʔ"	"7"	"一"	""
"零"	"ieʔ"	"7"	"隘"	""
"零"	"ieʔ"	"7"	"缢"	""
"零"	"ieʔ"	"7"	"揖"	""
"零"	"ieʔ"	"7"	"约"	""
"零"	"ieʔ"	"7"	"钥"	""
"零"	"ieʔ"	"7"	"育"	""
"零"	"ieʔ"	"7"	"郁"	""
"零"	"ieʔ"	"7"	"益"	""
"k"	"uəʔ"	"7"	"刮"	""
"k"	"uəʔ"	"7"	"骨"	""
"kʰ"	"uəʔ"	"7"	"阔"	""
"g"	"uəʔ"	"8"	"掘"	""
"零"	"uəʔ"	"7"	"挖"	""
"h"	"ɔʔ"	"7"	"霍"	""
"h"	"ɔʔ"	"7"	"董"	""
"h"	"ɔʔ"	"7"	"福"	""
"h"	"ɔʔ"	"7"	"幅"	""
"h"	"ɔʔ"	"7"	"蝠"	""
"h"	"ɔʔ"	"8"	"伏"	""
"ɦ"	"ɔʔ"	"8"	"斛"	""
"零"	"ɔʔ"	"7"	"恶"	""
"零"	"ɔʔ"	"7"	"屋"	""
"零"	"ɔʔ"	"7"	"沃"	""
"零"	"ŋ̍"	"2"	"牛"	""
"零"	"ŋ̍"	"3"	"尔"	""
"零"	"ŋ̍"	"6"	"五"	""
"零"	"l̩"	"2"	"儿"	""
"零"	"l̩"	"6"	"而"	""
