"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"	"重复数"
"當"	"tɯŋ223"	"~官"	"t"	"ɯŋ"	"223"	"4"
"當"	"tɯŋ21"	"~做"	"t"	"ɯŋ"	"21"	"4"
"斷"	"tɯŋ213"	""	"t"	"ɯŋ"	"213"	"2"
"耍"	"sɯŋ53"	"训"	"s"	"ɯŋ"	"53"	"2"
"爽"	"sɯŋ53"	"玩耍"	"s"	"ɯŋ"	"53"	"3"
"酸"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"1"
"孙"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"2"
"丧"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"2"
"孀"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"1"
"霜"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"1"
"算"	"sɯŋ21"	""	"s"	"ɯŋ"	"21"	"2"
"蒜"	"sɯŋ21"	""	"s"	"ɯŋ"	"21"	"1"
"孫"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"2"
"喪"	"sɯŋ223"	""	"s"	"ɯŋ"	"223"	"2"
"本"	"pɯŋ53"	""	"p"	"ɯŋ"	"53"	"1"
"方"	"pɯŋ223"	"姓"	"p"	"ɯŋ"	"223"	"4"
"风"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"	"3"
"枫"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"	"1"
"饭"	"pɯŋ311"	""	"p"	"ɯŋ"	"311"	"2"
"風"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"	"3"
"楓"	"pɯŋ223"	""	"p"	"ɯŋ"	"223"	"1"
"飯"	"pɯŋ311"	""	"p"	"ɯŋ"	"311"	"2"
"郎"	"nɯŋ44"	"牛郎"	"n"	"ɯŋ"	"44"	"2"
"女"	"nɯŋ53"	""	"n"	"ɯŋ"	"53"	"2"
"钻"	"nɯŋ21"	""	"n"	"ɯŋ"	"21"	"2"
"卵"	"nɯŋ213"	""	"n"	"ɯŋ"	"213"	"4"
"糯"	"nɯŋ311"	""	"n"	"ɯŋ"	"311"	"3"
"鑽"	"nɯŋ21"	""	"n"	"ɯŋ"	"21"	"2"
"门"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"	"1"
"晚"	"mɯŋ53"	""	"m"	"ɯŋ"	"53"	"1"
"问"	"mɯŋ311"	""	"m"	"ɯŋ"	"311"	"1"
"門"	"mɯŋ44"	""	"m"	"ɯŋ"	"44"	"1"
"問"	"mɯŋ311"	""	"m"	"ɯŋ"	"311"	"1"
"慷"	"kʰɯŋ53"	"~慨(白)"	"kʰ"	"ɯŋ"	"53"	"2"
"糠"	"kʰɯŋ223"	""	"kʰ"	"ɯŋ"	"223"	"1"
"劝"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"	"1"
"囥"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"	"1"
"勸"	"kʰɯŋ21"	""	"kʰ"	"ɯŋ"	"21"	"1"
"狂"	"kɯŋ44"	"~眠(说梦话)"	"k"	"ɯŋ"	"44"	"2"
"广"	"kɯŋ53"	"广州"	"k"	"ɯŋ"	"53"	"2"
"缸"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"	"1"
"光"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"	"2"
"扛"	"kɯŋ223"	""	"k"	"ɯŋ"	"223"	"1"
"钢"	"kɯŋ21"	""	"k"	"ɯŋ"	"21"	"1"
"廣"	"kɯŋ53"	"广州"	"k"	"ɯŋ"	"53"	"2"
"鋼"	"kɯŋ21"	""	"k"	"ɯŋ"	"21"	"1"
"擤"	"sɯŋʔ32"	"擤鼻涕的声音"	"s"	"ɯŋʔ"	"32"	"2"
"行"	"ŋ44"	""	""	"ŋ"	"44"	"5"
"黄"	"ŋ44"	""	""	"ŋ"	"44"	"1"
"䘼"	"ŋ53"	""	""	"ŋ"	"53"	"1"
"央"	"ŋ223"	""	""	"ŋ"	"223"	"2"
"秧"	"ŋ223"	""	""	"ŋ"	"223"	"2"
"仰"	"ŋ21"	"依靠"	""	"ŋ"	"21"	"2"
"黃"	"ŋ44"	""	""	"ŋ"	"44"	"1"
"园"	"hŋ44"	""	"h"	"ŋ"	"44"	"1"
"昏"	"hŋ223"	"暝~(黄昏)"	"h"	"ŋ"	"223"	"2"
"荒"	"hŋ223"	"饥~"	"h"	"ŋ"	"223"	"2"
"方"	"hŋ223"	"地~"	"h"	"ŋ"	"223"	"4"
"远"	"hŋ213"	""	"h"	"ŋ"	"213"	"2"
"園"	"hŋ44"	""	"h"	"ŋ"	"44"	"1"
"遠"	"hŋ213"	""	"h"	"ŋ"	"213"	"2"
"嗯"	"ŋʔ32"	"假借，儿语拉屎"	""	"ŋʔ"	"32"	"1"
"刺"	"tsŋʔ54"	""	"ts"	"ŋʔ"	"54"	"3"
"荷"	"o44"	""	""	"o"	"44"	"3"
"搁"	"o44"	"又"	""	"o"	"44"	"2"
"窝"	"o223"	""	""	"o"	"223"	"1"
"涡"	"o223"	""	""	"o"	"223"	"1"
"奥"	"o21"	"又"	""	"o"	"21"	"2"
"澳"	"o21"	"又"	""	"o"	"21"	"2"
"荷"	"o213"	""	""	"o"	"213"	"3"
"卧"	"o213"	""	""	"o"	"213"	"1"
"擱"	"o44"	"又"	""	"o"	"44"	"2"
"窩"	"o223"	""	""	"o"	"223"	"1"
"渦"	"o223"	""	""	"o"	"223"	"1"
"奧"	"o21"	"又"	""	"o"	"21"	"2"
"臥"	"o213"	""	""	"o"	"213"	"1"
"挫"	"tsʰo44"	""	"tsʰ"	"o"	"44"	"1"
"矬"	"tsʰo44"	""	"tsʰ"	"o"	"44"	"1"
"锄"	"tsʰo44"	"文"	"tsʰ"	"o"	"44"	"2"
"鋤"	"tsʰo44"	""	"tsʰ"	"o"	"44"	"2"
"楚"	"tsʰo53"	""	"tsʰ"	"o"	"53"	"1"
"础"	"tsʰo53"	""	"tsʰ"	"o"	"53"	"1"
"草"	"tsʰo53"	""	"tsʰ"	"o"	"53"	"2"
"初"	"tsʰo223"	""	"tsʰ"	"o"	"223"	"1"
"腥"	"tsʰo223"	""	"tsʰ"	"o"	"223"	"2"
"错"	"tsʰo21"	""	"tsʰ"	"o"	"21"	"1"
"□"	"tsʰo311"	"盛放物品"	"tsʰ"	"o"	"311"	"38"
"礎"	"tsʰo53"	""	"tsʰ"	"o"	"53"	"1"
"錯"	"tsʰo21"	""	"tsʰ"	"o"	"21"	"1"
"槽"	"tso44"	""	"ts"	"o"	"44"	"1"
"左"	"tso53"	""	"ts"	"o"	"53"	"1"
"佐"	"tso53"	""	"ts"	"o"	"53"	"1"
"阻"	"tso53"	""	"ts"	"o"	"53"	"1"
"枣"	"tso53"	""	"ts"	"o"	"53"	"1"
"做"	"tso21"	""	"ts"	"o"	"21"	"1"
"怎"	"tso21"	"训"	"ts"	"o"	"21"	"2"
"坐"	"tso213"	""	"ts"	"o"	"213"	"1"
"助"	"tso213"	""	"ts"	"o"	"213"	"1"
"座"	"tso311"	""	"ts"	"o"	"311"	"1"
"棗"	"tso53"	""	"ts"	"o"	"53"	"1"
"驮"	"tʰo44"	""	"tʰ"	"o"	"44"	"1"
"桃"	"tʰo44"	""	"tʰ"	"o"	"44"	"2"
"萄"	"tʰo44"	""	"tʰ"	"o"	"44"	"1"
"妥"	"tʰo53"	""	"tʰ"	"o"	"53"	"1"
"椭"	"tʰo53"	""	"tʰ"	"o"	"53"	"1"
"讨"	"tʰo53"	""	"tʰ"	"o"	"53"	"1"
"胎"	"tʰo223"	""	"tʰ"	"o"	"223"	"1"
"推"	"tʰo223"	""	"tʰ"	"o"	"223"	"3"
"退"	"tʰo21"	""	"tʰ"	"o"	"21"	"1"
"馱"	"tʰo44"	""	"tʰ"	"o"	"44"	"1"
"橢"	"tʰo53"	""	"tʰ"	"o"	"53"	"1"
"討"	"tʰo53"	""	"tʰ"	"o"	"53"	"1"
"桃"	"to44"	"杨~"	"t"	"o"	"44"	"2"
"朵"	"to53"	""	"t"	"o"	"53"	"1"
"躲"	"to53"	""	"t"	"o"	"53"	"1"
"短"	"to53"	""	"t"	"o"	"53"	"1"
"多"	"to223"	""	"t"	"o"	"223"	"2"
"都"	"to223"	"又"	"t"	"o"	"223"	"2"
"倒"	"to21"	""	"t"	"o"	"21"	"2"
"在"	"to213"	""	"t"	"o"	"213"	"2"
"代"	"to311"	""	"t"	"o"	"311"	"3"
"袋"	"to311"	""	"t"	"o"	"311"	"1"
"傻"	"so44"	""	"s"	"o"	"44"	"2"
"锁"	"so53"	""	"s"	"o"	"53"	"1"
"唢"	"so53"	""	"s"	"o"	"53"	"1"
"琐"	"so53"	""	"s"	"o"	"53"	"1"
"所"	"so53"	""	"s"	"o"	"53"	"1"
"嫂"	"so53"	""	"s"	"o"	"53"	"1"
"搓"	"so223"	""	"s"	"o"	"223"	"2"
"娑"	"so223"	""	"s"	"o"	"223"	"1"
"蓑"	"so223"	"文"	"s"	"o"	"223"	"2"
"唆"	"so223"	""	"s"	"o"	"223"	"1"
"梭"	"so223"	""	"s"	"o"	"223"	"1"
"莎"	"so223"	""	"s"	"o"	"223"	"1"
"蔬"	"so223"	""	"s"	"o"	"223"	"1"
"疏"	"so223"	""	"s"	"o"	"223"	"1"
"素"	"so21"	"白"	"s"	"o"	"21"	"2"
"鎖"	"so53"	""	"s"	"o"	"53"	"1"
"嗩"	"so53"	""	"s"	"o"	"53"	"1"
"瑣"	"so53"	""	"s"	"o"	"53"	"1"
"菩"	"pʰo44"	""	"pʰ"	"o"	"44"	"1"
"颇"	"pʰo53"	""	"pʰ"	"o"	"53"	"2"
"坡"	"pʰo223"	"新"	"pʰ"	"o"	"223"	"2"
"破"	"pʰo21"	""	"pʰ"	"o"	"21"	"2"
"抱"	"pʰo213"	""	"pʰ"	"o"	"213"	"2"
"頗"	"pʰo53"	""	"pʰ"	"o"	"53"	"2"
"薄"	"po44"	"~荷"	"p"	"o"	"44"	"2"
"婆"	"po44"	""	"p"	"o"	"44"	"2"
"跛"	"po53"	"文"	"p"	"o"	"53"	"3"
"保"	"po53"	""	"p"	"o"	"53"	"1"
"波"	"po223"	""	"p"	"o"	"223"	"1"
"菠"	"po223"	""	"p"	"o"	"223"	"2"
"玻"	"po223"	""	"p"	"o"	"223"	"1"
"坡"	"po223"	""	"p"	"o"	"223"	"2"
"报"	"po21"	""	"p"	"o"	"21"	"1"
"報"	"po21"	""	"p"	"o"	"21"	"1"
"蛾"	"ŋo44"	""	"ŋ"	"o"	"44"	"2"
"俄"	"ŋo44"	""	"ŋ"	"o"	"44"	"1"
"娥"	"ŋo44"	""	"ŋ"	"o"	"44"	"1"
"梧"	"ŋo44"	""	"ŋ"	"o"	"44"	"1"
"愚"	"ŋo44"	""	"ŋ"	"o"	"44"	"2"
"虞"	"ŋo44"	""	"ŋ"	"o"	"44"	"1"
"我"	"ŋo53"	"文"	"ŋ"	"o"	"53"	"2"
"悟"	"ŋo213"	""	"ŋ"	"o"	"213"	"1"
"遇"	"ŋo213"	""	"ŋ"	"o"	"213"	"1"
"挪"	"no44"	"文"	"n"	"o"	"44"	"1"
"娜"	"no44"	""	"n"	"o"	"44"	"1"
"糯"	"no21"	"文"	"n"	"o"	"21"	"3"
"懦"	"no21"	"文"	"n"	"o"	"21"	"1"
"努"	"no21"	""	"n"	"o"	"21"	"1"
"怒"	"no21"	""	"n"	"o"	"21"	"2"
"两"	"no213"	""	"n"	"o"	"213"	"3"
"兩"	"no213"	""	"n"	"o"	"213"	"3"
"魔"	"mo44"	""	"m"	"o"	"44"	"1"
"摩"	"mo44"	""	"m"	"o"	"44"	"1"
"模"	"mo44"	""	"m"	"o"	"44"	"2"
"毛"	"mo44"	""	"m"	"o"	"44"	"1"
"暮"	"mo213"	""	"m"	"o"	"213"	"1"
"墓"	"mo213"	""	"m"	"o"	"213"	"1"
"慕"	"mo213"	""	"m"	"o"	"213"	"1"
"募"	"mo213"	""	"m"	"o"	"213"	"1"
"幕"	"mo213"	""	"m"	"o"	"213"	"1"
"望"	"mo311"	""	"m"	"o"	"311"	"2"
"罗"	"lo44"	""	"l"	"o"	"44"	"1"
"锣"	"lo44"	""	"l"	"o"	"44"	"1"
"萝"	"lo44"	""	"l"	"o"	"44"	"1"
"逻"	"lo44"	""	"l"	"o"	"44"	"1"
"螺"	"lo44"	""	"l"	"o"	"44"	"1"
"脶"	"lo44"	"指纹"	"l"	"o"	"44"	"1"
"牢"	"lo44"	""	"l"	"o"	"44"	"2"
"裸"	"lo53"	""	"l"	"o"	"53"	"1"
"恼"	"lo53"	""	"l"	"o"	"53"	"2"
"啰"	"lo223"	""	"l"	"o"	"223"	"1"
"躼"	"lo21"	""	"l"	"o"	"21"	"1"
"羅"	"lo44"	""	"l"	"o"	"44"	"1"
"鑼"	"lo44"	""	"l"	"o"	"44"	"1"
"蘿"	"lo44"	""	"l"	"o"	"44"	"1"
"邏"	"lo44"	""	"l"	"o"	"44"	"1"
"腡"	"lo44"	""	"l"	"o"	"44"	"1"
"惱"	"lo53"	""	"l"	"o"	"53"	"2"
"囉"	"lo223"	""	"l"	"o"	"223"	"1"
"可"	"kʰo53"	""	"kʰ"	"o"	"53"	"2"
"颗"	"kʰo53"	""	"kʰ"	"o"	"53"	"1"
"洘"	"kʰo53"	""	"kʰ"	"o"	"53"	"1"
"柯"	"kʰo223"	""	"kʰ"	"o"	"223"	"2"
"戈"	"kʰo223"	""	"kʰ"	"o"	"223"	"1"
"顆"	"kʰo53"	""	"kʰ"	"o"	"53"	"1"
"哥"	"ko44"	"口"	"k"	"o"	"44"	"2"
"搁"	"ko44"	"扔"	"k"	"o"	"44"	"2"
"稿"	"ko53"	""	"k"	"o"	"53"	"1"
"歌"	"ko223"	""	"k"	"o"	"223"	"2"
"哥"	"ko223"	""	"k"	"o"	"223"	"2"
"高"	"ko223"	""	"k"	"o"	"223"	"2"
"篙"	"ko223"	""	"k"	"o"	"223"	"1"
"糕"	"ko223"	""	"k"	"o"	"223"	"1"
"膏"	"ko223"	""	"k"	"o"	"223"	"1"
"个"	"ko21"	""	"k"	"o"	"21"	"2"
"划"	"ko21"	"~船"	"k"	"o"	"21"	"3"
"戴"	"to21"	"姓"	"t"	"o"	"21"	"4"
"块"	"ko21"	""	"k"	"o"	"21"	"1"
"擱"	"ko44"	"扔"	"k"	"o"	"44"	"2"
"個"	"ko21"	""	"k"	"o"	"21"	"2"
"塊"	"ko21"	""	"k"	"o"	"21"	"1"
"河"	"ho44"	""	"h"	"o"	"44"	"1"
"何"	"ho44"	""	"h"	"o"	"44"	"1"
"豪"	"ho44"	""	"h"	"o"	"44"	"2"
"蒿"	"ho223"	""	"h"	"o"	"223"	"1"
"荷"	"ho21"	"薄~"	"h"	"o"	"21"	"3"
"贺"	"ho311"	""	"h"	"o"	"311"	"1"
"号"	"ho311"	""	"h"	"o"	"311"	"2"
"佑"	"ho311"	""	"h"	"o"	"311"	"2"
"賀"	"ho311"	""	"h"	"o"	"311"	"1"
"號"	"ho311"	""	"h"	"o"	"311"	"2"
"鹅"	"go44"	""	"g"	"o"	"44"	"1"
"饿"	"go311"	""	"g"	"o"	"311"	"1"
"鵝"	"go44"	""	"g"	"o"	"44"	"1"
"餓"	"go311"	""	"g"	"o"	"311"	"1"
"无"	"bo44"	""	"b"	"o"	"44"	"1"
"母"	"bo53"	""	"b"	"o"	"53"	"3"
"拇"	"bo53"	""	"b"	"o"	"53"	"1"
"磨"	"bo311"	""	"b"	"o"	"311"	"2"
"帽"	"bo311"	""	"b"	"o"	"311"	"1"
"無"	"bo44"	""	"b"	"o"	"44"	"1"
"奥"	"õ21"	""	""	"õ"	"21"	"2"
"澳"	"õ21"	""	""	"õ"	"21"	"2"
"奧"	"õ21"	""	""	"õ"	"21"	"2"
"可"	"kʰõ53"	"又"	"kʰ"	"õ"	"53"	"2"
"鞋"	"oi44"	""	""	"oi"	"44"	"1"
"矮"	"oi53"	""	""	"oi"	"53"	"1"
"倭"	"oi53"	""	""	"oi"	"53"	"1"
"解"	"oi213"	""	""	"oi"	"213"	"3"
"粞"	"tsʰoi21"	""	"tsʰ"	"oi"	"21"	"1"
"齐"	"tsoi44"	""	"ts"	"oi"	"44"	"2"
"多"	"tsoi311"	"训"	"ts"	"oi"	"311"	"2"
"载"	"tsoi311"	"多"	"ts"	"oi"	"311"	"3"
"齊"	"tsoi44"	""	"ts"	"oi"	"44"	"2"
"載"	"tsoi311"	"多"	"ts"	"oi"	"311"	"3"
"钗"	"tʰoi223"	""	"tʰ"	"oi"	"223"	"1"
"代"	"tʰoi21"	""	"tʰ"	"oi"	"21"	"3"
"黛"	"tʰoi21"	""	"tʰ"	"oi"	"21"	"1"
"替"	"tʰoi21"	""	"tʰ"	"oi"	"21"	"3"
"釵"	"tʰoi223"	""	"tʰ"	"oi"	"223"	"1"
"题"	"toi44"	""	"t"	"oi"	"44"	"1"
"蹄"	"toi44"	""	"t"	"oi"	"44"	"1"
"堤"	"toi223"	""	"t"	"oi"	"223"	"1"
"第"	"toi213"	""	"t"	"oi"	"213"	"1"
"題"	"toi44"	""	"t"	"oi"	"44"	"1"
"洗"	"soi53"	""	"s"	"oi"	"53"	"1"
"细"	"soi21"	""	"s"	"oi"	"21"	"1"
"細"	"soi21"	""	"s"	"oi"	"21"	"1"
"批"	"pʰoi223"	""	"pʰ"	"oi"	"223"	"1"
"稗"	"pʰoi311"	""	"pʰ"	"oi"	"311"	"1"
"犁"	"loi44"	""	"l"	"oi"	"44"	"1"
"黎"	"loi44"	""	"l"	"oi"	"44"	"2"
"蠡"	"loi53"	"弯"	"l"	"oi"	"53"	"1"
"礼"	"loi53"	""	"l"	"oi"	"53"	"2"
"劙"	"loi21"	"劈"	"l"	"oi"	"21"	"1"
"禮"	"loi53"	""	"l"	"oi"	"53"	"2"
"溪"	"kʰoi223"	""	"kʰ"	"oi"	"223"	"1"
"契"	"kʰoi21"	""	"kʰ"	"oi"	"21"	"1"
"喫"	"kʰoi21"	"啃"	"kʰ"	"oi"	"21"	"1"
"改"	"koi53"	""	"k"	"oi"	"53"	"1"
"解"	"koi53"	""	"k"	"oi"	"53"	"3"
"街"	"koi223"	""	"k"	"oi"	"223"	"1"
"鸡"	"koi223"	""	"k"	"oi"	"223"	"1"
"计"	"koi21"	""	"k"	"oi"	"21"	"1"
"易"	"koi311"	""	"k"	"oi"	"311"	"3"
"雞"	"koi223"	""	"k"	"oi"	"223"	"1"
"計"	"koi21"	""	"k"	"oi"	"21"	"1"
"蟹"	"hoi213"	""	"h"	"oi"	"213"	"1"
"倪"	"goi44"	""	"g"	"oi"	"44"	"1"
"艺"	"goi311"	""	"g"	"oi"	"311"	"1"
"藝"	"goi311"	""	"g"	"oi"	"311"	"1"
"买"	"boi53"	""	"b"	"oi"	"53"	"1"
"卖"	"boi311"	""	"b"	"oi"	"311"	"1"
"買"	"boi53"	""	"b"	"oi"	"53"	"1"
"賣"	"boi311"	""	"b"	"oi"	"311"	"1"
"体"	"tʰõi53"	""	"tʰ"	"õi"	"53"	"2"
"看"	"tʰõi53"	"训又"	"tʰ"	"õi"	"53"	"4"
"體"	"tʰõi53"	""	"tʰ"	"õi"	"53"	"2"
"底"	"tõi53"	""	"t"	"õi"	"53"	"2"
"看"	"kʰõi53"	"训"	"kʰ"	"õi"	"53"	"4"
"狭"	"oiʔ54"	""	""	"oiʔ"	"54"	"2"
"狹"	"oiʔ54"	""	""	"oiʔ"	"54"	"2"
"截"	"tsoiʔ54"	""	"ts"	"oiʔ"	"54"	"1"
"节"	"tsoiʔ32"	"~日"	"ts"	"oiʔ"	"32"	"2"
"節"	"tsoiʔ32"	"~日"	"ts"	"oiʔ"	"32"	"2"
"替"	"tʰoiʔ32"	"顶替"	"tʰ"	"oiʔ"	"32"	"3"
"拔"	"poiʔ32"	""	"p"	"oiʔ"	"32"	"2"
"八"	"poiʔ32"	""	"p"	"oiʔ"	"32"	"1"
"捌"	"poiʔ32"	""	"p"	"oiʔ"	"32"	"1"
"笠"	"loiʔ54"	""	"l"	"oiʔ"	"54"	"1"
"轧"	"kʰoiʔ32"	"训"	"kʰ"	"oiʔ"	"32"	"1"
"軋"	"kʰoiʔ32"	"训"	"kʰ"	"oiʔ"	"32"	"1"
"圿"	"koiʔ32"	"垢~(死皮)"	"k"	"oiʔ"	"32"	"1"
"夹"	"koiʔ32"	""	"k"	"oiʔ"	"32"	"3"
"夾"	"koiʔ32"	""	"k"	"oiʔ"	"32"	"3"
"龌"	"ok32"	""	""	"ok"	"32"	"2"
"握"	"ok32"	""	""	"ok"	"32"	"1"
"屋"	"ok32"	""	""	"ok"	"32"	"1"
"沃"	"ok32"	""	""	"ok"	"32"	"2"
"齷"	"ok32"	""	""	"ok"	"32"	"2"
"促"	"tsʰok32"	""	"tsʰ"	"ok"	"32"	"1"
"触"	"tsʰok32"	""	"tsʰ"	"ok"	"32"	"1"
"觸"	"tsʰok32"	""	"tsʰ"	"ok"	"32"	"1"
"族"	"tsok54"	""	"ts"	"ok"	"54"	"1"
"粥"	"tsok54"	""	"ts"	"ok"	"54"	"1"
"祝"	"tsok32"	""	"ts"	"ok"	"32"	"1"
"足"	"tsok32"	""	"ts"	"ok"	"32"	"1"
"戳"	"tʰok32"	""	"tʰ"	"ok"	"32"	"1"
"秃"	"tʰok32"	""	"tʰ"	"ok"	"32"	"1"
"禿"	"tʰok32"	""	"tʰ"	"ok"	"32"	"1"
"独"	"tok54"	""	"t"	"ok"	"54"	"1"
"逐"	"tok54"	""	"t"	"ok"	"54"	"1"
"剁"	"tok32"	""	"t"	"ok"	"32"	"1"
"斫"	"tok32"	""	"t"	"ok"	"32"	"1"
"啄"	"tok32"	""	"t"	"ok"	"32"	"1"
"督"	"tok32"	""	"t"	"ok"	"32"	"1"
"笃"	"tok32"	""	"t"	"ok"	"32"	"3"
"筑"	"tok32"	""	"t"	"ok"	"32"	"1"
"獨"	"tok54"	""	"t"	"ok"	"54"	"1"
"篤"	"tok32"	""	"t"	"ok"	"32"	"1"
"築"	"tok32"	""	"t"	"ok"	"32"	"1"
"俗"	"sok54"	""	"s"	"ok"	"54"	"2"
"续"	"sok54"	""	"s"	"ok"	"54"	"1"
"赎"	"sok54"	""	"s"	"ok"	"54"	"1"
"属"	"sok54"	""	"s"	"ok"	"54"	"1"
"塑"	"sok32"	""	"s"	"ok"	"32"	"2"
"索"	"sok32"	""	"s"	"ok"	"32"	"2"
"寂"	"sok32"	""	"s"	"ok"	"32"	"1"
"速"	"sok32"	""	"s"	"ok"	"32"	"1"
"肃"	"sok32"	""	"s"	"ok"	"32"	"1"
"淑"	"sok32"	""	"s"	"ok"	"32"	"1"
"束"	"sok32"	""	"s"	"ok"	"32"	"2"
"續"	"sok54"	""	"s"	"ok"	"54"	"1"
"贖"	"sok54"	""	"s"	"ok"	"54"	"1"
"屬"	"sok54"	""	"s"	"ok"	"54"	"1"
"肅"	"sok32"	""	"s"	"ok"	"32"	"1"
"朴"	"pʰok32"	"~素"	"pʰ"	"ok"	"32"	"2"
"扑"	"pʰok32"	""	"pʰ"	"ok"	"32"	"1"
"仆"	"pʰok32"	""	"pʰ"	"ok"	"32"	"1"
"樸"	"pʰok32"	"~素"	"pʰ"	"ok"	"32"	"1"
"撲"	"pʰok32"	""	"pʰ"	"ok"	"32"	"1"
"僕"	"pʰok32"	""	"pʰ"	"ok"	"32"	"1"
"卜"	"pok54"	""	"p"	"ok"	"54"	"1"
"蔔"	"pok54"	""	"p"	"ok"	"54"	"1"
"没"	"mok54"	""	"m"	"ok"	"54"	"1"
"莫"	"mok54"	""	"m"	"ok"	"54"	"1"
"寞"	"mok54"	""	"m"	"ok"	"54"	"1"
"漠"	"mok54"	""	"m"	"ok"	"54"	"1"
"疫"	"mok54"	""	"m"	"ok"	"54"	"2"
"沐"	"mok54"	""	"m"	"ok"	"54"	"1"
"牧"	"mok54"	""	"m"	"ok"	"54"	"1"
"穆"	"mok54"	""	"m"	"ok"	"54"	"1"
"沒"	"mok54"	""	"m"	"ok"	"54"	"1"
"洛"	"lok54"	""	"l"	"ok"	"54"	"1"
"络"	"lok54"	""	"l"	"ok"	"54"	"1"
"禄"	"lok54"	""	"l"	"ok"	"54"	"1"
"陆"	"lok54"	"~丰"	"l"	"ok"	"54"	"2"
"录"	"lok54"	""	"l"	"ok"	"54"	"1"
"絡"	"lok54"	""	"l"	"ok"	"54"	"1"
"祿"	"lok54"	""	"l"	"ok"	"54"	"1"
"陸"	"lok54"	"~丰"	"l"	"ok"	"54"	"2"
"錄"	"lok54"	""	"l"	"ok"	"54"	"1"
"酷"	"kʰok32"	""	"kʰ"	"ok"	"32"	"1"
"焗"	"kok54"	""	"k"	"ok"	"54"	"1"
"国"	"kok32"	""	"k"	"ok"	"32"	"1"
"谷"	"kok32"	""	"k"	"ok"	"32"	"1"
"漷"	"kok54"	"又"	"k"	"ok"	"54"	"2"
"國"	"kok32"	""	"k"	"ok"	"32"	"1"
"穀"	"kok32"	""	"k"	"ok"	"32"	"1"
"服"	"hok54"	""	"h"	"ok"	"54"	"1"
"伏"	"hok54"	""	"h"	"ok"	"54"	"1"
"复"	"hok54"	"重~"	"h"	"ok"	"54"	"2"
"福"	"hok32"	""	"h"	"ok"	"32"	"1"
"蝠"	"hok32"	""	"h"	"ok"	"32"	"2"
"覆"	"hok32"	""	"h"	"ok"	"32"	"2"
"复"	"hok32"	"~习"	"h"	"ok"	"32"	"2"
"複"	"hok54"	"重~"	"h"	"ok"	"54"	"2"
"複"	"hok32"	"~习"	"h"	"ok"	"32"	"2"
"辱"	"dziok54"	""	"dz"	"iok"	"54"	"1"
"撞"	"tsom44"	"口"	"ts"	"om"	"44"	"3"
"五"	"ŋom213"	"又"	"ŋ"	"om"	"213"	"3"
"翁"	"oŋ223"	""	""	"oŋ"	"223"	"3"
"崇"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"	"1"
"从"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"	"2"
"宠"	"tsʰoŋ53"	"~物"	"tsʰ"	"oŋ"	"53"	"2"
"聪"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"匆"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"衷"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"充"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"从"	"tsʰoŋ223"	"~容"	"tsʰ"	"oŋ"	"223"	"2"
"冲"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"涌"	"tsʰoŋ223"	"河~"	"tsʰ"	"oŋ"	"223"	"3"
"從"	"tsʰoŋ44"	""	"tsʰ"	"oŋ"	"44"	"2"
"寵"	"tsʰoŋ53"	"~物"	"tsʰ"	"oŋ"	"53"	"2"
"聰"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"從"	"tsʰoŋ223"	"~容"	"tsʰ"	"oŋ"	"223"	"2"
"沖"	"tsʰoŋ223"	""	"tsʰ"	"oŋ"	"223"	"1"
"湧"	"tsʰoŋ223"	"河~"	"tsʰ"	"oŋ"	"223"	"3"
"撞"	"tsoŋ44"	"冲，跑"	"ts"	"oŋ"	"44"	"3"
"总"	"tsoŋ53"	""	"ts"	"oŋ"	"53"	"2"
"种"	"tsoŋ53"	"芒~"	"ts"	"oŋ"	"53"	"3"
"宗"	"tsoŋ223"	""	"ts"	"oŋ"	"223"	"1"
"综"	"tsoŋ223"	""	"ts"	"oŋ"	"223"	"1"
"终"	"tsoŋ223"	""	"ts"	"oŋ"	"223"	"1"
"踪"	"tsoŋ223"	""	"ts"	"oŋ"	"223"	"1"
