"繁體"	"简体"	"聲韻"	"聲調"	"注釋"		"1：˧˧"	"2：˧˩"
"犬"	"犬"	"tɕʰy"	35				
"畎"	"畎"	"tɕʰy"	35				
"繾"	"缱"	"tɕʰi"	35				
"舛"	"舛"	"tɕʰy"	35				
"蠢"	"蠢"	"tɕʰoŋ"	35				
"諂"	"谄"	"tɕʰi"	35				
"譴"	"谴"	"tɕʰi"	35				
"遣"	"遣"	"tɕʰi"	35				
"醜"	"丑"	"tɕʰɤu"	35				
"闖"	"闯"	"tɕʰyɔ"	35				
"闡"	"阐"	"tɕʰi"	35				
"頃"	"顷"	"tɕʰoŋ"	35				
"鬈"	"鬈"	"tɕʰoŋ"	35				
"享"	"享"	"ɕi"	35				
"守"	"守"	"ɕɤu"	35				
"小"	"小"	"ɕiɛ"	35				
"少"	"少"	"ɕiɛ"	35	"多～"			
"悚"	"悚"	"ɕyɔ"	35				
"想"	"想"	"ɕi"	35				
"慫"	"怂"	"ɕyɔ"	35				
"手"	"手"	"ɕɤu"	35				
"曉"	"晓"	"ɕa"	35				
"朽"	"朽"	"ɕau"	35				
"栩"	"栩"	"ɕy"	35				
"榫"	"榫"	"ɕoŋ"	35				
"毀"	"毁"	"ɕy"	35				
"獫"	"猃"	"ɕi"	35				
"獮"	"獮"	"ɕi"	35				
"癬"	"癣"	"ɕi"	35				
"竦"	"竦"	"ɕyɔ"	35				
"筅"	"筅"	"ɕi"	35				
"筍"	"笋"	"ɕoŋ"	35				
"筱"	"筱"	"ɕiɛ"	35				
"聳"	"耸"	"ɕyɔ"	35				
"興"	"兴"	"ɕaŋ"	35	"作～"			
"蘚"	"藓"	"ɕi"	35				
"許"	"许"	"ɕy"	35				
"詡"	"诩"	"ɕy"	35				
"賞"	"赏"	"ɕi"	35				
"選"	"选"	"ɕy"	35				
"閃"	"闪"	"ɕi"	35				
"陝"	"陕"	"ɕi"	35				
"險"	"险"	"ɕi"	35				
"響"	"响"	"ɕi"	35				
"顯"	"显"	"ɕi"	35				
"餉"	"饷"	"ɕi"	35				
"饗"	"飨"	"ɕi"	35				
"首"	"首"	"ɕɤu"	35				
"髓"	"髓"	"ɕi"	35	"腦蓋～"			
"鮮"	"鲜"	"ɕi"	35	"少"			
"鯗"	"鲞"	"ɕi"	35				
"鰷"	"鲦"	"ɕiɛ"	35	"白～，青鳉魚"			
"丈"	"丈"	"dʑi"	35				
"仗"	"仗"	"dʑi"	35				
"件"	"件"	"dʑi"	35				
"像"	"像"	"dʑi"	35	"相～"			
"儉"	"俭"	"dʑi"	35				
"兆"	"兆"	"dʑiɛ"	35				
"咎"	"咎"	"dʑau"	35				
"妗"	"妗"	"dʑaŋ"	35				
"強"	"强"	"dʑi"	35	"勉～"			
"拒"	"拒"	"dʑy"	35				
"揆"	"揆"	"dʑy"	35				
"撬"	"撬"	"dʑiɛ"	35				
"杖"	"杖"	"dʑi"	35				
"柩"	"柩"	"dʑau"	35				
"桕"	"桕"	"dʑau"	35				
"炬"	"炬"	"dʑy"	35				
"盾"	"盾"	"dʑoŋ"	35				
"窘"	"窘"	"dʑoŋ"	35				
"篆"	"篆"	"dʑy"	35				
"紂"	"纣"	"dʑɤu"	35				
"肇"	"肇"	"dʑiɛ"	35				
"臼"	"臼"	"dʑau"	35				
"舅"	"舅"	"dʑau"	35				
"苣"	"苣"	"dʑy"	35				
"菌"	"菌"	"dʑoŋ"	35				
"虡"	"虡"	"dʑy"	35				
"詎"	"讵"	"dʑy"	35				
"賺"	"赚"	"dʑaŋ"	35				
"趙"	"赵"	"dʑiɛ"	35				
"距"	"距"	"dʑy"	35				
"跪"	"跪"	"dʑy"	35				
"近"	"近"	"dʑaŋ"	35				
"重"	"重"	"dʑyɔ"	35	"輕～"			
"□"	"□"	"hau"	35	"～起：急切希望"			
"□"	"□"	"hau"	35	"「許屋」合音：那裏"			
"下"	"下"	"ho"	35	"把懸物取下；～種"			
"仿"	"仿"	"huɔ"	35				
"俸"	"俸"	"hoŋ"	35				
"哄"	"哄"	"hoŋ"	35				
"喊"	"喊"	"ha"	35				
"好"	"好"	"hɜ"	35				
"幌"	"幌"	"huɔ"	35				
"彷"	"彷"	"huɔ"	35				
"很"	"很"	"haŋ"	35				
"恍"	"恍"	"huɔ"	35				
"撼"	"撼"	"ha"	35				
"昉"	"昉"	"huɔ"	35				
"晃"	"晃"	"huɔ"	35				
"榥"	"榥"	"huɔ"	35				
"海"	"海"	"he"	35				
"滉"	"滉"	"huɔ"	35				
"狠"	"狠"	"haŋ"	35				
"獬"	"獬"	"ha"	35				
"紡"	"纺"	"huɔ"	35				
"罕"	"罕"	"hø"	35				
"舫"	"舫"	"huɔ"	35				
"蟹"	"蟹"	"ha"	35				
"訪"	"访"	"huɔ"	35				
"許"	"许"	"he"	35	"遠指代詞"			
"許"	"许"	"hi"	35	"遠指代詞"			
"謊"	"谎"	"huɔ"	35				
"醢"	"醢"	"he"	35				
"上"	"上"	"ɦi"	35	"動詞"			
"下"	"下"	"ɦo"	35				
"亥"	"亥"	"ɦe"	35				
"以"	"以"	"ɦi"	35				
"像"	"像"	"ɦi"	35				
"兗"	"兖"	"ɦi"	35				
"冉"	"冉"	"ɦi"	35				
"冶"	"冶"	"ɦi"	35				
"勇"	"勇"	"ɦyɔ"	35				
"卣"	"卣"	"ɦiau"	35				
"厚"	"厚"	"ɦau"	35				
"友"	"友"	"ɦiau"	35				
"受"	"受"	"ɦiɤu"	35				
"吮"	"吮"	"ɦioŋ"	35				
"善"	"善"	"ɦi"	35				
"單"	"单"	"ɦi"	35	"～于"			
"奉"	"奉"	"ɦoŋ"	35				
"妄"	"妄"	"ɦuɔ"	35				
"孩"	"孩"	"ɦe"	35				
"已"	"已"	"ɦi"	35				
"幸"	"幸"	"ɦɛ"	35				
"引"	"引"	"ɦiaŋ"	35				
"往"	"往"	"ɦyɔ"	35				
"後"	"后"	"ɦau"	35				
"恿"	"恿"	"ɦyɔ"	35				
"悻"	"悻"	"ɦɛ"	35				
"撼"	"撼"	"ɦø"	35				
"擾"	"扰"	"ɦiɛ"	35				
"效"	"效"	"ɦuɔ"	35				
"旱"	"旱"	"ɦy"	35				
"昊"	"昊"	"ɦɜ"	35				
"暤"	"暤"	"ɦɜ"	35				
"有"	"有"	"ɦiau"	35				
"橡"	"橡"	"ɦi"	35				
"氦"	"氦"	"ɦe"	35				
"永"	"永"	"ɦioŋ"	35				
"泳"	"泳"	"ɦioŋ"	35				
"浩"	"浩"	"ɦɜ"	35				
"湧"	"涌"	"ɦyɔ"	35				
"演"	"演"	"ɦi"	35				
"漸"	"渐"	"ɦi"	35				
"潁"	"颍"	"ɦiaŋ"	35				
"灝"	"灏"	"ɦɜ"	35				
"牖"	"牖"	"ɦiau"	35				
"甬"	"甬"	"ɦyɔ"	35				
"皓"	"皓"	"ɦɜ"	35				
"矣"	"矣"	"ɦi"	35				
"穎"	"颖"	"ɦiaŋ"	35				
"綬"	"绶"	"ɦiɤu"	35				
"緩"	"缓"	"ɦy"	35				
"罔"	"罔"	"ɦuɔ"	35				
"羑"	"羑"	"ɦiau"	35				
"胲"	"胲"	"ɦe"	35				
"膳"	"膳"	"ɦi"	35				
"苒"	"苒"	"ɦi"	35				
"苡"	"苡"	"ɦi"	35				
"莠"	"莠"	"ɦiau"	35				
"蚓"	"蚓"	"ɦiaŋ"	35				
"衍"	"衍"	"ɦi"	35				
"解"	"解"	"ɦa"	35	"姓"			
"詠"	"咏"	"ɦioŋ"	35				
"諧"	"谐"	"ɦa"	35				
"象"	"象"	"ɦi"	35				
"踴"	"踊"	"ɦyɔ"	35				
"逅"	"逅"	"ɦau"	35				
"遠"	"远"	"ɦy"	35				
"郢"	"郢"	"ɦiaŋ"	35				
"酉"	"酉"	"ɦiau"	35				
"銪"	"铕"	"ɦiau"	35	"元素名"			
"鎬"	"镐"	"ɦɜ"	35	"～京"			
"閧"	"閧"	"ɦoŋ"	35				
"限"	"限"	"ɦa"	35				
"隕"	"陨"	"ɦioŋ"	35				
"項"	"项"	"ɦuɔ"	35				
"顥"	"颢"	"ɦɜ"	35				
"駭"	"骇"	"ɦa"	35				
"魍"	"魍"	"ɦuɔ"	35				
"鱔"	"鳝"	"ɦi"	35				
"□"	"□"	"mɜ"	35	"<無好>無能；不聰明"			
"免"	"免"	"mi"	35				
"冕"	"冕"	"mi"	35				
"勉"	"勉"	"mi"	35				
"卯"	"卯"	"muɔ"	35				
"姆"	"姆"	"mo"	35				
"姆"	"姆"	"mu"	35	"保～"			
"姥"	"姥"	"mo"	35				
"姥"	"姥"	"mu"	35				
"娓"	"娓"	"mei"	35				
"娩"	"娩"	"mi"	35				
"尾"	"尾"	"mei"	35	"尾巴"			
"弭"	"弭"	"mei"	35				
"惘"	"惘"	"muɔ"	35				
"憫"	"悯"	"meŋ"	35				
"懵"	"懵"	"moŋ"	35				
"拇"	"拇"	"mu"	35				
"挽"	"挽"	"ma"	35				
"敏"	"敏"	"meŋ"	35				
"昴"	"昴"	"muɔ"	35				
"晚"	"晚"	"ma"	35				
"杪"	"杪"	"miɛ"	35				
"某"	"某"	"mo"	35				
"某"	"某"	"mu"	35				
"母"	"母"	"mo"	35				
"母"	"母"	"mu"	35				
"每"	"每"	"mai"	35				
"泯"	"泯"	"meŋ"	35				
"浼"	"浼"	"mai"	35				
"淼"	"淼"	"miɛ"	35				
"渺"	"渺"	"miɛ"	35				
"滿"	"满"	"mø"	35				
"漭"	"漭"	"muɔ"	35				
"牡"	"牡"	"mɜ"	35				
"猛"	"猛"	"miɛ"	35				
"獁"	"犸"	"mo"	35				
"瑪"	"玛"	"mo"	35				
"畝"	"亩"	"mɜ"	35				
"皿"	"皿"	"meŋ"	35				
"眄"	"眄"	"mi"	35				
"碼"	"码"	"mo"	35				
"秒"	"秒"	"miɛ"	35				
"米"	"米"	"mei"	35				
"網"	"网"	"muɔ"	35				
"緬"	"缅"	"mi"	35				
"緲"	"缈"	"miɛ"	35				
"美"	"美"	"mei"	35				
"艋"	"艋"	"miɛ"	35				
"茆"	"茆"	"muɔ"	35				
"莽"	"莽"	"muɔ"	35				
"蕒"	"荬"	"ma"	35				
"藐"	"藐"	"miɛ"	35				
"蜢"	"蜢"	"miɛ"	35				
"螞"	"蚂"	"mo"	35				
"蟎"	"螨"	"mø"	35				
"蟒"	"蟒"	"muɔ"	35				
"買"	"买"	"ma"	35				
"輞"	"辋"	"muɔ"	35				
"邈"	"邈"	"miɛ"	35				
"鉧"	"鉧"	"mo"	35				
"鉧"	"鉧"	"mu"	35				
"錳"	"锰"	"miɛ"	35				
"閩"	"闽"	"meŋ"	35				
"靡"	"靡"	"mei"	35				
"馬"	"马"	"mo"	35				
"魍"	"魍"	"muɔ"	35				
"麼"	"幺"	"mo"	35	"什～"			
"乃"	"乃"	"na"	35				
"努"	"努"	"nɤu"	35				
"囡"	"囡"	"nø"	35				
"女"	"女"	"na"	35	"～兒"			
"奶"	"奶"	"na"	35				
"惱"	"恼"	"nɜ"	35				
"撓"	"挠"	"nuɔ"	35				
"暖"	"暖"	"naŋ"	35				
"暖"	"暖"	"nø"	35				
"曩"	"曩"	"nuɔ"	35				
"氖"	"氖"	"na"	35				
"瑙"	"瑙"	"nɜ"	35				
"腦"	"脑"	"nɜ"	35				
"腩"	"腩"	"nø"	35				
"艿"	"艿"	"na"	35	"芋～"			
"赧"	"赧"	"na"	35				
"餒"	"馁"	"nai"	35				
"饢"	"馕"	"nuɔ"	35	"拼命往嘴裏塞食物"			
"鼐"	"鼐"	"na"	35				
"仰"	"仰"	"ȵi"	35				
"你"	"你"	"ȵi"	35				
"像"	"像"	"ȵi"	35	"不～兵不～民"			
"儀"	"仪"	"ȵi"	35				
"儼"	"俨"	"ȵi"	35				
"圄"	"圄"	"ȵy"	35				
"圉"	"圉"	"ȵy"	35				
"女"	"女"	"ȵy"	35				
"嫋"	"袅"	"ȵa"	35				
"嬲"	"嬲"	"ȵiɛ"	35	"歪纏不休"			
"忍"	"忍"	"ȵaŋ"	35				
"扭"	"扭"	"ȵau"	35	"纏住"			
"擬"	"拟"	"ȵi"	35				
"旎"	"旎"	"ȵi"	35				
"染"	"染"	"ȵi"	35				
"狃"	"狃"	"ȵau"	35				
"碾"	"碾"	"ȵi"	35				
"紐"	"纽"	"ȵau"	35				
"繞"	"绕"	"ȵiɛ"	35				
"蔦"	"茑"	"ȵa"	35				
"蟻"	"蚁"	"ȵi"	35				
"裊"	"裊"	"ȵa"	35				
"語"	"语"	"ȵy"	35				
"誼"	"谊"	"ȵi"	35				
"議"	"议"	"ȵi"	35				
"軟"	"软"	"ȵy"	35				
"鈕"	"钮"	"ȵau"	35				
"阮"	"阮"	"ȵy"	35				
"鳥"	"鸟"	"ȵa"	35				
"□"	"□"	"ŋuɔ"	35	"～你：咱們，「我伉你」的合音"			
"五"	"五"	"ŋ"	35				
"伍"	"伍"	"ŋ"	35				
"偶"	"偶"	"ŋau"	35				
"午"	"午"	"ŋ"	35				
"咬"	"咬"	"ŋuɔ"	35				
"尾"	"尾"	"ŋ"	35	"～巴"			
"我"	"我"	"ŋ"	35				
"母"	"母"	"ŋ"	35				
"瓦"	"瓦"	"ŋo"	35				
"眼"	"眼"	"ŋa"	35				
"耦"	"耦"	"ŋau"	35				
"耳"	"耳"	"ŋ"	35				
"藕"	"藕"	"ŋau"	35				
"蟻"	"蚁"	"ŋa"	35				
"雅"	"雅"	"ŋo"	35				
"駭"	"骇"	"ŋa"	35				
"了"	"了"	"liɛ"	35	"明～"			
"佬"	"佬"	"lɜ"	35	"大好～"			
"侶"	"侣"	"løy"	35				
"俚"	"俚"	"lei"	35				
"倆"	"俩"	"li"	35	"伎～"			
"僂"	"偻"	"lau"	35				
"儡"	"儡"	"lai"	35				
"兩"	"两"	"liɛ"	35				
"兩"	"两"	"li"	35	"幾～"			
"冷"	"冷"	"liɛ"	35				
"凜"	"凛"	"leŋ"	35				
"卵"	"卵"	"laŋ"	35				
"卵"	"卵"	"lø"	35	"男陰"			
"呂"	"吕"	"løy"	35				
"壘"	"垒"	"lai"	35				
"壟"	"垄"	"liɛ"	35	"田～"			
"壟"	"垄"	"loŋ"	35				
"姥"	"姥"	"lɜ"	35	"～～，祖母"			
"娌"	"娌"	"lei"	35				
"屢"	"屡"	"løy"	35				
"履"	"履"	"løy"	35				
"嶺"	"岭"	"leŋ"	35				
"廩"	"廪"	"leŋ"	35				
"摟"	"搂"	"lau"	35				
"攏"	"拢"	"loŋ"	35				
"攬"	"揽"	"la"	35				
"斂"	"敛"	"li"	35				
"旅"	"旅"	"løy"	35				
"朗"	"朗"	"luɔ"	35				
"李"	"李"	"lei"	35				
"柳"	"柳"	"lɤu"	35				
"栳"	"栳"	"lɜ"	35				
"榴"	"榴"	"lɤu"	35				
"櫓"	"橹"	"lɤu"	35				
"欖"	"榄"	"la"	35				
"潦"	"潦"	"lɜ"	35	"～倒"			
"澧"	"澧"	"lei"	35				
"濫"	"滥"	"la"	35				
"燎"	"燎"	"liɛ"	35				
"理"	"理"	"lei"	35				
"瘰"	"瘰"	"lai"	35				
"癗"	"癗"	"lai"	35	"瘡癤"			
"磊"	"磊"	"lai"	35				
"禮"	"礼"	"lei"	35				
"稞"	"稞"	"lai"	35	"糖～，大麥"			
"簍"	"篓"	"lau"	35				
"籠"	"笼"	"loŋ"	35	"箱～"			
"累"	"累"	"lai"	35				
"綹"	"绺"	"lɤu"	35				
"縷"	"缕"	"lau"	35				
"老"	"老"	"lɜ"	35				
"耒"	"耒"	"lai"	35				
"膂"	"膂"	"løy"	35				
"臉"	"脸"	"li"	35				
"蓼"	"蓼"	"liɛ"	35				
"虜"	"虏"	"lɤu"	35				
"蠡"	"蠡"	"lei"	35				
"裏"	"里"	"lei"	35				
"裸"	"裸"	"lai"	35				
"裸"	"裸"	"lɤu"	35				
"褸"	"褛"	"lau"	35				
"覽"	"览"	"la"	35				
"誄"	"诔"	"lai"	35				
"輛"	"辆"	"li"	35				
"輦"	"辇"	"li"	35				
"醴"	"醴"	"lei"	35				
"釕"	"钌"	"liɛ"	35	"元素名"			
"銠"	"铑"	"lɜ"	35	"元素名"			
"隴"	"陇"	"loŋ"	35				
"領"	"领"	"leŋ"	35				
"魎"	"魉"	"li"	35				
"魯"	"鲁"	"lɤu"	35				
"鯉"	"鲤"	"lei"	35				
"鹵"	"卤"	"løy"	35				
"了"	"了"	"ʔliɛ"	35	"～解"			
"媽"	"妈"	"ʔma"	35				
"冇"	"冇"	"ʔnau"	35	"「無有」合音"			
"哪"	"哪"	"ʔna"	35				
"娜"	"娜"	"ʔna"	35				
"那"	"那"	"ʔna"	35				
"眼"	"眼"	"ʔŋa"	35	"一～兒，一點兒"			
"□"	"□"	"ʔȵau"	35	"<柔丑>萎"			
"下"	"下"	"o"	35	"～兒，一會兒"			
"啞"	"哑"	"o"	35				
"嘔"	"呕"	"au"	35				
"噯"	"嗳"	"e"	35	"打～"			
"垵"	"埯"	"ø"	35				
"媼"	"媪"	"ɜ"	35				
"惡"	"恶"	"o"	35	"～心"			
"拗"	"拗"	"uɔ"	35	"～斷"			
"揜"	"揜"	"ø"	35				
"揞"	"揞"	"aŋ"	35	"掩住"			
"杏"	"杏"	"ɛ"	35				
"欸"	"欸"	"e"	35				
"毆"	"殴"	"au"	35				
"毐"	"毐"	"e"	35				
"矮"	"矮"	"a"	35				
"藹"	"蔼"	"e"	35				
"襖"	"袄"	"ɜ"	35				
"靄"	"霭"	"e"	35				
"黯"	"黯"	"ø"	35				
"□"	"□"	"piɛ"	33	"嘴～開，張開"			
"□"	"□"	"piɛ"	33	"液體急速射出"			
"並"	"并"	"peŋ"	33	"～州"			
"儐"	"傧"	"peŋ"	33				
"兵"	"兵"	"peŋ"	33				
"冰"	"冰"	"peŋ"	33				
"包"	"包"	"puɔ"	33				
"卑"	"卑"	"pai"	33				
"叭"	"叭"	"pa"	33	"喇～"			
"坡"	"坡"	"pu"	33				
"奔"	"奔"	"paŋ"	33				
"嬪"	"嫔"	"peŋ"	33				
"孢"	"孢"	"puɔ"	33				
"屄"	"屄"	"pei"	33				
"崩"	"崩"	"paŋ"	33				
"崩"	"崩"	"poŋ"	33				
"巴"	"巴"	"po"	33				
"幫"	"帮"	"puɔ"	33				
"庳"	"庳"	"pai"	33				
"弸"	"弸"	"poŋ"	33	"凸出"			
"彪"	"彪"	"piɛ"	33				
"彬"	"彬"	"peŋ"	33				
"悲"	"悲"	"pai"	33				
"扳"	"扳"	"pa"	33				
"搬"	"搬"	"pø"	33				
"播"	"播"	"pu"	33				
"斌"	"斌"	"peŋ"	33				
"斑"	"斑"	"pa"	33				
"晡"	"晡"	"pu"	33				
"杯"	"杯"	"pai"	33				
"梆"	"梆"	"puɔ"	33				
"標"	"标"	"piɛ"	33				
"檳"	"槟"	"peŋ"	33				
"波"	"波"	"pu"	33				
"波"	"波"	"pøy"	33	"寧～"			
"浜"	"浜"	"piɛ"	33				
"濱"	"滨"	"peŋ"	33				
"瀌"	"瀌"	"piɛ"	33				
"瀕"	"濒"	"peŋ"	33				
"爸"	"爸"	"pa"	33				
"猋"	"猋"	"piɛ"	33				
"玻"	"玻"	"pu"	33				
"班"	"班"	"pa"	33				
"疤"	"疤"	"po"	33				
"碑"	"碑"	"pai"	33				
"祊"	"祊"	"piɛ"	33				
"穮"	"穮"	"piɛ"	33				
"笆"	"笆"	"po"	33				
"簸"	"簸"	"pu"	33				
"粑"	"粑"	"po"	33				
"編"	"编"	"pi"	33				
"繃"	"绷"	"piɛ"	33	"棕～"			
"繽"	"缤"	"peŋ"	33				
"背"	"背"	"pai"	33				
"胞"	"胞"	"puɔ"	33				
"膘"	"膘"	"piɛ"	33				
"般"	"般"	"pa"	33				
"般"	"般"	"pø"	33				
"芭"	"芭"	"po"	33				
"苞"	"苞"	"puɔ"	33				
"菠"	"菠"	"pa"	33	"～薐菜"			
"菠"	"菠"	"pu"	33	"～菜"			
"萆"	"萆"	"pai"	33				
"葩"	"葩"	"po"	33				
"藨"	"藨"	"piɛ"	33				
"蝙"	"蝙"	"pi"	33				
"褒"	"褒"	"pɜ"	33				
"豝"	"豝"	"po"	33				
"賓"	"宾"	"peŋ"	33				
"逋"	"逋"	"pu"	33				
"邊"	"边"	"pi"	33				
"邊"	"边"	"pø"	33	"後～"			
"邦"	"邦"	"puɔ"	33				
"錛"	"锛"	"paŋ"	33				
"鏢"	"镖"	"piɛ"	33				
"鑣"	"镳"	"piɛ"	33				
"鞭"	"鞭"	"pi"	33				
"頒"	"颁"	"pa"	33				
"颮"	"飑"	"piɛ"	33				
"飆"	"飙"	"piɛ"	33				
"餔"	"餔"	"pøy"	33	"撥飯進口"			
"驃"	"骠"	"piɛ"	33	"黄～馬"			
"髟"	"髟"	"piɛ"	33				
"鵯"	"鹎"	"pai"	33				
"□"	"□"	"pʰei"	33	"<皮刂>削去一薄層"			
"□"	"□"	"pʰoŋ"	33	"凸出"			
"□"	"□"	"pʰɜ"	33	"柚子"			
"丕"	"丕"	"pʰei"	33				
"乒"	"乒"	"pʰeŋ"	33				
"乓"	"乓"	"pʰoŋ"	33				
"俜"	"俜"	"pʰeŋ"	33				
"偏"	"偏"	"pʰi"	33				
"噴"	"喷"	"pʰaŋ"	33				
"坡"	"坡"	"pʰu"	33				
"坯"	"坯"	"pʰai"	33				
"姘"	"姘"	"pʰeŋ"	33				
"娉"	"娉"	"pʰeŋ"	33				
"批"	"批"	"pʰei"	33				
"披"	"披"	"pʰei"	33				
"拋"	"抛"	"pʰuɔ"	33				
"拚"	"拚"	"pʰø"	33				
"攀"	"攀"	"pʰa"	33				
"泡"	"泡"	"pʰuɔ"	33	"水燈泡，水面泡沫"			
"泡"	"泡"	"pʰɜ"	33	"質地松軟；不結實"			
"滂"	"滂"	"pʰuɔ"	33				
"漂"	"漂"	"pʰiɛ"	33	"～亮；～浮"			
"潘"	"潘"	"pʰø"	33				
"烹"	"烹"	"pʰiɛ"	33				
"番"	"番"	"pʰø"	33	"～禺"			
"痡"	"痡"	"pʰu"	33				
"瞟"	"瞟"	"pʰiɛ"	33				
"篇"	"篇"	"pʰi"	33				
"翩"	"翩"	"pʰi"	33				
"胚"	"胚"	"pʰai"	33				
"脬"	"脬"	"pʰuɔ"	33	"～兒，男陰"			
"葩"	"葩"	"pʰo"	33				
"螵"	"螵"	"pʰiɛ"	33				
"鋪"	"铺"	"pʰøy"	33	"～開"			
"陂"	"陂"	"pʰu"	33	"～陀"			
"頗"	"颇"	"pʰu"	33				
"飄"	"飘"	"pʰiɛ"	33				
"驃"	"骠"	"pʰiɛ"	33	"～騎"			
"丁"	"丁"	"teŋ"	33				
"丟"	"丢"	"tɤu"	33				
"丹"	"丹"	"ta"	33				
"仃"	"仃"	"teŋ"	33				
"低"	"低"	"tei"	33				
"儋"	"儋"	"ta"	33				
"兜"	"兜"	"tau"	33				
"冬"	"冬"	"toŋ"	33				
"凋"	"凋"	"tiɛ"	33				
"刀"	"刀"	"tɜ"	33				
"刁"	"刁"	"tiɛ"	33				
"叨"	"叨"	"tɜ"	33	"嘮～"			
"叮"	"叮"	"teŋ"	33				
"哆"	"哆"	"tɤu"	33				
"單"	"单"	"ta"	33				
"堆"	"堆"	"tai"	33				
"墩"	"墩"	"tø"	33				
"多"	"多"	"tɤu"	33				
"巔"	"巅"	"ti"	33				
"掂"	"掂"	"ti"	33				
"擔"	"担"	"ta"	33				
"敦"	"敦"	"taŋ"	33	"矮～"			
"敦"	"敦"	"tø"	33				
"東"	"东"	"toŋ"	33				
"殫"	"殚"	"ta"	33				
"氐"	"氐"	"tei"	33				
"氘"	"氘"	"tɜ"	33				
"燈"	"灯"	"taŋ"	33				
"爹"	"爹"	"tei"	33				
"獃"	"獃"	"te"	33				
"璫"	"璫"	"tuɔ"	33				
"當"	"当"	"tuɔ"	33				
"疔"	"疔"	"teŋ"	33				
"癉"	"瘅"	"ta"	33				
"登"	"登"	"taŋ"	33				
"盯"	"盯"	"teŋ"	33				
"眈"	"眈"	"ta"	33				
"瞪"	"瞪"	"taŋ"	33				
"碉"	"碉"	"tiɛ"	33				
"端"	"端"	"tø"	33				
"篼"	"篼"	"tau"	33				
"簞"	"箪"	"ta"	33				
"羝"	"羝"	"tei"	33				
"耽"	"耽"	"ta"	33				
"聃"	"聃"	"tø"	33				
"襠"	"裆"	"tuɔ"	33				
"貂"	"貂"	"tiɛ"	33				
"蹲"	"蹲"	"taŋ"	33				
"都"	"都"	"tøy"	33				
"鄲"	"郸"	"ta"	33				
"釘"	"钉"	"teŋ"	33				
"鐺"	"铛"	"tuɔ"	33				
"雕"	"雕"	"tiɛ"	33				
"顛"	"颠"	"ti"	33				
"驐"	"驐"	"tø"	33	"～豬，閹豬"			
"鯛"	"鲷"	"tiɛ"	33				
"鱽"	"鱽"	"tɜ"	33				
"□"	"□"	"tʰai"	33	"<火追>剖殺"			
"他"	"他"	"tʰa"	33				
"他"	"他"	"tʰuɔ"	33				
"偷"	"偷"	"tʰau"	33				
"叨"	"叨"	"tʰɜ"	33	"～光"			
"吞"	"吞"	"tʰaŋ"	33	"温吞"			
"吞"	"吞"	"tʰaŋ"	33	"差"			
"吞"	"吞"	"tʰø"	33				
"坍"	"坍"	"tʰa"	33				
"天"	"天"	"tʰi"	33				
"她"	"她"	"tʰa"	33				
"媮"	"媮"	"tʰau"	33				
"它"	"它"	"tʰa"	33				
"廳"	"厅"	"tʰeŋ"	33				
"弢"	"弢"	"tʰɜ"	33				
"拖"	"拖"	"tʰa"	33				
"拖"	"拖"	"tʰɤu"	33				
"挑"	"挑"	"tʰiɛ"	33	"～擔"			
"推"	"推"	"tʰai"	33				
"攤"	"摊"	"tʰa"	33				
"梯"	"梯"	"tʰei"	33				
"梯"	"梯"	"tʰi"	33				
"汀"	"汀"	"tʰeŋ"	33				
"添"	"添"	"tʰi"	33				
"湍"	"湍"	"tʰø"	33				
"湯"	"汤"	"tʰuɔ"	33				
"滔"	"滔"	"tʰɜ"	33				
"灘"	"滩"	"tʰa"	33				
"癱"	"瘫"	"tʰa"	33				
"絛"	"绦"	"tʰɜ"	33				
"聽"	"听"	"tʰeŋ"	33				
"胎"	"胎"	"tʰe"	33				
"臺"	"台"	"tʰe"	33	"臺州"			
"貪"	"贪"	"tʰø"	33				
"通"	"通"	"tʰoŋ"	33				
"鉈"	"铊"	"tʰa"	33	"元素名"			
"韜"	"韬"	"tʰɜ"	33				
"饕"	"饕"	"tʰɜ"	33				
"鵜"	"鹈"	"tʰei"	33				
"乖"	"乖"	"ka"	33				
"交"	"交"	"kuɔ"	33				
"估"	"估"	"ku"	33				
"佳"	"佳"	"ko"	33				
"供"	"供"	"koŋ"	33	"～佛"			
"倌"	"倌"	"ky"	33				
"偕"	"偕"	"ka"	33				
"光"	"光"	"kuɔ"	33				
"公"	"公"	"koŋ"	33				
"冠"	"冠"	"ky"	33	"雞～"			
"剛"	"刚"	"kuɔ"	33				
"功"	"功"	"koŋ"	33				
"加"	"加"	"ko"	33				
"勾"	"勾"	"kau"	33				
"句"	"句"	"kau"	33	"高～麗"			
"呱"	"呱"	"ka"	33	"～～叫"			
"呱"	"呱"	"ku"	33				
"咕"	"咕"	"ku"	33				
"哥"	"哥"	"ko"	33	"求三～拜四嫂"			
"哥"	"哥"	"ku"	33				
"喈"	"喈"	"ka"	33				
"嘉"	"嘉"	"ko"	33				
"垓"	"垓"	"ke"	33				
"堝"	"埚"	"ku"	33				
"奸"	"奸"	"ka"	33				
"姑"	"姑"	"ku"	33				
"姣"	"姣"	"kuɔ"	33				
"孤"	"孤"	"ku"	33				
"官"	"官"	"ky"	33				
"宮"	"宫"	"koŋ"	33				
"家"	"家"	"ko"	33				
"尬"	"尬"	"ka"	33	"尷～"			
"尷"	"尴"	"kiɛ"	33				
