"汉字"	"拼音"	"IPA"	"注释"
"醇"	"sun2"	"sun˥˥"	
"潤"	"jun4"	"dzun˨˥"	
"閏"	"jun4"	"dzun˨˥"	
"均"	"kurn1"	"kɯn˧˦"	
"鈞"	"kurn1"	"kɯn˧˦"	
"菌"	"khun3"	"kʰun˥˨"	
"隕"	"un4"	"un˨˥"	
"匀"	"un2"	"un˥˥"	
"允"	"jun3"	"dzun˥˨"	
"尹"	"urn3"	"ɯn˥˨"	
"分"	"hun1"	"hun˧˦"	"文"
"分"	"hun6"	"hun˨˨"	"文"
"分"	"pun1"	"pun˧˦"	"白"
"粉"	"hun3"	"hun˥˨"	
"糞"	"pun5"	"pun˨˩˨"	
"奮"	"hun5"	"hun˨˩˨"	
"芬"	"hun1"	"hun˧˦"	
"紛"	"hun1"	"hun˧˦"	
"墳"	"phun2"	"pʰun˥˥"	
"焚"	"un2"	"un˥˥"	
"憤"	"hun5"	"hun˨˩˨"	
"份"	"hun6"	"hun˨˨"	
"文"	"bun2"	"bun˥˥"	
"紋"	"bun2"	"bun˥˥"	
"蚊"	"bun1"	"bun˧˦"	
"聞"	"bun4"	"bun˨˥"	
"吻"	"mut7"	"mut˧˨"	"俗"
"刎"	"un4"	"un˨˥"	
"問"	"mng6"	"mŋ˨˨"	
"君"	"kun1"	"kun˧˦"	
"軍"	"kun1"	"kun˧˦"	
"群"	"khun2"	"kʰun˥˥"	
"裙"	"kun2"	"kun˥˥"	
"郡"	"kun4"	"kun˨˥"	
"熏"	"hurn1"	"hɯn˧˦"	"文"
"熏"	"hun1"	"hun˧˦"	
"勛"	"hurn1"	"hɯn˧˦"	
"薰"	"hurn1"	"hɯn˧˦"	"文"
"薰"	"hun1"	"hun˧˦"	
"葷"	"hun1"	"hun˧˦"	
"訓"	"hun5"	"hun˨˩˨"	
"熨"	"ut7"	"ut˧˨"	
"雲"	"un2"	"un˥˥"	"地名"
"雲"	"hun2"	"hun˥˥"	"白"
"云"	"un6"	"un˨˨"	
"韻"	"un4"	"un˨˥"	
"運"	"un6"	"un˨˨"	
"暈"	"un4"	"un˨˥"	
"不"	"put7"	"put˧˨"	
"勃"	"puat8"	"puat˥˦"	
"脖"	"puat8"	"puat˥˦"	
"沒"	"mut8"	"mut˥˦"	
"沒"	"mok8"	"mok˥˦"	"又"
"突"	"tut8"	"tut˥˦"	
"卒"	"tsut7"	"tsut˧˨"	
"猝"	"tsut7"	"tsut˧˨"	"俗"
"骨"	"kut7"	"kut˧˨"	
"窟"	"khut7"	"kʰut˧˨"	
"忽"	"hut7"	"hut˧˨"	
"核"	"hut8"	"hut˥˦"	
"律"	"lut8"	"lut˥˦"	
"率"	"lut8"	"lut˥˦"	
"卒"	"tsut7"	"tsut˧˨"	
"戌"	"sut7"	"sut˧˨"	
"恤"	"sut7"	"sut˧˨"	
"蟀"	"sut7"	"sut˧˨"	
"率"	"tsut7"	"tsut˧˨"	
"出"	"tshut7"	"tsʰut˧˨"	
"術"	"sut8"	"sut˥˦"	
"述"	"sut8"	"sut˥˦"	
"秫"	"tsut8"	"tsut˥˦"	
"橘"	"kit7"	"kit˧˨"	
"弗"	"hut7"	"hut˧˨"	
"拂"	"hut7"	"hut˧˨"	
"佛"	"hut8"	"hut˥˦"	
"佛"	"hut7"	"hut˧˨"	
"物"	"mueh8"	"muɛʔ˥˦"	
"勿"	"mai5"	"mai˨˩˨"	"訓"
"屈"	"khut7"	"kʰut˧˨"	
"掘"	"kut8"	"kut˥˦"	
"倔"	"khut7"	"kʰut˧˨"	
"鬱"	"ut7"	"ut˧˨"	
"氯"	"lek8"	"lɛk˥˦"	"俗"
"幫"	"pang1"	"paŋ˧˦"	
"榜"	"pang3"	"paŋ˥˨"	
"謗"	"pang4"	"paŋ˨˥"	
"滂"	"phang1"	"pʰaŋ˧˦"	
"旁"	"phang2"	"pʰaŋ˥˥"	
"傍"	"phang2"	"pʰaŋ˥˥"	
"忙"	"mang2"	"maŋ˥˥"	
"芒"	"mang2"	"maŋ˥˥"	
"茫"	"mang2"	"maŋ˥˥"	
"莽"	"mang3"	"maŋ˥˨"	
"當"	"tang1"	"taŋ˧˦"	"文"
"當"	"tang3"	"taŋ˥˨"	"文"
"當"	"tng1"	"tŋ˧˦"	"白"
"當"	"tng3"	"tŋ˥˨"	"白"
"黨"	"tang3"	"taŋ˥˨"	
"擋"	"tang3"	"taŋ˥˨"	
"湯"	"thang1"	"tʰaŋ˧˦"	"文，商~"
"湯"	"thng1"	"tʰŋ˧˦"	"白"
"倘"	"thang3"	"tʰaŋ˥˨"	
"躺"	"thang3"	"tʰaŋ˥˨"	
"燙"	"thng5"	"tʰŋ˨˩˨"	
"趟"	"thang3"	"tʰaŋ˥˨"	
"堂"	"thang2"	"tʰaŋ˥˥"	"文"
"堂"	"tng2"	"tŋ˥˥"	"白"
"唐"	"thang2"	"tʰaŋ˥˥"	"文"
"唐"	"tng2"	"tŋ˥˥"	"白"
"糖"	"thng2"	"tʰŋ˥˥"	
"塘"	"thang2"	"tʰaŋ˥˥"	"文"
"塘"	"tng2"	"tŋ˥˥"	"白"
"搪"	"thang2"	"tʰaŋ˥˥"	"文"
"搪"	"thng6"	"tʰŋ˨˨"	"白，搪瓷"
"螳"	"thang2"	"tʰaŋ˥˥"	
"蕩"	"tang4"	"taŋ˨˥"	"文"
"蕩"	"tng4"	"tŋ˨˥"	"白"
"宕"	"tang4"	"taŋ˨˥"	
"囊"	"lang3"	"laŋ˥˨"	
"曩"	"lang3"	"laŋ˥˨"	
"狼"	"lang2"	"laŋ˥˥"	
"廊"	"lang2"	"laŋ˥˥"	
"郎"	"lang2"	"laŋ˥˥"	"文"
"郎"	"nng2"	"nŋ˥˥"	"白"
"螂"	"lang2"	"laŋ˥˥"	
"朗"	"lang4"	"laŋ˨˥"	
"朗"	"lang2"	"laŋ˥˥"	"又，伊~"
"浪"	"lang4"	"laŋ˨˥"	"文"
"浪"	"nng6"	"nŋ˨˨"	"白"
"臧"	"tsang1"	"tsaŋ˧˦"	
"贓"	"tsang1"	"tsaŋ˧˦"	
"髒"	"tsang1"	"tsaŋ˧˦"	
"葬"	"tsng5"	"tsŋ˨˩˨"	
"倉"	"tshang1"	"tsʰaŋ˧˦"	"文"
"倉"	"tshng1"	"tsʰŋ˧˦"	"白"
"蒼"	"tshang1"	"tsʰaŋ˧˦"	
"藏"	"tshang2"	"tsʰaŋ˥˥"	
"藏"	"tsang4"	"tsaŋ˨˥"	
"臓"	"tsang4"	"tsaŋ˨˥"	
"桑"	"sng1"	"sŋ˧˦"	
"嗓"	"sang3"	"saŋ˥˨"	
"喪"	"sang5"	"saŋ˨˩˨"	
"喪"	"sng1"	"sŋ˧˦"	
"岡"	"kang1"	"kaŋ˧˦"	"文"
"岡"	"kng1"	"kŋ˧˦"	"白，地名"
"剛"	"kang1"	"kaŋ˧˦"	
"鋼"	"kng5"	"kŋ˨˩˨"	
"缸"	"kang1"	"kaŋ˧˦"	"文"
"缸"	"kng1"	"kŋ˧˦"	"白"
"綱"	"kang1"	"kaŋ˧˦"	
"崗"	"kang1"	"kaŋ˧˦"	"文"
"崗"	"kng1"	"kŋ˧˦"	"白，地名"
"康"	"khang1"	"kʰaŋ˧˦"	
"糠"	"khang1"	"kʰaŋ˧˦"	"文"
"糠"	"khng1"	"kʰŋ˧˦"	"白"
"慷"	"khang3"	"kʰaŋ˥˨"	
"抗"	"khang5"	"kʰaŋ˨˩˨"	
"炕"	"khang5"	"kʰaŋ˨˩˨"	
"囥"	"khng5"	"kʰŋ˨˩˨"	
"昂"	"ngang1"	"ŋaŋ˧˦"	
"杭"	"hang2"	"haŋ˥˥"	
"航"	"hang2"	"haŋ˥˥"	
"航"	"phang2"	"pʰaŋ˥˥"	"俗"
"行"	"hang2"	"haŋ˥˥"	
"骯"	"ang1"	"aŋ˧˦"	
"娘"	"liang2"	"liaŋ˥˥"	"文，爹~"
"娘"	"nionn2"	"niõ˥˥"	"白"
"釀"	"jiang3"	"dziaŋ˥˨"	
"良"	"liang2"	"liaŋ˥˥"	
"凉"	"liang2"	"liaŋ˥˥"	
"量"	"liang2"	"liaŋ˥˥"	"文"
"量"	"liang4"	"liaŋ˨˥"	"文"
"量"	"nionn2"	"niõ˥˥"	"白"
"糧"	"nionn2"	"niõ˥˥"	
"梁"	"liang2"	"liaŋ˥˥"	"文"
"梁"	"nionn2"	"niõ˥˥"	"白"
"粱"	"liang2"	"liaŋ˥˥"	
"兩"	"liang3"	"liaŋ˥˨"	"文"
"兩"	"nionn3"	"niõ˥˨"	"白，斤兩"
"兩"	"nonn4"	"nõ˨˥"	"白"
"亮"	"liang4"	"liaŋ˨˥"	
"輛"	"liang3"	"liaŋ˥˨"	
"諒"	"liang4"	"liaŋ˨˥"	
"將"	"tsiang1"	"tsiaŋ˧˦"	
"漿"	"tsionn1"	"tsiõ˧˦"	
"蔣"	"tsionn3"	"tsiõ˥˨"	
"槳"	"tsionn3"	"tsiõ˥˨"	
"獎"	"tsiang5"	"tsiaŋ˨˩˨"	
"將"	"tsiang5"	"tsiaŋ˨˩˨"	
"醬"	"tsionn5"	"tsiõ˨˩˨"	
"槍"	"tshionn1"	"tsʰiõ˧˦"	
"搶"	"tshionn3"	"tsʰiõ˥˨"	
"牆"	"tshionn2"	"tsʰiõ˥˥"	
"匠"	"tshionn6"	"tsʰiõ˨˨"	
"相"	"siang1"	"siaŋ˧˦"	"文"
"相"	"siang5"	"siaŋ˨˩˨"	"文"
"相"	"sio1"	"sio˧˦"	"白"
"相"	"sionn5"	"siõ˨˩˨"	"白"
"厢"	"sionn1"	"siõ˧˦"	
"鑲"	"siang1"	"siaŋ˧˦"	"文"
"鑲"	"sionn1"	"siõ˧˦"	"白"
"箱"	"sionn1"	"siõ˧˦"	
"襄"	"siang1"	"siaŋ˧˦"	
"想"	"siang3"	"siaŋ˥˨"	"文"
"想"	"sionn4"	"siõ˨˥"	"白"
"詳"	"siang2"	"siaŋ˥˥"	
"祥"	"siang2"	"siaŋ˥˥"	
"像"	"siang4"	"siaŋ˨˥"	"文"
"像"	"sionn5"	"siõ˨˩˨"	"訓“相”"
"像"	"tshionn4"	"tsʰiõ˨˥"	"白"
"象"	"siang4"	"siaŋ˨˥"	"文"
"象"	"tshionn4"	"tsʰiõ˨˥"	"白"
"張"	"tsiang1"	"tsiaŋ˧˦"	"文"
"張"	"tionn1"	"tiõ˧˦"	"白"
"漲"	"tsiang5"	"tsiaŋ˨˩˨"	
"長"	"tshiang2"	"tsʰiaŋ˥˥"	"文"
"長"	"tsiang3"	"tsiaŋ˥˨"	"文"
"長"	"tionn3"	"tiõ˥˨"	"白，族~"
"長"	"tng2"	"tŋ˥˥"	"白"
"帳"	"tionn5"	"tiõ˨˩˨"	
"賬"	"tionn5"	"tiõ˨˩˨"	
"脹"	"tsiang5"	"tsiaŋ˨˩˨"	"文"
"脹"	"tionn5"	"tiõ˨˩˨"	"白"
"暢"	"thiang5"	"tʰiaŋ˨˩˨"	
"腸"	"tshiang2"	"tsʰiaŋ˥˥"	"文"
"腸"	"tng2"	"tŋ˥˥"	"白"
"場"	"tshiang2"	"tsʰiaŋ˥˥"	"文，排~"
"場"	"tionn2"	"tiõ˥˥"	"白"
"丈"	"tsiang4"	"tsiaŋ˨˥"	"文"
"丈"	"tionn4"	"tiõ˨˥"	"白"
"丈"	"tng4"	"tŋ˨˥"	"白"
"杖"	"tsiang4"	"tsiaŋ˨˥"	"文"
"杖"	"thng4"	"tʰŋ˨˥"	"白，槌~"
"仗"	"tsiang4"	"tsiaŋ˨˥"	
"莊"	"tsang1"	"tsaŋ˧˦"	"文，~嚴"
"莊"	"tsng1"	"tsŋ˧˦"	"白"
"裝"	"tsuang1"	"tsuaŋ˧˦"	"文"
"裝"	"tsng1"	"tsŋ˧˦"	"白"
"妝"	"tsuang1"	"tsuaŋ˧˦"	"文"
"妝"	"tsng1"	"tsŋ˧˦"	"白"
"壯"	"tsang5"	"tsaŋ˨˩˨"	
"瘡"	"tshng1"	"tsʰŋ˧˦"	
"創"	"tshang5"	"tsʰaŋ˨˩˨"	
"牀"	"sng2"	"sŋ˥˥"	"籠~"
"牀"	"tshng2"	"tsʰŋ˥˥"	
"狀"	"tsuang4"	"tsuaŋ˨˥"	"文"
"狀"	"tso4"	"tso˨˥"	"~元"
"狀"	"tsng6"	"tsŋ˨˨"	"白"
"霜"	"siang1"	"siaŋ˧˦"	"~降"
"霜"	"sng1"	"sŋ˧˦"	"白"
"孀"	"sng1"	"sŋ˧˦"	
"爽"	"suang3"	"suaŋ˥˨"	"文"
"爽"	"sng3"	"sŋ˥˨"	"白"
"章"	"tsiang1"	"tsiaŋ˧˦"	"文"
"章"	"tsionn1"	"tsiõ˧˦"	"白"
"樟"	"tsiang1"	"tsiaŋ˧˦"	"文"
"樟"	"tsionn1"	"tsiõ˧˦"	"白"
"樟"	"tsng1"	"tsŋ˧˦"	"地名"
"漳"	"tsiang1"	"tsiaŋ˧˦"	"文"
"漳"	"tsionn1"	"tsiõ˧˦"	"白，地名"
"獐"	"kionn1"	"kiõ˧˦"	
"掌"	"tsionn3"	"tsiõ˥˨"	
"障"	"tsiang5"	"tsiaŋ˨˩˨"	
"昌"	"tshiang1"	"tsʰiaŋ˧˦"	
"廠"	"tshiang3"	"tsʰiaŋ˥˨"	
"唱"	"tshiang5"	"tsʰiaŋ˨˩˨"	"文"
"唱"	"tshionn5"	"tsʰiõ˨˩˨"	"白"
"倡"	"tshiang5"	"tsʰiaŋ˨˩˨"	
"商"	"siang1"	"siaŋ˧˦"	
"傷"	"siang1"	"siaŋ˧˦"	"文"
"傷"	"sionn1"	"siõ˧˦"	"白"
"賞"	"sionn5"	"siõ˨˩˨"	
"餉"	"hiang3"	"hiaŋ˥˨"	"俗"
"常"	"tshiang2"	"tsʰiaŋ˥˥"	"文，~~"
"常"	"sionn2"	"siõ˥˥"	"白"
"嘗"	"sionn2"	"siõ˥˥"	
"償"	"siang2"	"siaŋ˥˥"	"文"
"償"	"sionn2"	"siõ˥˥"	"白"
"裳"	"siang2"	"siaŋ˥˥"	
"上"	"siang4"	"siaŋ˨˥"	"文"
"上"	"tsionn4"	"tsiõ˨˥"	"白"
"上"	"tsionn6"	"tsiõ˨˨"	"白"
"上"	"tshionn4"	"tsʰiõ˨˥"	"白，使上"
"尚"	"siang4"	"siaŋ˨˥"	"文"
"尚"	"sionn6"	"siõ˨˨"	"白，和~"
"瓤"	"jiang2"	"dziaŋ˥˥"	"文"
"瓤"	"nng2"	"nŋ˥˥"	"白"
"壤"	"jiang3"	"dziaŋ˥˨"	
"攘"	"jiang3"	"dziaŋ˥˨"	
"嚷"	"jiang3"	"dziaŋ˥˨"	
"讓"	"jiang4"	"dziaŋ˨˥"	"文"
"讓"	"nionn6"	"niõ˨˨"	"白"
"疆"	"kiang1"	"kiaŋ˧˦"	
"僵"	"kiang1"	"kiaŋ˧˦"	
"姜"	"kiang1"	"kiaŋ˧˦"	
"薑"	"kionn1"	"kiõ˧˦"	
"羌"	"kiang1"	"kiaŋ˧˦"	
"強"	"khiang2"	"kʰiaŋ˥˥"	
"強"	"kiang3"	"kiaŋ˥˨"	
"仰"	"ngiang3"	"ŋiaŋ˥˨"	
"香"	"hiang1"	"hiaŋ˧˦"	"文"
"香"	"hionn1"	"hiõ˧˦"	"白"
"鄉"	"hiang1"	"hiaŋ˧˦"	"文"
"鄉"	"hionn1"	"hiõ˧˦"	"白"
"享"	"hiang3"	"hiaŋ˥˨"	
"響"	"hiang5"	"hiaŋ˨˩˨"	
"向"	"hiang5"	"hiaŋ˨˩˨"	"文"
"向"	"ng5"	"ŋ˨˩˨"	"白"
"央"	"iang1"	"iaŋ˧˦"	"文"
"央"	"ng1"	"ŋ˧˦"	"白，中~"
"秧"	"iang1"	"iaŋ˧˦"	"文"
"秧"	"ng1"	"ŋ˧˦"	"白"
"殃"	"iang1"	"iaŋ˧˦"	
"鴦"	"ionn1"	"iõ˧˦"	
"羊"	"ionn2"	"iõ˥˥"	
"洋"	"iang2"	"iaŋ˥˥"	"文"
"洋"	"ionn2"	"iõ˥˥"	"白"
"楊"	"iang2"	"iaŋ˥˥"	"文"
"楊"	"ionn2"	"iõ˥˥"	"白"
"揚"	"iang2"	"iaŋ˥˥"	"文"
"揚"	"tshionn2"	"tsʰiõ˥˥"	"白"
"陽"	"iang2"	"iaŋ˥˥"	"文"
"陽"	"ionn2"	"iõ˥˥"	"白，地名"
"養"	"iang3"	"iaŋ˥˨"	"文"
"養"	"ionn3"	"iõ˥˨"	"白"
"癢"	"iang3"	"iaŋ˥˨"	"文"
"癢"	"tsionn4"	"tsiõ˨˥"	"白"
"樣"	"iang4"	"iaŋ˨˥"	"文，一般~"
"樣"	"ionn6"	"iõ˨˨"	"白"
"恙"	"iang4"	"iaŋ˨˥"	
"粕"	"phoh"	"pʰoʔ"	
"博"	"phak7"	"pʰak˧˨"	
"薄"	"poh8"	"poʔ˥˦"	
"泊"	"poh8"	"poʔ˥˦"	
"莫"	"mok8"	"mok˥˦"	
"膜"	"moh8"	"moʔ˥˦"	
"摸"	"mo1"	"mo˧˦"	"文"
"摸"	"mong2"	"moŋ˥˥"	
"摸"	"mak7"	"mak˧˨"	
"寞"	"mok8"	"mok˥˦"	
"幕"	"mo4"	"mo˨˥"	
"托"	"thoh7"	"tʰoʔ˧˨"	
"鐸"	"tak8"	"tak˥˦"	
"諾"	"nap8"	"nap˥˦"	
"落"	"lak7"	"lak˧˨"	"替"
"落"	"loh8"	"loʔ˥˦"	
"落"	"lauh8"	"lauʔ˥˦"	"掉落"
"洛"	"lok8"	"lok˥˦"	
"駱"	"loh8"	"loʔ˥˦"	
"絡"	"lok8"	"lok˥˦"	
"酪"	"lok8"	"lok˥˦"	
"烙"	"lok8"	"lok˥˦"	
"烙"	"luah7"	"luaʔ˧˨"	"替"
"樂"	"lak8"	"lak˥˦"	
"作"	"tsak7"	"tsak˧˨"	"文"
"作"	"tsoh7"	"tsoʔ˧˨"	"白"
"鑿"	"tshak8"	"tsʰak˥˦"	
"昨"	"tsoh8"	"tsoʔ˥˦"	
"昨"	"tsa1"	"tsa˧˦"	"替"
"索"	"sok7"	"sok˧˨"	"文"
"索"	"soh7"	"soʔ˧˨"	"白"
"各"	"kak7"	"kak˧˨"	"文"
"各"	"koh7"	"koʔ˧˨"	"白，~號"
"閣"	"koh7"	"koʔ˧˨"	
"胳"	"koh7"	"koʔ˧˨"	
"鄂"	"ngak8"	"ŋak˥˦"	
"鱷"	"ngak8"	"ŋak˥˦"	
"噩"	"ngak8"	"ŋak˥˦"	
"愕"	"ngak8"	"ŋak˥˦"	"文"
"愕"	"ngoh8"	"ŋoʔ˥˦"	"白"
"壑"	"hak7"	"hak˧˨"	
"鶴"	"hoh8"	"hoʔ˥˦"	
"惡"	"ak7"	"ak˧˨"	"文"
"惡"	"oh7"	"oʔ˧˨"	"白，困難"
"掠"	"liah8"	"liaʔ˥˦"	"訓“搦”"
"略"	"liak8"	"liak˥˦"	
"爵"	"tsiak7"	"tsiak˧˨"	
"雀"	"tshiak7"	"tsʰiak˧˨"	"文"
"雀"	"tsiah7"	"tsiaʔ˧˨"	"白，麻~"
"鵲"	"tshiak7"	"tsʰiak˧˨"	
"削"	"siah7"	"siaʔ˧˨"	
"著"	"tioh7"	"tioʔ˧˨"	
"著"	"tioh8"	"tioʔ˥˦"	"正確"
"著"	"toh8"	"toʔ˥˦"	"~火"
"酌"	"tsiak7"	"tsiak˧˨"	
"綽"	"tshiak7"	"tsʰiak˧˨"	
"勺"	"tshiah8"	"tsʰiaʔ˥˦"	
"芍"	"tshiak7"	"tsʰiak˧˨"	
"若"	"jiak8"	"dziak˥˦"	"文"
"若"	"jioh8"	"dzioʔ˥˦"	"白"
"箬"	"jiak8"	"dziak˥˦"	"文"
"箬"	"hioh8"	"hioʔ˥˦"	"白"
"箬"	"hah7"	"haʔ˧˨"	"替"
"弱"	"jiak8"	"dziak˥˦"	"文"
"弱"	"nioh8"	"nioʔ˥˦"	"白，軟~"
"腳"	"kioh7"	"kioʔ˧˨"	
"腳"	"kha1"	"kʰa˧˦"	"訓"
"卻"	"khiak7"	"kʰiak˧˨"	
"虐"	"ngiak8"	"ŋiak˥˦"	
"瘧"	"ngiak8"	"ŋiak˥˦"	
"約"	"iak7"	"iak˧˨"	"文"
"約"	"iok7"	"iok˧˨"	"猜測"
"約"	"ioh7"	"ioʔ˧˨"	"白"
"躍"	"iak7"	"iak˧˨"	
"藥"	"iak8"	"iak˥˦"	"文，芍~"
"藥"	"ioh8"	"ioʔ˥˦"	"白"
"光"	"kuang1"	"kuaŋ˧˦"	"文"
"光"	"kng1"	"kŋ˧˦"	"白"
"廣"	"kuang3"	"kuaŋ˥˨"	"文"
"廣"	"kng3"	"kŋ˥˨"	"白"
"曠"	"khuang5"	"kʰuaŋ˨˩˨"	
"荒"	"huang1"	"huaŋ˧˦"	"文"
"荒"	"hng1"	"hŋ˧˦"	"白"
"慌"	"huang1"	"huaŋ˧˦"	
"恍"	"huang3"	"huaŋ˥˨"	
"謊"	"huang1"	"huaŋ˧˦"	
"黃"	"huang2"	"huaŋ˥˥"	"文"
"黃"	"ng2"	"ŋ˥˥"	"白"
"蝗"	"huang2"	"huaŋ˥˥"	
"皇"	"huang2"	"huaŋ˥˥"	
"皇"	"uang2"	"uaŋ˥˥"	"又"
"隍"	"huang2"	"huaŋ˥˥"	"文"
"隍"	"ng2"	"ŋ˥˥"	"白"
"煌"	"huang2"	"huaŋ˥˥"	
"凰"	"huang2"	"huaŋ˥˥"	
"汪"	"uang1"	"uaŋ˧˦"	
"方"	"huang1"	"huaŋ˧˦"	"文"
"方"	"hng1"	"hŋ˧˦"	"白"
"方"	"png1"	"pŋ˧˦"	"白，姓氏"
"方"	"pang1"	"paŋ˧˦"	"白"
"肪"	"huang3"	"huaŋ˥˨"	
"仿"	"huang3"	"huaŋ˥˨"	
"放"	"huang5"	"huaŋ˨˩˨"	"文"
"放"	"pang5"	"paŋ˨˩˨"	"白"
"芳"	"huang1"	"huaŋ˧˦"	"文"
"芳"	"phang1"	"pʰaŋ˧˦"	"白，香"
"妨"	"huang2"	"huaŋ˥˥"	
"紡"	"huang3"	"huaŋ˥˨"	"文"
"紡"	"phang3"	"pʰaŋ˥˨"	"白"
"仿"	"huang3"	"huaŋ˥˨"	
"彷"	"phang2"	"pʰaŋ˥˥"	
"訪"	"huang3"	"huaŋ˥˨"	
"房"	"pang2"	"paŋ˥˥"	
"防"	"huang2"	"huaŋ˥˥"	
"亡"	"buang2"	"buaŋ˥˥"	
"忘"	"buang2"	"buaŋ˥˥"	
"網"	"mang4"	"maŋ˨˥"	
"望"	"buang4"	"buaŋ˨˥"	"文"
"望"	"monn6"	"mõ˨˨"	"白"
"妄"	"buang3"	"buaŋ˥˨"	
"逛"	"kuang4"	"kuaŋ˨˥"	
"匡"	"khuang1"	"kʰuaŋ˧˦"	
"匡"	"khang1"	"kʰaŋ˧˦"	
"筐"	"khuang1"	"kʰuaŋ˧˦"	"文"
"筐"	"kheng1"	"kʰɛŋ˧˦"	"白"
"狂"	"khuang2"	"kʰuaŋ˥˥"	"文"
"狂"	"kng2"	"kŋ˥˥"	"白"
"況"	"khuang5"	"kʰuaŋ˨˩˨"	
"枉"	"uang3"	"uaŋ˥˨"	
"王"	"uang2"	"uaŋ˥˥"	"文"
"王"	"heng2"	"hɛŋ˥˥"	"白"
"往"	"uang3"	"uaŋ˥˨"	
"旺"	"uang4"	"uaŋ˨˥"	
"郭"	"kueh7"	"kuɛʔ˧˨"	
"擴"	"khuang5"	"kʰuaŋ˨˩˨"	
"廓"	"kuak7"	"kuak˧˨"	
"霍"	"khak7"	"kʰak˧˨"	
"藿"	"khak7"	"kʰak˧˨"	
"鑊"	"uak8"	"uak˥˦"	
"縛"	"pak8"	"pak˥˦"	
"邦"	"pang1"	"paŋ˧˦"	
"綁"	"pang3"	"paŋ˥˨"	
"胖"	"phuang5"	"pʰuaŋ˨˩˨"	
"胖"	"phong5"	"pʰoŋ˨˩˨"	
"龐"	"phang2"	"pʰaŋ˥˥"	
"棒"	"pang4"	"paŋ˨˥"	
"蚌"	"hong3"	"hoŋ˥˨"	
"幢"	"tong2"	"toŋ˥˥"	
"撞"	"tsuang4"	"tsuaŋ˨˥"	"文"
"撞"	"tong6"	"toŋ˨˨"	
"撞"	"tng6"	"tŋ˨˨"	"白，遭遇"
"窗"	"theng1"	"tʰɛŋ˧˦"	
"雙"	"sang1"	"saŋ˧˦"	
"江"	"kang1"	"kaŋ˧˦"	
"肛"	"kang1"	"kaŋ˧˦"	
"扛"	"kng1"	"kŋ˧˦"	
"講"	"kang3"	"kaŋ˥˨"	"文"
"講"	"kong3"	"koŋ˥˨"	
"港"	"kang3"	"kaŋ˥˨"	
"杠"	"kang5"	"kaŋ˨˩˨"	"文"
"杠"	"kong5"	"koŋ˨˩˨"	"~桿"
"降"	"hang2"	"haŋ˥˥"	"文"
"降"	"kang5"	"kaŋ˨˩˨"	"文"
"降"	"kong5"	"koŋ˨˩˨"	"~頭咒"
"虹"	"hong2"	"hoŋ˥˥"	"文"
"虹"	"kheng4"	"kʰɛŋ˨˥"	"替"
"腔"	"khionn1"	"kʰiõ˧˦"	
"項"	"hang4"	"haŋ˨˥"	
"巷"	"hang6"	"haŋ˨˨"	
"剝"	"pak7"	"pak˧˨"	
"駁"	"poh7"	"poʔ˧˨"	
"璞"	"phok7"	"pʰok˧˨"	
"雹"	"phak8"	"pʰak˥˦"	
"卓"	"toh7"	"toʔ˧˨"	
"桌"	"toh7"	"toʔ˧˨"	
"啄"	"toh7"	"toʔ˧˨"	
"戳"	"tshiok7"	"tsʰiok˧˨"	"替"
"濁"	"juak8"	"dzuak˥˦"	
"濁"	"tsuak8"	"tsuak˥˦"	"又"
"捉"	"tshok7"	"tsʰok˧˨"	
"鐲"	"tshok7"	"tsʰok˧˨"	"俗"
"朔"	"suak7"	"suak˧˨"	
"朔"	"sok7"	"sok˧˨"	"又"
"覺"	"kak7"	"kak˧˨"	
"角"	"kak7"	"kak˧˨"	
"餃"	"kiau3"	"kiau˥˨"	
"確"	"khak7"	"kʰak˧˨"	
"殼"	"khak7"	"kʰak˧˨"	
"嶽"	"ngak8"	"ŋak˥˦"	
"岳"	"ngak8"	"ŋak˥˦"	
"樂"	"gauh8"	"gauʔ˥˦"	
"學"	"hak8"	"hak˥˦"	"文"
"學"	"oh8"	"oʔ˥˦"	"白"
"握"	"ok7"	"ok˧˨"	
"崩"	"pang1"	"paŋ˧˦"	
"朋"	"pheng2"	"pʰɛŋ˥˥"	
"登"	"teng1"	"tɛŋ˧˦"	
"燈"	"teng1"	"tɛŋ˧˦"	
"等"	"teng3"	"tɛŋ˥˨"	"文"
"等"	"tan3"	"tan˥˨"	"白"
"凳"	"teng5"	"tɛŋ˨˩˨"	
"藤"	"tin2"	"tin˥˥"	
"騰"	"theng2"	"tʰɛŋ˥˥"	
"疼"	"tong5"	"toŋ˨˩˨"	
"疼"	"thiann5"	"tʰiã˨˩˨"	"替"
"鄧"	"teng4"	"tɛŋ˨˥"	
"能"	"leng2"	"lɛŋ˥˥"	
"楞"	"leng2"	"lɛŋ˥˥"	
"增"	"tseng1"	"tsɛŋ˧˦"	
"憎"	"tseng1"	"tsɛŋ˧˦"	
"曾"	"tseng1"	"tsɛŋ˧˦"	"文"
"曾"	"tseng2"	"tsɛŋ˥˥"	"文"
"曾"	"tsan1"	"tsan˧˦"	"白，姓氏"
"層"	"tsan2"	"tsan˥˥"	
"贈"	"tsan6"	"tsan˨˨"	
"僧"	"tseng1"	"tsɛŋ˧˦"	
"肯"	"kheng3"	"kʰɛŋ˥˨"	
