"简体"	"繁體"	"拼音"	"音標"
"競"	"競"	"cian5"	"tɕiaŋ˥˨"
"徑"	"徑"	"cian5"	"tɕiaŋ˥˨"
"親"	"親"	"chian1"	"tɕʰiaŋ˦˦"
"欽"	"欽"	"chian1"	"tɕʰiaŋ˦˦"
"卿"	"卿"	"chian1"	"tɕʰiaŋ˦˦"
"輕"	"輕"	"chian1"	"tɕʰiaŋ˦˦"
"忖"	"忖"	"chian3"	"tɕʰiaŋ˦˥"
"穇"	"穇"	"chian3"	"tɕʰiaŋ˦˥"
"慶"	"慶"	"chian5"	"tɕʰiaŋ˥˨"
"趁"	"趁"	"chian5"	"tɕʰiaŋ˥˨"
"侵"	"侵"	"chian5"	"tɕʰiaŋ˥˨"
"襯"	"襯"	"chian5"	"tɕʰiaŋ˥˨"
"撳"	"撳"	"chian5"	"tɕʰiaŋ˥˨"
"寢"	"寢"	"chian5"	"tɕʰiaŋ˥˨"
"沉"	"沉"	"jian2"	"dʑiaŋ˧˩"
"琴"	"琴"	"jian2"	"dʑiaŋ˧˩"
"禽"	"禽"	"jian2"	"dʑiaŋ˧˩"
"擒"	"擒"	"jian2"	"dʑiaŋ˧˩"
"陳"	"陳"	"jian2"	"dʑiaŋ˧˩"
"塵"	"塵"	"jian2"	"dʑiaŋ˧˩"
"臣"	"臣"	"jian2"	"dʑiaŋ˧˩"
"勒"	"勒"	"jian2"	"dʑiaŋ˧˩"
"芹"	"芹"	"jian2"	"dʑiaŋ˧˩"
"群"	"群"	"jian2"	"dʑiaŋ˧˩"
"裙"	"裙"	"jian2"	"dʑiaŋ˧˩"
"擎"	"擎"	"jian2"	"dʑiaŋ˧˩"
"鯨"	"鯨"	"jian2"	"dʑiaŋ˧˩"
"近"	"近"	"jian4"	"dʑiaŋ˧˦"
"朕"	"朕"	"jian4"	"dʑiaŋ˧˦"
"陣"	"陣"	"jian6"	"dʑiaŋ˨˨"
"僅"	"僅"	"jian6"	"dʑiaŋ˨˨"
"郡"	"郡"	"jian6"	"dʑiaŋ˨˨"
"妗"	"妗"	"jian6"	"dʑiaŋ˨˨"
"壬"	"壬"	"gnian2"	"ȵiaŋ˧˩"
"任"	"任"	"gnian2"	"ȵiaŋ˧˩"
"吟"	"吟"	"gnian2"	"ȵiaŋ˧˩"
"娠"	"娠"	"gnian2"	"ȵiaŋ˧˩"
"銀"	"銀"	"gnian2"	"ȵiaŋ˧˩"
"迎"	"迎"	"gnian2"	"ȵiaŋ˧˩"
"忍"	"忍"	"gnian4"	"ȵiaŋ˧˦"
"認"	"認"	"gnian6"	"ȵiaŋ˨˨"
"軔"	"軔"	"gnian6"	"ȵiaŋ˨˨"
"賃"	"賃"	"gnian6"	"ȵiaŋ˨˨"
"刃"	"刃"	"gnian6"	"ȵiaŋ˨˨"
"欣"	"欣"	"shian1"	"ɕiaŋ˦˦"
"興"	"興"	"shian1"	"ɕiaŋ˦˦"
"旺"	"旺"	"shian1"	"ɕiaŋ˦˦"
"熏"	"熏"	"shian1"	"ɕiaŋ˦˦"
"勳"	"勳"	"shian1"	"ɕiaŋ˦˦"
"馨"	"馨"	"shian1"	"ɕiaŋ˦˦"
"興"	"興"	"shian3"	"ɕiaŋ˦˥"
"訓"	"訓"	"shian5"	"ɕiaŋ˥˨"
"釁"	"釁"	"shian5"	"ɕiaŋ˥˨"
"興"	"興"	"shian5"	"ɕiaŋ˥˨"
"音"	"音"	"ian1"	"ʔiaŋ˦˦"
"陰"	"陰"	"ian1"	"ʔiaŋ˦˦"
"蔭"	"蔭"	"ian1"	"ʔiaŋ˦˦"
"因"	"因"	"ian1"	"ʔiaŋ˦˦"
"洇"	"洇"	"ian1"	"ʔiaŋ˦˦"
"殷"	"殷"	"ian1"	"ʔiaŋ˦˦"
"鷹"	"鷹"	"ian1"	"ʔiaŋ˦˦"
"蟎"	"蟎"	"ian1"	"ʔiaŋ˦˦"
"鶯"	"鶯"	"ian1"	"ʔiaŋ˦˦"
"英"	"英"	"ian1"	"ʔiaŋ˦˦"
"嬰"	"嬰"	"ian1"	"ʔiaŋ˦˦"
"纓"	"纓"	"ian1"	"ʔiaŋ˦˦"
"飲"	"飲"	"ian3"	"ʔiaŋ˦˥"
"隱"	"隱"	"ian3"	"ʔiaŋ˦˥"
"允"	"允"	"ian3"	"ʔiaŋ˦˥"
"影"	"影"	"ian3"	"ʔiaŋ˦˥"
"印"	"印"	"ian5"	"ʔiaŋ˥˨"
"應"	"應"	"ian5"	"ʔiaŋ˥˨"
"映"	"映"	"ian5"	"ʔiaŋ˥˨"
"熨"	"熨"	"ian5"	"ʔiaŋ˥˨"
"雲"	"雲"	"yan2"	"jaŋ˧˩"
"勻"	"勻"	"yan2"	"jaŋ˧˩"
"形"	"形"	"yan2"	"jaŋ˧˩"
"刑"	"刑"	"yan2"	"jaŋ˧˩"
"型"	"型"	"yan2"	"jaŋ˧˩"
"寅"	"寅"	"yan2"	"jaŋ˧˩"
"淫"	"淫"	"yan2"	"jaŋ˧˩"
"盈"	"盈"	"yan2"	"jaŋ˧˩"
"降"	"降"	"yan2"	"jaŋ˧˩"
"引"	"引"	"yan4"	"jaŋ˧˦"
"運"	"運"	"yan6"	"jaŋ˨˨"
"摯"	"摯"	"yan6"	"jaŋ˨˨"
"暈"	"暈"	"yan6"	"jaŋ˨˨"
"閏"	"閏"	"yan6"	"jaŋ˨˨"
"韻"	"韻"	"yan6"	"jaŋ˨˨"
"跟"	"跟"	"kan1"	"kaŋ˦˦"
"根"	"根"	"kan1"	"kaŋ˦˦"
"㔶"	"㔶"	"kan3"	"kaŋ˦˥"
"啃"	"啃"	"khan1"	"kʰaŋ˦˦"
"肯"	"肯"	"phan3"	"pʰaŋ˦˥"
"懇"	"懇"	"phan3"	"pʰaŋ˦˥"
"墾"	"墾"	"phan3"	"pʰaŋ˦˥"
"昆"	"昆"	"kuan1"	"kuaŋ˦˦"
"崑"	"崑"	"kuan1"	"kuaŋ˦˦"
"鯤"	"鯤"	"kuan1"	"kuaŋ˦˦"
"滾"	"滾"	"kuan3"	"kuaŋ˦˥"
"緄"	"緄"	"kuan3"	"kuaŋ˦˥"
"裩"	"裩"	"kuan3"	"kuaŋ˦˥"
"棍"	"棍"	"kuan5"	"kuaŋ˥˨"
"謴"	"謴"	"kuan5"	"kuaŋ˥˨"
"坤"	"坤"	"khuan1"	"kʰuaŋ˦˦"
"堃"	"堃"	"khuan1"	"kʰuaŋ˦˦"
"昆"	"昆"	"khuan1"	"kʰuaŋ˦˦"
"崑"	"崑"	"khuan1"	"kʰuaŋ˦˦"
"捆"	"捆"	"khuan3"	"kʰuaŋ˦˥"
"綑"	"綑"	"khuan3"	"kʰuaŋ˦˥"
"困"	"困"	"khuan5"	"kʰuaŋ˥˨"
"很"	"很"	"han3"	"haŋ˦˥"
"夯"	"夯"	"han5"	"haŋ˥˨"
"痕"	"痕"	"ghan6"	"ɦaŋ˨˨"
"恒"	"恒"	"ghan6"	"ɦaŋ˨˨"
"恨"	"恨"	"ghan6"	"ɦaŋ˨˨"
"□"	"□"	"ghan6"	"ɦaŋ˨˨"
"彬"	"彬"	"pin1"	"piŋ˦˦"
"賓"	"賓"	"pin1"	"piŋ˦˦"
"檳"	"檳"	"pin1"	"piŋ˦˦"
"殯"	"殯"	"pin1"	"piŋ˦˦"
"鬢"	"鬢"	"pin1"	"piŋ˦˦"
"冰"	"冰"	"pin1"	"piŋ˦˦"
"兵"	"兵"	"pin1"	"piŋ˦˦"
"浜"	"浜"	"pin1"	"piŋ˦˦"
"斌"	"斌"	"pin1"	"piŋ˦˦"
"丙"	"丙"	"pin3"	"piŋ˦˥"
"餅"	"餅"	"pin3"	"piŋ˦˥"
"稟"	"稟"	"pin3"	"piŋ˦˥"
"炳"	"炳"	"pin3"	"piŋ˦˥"
"柄"	"柄"	"pin5"	"piŋ˥˨"
"餅"	"餅"	"pin5"	"piŋ˥˨"
"秉"	"秉"	"pin5"	"piŋ˥˨"
"殯"	"殯"	"pin5"	"piŋ˥˨"
"迸"	"迸"	"pin5"	"piŋ˥˨"
"姘"	"姘"	"phin1"	"pʰiŋ˦˦"
"娉"	"娉"	"phin1"	"pʰiŋ˦˦"
"品"	"品"	"phin3"	"pʰiŋ˦˥"
"拼"	"拼"	"phin5"	"pʰiŋ˥˨"
"聘"	"聘"	"phin5"	"pʰiŋ˥˨"
"貧"	"貧"	"bin2"	"biŋ˧˩"
"平"	"平"	"bin2"	"biŋ˧˩"
"坪"	"坪"	"bin2"	"biŋ˧˩"
"評"	"評"	"bin2"	"biŋ˧˩"
"瓶"	"瓶"	"bin2"	"biŋ˧˩"
"屏"	"屏"	"bin2"	"biŋ˧˩"
"萍"	"萍"	"bin2"	"biŋ˧˩"
"憑"	"憑"	"bin2"	"biŋ˧˩"
"頻"	"頻"	"bin2"	"biŋ˧˩"
"並"	"並"	"bin4"	"biŋ˧˦"
"病"	"病"	"bin6"	"biŋ˨˨"
"民"	"民"	"min2"	"miŋ˧˩"
"明"	"明"	"min2"	"miŋ˧˩"
"萌"	"萌"	"min2"	"miŋ˧˩"
"盟"	"盟"	"min2"	"miŋ˧˩"
"鳴"	"鳴"	"min2"	"miŋ˧˩"
"銘"	"銘"	"min2"	"miŋ˧˩"
"閩"	"閩"	"min4"	"miŋ˧˦"
"憫"	"憫"	"min4"	"miŋ˧˦"
"敏"	"敏"	"min4"	"miŋ˧˦"
"抿"	"抿"	"min4"	"miŋ˧˦"
"皿"	"皿"	"min4"	"miŋ˧˦"
"命"	"命"	"min6"	"miŋ˨˨"
"丁"	"丁"	"tin1"	"tiŋ˦˦"
"釘"	"釘"	"tin1"	"tiŋ˦˦"
"疔"	"疔"	"tin1"	"tiŋ˦˦"
"靪"	"靪"	"tin1"	"tiŋ˦˦"
"叮"	"叮"	"tin1"	"tiŋ˦˦"
"盯"	"盯"	"tin1"	"tiŋ˦˦"
"頂"	"頂"	"tin3"	"tiŋ˦˥"
"鼎"	"鼎"	"tin3"	"tiŋ˦˥"
"釘"	"釘"	"tin5"	"tiŋ˥˨"
"訂"	"訂"	"tin5"	"tiŋ˥˨"
"聽"	"聽"	"thin1"	"tʰiŋ˦˦"
"廳"	"廳"	"thin1"	"tʰiŋ˦˦"
"汀"	"汀"	"thin1"	"tʰiŋ˦˦"
"挺"	"挺"	"thin3"	"tʰiŋ˦˥"
"艇"	"艇"	"thin3"	"tʰiŋ˦˥"
"聽"	"聽"	"thin5"	"tʰiŋ˥˨"
"亭"	"亭"	"din2"	"diŋ˧˩"
"停"	"停"	"din2"	"diŋ˧˩"
"廷"	"廷"	"din2"	"diŋ˧˩"
"庭"	"庭"	"din2"	"diŋ˧˩"
"蜓"	"蜓"	"din2"	"diŋ˧˩"
"錠"	"錠"	"din4"	"diŋ˧˦"
"定"	"定"	"din6"	"diŋ˨˨"
"鈴"	"鈴"	"lin1"	"liŋ˦˦"
"拎"	"拎"	"lin1"	"liŋ˦˦"
"林"	"林"	"lin2"	"liŋ˧˩"
"淋"	"淋"	"lin2"	"liŋ˧˩"
"臨"	"臨"	"lin2"	"liŋ˧˩"
"鄰"	"鄰"	"lin2"	"liŋ˧˩"
"鱗"	"鱗"	"lin2"	"liŋ˧˩"
"陵"	"陵"	"lin2"	"liŋ˧˩"
"菱"	"菱"	"lin2"	"liŋ˧˩"
"靈"	"靈"	"lin2"	"liŋ˧˩"
"零"	"零"	"lin2"	"liŋ˧˩"
"鈴"	"鈴"	"lin2"	"liŋ˧˩"
"伶"	"伶"	"lin2"	"liŋ˧˩"
"領"	"領"	"lin4"	"liŋ˧˦"
"嶺"	"嶺"	"lin4"	"liŋ˧˦"
"凜"	"凜"	"lin4"	"liŋ˧˦"
"令"	"令"	"lin6"	"liŋ˨˨"
"另"	"另"	"lin6"	"liŋ˨˨"
"吝"	"吝"	"lin6"	"liŋ˨˨"
"升"	"升"	"sin1"	"siŋ˦˦"
"聲"	"聲"	"sin1"	"siŋ˦˦"
"星"	"星"	"sin1"	"siŋ˦˦"
"腥"	"腥"	"sin1"	"siŋ˦˦"
"猩"	"猩"	"sin1"	"siŋ˦˦"
"省"	"省"	"sin3"	"siŋ˦˥"
"醒"	"醒"	"sin3"	"siŋ˦˥"
"勝"	"勝"	"sin5"	"siŋ˥˨"
"性"	"性"	"sin5"	"siŋ˥˨"
"姓"	"姓"	"sin5"	"siŋ˥˨"
"聖"	"聖"	"sin5"	"siŋ˥˨"
"成"	"成"	"zin2"	"ziŋ˧˩"
"城"	"城"	"zin2"	"ziŋ˧˩"
"誠"	"誠"	"zin2"	"ziŋ˧˩"
"晴"	"晴"	"zin2"	"ziŋ˧˩"
"倩"	"倩"	"zin2"	"ziŋ˧˩"
"仍"	"仍"	"zin2"	"ziŋ˧˩"
"丞"	"丞"	"zin2"	"ziŋ˧˩"
"承"	"承"	"zin2"	"ziŋ˧˩"
"繩"	"繩"	"zin2"	"ziŋ˧˩"
"塍"	"塍"	"zin2"	"ziŋ˧˩"
"餳"	"餳"	"zin2"	"ziŋ˧˩"
"靜"	"靜"	"zin4"	"ziŋ˧˦"
"靖"	"靖"	"zin4"	"ziŋ˧˦"
"淨"	"淨"	"zin6"	"ziŋ˨˨"
"乘"	"乘"	"zin6"	"ziŋ˨˨"
"盛"	"盛"	"zin6"	"ziŋ˨˨"
"嵊"	"嵊"	"zin6"	"ziŋ˨˨"
"征"	"征"	"cin1"	"tɕiŋ˦˦"
"正"	"正"	"cin1"	"tɕiŋ˦˦"
"貞"	"貞"	"cin1"	"tɕiŋ˦˦"
"偵"	"偵"	"cin1"	"tɕiŋ˦˦"
"睛"	"睛"	"cin1"	"tɕiŋ˦˦"
"精"	"精"	"cin1"	"tɕiŋ˦˦"
"晶"	"晶"	"cin1"	"tɕiŋ˦˦"
"蒸"	"蒸"	"cin1"	"tɕiŋ˦˦"
"徵"	"徵"	"cin1"	"tɕiŋ˦˦"
"井"	"井"	"cin3"	"tɕiŋ˦˥"
"整"	"整"	"cin3"	"tɕiŋ˦˥"
"拯"	"拯"	"cin3"	"tɕiŋ˦˥"
"正"	"正"	"cin5"	"tɕiŋ˥˨"
"政"	"政"	"cin5"	"tɕiŋ˥˨"
"證"	"證"	"cin5"	"tɕiŋ˥˨"
"症"	"症"	"cin5"	"tɕiŋ˥˨"
"青"	"青"	"chin1"	"tɕʰiŋ˦˦"
"蜻"	"蜻"	"chin1"	"tɕʰiŋ˦˦"
"清"	"清"	"chin1"	"tɕʰiŋ˦˦"
"稱"	"稱"	"chin1"	"tɕʰiŋ˦˦"
"蟶"	"蟶"	"chin1"	"tɕʰiŋ˦˦"
"請"	"請"	"chin3"	"tɕʰiŋ˦˥"
"稱"	"稱"	"chin5"	"tɕʰiŋ˥˨"
"秤"	"秤"	"chin5"	"tɕʰiŋ˥˨"
"逞"	"逞"	"chin5"	"tɕʰiŋ˥˨"
"呈"	"呈"	"jin2"	"dʑiŋ˧˩"
"程"	"程"	"jin2"	"dʑiŋ˧˩"
"逞"	"逞"	"jin2"	"dʑiŋ˧˩"
"橙"	"橙"	"jin2"	"dʑiŋ˧˩"
"澄"	"澄"	"jin2"	"dʑiŋ˧˩"
"懲"	"懲"	"jin2"	"dʑiŋ˧˩"
"鄭"	"鄭"	"jin6"	"dʑiŋ˨˨"
"剩"	"剩"	"jin6"	"dʑiŋ˨˨"
		"jin6"	"dʑiŋ˨˨"
"凸"	"凸"	"pon1"	"poŋ˦˦"
"崩"	"崩"	"pon1"	"poŋ˦˦"
"琫"	"琫"	"pon3"	"poŋ˦˥"
"繃"	"繃"	"pon5"	"poŋ˥˨"
"迸"	"迸"	"pon5"	"poŋ˥˨"
"乓"	"乓"	"phon1"	"pʰoŋ˦˦"
"捧"	"捧"	"phon3"	"pʰoŋ˦˥"
"碰"	"碰"	"phon5"	"pʰoŋ˥˨"
"朋"	"朋"	"bon2"	"boŋ˧˩"
"棚"	"棚"	"bon2"	"boŋ˧˩"
"鵬"	"鵬"	"bon2"	"boŋ˧˩"
"蓬"	"蓬"	"bon2"	"boŋ˧˩"
"篷"	"篷"	"bon2"	"boŋ˧˩"
"琫"	"琫"	"bon2"	"boŋ˧˩"
"芃"	"芃"	"bon2"	"boŋ˧˩"
"竼"	"竼"	"bon2"	"boŋ˧˩"
"㷯"	"㷯"	"bon4"	"boŋ˧˦"
"蓬"	"蓬"	"bon6"	"boŋ˨˨"
"蒙"	"蒙"	"mon2"	"moŋ˧˩"
"瀠"	"瀠"	"mon2"	"moŋ˧˩"
"蛑"	"蛑"	"mon2"	"moŋ˧˩"
"蠓"	"蠓"	"mon2"	"moŋ˧˩"
"朦"	"朦"	"mon2"	"moŋ˧˩"
"芒"	"芒"	"mon2"	"moŋ˧˩"
"懵"	"懵"	"mon4"	"moŋ˧˦"
"夢"	"夢"	"mon6"	"moŋ˨˨"
"□"	"□"	"fon1"	"foŋ˦˦"
"風"	"風"	"fon1"	"foŋ˦˦"
"楓"	"楓"	"fon1"	"foŋ˦˦"
"瘋"	"瘋"	"fon1"	"foŋ˦˦"
"諷"	"諷"	"fon1"	"foŋ˦˦"
"封"	"封"	"fon1"	"foŋ˦˦"
"峰"	"峰"	"fon1"	"foŋ˦˦"
"蜂"	"蜂"	"fon1"	"foŋ˦˦"
"鋒"	"鋒"	"fon1"	"foŋ˦˦"
"馮"	"馮"	"von2"	"voŋ˧˩"
"逄"	"逄"	"von2"	"voŋ˧˩"
"縫"	"縫"	"von2"	"voŋ˧˩"
"奉"	"奉"	"von4"	"voŋ˧˦"
"鳳"	"鳳"	"von6"	"voŋ˨˨"
"縫"	"縫"	"von6"	"voŋ˨˨"
"同"	"同"	"don2"	"doŋ˧˩"
"桐"	"桐"	"don2"	"doŋ˧˩"
"簡"	"簡"	"don2"	"doŋ˧˩"
"銅"	"銅"	"don2"	"doŋ˧˩"
"童"	"童"	"don2"	"doŋ˧˩"
"潼"	"潼"	"don2"	"doŋ˧˩"
"瞳"	"瞳"	"don2"	"doŋ˧˩"
"彤"	"彤"	"don2"	"doŋ˧˩"
"動"	"動"	"don4"	"doŋ˧˦"
"桶"	"桶"	"don4"	"doŋ˧˦"
"洞"	"洞"	"don6"	"doŋ˨˨"
"農"	"農"	"non2"	"noŋ˧˩"
"儂"	"儂"	"non2"	"noŋ˧˩"
"濃"	"濃"	"non2"	"noŋ˧˩"
"膿"	"膿"	"non2"	"noŋ˧˩"
"糯"	"糯"	"non6"	"noŋ˨˨"
"龍"	"龍"	"lon2"	"loŋ˧˩"
"籠"	"籠"	"lon2"	"loŋ˧˩"
"朧"	"朧"	"lon2"	"loŋ˧˩"
"礱"	"礱"	"lon2"	"loŋ˧˩"
"隆"	"隆"	"lon2"	"loŋ˧˩"
"聾"	"聾"	"lon2"	"loŋ˧˩"
"攏"	"攏"	"lon4"	"loŋ˧˦"
"籠"	"籠"	"lon4"	"loŋ˧˦"
"弄"	"弄"	"lon6"	"loŋ˨˨"
"松"	"松"	"son1"	"soŋ˦˦"
"淞"	"淞"	"son1"	"soŋ˦˦"
"嵩"	"嵩"	"son1"	"soŋ˦˦"
"荀"	"荀"	"son1"	"soŋ˦˦"
"榫"	"榫"	"son3"	"soŋ˦˥"
"筍"	"筍"	"son3"	"soŋ˦˥"
"宋"	"宋"	"son5"	"soŋ˥˨"
"送"	"送"	"son5"	"soŋ˥˨"
"峻"	"峻"	"son5"	"soŋ˥˨"
"舜"	"舜"	"son5"	"soŋ˥˨"
"旬"	"旬"	"zon2"	"zoŋ˧˩"
"循"	"循"	"zon2"	"zoŋ˧˩"
"巡"	"巡"	"zon2"	"zoŋ˧˩"
"殉"	"殉"	"zon2"	"zoŋ˧˩"
"唇"	"唇"	"zon2"	"zoŋ˧˩"
"純"	"純"	"zon2"	"zoŋ˧˩"
"蓴"	"蓴"	"zon2"	"zoŋ˧˩"
"醇"	"醇"	"zon2"	"zoŋ˧˩"
"叢"	"叢"	"zon2"	"zoŋ˧˩"
"祟"	"祟"	"zon2"	"zoŋ˧˩"
"戎"	"戎"	"zon2"	"zoŋ˧˩"
"絨"	"絨"	"zon2"	"zoŋ˧˩"
"茸"	"茸"	"zon2"	"zoŋ˧˩"
"搑"	"搑"	"zon4"	"zoŋ˧˦"
"順"	"順"	"zon6"	"zoŋ˨˨"
"殉"	"殉"	"zon6"	"zoŋ˨˨"
"中"	"中"	"cion1"	"tɕyoŋ˦˦"
"忠"	"忠"	"cion1"	"tɕyoŋ˦˦"
"終"	"終"	"cion1"	"tɕyoŋ˦˦"
"弓"	"弓"	"cion1"	"tɕyoŋ˦˦"
"躬"	"躬"	"cion1"	"tɕyoŋ˦˦"
"宗"	"宗"	"cion1"	"tɕyoŋ˦˦"
"宮"	"宮"	"cion1"	"tɕyoŋ˦˦"
"棕"	"棕"	"cion1"	"tɕyoŋ˦˦"
"鬃"	"鬃"	"cion1"	"tɕyoŋ˦˦"
"肫"	"肫"	"cion1"	"tɕyoŋ˦˦"
"遵"	"遵"	"cion1"	"tɕyoŋ˦˦"
"准"	"准"	"cion3"	"tɕyoŋ˦˥"
"總"	"總"	"cion3"	"tɕyoŋ˦˥"
"中"	"中"	"cion3"	"tɕyoŋ˦˥"
"新"	"新"	"cion3"	"tɕyoŋ˦˥"
"炯"	"炯"	"cion3"	"tɕyoŋ˦˥"
"俊"	"俊"	"cion5"	"tɕyoŋ˥˨"
"粽"	"粽"	"cion5"	"tɕyoŋ˥˨"
"眾"	"眾"	"cion5"	"tɕyoŋ˥˨"
"圳"	"圳"	"cion5"	"tɕyoŋ˥˨"
"春"	"春"	"chion1"	"tɕʰyoŋ˦˦"
"聰"	"聰"	"chion1"	"tɕʰyoŋ˦˦"
"忽"	"忽"	"chion1"	"tɕʰyoŋ˦˦"
"蔥"	"蔥"	"chion1"	"tɕʰyoŋ˦˦"
"囪"	"囪"	"chion1"	"tɕʰyoŋ˦˦"
"充"	"充"	"chion1"	"tɕʰyoŋ˦˦"
"從"	"從"	"chion1"	"tɕʰyoŋ˦˦"
"容"	"容"	"chion1"	"tɕʰyoŋ˦˦"
"沖"	"沖"	"chion1"	"tɕʰyoŋ˦˦"
"春"	"春"	"chion1"	"tɕʰyoŋ˦˦"
"芎"	"芎"	"chion1"	"tɕʰyoŋ˦˦"
"竄"	"竄"	"chion1"	"tɕʰyoŋ˦˦"
"頃"	"頃"	"chion3"	"tɕʰyoŋ˦˥"
"傾"	"傾"	"chion3"	"tɕʰyoŋ˦˥"
"寵"	"寵"	"chion3"	"tɕʰyoŋ˦˥"
"蠢"	"蠢"	"chion5"	"tɕʰyoŋ˥˨"
"銃"	"銃"	"chion5"	"tɕʰyoŋ˥˨"
"串"	"串"	"chion5"	"tɕʰyoŋ˥˨"
"瓊"	"瓊"	"jion2"	"dʑyoŋ˧˩"
"蟲"	"蟲"	"jion2"	"dʑyoŋ˧˩"
"窮"	"窮"	"jion2"	"dʑyoŋ˧˩"
"盾"	"盾"	"jion4"	"dʑyoŋ˧˦"
"菌"	"菌"	"jion4"	"dʑyoŋ˧˦"
"窘"	"窘"	"jion4"	"dʑyoŋ˧˦"
"仲"	"仲"	"jion6"	"dʑyoŋ˨˨"
"兄"	"兄"	"shion1"	"ɕyoŋ˦˦"
"塕"	"塕"	"ion1"	"ʔyoŋ˦˦"
"雍"	"雍"	"ion1"	"ʔyoŋ˦˦"
"邕"	"邕"	"ion1"	"ʔyoŋ˦˦"
"允"	"允"	"ion3"	"ʔyoŋ˦˥"
"永"	"永"	"ion3"	"ʔyoŋ˦˥"
"泳"	"泳"	"ion3"	"ʔyoŋ˦˥"
"泳"	"泳"	"ion3"	"ʔyoŋ˦˥"
"擁"	"擁"	"ion3"	"ʔyoŋ˦˥"
"榮"	"榮"	"yon2"	"joŋ˧˩"
"營"	"營"	"yon2"	"joŋ˧˩"
"瑩"	"瑩"	"yon2"	"joŋ˧˩"
"螢"	"螢"	"yon2"	"joŋ˧˩"
"塋"	"塋"	"yon2"	"joŋ˧˩"
"滎"	"滎"	"yon2"	"joŋ˧˩"
"雄"	"雄"	"yon2"	"joŋ˧˩"
"融"	"融"	"yon2"	"joŋ˧˩"
"容"	"容"	"yon2"	"joŋ˧˩"
"蓉"	"蓉"	"yon2"	"joŋ˧˩"
"鉻"	"鉻"	"yon2"	"joŋ˧˩"
"榕"	"榕"	"yon2"	"joŋ˧˩"
"庸"	"庸"	"yon2"	"joŋ˧˩"
"嶸"	"嶸"	"yon2"	"joŋ˧˩"
"公"	"公"	"kon1"	"koŋ˦˦"
"蚣"	"蚣"	"kon1"	"koŋ˦˦"
"工"	"工"	"kon1"	"koŋ˦˦"
"功"	"功"	"kon1"	"koŋ˦˦"
"攻"	"攻"	"kon1"	"koŋ˦˦"
"戇"	"戇"	"kon3"	"koŋ˦˥"
"汞"	"汞"	"kon5"	"koŋ˥˨"
"貢"	"貢"	"kon5"	"koŋ˥˨"
"拱"	"拱"	"kon5"	"koŋ˥˨"
"貢"	"貢"	"kon5"	"koŋ˥˨"
"供"	"供"	"kon5"	"koŋ˥˨"
"空"	"空"	"khon1"	"kʰoŋ˦˦"
"倥"	"倥"	"khon1"	"kʰoŋ˦˦"
"孔"	"孔"	"khon3"	"kʰoŋ˦˥"
"恐"	"恐"	"khon3"	"kʰoŋ˦˥"
"控"	"控"	"khon5"	"kʰoŋ˥˨"
"空"	"空"	"khon5"	"kʰoŋ˥˨"
"虧"	"虧"	"khon5"	"kʰoŋ˥˨"
"烘"	"烘"	"hon1"	"hoŋ˦˦"
"轟"	"轟"	"hon1"	"hoŋ˦˦"
"哄"	"哄"	"hon3"	"hoŋ˦˥"
"嗅"	"嗅"	"hon5"	"hoŋ˥˨"
"蕻"	"蕻"	"hon5"	"hoŋ˥˨"
"轟"	"轟"	"hon5"	"hoŋ˥˨"
"紅"	"紅"	"ghon2"	"ɦoŋ˧˩"
"洪"	"洪"	"ghon2"	"ɦoŋ˧˩"
"虹"	"虹"	"ghon2"	"ɦoŋ˧˩"
"弘"	"弘"	"ghon2"	"ɦoŋ˧˩"
"宏"	"宏"	"ghon2"	"ɦoŋ˧˩"
"鴻"	"鴻"	"ghon2"	"ɦoŋ˧˩"
"翁"	"翁"	"on1"	"oŋ˦˦"
"齆"	"齆"	"on5"	"oŋ˥˨"
"□"	"□"	"on5"	"oŋ˥˨"
"磨"	"磨"	"m2"	"m˧˩"
"魔"	"魔"	"m2"	"m˧˩"
"摩"	"摩"	"m2"	"m˧˩"
"摹"	"摹"	"m2"	"m˧˩"
"模"	"模"	"m2"	"m˧˩"
"膜"	"膜"	"m2"	"m˧˩"
"某"	"某"	"m4"	"m˧˦"
"磨"	"磨"	"m6"	"m˨˨"
"暮"	"暮"	"m6"	"m˨˨"
"慕"	"慕"	"m6"	"m˨˨"
"墓"	"墓"	"m6"	"m˨˨"
"募"	"募"	"m6"	"m˨˨"
"幕"	"幕"	"m6"	"m˨˨"
"而"	"而"	"n2"	"n˧˩"
"耳"	"耳"	"n4"	"n˧˦"
"二"	"二"	"n6"	"n˨˨"
"貳"	"貳"	"n6"	"n˨˨"
"蛾"	"蛾"	"ng2"	"ŋ˧˩"
"俄"	"俄"	"ng2"	"ŋ˧˩"
"吳"	"吳"	"ng2"	"ŋ˧˩"
"梧"	"梧"	"ng2"	"ŋ˧˩"
"我"	"我"	"ng4"	"ŋ˧˦"
"吾"	"吾"	"ng4"	"ŋ˧˦"
"五"	"五"	"ng4"	"ŋ˧˦"
"伍"	"伍"	"ng4"	"ŋ˧˦"
"午"	"午"	"ng4"	"ŋ˧˦"
"仵"	"仵"	"ng4"	"ŋ˧˦"
"誤"	"誤"	"ng6"	"ŋ˨˨"
"悟"	"悟"	"ng6"	"ŋ˨˨"
"寤"	"寤"	"ng6"	"ŋ˨˨"
"晤"	"晤"	"ng6"	"ŋ˨˨"
